"fips","published","distinct","spread_pct"
"51059",13,9,2.52956
"13131",9,9,2.52727
"27173",9,9,2.52704
"24009",13,9,2.52652
"21073",9,9,2.52616
"72069",4,4,2.52539
"09110",10,7,2.52345
"51015",13,9,2.52344
"36003",9,9,2.52225
"27055",9,9,2.51779
"47077",9,9,2.51771
"19107",9,8,2.51741
"40049",9,9,2.51734
"04011",9,9,2.5152
"48399",9,9,2.51433
"41051",13,9,2.50774
"05079",9,9,2.50535
"39083",9,9,2.50461
"29013",9,9,2.49516
"36119",13,9,2.49236
"51199",13,9,2.48565
"19197",9,9,2.48112
"45087",9,9,2.47931
"19035",9,9,2.47898
"13283",9,9,2.47448
"09140",10,7,2.47373
"28091",9,9,2.47064
"21147",9,8,2.47022
"12049",9,9,2.46663
"39123",9,9,2.46548
"30073",9,8,2.46531
"18155",9,9,2.46089
"20167",9,9,2.46035
"45075",13,9,2.46028
"39175",9,8,2.45748
"29203",9,9,2.4571
"09150",10,7,2.45576
"38009",9,8,2.45265
"32015",9,9,2.45232
"29029",9,9,2.45157
"72063",4,4,2.44683
"21197",9,9,2.44422
"13165",9,9,2.44261
"55097",13,9,2.4417
"42119",9,9,2.44118
"36101",13,9,2.44071
"55079",13,9,2.44036
"48075",9,9,2.43795
"22039",9,9,2.43715
"51730",9,9,2.43408
"72135",8,8,2.43336
"28079",9,9,2.43283
"39035",13,9,2.43276
"36065",13,9,2.43154
"27121",9,9,2.42714
"21039",9,9,2.42688
"27123",13,9,2.42129
"20023",9,8,2.41783
"51770",13,9,2.4172
"34037",13,9,2.41181
"24033",13,9,2.41175
"28159",9,9,2.4095
"41067",13,9,2.40948
"27099",9,9,2.40658
"28145",9,9,2.40346
"51119",9,9,2.40205
"47113",13,9,2.39806
"25001",13,9,2.3966
"24043",13,9,2.39332
"18097",13,9,2.39227
"44003",13,9,2.392
"17161",13,9,2.38987
"46049",9,7,2.38751
"17091",13,9,2.38567
"06071",13,9,2.3839
"48179",9,9,2.3834
"38013",9,9,2.38095
"17021",9,9,2.37969
"31159",9,9,2.3791
"29163",9,9,2.37647
"40053",9,8,2.37638
"20193",9,9,2.37584
"19125",9,8,2.37482
"34009",13,9,2.37401
"40039",9,8,2.37362
"42031",9,9,2.37151
"28003",9,9,2.37101
"27081",9,9,2.36958
"37079",9,9,2.36232
"13061",9,7,2.35865
"36009",13,9,2.35847
"41001",9,9,2.35565
"20169",9,9,2.35389
"38021",9,9,2.35388
"17105",9,9,2.35363
"51660",9,9,2.34912
"48219",9,8,2.34887
"29055",9,9,2.34873
"06021",9,9,2.34681
"31039",9,9,2.34643
"42131",9,9,2.34188
"21101",9,9,2.34136
"51143",9,9,2.33919
"45029",9,9,2.33609
"19091",9,9,2.33548
"36001",13,9,2.32921
"02195",9,8,2.32829
"51083",9,9,2.32558
"72029",4,4,2.32417
"22125",9,8,2.32348
"29107",9,9,2.32322
"20021",9,9,2.32224
"51045",9,9,2.3199
"48387",9,9,2.31889
"23025",9,9,2.31693
"48183",13,9,2.31688
"51840",9,9,2.31678
"20055",9,9,2.31527
"51167",9,9,2.31374
"28141",9,9,2.31196
"72101",4,4,2.31174
"06029",13,9,2.31094
"48245",13,9,2.30765
"34033",13,9,2.30537
"18145",9,9,2.30374
"35029",9,9,2.30311
"55123",9,8,2.30258
"21059",13,9,2.29747
"33005",13,9,2.29465
"38043",9,8,2.29453
"36107",9,9,2.29374
"26073",10,9,2.2934
"37123",9,9,2.29141
"26127",9,9,2.2887
"21223",9,9,2.28709
"13091",9,9,2.28483
"49043",9,9,2.28321
"26109",9,9,2.28309
"49007",9,9,2.2824
"19079",9,9,2.28223
"02100",9,9,2.28137
"28067",13,9,2.2813
"20053",9,9,2.28018
"21063",9,9,2.27947
"47167",9,9,2.27816
"18061",9,9,2.27762
"42071",13,9,2.27466
"36043",9,9,2.27243
"26035",9,9,2.26992
"18181",9,9,2.26911
"72125",4,4,2.26655
"47019",9,9,2.26347
"40077",9,9,2.26024
"72143",4,4,2.25873
"34019",13,9,2.25677
"36053",13,9,2.25659
"28155",9,8,2.25239
"51147",9,8,2.2509
"26153",9,9,2.24719
"48065",9,8,2.24566
"26055",13,9,2.24028
"47013",9,9,2.23877
"55095",9,9,2.23648
"12087",13,9,2.23481
"20005",9,9,2.23416
"42049",13,9,2.23278
"29103",9,9,2.23214
"29017",9,9,2.2309
"55043",9,9,2.23087
"22099",9,9,2.23086
"41057",9,9,2.23079
"26161",13,9,2.23042
"01079",9,9,2.22793
"19117",9,9,2.22674
"13209",9,9,2.22577
"17197",13,9,2.22533
"30105",9,9,2.22428
"31099",9,9,2.22386
"40069",9,9,2.22052
"18047",9,9,2.22022
"31097",9,9,2.21971
"48271",9,7,2.21944
"19129",9,9,2.21726
"45027",9,9,2.21428
"48489",9,9,2.21319
"18015",9,9,2.21237
"29087",9,9,2.21187
"51775",9,9,2.21167
"02020",13,9,2.21163
"36041",9,8,2.20746
"18007",9,9,2.20646
"31095",9,9,2.20435
"17111",13,9,2.20361
"20001",9,9,2.20208
"17089",13,9,2.20159
"56043",9,9,2.20134
"42079",13,9,2.19826
"28137",9,9,2.19669
"29033",9,9,2.19524
"13263",9,8,2.19291
"35006",9,9,2.19176
"19005",9,9,2.19132
"37017",9,9,2.18901
"51670",9,9,2.18821
"29001",9,9,2.18813
"13107",9,9,2.18739
"41035",13,9,2.1849
"40113",9,9,2.18404
"48333",9,9,2.18341
"19027",9,9,2.1825
"01109",9,9,2.18179
"21089",9,9,2.17524
"27007",9,9,2.17193
"28127",9,9,2.17158
"28005",9,9,2.17015
"06097",13,9,2.16976
"46061",9,9,2.16833
"55033",9,9,2.16775
"39065",9,9,2.1667
"28017",9,9,2.16374
"45001",9,9,2.16218
"27033",9,8,2.16095
"18029",9,9,2.16048
"26163",13,9,2.15736
"37107",9,9,2.15628
"51009",9,9,2.15568
"20159",9,9,2.15554
"13089",13,9,2.15343
"08067",9,9,2.15298
"37077",9,9,2.1514
"27111",9,9,2.15101
"56031",9,9,2.14967
"27097",9,9,2.14905
"72089",4,4,2.1488
"20151",9,9,2.14764
"29161",9,9,2.14573
"40001",9,9,2.14225
"55121",9,8,2.13981
"05091",9,9,2.13878
"51590",9,9,2.13601
"47131",9,9,2.13202
"31119",9,9,2.12984
"01009",9,9,2.12589
"17139",9,9,2.12519
"02110",9,9,2.12469
"29111",9,9,2.12342
"17085",9,9,2.12321
"56045",9,9,2.11871
"26125",13,9,2.11715
"36085",13,9,2.11514
"21055",9,8,2.11182
"17189",9,9,2.11181
"22031",9,9,2.11095
"18013",9,9,2.11067
"21045",9,9,2.11046
"55131",13,9,2.11006
"31133",9,9,2.10608
"42097",13,9,2.10445
"42115",9,9,2.10326
"40019",9,9,2.10237
"18127",13,9,2.09942
"48365",9,9,2.09365
"35045",13,9,2.09255
"08071",9,9,2.09116
"72073",4,4,2.09048
"38101",13,9,2.08507
"40023",9,8,2.08246
"50009",9,8,2.0823
"31163",9,9,2.07636
"27011",9,9,2.07324
"48207",9,9,2.0731
"50001",9,9,2.07107
"51021",9,9,2.07072
"48347",11,9,2.07011
"27169",9,9,2.06836
"26093",13,9,2.06827
"01041",9,9,2.06767
"55085",9,9,2.06749
"05131",13,9,2.06673
"09170",10,7,2.06275
"21233",9,8,2.06249
"33019",9,9,2.0608
"47157",13,9,2.05945
"20161",13,9,2.05779
"19195",9,9,2.05369
"17083",9,9,2.05266
"28045",9,9,2.05235
"21031",9,9,2.04765
"20115",9,9,2.04597
"08099",9,9,2.04235
"08095",9,9,2.03901
"50003",9,8,2.03787
"18049",9,9,2.03722
"31129",9,9,2.03636
"46051",9,9,2.03465
"53029",13,9,2.03015
"29123",9,9,2.02986
"27053",13,9,2.02921
"22117",9,9,2.02865
"20043",9,9,2.02792
"20127",9,9,2.02301
"12039",9,9,2.02041
"24023",9,9,2.02038
"25003",13,9,2.01808
"28123",9,9,2.01617
"19001",9,9,2.01565
"29213",9,9,2.01225
"17099",13,9,2.01207
"19193",13,9,2.00919
"55139",13,9,2.00898
"13287",9,9,2.00598
"55075",9,9,2.00592
"39051",9,9,2.00426
"31175",9,7,2.00293
"54035",9,9,2.00278
"42099",9,9,2.00145
"51141",9,9,1.99875
"72005",4,4,1.99852
"47079",9,9,1.9972
"20157",9,8,1.99703
"19171",9,9,1.9966
"27133",9,9,1.9963
"42037",11,9,1.99568
"19077",9,9,1.99406
"01059",9,9,1.9939
"28101",9,9,1.98737
"48317",9,9,1.98713
"41059",13,9,1.98474
"72121",4,4,1.98163
"48023",9,9,1.98132
"26143",9,9,1.98061
"48141",13,9,1.97902
"17009",9,8,1.97789
"51025",9,9,1.97582
"31143",9,9,1.97343
"51001",9,9,1.97289
"29065",9,9,1.96318
"13253",9,8,1.96248
"55047",9,9,1.9618
"55055",13,9,1.96174
"31035",9,9,1.9611
"18121",9,9,1.9589
"46023",9,8,1.95806
"06031",13,9,1.95335
"18083",9,9,1.95259
"20085",9,9,1.95194
"18147",9,9,1.95127
"50007",13,9,1.9479
"37033",9,9,1.94677
"39173",13,9,1.9467
"40061",9,9,1.94388
"30097",9,9,1.93994
"21139",9,9,1.9357
"39103",13,9,1.93325
"05083",9,9,1.93223
"37185",9,9,1.92862
"21235",9,9,1.92777
"50025",9,9,1.92233
"47005",9,8,1.92177
"24041",9,9,1.91926
"28107",9,9,1.91892
"46085",9,9,1.91286
"20111",9,9,1.91267
"26037",13,9,1.91093
"19043",9,9,1.90997
"72139",8,8,1.90585
"31011",9,9,1.90283
"21205",9,9,1.90258
"42089",13,8,1.90225
"32005",9,9,1.90178
"37189",9,9,1.89757
"20207",9,7,1.89753
"27009",9,9,1.89585
"48335",9,8,1.89532
"53009",13,9,1.89492
"39099",13,9,1.89396
"19007",9,9,1.89277
"72091",4,4,1.8895
"42045",13,9,1.88636
"18135",9,8,1.88404
"48175",9,9,1.8834
"19033",9,9,1.8826
"34001",13,9,1.88059
"40133",9,8,1.87831
"19191",9,9,1.87562
"48503",9,9,1.87541
"06053",13,9,1.87492
"19041",9,9,1.87148
"26129",9,9,1.87018
"19069",9,9,1.86953
"08003",9,9,1.86949
"48005",13,9,1.86946
"51117",9,9,1.86867
"46111",9,9,1.86335
"40003",9,9,1.86281
"20143",9,9,1.86229
"45011",9,8,1.86049
"19177",9,9,1.85797
"29061",9,9,1.85791
"42093",9,9,1.85735
"51071",9,9,1.85517
"27149",9,9,1.85355
"06111",13,9,1.85329
"13315",9,9,1.8531
"48117",9,9,1.85274
"31031",9,9,1.85218
"31059",9,9,1.85218
"26017",13,9,1.85199
"08125",9,9,1.85111
"27017",9,9,1.84657
"17179",13,9,1.84578
"13215",13,9,1.84177
"27047",9,9,1.83926
"26091",13,9,1.83802
"55111",13,9,1.8364
"08063",9,9,1.83616
"19017",9,9,1.83591
"29207",9,9,1.83257
"18125",9,9,1.83201
"36063",13,9,1.83076
"29079",9,9,1.8281
"72117",4,4,1.82729
"26151",9,9,1.82713
"55103",9,9,1.82677
"48469",13,9,1.82611
"39095",13,9,1.82393
"27073",9,9,1.82141
"54097",9,7,1.81932
"56017",9,9,1.81896
"19089",9,9,1.81475
"48323",9,9,1.81373
"72067",4,4,1.81229
"41005",13,9,1.80703
"19173",9,8,1.80378
"29169",9,9,1.80375
"31023",9,9,1.79852
"51125",9,9,1.79625
"02050",9,9,1.79447
"21177",9,9,1.79291
"12103",13,9,1.79186
"35007",9,9,1.78946
"19179",9,9,1.78807
"39075",9,9,1.78786
"48043",9,9,1.78703
"01101",13,9,1.78634
"46135",9,9,1.78549
"26113",9,9,1.78303
"06043",9,9,1.78229
"19187",9,9,1.78211
"51029",9,9,1.77977
"29139",9,9,1.77739
"17015",9,9,1.7773
"53071",9,9,1.77722
"19051",9,9,1.77681
"18023",9,9,1.7766
"31157",9,9,1.77482
"55105",13,9,1.77207
"47045",9,9,1.77147
"48361",13,9,1.76663
"37173",9,9,1.76479
"28161",9,9,1.76386
"27083",9,9,1.76374
"51023",9,9,1.76312
"19021",9,9,1.76307
"37161",11,9,1.76287
"48285",9,9,1.76263
"20035",9,9,1.76019
"29217",9,9,1.75975
"36051",9,9,1.75895
"09180",10,7,1.75695
"32510",9,9,1.75614
"29151",9,8,1.75593
"27051",9,9,1.75524
"18069",9,9,1.75156
"23029",9,9,1.74933
"51169",9,9,1.74268
"55115",9,9,1.74206
"13275",9,9,1.74042
"21135",9,9,1.74006
"19141",9,9,1.73913
"09160",10,7,1.7386
"17043",13,9,1.73304
"29025",9,9,1.73103
"49037",9,9,1.72485
"29173",9,9,1.72397
"20069",9,9,1.72384
"21083",9,9,1.722
"18089",13,9,1.72152
"72083",4,4,1.70863
"42003",13,9,1.70859
"40103",9,8,1.70599
"42113",9,9,1.70177
"21183",9,9,1.70051
"46065",9,9,1.69948
"08107",9,9,1.69766
"36123",9,9,1.69703
"26013",9,7,1.69675
"13017",9,9,1.69403
"36067",13,9,1.69335
"13079",9,9,1.69244
"21171",9,8,1.69089
"22033",13,9,1.69078
"31093",9,9,1.68898
"20057",9,9,1.67896
"40065",9,9,1.67869
"05119",13,9,1.67816
"27045",9,8,1.67595
"27125",9,9,1.67513
"17087",9,9,1.67125
"29177",9,9,1.66681
"50021",9,9,1.66331
"27161",9,9,1.66316
"17167",13,9,1.66092
"42117",9,9,1.66076
"22073",13,9,1.65952
"39031",9,9,1.65914
"06025",13,9,1.65691
"39015",9,9,1.65552
"31027",9,8,1.65456
"21077",9,9,1.65158
"28099",9,9,1.64649
"72054",4,4,1.64606
"39053",9,8,1.64459
"48225",9,9,1.64008
"37111",9,9,1.63909
"49019",9,9,1.63432
"18137",9,9,1.63416
"42025",13,9,1.63357
"28035",13,9,1.63347
"45031",9,9,1.63164
"06103",13,9,1.63156
"42129",13,9,1.62852
"51063",9,9,1.62772
"48463",9,9,1.62702
"20117",9,9,1.61774
"48049",9,9,1.61711
"45047",13,9,1.61696
"42007",13,9,1.61655
"20131",9,9,1.61464
"31107",9,9,1.61252
"13055",9,9,1.61227
"13167",9,9,1.61117
"48343",9,9,1.60867
"44001",9,9,1.6077
"05127",9,9,1.60562
"39133",13,9,1.60035
"39001",9,9,1.59699
"21191",9,9,1.5966
"39061",13,9,1.59598
"39155",13,9,1.59595
"04007",9,9,1.59414
"17201",13,9,1.59351
"55023",9,9,1.58966
"72079",4,4,1.58927
"51530",9,9,1.58873
"21091",9,8,1.5887
"20183",9,9,1.58774
"27063",9,8,1.58746
"39003",13,9,1.58498
"13083",9,8,1.5803
"26057",9,9,1.57575
"17037",13,9,1.57411
"28147",9,8,1.57356
"37171",13,9,1.57013
"54063",9,9,1.569
"38073",9,9,1.56718
"19013",13,9,1.56708
"23013",9,9,1.5669
"55127",13,9,1.56556
"38057",9,9,1.5638
"36027",13,9,1.56165
"21065",9,9,1.56107
"41019",13,9,1.5609
"41065",9,8,1.55654
"53077",13,9,1.55642
"31041",9,9,1.55294
"29221",9,9,1.54977
"41011",9,9,1.54925
"55101",13,9,1.54485
"42067",9,9,1.54192
"18151",9,9,1.5408
"08081",9,9,1.53823
"13063",13,9,1.53517
"24029",9,9,1.53335
"72085",4,4,1.53261
"21161",9,8,1.53189
"48427",13,9,1.53033
"13087",9,9,1.52895
"13269",9,7,1.5273
"06057",13,9,1.5229
"40009",9,9,1.52132
"50027",9,9,1.519
"36037",9,9,1.51842
"31139",9,9,1.51803
"29186",9,9,1.51426
"26031",9,9,1.51259
"39019",9,8,1.5112
"42027",13,9,1.50934
"39071",9,9,1.50834
"26071",9,9,1.50549
"05067",9,8,1.50492
"19029",9,9,1.50479
"38071",9,9,1.50369
"72065",4,4,1.50236
"39141",13,9,1.5012
"51135",9,8,1.50038
"06013",13,9,1.49939
"48505",9,9,1.49875
"72017",4,4,1.49764
"26145",13,9,1.4968
"36103",13,9,1.49357
"19113",13,9,1.49163
"29189",13,9,1.48935
"19165",9,9,1.48888
"28057",9,9,1.48773
"13027",9,9,1.48678
"46015",9,7,1.48468
"06059",13,9,1.48191
"18113",9,9,1.48111
"54001",9,8,1.48077
"06033",13,9,1.47893
"48319",9,9,1.4787
"37003",9,9,1.47735
"42081",13,9,1.47628
"20079",9,9,1.47621
"46045",9,8,1.47601
"50019",9,9,1.47515
"20027",9,9,1.47132
"17097",13,9,1.47066
"01123",9,9,1.4703
"46097",9,9,1.46932
"72045",4,4,1.46919
"41061",9,9,1.46846
"27151",9,9,1.46789
"29187",13,9,1.46736
"28105",9,9,1.46637
"37051",13,9,1.46598
"22043",9,8,1.46159
"40099",9,8,1.45596
"27015",9,9,1.45594
"06095",13,9,1.45572
"56039",9,9,1.45493
"40089",9,9,1.45282
"51067",9,9,1.45227
"05071",9,9,1.449
"01045",9,9,1.44806
"18169",9,9,1.44602
"45085",13,9,1.44499
"45041",13,9,1.444
"09130",10,7,1.44024
"46037",9,9,1.43977
"13009",9,9,1.43769
"36007",13,9,1.43763
"21019",9,9,1.43662
"27049",9,9,1.43583
"01073",13,9,1.43558
"27029",9,9,1.43369
"72003",4,4,1.43316
"47109",9,9,1.43315
"29115",9,9,1.42953
"48419",9,9,1.42881
"06083",13,9,1.42834
"22113",9,9,1.42449
"30041",9,9,1.42357
"50015",9,9,1.42238
"19031",9,9,1.42208
"56025",13,9,1.42066
"08101",13,9,1.42053
"27093",9,9,1.41931
"26121",13,9,1.4182
"48451",13,9,1.41789
"05129",9,8,1.4145
"27005",9,9,1.4142
"29081",9,8,1.41287
"22091",9,9,1.41129
"01127",10,9,1.41128
"26067",13,9,1.40929
"72039",4,4,1.40804
"72115",4,4,1.40673
"26131",9,9,1.40535
"41027",9,9,1.40084
"01121",13,9,1.40012
"19157",9,9,1.39575
"37013",9,9,1.39427
"21149",9,9,1.39403
"51163",9,8,1.38932
"51740",13,9,1.38798
"18055",9,9,1.38698
"26077",13,9,1.38681
"13059",13,9,1.38467
"48249",9,9,1.38
"21023",9,9,1.37469
"06017",13,9,1.37304
"48037",13,9,1.36622
"17155",9,9,1.36573
"42107",13,9,1.36541
"19019",9,9,1.36475
"21107",9,9,1.36468
"39107",9,9,1.36416
"29195",9,9,1.36334
"34025",13,9,1.36321
"51157",9,9,1.35964
"26099",13,9,1.357
"40047",9,9,1.35562
"36057",9,9,1.35475
"19011",9,9,1.35364
"55053",9,9,1.34937
"13317",9,9,1.34813
"55099",9,9,1.34706
"30071",9,8,1.34149
"40031",13,9,1.34096
"19053",9,9,1.34038
"04003",13,9,1.33933
"19127",9,9,1.33442
"39127",9,9,1.33359
"39101",13,9,1.33252
"06011",9,9,1.33188
"41029",13,9,1.32568
"31137",9,9,1.32494
"40071",9,9,1.32216
"47069",9,9,1.31969
"38093",9,9,1.31931
"39149",9,9,1.31658
"55073",13,9,1.31605
"20059",9,9,1.31564
"26047",9,9,1.31483
"29003",9,9,1.31024
"29051",13,9,1.30667
"48403",9,9,1.30615
"26049",13,9,1.30586
"13005",9,9,1.30462
"51115",9,9,1.30202
"33007",9,9,1.30142
"26021",13,9,1.29778
"31089",9,8,1.2973
"19095",9,9,1.29549
"39039",9,9,1.29386
"31033",9,9,1.2914
"39171",9,9,1.28828
"20191",9,9,1.28744
"51197",9,9,1.28409
"54023",9,8,1.28356
"29125",9,9,1.28145
"25013",13,9,1.28125
"08119",9,9,1.27979
"35039",9,9,1.27643
"05097",9,9,1.2761
"20201",9,8,1.27423
"18131",9,8,1.2722
"29157",9,9,1.26702
"26115",13,9,1.26694
"18163",13,9,1.26377
"17119",13,9,1.26263
"17041",9,9,1.26258
"18175",9,9,1.26132
"19045",9,9,1.25995
"51097",9,9,1.25982
"20049",9,7,1.25659
"55135",9,9,1.25622
"26105",9,9,1.25472
"38097",9,9,1.24875
"31003",9,7,1.24253
"55003",9,9,1.24051
"19131",9,9,1.23944
"39157",13,9,1.2373
"18129",9,8,1.23711
"72077",4,4,1.23626
"54031",9,9,1.23457
"06099",13,9,1.23306
"18037",9,9,1.23137
"36059",13,9,1.23122
"31001",9,9,1.23066
"42035",9,9,1.22855
"18123",9,9,1.2275
"36025",9,9,1.22709
"39047",9,9,1.22466
"19099",9,9,1.22402
"51077",9,9,1.21935
"01039",9,9,1.21733
"47171",9,8,1.2129
"55027",13,9,1.21147
"55119",9,9,1.2099
"48449",9,9,1.20394
"55011",9,9,1.20321
"56013",9,8,1.20306
"72041",4,4,1.20125
"20011",9,9,1.20058
"37181",9,9,1.20047
"08021",9,8,1.19548
"72145",4,4,1.19537
"54049",9,9,1.19454
"17203",9,9,1.19261
"27157",9,9,1.18987
"18101",9,9,1.18218
"29023",9,9,1.18164
"39007",13,9,1.18117
"21017",9,9,1.18035
"39121",9,9,1.17893
"18039",13,9,1.17831
"37023",13,9,1.1776
"40121",9,9,1.17711
"39059",9,9,1.17534
"72075",4,4,1.17335
"27127",9,9,1.17266
"51640",9,9,1.17228
"53003",9,9,1.17078
"31127",9,7,1.16868
"36055",13,9,1.16858
"18053",13,9,1.16763
"39147",9,9,1.16739
"46109",9,8,1.16697
"30015",9,9,1.16633
"19123",9,9,1.16573
"06101",13,9,1.16346
"29011",9,9,1.16151
"51181",9,9,1.15099
"20041",9,8,1.14825
"39135",9,9,1.14802
"26157",9,9,1.14097
"31021",9,8,1.1399
"29121",9,8,1.13651
"55019",9,9,1.1326
"28041",9,9,1.13081
"36083",13,9,1.12956
"18165",9,8,1.12787
"26011",9,9,1.12248
"26087",13,9,1.12047
"40127",9,8,1.12019
"51700",13,9,1.11388
"56041",9,9,1.11352
"22011",9,9,1.11331
"28081",13,9,1.11309
"72023",4,4,1.11174
"51111",9,9,1.11111
"38077",9,9,1.10573
"40123",9,9,1.10569
"55045",9,9,1.10404
"36079",13,9,1.10272
"23003",13,9,1.10169
"56009",9,9,1.09954
"40101",13,9,1.09897
"18149",9,9,1.09534
"18093",9,9,1.09287
"19149",9,9,1.09197
"18035",13,9,1.0919
"48481",9,9,1.08892
"35001",13,9,1.08428
"72061",8,8,1.08316
"19097",9,8,1.08211
"01133",9,9,1.0809
"18077",9,9,1.07575
"39113",13,9,1.07524
"20139",9,9,1.07432
"55061",9,9,1.07428
"40111",9,9,1.06871
"35051",9,9,1.06845
"38055",9,9,1.06653
"39161",9,9,1.06504
"18117",9,9,1.06383
"20113",9,9,1.06152
"05059",9,9,1.06125
"38025",9,9,1.05964
"51161",13,9,1.05924
"20155",9,9,1.05847
"42015",9,9,1.05092
"39023",13,9,1.04534
"27061",9,9,1.04089
"08013",13,9,1.03887
"18139",9,9,1.03876
"36095",9,9,1.03725
"39119",13,9,1.03547
"55049",9,9,1.03493
"72129",4,4,1.03379
"18171",9,9,1.03311
"55081",9,8,1.03281
"54077",9,9,1.03033
"51057",9,9,1.02967
"21231",9,9,1.02821
"55057",9,8,1.02732
"18099",9,9,1.02577
"42127",9,8,1.02509
"36113",13,9,1.02296
"29041",9,9,1.0226
"26069",9,9,1.01485
"17141",9,9,1.00797
"01093",9,9,1.00367
"30013",13,9,1.00084
"29073",9,9,0.999797
"18017",9,9,0.996888
"36075",13,9,0.996888
"39033",9,9,0.994301
"39131",9,9,0.990063
"54057",9,9,0.987243
"13033",9,9,0.984799
"51175",9,9,0.982882
"30017",9,9,0.980555
"20051",9,9,0.980224
"26029",9,9,0.977446
"18091",13,9,0.975176
"06089",13,9,0.973432
"18085",13,8,0.971666
"17147",9,9,0.970758
"18031",9,9,0.963275
"42017",13,9,0.962729
"41039",13,9,0.956516
"19163",13,8,0.955006
"46035",9,9,0.951717
"37121",9,9,0.947396
"47183",9,9,0.947055
"17113",13,9,0.946132
"36069",13,9,0.945815
"51121",13,9,0.944925
"19055",9,9,0.939233
"22061",9,9,0.93566
"72107",4,4,0.934449
"51650",13,9,0.933808
"39079",9,9,0.932444
"18025",9,8,0.930144
"51810",13,9,0.928369
"48321",9,9,0.926967
"51155",9,9,0.926445
"55063",13,9,0.925506
"51031",9,9,0.925327
"17027",9,9,0.923831
"40115",9,9,0.919262
"48465",9,9,0.906269
"24005",13,9,0.905886
"39005",9,9,0.905845
"01027",9,9,0.89894
"39153",13,9,0.894246
"42063",13,9,0.887348
"50023",9,9,0.886236
"28085",9,9,0.885411
"47033",9,9,0.884956
"20037",9,8,0.884684
"20177",13,9,0.878511
"39125",9,9,0.874357
"06073",13,9,0.873833
"18067",13,9,0.871768
"54079",9,9,0.871308
"01053",9,9,0.870414
"35055",9,9,0.869364
"17133",9,8,0.867679
"13021",13,9,0.86255
"39027",9,9,0.858136
"51035",9,9,0.856685
"17199",13,9,0.856238
"51191",9,9,0.855854
"18041",9,9,0.845621
"72081",4,4,0.843657
"29201",9,8,0.841173
"26075",13,9,0.834137
"37193",13,9,0.830632
"56015",9,8,0.830565
"36049",9,9,0.824001
"39037",9,9,0.817917
"15007",13,9,0.817863
"17007",9,9,0.817286
"18079",9,8,0.814214
"42125",13,9,0.812137
"39011",9,9,0.805929
"27137",13,9,0.802813
"36111",13,9,0.800742
"17049",9,9,0.800532
"26043",9,8,0.800154
"29127",9,8,0.798208
"55039",13,9,0.795842
"42009",9,9,0.794067
"55067",9,9,0.792474
"37027",13,9,0.791566
"21203",9,9,0.781923
"19015",9,9,0.77988
"19183",9,9,0.776459
"29089",9,7,0.776031
"01097",13,9,0.773962
"18153",9,9,0.772887
"01055",13,9,0.76815
"55005",9,9,0.76639
"26155",13,9,0.765362
"05113",9,9,0.764652
"13189",9,9,0.761503
"26159",13,9,0.760551
"04005",13,9,0.758468
"18159",9,9,0.754619
"08059",13,9,0.753808
"55059",13,9,0.750204
"41033",13,9,0.747063
"55071",13,9,0.742871
"45017",9,9,0.729876
"27103",9,9,0.727684
"28153",9,9,0.721348
"21033",9,9,0.711969
"39077",9,9,0.708397
"19061",13,9,0.708385
"26041",9,9,0.69763
"26045",13,9,0.694463
"26111",13,9,0.692536
"05075",9,8,0.692487
"18177",13,9,0.692317
"26025",13,9,0.684018
"50005",9,9,0.679516
"55021",9,8,0.678772
"55117",13,9,0.678605
"72051",4,4,0.677213
"26149",9,9,0.675157
"72131",4,4,0.668344
"39091",9,9,0.658719
"44009",13,9,0.656242
"39139",13,9,0.65034
"46067",9,9,0.647249
"13101",9,8,0.647075
"55031",9,9,0.645948
"39063",13,9,0.642809
"42109",9,9,0.641974
"42057",9,8,0.639395
"05051",13,9,0.633908
"36117",13,9,0.629571
"20087",9,8,0.624627
"40063",9,9,0.624303
"18141",13,9,0.619192
"19155",13,9,0.614507
"42069",13,9,0.613302
"39143",9,9,0.606646
"72001",4,4,0.597742
"13245",13,9,0.593302
"06079",13,9,0.590834
"31067",9,9,0.589563
"39021",9,9,0.588583
"48485",13,9,0.584575
"39137",9,9,0.584302
"01113",9,9,0.582363
"55069",9,8,0.578116
"18065",9,9,0.569835
"18051",9,9,0.565108
"19075",9,8,0.556227
"19085",9,8,0.552147
"01015",13,9,0.55055
"39151",13,9,0.548421
"25011",13,9,0.544419
"48355",13,9,0.542996
"72047",4,4,0.539979
"72105",4,4,0.535653
"36029",13,9,0.53457
"72019",4,4,0.533489
"48067",9,9,0.53325
"26027",9,9,0.530217
"51139",9,8,0.508254
"42087",9,9,0.506976
"18167",13,9,0.496606
"27135",9,9,0.489524
"26059",9,9,0.472007
"72027",4,4,0.462217
"27085",9,9,0.453829
"72099",4,4,0.450282
"55107",9,7,0.4441
"27043",9,8,0.430632
"72071",4,4,0.390834
"39069",9,9,0.383808
"26147",13,9,0.381342
"21157",9,9,0.371338
"72009",4,4,0.328787
"39055",13,9,0.328191
"39085",13,9,0.309864
"27147",9,9,0.306961
"18021",9,8,0.306122
"39169",13,9,0.297797
"21145",13,9,0.281132
"55141",13,9,0.268418
"26007",9,9,0.228271
