script	stamped_on	stamp_source	file	bytes	sha256	rows	file_mtime
build-data.R	2026-08-17	disk	derived/consistency.csv	725	sha256:0eb1d67a1bbd18c0a6691749d71f49fb5622629e112bba3db31b13bb1264e77d	5	2026-08-12
build-data.R	2026-08-17	disk	derived/cvr_facts.csv	515	sha256:3b5b305059d3581f5397aaa89ca50edda87f61ff935c638e4a4b9ef26e849063	11	2026-08-12
build-data.R	2026-08-17	disk	derived/cvr_second.csv	1498	sha256:38f9b04c4eb84086fbef2652ab638fca2df7d75471566c837cf2b3ac31e73fea	42	2026-08-12
build-data.R	2026-08-17	disk	derived/decision.csv	2071	sha256:1a584fa666e9c6c1ea54f4696863f440e4fac5f04eead65bb40499d42c623cfa	10	2026-08-12
build-data.R	2026-08-17	disk	derived/eco_county.csv	6557	sha256:0d2b82918b315e71d2d75099b27898da936ba40747282d71eb503b5e3571cd92	159	2026-08-12
build-data.R	2026-08-17	disk	derived/eco_estimates.csv	254	sha256:76ef710e70ff99bda591f2056a24a2a1909887019e740494660a17165ff03005	2	2026-08-12
build-data.R	2026-08-17	disk	derived/eco_precinct.csv	154937	sha256:7435b8b2f3cd8bc05b1362f69ef8b18d14980887224e7b05b5928b4404c88490	2653	2026-08-12
build-data.R	2026-08-17	disk	derived/ga_levels.csv	146786	sha256:6e2bc92905c83572ba8e1e6893e4a974bb5e8004bf53ed9e5ecf3b79c5afcb2f	2858	2026-08-12
build-data.R	2026-08-17	disk	derived/ladder.csv	688	sha256:a05b02d93a7f7e0b2afa8385a1bbb7109eb3624e54b6b77bc83939ff290a83fd	7	2026-08-12
build-data.R	2026-08-17	disk	derived/level_stats.csv	264	sha256:13cc505a38e90db12100461bd1d39a9ab20a8bdc5fa10b5bb741cceb9c627f81	4	2026-08-12
build-data.R	2026-08-17	disk	derived/maup_draws.csv	5363	sha256:2a4b37d60a77165370c8c653652a7c99c9f920bb6e34f89930fd6fee246728f7	500	2026-08-12
build-data.R	2026-08-17	disk	derived/maup_null.csv	319	sha256:1d03145144dc11894959e9a7d6c3aee37356108750b0e6f2a90c49629c5ccf25	3	2026-08-12
build-data.R	2026-08-17	disk	derived/method_truth.csv	213	sha256:3051f5a1002ea897ff398d02b352dbdc7d4e400ab7f2ba4f6a470ad6044f0ad3	3	2026-08-12
build-data.R	2026-08-17	disk	derived/not_counties.csv	135	sha256:f458b45c9e6a9856cd6720ab12a3e59e56d655770be6fe3a26933b4cdb28c2a3	2	2026-08-12
build-data.R	2026-08-17	disk	derived/rpv_check.csv	267	sha256:256ee200a3e5fcc23d18ed8d2511b998a60bbf7c169b3bafc55948eb71926e26	5	2026-08-12
build-data.R	2026-08-17	disk	derived/seat_vote.csv	439	sha256:e8bc68b31960340de589bcf668bb1ed7705fd77bda2d6cdc7d5d7a02cc234cf5	8	2026-08-12
build-data.R	2026-08-17	disk	derived/suitability.csv	2908	sha256:67bf55ae1ba9d6e5fb06bbf4e2c77e08ff01d00deb647c63e687cbfda5b0cbb0	56	2026-08-12
