script	stamped_on	stamp_source	file	bytes	sha256	rows	file_mtime
build-data.R	2026-08-17	disk	derived/checks.csv	1325	sha256:4152cffbe01231646df63968578f9b416dcdce28145f3ec34aee1654ca3f71fe	26	2026-08-12
build-data.R	2026-08-17	disk	derived/compare.csv	343	sha256:43f03761bf2d291d92886583a0c311c36600dd78936da8638264608e8b231b55	10	2026-08-12
build-data.R	2026-08-17	disk	derived/departures.csv	6759	sha256:ae6d79bcd682c2ec91dd288dc901bd860a39ace5c12977c0886ca043492cc598	118	2026-08-12
build-data.R	2026-08-17	disk	derived/dropped.csv	478	sha256:51ffd6ce939eaea57b71987b050e44901d53a76ad7eb4eeafec8ec27402a43ae	7	2026-08-12
build-data.R	2026-08-17	disk	derived/exits.csv	596498	sha256:f448c658209a90ed344df82b0e85305ac001f6f1990dcd0f3bf853c84c15bd33	4443	2026-08-12
build-data.R	2026-08-17	disk	derived/exits_by_year.csv	625	sha256:761d9f87bcbbf50b615abca7fcb9b272a1ca3947aa1c9554007caebf53fef59f	10	2026-08-12
build-data.R	2026-08-17	disk	derived/recovered.csv	278	sha256:2fbb941dac01be27b2ff5a79d4dfc642ecb9907fffd7ec72bcaf8decef2c39ab	6	2026-08-12
build-data.R	2026-08-17	disk	derived/unmatched.csv	309	sha256:adef35d3b163ee047eb4c57d00972b203c39eb35b3f429e2eeb4a9aaf5f9cb73	7	2026-08-12
build-data.R	2026-08-17	disk	derived/vsoc.csv	1913	sha256:4deaf613108b0c2fdb025fedef99e2d59e1a14190e583b868a8feed9ca51d9e7	40	2026-08-12
build-data.R	2026-08-17	disk	derived/vsoc_party.csv	685	sha256:a6a18bc65c441d01a90e586950d68ddd1558549e3f44723f96008f89e70615ec	48	2026-08-12
build-data.R	2026-08-17	disk	raw/HSall_members.csv	6201247	sha256:d086a15ff06499e11afe759d957af7c8e7e655c7fc14d40907bfe416fb61f07d	51062	2026-08-12
build-data.R	2026-08-17	disk	raw/federalelections2004.xls	1377792	sha256:7960d845dac3ed67b61ee82e16c300ec3eb38ad4fd355532be0fe0848781f146		2026-08-11
build-data.R	2026-08-17	disk	raw/federalelections2006.xls	1058816	sha256:53c758cd83fa2a603d811ea1e2a3974baf703f1099d64b471cc8b6457b8d89f5		2026-08-11
build-data.R	2026-08-17	disk	raw/federalelections2008.xls	1581568	sha256:7ac35ceeaa27acca5e91f4048c025663bb4c8c770d3956e5093ecd54de524db5		2026-08-11
build-data.R	2026-08-17	disk	raw/federalelections2010.xls	1377792	sha256:0ce95daa33e5754221420d463eef7871f742135b5798e1194e1755315f9a9942		2026-08-11
build-data.R	2026-08-17	disk	raw/federalelections2012.xls	1827840	sha256:b92a2bd70e8b44d6c5eadc9cb8dc48c3a8d45bdbb029667b3bd874a66530b9e2		2026-08-11
build-data.R	2026-08-17	disk	raw/federalelections2014.xls	1280000	sha256:2a3105404ce922024583f4b3c2e844bab0d7d54054227b9b11797d4e7433e349		2026-08-11
build-data.R	2026-08-17	disk	raw/federalelections2016.xlsx	1549194	sha256:b4a1d1383602bc388cfbdf1fbea2476476d32e0b44b44236d3a3910fa9782eb6		2026-08-11
build-data.R	2026-08-17	disk	raw/federalelections2018.xlsx	602712	sha256:f2c42311862b4927df2ca5908c5f9c8f8da6221a8db88fd00434a22ec1e0e303		2026-08-11
build-data.R	2026-08-17	disk	raw/federalelections2020.xlsx	6251110	sha256:5073b6d2c76c86c941508dfb1a11cc497e8529b0068c5132aceb0f385c19352e		2026-08-11
build-data.R	2026-08-17	disk	raw/federalelections2022.xlsx	3179722	sha256:cdb258ea23803e50d752bcea19faa39b3c201eb960094bcb556c3a38c2350897		2026-08-11
build-data.R	2026-08-17	disk	raw/giroux.csv	23606	sha256:3a2001aca346da827d3eac2aca259b6ed2266a7ba55f24b0a5148c22264bc8bc	288	2026-08-12
build-data.R	2026-08-17	disk	raw/vsoc_ch2.xlsx	95968	sha256:0d3210784bf405c17bb3ad5a1f1ea1f1651071e7c8142af3b73c483438e256f9		2026-08-12
