"name","rank","count","pctwhite","pctblack","pctapi","pctaian","pct2prace","pcthispanic"
"MONAGAN",101737,177,54.24,44.07,0,NA,NA,0
"MITERA",101737,177,96.05,0,NA,0,NA,NA
"MONGIN",101737,177,94.35,3.39,0,0,NA,NA
"MINORS",101737,177,36.16,49.15,NA,NA,8.47,3.95
"MISENAR",101737,177,94.35,0,3.39,0,NA,NA
"MYSHRALL",101737,177,96.61,NA,0,0,NA,NA
"MUKERJI",101737,177,7.91,0,86.44,0,5.65,0
"NACY",101737,177,89.83,NA,2.82,0,NA,3.39
"MURY",101737,177,84.75,8.47,NA,0,NA,3.95
"NAGTALON",101737,177,NA,NA,83.62,0,3.39,11.3
"MOUER",101737,177,87.01,NA,NA,0,6.21,5.65
"MONTPAS",101737,177,94.35,NA,0,NA,NA,NA
"MOROSCO",101737,177,85.88,0,0,NA,NA,11.3
"MORALESRIVERA",101737,177,NA,NA,0,0,0,97.74
"MORAIDA",101737,177,8.47,NA,0,0,NA,90.96
"MOSCATIELLO",101737,177,92.09,3.39,NA,0,2.82,NA
"SODERBLOM",101737,177,99.44,0,NA,0,0,NA
"SLYDER",101737,177,93.79,2.82,NA,0,NA,NA
"SISLO",101737,177,89.83,NA,0,NA,2.82,5.08
"SIMBOLI",101737,177,96.05,NA,NA,0,NA,NA
"SIEHR",101737,177,98.31,0,NA,0,0,NA
"SITARAM",101737,177,NA,10.73,77.4,5.08,3.39,NA
"SIUDZINSKI",101737,177,93.79,0,NA,0,NA,3.95
"SILKMAN",101737,177,94.92,3.39,NA,0,0,NA
"SIPLER",101737,177,92.66,2.82,NA,0,2.82,NA
"STERNADEL",101737,177,97.18,0,NA,NA,0,NA
"STEPANOVA",101737,177,98.31,0,NA,0,0,NA
"STOLZENBACH",101737,177,98.31,NA,0,0,0,NA
"STENROOS",101737,177,94.92,NA,NA,0,0,3.39
"STRUIKSMA",101737,177,96.61,0,0,NA,NA,NA
"STETKA",101737,177,94.35,NA,0,0,NA,5.08
"STEINMULLER",101737,177,86.44,0,NA,NA,0,10.17
"STUBY",101737,177,94.92,NA,NA,0,NA,NA
"SOUTHAMMAVONG",101737,177,NA,NA,87.57,0,4.52,5.65
"STATHES",101737,177,93.79,0,NA,0,NA,5.08
"SOUMPHOLPHAKDY",101737,177,NA,NA,92.09,NA,NA,2.82
"STAES",101737,177,59.32,30.51,NA,NA,5.65,2.82
"SPEARMON",101737,177,NA,96.61,0,NA,NA,NA
"THRELKEL",101737,177,95.48,NA,NA,NA,2.82,0
"TEUNE",101737,177,88.7,NA,3.39,0,NA,7.34
"THONN",101737,177,87.01,NA,10.17,0,NA,NA
"TERRACE",101737,177,87.01,5.65,NA,NA,0,6.21
"TOMPKIN",101737,177,71.75,23.16,NA,0,NA,NA
"TOMHAVE",101737,177,89.27,0,NA,6.78,NA,0
"TOSCHES",101737,177,95.48,NA,0,0,NA,3.95
"TORIX",101737,177,85.31,NA,NA,4.52,6.78,2.82
"TOLLAND",101737,177,91.53,NA,NA,0,0,6.78
"TIPPEY",101737,177,98.87,0,NA,0,0,NA
"TOMBLINSON",101737,177,88.7,5.65,0,NA,3.39,NA
"SWANWICK",101737,177,91.53,0,NA,NA,2.82,3.39
"SZOZDA",101737,177,93.79,0,NA,0,NA,3.39
"SWINNERTON",101737,177,95.48,0,NA,0,NA,NA
"TABIBIAN",101737,177,84.18,0,NA,NA,9.04,5.08
"SUNNARBORG",101737,177,98.31,0,0,0,NA,NA
"TABERA",101737,177,3.39,NA,0,NA,0,93.79
"SVARE",101737,177,92.09,NA,3.39,NA,NA,NA
"TABAN",101737,177,48.59,25.99,11.86,0,10.73,2.82
"TASSONI",101737,177,94.35,0,NA,0,NA,NA
"TAMRAKAR",101737,177,2.82,NA,94.35,NA,NA,NA
"TANTOCO",101737,177,5.65,0,90.4,0,3.95,0
"SANCHEZJIMENEZ",101737,177,NA,NA,0,0,0,99.44
"SANNELLA",101737,177,93.79,NA,0,0,NA,5.08
"SCHAUBROECK",101737,177,96.05,0,NA,0,NA,NA
"SCHWENGEL",101737,177,94.92,0,NA,0,NA,NA
"SCHRIEWER",101737,177,95.48,NA,NA,0,0,3.39
"SHOUKRY",101737,177,84.75,NA,NA,0,7.91,6.21
"SHERFICK",101737,177,97.74,0,0,0,NA,NA
"SHORTZ",101737,177,93.22,3.95,NA,0,NA,NA
"SEABLOM",101737,177,93.22,0,0,0,0,6.78
"SECOLA",101737,177,72.32,NA,NA,3.39,3.39,19.21
"SECO",101737,177,46.89,NA,NA,0,NA,51.41
"RUGLEY",101737,177,3.39,91.53,NA,0,4.52,NA
"RONNEBERG",101737,177,94.35,0,NA,0,4.52,NA
"RUMPCA",101737,177,97.18,0,0,NA,0,NA
"SABRSULA",101737,177,96.61,0,0,0,0,3.39
"RYKACZEWSKI",101737,177,97.18,0,0,0,NA,NA
"RIENKS",101737,177,97.74,NA,0,0,0,NA
"RODRIEGUEZ",101737,177,11.3,NA,0,NA,NA,86.44
"VALLESTEROS",101737,177,NA,0,38.98,0,NA,59.32
"TSURUDA",101737,177,7.91,NA,79.1,0,11.86,NA
"TYAN",101737,177,45.2,2.82,45.76,NA,5.65,NA
"TROCH",101737,177,93.22,NA,0,0,NA,5.65
"TUETKEN",101737,177,98.31,NA,0,0,0,NA
"TUALLA",101737,177,5.65,NA,65.54,NA,10.17,18.08
"TSUNODA",101737,177,10.17,NA,80.23,0,7.34,NA
"TUMER",101737,177,46.89,44.07,NA,NA,NA,5.08
"TURVIN",101737,177,93.79,0,0,5.08,NA,NA
"TRYGAR",101737,177,97.74,NA,0,0,0,NA
"TUCKWILLER",101737,177,98.87,NA,0,0,0,NA
"TUMBLESTON",101737,177,98.87,0,0,0,NA,NA
"TRONGONE",101737,177,96.05,NA,NA,0,NA,NA
"VENATOR",101737,177,94.35,0,NA,0,NA,3.39
"VIVINO",101737,177,96.05,NA,NA,0,NA,NA
"VERONEAU",101737,177,93.79,NA,NA,NA,NA,NA
"VENTRESCO",101737,177,98.87,0,0,0,NA,NA
"VITOLS",101737,177,96.05,0,NA,0,NA,2.82
"VANSCODER",101737,177,96.61,0,0,0,0,3.39
"VELDHEER",101737,177,99.44,NA,0,0,0,NA
"VANDERWEGE",101737,177,90.96,0,NA,0,5.08,NA
"VANNOSTRAN",101737,177,92.66,0,NA,NA,NA,3.95
"WINTERNHEIMER",101737,177,98.31,0,0,0,NA,NA
"WIEDA",101737,177,97.74,0,NA,0,NA,0
"WINDBIGLER",101737,177,97.18,0,0,0,NA,NA
"WIMBY",101737,177,NA,93.79,NA,0,5.08,0
"WHYSONG",101737,177,93.79,0,2.82,0,NA,NA
"WLADYKA",101737,177,87.57,NA,NA,0,5.08,5.08
"YAMAGISHI",101737,177,5.65,NA,88.14,0,3.95,NA
"WUENSCHEL",101737,177,92.09,0,NA,NA,NA,4.52
"WORMELY",101737,177,NA,93.22,0,NA,NA,3.39
"WADHAWAN",101737,177,NA,0,92.66,NA,NA,3.95
"VYSE",101737,177,92.09,0,2.82,NA,NA,NA
"VOSKANYAN",101737,177,95.48,NA,0,0,3.39,NA
"WALDHEIM",101737,177,89.27,NA,NA,0,4.52,4.52
"WENDTE",101737,177,97.74,NA,0,0,0,NA
"WEISSBACH",101737,177,92.66,NA,0,0,NA,6.21
"WARPINSKI",101737,177,98.87,0,0,NA,0,NA
"WEHMER",101737,177,96.05,2.82,0,0,NA,NA
"WETZIG",101737,177,94.92,NA,0,NA,NA,NA
"WEYHRAUCH",101737,177,95.48,0,NA,0,NA,NA
"ARANZA",101737,177,13.56,NA,7.91,NA,3.39,74.58
"ARING",101737,177,92.66,0,5.08,NA,NA,NA
"ARECHAR",101737,177,2.82,NA,0,NA,0,96.05
"ASPEGREN",101737,177,93.79,NA,NA,NA,NA,NA
"AUBRECHT",101737,177,91.53,NA,NA,0,3.95,2.82
"ASADORIAN",101737,177,98.31,0,NA,0,NA,NA
"BADEL",101737,177,23.16,10.17,40.68,NA,NA,21.47
"BABAKHANI",101737,177,86.44,NA,NA,0,9.04,3.95
"BANI",101737,177,74.01,7.91,12.99,NA,NA,4.52
"BALMAN",101737,177,94.35,2.82,NA,0,0,NA
"BALOY",101737,177,25.99,NA,58.76,NA,3.95,10.73
"BALLETTA",101737,177,87.57,NA,NA,0,0,11.86
"BARRASA",101737,177,NA,NA,0,NA,0,96.61
"BASSING",101737,177,94.92,0,NA,NA,NA,2.82
"BARZYK",101737,177,94.92,NA,NA,NA,NA,NA
"BARBARISI",101737,177,97.18,0,0,0,NA,NA
"BAZATA",101737,177,94.92,NA,NA,0,0,NA
"BARANCZYK",101737,177,100,0,0,0,0,0
"BASANT",101737,177,9.6,15.25,66.1,NA,5.65,NA
"BARATTINI",101737,177,95.48,0,NA,NA,NA,2.82
"BONIFAZI",101737,177,87.57,NA,0,NA,NA,9.6
"BOI",101737,177,46.89,13.56,30.51,NA,NA,6.21
"BOCKIUS",101737,177,97.18,0,0,NA,NA,0
"BOBKA",101737,177,96.61,0,0,0,0,3.39
"BJORLIN",101737,177,91.53,NA,2.82,0,NA,3.95
"BLENIS",101737,177,90.4,0,NA,0,5.08,NA
"BONCORE",101737,177,95.48,NA,0,NA,0,3.95
"BIVER",101737,177,99.44,NA,0,0,0,NA
"BOGNOT",101737,177,NA,0,93.79,0,NA,4.52
"BRAACK",101737,177,97.74,NA,0,0,0,NA
"BOVAIN",101737,177,NA,94.92,0,0,NA,3.39
"BOTTJER",101737,177,96.61,0,NA,NA,0,NA
"BOZO",101737,177,61.02,NA,NA,0,NA,36.72
"BELLITTO",101737,177,90.4,0,NA,0,NA,6.78
"BEDKE",101737,177,98.87,NA,0,0,0,NA
"BEANEY",101737,177,95.48,NA,NA,NA,NA,NA
"BELDA",101737,177,62.15,7.34,22.6,0,0,7.91
"BIEGHLER",101737,177,93.22,0,0,NA,NA,5.08
"BERNON",101737,177,41.24,2.82,NA,NA,3.95,51.41
"BHAGAVATULA",101737,177,NA,0,98.87,0,NA,0
"BIELING",101737,177,98.87,0,0,NA,0,NA
"AHIR",101737,177,3.95,NA,94.92,0,0,NA
"AKAKA",101737,177,10.17,NA,23.16,NA,55.37,9.6
"AAGESEN",101737,177,94.92,0,NA,0,NA,NA
"ABOUNADER",101737,177,93.22,NA,NA,0,2.82,3.39
"ANSAR",101737,177,10.73,18.64,59.32,NA,10.17,NA
"ANDREY",101737,177,82.49,6.21,0,0,0,11.3
"ZISCHKE",101737,177,95.48,NA,NA,0,NA,NA
"ZELNER",101737,177,94.92,3.95,NA,0,NA,0
"ZEIG",101737,177,94.35,NA,0,0,NA,3.39
"ZEMBRUSKI",101737,177,97.18,0,0,0,NA,NA
"ZEULI",101737,177,89.83,0,NA,0,NA,9.04
"ZABRANSKY",101737,177,100,0,0,0,0,0
"YEUTTER",101737,177,95.48,0,NA,0,NA,3.39
"YUNCKER",101737,177,94.35,0,NA,0,3.95,NA
"ZANOTTO",101737,177,91.53,0,0,NA,NA,6.21
"ZACKARY",101737,177,51.41,44.63,NA,0,NA,2.82
"ZAMBORSKY",101737,177,96.05,0,NA,0,NA,NA
"ZARNOCH",101737,177,98.31,NA,0,0,0,NA
"YURA",101737,177,82.49,0,16.95,0,NA,NA
"ZAWODNIAK",102197,176,98.86,0,0,0,NA,NA
"YENTES",102197,176,82.95,0,NA,NA,NA,13.07
"ZANINOVICH",102197,176,83.52,0,NA,0,NA,14.2
"YOSICK",102197,176,93.75,NA,NA,NA,2.84,NA
"YIENGST",102197,176,96.02,0,2.84,0,NA,NA
"ZORC",102197,176,96.02,0,NA,NA,NA,NA
"ZEECK",102197,176,97.16,0,2.84,0,0,0
"ZEGEL",102197,176,93.18,NA,0,0,NA,5.11
"ZELECHOWSKI",102197,176,94.32,NA,0,0,NA,5.11
"AMLONG",102197,176,96.59,0,0,0,0,3.41
"ANNING",102197,176,78.41,18.18,NA,0,NA,NA
"AMELIA",102197,176,63.64,3.41,7.95,NA,NA,23.86
"AMERICANO",102197,176,13.07,NA,NA,0,0,85.8
"ANGONE",102197,176,94.89,NA,NA,0,0,4.55
"ANDRUSKO",102197,176,97.16,NA,NA,0,NA,NA
"ANKERSON",102197,176,96.59,NA,NA,0,NA,0
"ALIBASIC",102197,176,97.16,0,0,0,2.84,0
"ALOMA",102197,176,18.75,2.84,NA,0,NA,76.7
"ALTMIRE",102197,176,98.86,NA,NA,0,0,0
"ALISA",102197,176,59.66,7.95,9.66,NA,17.05,NA
"ACCIUS",102197,176,0,89.77,2.84,NA,NA,5.68
"ALCONCEL",102197,176,6.25,0,68.75,0,13.07,11.93
"ALCOVER",102197,176,11.36,0,17.05,0,8.52,63.07
"BERNHOLTZ",102197,176,98.3,0,NA,0,NA,0
"BIENKO",102197,176,90.34,NA,NA,0,3.98,3.41
"BINTNER",102197,176,98.3,NA,0,0,0,NA
"BERNALDEZ",102197,176,3.98,NA,55.11,0,NA,38.64
"BISSAINTHE",102197,176,NA,94.89,NA,0,NA,NA
"BISHEL",102197,176,87.5,0,3.41,0,2.84,6.25
"BELONGIE",102197,176,91.48,0,NA,NA,2.84,3.41
"BEHBAHANI",102197,176,73.86,NA,4.55,0,21.02,NA
"BOTHUM",102197,176,96.02,0,NA,0,NA,NA
"BRANLEY",102197,176,83.52,8.52,NA,NA,NA,3.98
"BOOZELL",102197,176,96.02,0,0,NA,NA,2.84
"BRAREN",102197,176,86.93,NA,9.66,0,NA,NA
"BORGHESI",102197,176,96.02,0,0,NA,NA,NA
"BRAYMILLER",102197,176,97.73,NA,0,0,0,NA
"BRANDENBERG",102197,176,80.11,11.36,0,NA,NA,6.82
"BIZER",102197,176,82.39,10.23,NA,NA,NA,3.98
"BOETTINGER",102197,176,98.86,NA,0,0,0,NA
"BOLVIN",102197,176,88.64,3.41,3.98,NA,NA,NA
"BARBISH",102197,176,97.73,0,0,0,NA,NA
"BAYLIN",102197,176,96.59,NA,0,0,NA,NA
"BAZOR",102197,176,90.91,0,NA,NA,NA,5.11
"BARKA",102197,176,68.75,7.95,2.84,NA,NA,19.89
"BATTELLE",102197,176,97.16,0,NA,0,NA,0
"BARROCAS",102197,176,43.18,0,0,0,0,56.82
"BATTISTO",102197,176,94.32,NA,0,0,3.98,NA
"BACHINSKY",102197,176,97.16,NA,0,0,0,NA
"BALS",102197,176,88.64,5.68,NA,0,NA,3.98
"BANY",102197,176,85.23,2.84,6.25,NA,NA,4.55
"BAJRAKTAREVIC",102197,176,100,0,0,0,0,0
"BACKOUS",102197,176,94.89,NA,0,0,NA,NA
"BAERTLEIN",102197,176,96.02,0,NA,NA,NA,NA
"ATTARIAN",102197,176,92.61,0,NA,0,3.98,NA
"AUBER",102197,176,86.93,6.82,NA,0,NA,4.55
"ASIALA",102197,176,97.16,NA,0,0,NA,NA
"AUSTINSON",102197,176,98.86,NA,0,0,0,NA
"ARGAW",102197,176,NA,95.45,0,0,NA,NA
"ARASMITH",102197,176,99.43,NA,0,0,0,NA
"ARMANINO",102197,176,90.91,0,NA,0,NA,6.25
"WEAFER",102197,176,97.16,NA,NA,0,NA,0
"WARTLUFT",102197,176,96.02,0,NA,0,NA,NA
"WARY",102197,176,92.61,4.55,NA,0,0,NA
"WARDRICK",102197,176,3.41,90.34,NA,0,4.55,NA
"WEEGE",102197,176,93.18,2.84,NA,0,NA,NA
"WAZIR",102197,176,18.75,15.34,55.68,NA,9.09,NA
"WAYTASHEK",102197,176,96.02,NA,0,NA,NA,NA
"WEEMES",102197,176,73.3,18.18,NA,NA,4.55,NA
"WALSHAW",102197,176,95.45,NA,NA,0,NA,2.84
"WAKO",102197,176,4.55,80.11,14.2,NA,NA,0
"WUCHER",102197,176,98.86,NA,0,0,0,NA
"WYNVEEN",102197,176,98.3,0,NA,0,NA,NA
"WILBERN",102197,176,64.2,34.09,0,0,NA,NA
"WILTBERGER",102197,176,96.59,0,0,0,NA,NA
"WIERSCHKE",102197,176,98.3,NA,0,NA,0,NA
"WHITKER",102197,176,60.8,34.66,0,NA,NA,NA
"WHITEWAY",102197,176,89.77,NA,NA,NA,2.84,4.55
"WIAN",102197,176,90.34,NA,NA,0,NA,6.25
"WOHLSCHLEGEL",102197,176,91.48,NA,NA,0,NA,2.84
"VARNAM",102197,176,90.91,NA,NA,0,3.98,4.55
"VANERP",102197,176,97.16,0,NA,0,NA,NA
"VANGIESEN",102197,176,94.89,0,0,NA,NA,2.84
"VASQUE",102197,176,8.52,4.55,0,0,0,86.93
"VANNETTE",102197,176,94.32,NA,NA,NA,NA,NA
"VEILE",102197,176,93.18,NA,2.84,0,2.84,NA
"VARHOL",102197,176,97.16,0,NA,0,NA,NA
"VERALDI",102197,176,91.48,0,NA,0,NA,6.25
"VICICH",102197,176,98.3,NA,0,0,0,NA
"VILLANUEBA",102197,176,2.84,NA,2.84,NA,0,92.05
"VIDICAN",102197,176,95.45,NA,0,0,NA,NA
"VERBRUGGEN",102197,176,92.05,0,0,3.41,NA,NA
"VILLASIS",102197,176,2.84,NA,39.77,0,NA,56.25
"VIBAR",102197,176,7.39,0,67.05,0,4.55,21.02
"VERBURGT",102197,176,92.05,NA,NA,0,2.84,3.41
"TUCKE",102197,176,92.61,3.41,0,NA,NA,NA
"TRIPPANY",102197,176,89.77,0,2.84,NA,2.84,NA
"TURRIFF",102197,176,98.3,NA,0,0,0,NA
"TYMS",102197,176,13.64,81.25,NA,0,NA,3.41
"TUMBER",102197,176,32.95,NA,60.8,0,NA,5.68
"TUNNY",102197,176,97.73,NA,0,NA,0,NA
"VAGNER",102197,176,90.34,2.84,0,NA,NA,3.98
"UPPALA",102197,176,2.84,0,97.16,0,0,0
"ULNESS",102197,176,96.59,0,0,NA,0,NA
"VAA",102197,176,32.95,NA,55.11,NA,3.41,7.39
"VALO",102197,176,90.91,NA,NA,0,0,7.95
"UROZA",102197,176,2.84,0,0,0,0,97.16
"RODRIUEZ",102197,176,9.09,NA,NA,0,0,89.77
"ROBRECHT",102197,176,93.18,NA,NA,0,2.84,2.84
"RODONI",102197,176,91.48,NA,NA,0,NA,5.68
"ROCAFORT",102197,176,26.7,NA,16.48,0,NA,56.25
"ROFE",102197,176,84.09,7.95,NA,0,NA,5.11
"ROLE",102197,176,66.48,18.18,5.68,NA,NA,6.82
"SALSIDO",102197,176,11.93,NA,NA,NA,NA,84.66
"SALTA",102197,176,69.89,NA,20.45,0,NA,7.39
"SAKHI",102197,176,46.59,NA,23.3,NA,24.43,4.55
"ROWLEN",102197,176,94.89,NA,NA,NA,NA,NA
"RUBERO",102197,176,19.89,0,0,NA,NA,78.98
"RONCI",102197,176,94.32,NA,0,0,NA,2.84
"SECAIDA",102197,176,NA,NA,0,0,0,97.16
"SETTLER",102197,176,57.39,32.95,NA,4.55,2.84,NA
"SECH",102197,176,93.75,NA,5.68,0,0,NA
"SEIFRIT",102197,176,98.86,NA,0,0,0,NA
"SHOULDICE",102197,176,97.73,0,0,NA,NA,NA
"SHRYACK",102197,176,92.61,0,NA,0,NA,6.25
"SHUMA",102197,176,85.23,5.11,3.98,NA,NA,4.55
"SHUCKHART",102197,176,94.32,NA,0,0,NA,5.11
"SHULTES",102197,176,98.3,0,NA,0,0,NA
"SHAMIEH",102197,176,86.36,NA,NA,0,7.39,3.98
"SCHMIDTLEIN",102197,176,98.3,0,0,NA,NA,0
"SAVELLE",102197,176,93.75,0,NA,0,NA,3.98
"SCHUVER",102197,176,99.43,0,NA,0,0,NA
"SCHEUCH",102197,176,96.59,0,NA,0,NA,0
"SCHAFBUCH",102197,176,96.59,NA,0,0,0,NA
"SCHNUELLE",102197,176,97.73,NA,0,NA,0,NA
"SCHMITTLE",102197,176,94.89,0,0,NA,NA,3.41
"SCOTHORN",102197,176,85.8,0,NA,NA,NA,11.93
"SCHOENHOFF",102197,176,98.86,0,0,0,NA,NA
"SARDANA",102197,176,6.25,NA,80.68,NA,5.11,7.39
"SANGIL",102197,176,7.95,NA,67.05,NA,3.41,19.89
"TANZOLA",102197,176,96.59,NA,NA,0,0,2.84
"TANIELU",102197,176,6.82,NA,69.89,NA,14.2,5.11
"TARVIS",102197,176,86.36,6.82,NA,0,NA,5.11
"TAORMINO",102197,176,96.59,0,NA,NA,NA,0
"SUSSMANN",102197,176,74.43,NA,NA,0,3.41,18.75
"SZANYI",102197,176,96.02,NA,NA,0,0,2.84
"SUDING",102197,176,98.86,0,0,0,NA,NA
"SWITZLER",102197,176,76.7,NA,0,19.89,NA,NA
"SULIER",102197,176,93.75,NA,NA,0,NA,2.84
"TIMAS",102197,176,28.98,38.64,11.93,2.84,8.52,9.09
"TORRICE",102197,176,97.16,0,0,0,NA,NA
"TRACHTE",102197,176,94.32,NA,NA,0,0,2.84
"TRAWALLY",102197,176,NA,92.05,0,0,NA,5.11
"TOEDTER",102197,176,94.32,NA,NA,NA,NA,NA
"TORNER",102197,176,65.34,9.09,NA,NA,NA,20.45
"TENNERY",102197,176,94.89,0,NA,NA,NA,NA
"THEES",102197,176,96.59,NA,0,0,NA,2.84
"TILAK",102197,176,10.23,15.91,67.05,NA,5.11,NA
"THEUER",102197,176,96.59,NA,NA,0,0,NA
"SPENCLEY",102197,176,89.2,0,NA,3.41,5.11,NA
"SPANKE",102197,176,96.02,0,0,NA,NA,NA
"STALBERGER",102197,176,93.75,0,NA,0,4.55,NA
"SPOELMAN",102197,176,96.02,0,NA,0,NA,2.84
"STALLCOP",102197,176,89.2,NA,NA,0,0,9.09
"SPAVENTA",102197,176,89.2,NA,NA,0,NA,7.95
"STANIK",102197,176,96.59,0,NA,NA,NA,NA
"STRAUTHER",102197,176,5.11,85.23,NA,NA,3.41,5.68
"STRYDOM",102197,176,91.48,3.41,NA,0,NA,NA
"STUTT",102197,176,97.73,NA,0,0,0,NA
"STORE",102197,176,56.25,11.36,NA,25,NA,4.55
"STROBER",102197,176,96.02,NA,0,NA,0,NA
"STEFANIDIS",102197,176,93.75,0,NA,0,NA,4.55
"STILEN",102197,176,98.3,0,0,NA,NA,0
"STINNEY",102197,176,3.98,88.64,NA,NA,4.55,NA
"STJULES",102197,176,19.89,72.16,NA,NA,4.55,NA
"STRATEMEYER",102197,176,94.89,0,NA,NA,NA,0
"STEMBERGER",102197,176,97.16,0,NA,0,NA,NA
"SILBERHORN",102197,176,95.45,NA,NA,0,NA,NA
"SIMANTON",102197,176,91.48,NA,NA,NA,NA,2.84
"SIPALA",102197,176,93.18,NA,5.11,0,0,NA
"SIEHL",102197,176,97.16,0,0,0,0,2.84
"SINKULE",102197,176,100,0,0,0,0,0
"SILKA",102197,176,94.89,0,NA,NA,NA,NA
"SKONBERG",102197,176,57.39,NA,NA,31.82,7.39,NA
"SINGFIELD",102197,176,3.98,92.05,0,NA,NA,NA
"SIEPKER",102197,176,97.16,0,NA,0,NA,NA
"SKUBA",102197,176,97.16,NA,0,NA,NA,NA
"SIMENSEN",102197,176,96.02,NA,0,0,NA,NA
"SOLESKY",102197,176,92.05,NA,NA,0,3.41,2.84
"SOLIMINI",102197,176,96.02,0,NA,0,0,NA
"SLEVA",102197,176,98.3,0,NA,0,0,NA
"MOORJANI",102197,176,6.25,NA,89.2,0,3.41,NA
"MOSSNER",102197,176,95.45,0,NA,0,NA,NA
"MORENOSANCHEZ",102197,176,NA,NA,0,0,0,98.86
"MUTHUKRISHNAN",102197,176,0,0,98.3,NA,NA,NA
"MUEX",102197,176,NA,96.59,0,0,NA,NA
"MOHLENHOFF",102197,176,97.16,NA,0,0,NA,NA
"MITAS",102197,176,89.77,NA,NA,0,NA,7.39
"MITNIK",102197,176,94.32,0,0,0,0,5.68
"MONNEY",102197,176,72.16,12.5,NA,0,NA,13.07
"MILDON",102197,176,93.18,NA,NA,0,0,5.11
"MINEROS",102197,176,NA,NA,0,0,NA,96.59
"MIKS",102197,176,85.8,NA,NA,0,5.11,6.25
"ONUSKA",102197,176,93.75,0,NA,0,2.84,NA
"ORGERA",102197,176,96.02,0,0,0,0,3.98
"OLABODE",102197,176,NA,93.18,NA,0,NA,3.41
"NURIDDIN",102197,176,NA,93.18,NA,0,2.84,NA
"OGILVY",102197,176,97.73,0,NA,0,0,NA
"OBNEY",102197,176,93.18,0,0,NA,3.41,NA
"OETMAN",102197,176,94.32,0,NA,0,NA,3.41
"OFFENBURGER",102197,176,91.48,0,0,NA,NA,6.25
"NIEDERKOHR",102197,176,98.86,0,NA,0,NA,0
"NICHTING",102197,176,99.43,0,0,0,NA,NA
"NORHEIM",102197,176,96.59,0,NA,NA,0,NA
"NEWCAMP",102197,176,98.86,0,0,0,NA,NA
"NEWTSON",102197,176,93.75,0,NA,0,2.84,NA
"NEURAUTER",102197,176,82.95,NA,0,2.84,NA,13.07
"NIKOCEVIC",102197,176,98.3,NA,0,0,0,NA
"NEHLSEN",102197,176,93.75,NA,NA,0,NA,3.98
"NERGER",102197,176,94.89,0,NA,0,NA,NA
"PIEFER",102197,176,96.02,NA,NA,0,0,NA
"PFEISTER",102197,176,95.45,NA,NA,0,0,3.98
"PHILPS",102197,176,63.64,28.98,0,NA,NA,5.68
"PISH",102197,176,98.86,NA,0,0,0,NA
"PENSHORN",102197,176,94.89,0,0,0,0,5.11
"PEECHER",102197,176,89.2,3.98,NA,0,2.84,NA
"PEROVIC",102197,176,96.59,0,0,0,NA,NA
"PAZIK",102197,176,98.3,NA,NA,0,0,0
"PENTTILA",102197,176,94.89,0,0,NA,NA,3.98
"PERSE",102197,176,85.23,7.95,NA,0,NA,3.98
"PALFI",102197,176,93.75,NA,NA,0,2.84,2.84
"OSUMI",102197,176,8.52,0,77.84,0,6.25,7.39
"OSIFE",102197,176,3.98,0,NA,81.82,NA,11.93
"PAYAWAL",102197,176,NA,0,94.89,0,NA,2.84
"PARISELLA",102197,176,95.45,0,NA,0,NA,NA
"PARISHER",102197,176,97.16,0,NA,0,NA,NA
"PLAXICO",102197,176,69.89,27.84,0,0,NA,NA
"POLVINO",102197,176,96.59,0,NA,0,NA,NA
"PLANTIN",102197,176,25,71.02,0,0,NA,NA
"POOLMAN",102197,176,93.18,NA,0,0,5.11,NA
"POTOCZAK",102197,176,98.3,0,0,NA,0,NA
"PLANES",102197,176,20.45,5.68,4.55,0,0,69.32
"POLISKY",102197,176,98.86,0,0,0,NA,NA
"PITTMANN",102197,176,82.95,9.66,NA,NA,2.84,3.41
"PREUNINGER",102197,176,97.16,0,0,NA,NA,NA
"PRIBBERNOW",102197,176,91.48,0,0,6.25,NA,NA
"PULMANO",102197,176,15.91,NA,75.57,0,7.95,NA
"RAJE",102197,176,8.52,NA,86.36,0,NA,NA
"RAJAPAKSE",102197,176,3.98,NA,87.5,0,6.25,NA
"RACHUY",102197,176,95.45,NA,0,0,NA,3.98
"RABINOVITCH",102197,176,96.59,0,0,0,0,3.41
"RABIDOUX",102197,176,97.73,0,0,NA,0,NA
"RAKIC",102197,176,99.43,0,NA,0,0,NA
"RAIHL",102197,176,96.02,NA,0,0,NA,NA
"RAMBY",102197,176,96.59,NA,0,NA,0,2.84
"RABENHORST",102197,176,98.86,0,NA,0,0,NA
"RAMIREZJIMENEZ",102197,176,NA,NA,0,0,0,99.43
"RANSEY",102197,176,22.16,67.61,NA,NA,3.98,5.11
"REMKUS",102197,176,94.32,0,NA,NA,2.84,NA
"READEL",102197,176,97.73,0,0,NA,0,NA
"RASS",102197,176,85.23,7.39,NA,NA,NA,4.55
"KLUCAS",102197,176,97.16,0,0,0,0,2.84
"KOPFER",102197,176,96.59,NA,0,0,NA,NA
"KOUADIO",102197,176,NA,96.59,0,0,NA,0
"KORNAHRENS",102197,176,90.34,NA,NA,0,NA,6.25
"KONEVAL",102197,176,96.02,0,NA,0,NA,NA
"KOULIANOS",102197,176,94.89,NA,NA,0,0,3.98
"KOWALCHIK",102197,176,93.18,NA,0,0,NA,4.55
