script	stamped_on	stamp_source	file	bytes	sha256	rows	file_mtime
build-data.R	2026-08-17	disk	derived/census_surnames.csv	9771161	sha256:ab72b76dee72e796727571fd87c63abc7d96ee73310b3bad4ed38e46f1d51b60	156622	2026-08-14
build-data.R	2026-08-17	disk	derived/census_surnames_2010.csv	7049877	sha256:520d8eadaaa50611ec1e896037828b2e3b51946468d4c48af96e3233d2aecb7e	162254	2026-08-14
build-data.R	2026-08-17	disk	derived/county_race.csv	319108	sha256:81ad0ca036ca46067267c7bb9c6d7eb8d80e75333983ecd6736dd10511fb65b8	3144	2026-08-14
build-data.R	2026-08-17	disk	derived/surnames_2010_vs_2020.csv	301	sha256:8a9c2f144caa285bf66022e32e52fafaa5815173ce42ee43e8406ad6ccd8c9fc	6	2026-08-14
build-data.R	2026-08-17	disk	derived/surnames_2020_facts.csv	213	sha256:8f9433d887a79b1a9253aff4a57e6a03c908354fea9d13cf9eb53face5207852	8	2026-08-14
build-data.R	2026-08-17	disk	derived/surnames_2020_negatives.csv	351	sha256:710e168497feabef86bdf8439a261e6c5ceeec375af973272e48f73438a28662	12	2026-08-14
build-data.R	2026-08-17	disk	derived/surnames_2020_top100.csv	6936	sha256:9212ecb659da8c8277e2815d4de13658ba7189b1745c4ad7f66cbf8b1aba8d1b	100	2026-08-14
build-data.R	2026-08-17	disk	derived/surnames_vintage_facts.csv	153	sha256:2d59b920b32200124f6b03d5c00b015417588fe41afe27275ef9f30fc2826950	7	2026-08-14
build-data.R	2026-08-17	disk	raw/Names2020_LastNames_RaceHispanic.xlsx	11359767	sha256:2e773c7edd934bb340b09be46e5d991b74a65cd63f547c94f80b6e233db462b3		2026-08-13
build-data.R	2026-08-17	disk	raw/Names2020_LastNames_RaceHispanic_WithNegatives.xlsx	6718156	sha256:7dbf846750c4c2e823b97cb114511c6b34a3a086f7852d3e7622e799d999cd8c		2026-08-13
build-data.R	2026-08-17	disk	raw/Names_2010Census.csv	9445924	sha256:6b4933178060b4e5ac8dd9a611ec15472d35eab98fe9027474bc5ccc5b7a8708	162254	2026-08-14
build-data.R	2026-08-17	disk	raw/names.zip	12874389	sha256:117c41cb4668727b7627b2845b6df3f83eb2a22a1813f42c0ff4bdcab86de135		2026-08-17
