script	stamped_on	stamp_source	file	bytes	sha256	rows	file_mtime
build-block-pop.R, build-dc-blocks.R, build-map-geometry.R, build-state-maps.R	2026-09-13	disk	derived/block_pop_hist.csv	8011	sha256:47b2a3e0ebc264b4f24cb8e1c315298d84b882476d3c2ed505389a352dc10753	1001	2026-09-12
build-block-pop.R, build-dc-blocks.R, build-map-geometry.R, build-state-maps.R	2026-09-13	disk	derived/block_size.csv	499	sha256:415af4758cfa0258efcf01e6aa3d7820b39a97727b656e2fe5cc62ab73aad051	8	2026-09-12
build-block-pop.R, build-dc-blocks.R, build-map-geometry.R, build-state-maps.R	2026-09-13	disk	derived/dc_blocks.csv	676885	sha256:1fc3fa91199f68b74584ff4878e405c20fb2309c3b49e66cec9763c633941c58	40418	2026-09-12
build-block-pop.R, build-dc-blocks.R, build-map-geometry.R, build-state-maps.R	2026-09-13	disk	derived/dc_facts.csv	341	sha256:98b8dfdcdf436e0a137f6b8b0184a630a26ce4f62a50c036b2ed573ea54e096e	7	2026-09-12
build-block-pop.R, build-dc-blocks.R, build-map-geometry.R, build-state-maps.R	2026-09-13	disk	derived/dc_frame.csv	16	sha256:fb32ab5656b166571feeae0d4b5d0a47c2ebf9bbe9a5628bfc6ad9bcfc7f4999	1	2026-09-12
build-block-pop.R, build-dc-blocks.R, build-map-geometry.R, build-state-maps.R	2026-09-13	disk	derived/facts.csv	1601	sha256:cabc58ffdcde70d0a46bd5a101df18b44a345b4fc6b9c0acd15de139badafe2a	28	2026-09-12
build-block-pop.R, build-dc-blocks.R, build-ksut-dots.R, build-map-geometry.R, build-state-maps.R	2026-09-13	disk	derived/ksut_dots.csv	196364	sha256:b3a21f2f6fdac1c8c1c236f3cf53af8e2f10879cfd773c237543cbb31cf54e38	12241	2026-09-13
build-block-pop.R, build-dc-blocks.R, build-map-geometry.R, build-state-maps.R	2026-09-13	disk	derived/map_counties.csv	5115005	sha256:3f304bcfcfc91a81f266577f893201fb0759d4b7ddd5a6e0dea5f6be4b0f8b30	189321	2026-09-13
build-block-pop.R, build-dc-blocks.R, build-map-geometry.R, build-state-maps.R	2026-09-13	disk	derived/map_frame.csv	20	sha256:076a34e059ce9f68201d2b84676310fc2595b45010503957bc250e364de42cf3	1	2026-09-13
build-block-pop.R, build-dc-blocks.R, build-map-geometry.R, build-state-maps.R	2026-09-13	disk	derived/map_overview.csv	2998041	sha256:65ae5bee543eab9109aeea8bcde694c47bf995b834f0d593da1aa0a70f13221e	133793	2026-09-13
build-block-pop.R, build-dc-blocks.R, build-map-geometry.R, build-state-maps.R	2026-09-13	disk	derived/map_states.csv	2746302	sha256:62e31638f749f72b44e6268ea09498809ea290dd179b75af95c5a8880b716c04	124322	2026-09-13
build-block-pop.R, build-dc-blocks.R, build-map-geometry.R, build-state-maps.R	2026-09-13	disk	derived/map_zero.csv	27374090	sha256:e850dc5c5f45b300b64df671dc969ae3be899db29b6a47e62e790db55dbefb9e	999532	2026-09-13
build-block-pop.R, build-dc-blocks.R, build-map-geometry.R, build-state-maps.R	2026-09-13	disk	derived/state_bbox.csv	1430	sha256:f8359650a95a5e3bbe7c40c396bdf95afd8e3eaa4f6de7b34c52403460817778	51	2026-09-13
build-block-pop.R, build-dc-blocks.R, build-map-geometry.R, build-state-maps.R	2026-09-13	disk	derived/state_blocks.csv	2984	sha256:cf32e9c62590cb073c0dbf344068d81ebdd0a16d7e3d20d78843f828d1ab5f8e	52	2026-09-12
build-block-pop.R, build-dc-blocks.R, build-map-geometry.R, build-state-maps.R	2026-09-13	disk	derived/zero_land.csv	977	sha256:0855e0d1c63f6feaefb27daa032d24c7714fe62be9524571ef03e59cc047d6a3	52	2026-09-12
