state_name,county_fips,county_name,votes_dem,votes_gop,total_votes
New Mexico,35001,Bernalillo,184117,118762,310844
New Mexico,35003,Catron,571,1752,2357
New Mexico,35005,Chaves,5941,15894,22200
New Mexico,35006,Cibola,4450,4311,8977
New Mexico,35007,Colfax,2436,3252,5813
New Mexico,35009,Curry,4230,10714,15223
New Mexico,35011,De Baca,206,649,874
New Mexico,35013,Dona Ana,45937,37594,85407
New Mexico,35015,Eddy,5032,18141,23472
New Mexico,35017,Grant,7301,6580,14224
New Mexico,35019,Guadalupe,959,945,1938
New Mexico,35021,Harding,128,297,431
New Mexico,35023,Hidalgo,705,1140,1862
New Mexico,35025,Lea,3930,16997,21209
New Mexico,35027,Lincoln,3033,6942,10165
New Mexico,35028,Los Alamos,7726,4047,12187
New Mexico,35029,Luna,3176,4698,8056
New Mexico,35031,McKinley,15711,9364,25867
New Mexico,35033,Mora,1439,1010,2487
New Mexico,35035,Otero,8582,15117,24242
New Mexico,35037,Quay,1055,2570,3704
New Mexico,35039,Rio Arriba,9373,6268,15989
New Mexico,35041,Roosevelt,1820,4687,6639
New Mexico,35043,Sandoval,41205,36605,79540
New Mexico,35045,San Juan,17464,34264,52926
New Mexico,35047,San Miguel,6985,3887,11108
New Mexico,35049,Santa Fe,61405,20457,83719
New Mexico,35051,Sierra,2332,3473,5953
New Mexico,35053,Socorro,3384,3651,7233
New Mexico,35055,Taos,12038,4139,16636
New Mexico,35057,Torrance,2144,4880,7179
New Mexico,35059,Union,378,1247,1665
New Mexico,35061,Valencia,13609,19057,33277
