state_name,county_fips,county_name,votes_dem,votes_gop,total_votes
South Dakota,46003,Aurora,302,1056,1393
South Dakota,46005,Beadle,2017,4826,7010
South Dakota,46007,Bennett,389,676,1088
South Dakota,46009,Bon Homme,697,2236,2992
South Dakota,46011,Brookings,5978,8575,14939
South Dakota,46013,Brown,6075,10645,17043
South Dakota,46015,Brule,666,1694,2423
South Dakota,46017,Buffalo,291,164,466
South Dakota,46019,Butte,942,4024,5082
South Dakota,46021,Campbell,120,706,836
South Dakota,46023,Charles Mix,1000,2551,3615
South Dakota,46025,Clark,415,1382,1842
South Dakota,46027,Clay,2944,2574,5657
South Dakota,46029,Codington,3840,9349,13510
South Dakota,46031,Corson,495,631,1143
South Dakota,46033,Custer,1567,4313,6001
South Dakota,46035,Davison,2743,6208,9177
South Dakota,46037,Day,1000,1876,2932
South Dakota,46039,Deuel,528,1717,2298
South Dakota,46041,Dewey,1032,793,1871
South Dakota,46043,Douglas,219,1419,1658
South Dakota,46045,Edmunds,384,1618,2031
South Dakota,46047,Fall River,1030,3135,4274
South Dakota,46049,Faulk,183,920,1130
South Dakota,46051,Grant,946,2594,3630
South Dakota,46053,Gregory,426,1790,2267
South Dakota,46055,Haakon,105,1004,1125
South Dakota,46057,Hamlin,610,2560,3226
South Dakota,46059,Hand,365,1376,1764
South Dakota,46061,Hanson,399,1611,2046
South Dakota,46063,Harding,48,754,820
South Dakota,46065,Hughes,2838,5379,8435
South Dakota,46067,Hutchinson,755,2918,3736
South Dakota,46069,Hyde,148,530,695
South Dakota,46071,Jackson,357,753,1129
South Dakota,46073,Jerauld,276,708,999
South Dakota,46075,Jones,60,477,550
South Dakota,46077,Kingsbury,760,1989,2801
South Dakota,46079,Lake,1978,3819,5906
South Dakota,46081,Lawrence,5074,9904,15409
South Dakota,46083,Lincoln,12981,22621,36393
South Dakota,46085,Lyman,422,993,1447
South Dakota,46087,McCook,733,2227,3031
South Dakota,46089,McPherson,188,1087,1299
South Dakota,46091,Marshall,782,1288,2109
South Dakota,46093,Meade,3421,10887,14672
South Dakota,46095,Mellette,285,434,740
South Dakota,46097,Miner,293,841,1167
South Dakota,46099,Minnehaha,39923,51842,93986
South Dakota,46101,Moody,1052,2068,3189
South Dakota,46102,Oglala Lakota,2567,406,3062
South Dakota,46103,Pennington,20051,35009,56580
South Dakota,46105,Perkins,228,1342,1591
South Dakota,46107,Potter,214,1059,1298
South Dakota,46109,Roberts,1560,2514,4149
South Dakota,46111,Sanborn,259,929,1212
South Dakota,46115,Spink,921,2145,3139
South Dakota,46117,Stanley,447,1260,1735
South Dakota,46119,Sully,168,716,901
South Dakota,46121,Todd,1570,497,2126
South Dakota,46123,Tripp,470,2150,2654
South Dakota,46125,Turner,1044,3374,4538
South Dakota,46127,Union,2548,6160,8876
South Dakota,46129,Walworth,481,1940,2466
South Dakota,46135,Yankton,3883,6650,10832
South Dakota,46137,Ziebach,366,388,781
