state_name,county_fips,county_name,votes_dem,votes_gop,total_votes
Montana,30001,Beaverhead,1608,3923,5661
Montana,30003,Big Horn,2491,2207,4784
Montana,30005,Blaine,1589,1469,3117
Montana,30007,Broadwater,835,3173,4097
Montana,30009,Carbon,2421,4468,7052
Montana,30011,Carter,74,775,864
Montana,30013,Cascade,15456,23315,39885
Montana,30015,Chouteau,991,1891,2965
Montana,30017,Custer,1514,4205,5860
Montana,30019,Daniels,195,799,1014
Montana,30021,Dawson,962,3758,4825
Montana,30023,Deer Lodge,2562,2186,4891
Montana,30025,Fallon,172,1375,1575
Montana,30027,Fergus,1496,4869,6507
Montana,30029,Flathead,20274,38321,59936
Montana,30031,Gallatin,37044,31696,70979
Montana,30033,Garfield,41,764,813
Montana,30035,Glacier,3610,1884,5617
Montana,30037,Golden Valley,78,414,503
Montana,30039,Granite,638,1419,2102
Montana,30041,Hill,2981,3957,7182
Montana,30043,Jefferson,2625,5345,8151
Montana,30045,Judith Basin,275,1040,1344
Montana,30047,Lake,6916,9322,16626
Montana,30049,Lewis & Clark,19743,21409,42265
Montana,30051,Liberty,249,821,1083
Montana,30053,Lincoln,2835,8672,11747
Montana,30055,McCone,155,956,1128
Montana,30057,Madison,1771,4191,6087
Montana,30059,Meagher,258,833,1110
Montana,30061,Mineral,686,1828,2563
Montana,30063,Missoula,43357,26347,71495
Montana,30065,Musselshell,413,2423,2881
Montana,30067,Park,5280,6025,11566
Montana,30069,Petroleum,39,298,348
Montana,30071,Phillips,416,1936,2382
Montana,30073,Pondera,903,2031,2995
Montana,30075,Powder River,154,970,1136
Montana,30077,Powell,752,2355,3179
Montana,30079,Prairie,126,603,744
Montana,30081,Ravalli,8763,19114,28507
Montana,30083,Richland,875,4800,5798
Montana,30085,Roosevelt,1910,1996,4017
Montana,30087,Rosebud,1199,2486,3773
Montana,30089,Sanders,1820,5660,7622
Montana,30091,Sheridan,574,1403,2030
Montana,30093,Silver Bow,10392,7745,18658
Montana,30095,Stillwater,1156,4462,5724
Montana,30097,Sweet Grass,549,1840,2446
Montana,30099,Teton,1007,2608,3679
Montana,30101,Toole,467,1596,2119
Montana,30103,Treasure,78,373,460
Montana,30105,Valley,1030,3135,4261
Montana,30107,Wheatland,225,823,1068
Montana,30109,Wibaux,77,516,598
Montana,30111,Yellowstone,30679,50772,83821
