state_name,county_fips,county_name,votes_dem,votes_gop,total_votes
New York,36001,Albany,99474,51081,153586
New York,36003,Allegany,6048,14135,20716
New York,36005,Bronx,355374,67740,425883
New York,36007,Broome,47002,43791,92775
New York,36009,Cattaraugus,11879,22155,34760
New York,36011,Cayuga,16359,19632,36754
New York,36013,Chautauqua,23088,34853,59196
New York,36015,Chemung,16636,21922,39410
New York,36017,Chenango,8300,13496,22306
New York,36019,Clinton,18364,16514,35437
New York,36021,Columbia,20386,14464,35522
New York,36023,Cortland,10370,10789,21679
New York,36025,Delaware,9143,13387,22971
New York,36027,Dutchess,81443,66872,150745
New York,36029,Erie,267270,197552,473418
New York,36031,Essex,9950,8982,19280
New York,36033,Franklin,9253,9668,19268
New York,36035,Fulton,7931,15378,23718
New York,36037,Genesee,9625,18876,29217
New York,36039,Greene,10346,14271,25137
New York,36041,Hamilton,1178,2225,3460
New York,36043,Herkimer,9939,18871,29322
New York,36045,Jefferson,17307,25629,43855
New York,36047,Kings,703310,202772,913690
New York,36049,Lewis,3823,8890,12939
New York,36051,Livingston,12477,18182,31401
New York,36053,Madison,14805,18409,34035
New York,36055,Monroe,225746,145661,379864
New York,36057,Montgomery,7977,12745,21134
New York,36059,Nassau,396504,326716,730983
New York,36061,New York,603040,85185,695263
New York,36063,Niagara,46029,56068,104123
New York,36065,Oneida,41973,57860,101858
New York,36067,Onondaga,138991,91715,236068
New York,36069,Ontario,28749,28782,59142
New York,36071,Orange,84955,85068,172539
New York,36073,Orleans,5587,12126,18154
New York,36075,Oswego,21145,32142,54498
New York,36077,Otsego,12975,14382,28010
New York,36079,Putnam,24955,29283,54991
New York,36081,Queens,569038,212665,788262
New York,36083,Rensselaer,40969,36500,79286
New York,36085,Richmond,90997,123320,216278
New York,36087,Rockland,75802,73186,150369
New York,36089,St. Lawrence,19361,24608,44800
New York,36091,Saratoga,68471,61305,132655
New York,36093,Schenectady,42465,30741,74862
New York,36095,Schoharie,5345,9903,15685
New York,36097,Schuyler,3903,5621,9740
New York,36099,Seneca,6914,8329,15608
New York,36101,Steuben,15790,29474,46179
New York,36103,Suffolk,381021,381253,771751
New York,36105,Sullivan,15489,18665,34647
New York,36107,Tioga,9634,14791,25036
New York,36109,Tompkins,33619,11096,45735
New York,36111,Ulster,57970,37590,97420
New York,36113,Warren,17642,17699,36149
New York,36115,Washington,11565,15941,28101
New York,36117,Wayne,17456,26204,44727
New York,36119,Westchester,312437,144731,462364
New York,36121,Wyoming,5073,13898,19399
New York,36123,Yates,4219,6208,10701
