state_name,county_fips,county_name,votes_dem,votes_gop,total_votes
Rhode Island,,Barrington,7389,2865,10607
Rhode Island,,Bristol,6590,4721,11616
Rhode Island,,Burrillville,3158,5378,8724
Rhode Island,,Central Falls,2335,1265,3683
Rhode Island,,Charlestown,2867,2350,5354
Rhode Island,,Coventry,8624,11222,20332
Rhode Island,,Cranston,21168,18638,40806
Rhode Island,,Cumberland,10101,8771,19405
Rhode Island,,East Greenwich,5089,3203,8549
Rhode Island,,East Providence,13750,8663,22996
Rhode Island,,Exeter,1870,2075,4074
Rhode Island,,Federal Precincts (overseas/UOCAVA),1406,115,1570
Rhode Island,,Foster,1113,1760,2948
Rhode Island,,Glocester,2470,3781,6380
Rhode Island,,Hopkinton,2262,2610,4992
Rhode Island,,Jamestown,2657,1171,3946
Rhode Island,,Johnston,6205,9212,15717
Rhode Island,,Lincoln,6268,6001,12603
Rhode Island,,Little Compton,1518,974,2562
Rhode Island,,Middletown,4968,2832,8032
Rhode Island,,Narragansett,5051,3823,9100
Rhode Island,,New Shoreham,661,177,868
Rhode Island,,Newport,7102,2784,10160
Rhode Island,,North Kingstown,10145,6673,17368
Rhode Island,,North Providence,8550,7461,16351
Rhode Island,,North Smithfield,3343,3692,7205
Rhode Island,,Pawtucket,15934,8003,24660
Rhode Island,,Portsmouth,6347,4029,10708
Rhode Island,,Providence,41481,12971,56395
Rhode Island,,Richmond,2331,2493,4971
Rhode Island,,Scituate,2538,3983,6679
Rhode Island,,Smithfield,5254,6214,11757
Rhode Island,,South Kingstown,10749,5382,16688
Rhode Island,,Tiverton,4740,4237,9210
Rhode Island,,Warren,3479,2462,6112
Rhode Island,,Warwick,24186,20602,45984
Rhode Island,,West Greenwich,1573,2413,4080
Rhode Island,,West Warwick,6797,7086,14203
Rhode Island,,Westerly,6653,5664,12621
Rhode Island,,Woonsocket,6434,6650,13370
