state_name,county_fips,county_name,votes_dem,votes_gop,total_votes
Massachusetts,25001,Barnstable,91994,55311,150325
Massachusetts,25003,Berkshire,51705,18064,71375
Massachusetts,25005,Bristol,153377,119872,279279
Massachusetts,25007,Dukes,9914,2631,12798
Massachusetts,25009,Essex,267198,144837,421210
Massachusetts,25011,Franklin,30030,11201,42458
Massachusetts,25013,Hampden,125948,87318,218177
Massachusetts,25015,Hampshire,63362,22281,87854
Massachusetts,25017,Middlesex,617196,226956,863578
Massachusetts,25019,Nantucket,5241,1914,7306
Massachusetts,25021,Norfolk,273312,125294,407751
Massachusetts,25023,Plymouth,173630,121227,301816
Massachusetts,25025,Suffolk,270522,58613,335462
Massachusetts,25027,Worcester,248773,171683,432014
