script	stamped_on	stamp_source	file	bytes	sha256	rows	file_mtime
build-data.R	2026-08-17	disk	derived/fec_candidates_2024.csv	428320	sha256:4517784d128287cb22e6abc37c296f25c091093bc8926f6fdf959a4224efdd1f	3856	2026-08-03
build-data.R	2026-08-17	disk	raw/weball24.zip	174295	sha256:d200326851ff68fc9b1903d9e1f0a0c876e17fbeb43d0d29d574d53b11f2e0ba		2026-08-11
