"unit","county","votes","dem","mail","mail_pct","dem_pct"
"Bryan|Public Safety Complex","Bryan",1613,635,286,17.7309,39.3676
"Bryan|RH Rec Complex","Bryan",2072,888,432,20.8494,42.8571
"Bryan|Ways Station","Bryan",1274,536,272,21.3501,42.0722
"Bulloch|Bay","Bulloch",1202,203,182,15.1414,16.8885
"Bulloch|Blitch","Bulloch",1539,398,321,20.8577,25.8609
"Bulloch|Brooklet","Bulloch",2480,565,417,16.8145,22.7823
"Bulloch|Church","Bulloch",3788,1988,1081,28.5375,52.4815
"Bulloch|Emit","Bulloch",2426,757,491,20.2391,31.2036
"Bulloch|Fair","Bulloch",4339,1705,997,22.9776,39.2948
"Bulloch|Hagin","Bulloch",1668,575,368,22.0624,34.4724
"Bulloch|Leefield","Bulloch",755,112,102,13.5099,14.8344
"Bulloch|Lockhart","Bulloch",538,150,89,16.5428,27.881
"Bulloch|Nevils","Bulloch",921,169,161,17.481,18.3496
"Bulloch|Pittman Park","Bulloch",2792,1725,532,19.0544,61.7837
"Bulloch|Portal","Bulloch",1158,309,238,20.5527,26.6839
"Bulloch|Register","Bulloch",638,217,123,19.279,34.0125
"Bulloch|Sinkhole","Bulloch",360,60,69,19.1667,16.6667
"Bulloch|Statesboro","Bulloch",4040,2074,1018,25.198,51.3366
"Bulloch|Stilson","Bulloch",1440,236,228,15.8333,16.3889
"Burke|Alexander","Burke",272,113,81,29.7794,41.5441
"Burke|Blakeney","Burke",403,237,84,20.8437,58.8089
"Burke|Four Points","Burke",1599,503,295,18.449,31.4572
"Burke|Girard","Burke",477,242,126,26.4151,50.7338
"Burke|Gough","Burke",307,189,117,38.1107,61.5635
"Burke|Greenscut","Burke",687,271,131,19.0684,39.4469
"Burke|Keysville","Burke",263,141,47,17.8707,53.6122
"Burke|Midville","Burke",305,181,76,24.918,59.3443
"Burke|Munnerlyn","Burke",199,81,34,17.0854,40.7035
"Burke|North Waynesboro","Burke",1787,1296,573,32.0649,72.5238
"Burke|Sardis","Burke",653,257,110,16.8453,39.3568
"Burke|Scotts Crossroads","Burke",191,128,51,26.7016,67.0157
"Burke|South Waynesboro","Burke",2314,1007,490,21.1755,43.5177
"Burke|St Clair","Burke",316,143,85,26.8987,45.2532
"Burke|Telfair","Burke",699,315,174,24.8927,45.0644
"Burke|Vidette","Burke",212,105,56,26.4151,49.5283
"Butts|Butts County Admin Bldg","Butts",11771,3274,2130,18.0953,27.8141
"Calhoun|Arlington","Calhoun",471,348,153,32.4841,73.8854
"Calhoun|Edison","Calhoun",308,243,75,24.3506,78.8961
"Calhoun|Edison-Arlington","Calhoun",396,234,93,23.4848,59.0909
"Calhoun|Leary","Calhoun",523,291,144,27.5335,55.6405
"Calhoun|Morgan","Calhoun",496,144,124,25,29.0323
"Camden|Browntown","Camden",472,74,94,19.9153,15.678
"Camden|East Kingsland","Camden",4529,1604,934,20.6227,35.4162
"Camden|Harrietts Bluff","Camden",1399,299,234,16.7262,21.3724
"Camden|Kingsland","Camden",1277,485,239,18.7157,37.9796
"Camden|Mush Bluff","Camden",1991,639,408,20.4922,32.0944
"Camden|North Kingsland","Camden",1589,804,327,20.579,50.5979
"Camden|North St Marys","Camden",978,387,188,19.2229,39.5706
"Camden|South St Marys","Camden",1580,546,407,25.7595,34.557
"Camden|St Marys","Camden",2128,845,465,21.8515,39.7086
"Camden|Tarboro","Camden",689,192,140,20.3193,27.8665
"Camden|Waverly","Camden",1242,347,314,25.2818,27.9388
"Camden|West Kingsland","Camden",1891,497,302,15.9704,26.2824
"Camden|West St Marys","Camden",2527,708,681,26.949,28.0174
"Camden|Woodbine","Camden",1396,540,300,21.49,38.6819
"Candler|Jack Strickland Comm Center","Candler",4431,1269,755,17.039,28.6391
"Carroll|Bethany","Carroll",2701,1066,482,17.8452,39.4669
"Carroll|Bonner","Carroll",2398,1035,409,17.0559,43.161
"Carroll|Bowdon","Carroll",1995,493,363,18.1955,24.7118
"Carroll|Bowdon Junction","Carroll",971,227,164,16.8898,23.378
"Carroll|Burson Center","Carroll",984,337,186,18.9024,34.248
"Carroll|Burwell","Carroll",1085,188,180,16.5899,17.3272
"Carroll|Center Point","Carroll",1361,163,192,14.1073,11.9765
"Carroll|Clem","Carroll",2745,617,444,16.1749,22.4772
"Carroll|County Admin Bldg","Carroll",1775,739,359,20.2254,41.6338
"Carroll|Fairfield","Carroll",2959,782,542,18.317,26.4278
"Carroll|Hulett","Carroll",1740,309,237,13.6207,17.7586
"Carroll|Kansas","Carroll",861,68,111,12.892,7.89779
"Carroll|Lakeshore Rec Center","Carroll",1045,440,217,20.7656,42.1053
"Carroll|Mt Zion","Carroll",1760,293,257,14.6023,16.6477
"Carroll|Oak Grove","Carroll",1120,254,166,14.8214,22.6786
"Carroll|Old Camp Church","Carroll",1677,437,282,16.8157,26.0584
"Carroll|Roopville","Carroll",2228,334,336,15.0808,14.991
"Carroll|Sandhill","Carroll",2851,765,454,15.9242,26.8327
"Carroll|Tabernacle Church","Carroll",1140,407,278,24.386,35.7018
"Carroll|Temple City","Carroll",2333,774,368,15.7737,33.1762
"Carroll|Temple County","Carroll",2698,506,416,15.4188,18.7546
"Carroll|Tyus","Carroll",1365,188,196,14.359,13.7729
"Carroll|University of W GA","Carroll",1288,596,234,18.1677,46.2733
"Carroll|V R County North","Carroll",3439,1030,647,18.8136,29.9506
"Carroll|V R County South","Carroll",1926,417,347,18.0166,21.6511
"Carroll|Villa Rica City","Carroll",4291,2140,915,21.3237,49.8718
"Carroll|West Carrollton","Carroll",2277,1429,468,20.5534,62.758
"Carroll|Whitesburg","Carroll",1461,204,208,14.2368,13.963
"Catoosa|Blackstock","Catoosa",1315,208,177,13.4601,15.8175
"Catoosa|Boynton","Catoosa",4567,996,680,14.8894,21.8086
"Catoosa|Catoosa Keith","Catoosa",1900,329,285,15,17.3158
"Catoosa|Chambers","Catoosa",2026,351,299,14.7581,17.3248
"Catoosa|Ft Oglethorpe","Catoosa",2723,701,537,19.7209,25.7437
"Catoosa|Graysville","Catoosa",3148,658,475,15.0889,20.9022
"Catoosa|Lakeview","Catoosa",2175,485,347,15.954,22.2989
"Catoosa|Poplar Springs","Catoosa",3058,582,462,15.1079,19.032
"Catoosa|Ringgold","Catoosa",5489,1327,944,17.198,24.1756
"Catoosa|Westside","Catoosa",3917,902,686,17.5134,23.0278
"Catoosa|Woodstation","Catoosa",2275,393,268,11.7802,17.2747
"Charlton|American Legion","Charlton",595,54,82,13.7815,9.07563
"Charlton|Folkston","Charlton",1577,844,314,19.9112,53.5193
"Charlton|Folkston Fire","Charlton",554,60,75,13.5379,10.8303
"Charlton|GA Bend","Charlton",355,21,47,13.2394,5.91549
"Charlton|Homeland","Charlton",605,64,67,11.0744,10.5785
"Charlton|Racepond","Charlton",215,20,24,11.1628,9.30233
"Charlton|St George","Charlton",441,22,59,13.3787,4.98866
"Charlton|Winokur","Charlton",224,18,30,13.3929,8.03571
"Chatham|1-01C First Presbyterian Church","Chatham",2581,1597,962,37.2724,61.8752
"Chatham|1-05C JEA Building","Chatham",1576,949,534,33.8832,60.2157
"Chatham|1-06C Central Church of Christ","Chatham",1587,704,556,35.0347,44.3604
"Chatham|1-08C Grace United Methodist Church","Chatham",1225,587,353,28.8163,47.9184
"Chatham|1-09C Immanuel Baptist Church","Chatham",451,265,140,31.0421,58.7583
"Chatham|1-10C St Thomas Episcopal Church","Chatham",943,300,267,28.3139,31.8134
"Chatham|1-12C Isle of Hope Baptist","Chatham",1640,544,468,28.5366,33.1707
"Chatham|1-13C The Sanctuary","Chatham",1017,414,289,28.4169,40.708
"Chatham|1-14C Compassion Christian Church","Chatham",1292,488,436,33.7461,37.7709
"Chatham|1-16C Ferguson Ave Baptist","Chatham",2110,589,507,24.0284,27.9147
"Chatham|1-17C Islands Christian Church","Chatham",2561,860,897,35.0254,33.5806
"Chatham|2-02C Blackshear Community Center","Chatham",895,713,280,31.2849,79.6648
"Chatham|2-03C W W Law Center","Chatham",847,707,273,32.2314,83.4711
"Chatham|2-04C Fellowship of Love Church","Chatham",1799,1647,642,35.6865,91.5509
"Chatham|2-05C Holy Spirit Lutheran Church","Chatham",1280,1123,386,30.1562,87.7344
"Chatham|2-06C Eli Whitney Complex","Chatham",407,335,106,26.0442,82.3096
"Chatham|2-07C Christ Community Church","Chatham",1589,1347,484,30.4594,84.7703
"Chatham|2-09C Salvation Army","Chatham",2025,1742,701,34.6173,86.0247
"Chatham|2-11C Stillwell Towers","Chatham",1014,839,306,30.1775,82.7416
"Chatham|2-12C Williams Court Apts","Chatham",972,823,319,32.8189,84.6708
"Chatham|3-01C Old Courthouse","Chatham",302,176,117,38.7417,58.2781
"Chatham|3-02C Temple Mickve Israel","Chatham",1132,709,418,36.9258,62.6325
"Chatham|3-03C Savannah High School","Chatham",609,537,153,25.1232,88.1773
"Chatham|3-04C First African Baptist Church","Chatham",871,798,261,29.9656,91.6188
"Chatham|3-05C Aldersgate Youth Center","Chatham",1205,884,348,28.8797,73.361
"Chatham|3-08C Jenkins High School","Chatham",792,565,239,30.1768,71.3384
"Chatham|3-09C Cokesbury Methodist","Chatham",530,222,142,26.7925,41.8868
"Chatham|3-10C Bible Baptist Church","Chatham",1609,1369,507,31.5103,85.0839
"Chatham|3-11C Southside Baptist Church","Chatham",881,707,248,28.1498,80.2497
"Chatham|3-12C Thunderbolt Muni Complex","Chatham",1175,629,335,28.5106,53.5319
"Chatham|3-13C New Cov 7 Day Adv Ch","Chatham",1384,845,394,28.4682,61.0549
"Chatham|3-14C Oglethorpe Charter Academy","Chatham",1536,1186,554,36.0677,77.2135
"Chatham|3-15C Eli Whitney Complex","Chatham",647,361,262,40.4946,55.796
"Chatham|4-02C Frank Murray Comm Center","Chatham",1717,647,475,27.6645,37.682
"Chatham|4-04C Lighthouse Baptist Church","Chatham",1853,608,539,29.088,32.8117
"Chatham|4-05C St Francis Episcopal Church","Chatham",1762,601,472,26.7877,34.109
"Chatham|4-06C First Baptist of the Island","Chatham",1785,531,471,26.3866,29.7479
"Chatham|4-07C Wilmington Island UMC","Chatham",2503,907,771,30.803,36.2365
"Chatham|4-08C Wilmington Island Pres Church","Chatham",2201,669,671,30.4861,30.3953
"Chatham|4-10C Guard House Comm Ctr","Chatham",1162,471,305,26.2478,40.5336
"Chatham|4-11C Tybee Island School Cafe","Chatham",1271,489,315,24.7836,38.4736
"Chatham|4-12C St Peters Episcopal","Chatham",1987,618,697,35.078,31.1022
"Chatham|4-13C Skidaway Island Pres Church","Chatham",2133,739,861,40.3657,34.646
"Chatham|4-14C Skidaway Island Baptist","Chatham",1511,554,625,41.3633,36.6645
"Chatham|4-15C Skidaway Island State Park","Chatham",1575,572,756,48,36.3175
"Chatham|5-01C Bartlett Middle School","Chatham",621,456,175,28.1804,73.43
"Chatham|5-02C Senior Citizens Center","Chatham",411,350,141,34.3066,85.1582
"Chatham|5-03C Butler Presbyterian Church","Chatham",577,550,193,33.4489,95.3206
"Chatham|5-05C Liberty City Comm Ctr","Chatham",1656,1593,606,36.5942,96.1957
"Chatham|5-06C Seed Church","Chatham",1274,1054,397,31.1617,82.7316
"Chatham|5-07C Station 1","Chatham",1068,791,307,28.7453,74.0637
"Chatham|5-08C Savannah Primitive BC","Chatham",1137,817,374,32.8936,71.8558
"Chatham|5-10C Tatumville Community Center","Chatham",2038,1910,713,34.9853,93.7193
"Chatham|5-11C Largo-Tibet Elementary","Chatham",1752,1332,583,33.2763,76.0274
"Chatham|6-01C White Bluff Presbyterian","Chatham",1180,754,339,28.7288,63.8983
"Chatham|6-02C Windsor Forest Baptist","Chatham",1799,771,542,30.1278,42.8571
"Chatham|6-03C Crusader Comm Center","Chatham",1967,1170,627,31.876,59.4814
"Chatham|6-05C Windsor Hall","Chatham",1258,790,384,30.5246,62.7981
"Chatham|6-06C The Light Church","Chatham",934,474,249,26.6595,50.7495
"Chatham|6-08C Christ Memorial Baptist Church","Chatham",1262,912,372,29.477,72.2662
"Chatham|6-09C Trinity Lutheran Church","Chatham",2273,1261,680,29.9164,55.4773
"Chatham|6-10C Station 3","Chatham",2984,1557,954,31.9705,52.1783
"Chatham|6-11C Bamboo Farms","Chatham",3135,2091,868,27.6874,66.6986
"Chatham|7-01C Garden City Senior Ctr","Chatham",914,408,255,27.8993,44.6389
"Chatham|7-03C PB Edwards Gym","Chatham",768,244,161,20.9635,31.7708
"Chatham|7-04C Lake Shore Comm Ctr","Chatham",1927,1464,418,21.6917,75.973
"Chatham|7-05C Woodlawn Baptist Church","Chatham",753,433,154,20.4515,57.5033
"Chatham|7-06C Pooler City Hall","Chatham",2155,1087,581,26.9606,50.4408
"Chatham|7-07C Rothwell Baptist Church","Chatham",2653,1036,816,30.7576,39.0501
"Chatham|7-08C Bloomingdale Comm Ctr","Chatham",1772,366,363,20.4853,20.6546
"Chatham|7-09C Savannah Holy C of G","Chatham",1710,979,538,31.462,57.2515
"Chatham|7-10C Progressive Rec Center","Chatham",2610,1652,722,27.6628,63.295
"Chatham|7-11C Seventh Day Adv Church","Chatham",4056,2508,1095,26.997,61.8343
"Chatham|7-12C Pooler Church","Chatham",2351,1369,713,30.3275,58.2305
"Chatham|7-13C Southside Fire Trng Ctr","Chatham",2091,775,779,37.2549,37.0636
"Chatham|7-14C Coastal Cathedral","Chatham",5073,3374,1706,33.629,66.509
"Chatham|7-15C Rice Creek School","Chatham",1550,974,346,22.3226,62.8387
"Chatham|7-16C Pooler Recreation Center Gymnasium","Chatham",2706,1231,896,33.1116,45.4915
"Chatham|8-01C Civic Center","Chatham",337,267,106,31.454,79.2285
"Chatham|8-02C Hellenic Center","Chatham",1018,827,298,29.2731,81.2377
"Chatham|8-03C Silk Hope Baptist Church","Chatham",473,164,101,21.3531,34.6723
"Chatham|8-05C W Broad St YMCA","Chatham",687,639,173,25.182,93.0131
"Chatham|8-06C Tompkins Rec Center","Chatham",542,509,164,30.2583,93.9114
"Chatham|8-07C Woodville-Tompkins TI","Chatham",338,320,93,27.5148,94.6746
"Chatham|8-08C Resur of Our Lord Church","Chatham",910,867,289,31.7582,95.2747
"Chatham|8-09C Moses Jackson Center","Chatham",706,672,213,30.17,95.1841
"Chatham|8-10C Carver Heights Comm Ctr","Chatham",1010,989,364,36.0396,97.9208
"Chatham|8-11C Butler Elementary","Chatham",961,938,369,38.3975,97.6067
"Chatham|8-12C Beach High School","Chatham",652,526,176,26.9939,80.6748
"Chatham|8-13C Savannah Christian","Chatham",417,140,109,26.1391,33.5731
"Chatham|8-15C Garden City Rec Center","Chatham",823,745,259,31.4702,90.5225
"Chatham|8-16C Royal Cinemas and IMAX","Chatham",2187,1151,721,32.9675,52.6292
"Chattahoochee|Activity Center","Chattahoochee",1582,667,307,19.4058,42.1618
"Chattooga|Alpine","Chattooga",663,109,104,15.6863,16.4404
"Chattooga|Cloudland","Chattooga",298,70,61,20.4698,23.4899
"Chattooga|Coldwater","Chattooga",195,62,40,20.5128,31.7949
"Chattooga|Dirtseller","Chattooga",132,19,13,9.84848,14.3939
"Chattooga|Dirttown","Chattooga",720,114,122,16.9444,15.8333
"Chattooga|Haywood","Chattooga",116,15,8,6.89655,12.931
"Chattooga|Lyerly","Chattooga",666,108,85,12.7628,16.2162
"Chattooga|Pennville","Chattooga",359,51,54,15.0418,14.2061
"Chattooga|Seminole","Chattooga",106,10,21,19.8113,9.43396
"Chattooga|Subligna","Chattooga",385,37,67,17.4026,9.61039
"Chattooga|Summerville","Chattooga",3537,845,715,20.2149,23.8903
"Chattooga|Teloga","Chattooga",460,46,89,19.3478,10
"Chattooga|Trion","Chattooga",2413,368,397,16.4525,15.2507
"Cherokee|Air Acres","Cherokee",2502,943,804,32.1343,37.6898
"Cherokee|Arnold Mill","Cherokee",3967,1099,1091,27.5019,27.7036
"Cherokee|Avery","Cherokee",2921,580,743,25.4365,19.8562
"Cherokee|Ball Ground","Cherokee",3090,489,500,16.1812,15.8252
"Cherokee|Bascomb","Cherokee",3196,981,798,24.9687,30.6946
"Cherokee|Bells","Cherokee",4166,1816,1197,28.7326,43.591
"Cherokee|Booth","Cherokee",3115,1009,891,28.6035,32.3917
"Cherokee|Bradshaw","Cherokee",3693,958,996,26.9699,25.941
"Cherokee|Bridgemill","Cherokee",4171,1123,1075,25.7732,26.924
"Cherokee|Canton","Cherokee",5778,1894,1931,33.4199,32.7795
"Cherokee|Carmel","Cherokee",3091,1316,893,28.8903,42.5752
"Cherokee|Clayton","Cherokee",3728,790,848,22.7468,21.191
"Cherokee|Conns Creek","Cherokee",686,64,86,12.5364,9.32945
"Cherokee|Deer Run","Cherokee",2369,836,594,25.0739,35.2892
"Cherokee|Dixie","Cherokee",4008,1607,1137,28.3683,40.0948
"Cherokee|Freehome","Cherokee",4690,1016,1257,26.8017,21.6631
"Cherokee|Hickory Flat","Cherokee",5916,1813,1480,25.0169,30.6457
"Cherokee|Hightower","Cherokee",2788,438,604,21.6643,15.7102
"Cherokee|Hillside","Cherokee",2565,735,690,26.9006,28.655
"Cherokee|Holly Springs","Cherokee",2218,579,468,21.1001,26.1046
"Cherokee|Kellogg","Cherokee",3727,1268,931,24.9799,34.022
"Cherokee|Liberty","Cherokee",5994,1996,1486,24.7915,33.3
"Cherokee|Little River","Cherokee",5987,2310,2245,37.4979,38.5836
"Cherokee|Macedonia","Cherokee",3953,889,946,23.9312,22.4892
"Cherokee|Mountain Road","Cherokee",2454,653,597,24.3276,26.6096
"Cherokee|Neese","Cherokee",5578,2179,1692,30.3335,39.0642
"Cherokee|Oak Grove","Cherokee",2660,770,701,26.3534,28.9474
"Cherokee|R M Moore","Cherokee",2616,332,525,20.0688,12.6911
"Cherokee|R T Jones","Cherokee",1562,513,350,22.4072,32.8425
"Cherokee|Rosecreek","Cherokee",2953,922,747,25.2963,31.2225
"Cherokee|Salacoa","Cherokee",528,69,92,17.4242,13.0682
"Cherokee|Sixes","Cherokee",2533,708,719,28.3853,27.951
"Cherokee|Sutallee","Cherokee",2044,324,360,17.6125,15.8513
"Cherokee|Teasley","Cherokee",6087,1663,1306,21.4556,27.3205
"Cherokee|Toonigh","Cherokee",5113,1599,1260,24.6431,31.2732
"Cherokee|Union Hill","Cherokee",3453,712,805,23.3131,20.6198
"Cherokee|Univeter","Cherokee",4088,863,925,22.6272,21.1106
"Cherokee|Victoria","Cherokee",2320,599,490,21.1207,25.819
"Cherokee|Waleska","Cherokee",2253,524,657,29.1611,23.2579
"Cherokee|Wildcat","Cherokee",2409,613,456,18.929,25.4462
"Cherokee|Woodlands","Cherokee",2684,1078,721,26.8629,40.1639
"Cherokee|Woodstock","Cherokee",5176,2124,1434,27.7048,41.0355
"Clarke|1A","Clarke",1944,1202,657,33.7963,61.8313
"Clarke|1B","Clarke",2534,1689,1019,40.2131,66.6535
"Clarke|1C","Clarke",1837,1244,740,40.2831,67.7191
"Clarke|1D","Clarke",2308,1464,1021,44.2374,63.4315
"Clarke|2A","Clarke",2355,1864,816,34.6497,79.1507
"Clarke|2B","Clarke",2697,2334,821,30.4412,86.5406
"Clarke|3A","Clarke",1510,1309,499,33.0464,86.6887
