"mode","house","senate","n","share"
"separate",312,54,4,0.0002
"separate",316,54,2,0.0001
"separate",328,54,1,0.00005
"separate",332,54,3,0.00015
"separate",336,54,1,0.00005
"separate",380,54,1,0.00005
"separate",184,55,1,0.00005
"separate",188,55,7,0.00035
"separate",192,55,4,0.0002
"separate",196,55,12,0.0006
"separate",200,55,8,0.0004
"separate",204,55,20,0.001
"separate",208,55,28,0.0014
"separate",212,55,33,0.00165
"separate",216,55,45,0.00225
"separate",220,55,74,0.0037
"separate",224,55,71,0.00355
"separate",228,55,68,0.0034
"separate",232,55,89,0.00445
"separate",236,55,99,0.00495
"separate",240,55,84,0.0042
"separate",244,55,83,0.00415
"separate",248,55,79,0.00395
"separate",252,55,79,0.00395
"separate",256,55,65,0.00325
"separate",260,55,51,0.00255
"separate",264,55,66,0.0033
"separate",268,55,38,0.0019
"separate",272,55,41,0.00205
"separate",276,55,32,0.0016
"separate",280,55,17,0.00085
"separate",284,55,18,0.0009
"separate",288,55,13,0.00065
"separate",292,55,8,0.0004
"separate",296,55,7,0.00035
"separate",300,55,3,0.00015
"separate",304,55,2,0.0001
"separate",308,55,4,0.0002
"separate",312,55,2,0.0001
"separate",316,55,2,0.0001
"separate",320,55,2,0.0001
"separate",324,55,2,0.0001
"separate",328,55,1,0.00005
"separate",340,55,1,0.00005
"separate",180,56,1,0.00005
"separate",188,56,1,0.00005
"separate",192,56,3,0.00015
"separate",196,56,9,0.00045
"separate",200,56,6,0.0003
"separate",204,56,12,0.0006
"separate",208,56,10,0.0005
"separate",212,56,24,0.0012
"separate",216,56,22,0.0011
"separate",220,56,37,0.00185
"separate",224,56,48,0.0024
"separate",228,56,49,0.00245
"separate",232,56,57,0.00285
"separate",236,56,70,0.0035
"separate",240,56,56,0.0028
"separate",244,56,53,0.00265
"separate",248,56,63,0.00315
"separate",252,56,53,0.00265
"separate",256,56,49,0.00245
"separate",260,56,44,0.0022
"separate",264,56,35,0.00175
"separate",268,56,29,0.00145
"separate",272,56,24,0.0012
"separate",276,56,16,0.0008
"separate",280,56,21,0.00105
"separate",284,56,15,0.00075
"separate",288,56,11,0.00055
"separate",292,56,9,0.00045
"separate",296,56,9,0.00045
"separate",300,56,4,0.0002
"separate",304,56,4,0.0002
"separate",308,56,1,0.00005
"separate",312,56,1,0.00005
"separate",320,56,2,0.0001
"separate",324,56,1,0.00005
"separate",180,57,1,0.00005
"separate",188,57,2,0.0001
"separate",192,57,2,0.0001
"separate",196,57,3,0.00015
"separate",200,57,5,0.00025
"separate",204,57,14,0.0007
"separate",208,57,14,0.0007
"separate",212,57,18,0.0009
"separate",216,57,11,0.00055
"separate",220,57,26,0.0013
"separate",224,57,25,0.00125
"separate",228,57,21,0.00105
"separate",232,57,38,0.0019
"separate",236,57,37,0.00185
"separate",240,57,41,0.00205
"separate",244,57,38,0.0019
"separate",248,57,29,0.00145
"separate",252,57,33,0.00165
"separate",256,57,40,0.002
"separate",260,57,29,0.00145
"separate",264,57,30,0.0015
"separate",268,57,20,0.001
"separate",272,57,15,0.00075
"separate",276,57,15,0.00075
"separate",280,57,7,0.00035
"separate",284,57,6,0.0003
"separate",288,57,2,0.0001
"separate",292,57,7,0.00035
"separate",296,57,1,0.00005
"separate",300,57,5,0.00025
"separate",304,57,5,0.00025
"separate",308,57,2,0.0001
"separate",332,57,1,0.00005
"separate",336,57,1,0.00005
"separate",172,58,1,0.00005
"separate",188,58,1,0.00005
"separate",192,58,5,0.00025
"separate",196,58,2,0.0001
"separate",200,58,2,0.0001
"separate",204,58,4,0.0002
"separate",208,58,6,0.0003
"separate",212,58,14,0.0007
"separate",216,58,8,0.0004
"separate",220,58,17,0.00085
"separate",224,58,14,0.0007
"separate",228,58,15,0.00075
"separate",232,58,24,0.0012
"separate",236,58,33,0.00165
"separate",240,58,29,0.00145
"separate",244,58,29,0.00145
"separate",248,58,23,0.00115
"separate",252,58,27,0.00135
"separate",256,58,21,0.00105
"separate",260,58,9,0.00045
"separate",264,58,17,0.00085
"separate",268,58,12,0.0006
"separate",272,58,13,0.00065
"separate",276,58,3,0.00015
"separate",280,58,7,0.00035
"separate",284,58,1,0.00005
"separate",288,58,6,0.0003
"separate",292,58,1,0.00005
"separate",296,58,1,0.00005
"separate",300,58,2,0.0001
"separate",336,58,1,0.00005
"separate",160,59,1,0.00005
"separate",176,59,1,0.00005
"separate",180,59,2,0.0001
"separate",192,59,2,0.0001
"separate",200,59,1,0.00005
"separate",204,59,2,0.0001
"separate",208,59,4,0.0002
"separate",212,59,4,0.0002
"separate",216,59,7,0.00035
"separate",220,59,11,0.00055
"separate",224,59,6,0.0003
"separate",228,59,13,0.00065
"separate",232,59,9,0.00045
"separate",236,59,13,0.00065
"separate",240,59,15,0.00075
"separate",244,59,14,0.0007
"separate",248,59,14,0.0007
"separate",252,59,10,0.0005
"separate",256,59,11,0.00055
"separate",260,59,13,0.00065
"separate",264,59,7,0.00035
"separate",268,59,9,0.00045
"separate",272,59,7,0.00035
"separate",276,59,3,0.00015
"separate",280,59,2,0.0001
"separate",284,59,5,0.00025
"separate",292,59,1,0.00005
"separate",296,59,3,0.00015
"separate",300,59,1,0.00005
"separate",312,59,1,0.00005
"separate",184,60,1,0.00005
"separate",200,60,1,0.00005
"separate",208,60,1,0.00005
"separate",212,60,2,0.0001
"separate",216,60,3,0.00015
"separate",220,60,7,0.00035
"separate",224,60,6,0.0003
"separate",228,60,6,0.0003
"separate",232,60,6,0.0003
"separate",236,60,5,0.00025
"separate",240,60,10,0.0005
"separate",244,60,9,0.00045
"separate",248,60,8,0.0004
"separate",252,60,5,0.00025
"separate",256,60,3,0.00015
"separate",260,60,4,0.0002
"separate",264,60,5,0.00025
"separate",268,60,1,0.00005
"separate",272,60,2,0.0001
"separate",280,60,3,0.00015
"separate",288,60,2,0.0001
"separate",292,60,4,0.0002
"separate",204,61,1,0.00005
"separate",208,61,2,0.0001
"separate",220,61,2,0.0001
"separate",224,61,2,0.0001
"separate",228,61,5,0.00025
"separate",236,61,6,0.0003
"separate",240,61,2,0.0001
"separate",244,61,3,0.00015
"separate",248,61,1,0.00005
"separate",252,61,3,0.00015
"separate",256,61,2,0.0001
"separate",260,61,2,0.0001
"separate",268,61,2,0.0001
"separate",272,61,2,0.0001
"separate",276,61,2,0.0001
"separate",196,62,1,0.00005
"separate",216,62,1,0.00005
"separate",220,62,1,0.00005
"separate",224,62,2,0.0001
"separate",228,62,2,0.0001
"separate",232,62,2,0.0001
"separate",240,62,2,0.0001
"separate",244,62,1,0.00005
"separate",248,62,2,0.0001
"separate",252,62,2,0.0001
"separate",260,62,2,0.0001
"separate",264,62,1,0.00005
"separate",292,62,1,0.00005
"separate",240,63,1,0.00005
"separate",244,63,1,0.00005
"separate",248,63,1,0.00005
"separate",264,63,1,0.00005
"separate",268,63,1,0.00005
"separate",200,64,1,0.00005
"separate",220,64,1,0.00005
"separate",240,64,1,0.00005
