script	stamped_on	stamp_source	file	bytes	sha256	rows	file_mtime
build-data.R	2026-08-17	disk	derived/arcs.csv	11748	sha256:b6bbfc4c2d108a05774217f3356b46e634f6e032f58b108344c1fc16dc92c726	147	2026-08-13
build-data.R	2026-08-17	disk	derived/county_focus.csv	2179	sha256:71522d6b3d3ba2d642bdb3738a8ace6a1e826a68acc43be2c0f03bd606fa3974	40	2026-08-13
build-data.R	2026-08-17	disk	derived/flows.csv	126338	sha256:59e450f52ae53ba51d751ff5eda8b67a46bccd67bfc2e87db9235e45bfc01481	2652	2026-08-13
build-data.R	2026-08-17	disk	derived/map_insets.csv	126	sha256:74930a1da08d1e67b6e224f79052a9e92e2a8aacdd7bcffe8406bc956b86074a	3	2026-08-13
build-data.R	2026-08-17	disk	derived/map_states.csv	52195	sha256:a586e41079716c7fc957e1169490ee53fed17f6953c1ca6dda45f877fb9436e2	132	2026-08-13
build-data.R	2026-08-17	disk	derived/meta.csv	935	sha256:9287c94b0ab32bd5391ef0e922689feffc164945bb6e428f7af9ce43cac37d7e	37	2026-08-13
build-data.R	2026-08-17	disk	derived/mobility.csv	2702	sha256:36f8f0e050b30985ee4f201a5846601e0efa43d5ff613009aec6e3ad02ecc374	65	2026-08-13
build-data.R	2026-08-17	disk	derived/states.csv	13954	sha256:6bfd698e516856368c54acb85a426837994c297a8fc8875cc49fd57c1e951199	52	2026-08-13
build-data.R	2026-08-17	disk	raw/CenPop2020_Mean_ST.txt	2324	sha256:af37e0d68c617f417ef805a94c07cbb0f788863e3cc4db21a3b35f28766f2f06	53	2026-08-10
build-data.R	2026-08-17	disk	raw/State_of_Residence_By_Place_of_Birth_Table_2024_T13.xlsx	102072	sha256:5128d5032425290cd4e9b4541c6fce054dc9c9d5d060abbc9b405a3abf2a32d2		2026-08-10
build-data.R	2026-08-17	disk	raw/State_to_State_Migration_Table_2024_T13.xlsx	190028	sha256:9fcbca6df66289bd13fa7b95ac07aaeaeb7adac448458ff09273f37f014c4c85		2026-08-10
build-data.R	2026-08-17	disk	raw/cb_2020_us_state_20m.zip	188558	sha256:1d872779cbfa2c2bf828850664aa9593a35844205e2e4bed5aeb78affb8da050		2026-08-10
build-data.R	2026-08-17	disk	raw/cb_state/cb_2020_us_state_20m.cpg	5	sha256:3ad3031f5503a4404af825262ee8232cc04d4ea6683d42c5dd0a2f2a27ac9824		2021-01-12
build-data.R	2026-08-17	disk	raw/cb_state/cb_2020_us_state_20m.dbf	8434	sha256:23b00be831a86dab04fcd5a4626d005fd3fbded23020381da15ac18a2d1d2ecb		2021-01-12
build-data.R	2026-08-17	disk	raw/cb_state/cb_2020_us_state_20m.prj	165	sha256:0b9041e921d9ebb43247d314608fe9e38a0b008ee793067fc1806199ea1fb9dd		2021-01-12
build-data.R	2026-08-17	disk	raw/cb_state/cb_2020_us_state_20m.shp	224116	sha256:fa301d535c9f5a98701f30a550f7c550c6a1ec2db93b1b18ef702c3c75096531		2021-01-12
build-data.R	2026-08-17	disk	raw/cb_state/cb_2020_us_state_20m.shp.ea.iso.xml	15906	sha256:f40d67566563d0ef32012e56442e19f1a756065952464c375cb45b7822b50218	300	2021-05-04
build-data.R	2026-08-17	disk	raw/cb_state/cb_2020_us_state_20m.shp.iso.xml	32437	sha256:7f747cddc37738a24bf9ee554236ff52b89c71ec58432c728e500fffb939fedf	546	2021-05-04
build-data.R	2026-08-17	disk	raw/cb_state/cb_2020_us_state_20m.shx	516	sha256:f5dc67fe8bfbceaa8c414b32e429d231ac87b682472d023036b2df8873802352		2021-01-12
build-data.R	2026-08-17	disk	raw/county-to-county-2016-2020-ins-outs-nets-gross.xlsx	30386879	sha256:4eb369005ab4f3c79c0a36e7e6f54a49c2204ddb9a9a9d33fd723a626f3c47a9		2026-08-10
build-data.R	2026-08-17	disk	raw/tab-a-1.xls	50176	sha256:06122c3ebd3dac8faf015bf3987323765af342683baf841d9c1320d93aa2b9d3		2026-08-10
