"key","value"
"voters",49771
"acc",65.53
"acc_lo",65.11
"acc_hi",65.94
"auc",0.8296
"n_hit",45984
"pct_hit",92.4
"n_miss",3787
"pct_miss",7.6
"aian_n",1236
"aian_recall",0.32
"aian_lo",0.13
"aian_hi",0.83
"aian_prec",2.52
"white_recall",90.12
"black_recall",39.29
"half_tpr",35.7
"half_fpr",5.3
"half_prec",78.9
"best_t",0.172
"best_tpr",77.9
"best_fpr",27.2
"wid_dec",8
"wid_n",2227
"wid_w",4
"nar_dec",10
"nar_n",3462
"nar_w",1.8
"dec_lo_recall",3.1
"dec_hi_recall",91.62
