"first","last","state","district","senate","party_raw","party","party_side","faction_code","incumbent","open_seat","contested","prim_result","prim_share","experience","female","immigration","the Affordable Care Act","Benghazi","taxes","the minimum wage","gun control","abortion","climate change","the NSA","same-sex marriage","the debt and deficit","the Keystone pipeline","regulation","defense spending","silent_on"
"Jeremy","Anderson","ID","SEN",TRUE,"R","R","Republican",100,FALSE,NA,TRUE,"lost",20.1,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Bobby","Rush","IL","1",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,1,4,1,3,1,4,1,3,4,1,4,1,4,6
"Jimmy","Tillman","IL","1",FALSE,"R","R","Republican",100,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Brad","Schneider","IL","10",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,4,1,1,1,1,1,4,1,3,3,1,1,2
"Robert","Dold","IL","10",FALSE,"R","R","Republican",11,FALSE,0,FALSE,"won",100,TRUE,FALSE,4,3,4,2,4,4,4,4,4,4,2,4,2,4,10
"Ian","Bayne","IL","11",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",3.5,FALSE,FALSE,2,2,4,2,2,2,2,4,4,4,2,4,2,4,6
"Bill","Foster","IL","11",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,4,3,1,1,4,1,3,4,3,3,3,3,3
"Darlene","Senger","IL","11",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"won",36.9,TRUE,TRUE,4,2,4,2,4,4,2,4,4,4,2,4,2,4,9
"Chris","Balkema","IL","11",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",33.4,TRUE,FALSE,4,4,4,2,4,4,2,4,4,4,2,4,2,4,10
"Bert","Miller","IL","11",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"lost",26.3,FALSE,FALSE,3,2,4,2,4,4,4,4,4,4,2,1,2,4,8
"Mike","Bost","IL","12",FALSE,"R","R","Republican",100,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"William","Enyart","IL","12",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,4,1,1,1,1,3,3,3,3,1,3,3,1
"Erika","Harold","IL","13",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",41.2,FALSE,TRUE,4,4,4,2,4,2,2,4,4,4,4,4,2,4,10
"George","Gollin","IL","13",FALSE,"D","D","Democrat",66,FALSE,0,TRUE,"lost",31.4,FALSE,FALSE,1,3,4,3,4,4,1,1,4,1,3,4,1,4,6
"David","Green","IL","13",FALSE,"D","D","Democrat",66,FALSE,0,TRUE,"lost",14,FALSE,FALSE,1,3,4,1,1,1,1,1,2,1,3,3,1,4,2
"Ann","Callis","IL","13",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"won",54.7,FALSE,TRUE,4,3,4,1,4,3,1,1,4,1,3,4,4,4,7
"Michael","Firsching","IL","13",FALSE,"R","R","Republican",55,FALSE,0,TRUE,"lost",4.2,TRUE,FALSE,3,2,4,2,4,4,3,1,4,4,2,4,3,4,7
"Rodney","Davis","IL","13",FALSE,"R","R","Republican",11,TRUE,0,TRUE,"won",54.6,TRUE,FALSE,4,2,4,4,4,4,4,4,4,4,2,1,2,4,10
"Randall","Hultgren","IL","14",FALSE,"R","R","Republican",100,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,2,4,2,4,4,2,4,4,2,2,4,2,2,7
"Dennis","Anderson","IL","14",FALSE,"D","D","Democrat",66,FALSE,0,TRUE,"won",65.8,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,3,4,3,1,11
"John","Hosta","IL","14",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",34.2,FALSE,FALSE,4,4,4,3,4,3,2,1,4,3,3,4,4,3,7
"John","Shimkus","IL","15",FALSE,"R","R","Republican",100,TRUE,0,FALSE,"won",100,TRUE,FALSE,2,3,4,2,4,2,2,4,4,2,2,4,2,4,6
"Eric","Thorsland","IL","15",FALSE,"D","D","Democrat",100,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"David","Hale Jr.","IL","16",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",21.6,FALSE,FALSE,2,2,4,2,4,2,2,4,4,2,2,1,2,4,5
"Adam","Kinzinger","IL","16",FALSE,"R","R","Republican",11,TRUE,0,TRUE,"won",78.4,TRUE,FALSE,2,2,2,3,4,4,4,4,2,4,2,4,2,1,6
"Randall Wayne","Olsen","IL","16",FALSE,"D","D","Democrat",100,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Bobby","Schilling","IL","17",FALSE,"R","R","Republican",11,FALSE,0,FALSE,"won",100,TRUE,FALSE,4,2,4,2,4,2,2,4,4,4,2,4,2,4,8
"Cheri","Bustos","IL","17",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Darrel","Miller","IL","18",FALSE,"D","D","Democrat",88,FALSE,0,TRUE,"won",54.3,FALSE,FALSE,4,3,4,1,1,4,4,4,4,4,3,4,3,3,8
"Aaron","Schock","IL","18",FALSE,"R","R","Republican",100,TRUE,0,FALSE,"won",100,FALSE,FALSE,4,3,4,3,4,4,4,4,4,4,3,4,2,4,10
"Robin","Mellon","IL","18",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",45.7,FALSE,FALSE,4,3,4,3,4,4,4,4,4,4,3,4,3,3,9
"Eric","Wallace","IL","2",FALSE,"R","R","Republican",11,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,2,4,2,4,2,2,4,4,2,2,4,2,4,7
"Robin","Kelly","IL","2",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,TRUE,1,1,4,1,1,1,1,1,4,1,1,4,4,3,4
"Sharon","Brannigan","IL","3",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"won",62.7,TRUE,TRUE,2,2,4,2,4,2,2,4,4,4,2,4,2,4,7
"Daniel William","Lipinski","IL","3",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,FALSE,2,3,4,3,1,3,2,1,4,3,3,4,3,4,4
"Diane","Harris","IL","3",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",37.33,TRUE,TRUE,2,2,4,2,4,2,2,4,4,2,4,4,2,3,6
"Alexandra","Eidenberg","IL","4",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",16.5,FALSE,TRUE,4,3,4,4,4,4,1,4,4,4,4,4,4,4,12
"Jorge Gerardo","Zavala","IL","4",FALSE,"D","D","Democrat",66,FALSE,0,TRUE,"lost",9.2,FALSE,FALSE,3,4,4,4,4,4,4,3,4,4,4,4,4,4,12
"Hector","Concepcion","IL","4",FALSE,"R","R","Republican",11,FALSE,0,FALSE,"won",100,FALSE,FALSE,1,4,4,4,4,4,4,4,4,4,4,4,4,4,13
"Luis V.","Gutierrez","IL","4",FALSE,"D","D","Democrat",77,TRUE,0,TRUE,"won",74.3,TRUE,FALSE,1,1,4,1,1,1,4,1,3,4,1,4,3,4,5
"Mikey","Quigley","IL","5",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,4,1,1,1,1,1,3,1,1,4,1,1,2
"Peter","Roskam","IL","6",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,3,4,2,4,4,4,4,4,4,4,4,4,4,12
"Michael","Mason","IL","6",FALSE,"D","D","Democrat",100,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Danny","Davis","IL","7",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,4,1,1,1,1,1,3,1,3,2,1,3,1
"Robert","Bumpers","IL","7",FALSE,"R","R","Republican",100,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Tammy","Duckworth","IL","8",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,TRUE,1,1,4,1,1,1,1,1,3,1,1,2,1,1,1
"Manju","Goel","IL","8",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"lost",28.5,FALSE,TRUE,4,2,4,2,4,4,4,4,4,4,2,4,2,4,10
"Larry","Kaifesh","IL","8",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"won",71.5,FALSE,FALSE,2,2,4,2,4,4,4,4,4,4,2,4,2,4,9
"Susanne","Atanus","IL","9",FALSE,"R","R","Republican",100,FALSE,0,TRUE,"won",52.4,FALSE,TRUE,4,4,4,2,4,4,4,3,4,4,2,4,2,1,9
"Janice","Schakowsky","IL","9",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,TRUE,1,1,4,1,1,1,1,1,3,1,1,4,1,1,2
"David","Williams III","IL","9",FALSE,"R","R","Republican",55,FALSE,0,TRUE,"lost",47.6,FALSE,FALSE,3,2,4,2,2,2,2,3,2,3,4,4,2,4,4
"Douglas","Truax","IL","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",43.9,FALSE,FALSE,2,2,4,2,4,2,2,4,4,2,2,4,2,3,5
"Richard (Dick)","Durbin","IL","SEN",TRUE,"D","D","Democrat",66,TRUE,NA,FALSE,"won",100,TRUE,FALSE,4,1,4,4,1,4,4,3,4,4,2,4,1,4,9
"James","Oberweis","IL","SEN",TRUE,"R","R","Republican",11,FALSE,NA,TRUE,"won",56.1,TRUE,FALSE,4,2,2,2,4,2,2,4,4,2,2,4,2,4,6
"Mark","Leyva","IN","1",FALSE,"R","R","Republican",22,FALSE,0,FALSE,"won",100,FALSE,FALSE,2,2,4,2,4,2,4,2,4,4,2,4,2,2,6
"Peter J.","Visclosky","IN","1",FALSE,"D","D","Democrat",100,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,3,4,4,4,4,4,1,4,4,4,4,4,4,12
"Jackie","Walorski","IN","2",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",100,TRUE,TRUE,4,2,4,2,4,4,4,4,4,4,2,4,4,4,11
"Dan","Morrison","IN","2",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",18.5,FALSE,FALSE,1,4,4,4,4,4,4,4,4,4,4,4,4,4,13
"Douglas M.","Carpenter","IN","2",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",9.6,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Joe","Bock","IN","2",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"won",58.1,FALSE,FALSE,4,4,4,3,1,4,4,4,4,4,3,4,4,4,11
"Bob","Kern","IN","2",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",13.8,FALSE,FALSE,4,4,4,4,4,4,4,4,4,3,4,4,4,4,13
"James","Mahoney III","IN","3",FALSE,"R","R","Republican",100,FALSE,0,TRUE,"lost",8.5,FALSE,FALSE,3,2,4,3,3,2,3,1,4,3,2,4,2,1,3
"Justin","Kuhnle","IN","3",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"won",34.8,FALSE,FALSE,4,4,4,3,4,4,4,4,4,4,3,4,4,4,12
"Mark","Baringer","IN","3",FALSE,"R","R","Republican",100,FALSE,0,TRUE,"lost",9.8,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Tommy A.","Schrader","IN","3",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",33.8,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Marlin","Stutzman","IN","3",FALSE,"R","R","Republican",11,TRUE,0,TRUE,"won",81.7,TRUE,FALSE,4,2,4,2,4,2,2,4,4,3,2,4,2,2,6
"Jim","Redmond","IN","3",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",31.3,TRUE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Kevin","Grant","IN","4",FALSE,"R","R","Republican",55,FALSE,0,TRUE,"lost",28.8,FALSE,FALSE,1,1,4,2,4,2,4,1,4,4,2,4,2,2,6
"Todd","Rokita","IN","4",FALSE,"R","R","Republican",22,TRUE,0,TRUE,"won",71.2,TRUE,FALSE,2,2,2,2,4,2,2,3,2,4,2,4,2,1,3
"Jeffrey","Blaydes","IN","4",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",15,FALSE,FALSE,1,4,4,1,1,2,1,4,4,1,1,2,4,4,6
"John","Dale","IN","4",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"won",42.2,FALSE,FALSE,4,4,4,4,4,2,4,4,4,1,4,4,4,4,12
"Roger","Day","IN","4",FALSE,"D","D","Democrat",66,FALSE,0,TRUE,"lost",25.5,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Howard Joesph","Pollchik","IN","4",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",8.8,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"John","Futrell","IN","4",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",8.5,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Susan","Brooks","IN","5",FALSE,"R","R","Republican",11,TRUE,0,TRUE,"won",73.3,TRUE,TRUE,2,2,4,4,4,2,3,4,4,4,2,4,2,4,8
"David","Ford","IN","5",FALSE,"D","D","Democrat",88,FALSE,0,TRUE,"lost",33.1,FALSE,FALSE,4,3,4,4,4,4,4,4,2,4,2,4,2,4,10
"Allen","Davidson","IN","5",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",25,FALSE,FALSE,1,4,4,3,1,4,1,4,4,1,4,4,4,4,9
"David","Stockdale","IN","5",FALSE,"R","R","Republican",55,FALSE,0,TRUE,"lost",14.9,FALSE,FALSE,4,4,4,2,4,2,2,4,2,4,2,4,2,3,7
"Shawn","Denney","IN","5",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"won",41.9,FALSE,FALSE,4,4,4,4,1,4,4,4,4,4,4,4,4,4,13
"David","Campbell","IN","5",FALSE,"R","R","Republican",100,FALSE,0,TRUE,"lost",11.8,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Luke","Messer","IN","6",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,2,2,2,4,2,2,4,2,4,2,1,2,4,5
"Corinne","Westerfield","IN","6",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",22.1,FALSE,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Susan Hall","Heitzman","IN","6",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"won",48.3,FALSE,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Lane","Siekman","IN","6",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",29.6,FALSE,FALSE,1,1,4,4,1,4,4,4,4,4,1,4,4,4,10
"Wayne","Harmon","IN","7",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",23.4,FALSE,FALSE,2,2,2,2,4,2,2,4,4,2,2,4,2,4,5
"Catherine","Ping","IN","7",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"won",35.1,FALSE,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Andre","Carson","IN","7",FALSE,"D","D","Democrat",77,TRUE,0,TRUE,"won",89.1,TRUE,FALSE,1,1,4,1,1,4,4,1,4,4,2,4,3,4,7
"Curtis","Godrey","IN","7",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",5.5,FALSE,FALSE,2,1,4,4,4,4,4,1,4,4,4,4,4,4,11
"Mmoja","Ajabu","IN","7",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",3.6,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"JD","Miniear","IN","7",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",20.4,FALSE,FALSE,2,2,2,2,4,2,2,4,2,2,2,4,2,4,4
"Pierre Quincy","Pullins","IN","7",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",1.8,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Gordon","Smith","IN","7",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",13.5,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Erin","Magee","IN","7",FALSE,"R","R","Republican",100,FALSE,0,TRUE,"lost",7.6,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Tom","Spangler","IN","8",FALSE,"D ","D","Democrat",100,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Larry","Bucshon","IN","8",FALSE,"R","R","Republican",11,TRUE,0,TRUE,"won",74.9,TRUE,FALSE,2,2,2,2,4,2,2,4,4,2,2,4,2,3,4
"Andrew","McNeil","IN","8",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",25.1,FALSE,FALSE,2,2,4,2,4,2,2,2,2,4,2,4,2,4,5
"Kathy","Heil","IN","9",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",12,FALSE,TRUE,4,2,4,2,4,2,2,4,4,2,2,4,2,4,7
"Todd","Young","IN","9",FALSE,"R","R","Republican",22,TRUE,0,TRUE,"won",79.4,TRUE,FALSE,4,2,4,2,4,2,2,4,4,4,2,4,2,1,7
"Bill","Bailey","IN","9",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"won",45.6,TRUE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"William Joseph","Thomas","IN","9",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",14,FALSE,FALSE,3,1,2,4,1,2,3,4,4,4,1,4,4,2,6
"James","McClure","IN","9",FALSE,"D ","D","Democrat",100,FALSE,0,TRUE,"lost",24.9,FALSE,FALSE,4,4,4,1,4,4,4,4,4,4,4,4,4,4,13
"Mark","Jones","IN","9",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",8.6,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Jeffrey S.","Miller","IN","9",FALSE,"D","D","Democrat",66,FALSE,0,TRUE,"lost",15.6,FALSE,FALSE,4,4,4,4,1,4,4,4,4,4,4,4,4,4,13
"Jim","Sherow","KS","1",FALSE,"D","D","Democrat",88,FALSE,0,TRUE,"won",65.6,TRUE,FALSE,1,3,4,4,4,4,3,4,4,4,2,4,4,1,9
"Tim","Huelskamp","KS","1",FALSE,"R","R","Republican",22,TRUE,0,TRUE,"won",54.9,TRUE,FALSE,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0
"Alan","LaPolice","KS","1",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",45,FALSE,FALSE,2,2,4,2,2,4,3,3,2,4,2,4,2,4,5
"Bryan","Whitney","KS","1",FALSE,"D","D","Democrat",88,FALSE,0,TRUE,"lost",34.3,FALSE,FALSE,4,4,4,3,4,4,4,4,4,4,4,4,4,4,13
"Joshua","Tucker","KS","2",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",30.8,FALSE,FALSE,2,4,4,4,4,2,2,4,2,4,2,4,4,4,9
"Margie","Wakefield","KS","2",FALSE,"D","D","Democrat",77,FALSE,0,FALSE,"won",100,FALSE,TRUE,4,3,4,3,1,4,4,4,4,4,4,4,4,4,11
"Lynn","Jenkins","KS","2",FALSE,"R","R","Republican",22,TRUE,0,TRUE,"won",69.1,TRUE,TRUE,2,2,2,2,2,2,4,2,2,4,2,1,2,2,2
"Kelly","Kultala","KS","3",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"won",68.5,TRUE,TRUE,4,4,4,1,1,4,4,4,4,4,4,4,4,4,12
"Reggie","Marselus","KS","3",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",31.4,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Kevin","Yoder","KS","3",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,2,4,2,4,4,4,2,4,4,2,1,2,4,8
"Todd","Tiahrt","KS","4",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"lost",37.3,TRUE,FALSE,2,2,4,3,4,2,2,1,3,2,2,1,2,4,3
"Mike","Pompeo","KS","4",FALSE,"R","R","Republican",22,TRUE,0,TRUE,"won",62.6,TRUE,FALSE,2,2,2,2,4,2,2,2,1,2,2,1,2,2,1
"Perry","Schuckman","KS","4",FALSE,"D","D","Democrat",100,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Alvin","Zahnter","KS","SEN",TRUE,"R","R","Republican",44,FALSE,NA,TRUE,"lost",5.3,FALSE,FALSE,4,2,4,4,4,2,4,4,4,4,4,4,4,4,12
"Milton","Wolf","KS","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",40.7,FALSE,FALSE,2,2,4,3,4,2,2,2,2,2,2,4,2,2,3
"Patrick","Wiesner","KS","SEN",TRUE,"D","D","Democrat",100,FALSE,NA,TRUE,"lost",46.7,FALSE,FALSE,4,4,4,3,4,4,4,4,4,4,2,4,4,4,12
"D.J.","Smith","KS","SEN",TRUE,"R","R","Republican",44,FALSE,NA,TRUE,"lost",5.7,FALSE,TRUE,2,4,4,4,2,4,4,4,2,4,2,4,2,4,9
"Chad","Taylor","KS","SEN",TRUE,"D","D","Democrat",88,FALSE,NA,TRUE,"won",53.2,FALSE,FALSE,1,3,4,3,1,4,4,3,4,3,2,4,4,4,7
"Pat","Roberts","KS","SEN",TRUE,"R","R","Republican",44,TRUE,NA,TRUE,"won",48,TRUE,FALSE,2,2,2,2,4,2,2,2,4,2,2,1,2,2,2
"Ed","Whitfield","KY","1",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",100,TRUE,FALSE,3,2,4,2,4,4,4,2,4,4,2,4,2,1,7
"Wesley","Bolin","KY","1",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",44.52,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Charles","Hatchett","KY","1",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"won",55.48,FALSE,FALSE,4,4,4,3,4,4,4,4,4,4,4,4,4,4,13
"Brett","Guthrie","KY","2",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,2,4,2,4,2,2,2,4,2,2,2,2,2,4
"Ron","Leach","KY","2",FALSE,"D","D","Democrat",100,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,1,4,4,1,4,4,4,4,4,4,4,1,3,10
"John","Yarmuth","KY","3",FALSE,"D","D","Democrat",77,TRUE,0,TRUE,"won",87.04,TRUE,FALSE,1,1,4,1,1,1,1,1,2,1,1,4,3,3,2
"Michael","Macfarlane","KY","3",FALSE,"R","R","Republican",44,FALSE,0,FALSE,"won",100,FALSE,FALSE,2,2,4,2,4,2,2,2,4,4,2,1,2,4,5
"E Ray","Pierce","KY","3",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",12.96,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Thomas","Massie","KY","4",FALSE,"R","R","Republican",22,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,4,4,2,4,2,2,4,4,4,2,4,2,4,9
"Peter","Newberry","KY","4",FALSE,"D","D","Democrat",100,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Hal","Rogers","KY","5",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",100,TRUE,FALSE,2,2,4,2,4,4,4,2,4,4,4,4,4,4,10
"Billy Ray","Wilson","KY","5",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",41.16,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Kenneth","Stepp","KY","5",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"won",58.84,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Andy","Barr","KY","6",FALSE,"R","R","Republican",44,TRUE,0,FALSE,"won",100,TRUE,FALSE,3,2,4,2,4,2,2,2,4,4,2,4,2,4,6
"Geoff","Young","KY","6",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",39.13,FALSE,FALSE,4,4,4,1,4,4,4,4,4,4,4,4,4,4,13
"Elisabeth","Jensen","KY","6",FALSE,"D","D","Democrat",88,FALSE,0,TRUE,"won",60.87,FALSE,TRUE,4,4,4,4,1,4,1,4,4,4,1,4,4,4,11
"Mitch","McConnell","KY","SEN",TRUE,"R","R","Republican",11,TRUE,NA,TRUE,"won",60.19,TRUE,FALSE,4,2,4,2,4,2,4,4,4,4,2,1,2,4,8
"Matt","Bevin","KY","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",35.42,FALSE,FALSE,2,2,4,2,4,2,2,4,2,2,2,4,2,2,4
"Tom","Recktenwald","KY","SEN",TRUE,"D","D","Democrat",100,FALSE,NA,TRUE,"lost",7.4,FALSE,FALSE,4,4,4,4,4,4,4,4,4,1,4,4,4,4,13
"Burrel","Farnsley","KY","SEN",TRUE,"D","D","Democrat",100,FALSE,NA,TRUE,"lost",8.03,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Chris","Payne","KY","SEN",TRUE,"R","R","Republican",55,FALSE,NA,TRUE,"lost",1.5,FALSE,FALSE,4,4,4,2,4,2,4,2,4,1,2,4,2,1,7
"Shawna","Sterling","KY","SEN",TRUE,"R","R","Republican",55,FALSE,NA,TRUE,"lost",2.04,FALSE,TRUE,2,2,4,3,4,2,2,4,2,1,2,4,2,1,4
"Alison","Grimes","KY","SEN",TRUE,"D","D","Democrat",77,FALSE,NA,TRUE,"won",76.47,TRUE,TRUE,4,3,4,3,1,4,1,3,4,4,2,4,3,4,7
"Greg","Leichty","KY","SEN",TRUE,"D","D","Democrat",100,FALSE,NA,TRUE,"lost",8.1,FALSE,FALSE,4,3,4,3,1,4,4,1,4,4,3,4,1,1,7
"Brad","Copas","KY","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",0.86,FALSE,FALSE,3,4,4,2,3,2,2,4,4,4,2,4,2,4,7
"Richard","Neal","MA","1",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,4,1,1,1,4,1,4,4,4,4,4,4,8
"James","McGovern","MA","2",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,1,1,1,1,4,1,2,1,2,2,4,1,2
"Nicola","Tsongas","MA","3",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,TRUE,1,1,4,1,1,1,1,1,2,1,2,4,1,1,2
"Roseann L. Ehrhard","Wofford","MA","3",FALSE,"R","R","Republican",44,FALSE,0,FALSE,"won",100,FALSE,TRUE,4,2,4,4,4,2,4,2,4,4,2,4,2,4,9
