"cvap_black_low_pct","rep_pct","p"
39,41,0.618704
40,41,0.644298
41,41,0.669092
42,41,0.692982
43,41,0.715879
44,41,0.737715
45,41,0.75844
46,41,0.778019
47,41,0.796437
48,41,0.813693
49,41,0.829799
50,41,0.844778
51,41,0.858664
52,41,0.871496
53,41,0.883321
54,41,0.894191
55,41,0.904157
56,41,0.913276
57,41,0.921603
58,41,0.929192
59,41,0.936097
60,41,0.942371
61,41,0.948063
62,41,0.95322
63,41,0.957889
64,41,0.96211
65,41,0.965922
66,41,0.969364
67,41,0.972468
68,41,0.975265
69,41,0.977785
70,41,0.980053
0,42,0.0203022
1,42,0.0226099
2,42,0.0251731
3,42,0.0280186
4,42,0.0311754
5,42,0.0346753
6,42,0.0385524
7,42,0.0428437
8,42,0.0475891
9,42,0.0528311
10,42,0.0586149
11,42,0.0649886
12,42,0.0720022
13,42,0.0797083
14,42,0.0881607
15,42,0.0974146
16,42,0.107525
17,42,0.118548
18,42,0.130534
19,42,0.143536
20,42,0.157598
21,42,0.172759
22,42,0.189052
23,42,0.206498
24,42,0.225107
25,42,0.244875
26,42,0.265784
27,42,0.287797
28,42,0.310862
29,42,0.334907
30,42,0.359839
31,42,0.385553
32,42,0.411921
33,42,0.438804
34,42,0.466052
35,42,0.493504
36,42,0.520995
37,42,0.54836
38,42,0.575435
39,42,0.602065
40,42,0.628104
41,42,0.65342
42,42,0.677896
43,42,0.701434
44,42,0.723952
45,42,0.745388
46,42,0.765699
47,42,0.784856
48,42,0.802851
49,42,0.819687
50,42,0.835379
51,42,0.849956
52,42,0.863453
53,42,0.875913
54,42,0.887385
55,42,0.897919
56,42,0.907571
57,42,0.916395
58,42,0.924447
59,42,0.931781
60,42,0.938451
61,42,0.944507
62,42,0.949999
63,42,0.954974
64,42,0.959474
65,42,0.963542
66,42,0.967216
67,42,0.970531
68,42,0.97352
69,42,0.976213
70,42,0.978638
0,43,0.0189388
1,43,0.0210948
2,43,0.0234904
3,43,0.0261508
4,43,0.0291034
5,43,0.0323784
6,43,0.0360083
7,43,0.0400283
8,43,0.0444763
9,43,0.0493932
10,43,0.0548225
11,43,0.0608103
12,43,0.0674056
13,43,0.0746593
14,43,0.0826244
15,43,0.0913553
16,43,0.100907
17,43,0.111336
18,43,0.122695
19,43,0.135037
20,43,0.148411
21,43,0.162859
22,43,0.17842
23,43,0.19512
24,43,0.212979
25,43,0.232001
26,43,0.252178
27,43,0.273484
28,43,0.295879
29,43,0.319301
30,43,0.343672
31,43,0.368896
32,43,0.394857
33,43,0.421425
34,43,0.448456
35,43,0.475795
36,43,0.50328
37,43,0.530745
38,43,0.558025
39,43,0.584959
40,43,0.611395
41,43,0.637191
42,43,0.662222
43,43,0.686375
44,43,0.709558
45,43,0.731698
46,43,0.752738
47,43,0.772641
48,43,0.791386
49,43,0.808968
50,43,0.825394
51,43,0.840687
52,43,0.854875
53,43,0.867998
54,43,0.880101
55,43,0.891234
56,43,0.901448
57,43,0.9108
58,43,0.919343
59,43,0.927133
60,43,0.934225
61,43,0.940671
62,43,0.946521
63,43,0.951824
64,43,0.956626
65,43,0.960968
66,43,0.964891
67,43,0.968434
68,43,0.971629
69,43,0.974509
70,43,0.977104
0,44,0.0176491
1,44,0.0196612
2,44,0.0218976
3,44,0.0243821
4,44,0.0271407
5,44,0.0302017
6,44,0.033596
7,44,0.0373571
8,44,0.0415211
9,44,0.0461271
10,44,0.0512167
11,44,0.0568344
12,44,0.0630274
13,44,0.0698452
14,44,0.0773396
15,44,0.0855642
16,44,0.0945739
17,44,0.104424
18,44,0.115169
19,44,0.126864
20,44,0.139558
21,44,0.1533
22,44,0.168131
23,44,0.184084
24,44,0.201185
25,44,0.219448
26,44,0.238872
27,44,0.259444
28,44,0.281134
29,44,0.303893
30,44,0.327654
31,44,0.352333
32,44,0.377827
33,44,0.404014
34,44,0.430759
35,44,0.457915
36,44,0.485323
37,44,0.51282
38,44,0.54024
39,44,0.567418
40,44,0.594196
41,44,0.620425
42,44,0.645969
43,44,0.670707
44,44,0.694533
45,44,0.717362
46,44,0.739125
47,44,0.759774
48,44,0.779277
49,44,0.797618
50,44,0.814797
51,44,0.830828
52,44,0.845733
53,44,0.859547
54,44,0.872311
55,44,0.884071
56,44,0.894879
57,44,0.904788
58,44,0.913853
59,44,0.922128
60,44,0.929671
61,44,0.936532
62,44,0.942766
63,44,0.948421
64,44,0.953545
65,44,0.958182
66,44,0.962375
67,44,0.966162
68,44,0.96958
69,44,0.972662
70,44,0.97544
0,45,0.0164306
1,45,0.0183064
2,45,0.020392
3,45,0.0227096
4,45,0.0252838
5,45,0.0281415
6,45,0.0313117
7,45,0.0348263
8,45,0.0387196
9,45,0.0430287
10,45,0.0477936
11,45,0.0530569
12,45,0.0588639
13,45,0.0652627
14,45,0.0723037
15,45,0.0800392
16,45,0.0885234
17,45,0.0978112
18,45,0.107958
19,45,0.119019
20,45,0.131046
21,45,0.14409
22,45,0.158196
23,45,0.173404
24,45,0.189743
25,45,0.207237
26,45,0.225893
27,45,0.245708
28,45,0.266663
29,45,0.288721
30,45,0.311828
31,45,0.33591
32,45,0.360877
33,45,0.38662
34,45,0.413012
35,45,0.439914
36,45,0.467173
37,45,0.49463
38,45,0.522119
39,45,0.549474
40,45,0.576534
41,45,0.603143
42,45,0.629155
43,45,0.654439
44,45,0.678879
45,45,0.702376
46,45,0.724851
47,45,0.746242
48,45,0.766505
49,45,0.785616
50,45,0.803563
51,45,0.820351
52,45,0.835997
53,45,0.850529
54,45,0.863983
55,45,0.876402
56,45,0.887834
57,45,0.898331
58,45,0.907948
59,45,0.91674
60,45,0.924761
61,45,0.932067
62,45,0.93871
63,45,0.944743
64,45,0.950213
65,45,0.955167
66,45,0.959649
67,45,0.9637
68,45,0.967359
69,45,0.970659
70,45,0.973635
0,46,0.015281
1,46,0.0170278
2,46,0.0189705
3,46,0.02113
4,46,0.0235295
5,46,0.0261942
6,46,0.0291517
7,46,0.0324319
8,46,0.0360676
9,46,0.0400939
10,46,0.0445489
11,46,0.0494733
12,46,0.0549109
13,46,0.0609078
14,46,0.0675129
15,46,0.0747772
16,46,0.0827537
17,46,0.091497
18,46,0.101062
19,46,0.111505
20,46,0.122879
21,46,0.135236
22,46,0.148626
23,46,0.163092
24,46,0.17867
25,46,0.195388
26,46,0.213265
27,46,0.232305
28,46,0.2525
29,46,0.273823
30,46,0.296234
31,46,0.319672
32,46,0.344057
33,46,0.369293
34,46,0.395265
35,46,0.421841
36,46,0.448878
37,46,0.476221
38,46,0.503706
39,46,0.53117
40,46,0.558445
41,46,0.585373
42,46,0.6118
43,46,0.637586
44,46,0.662603
45,46,0.686742
46,46,0.70991
47,46,0.732033
48,46,0.753056
49,46,0.772941
50,46,0.791668
51,46,0.809231
52,46,0.82564
53,46,0.840915
54,46,0.855087
55,46,0.868194
56,46,0.880281
57,46,0.891399
58,46,0.9016
59,46,0.910938
60,46,0.919469
61,46,0.927249
62,46,0.93433
63,46,0.940766
64,46,0.946608
65,46,0.951903
66,46,0.956696
67,46,0.961032
68,46,0.964949
69,46,0.968486
70,46,0.971676
0,47,0.0141975
1,47,0.0158225
2,47,0.0176301
3,47,0.0196402
4,47,0.0218743
5,47,0.0243562
6,47,0.0271119
7,47,0.0301697
8,47,0.0335606
9,47,0.0373178
10,47,0.0414777
11,47,0.0460791
12,47,0.0511637
13,47,0.0567759
14,47,0.062963
15,47,0.0697743
16,47,0.0772618
17,47,0.0854789
18,47,0.0944804
19,47,0.104322
20,47,0.115058
21,47,0.126743
22,47,0.139427
23,47,0.153158
24,47,0.167978
25,47,0.18392
26,47,0.20101
27,47,0.219261
28,47,0.238674
29,47,0.259235
30,47,0.280913
31,47,0.303662
32,47,0.327414
33,47,0.352084
34,47,0.37757
35,47,0.403751
36,47,0.430492
37,47,0.457644
38,47,0.485051
39,47,0.512548
40,47,0.539969
41,47,0.56715
42,47,0.593932
43,47,0.620168
44,47,0.64572
45,47,0.670466
46,47,0.694301
47,47,0.717141
48,47,0.738915
49,47,0.759575
50,47,0.779089
51,47,0.797442
52,47,0.814633
53,47,0.830674
54,47,0.845591
55,47,0.859415
56,47,0.872189
57,47,0.88396
58,47,0.894777
59,47,0.904694
60,47,0.913767
61,47,0.92205
62,47,0.929599
63,47,0.936467
64,47,0.942707
65,47,0.948368
66,47,0.953497
67,47,0.958138
68,47,0.962335
69,47,0.966126
70,47,0.969548
0,48,0.0131778
1,48,0.0146878
2,48,0.0163679
3,48,0.0182367
4,48,0.0203145
5,48,0.0226235
6,48,0.0251882
7,48,0.0280353
8,48,0.031194
9,48,0.0346958
10,48,0.0385751
11,48,0.0428689
12,48,0.047617
13,48,0.0528618
14,48,0.0586489
15,48,0.0650259
16,48,0.0720433
17,48,0.0797534
18,48,0.0882101
19,48,0.0974686
20,48,0.107584
21,48,0.118612
22,48,0.130604
23,48,0.143612
24,48,0.157679
25,48,0.172847
26,48,0.189146
27,48,0.206599
28,48,0.225214
29,48,0.244988
30,48,0.265904
31,48,0.287923
32,48,0.310994
33,48,0.335043
34,48,0.359981
35,48,0.385698
36,48,0.41207
37,48,0.438956
38,48,0.466205
39,48,0.493658
40,48,0.521148
41,48,0.548512
42,48,0.575585
43,48,0.602212
44,48,0.628247
45,48,0.653559
46,48,0.67803
47,48,0.701563
48,48,0.724075
49,48,0.745505
50,48,0.765809
51,48,0.78496
52,48,0.802948
53,48,0.819777
54,48,0.835464
55,48,0.850034
56,48,0.863525
57,48,0.87598
58,48,0.887446
59,48,0.897976
60,48,0.907623
61,48,0.916442
62,48,0.92449
63,48,0.93182
64,48,0.938486
65,48,0.944539
66,48,0.950028
67,48,0.955
68,48,0.959498
69,48,0.963564
70,48,0.967236
0,49,0.0122191
1,49,0.0136207
2,49,0.0151807
3,49,0.0169163
4,49,0.0188465
5,49,0.0209922
6,49,0.0233764
7,49,0.0260242
8,49,0.0289631
9,49,0.0322228
10,49,0.0358359
11,49,0.0398374
12,49,0.0442652
13,49,0.0491599
14,49,0.054565
15,49,0.0605266
16,49,0.0670932
17,49,0.074316
18,49,0.0822477
19,49,0.0909428
20,49,0.100457
21,49,0.110844
22,49,0.12216
23,49,0.134457
24,49,0.147782
25,49,0.162181
26,49,0.177691
27,49,0.194339
28,49,0.212145
29,49,0.231115
30,49,0.25124
31,49,0.272496
32,49,0.294842
33,49,0.31822
34,49,0.34255
35,49,0.367737
36,49,0.393668
37,49,0.420211
38,49,0.447225
39,49,0.474553
40,49,0.502035
41,49,0.529504
42,49,0.556796
43,49,0.58375
44,49,0.610211
45,49,0.63604
46,49,0.661107
47,49,0.685302
48,49,0.708531
49,49,0.730719
50,49,0.75181
51,49,0.771765
52,49,0.790563
53,49,0.808197
54,49,0.824675
55,49,0.840019
56,49,0.854256
57,49,0.867427
58,49,0.879575
59,49,0.89075
60,49,0.901005
61,49,0.910394
62,49,0.918973
63,49,0.926796
64,49,0.933919
65,49,0.940393
66,49,0.946269
67,49,0.951596
68,49,0.956418
69,49,0.960781
70,49,0.964722
0,50,0.0113189
1,50,0.0126186
2,50,0.0140654
3,50,0.0156755
4,50,0.0174667
5,50,0.0194584
6,50,0.0216723
7,50,0.0241319
8,50,0.0268629
9,50,0.0298935
10,50,0.0332544
11,50,0.0369787
12,50,0.0411023
13,50,0.0456641
14,50,0.0507053
15,50,0.0562703
16,50,0.0624058
17,50,0.0691614
18,50,0.0765885
19,50,0.0847405
20,50,0.0936723
21,50,0.103439
22,50,0.114096
23,50,0.125697
24,50,0.138293
25,50,0.151933
26,50,0.166657
27,50,0.182501
28,50,0.199491
29,50,0.217642
30,50,0.236955
31,50,0.257418
32,50,0.279002
33,50,0.301661
34,50,0.325329
35,50,0.349924
36,50,0.375344
37,50,0.40147
38,50,0.428169
39,50,0.455292
40,50,0.482683
41,50,0.510178
42,50,0.537612
43,50,0.56482
44,50,0.591644
45,50,0.617932
46,50,0.643547
47,50,0.668367
48,50,0.692285
49,50,0.715213
50,50,0.737081
51,50,0.757839
52,50,0.777453
53,50,0.795906
54,50,0.813196
55,50,0.829336
56,50,0.844348
57,50,0.858266
58,50,0.871129
59,50,0.882983
60,50,0.89388
61,50,0.903873
62,50,0.913016
63,50,0.921366
64,50,0.928976
65,50,0.935901
66,50,0.942193
67,50,0.947901
68,50,0.953074
69,50,0.957756
70,50,0.96199
0,51,0.0104746
1,51,0.0116786
2,51,0.013019
3,51,0.0145111
4,51,0.0161714
5,51,0.0180181
6,51,0.0200715
7,51,0.0223535
8,51,0.0248884
9,51,0.0277027
10,51,0.030825
11,51,0.0342869
12,51,0.0381223
13,51,0.0423679
14,51,0.0470632
15,51,0.0522504
16,51,0.0579746
17,51,0.0642833
18,51,0.0712267
19,51,0.0788568
20,51,0.0872275
21,51,0.0963938
22,51,0.106411
23,51,0.117334
24,51,0.129216
25,51,0.142108
26,51,0.156055
27,51,0.171099
28,51,0.18727
29,51,0.204593
30,51,0.223078
31,51,0.242724
32,51,0.263514
33,51,0.285412
34,51,0.308369
35,51,0.332313
36,51,0.357157
37,51,0.382793
38,51,0.409098
39,51,0.435934
40,51,0.463151
41,51,0.490589
42,51,0.518083
43,51,0.545469
44,51,0.572582
45,51,0.599267
46,51,0.625375
47,51,0.650773
48,51,0.675344
49,51,0.698985
50,51,0.721615
51,51,0.743168
52,51,0.763599
53,51,0.78288
54,51,0.800998
55,51,0.817956
56,51,0.833769
57,51,0.848462
58,51,0.862072
59,51,0.87464
60,51,0.886214
61,51,0.896845
62,51,0.906588
63,51,0.915497
64,51,0.923628
65,51,0.931036
66,51,0.937773
67,51,0.943892
68,51,0.949442
69,51,0.954469
70,51,0.959018
0,52,0.0096838
1,52,0.0107978
2,52,0.0120384
3,52,0.0134196
4,52,0.0149569
5,52,0.0166674
6,52,0.0185697
7,52,0.0206846
8,52,0.0230347
9,52,0.0256448
10,52,0.0285421
11,52,0.0317559
12,52,0.0353186
13,52,0.0392647
14,52,0.0436317
15,52,0.04846
16,52,0.0537925
17,52,0.0596749
18,52,0.0661557
19,52,0.0732855
20,52,0.0811168
21,52,0.0897041
22,52,0.0991024
23,52,0.109367
24,52,0.120553
25,52,0.132712
26,52,0.145894
27,52,0.160143
28,52,0.175499
29,52,0.19199
30,52,0.209637
31,52,0.228447
32,52,0.248414
33,52,0.269517
34,52,0.291717
35,52,0.314958
36,52,0.339163
37,52,0.364239
38,52,0.390075
39,52,0.416543
40,52,0.443501
41,52,0.470795
42,52,0.498266
43,52,0.525747
44,52,0.553073
45,52,0.580082
46,52,0.606619
47,52,0.632542
48,52,0.657721
49,52,0.682041
50,52,0.705408
51,52,0.727743
52,52,0.748987
53,52,0.769099
54,52,0.788056
55,52,0.805849
56,52,0.822485
57,52,0.837982
58,52,0.852369
59,52,0.865683
60,52,0.877969
61,52,0.889274
62,52,0.899652
63,52,0.909157
64,52,0.917843
65,52,0.925767
66,52,0.932982
67,52,0.939542
68,52,0.945497
69,52,0.950896
70,52,0.955786
0,53,0.00894386
1,53,0.00997361
2,53,0.0111206
3,53,0.0123978
4,53,0.0138197
5,53,0.0154021
6,53,0.0171626
7,53,0.0191203
8,53,0.0212966
9,53,0.0237145
10,53,0.0263996
11,53,0.0293795
12,53,0.0326845
13,53,0.0363474
14,53,0.0404037
15,53,0.0448915
16,53,0.0498519
17,53,0.0553286
18,53,0.0613682
19,53,0.0680195
20,53,0.0753339
21,53,0.0833645
22,53,0.0921659
23,53,0.101793
24,53,0.112302
25,53,0.123746
26,53,0.136177
27,53,0.149644
28,53,0.164189
29,53,0.17985
30,53,0.196652
31,53,0.214614
32,53,0.233738
33,53,0.254016
34,53,0.275421
35,53,0.297909
36,53,0.321419
37,53,0.345869
38,53,0.371163
39,53,0.397183
40,53,0.423798
41,53,0.450863
42,53,0.478221
43,53,0.505711
44,53,0.533166
45,53,0.560422
46,53,0.587318
47,53,0.613703
48,53,0.639437
49,53,0.664394
50,53,0.688465
51,53,0.711559
52,53,0.733603
53,53,0.754544
54,53,0.774345
55,53,0.792987
56,53,0.810466
57,53,0.826791
58,53,0.841985
59,53,0.856078
60,53,0.869109
61,53,0.881124
62,53,0.892173
63,53,0.902309
64,53,0.911587
65,53,0.920061
66,53,0.927788
67,53,0.93482
68,53,0.941212
69,53,0.947012
70,53,0.952268
0,54,0.00825236
1,54,0.00920323
2,54,0.0102625
3,54,0.0114424
4,54,0.0127561
5,54,0.0142185
6,54,0.0158458
7,54,0.017656
8,54,0.019669
9,54,0.0219062
10,54,0.0243917
11,54,0.0271513
12,54,0.0302135
13,54,0.033609
14,54,0.0373715
15,54,0.0415371
16,54,0.0461448
17,54,0.0512362
18,54,0.056856
19,54,0.0630511
20,54,0.0698713
21,54,0.0773683
22,54,0.0855957
23,54,0.0946083
24,54,0.104461
25,54,0.11521
26,54,0.126908
27,54,0.139606
28,54,0.153352
29,54,0.168187
30,54,0.184144
31,54,0.20125
32,54,0.219516
33,54,0.238945
34,54,0.259522
35,54,0.281215
36,54,0.303978
37,54,0.327743
38,54,0.352425
39,54,0.377921
40,54,0.404111
41,54,0.430858
42,54,0.458015
43,54,0.485424
44,54,0.512921
45,54,0.540339
46,54,0.567516
47,54,0.594293
48,54,0.62052
49,54,0.646061
50,54,0.670795
51,54,0.694618
52,54,0.717443
53,54,0.739203
54,54,0.759848
55,54,0.779346
56,54,0.797683
57,54,0.814858
58,54,0.830884
59,54,0.845785
60,54,0.859596
61,54,0.872356
62,54,0.884113
63,54,0.894917
64,54,0.904823
65,54,0.913884
66,54,0.922157
67,54,0.929697
68,54,0.936556
69,54,0.942788
70,54,0.948441
0,55,0.00760687
1,55,0.008484
2,55,0.00946131
3,55,0.01055
4,55,0.0117625
5,55,0.0131125
6,55,0.0146151
7,55,0.0162871
8,55,0.0181468
9,55,0.0202145
10,55,0.0225125
11,55,0.0250649
12,55,0.0278985
13,55,0.0310423
14,55,0.0345277
15,55,0.0383889
16,55,0.0426629
17,55,0.0473892
18,55,0.0526104
19,55,0.0583716
20,55,0.0647206
21,55,0.0717075
22,55,0.0793848
23,55,0.0878062
24,55,0.0970268
25,55,0.107102
26,55,0.118087
27,55,0.130034
28,55,0.142994
29,55,0.157012
30,55,0.172129
31,55,0.188376
32,55,0.205775
33,55,0.224337
34,55,0.244059
35,55,0.264922
36,55,0.286892
37,55,0.309917
38,55,0.333923
39,55,0.358822
40,55,0.384506
41,55,0.410851
42,55,0.437717
43,55,0.464953
44,55,0.4924
45,55,0.519892
46,55,0.547265
47,55,0.574355
48,55,0.601005
49,55,0.627071
50,55,0.652418
51,55,0.676931
52,55,0.700508
53,55,0.723068
54,55,0.744549
55,55,0.764905
56,55,0.784109
57,55,0.802151
58,55,0.819033
59,55,0.834771
60,55,0.849392
61,55,0.862931
62,55,0.875432
63,55,0.886942
64,55,0.897514
65,55,0.9072
66,55,0.916056
67,55,0.924138
68,55,0.9315
69,55,0.938195
70,55,0.944275
0,56,0.00700502
1,56,0.0078133
2,56,0.00871403
3,56,0.00971758
4,56,0.0108354
5,56,0.0120803
6,56,0.0134663
7,56,0.0150088
8,56,0.0167251
9,56,0.0186339
10,56,0.020756
11,56,0.023114
12,56,0.0257328
13,56,0.0286397
14,56,0.0318643
15,56,0.0354386
16,56,0.0393976
17,56,0.0437787
18,56,0.0486224
19,56,0.0539717
20,56,0.0598726
21,56,0.0663733
22,56,0.0735247
23,56,0.0813794
24,56,0.0899917
25,56,0.0994168
26,56,0.10971
27,56,0.120926
28,56,0.133117
29,56,0.146332
30,56,0.160617
31,56,0.176008
32,56,0.192536
33,56,0.21022
34,56,0.229067
35,56,0.249072
36,56,0.27021
37,56,0.292445
38,56,0.315717
39,56,0.339952
40,56,0.365054
41,56,0.390912
42,56,0.417398
43,56,0.444369
44,56,0.471672
45,56,0.499145
46,56,0.526624
47,56,0.553942
48,56,0.580938
49,56,0.607458
50,56,0.633359
51,56,0.658512
52,56,0.682804
53,56,0.706138
54,56,0.728439
55,56,0.749647
56,56,0.769723
57,56,0.788642
58,56,0.806399
59,56,0.822998
60,56,0.838459
61,56,0.852811
62,56,0.866092
63,56,0.878345
64,56,0.88962
65,56,0.899969
66,56,0.909447
67,56,0.918108
68,56,0.926008
69,56,0.933202
70,56,0.939741
0,57,0.00644451
1,57,0.00718859
2,57,0.00801788
3,57,0.00894198
4,57,0.00997152
5,57,0.0111183
6,57,0.0123952
7,57,0.0138168
8,57,0.0153989
9,57,0.017159
10,57,0.0191163
11,57,0.0212921
12,57,0.0237096
13,57,0.0263941
14,57,0.0293735
15,57,0.0326778
16,57,0.03634
17,57,0.0403954
18,57,0.0448824
19,57,0.0498418
20,57,0.0553175
21,57,0.0613559
22,57,0.0680061
23,57,0.0753191
24,57,0.0833483
25,57,0.0921481
26,57,0.101774
27,57,0.112281
28,57,0.123723
29,57,0.136152
30,57,0.149617
31,57,0.16416
32,57,0.179818
33,57,0.196619
34,57,0.214578
35,57,0.2337
36,57,0.253976
37,57,0.275378
38,57,0.297864
39,57,0.321372
40,57,0.345821
41,57,0.371114
42,57,0.397132
43,57,0.423746
44,57,0.45081
45,57,0.478168
46,57,0.505658
47,57,0.533113
48,57,0.56037
49,57,0.587267
50,57,0.613653
51,57,0.639388
52,57,0.664346
53,57,0.688419
54,57,0.711515
55,57,0.733562
56,57,0.754505
57,57,0.774308
58,57,0.792952
59,57,0.810433
60,57,0.826761
61,57,0.841957
62,57,0.856051
63,57,0.869085
64,57,0.881102
65,57,0.892153
66,57,0.90229
67,57,0.911569
68,57,0.920045
69,57,0.927773
70,57,0.934807
0,58,0.00592309
1,58,0.00660736
2,58,0.0073701
3,58,0.00822016
4,58,0.00916736
5,58,0.0102226
6,58,0.0113979
7,58,0.0127065
8,58,0.0141633
9,58,0.0157844
10,58,0.0175878
11,58,0.0195931
12,58,0.0218219
13,58,0.0242981
14,58,0.0270474
15,58,0.0300982
16,58,0.0334812
17,58,0.03723
18,58,0.0413805
19,58,0.0459716
20,58,0.051045
21,58,0.056645
22,58,0.0628187
23,58,0.0696156
24,58,0.0770874
25,58,0.0852877
26,58,0.0942712
27,58,0.104093
28,58,0.114809
29,58,0.126472
30,58,0.139134
31,58,0.152841
32,58,0.167636
33,58,0.183553
34,58,0.200617
35,58,0.218842
36,58,0.238229
37,58,0.258765
38,58,0.280419
39,58,0.303145
40,58,0.326875
41,58,0.351526
42,58,0.376995
43,58,0.403162
44,58,0.429892
45,58,0.457037
46,58,0.484439
47,58,0.511936
48,58,0.53936
49,58,0.566548
50,58,0.593342
51,58,0.619591
52,58,0.645159
53,58,0.669924
54,58,0.693782
55,58,0.716644
56,58,0.738442
57,58,0.759128
58,58,0.778668
59,58,0.797046
60,58,0.814263
61,58,0.830329
62,58,0.845271
63,58,0.859119
64,58,0.871916
65,58,0.883708
66,58,0.894546
67,58,0.904483
68,58,0.913573
69,58,0.921874
70,58,0.929439
0,59,0.00543858
1,59,0.00606722
2,59,0.00676803
3,59,0.00754918
4,59,0.00841972
5,59,0.00938969
6,59,0.0104702
7,59,0.0116737
8,59,0.0130136
9,59,0.014505
10,59,0.0161646
11,59,0.0180106
12,59,0.0200632
13,59,0.0223443
14,59,0.0248781
15,59,0.0276912
16,59,0.0308123
17,59,0.0342729
18,59,0.0381067
19,59,0.0423507
20,59,0.0470441
21,59,0.0522294
22,59,0.0579514
23,59,0.0642578
24,59,0.0711986
25,59,0.0788259
26,59,0.0871937
27,59,0.0963568
28,59,0.106371
29,59,0.11729
30,59,0.129168
31,59,0.142056
32,59,0.155999
33,59,0.171038
34,59,0.187206
35,59,0.204524
36,59,0.223005
37,59,0.242646
38,59,0.263431
39,59,0.285326
40,59,0.308278
41,59,0.332219
42,59,0.357059
43,59,0.382693
44,59,0.408995
45,59,0.43583
46,59,0.463045
47,59,0.490482
48,59,0.517977
49,59,0.545364
50,59,0.572478
51,59,0.599165
52,59,0.625275
53,59,0.650677
54,59,0.675251
55,59,0.698896
56,59,0.721529
57,59,0.743087
58,59,0.763523
59,59,0.782808
60,59,0.800931
61,59,0.817893
62,59,0.83371
63,59,0.848408
64,59,0.862021
65,59,0.874593
66,59,0.886171
67,59,0.896806
68,59,0.906552
69,59,0.915464
70,59,0.923598
0,60,0.00498887
1,60,0.00556582
2,60,0.00620908
3,60,0.00692616
4,60,0.00772542
5,60,0.00861611
6,60,0.00960849
7,60,0.0107139
8,60,0.011945
9,60,0.0133157
10,60,0.0148412
11,60,0.0165387
12,60,0.0184266
13,60,0.0205255
14,60,0.022858
15,60,0.0254486
16,60,0.0283243
17,60,0.0315144
18,60,0.035051
19,60,0.0389684
20,60,0.0433039
21,60,0.0480977
22,60,0.0533926
23,60,0.0592341
24,60,0.0656703
25,60,0.0727519
26,60,0.0805312
27,60,0.0890624
28,60,0.0984008
29,60,0.108601
30,60,0.119719
31,60,0.131807
32,60,0.144914
33,60,0.159086
34,60,0.174361
35,60,0.19077
36,60,0.208333
37,60,0.22706
38,60,0.246945
39,60,0.267968
40,60,0.290091
41,60,0.313259
42,60,0.337398
43,60,0.362416
44,60,0.388201
45,60,0.414628
46,60,0.441556
47,60,0.468832
48,60,0.496295
49,60,0.523781
50,60,0.551123
51,60,0.57816
52,60,0.604737
53,60,0.630708
54,60,0.655944
55,60,0.680329
56,60,0.703767
57,60,0.726178
58,60,0.747502
59,60,0.767696
60,60,0.786736
61,60,0.804613
62,60,0.821331
63,60,0.836909
64,60,0.851374
65,60,0.864764
66,60,0.877122
67,60,0.888496
68,60,0.898938
69,60,0.908503
70,60,0.917247
0,61,0.00457193
1,61,0.00510092
2,61,0.00569075
3,61,0.00634835
4,61,0.00708141
5,61,0.00789843
6,61,0.00880889
7,61,0.00982326
8,61,0.0109531
9,61,0.0122114
10,61,0.0136122
11,61,0.0151712
12,61,0.0169057
13,61,0.0188347
14,61,0.0209791
15,61,0.0233619
16,61,0.0260081
17,61,0.0289452
18,61,0.0322029
19,61,0.0358139
20,61,0.039813
21,61,0.0442382
22,61,0.0491301
23,61,0.0545322
24,61,0.0604904
25,61,0.0670534
26,61,0.0742722
27,61,0.0821996
28,61,0.0908902
29,61,0.100399
30,61,0.110781
31,61,0.122092
32,61,0.134382
33,61,0.147702
34,61,0.162095
35,61,0.177598
36,61,0.19424
37,61,0.212039
38,61,0.231002
39,61,0.25112
40,61,0.27237
41,61,0.29471
42,61,0.318081
43,61,0.342407
44,61,0.367589
45,61,0.393516
46,61,0.420056
47,61,0.447067
48,61,0.474394
49,61,0.501876
50,61,0.529346
51,61,0.556639
52,61,0.583595
53,61,0.61006
54,61,0.635892
55,61,0.660964
56,61,0.685164
57,61,0.7084
58,61,0.730594
59,61,0.751691
60,61,0.771653
61,61,0.790457
62,61,0.808098
63,61,0.824583
64,61,0.839933
65,61,0.854177
66,61,0.867354
67,61,0.879507
68,61,0.890688
69,61,0.900948
70,61,0.910342
0,62,0.00418581
1,62,0.00467032
2,62,0.00521063
3,62,0.00581307
4,62,0.00648472
5,62,0.00723341
6,62,0.00806783
7,62,0.00899763
8,62,0.0100335
9,62,0.0111873
10,62,0.0124721
11,62,0.0139024
12,62,0.0154941
13,62,0.0172649
14,62,0.0192341
15,62,0.021423
16,62,0.0238549
17,62,0.0265555
18,62,0.0295525
19,62,0.0328763
20,62,0.0365599
21,62,0.0406388
22,62,0.0451515
23,62,0.0501391
24,62,0.0556456
25,62,0.0617175
26,62,0.068404
27,62,0.0757563
28,62,0.0838279
29,62,0.0926732
30,62,0.102348
31,62,0.112906
32,62,0.124403
33,62,0.13689
34,62,0.150415
35,62,0.165021
36,62,0.180744
37,62,0.197609
38,62,0.215635
39,62,0.234823
40,62,0.255164
41,62,0.27663
42,62,0.299175
43,62,0.322739
44,62,0.347239
45,62,0.372576
46,62,0.398632
47,62,0.425276
48,62,0.452361
49,62,0.479731
50,62,0.507223
51,62,0.534671
