"key","stfips","geoid","state","cd","geoname","pop_total","pop_black_low","pop_black_high","pop_hisp","pop_total_moe","pop_black_low_moe","pop_hisp_moe","vap_total","vap_black_low","vap_black_high","vap_hisp","vap_total_moe","vap_black_low_moe","vap_hisp_moe","cvap_total","cvap_black_low","cvap_black_high","cvap_hisp","cvap_total_moe","cvap_black_low_moe","cvap_hisp_moe","r_white","r_black","r_api","r_aian","r_2prace","r_hisp","state_abb","bioguide","name","party","black","hisp","both","dem_pct","rep_pct","dpres","pop_black_low_pct","pop_black_high_pct","pop_hisp_pct","pop_black_low_pct_moe","pop_hisp_pct_moe","vap_black_low_pct","vap_black_high_pct","vap_hisp_pct","vap_black_low_pct_moe","vap_hisp_pct_moe","cvap_black_low_pct","cvap_black_high_pct","cvap_hisp_pct","cvap_black_low_pct_moe","cvap_hisp_pct_moe","minority_pct"
"PA-15","42","5001800US4215","Pennsylvania",15,"Congressional District 15 (118th Congress), Pennsylvania",760230,14780,19715,16855,960,510,199,619970,13070,16105,13150,862,445,149,607395,11990,15010,10980,1239,515,413,704650,14780,13045,500,10410,16855,"PA","T000467","Glenn Thompson","Republican",FALSE,FALSE,FALSE,30.8,67.8,31.24,1.94415,2.59329,2.21709,0.06704,0.0260261,2.10817,2.59771,2.12107,0.0717178,0.0238518,1.974,2.47121,1.80772,0.0846926,0.0678952,4.22924
"PA-16","42","5001800US4216","Pennsylvania",16,"Congressional District 16 (118th Congress), Pennsylvania",763500,31195,43610,21245,340,945,80,610255,22640,28240,13475,342,562,61,603455,22190,27740,12285,673,588,256,682650,31195,9600,410,18405,21245,"PA","K000376","Mike Kelly","Republican",FALSE,FALSE,FALSE,39,59.7,39.51,4.08579,5.71185,2.78258,0.123759,0.0104045,3.70992,4.62757,2.20809,0.0920692,0.00991893,3.67716,4.59686,2.03578,0.0973526,0.0423616,5.91802
"PA-17","42","5001800US4217","Pennsylvania",17,"Congressional District 17 (118th Congress), Pennsylvania",757490,54595,67475,18475,1048,2077,1067,607335,41620,47665,12650,1816,1454,764,591420,41085,47020,10915,2072,1425,664,639170,54595,24265,235,20755,18475,"PA","D000530","Christopher R. Deluzio","Democrat",FALSE,FALSE,FALSE,52.3,46.5,52.94,7.20736,8.90771,2.43898,0.274014,0.14082,6.85289,7.84822,2.08287,0.238528,0.125641,6.94684,7.95036,1.84556,0.239713,0.112086,8.93576
"RI-01","44","5001800US4401","Rhode Island",1,"Congressional District 1 (118th Congress), Rhode Island",543445,42040,52770,104520,2718,1995,2703,437765,33290,39215,71495,2384,1408,1916,399240,28865,34570,51885,3053,1374,1956,358535,42040,20025,1315,17005,104520,"RI","C001084","David N. Cicilline","Democrat",FALSE,FALSE,FALSE,63.8,34.7,64.77,7.73583,9.71027,19.2329,0.365058,0.487992,7.60454,8.958,16.3318,0.318956,0.428546,7.22999,8.65895,12.9959,0.339684,0.479746,23.9364
"RI-02","44","5001800US4402","Rhode Island",2,"Congressional District 2 (118th Congress), Rhode Island",551930,23930,30980,82985,2718,2175,2702,449125,18165,22285,57230,2382,1465,1912,422215,15955,19860,42170,3267,1351,2202,412595,23930,18650,655,13115,82985,"RI","M001223","Seth Magaziner","Democrat",FALSE,FALSE,FALSE,56.1,42.4,56.95,4.33569,5.61303,15.0354,0.393493,0.483923,4.04453,4.96187,12.7426,0.325484,0.420318,3.77888,4.70376,9.9878,0.31864,0.515777,16.7871
"SC-01","45","5001800US4501","South Carolina",1,"Congressional District 1 (118th Congress), South Carolina",748350,132685,145280,61180,3342,3009,1437,587305,100460,106215,40060,2694,2177,837,566035,99525,105170,28130,3096,2177,1303,517460,132685,13995,900,22130,61180,"SC","M000194","Nancy Mace","Republican",FALSE,FALSE,FALSE,44.9,53.5,45.63,17.7303,19.4134,8.17532,0.394211,0.18852,17.1053,18.0852,6.82099,0.362277,0.139038,17.5828,18.5801,4.96966,0.372387,0.228587,23.9262
"SC-02","45","5001800US4502","South Carolina",2,"Congressional District 2 (118th Congress), South Carolina",743300,194480,207725,53065,3841,3812,1250,573825,146170,153445,33890,2951,2745,716,553830,144705,151740,22950,3220,2756,978,456075,194480,17210,940,21530,53065,"SC","W000795","Joe Wilson","Republican",FALSE,FALSE,FALSE,43.9,54.5,44.61,26.1644,27.9463,7.13911,0.494705,0.164073,25.4729,26.7407,5.90598,0.460083,0.121024,26.1281,27.3983,4.14387,0.473872,0.174937,31.3789
"SC-03","45","5001800US4503","South Carolina",3,"Congressional District 3 (118th Congress), South Carolina",740360,125930,139020,44390,2449,2211,1066,582275,98400,103360,27835,1520,1292,588,565970,97915,102860,16530,1970,1303,1120,539045,125930,7550,1405,22035,44390,"SC","D000615","Jeff Duncan","Republican",FALSE,FALSE,FALSE,30.6,68,31.03,17.0093,18.7774,5.99573,0.29329,0.142612,16.8992,17.7511,4.78039,0.217459,0.100209,17.3004,18.1741,2.92065,0.222209,0.197629,21.6796
"SC-04","45","5001800US4504","South Carolina",4,"Congressional District 4 (118th Congress), South Carolina",748540,137005,150110,81090,3886,2052,1376,577405,104965,110025,53195,2590,1276,895,544190,104140,109195,30885,2841,1324,1340,490310,137005,19405,590,20140,81090,"SC","T000480","William R. Timmons IV","Republican",FALSE,FALSE,FALSE,39.8,58.4,40.53,18.303,20.0537,10.8331,0.257139,0.17501,18.1787,19.0551,9.21277,0.205394,0.149394,19.1367,20.0656,5.67541,0.221839,0.244448,27.3915
"SC-05","45","5001800US4505","South Carolina",5,"Congressional District 5 (118th Congress), South Carolina",745995,176255,190725,43570,3045,2154,990,573900,134075,140815,28465,2294,1500,681,555385,132765,139445,19185,2800,1564,902,486910,176255,15000,1880,22380,43570,"SC","N000190","Ralph Norman","Republican",FALSE,FALSE,FALSE,40.2,58.4,40.77,23.6268,25.5665,5.84052,0.27216,0.13055,23.3621,24.5365,4.95992,0.244118,0.116994,23.905,25.1078,3.45436,0.254514,0.161473,28.322
"SC-06","45","5001800US4506","South Carolina",6,"Congressional District 6 (118th Congress), South Carolina",736925,353600,365560,47110,5086,4563,2126,589540,274090,281275,31000,3636,3277,1232,568170,271875,278930,18390,3623,3296,998,305965,353600,11425,1270,17550,47110,"SC","C000537","James E. Clyburn","Democrat",TRUE,FALSE,FALSE,65.3,33.2,66.29,47.9832,49.6061,6.39278,0.523195,0.285102,46.4922,47.7109,5.25834,0.47619,0.206445,47.851,49.0927,3.23671,0.493379,0.174435,51.7505
"SC-07","45","5001800US4507","South Carolina",7,"Congressional District 7 (118th Congress), South Carolina",749305,196180,207875,38490,825,1298,232,601460,147835,153510,24900,687,865,357,585485,146830,152365,15910,1494,947,976,485240,196180,8200,2445,18750,38490,"SC","F000478","Russell Fry","Republican",FALSE,FALSE,FALSE,40.2,58.8,40.61,26.1816,27.7424,5.13676,0.170812,0.0304411,24.5794,25.5229,4.13993,0.14105,0.0591669,25.0784,26.0237,2.71741,0.148549,0.166555,28.7193
"SD-00","46","5001800US4600","South Dakota",0,"Congressional District (at Large) (118th Congress), South Dakota",899195,19500,27820,41280,0,847,203,679375,12605,16230,24290,369,478,250,662330,9455,12950,17700,1207,647,567,729255,19500,12960,66415,29785,41280,"SD","J000301","Dusty Johnson","Republican",FALSE,FALSE,FALSE,35.6,61.8,36.55,2.16861,3.09388,4.59077,0.0941954,0.0225757,1.85538,2.38896,3.57534,0.0703516,0.0367473,1.42754,1.95522,2.67238,0.0976508,0.0854682,5.43073
"TN-01","47","5001800US4701","Tennessee",1,"Congressional District 1 (118th Congress), Tennessee",775140,16370,25530,38955,442,783,114,622920,13450,17945,23690,327,549,72,608760,12955,17415,14520,1116,579,801,694470,16370,7135,925,17280,38955,"TN","H001086","Diana Harshbarger","Republican",FALSE,FALSE,FALSE,22,76.3,22.38,2.11188,3.2936,5.02554,0.101007,0.0144251,2.15919,2.88079,3.80306,0.088126,0.0113847,2.1281,2.86073,2.38518,0.0950313,0.131506,5.96224
"TN-02","47","5001800US4702","Tennessee",2,"Congressional District 2 (118th Congress), Tennessee",781420,44795,55900,43650,1051,1045,132,620435,33855,39690,27535,744,721,150,600715,32680,38425,15835,1448,707,890,658745,44795,13425,600,20205,43650,"TN","B001309","Tim Burchett","Republican",FALSE,FALSE,FALSE,34.4,63.7,35.07,5.73251,7.15364,5.58598,0.133508,0.0151296,5.45666,6.39712,4.43802,0.116024,0.0235836,5.44018,6.39654,2.63603,0.11696,0.14802,9.89467
"TN-03","47","5001800US4703","Tennessee",3,"Congressional District 3 (118th Congress), Tennessee",778340,77960,90055,46820,968,1247,98,614895,60060,65900,28820,779,715,123,597270,58865,64520,17325,1395,845,858,620750,77960,11045,765,21000,46820,"TN","F000459","Charles J. ""Chuck"" Fleischmann","Republican",FALSE,FALSE,FALSE,33.1,65,33.74,10.0162,11.5701,6.01537,0.159728,0.0101273,9.76752,10.7173,4.68698,0.11562,0.0191018,9.85568,10.8025,2.9007,0.139592,0.143494,14.4545
"TN-04","47","5001800US4704","Tennessee",4,"Congressional District 4 (118th Congress), Tennessee",784470,70465,87275,65630,138,1488,132,600210,54940,61930,40595,500,857,168,574355,53555,60485,22625,1730,938,1347,605905,70465,15640,630,26195,65630,"TN","D000616","Scott DesJarlais","Republican",FALSE,FALSE,FALSE,30.2,67.9,30.78,8.9825,11.1253,8.36616,0.189676,0.0167622,9.15346,10.3181,6.76347,0.14258,0.0274173,9.32437,10.5309,3.9392,0.16088,0.234224,15.9169
"TN-05","47","5001800US4705","Tennessee",5,"Congressional District 5 (118th Congress), Tennessee",780165,97815,109790,79695,5273,3454,3282,591150,73510,79450,49350,4023,2465,1802,546005,68580,74385,25845,3906,2390,1809,550455,97815,29090,495,22620,79695,"TN","O000175","Andrew Ogles","Republican",FALSE,FALSE,FALSE,43.2,54.5,44.22,12.5377,14.0727,10.2151,0.434541,0.414976,12.4351,13.4399,8.34813,0.408306,0.299489,12.5603,13.6235,4.73347,0.428403,0.329581,20.7832
"TN-06","47","5001800US4706","Tennessee",6,"Congressional District 6 (118th Congress), Tennessee",780365,71920,80885,60065,4079,2874,3107,612560,54075,58700,37460,2971,2087,1714,588510,52740,57345,20195,2978,2072,1036,619620,71920,9790,810,18160,60065,"TN","R000612","John W. Rose","Republican",FALSE,FALSE,FALSE,34.5,63.6,35.17,9.2162,10.365,7.69704,0.365125,0.396109,8.82771,9.58273,6.11532,0.338,0.278233,8.96161,9.7441,3.43155,0.349143,0.175179,14.943
"TN-07","47","5001800US4707","Tennessee",7,"Congressional District 7 (118th Congress), Tennessee",777490,123735,141630,61295,4354,3157,2214,604625,96165,104410,39975,3209,2143,1352,580915,94330,102460,26745,3227,2116,1266,547280,123735,16250,1085,27835,61295,"TN","G000590","Mark E. Green","Republican",FALSE,FALSE,FALSE,41.3,56.4,42.27,15.9147,18.2163,7.8837,0.396149,0.281319,15.9049,17.2686,6.61154,0.344236,0.220839,16.2382,17.6377,4.60394,0.352907,0.216426,22.5164
"TN-08","47","5001800US4708","Tennessee",8,"Congressional District 8 (118th Congress), Tennessee",765250,133245,143910,28330,3218,2599,1484,591495,101015,105845,17495,2266,1889,706,579730,100680,105505,12025,2452,1886,723,566330,133245,15995,1330,20025,28330,"TN","K000392","David Kustoff","Republican",FALSE,FALSE,FALSE,30.6,67.9,31.07,17.412,18.8056,3.70206,0.331641,0.193298,17.0779,17.8945,2.95776,0.312587,0.11882,17.3667,18.199,2.07424,0.316923,0.124404,20.0357
"TN-09","47","5001800US4709","Tennessee",9,"Congressional District 9 (118th Congress), Tennessee",763445,474010,484840,72015,3100,2978,1470,569785,347945,353425,40825,2208,1861,694,537325,345215,350650,18400,2485,1990,988,187720,474010,14610,380,14715,72015,"TN","C001068","Steve Cohen","Democrat",FALSE,FALSE,FALSE,73.3,25.1,74.49,62.0883,63.5069,9.4329,0.297653,0.1887,61.066,62.0278,7.16498,0.225119,0.118593,64.247,65.2585,3.42437,0.221082,0.183191,68.231
"TX-01","48","5001800US4801","Texas",1,"Congressional District 1 (118th Congress), Texas",773655,133970,146065,134470,1418,1633,523,585450,102480,107165,84785,1091,937,331,552595,101290,105930,57070,1926,870,1393,472150,133970,9255,1550,22255,134470,"TX","M001224","Nathaniel Moran","Republican",FALSE,FALSE,FALSE,26.5,72.4,26.79,17.3165,18.8799,17.3811,0.208676,0.0596242,17.5045,18.3047,14.482,0.156688,0.0496808,18.3299,19.1696,10.3276,0.143894,0.2495,31.9865
"TX-02","48","5001800US4802","Texas",2,"Congressional District 2 (118th Congress), Texas",784435,89470,101295,248795,10887,5672,8288,562695,65900,70965,160720,7030,3669,5126,498340,64070,68945,113245,6956,3710,4112,391565,89470,32625,680,21300,248795,"TX","C001120","Dan Crenshaw","Republican",FALSE,FALSE,FALSE,37.9,60.7,38.44,11.4057,12.9131,31.7165,0.705528,0.960494,11.7115,12.6116,28.5625,0.635412,0.838173,12.8567,13.8349,22.7244,0.722518,0.761736,40.274
"TX-03","48","5001800US4803","Texas",3,"Congressional District 3 (118th Congress), Texas",809670,84280,96450,130235,4380,3059,2830,597090,60415,65140,87735,3356,2191,1890,539270,56635,61255,68210,3314,1982,2025,462010,84280,106395,1620,25125,130235,"TX","S001224","Keith Self","Republican",FALSE,FALSE,FALSE,42,56.4,42.68,10.4092,11.9123,16.0849,0.373588,0.338521,10.1182,10.9096,14.6938,0.362513,0.305571,10.5022,11.3589,12.6486,0.361823,0.367375,24.812
"TX-04","48","5001800US4804","Texas",4,"Congressional District 4 (118th Congress), Texas",795940,70320,81285,118270,4609,2820,2955,601315,54135,59630,77640,3437,1959,1824,539145,51415,56745,56640,3840,1899,1440,485325,70320,95490,2450,24080,118270,"TX","F000246","Pat Fallon","Republican",FALSE,FALSE,FALSE,36.4,62.4,36.84,8.83484,10.2125,14.8592,0.350585,0.361151,9.00277,9.9166,12.9117,0.321696,0.29422,9.5364,10.525,10.5055,0.345613,0.256395,21.9145
"TX-05","48","5001800US4805","Texas",5,"Congressional District 5 (118th Congress), Texas",787200,115880,129600,237695,3737,4219,5230,583585,83935,90615,153200,3154,2816,3418,517695,80170,86785,99110,3780,2825,2522,375250,115880,34605,1485,22285,237695,"TX","G000589","Lance Gooden","Republican",FALSE,FALSE,FALSE,38.2,60.6,38.66,14.7205,16.4634,30.195,0.531375,0.648733,14.3827,15.5273,26.2515,0.476233,0.568246,15.486,16.7637,19.1445,0.533845,0.466674,40.6342
"TX-06","48","5001800US4806","Texas",6,"Congressional District 6 (118th Congress), Texas",774750,106535,118530,265500,5972,3266,5030,572550,79195,84490,175735,4271,2219,3355,494655,74650,79735,113325,3926,2142,2820,353090,106535,28085,1210,20325,265500,"TX","E000071","Jake Ellzey","Republican",FALSE,FALSE,FALSE,37.4,61.3,37.89,13.7509,15.2991,34.2691,0.408012,0.593073,13.832,14.7568,30.6934,0.373577,0.539392,15.0913,16.1193,22.9099,0.416134,0.540319,44.5254
"TX-07","48","5001800US4807","Texas",7,"Congressional District 7 (118th Congress), Texas",791070,158995,167560,243715,10375,6787,6727,616930,119670,125285,181230,7642,4666,5010,467895,102015,107210,99015,6518,4161,3914,218255,158995,150195,925,18980,243715,"TX","F000468","Lizzie Fletcher","Democrat",FALSE,FALSE,FALSE,64.2,34.5,65.05,20.0987,21.1814,30.8083,0.816454,0.748241,19.3977,20.3078,29.3761,0.717142,0.725996,21.803,22.9133,21.1618,0.835828,0.782847,48.7738
"TX-08","48","5001800US4808","Texas",8,"Congressional District 8 (118th Congress), Texas",800565,100965,114070,256735,12221,6092,9387,585045,70585,76305,171710,8096,3682,6136,518465,66220,71600,122240,7849,3724,5073,370805,100965,48320,1450,22285,256735,"TX","L000603","Morgan Luttrell","Republican",FALSE,FALSE,FALSE,35.8,63,36.23,12.6117,14.2487,32.0692,0.736206,1.06546,12.0649,13.0426,29.3499,0.606804,0.966975,12.7723,13.81,23.5773,0.691759,0.911039,41.4148
"TX-09","48","5001800US4809","Texas",9,"Congressional District 9 (118th Congress), Texas",760230,272835,282950,294360,9963,6688,8278,566480,209130,215425,201805,6465,4420,5040,445425,200160,206115,114740,5794,4357,3792,103880,272835,73945,880,14330,294360,"TX","G000553","Al Green","Democrat",TRUE,FALSE,FALSE,76.2,22.8,76.97,35.8885,37.219,38.7199,0.743454,0.963418,36.9175,38.0287,35.6244,0.656725,0.791378,44.9369,46.2738,25.7597,0.784306,0.782606,72.5418
"TX-10","48","5001800US4810","Texas",10,"Congressional District 10 (118th Congress), Texas",780440,78110,86450,194475,5727,2551,3828,603610,60900,65020,133000,4156,1827,2530,553725,59940,63865,100885,4506,1823,2247,446125,78110,40920,905,19900,194475,"TX","M001157","Michael T. McCaul","Republican",FALSE,FALSE,FALSE,39.8,58.6,40.45,10.0085,11.0771,24.9186,0.318509,0.455133,10.0893,10.7719,22.0341,0.294599,0.390726,10.8249,11.5337,18.2193,0.317221,0.377743,32.1234
"TX-11","48","5001800US4811","Texas",11,"Congressional District 11 (118th Congress), Texas",768775,86020,99180,303380,2108,1994,1941,561780,61000,67725,203910,1806,1330,1336,521975,59205,65650,172765,3067,1345,2655,340265,86020,16185,1140,21780,303380,"TX","P000048","August Pfluger","Republican",FALSE,FALSE,FALSE,29.1,69.5,29.51,11.1892,12.901,39.4628,0.257553,0.228116,10.8583,12.0554,36.2971,0.23416,0.20722,11.3425,12.5772,33.0983,0.248907,0.469998,47.1555
"TX-12","48","5001800US4812","Texas",12,"Congressional District 12 (118th Congress), Texas",789130,94860,106305,194520,7952,3944,5511,597275,66830,71920,131030,5735,2454,3735,554710,63955,68700,104790,6118,2381,3411,443065,94860,33435,1385,21860,194520,"TX","G000377","Kay Granger","Republican",FALSE,FALSE,FALSE,40.1,58.3,40.75,12.0208,13.4712,24.6499,0.484889,0.652696,11.1892,12.0414,21.938,0.39657,0.588794,11.5294,12.3848,18.891,0.409965,0.578542,33.1271
"TX-13","48","5001800US4813","Texas",13,"Congressional District 13 (118th Congress), Texas",773845,51215,60760,220925,2464,2037,2589,589620,38795,44020,149470,2157,1421,1676,544785,35985,40900,117540,2939,1448,2128,458745,51215,19655,2485,20810,220925,"TX","J000304","Ronny Jackson","Republican",FALSE,FALSE,FALSE,26.5,72,26.9,6.61825,7.8517,28.549,0.262386,0.321977,6.57966,7.46583,25.3502,0.239798,0.268697,6.60536,7.50755,21.5755,0.263393,0.372868,31.9299
"TX-14","48","5001800US4814","Texas",14,"Congressional District 14 (118th Congress), Texas",770390,118775,127905,195545,2963,2459,2937,586880,89555,94375,135710,2363,1673,1801,549215,88905,93635,107120,3042,1690,2504,415830,118775,21770,1295,17175,195545,"TX","W000814","Randy K. Weber, Sr.","Republican",FALSE,FALSE,FALSE,35,63.6,35.5,15.4175,16.6026,25.3826,0.313633,0.368524,15.2595,16.0808,23.124,0.278367,0.292412,16.1876,17.0489,19.5042,0.29436,0.44294,38.3835
"TX-15","48","5001800US4815","Texas",15,"Congressional District 15 (118th Congress), Texas",776235,9485,11355,632015,5746,771,5787,554055,7525,8785,436660,3849,611,3892,446095,7315,8420,332770,4825,610,4816,119205,9485,9960,550,5020,632015,"TX","D000594","Monica De La Cruz","Republican",FALSE,TRUE,FALSE,48.1,51,48.54,1.22192,1.46283,81.4206,0.0989129,0.438801,1.35817,1.58558,78.8117,0.109873,0.4401,1.63979,1.88749,74.5962,0.135587,0.717305,80.1698
"TX-16","48","5001800US4816","Texas",16,"Congressional District 16 (118th Congress), Texas",772425,23345,29080,634765,3819,1262,3835,571145,18240,21490,462895,2671,820,2754,495325,17025,20270,392815,3455,872,3390,92025,23345,10615,2050,9625,634765,"TX","E000299","Veronica Escobar","Democrat",FALSE,TRUE,FALSE,67,31.5,68.02,3.0223,3.76477,82.1782,0.162697,0.285339,3.19358,3.76262,81.0468,0.142792,0.298076,3.43714,4.09226,79.3045,0.174406,0.403,84.2404
"TX-17","48","5001800US4817","Texas",17,"Congressional District 17 (118th Congress), Texas",784810,114505,125960,205795,5469,2540,4369,599820,85950,91260,138140,3424,1931,2608,557385,84035,89300,105405,3446,1852,2347,423070,114505,17470,1145,22830,205795,"TX","S000250","Pete Sessions","Republican",FALSE,FALSE,FALSE,38,60.5,38.58,14.5902,16.0497,26.2223,0.30726,0.525851,14.3293,15.2146,23.0302,0.311365,0.414446,15.0767,16.0212,18.9106,0.318924,0.404517,37.3595
"TX-18","48","5001800US4818","Texas",18,"Congressional District 18 (118th Congress), Texas",772610,246575,257845,340835,11552,6573,8870,576765,186645,192815,234750,7541,4271,5864,467855,182770,188800,141125,7265,4224,4679,129415,246575,38450,1240,16090,340835,"TX","J000032","Sheila Jackson Lee","Democrat",TRUE,FALSE,FALSE,73.6,25.1,74.57,31.9145,33.3732,44.1148,0.704326,0.93966,32.3607,33.4304,40.7012,0.607731,0.866315,39.0655,40.3544,30.1643,0.668683,0.883625,73.0618
"TX-19","48","5001800US4819","Texas",19,"Congressional District 19 (118th Congress), Texas",768925,44845,53300,297970,564,1149,556,578990,34315,38680,205150,535,807,389,543450,32270,36535,180685,1887,913,1547,396185,44845,12565,1475,15890,297970,"TX","A000375","Jodey C. Arrington","Republican",FALSE,FALSE,FALSE,26.2,72.4,26.57,5.83217,6.93176,38.7515,0.149368,0.0664879,5.9267,6.6806,35.4324,0.139273,0.0586688,5.93799,6.72279,33.2478,0.166731,0.260203,41.3591
"TX-20","48","5001800US4820","Texas",20,"Congressional District 20 (118th Congress), Texas",784135,44480,53855,553755,9584,2948,8488,584140,33310,38915,403090,6065,1971,5688,519795,31750,37260,353270,6413,1865,5864,141130,44480,27820,995,15955,553755,"TX","C001091","Joaquin Castro","Democrat",FALSE,TRUE,FALSE,65.8,32.7,66.8,5.67249,6.86808,70.6199,0.369508,0.653237,5.7024,6.66193,69.0057,0.332184,0.659421,6.10818,7.16821,67.9633,0.350792,0.754724,74.7081
"TX-21","48","5001800US4821","Texas",21,"Congressional District 21 (118th Congress), Texas",793550,26750,35965,250760,8383,2140,6645,619290,21860,27180,178885,5969,1797,4147,589605,21510,26730,158070,6260,1772,4216,475765,26750,18710,1040,20515,250760,"TX","R000614","Chip Roy","Republican",FALSE,FALSE,FALSE,39.4,59.1,40,3.37093,4.53217,31.5998,0.267313,0.767962,3.52985,4.3889,28.8855,0.28817,0.609017,3.64821,4.53354,26.8095,0.298034,0.655959,32.4153
"TX-22","48","5001800US4822","Texas",22,"Congressional District 22 (118th Congress), Texas",807870,95385,108545,236310,8151,4529,5218,584335,68430,74535,160975,5817,3432,3666,513845,65035,70685,127040,6111,3501,3730,338210,95385,113985,1025,22950,236310,"TX","N000026","Troy E. Nehls","Republican",FALSE,FALSE,FALSE,41.3,57.4,41.84,11.807,13.4359,29.251,0.547807,0.574527,11.7107,12.7555,27.5484,0.575648,0.564267,12.6565,13.7561,24.7234,0.664499,0.663685,39.2592
"TX-23","48","5001800US4823","Texas",23,"Congressional District 23 (118th Congress), Texas",757760,26880,34885,477850,6591,2227,6009,557535,21455,26400,336840,4747,1597,4575,504170,21050,25905,289430,5006,1561,4756,218505,26880,18385,2135,14010,477850,"TX","G000594","Tony Gonzales","Republican",FALSE,TRUE,FALSE,45.8,52.9,46.4,3.5473,4.6037,63.0609,0.292268,0.5727,3.84819,4.73513,60.4159,0.284559,0.639329,4.17518,5.13815,57.4072,0.30683,0.751644,64.2641
"TX-24","48","5001800US4824","Texas",24,"Congressional District 24 (118th Congress), Texas",758535,56265,68750,135520,6669,3809,5322,569875,41875,48060,90985,4972,2610,3424,522245,38925,44945,67940,5048,2422,2448,473450,56265,67200,1085,25025,135520,"TX","V000134","Beth Van Duyne","Republican",FALSE,FALSE,FALSE,43,55.4,43.7,7.41759,9.06352,17.866,0.497899,0.683806,7.3481,8.43343,15.9658,0.453486,0.584463,7.4534,8.60611,13.0092,0.458137,0.451564,23.3139
"TX-25","48","5001800US4825","Texas",25,"Congressional District 25 (118th Congress), Texas",793715,93240,103725,181325,6139,3772,4558,603490,69665,74760,122215,4592,2748,3184,559290,65410,70335,93480,4607,2639,2706,471885,93240,26195,1340,19735,181325,"TX","W000816","Roger Williams","Republican",FALSE,FALSE,FALSE,33.8,64.9,34.25,11.7473,13.0683,22.8451,0.466467,0.546402,11.5437,12.3879,20.2514,0.446799,0.504593,11.6952,12.5758,16.714,0.461909,0.463826,31.7951
"TX-26","48","5001800US4826","Texas",26,"Congressional District 26 (118th Congress), Texas",801990,72420,86170,155565,3082,2760,2743,605095,54715,60730,105185,2788,1945,1801,549990,52110,58040,79280,3236,1936,2118,467680,72420,78600,1435,26295,155565,"TX","B001248","Michael C. Burgess","Republican",FALSE,FALSE,FALSE,40,58.6,40.57,9.03004,10.7445,19.3974,0.34239,0.333802,9.04238,10.0364,17.3832,0.318726,0.28666,9.47472,10.5529,14.4148,0.347564,0.375642,26.4256
"TX-27","48","5001800US4827","Texas",27,"Congressional District 27 (118th Congress), Texas",771645,30705,36525,419090,2039,1126,1815,585490,24855,27840,298465,1193,850,1198,548965,24725,27640,267110,2320,837,1962,295750,30705,12940,985,12185,419090,"TX","C001115","Michael Cloud","Republican",FALSE,FALSE,FALSE,38.1,60.6,38.6,3.97916,4.73339,54.3112,0.145543,0.186357,4.24516,4.75499,50.977,0.14492,0.17629,4.50393,5.03493,48.657,0.151276,0.292319,55.2221
"TX-28","48","5001800US4828","Texas",28,"Congressional District 28 (118th Congress), Texas",774350,33545,38915,580540,6301,2365,5497,553790,25285,28180,401845,4007,1479,3432,474435,24960,27780,325500,4438,1462,4045,143010,33545,7710,595,8955,580540,"TX","C001063","Henry Cuellar","Democrat",FALSE,TRUE,FALSE,52.9,45.9,53.54,4.33202,5.02551,74.9713,0.303376,0.363007,4.56581,5.08857,72.5627,0.265018,0.329247,5.26099,5.85539,68.6079,0.304201,0.561281,77.1285
"TX-29","48","5001800US4829","Texas",29,"Congressional District 29 (118th Congress), Texas",757250,101105,104665,567765,10795,4831,9924,537110,73035,75455,390150,6497,3531,5772,390065,71630,74000,248485,6366,3403,5140,63245,101105,19115,580,5445,567765,"TX","G000587","Sylvia R. Garcia","Democrat",FALSE,TRUE,FALSE,67.8,31,68.62,13.3516,13.8217,74.9772,0.608912,0.758336,13.5978,14.0483,72.6388,0.636498,0.618723,18.3636,18.9712,63.7035,0.819325,0.809635,86.2365
"TX-30","48","5001800US4830","Texas",30,"Congressional District 30 (118th Congress), Texas",771660,309995,322550,280630,8103,6700,7709,574895,234550,242385,184080,4974,4782,4988,499670,230155,237790,121710,4639,4731,4337,138835,309995,24680,955,16565,280630,"TX","C001130","Jasmine Crockett","Democrat",TRUE,FALSE,FALSE,77.8,21,78.74,40.1725,41.7995,36.3671,0.758896,0.923146,40.7988,42.1616,32.0198,0.75319,0.822219,46.0614,47.5894,24.3581,0.844749,0.837995,72.8185
"TX-31","48","5001800US4831","Texas",31,"Congressional District 31 (118th Congress), Texas",810685,60635,77605,190330,3927,2651,2881,609735,46630,54830,128590,3105,1819,1953,568125,44565,52680,107360,3176,1839,2156,483835,60635,43090,1060,31740,190330,"TX","C001051","John R. Carter","Republican",FALSE,FALSE,FALSE,39,59.2,39.71,7.47948,9.57277,23.4777,0.324994,0.33669,7.64758,8.99243,21.0895,0.295773,0.301762,7.84422,9.27261,18.8972,0.320712,0.364493,28.7371
"TX-32","48","5001800US4832","Texas",32,"Congressional District 32 (118th Congress), Texas",764395,158480,169640,277860,7738,4932,7684,591915,121375,128435,192085,5246,3882,5045,469535,109680,116195,107825,4941,3683,3849,244975,158480,61965,1300,19810,277860,"TX","A000376","Colin Z. Allred","Democrat",TRUE,FALSE,FALSE,65.7,32.7,66.77,20.7327,22.1927,36.3503,0.610127,0.935468,20.5055,21.6982,32.4514,0.630155,0.802326,23.3593,24.7468,22.9642,0.744881,0.783318,52.9569
