"key","stfips","geoid","state","cd","geoname","pop_total","pop_black_low","pop_black_high","pop_hisp","pop_total_moe","pop_black_low_moe","pop_hisp_moe","vap_total","vap_black_low","vap_black_high","vap_hisp","vap_total_moe","vap_black_low_moe","vap_hisp_moe","cvap_total","cvap_black_low","cvap_black_high","cvap_hisp","cvap_total_moe","cvap_black_low_moe","cvap_hisp_moe","r_white","r_black","r_api","r_aian","r_2prace","r_hisp","state_abb","bioguide","name","party","black","hisp","both","dem_pct","rep_pct","dpres","pop_black_low_pct","pop_black_high_pct","pop_hisp_pct","pop_black_low_pct_moe","pop_hisp_pct_moe","vap_black_low_pct","vap_black_high_pct","vap_hisp_pct","vap_black_low_pct_moe","vap_hisp_pct_moe","cvap_black_low_pct","cvap_black_high_pct","cvap_hisp_pct","cvap_black_low_pct_moe","cvap_hisp_pct_moe","minority_pct"
"FL-13","12","5001800US1213","Florida",13,"Congressional District 13 (118th Congress), Florida",768305,53330,65510,85830,3327,2690,1623,649635,40795,46885,63605,2898,1935,1208,618010,39720,45520,52670,3548,1956,1637,579290,53330,29275,790,19790,85830,"FL","L000596","Anna Paulina Luna","Republican",FALSE,TRUE,FALSE,46.1,52.9,46.57,6.94125,8.52656,11.1713,0.348829,0.205631,6.27968,7.21713,9.79088,0.296539,0.180748,6.42708,7.36558,8.52252,0.314342,0.260324,16.0706
"FL-14","12","5001800US1214","Florida",14,"Congressional District 14 (118th Congress), Florida",776345,134215,149770,214045,7234,4160,4767,626615,101840,109965,168310,5173,3170,3894,566240,98145,106030,126865,5469,3112,3704,375365,134215,27435,560,24725,214045,"FL","C001066","Kathy Castor","Democrat",FALSE,FALSE,FALSE,59,39.8,59.72,17.2881,19.2917,27.5709,0.511057,0.557704,16.2524,17.5491,26.8602,0.487776,0.580526,17.3328,18.7253,22.4048,0.523473,0.61731,43.1126
"FL-15","12","5001800US1215","Florida",15,"Congressional District 15 (118th Congress), Florida",799270,111740,126285,210585,8122,5153,5895,624585,84025,91715,151690,5824,3505,3794,569990,79770,86805,120575,5887,3396,3289,411270,111740,42560,725,22390,210585,"FL","L000597","Laurel M. Lee","Republican",FALSE,FALSE,FALSE,47.9,51,48.43,13.9803,15.8,26.3472,0.628866,0.687238,13.4529,14.6842,24.2865,0.546972,0.563651,13.995,15.2292,21.1539,0.578001,0.534066,37.7395
"FL-16","12","5001800US1216","Florida",16,"Congressional District 16 (118th Congress), Florida",797765,95070,109415,169320,5827,3591,3686,631795,71140,77430,117425,4110,2342,2917,585650,66920,72870,91090,4686,2260,3049,487550,95070,22430,765,22640,169320,"FL","B001260","Vern Buchanan","Republican",FALSE,FALSE,FALSE,45.1,54,45.51,11.917,13.7152,21.2243,0.441636,0.435257,11.26,12.2556,18.5859,0.363381,0.445588,11.4266,12.4426,15.5537,0.374909,0.505525,29.8459
"FL-17","12","5001800US1217","Florida",17,"Congressional District 17 (118th Congress), Florida",805605,45035,52610,116245,3474,1976,2713,684040,34570,38335,84370,2675,1251,1923,643240,31485,35030,62315,3608,1206,2119,615575,45035,13475,830,14450,116245,"FL","S001214","W. Gregory Steube","Republican",FALSE,FALSE,FALSE,41.6,57.6,41.94,5.59021,6.5305,14.4295,0.244094,0.330967,5.0538,5.6042,12.3341,0.181813,0.276955,4.89475,5.44587,9.68767,0.185467,0.324913,17.3879
"FL-18","12","5001800US1218","Florida",18,"Congressional District 18 (118th Congress), Florida",800215,104655,113920,226895,4733,2487,3578,629485,78645,83275,158810,3336,1490,2565,578425,72295,76760,122525,4197,1888,3152,437835,104655,13055,1850,15930,226895,"FL","F000472","Scott Franklin","Republican",FALSE,FALSE,FALSE,38.1,60.9,38.48,13.0784,14.2362,28.3543,0.301011,0.414487,12.4935,13.2291,25.2286,0.227253,0.384917,12.4986,13.2705,21.1825,0.313552,0.522803,37.7221
"FL-19","12","5001800US1219","Florida",19,"Congressional District 19 (118th Congress), Florida",787875,50185,58670,152485,4548,2027,3096,669235,36635,41350,113940,3484,1298,2147,611525,32120,36630,78440,4595,1475,2617,555685,50185,14815,435,14270,152485,"FL","D000032","Byron Donalds","Republican",TRUE,FALSE,FALSE,39.1,60.2,39.38,6.36967,7.44661,19.354,0.254633,0.37674,5.47416,6.1787,17.0254,0.191848,0.308327,5.25244,5.98994,12.8269,0.237949,0.416952,22.4996
"FL-20","12","5001800US1220","Florida",20,"Congressional District 20 (118th Congress), Florida",777340,391350,407860,185575,6627,6253,5548,600855,287135,298510,143750,5365,4804,4202,497930,242385,251425,101850,6195,5000,3441,157580,391350,21895,700,20245,185575,"FL","C001127","Sheila Cherfilus-McCormick","Democrat",TRUE,FALSE,FALSE,75.9,23.5,76.36,50.3448,52.4687,23.8731,0.68034,0.684082,47.7877,49.6809,23.9242,0.676148,0.665912,48.6785,50.494,20.4547,0.800961,0.642496,71.712
"FL-21","12","5001800US1221","Florida",21,"Congressional District 21 (118th Congress), Florida",791700,100765,112800,143260,3793,2614,2609,646910,75840,82235,104665,3236,1664,2168,602355,67915,73755,81170,3610,1780,2236,510995,100765,17505,680,18495,143260,"FL","M001199","Brian J. Mast","Republican",FALSE,TRUE,FALSE,45,54.4,45.27,12.7277,14.2478,18.0952,0.324496,0.317936,11.7234,12.712,16.1792,0.250449,0.325212,11.2749,12.2444,13.4754,0.287677,0.362318,27.9026
"FL-22","12","5001800US1222","Florida",22,"Congressional District 22 (118th Congress), Florida",773300,136705,146380,215135,5251,3773,4223,631785,101855,107135,161725,4428,2853,3218,539590,79910,84755,107785,4820,2589,2991,384695,136705,21675,490,14605,215135,"FL","F000462","Lois Frankel","Democrat",FALSE,FALSE,FALSE,58.5,40.9,58.85,17.6781,18.9293,27.8204,0.472911,0.512386,16.1218,16.9575,25.5981,0.437213,0.476708,14.8094,15.7073,19.9754,0.461212,0.524805,41.7199
"FL-23","12","5001800US1223","Florida",23,"Congressional District 23 (118th Congress), Florida",767250,102970,115205,173465,5615,4357,4230,623605,75805,83015,136220,4836,2930,3305,548920,65050,71260,106105,4582,2885,3210,443325,102970,27525,715,19245,173465,"FL","M001217","Jared Moskowitz","Democrat",FALSE,FALSE,FALSE,56.3,43.1,56.64,13.4207,15.0153,22.6087,0.559314,0.525906,12.1559,13.3121,21.844,0.460295,0.502181,11.8505,12.9819,19.3298,0.516185,0.562084,33.9999
"FL-24","12","5001800US1224","Florida",24,"Congressional District 24 (118th Congress), Florida",776655,322065,328845,301445,6852,5080,6660,608120,243565,248145,244320,5460,3869,5297,476645,212720,216540,163035,5964,3922,4778,132465,322065,10605,875,9200,301445,"FL","W000808","Frederica S. Wilson","Democrat",TRUE,FALSE,FALSE,74.3,25.2,74.67,41.4682,42.3412,38.8132,0.542202,0.786187,40.0521,40.8053,40.1763,0.524845,0.792842,44.6286,45.43,34.2047,0.604344,0.906466,80.2284
"FL-25","12","5001800US1225","Florida",25,"Congressional District 25 (118th Congress), Florida",768720,124030,136400,333350,3345,4674,5129,608085,96340,103705,262225,3704,3375,4030,510400,86205,93275,198200,4812,3201,4074,256045,124030,36935,1035,17320,333350,"FL","W000797","Debbie Wasserman Schultz","Democrat",FALSE,FALSE,FALSE,59.7,39.7,60.06,16.1346,17.7438,43.3643,0.603957,0.639975,15.8432,17.0544,43.1231,0.546567,0.608459,16.8897,18.2749,38.8323,0.606604,0.709285,58.9663
"FL-26","12","5001800US1226","Florida",26,"Congressional District 26 (118th Congress), Florida",783325,40835,44050,576190,6225,2490,5366,633365,31310,33385,465705,5186,1853,4536,461460,26810,28620,307150,6305,1584,5449,152880,40835,7705,315,5400,576190,"FL","D000600","Mario Diaz-Balart","Republican",FALSE,TRUE,FALSE,40.6,58.9,40.8,5.21303,5.62346,73.557,0.315165,0.357164,4.94344,5.27105,73.5287,0.289751,0.387863,5.80982,6.20205,66.5605,0.333954,0.753176,78.4721
"FL-27","12","5001800US1227","Florida",27,"Congressional District 27 (118th Congress), Florida",751135,39180,44470,550120,8316,2561,7397,616520,31430,34900,460500,6459,2106,5629,467860,29420,32500,330180,6162,1959,4997,136035,39180,16170,655,8980,550120,"FL","S000168","Maria Elvira Salazar","Republican",FALSE,TRUE,FALSE,49.6,49.9,49.85,5.21611,5.92037,73.2385,0.336024,0.558857,5.09797,5.66081,74.6934,0.337394,0.470391,6.28821,6.94652,70.5724,0.410443,0.526123,79.7914
"FL-28","12","5001800US1228","Florida",28,"Congressional District 28 (118th Congress), Florida",764595,71350,76660,547280,8587,4180,8132,600380,52555,56060,434965,6466,3092,6005,488440,47790,50875,334810,6224,3038,5103,126100,71350,11460,585,7815,547280,"FL","G000593","Carlos A. Gimenez","Republican",FALSE,TRUE,FALSE,46.5,52.9,46.78,9.33174,10.0262,71.5778,0.536555,0.696395,8.75362,9.33742,72.4483,0.506305,0.625779,9.78421,10.4158,68.5468,0.609356,0.573211,81.2019
"GA-01","13","5001800US1301","Georgia",1,"Congressional District 1 (118th Congress), Georgia",778015,223475,240155,62170,1156,1789,368,596800,167830,175550,41385,872,1060,344,577765,165905,173455,31615,1375,1134,957,449955,223475,15245,870,26300,62170,"GA","C001103","Earl L. ""Buddy"" Carter","Republican",FALSE,FALSE,FALSE,42.6,56,43.2,28.7237,30.8677,7.99085,0.225949,0.0457854,28.1216,29.4152,6.93448,0.172796,0.0567432,28.715,30.0217,5.47195,0.183993,0.165126,35.0561
"GA-02","13","5001800US1302","Georgia",2,"Congressional District 2 (118th Congress), Georgia",757600,378245,391705,45835,4034,3243,1803,578840,282610,288835,29655,2687,2062,1058,564390,281330,287520,20240,2628,2018,991,300770,378245,10920,920,20915,45835,"GA","B000490","Sanford D. Bishop, Jr.","Democrat",TRUE,FALSE,FALSE,54.7,44.4,55.2,49.9267,51.7034,6.05003,0.335505,0.235798,48.8235,49.8989,5.12318,0.274834,0.181226,49.8467,50.9435,3.58617,0.271979,0.174792,53.9467
"GA-03","13","5001800US1303","Georgia",3,"Congressional District 3 (118th Congress), Georgia",775230,183655,196040,49545,3238,2915,1413,592070,136250,142265,33030,2467,1937,825,571995,133515,139250,23240,2962,1902,1117,504540,183655,16100,640,20750,49545,"GA","F000465","A. Drew Ferguson IV","Republican",FALSE,FALSE,FALSE,34.4,64.4,34.82,23.6904,25.288,6.39101,0.362764,0.180303,23.0125,24.0284,5.57873,0.31279,0.137389,23.342,24.3446,4.06297,0.309773,0.194145,28.5912
"GA-04","13","5001800US1304","Georgia",4,"Congressional District 4 (118th Congress), Georgia",770385,416615,433050,85620,3956,4224,1727,586785,318405,328030,53025,3349,3256,922,527960,304625,313805,26460,4043,3324,1450,201185,416615,43660,680,22620,85620,"GA","J000288","Henry C. ""Hank"" Johnson, Jr.","Democrat",TRUE,FALSE,FALSE,78.3,20.6,79.17,54.0788,56.2122,11.1139,0.472771,0.216787,54.2626,55.9029,9.03653,0.460422,0.148422,57.6985,59.4373,5.01174,0.448512,0.271947,63.2992
"GA-05","13","5001800US1305","Georgia",5,"Congressional District 5 (118th Congress), Georgia",759665,368155,382930,56795,5221,5943,2553,615840,290490,300760,39765,3933,4681,1676,582240,285145,295090,28590,4227,4563,1321,277310,368155,34275,1085,22050,56795,"GA","W000788","Nikema Williams","Democrat",TRUE,FALSE,FALSE,82.6,16.2,83.6,48.4628,50.4077,7.47632,0.707873,0.332118,47.1697,48.8374,6.45703,0.697857,0.269006,48.9738,50.6818,4.91035,0.698405,0.224064,53.6268
"GA-06","13","5001800US1306","Georgia",6,"Congressional District 6 (118th Congress), Georgia",776225,70590,82315,82610,6306,3286,3419,583930,53245,59770,54915,4783,2433,2068,520590,50185,56345,36515,4857,2630,1728,505590,70590,94375,525,22525,82610,"GA","M001218","Richard McCormick","Republican",FALSE,FALSE,FALSE,41.8,56.7,42.44,9.09401,10.6045,10.6425,0.416834,0.431896,9.11839,10.2358,9.40438,0.409911,0.345673,9.64002,10.8233,7.01416,0.497126,0.325416,18.5228
"GA-07","13","5001800US1307","Georgia",7,"Congressional District 7 (118th Congress), Georgia",769545,224955,241505,180190,6297,3723,4329,567950,164665,172440,118635,4012,2397,2651,466580,153500,160550,61725,4788,2704,2852,233270,224955,105985,1070,24075,180190,"GA","M001208","Lucy McBath","Democrat",TRUE,FALSE,FALSE,62.3,36.5,63.06,29.2322,31.3828,23.4151,0.420522,0.528905,28.9929,30.3618,20.8883,0.36902,0.44283,32.899,34.41,13.2292,0.471046,0.59599,49.8812
"GA-08","13","5001800US1308","Georgia",8,"Congressional District 8 (118th Congress), Georgia",768870,228545,242155,58405,3141,2644,1452,586770,170965,177000,37300,2234,1951,976,568015,170235,176110,23875,2331,1936,1163,447140,228545,12595,745,21445,58405,"GA","S001189","Austin Scott","Republican",FALSE,FALSE,FALSE,35.7,63.3,36.06,29.7248,31.4949,7.59621,0.321727,0.186281,29.1366,30.1651,6.35683,0.313447,0.164564,29.9702,31.0045,4.20323,0.317872,0.20402,35.4935
"GA-09","13","5001800US1309","Georgia",9,"Congressional District 9 (118th Congress), Georgia",779430,78925,90190,126310,6199,3313,3741,602390,59835,64175,82010,4034,2457,2341,551435,56795,61055,47795,4196,2401,2220,505510,78925,47275,745,20670,126310,"GA","C001116","Andrew S. Clyde","Republican",FALSE,FALSE,FALSE,30.4,68.3,30.8,10.126,11.5713,16.2054,0.417355,0.462337,9.93293,10.6534,13.6141,0.402415,0.377773,10.2995,11.072,8.66739,0.428298,0.397147,23.547
"GA-10","13","5001800US1310","Georgia",10,"Congressional District 10 (118th Congress), Georgia",789055,187395,200345,65255,3500,3671,1429,605890,139265,146425,42270,2758,2821,962,583180,136440,143595,28605,3058,2824,1465,495450,187395,18380,745,21825,65255,"GA","C001129","Mike Collins","Republican",FALSE,FALSE,FALSE,37.7,61.1,38.16,23.7493,25.3905,8.27002,0.453157,0.177349,22.9852,24.1669,6.97651,0.453688,0.155566,23.3959,24.6228,4.905,0.468444,0.249889,29.9617
"GA-11","13","5001800US1311","Georgia",11,"Congressional District 11 (118th Congress), Georgia",779390,134040,148940,102780,5941,4060,3054,604820,103985,111585,68195,4215,2779,2112,552115,98360,105660,39640,4271,2580,1775,487250,134040,30565,490,24270,102780,"GA","L000583","Barry Loudermilk","Republican",FALSE,FALSE,FALSE,41.5,56.8,42.22,17.1981,19.1098,13.1872,0.504155,0.378732,17.1927,18.4493,11.2753,0.443578,0.340239,17.8151,19.1373,7.17966,0.44651,0.316657,28.468
"GA-12","13","5001800US1312","Georgia",12,"Congressional District 12 (118th Congress), Georgia",768905,282100,299135,44730,1293,1932,499,590570,213650,221190,29735,1038,1133,403,575755,212090,219515,21980,1700,1263,866,402055,282100,13910,825,25280,44730,"GA","A000372","Rick W. Allen","Republican",FALSE,FALSE,FALSE,44.3,54.5,44.84,36.6885,38.904,5.81736,0.243574,0.0641559,36.1769,37.4536,5.03497,0.181005,0.0676629,36.8368,38.1265,3.8176,0.190501,0.149988,41.2119
"GA-13","13","5001800US1313","Georgia",13,"Congressional District 13 (118th Congress), Georgia",775125,502300,519820,95350,6584,5554,3022,576600,373395,382630,60130,5583,4367,2033,535390,364465,373585,35875,5560,4405,1774,129605,502300,26935,640,20295,95350,"GA","S001157","David Scott","Democrat",TRUE,FALSE,FALSE,79.7,19.3,80.51,64.8025,67.0627,12.3012,0.458728,0.37561,64.7581,66.3597,10.4284,0.42479,0.337816,68.0747,69.7781,6.70072,0.420904,0.323958,75.1864
"GA-14","13","5001800US1314","Georgia",14,"Congressional District 14 (118th Congress), Georgia",775150,106995,122020,102705,2845,3098,1444,591265,81365,87830,67705,2410,2206,1095,559785,79075,85075,43385,3252,2128,1640,533455,106995,9735,420,21840,102705,"GA","G000596","Marjorie Taylor Greene","Republican",FALSE,FALSE,FALSE,30.7,68.1,31.07,13.8031,15.7415,13.2497,0.396441,0.179827,13.7612,14.8546,11.4509,0.368858,0.179218,14.126,15.1978,7.7503,0.371183,0.289489,25.212
"HI-01","15","5001800US1501","Hawaii",1,"Congressional District 1 (118th Congress), Hawaii",722335,14245,98765,59285,4157,923,1733,581405,12140,71405,37875,2966,756,1048,524900,11780,70040,36705,3561,745,1068,109390,14245,412985,735,125705,59285,"HI","C001055","Ed Case","Democrat",FALSE,FALSE,FALSE,63.9,34.5,64.94,1.97208,13.673,8.20741,0.127275,0.235221,2.08805,12.2815,6.51439,0.129593,0.177163,2.24424,13.3435,6.99276,0.141113,0.19786,8.60244
"HI-02","15","5001800US1502","Hawaii",2,"Congressional District 2 (118th Congress), Hawaii",723300,12205,138245,82940,4157,927,1734,562755,9875,92905,51215,3006,705,1050,525655,9410,91475,48535,3362,642,1249,202680,12205,261235,1045,163190,82940,"HI","T000487","Jill N. Tokuda","Democrat",FALSE,FALSE,FALSE,63.6,34.1,65.1,1.6874,19.1131,11.4669,0.127795,0.230498,1.75476,16.509,9.10076,0.124925,0.180138,1.79015,17.4021,9.23324,0.121595,0.230153,10.8555
"IA-01","19","5001800US1901","Iowa",1,"Congressional District 1 (118th Congress), Iowa",798570,33375,46755,46345,0,1163,0,621120,23280,28970,30950,267,684,149,602765,20090,25555,25175,1166,722,674,676895,33375,18570,680,22710,46345,"IA","M001215","Mariannette Miller-Meeks","Republican",FALSE,FALSE,FALSE,47.6,50.5,48.52,4.17935,5.85484,5.8035,0.145635,0,3.74807,4.66416,4.98293,0.110112,0.0238931,3.33297,4.23963,4.17659,0.119608,0.111526,8.731
"IA-02","19","5001800US1902","Iowa",2,"Congressional District 2 (118th Congress), Iowa",795075,31455,44630,31090,0,1101,0,616900,21210,26795,19555,129,663,54,602870,18795,24285,14725,944,664,534,695975,31455,13970,1960,20620,31090,"IA","H001091","Ashley Hinson","Republican",FALSE,FALSE,FALSE,46.9,51.3,47.76,3.95623,5.61331,3.91032,0.138478,0,3.43816,4.34349,3.16988,0.10747,0.00872831,3.11759,4.02823,2.44248,0.110032,0.0884937,6.60804
"IA-03","19","5001800US1903","Iowa",3,"Congressional District 3 (118th Congress), Iowa",806700,41825,52155,67020,0,1222,139,608565,27135,32180,41460,239,779,182,578450,23050,27970,27620,1706,831,1043,645505,41825,31665,610,20075,67020,"IA","N000193","Zachary Nunn","Republican",FALSE,FALSE,FALSE,48.9,49.3,49.8,5.1847,6.46523,8.30792,0.151481,0.0172307,4.45885,5.28785,6.81275,0.127994,0.0297865,3.98479,4.83534,4.77483,0.143178,0.179759,11.2716
"IA-04","19","5001800US1904","Iowa",4,"Congressional District 4 (118th Congress), Iowa",795590,14995,24295,79010,0,797,0,612775,10860,15220,48200,286,498,39,586360,9160,13320,32595,1512,538,1109,663230,14995,18400,2310,17650,79010,"IA","F000446","Randy Feenstra","Republican",FALSE,FALSE,FALSE,36.2,62.2,36.79,1.88476,3.05371,9.93099,0.100177,0,1.77227,2.48378,7.86586,0.0812654,0.00519893,1.56218,2.27164,5.55887,0.091664,0.188589,9.63812
"ID-01","16","5001800US1601","Idaho",1,"Congressional District 1 (118th Congress), Idaho",957700,6465,14640,116225,1839,984,1440,727300,4595,8595,74755,1570,615,888,705735,3925,7775,60480,2211,545,1656,788060,6465,11015,7290,28650,116225,"ID","F000469","Russ Fulcher","Republican",FALSE,FALSE,FALSE,29.5,67.7,30.35,0.675055,1.52866,12.1358,0.102738,0.148543,0.631789,1.18177,10.2784,0.0845483,0.120062,0.556158,1.10169,8.56979,0.0772048,0.233108,10.9102
"ID-02","16","5001800US1602","Idaho",2,"Congressional District 2 (118th Congress), Idaho",935595,6805,13850,136240,1838,845,1448,702830,4715,8890,88300,1660,473,891,670515,4025,8125,65835,2257,444,1524,745305,6805,16140,7510,23595,136240,"ID","S001148","Michael K. Simpson","Republican",FALSE,FALSE,FALSE,36.9,59.8,38.16,0.727345,1.48034,14.5619,0.0903056,0.152101,0.670859,1.26489,12.5635,0.0672807,0.123251,0.600285,1.21176,9.81857,0.0661869,0.224872,13.2344
"IL-01","17","5001800US1701","Illinois",1,"Congressional District 1 (118th Congress), Illinois",748580,365380,378290,71095,6457,5816,3171,582125,288055,295980,47940,4558,4308,2468,557665,284105,291895,37835,4598,4412,2046,278315,365380,15630,625,17540,71095,"IL","J000309","Jonathan L. Jackson","Democrat",TRUE,FALSE,FALSE,70.5,28.1,71.5,48.8097,50.5343,9.49731,0.652976,0.415605,49.4834,50.8447,8.23534,0.630517,0.419032,50.9455,52.3424,6.78454,0.670437,0.362597,57.7187
"IL-02","17","5001800US1702","Illinois",2,"Congressional District 2 (118th Congress), Illinois",743575,345915,360390,113780,4817,5580,3919,566275,258065,265415,78000,4281,4025,2743,539300,255675,262990,57640,4402,4004,2461,257835,345915,7890,350,17800,113780,"IL","K000385","Robin L. Kelly","Democrat",TRUE,FALSE,FALSE,69.3,29.3,70.28,46.5205,48.4672,15.3018,0.687256,0.517643,45.5724,46.8703,13.7742,0.621707,0.473068,47.4087,48.7651,10.6879,0.633622,0.447916,59.3466
"IL-03","17","5001800US1703","Illinois",3,"Congressional District 3 (118th Congress), Illinois",739855,37405,44005,339075,7795,3505,6381,576395,27920,32245,244330,5516,2038,4374,475225,27320,31465,171450,5414,2071,3728,299550,37405,49245,860,13720,339075,"IL","R000617","Delia C. Ramirez","Democrat",FALSE,TRUE,FALSE,69.7,28.3,71.12,5.05572,5.94779,45.8299,0.470737,0.714631,4.8439,5.59425,42.3893,0.350525,0.641328,5.74886,6.62107,36.0776,0.430844,0.668177,47.2332
"IL-04","17","5001800US1704","Illinois",4,"Congressional District 4 (118th Congress), Illinois",733800,34185,36960,483450,8046,2546,8589,556320,28475,30430,348325,5794,1918,5746,437410,28060,29940,243305,6190,1955,5751,178130,34185,31495,195,6340,483450,"IL","G000586","Jesús G. ""Chuy"" García","Democrat",FALSE,TRUE,FALSE,72.3,25.9,73.63,4.65863,5.03679,65.8831,0.34318,0.920962,5.11846,5.46987,62.6123,0.340619,0.800977,6.41503,6.84484,55.624,0.437632,1.05311,67.7308
"IL-05","17","5001800US1705","Illinois",5,"Congressional District 5 (118th Congress), Illinois",746505,21060,27785,92360,6446,2083,3997,601720,17935,22175,67820,5096,1586,2816,551530,16960,20965,55560,4909,1500,2339,532030,21060,80245,475,20340,92360,"IL","Q000023","Mike Quigley","Democrat",FALSE,FALSE,FALSE,68.9,29.3,70.16,2.82115,3.72201,12.3723,0.277968,0.524662,2.98062,3.68527,11.271,0.262366,0.458154,3.07508,3.80124,10.0738,0.27059,0.414506,14.2516
"IL-06","17","5001800US1706","Illinois",6,"Congressional District 6 (118th Congress), Illinois",746605,37315,43370,115005,4385,2174,4256,582415,29800,33160,77020,3892,1559,2878,544355,29095,32380,64585,4468,1542,2690,533740,37315,44515,225,15810,115005,"IL","C001117","Sean Casten","Democrat",FALSE,FALSE,FALSE,54.5,43.6,55.56,4.99796,5.80896,15.4037,0.289701,0.562822,5.11663,5.69353,13.2242,0.265486,0.486183,5.34486,5.94832,11.8645,0.279853,0.484472,18.3409
"IL-07","17","5001800US1707","Illinois",7,"Congressional District 7 (118th Congress), Illinois",737075,306190,316710,120550,7496,6409,4136,596850,238710,245480,87475,6094,4608,2934,539930,235310,241845,63575,6000,4377,2534,228805,306190,63445,515,17570,120550,"IL","D000096","Danny K. Davis","Democrat",TRUE,FALSE,FALSE,85.6,12.8,86.99,41.5412,42.9685,16.3552,0.759987,0.535918,39.995,41.1293,14.6561,0.655217,0.468251,43.5816,44.7919,11.7747,0.650094,0.450711,54.6511
"IL-08","17","5001800US1708","Illinois",8,"Congressional District 8 (118th Congress), Illinois",749410,34915,43345,186315,3918,2708,4849,580430,24930,29085,126165,3376,1961,3133,498195,22800,26865,85370,4077,1771,2670,408190,34915,101820,340,17830,186315,"IL","K000391","Raja Krishnamoorthi","Democrat",FALSE,FALSE,FALSE,56.8,41.4,57.84,4.659,5.78388,24.8616,0.360529,0.633853,4.29509,5.01094,21.7365,0.336928,0.524757,4.57652,5.39247,17.1359,0.353505,0.517263,26.0316
"IL-09","17","5001800US1709","Illinois",9,"Congressional District 9 (118th Congress), Illinois",743005,65220,75820,102265,5448,3535,4431,593665,50335,56380,74485,4676,2250,3447,525940,43785,49365,53605,4413,1999,2663,445590,65220,106080,570,23280,102265,"IL","S001145","Janice D. Schakowsky","Democrat",FALSE,FALSE,FALSE,69.9,28.4,71.11,8.77787,10.2045,13.7637,0.471397,0.587761,8.47869,9.49694,12.5466,0.373072,0.572159,8.32509,9.38605,10.1922,0.373607,0.499057,21.0253
"IL-10","17","5001800US1710","Illinois",10,"Congressional District 10 (118th Congress), Illinois",752195,47760,56300,184215,2308,1173,1959,576265,35595,40400,124160,2098,705,1535,510105,34155,38730,84005,2885,697,2108,440985,47760,61410,620,17205,184215,"IL","S001190","Bradley Scott Schneider","Democrat",FALSE,FALSE,FALSE,62,36.1,63.2,6.34942,7.48476,24.4903,0.154722,0.249361,6.17685,7.01066,21.5456,0.120255,0.254559,6.69568,7.59255,16.4682,0.131286,0.402615,27.7225
"IL-11","17","5001800US1711","Illinois",11,"Congressional District 11 (118th Congress), Illinois",750920,45240,52090,145200,3555,2661,3461,571820,33245,36920,97860,3197,1746,2303,519450,31580,35170,70335,3804,1615,2028,481095,45240,63375,345,15665,145200,"IL","F000454","Bill Foster","Democrat",FALSE,FALSE,FALSE,56.6,41.3,57.81,6.02461,6.93682,19.3363,0.353216,0.451719,5.81389,6.45658,17.1138,0.303606,0.391218,6.07951,6.77062,13.5403,0.307702,0.377611,22.9277
"IL-12","17","5001800US1712","Illinois",12,"Congressional District 12 (118th Congress), Illinois",748190,36155,45960,22460,1767,1233,739,584540,29345,33210,15215,1263,885,495,577430,29120,32880,11890,1270,878,584,660365,36155,7515,970,20730,22460,"IL","B001295","Mike Bost","Republican",FALSE,FALSE,FALSE,27.7,70.5,28.21,4.83233,6.14282,3.00191,0.164402,0.0985169,5.02019,5.68139,2.6029,0.151012,0.084495,5.04304,5.6942,2.05912,0.151648,0.101036,7.62309
"IL-13","17","5001800US1713","Illinois",13,"Congressional District 13 (118th Congress), Illinois",747025,145105,165005,36065,2652,2394,1194,593245,106285,115190,24790,2143,1204,778,570520,103970,112840,20065,2493,1327,953,507850,145105,29465,620,27920,36065,"IL","B001315","Nikki Budzinski","Democrat",FALSE,FALSE,FALSE,54.4,43.2,55.74,19.4244,22.0883,4.82782,0.312964,0.158912,17.9159,19.4169,4.17871,0.192356,0.130271,18.2237,19.7784,3.51697,0.218538,0.166332,22.0946
"IL-14","17","5001800US1714","Illinois",14,"Congressional District 14 (118th Congress), Illinois",759545,70880,80610,177405,2439,2187,2642,573055,53645,58720,119805,2372,1596,1869,529030,51645,56570,90040,3221,1625,2104,453500,70880,38620,485,18655,177405,"IL","U000040","Lauren Underwood","Democrat",TRUE,FALSE,FALSE,54.7,43.3,55.82,9.3319,10.6129,23.3567,0.286372,0.339658,9.36123,10.2468,20.9064,0.275799,0.314457,9.76221,10.6932,17.0198,0.30136,0.383972,30.2676
"IL-15","17","5001800US1715","Illinois",15,"Congressional District 15 (118th Congress), Illinois",749695,23455,31435,21790,2680,1428,628,586775,18155,21505,14475,2346,975,492,580810,17595,20895,12090,2363,944,468,681855,23455,6525,745,15320,21790,"IL","M001211","Mary E. Miller","Republican",FALSE,FALSE,FALSE,29.6,68.3,30.23,3.12861,4.19304,2.90652,0.190149,0.0831205,3.09403,3.66495,2.46687,0.165701,0.0832661,3.02939,3.59756,2.08158,0.162064,0.0801308,5.5609
"IL-16","17","5001800US1716","Illinois",16,"Congressional District 16 (118th Congress), Illinois",750035,18950,27535,52530,2829,1685,1726,577320,13585,17035,33325,2418,1022,1073,562170,13175,16525,27405,2620,1000,998,645435,18950,17805,355,14965,52530,"IL","L000585","Darin LaHood","Republican",FALSE,FALSE,FALSE,38.1,59.6,39,2.52655,3.67116,7.00367,0.224454,0.228601,2.35311,2.9507,5.77236,0.17675,0.18428,2.3436,2.9395,4.87486,0.177546,0.176067,8.12548
