GEOID,state,city,grade,total,white,black,pct_black
06037573004,CA,Los Angeles,C,4670,705,952,20.39
06037573101,CA,Los Angeles,C,4220,637,799,18.93
06037573102,CA,Los Angeles,C,3245,673,546,16.83
06037573201,CA,Los Angeles,D,4606,469,594,12.9
06037573202,CA,Los Angeles,D,6250,497,783,12.53
06037573300,CA,Los Angeles,D,4068,308,574,14.11
06037573401,CA,Los Angeles,D,1575,503,208,13.21
06037573402,CA,Los Angeles,D,6827,1725,1001,14.66
06037573403,CA,Los Angeles,D,3446,1220,417,12.1
06037575002,CA,Los Angeles,C,4760,2107,402,8.45
06037575101,CA,Los Angeles,D,4568,742,671,14.69
06037575102,CA,Los Angeles,D,4064,478,379,9.33
06037575103,CA,Los Angeles,D,5088,1160,937,18.42
06037575201,CA,Los Angeles,D,4664,454,660,14.15
06037575202,CA,Los Angeles,D,4278,616,354,8.27
06037575300,CA,Los Angeles,D,4545,506,702,15.45
06037575402,CA,Los Angeles,D,3454,448,394,11.41
06037575801,CA,Los Angeles,D,1961,363,216,11.01
06037575901,CA,Los Angeles,D,3278,701,809,24.68
06037576402,CA,Los Angeles,C,4705,684,532,11.31
06037576403,CA,Los Angeles,C,4830,702,610,12.63
06037576502,CA,Los Angeles,C,4190,1486,595,14.2
06037576503,CA,Los Angeles,C,4093,1557,520,12.7
06037576601,CA,Los Angeles,B,4770,2343,576,12.08
06037576801,CA,Los Angeles,C,4286,1961,463,10.8
06037576802,CA,Los Angeles,C,3989,1932,444,11.13
06037576901,CA,Los Angeles,C,5366,1067,692,12.9
06037576903,CA,Los Angeles,C,3814,812,571,14.97
06037576904,CA,Los Angeles,C,3239,965,528,16.3
06037577100,CA,Los Angeles,B,7051,4184,393,5.57
06037577400,CA,Los Angeles,B,3173,2279,92,2.9
06037577501,CA,Los Angeles,B,3440,2729,39,1.13
06037577700,CA,Los Angeles,C,4672,432,679,14.53
06037600100,CA,Los Angeles,C,7098,510,2303,32.45
06037600201,CA,Los Angeles,C,4690,294,1466,31.26
06037600202,CA,Los Angeles,C,7071,427,2562,36.23
06037600303,CA,Los Angeles,C,3813,210,1507,39.52
06037600304,CA,Los Angeles,C,3781,284,1256,33.22
06037600704,CA,Los Angeles,B,3010,146,2265,75.25
06037600801,CA,Los Angeles,A,3206,122,2454,76.54
06037600902,CA,Los Angeles,D,6798,634,2932,43.13
06037600911,CA,Los Angeles,C,3282,520,948,28.88
06037600912,CA,Los Angeles,C,5174,675,762,14.73
06037601001,CA,Los Angeles,C,2274,144,1517,66.71
06037601002,CA,Los Angeles,C,5457,457,2412,44.2
06037601100,CA,Los Angeles,C,6159,589,1817,29.5
06037601202,CA,Los Angeles,C,3832,502,222,5.79
06037601211,CA,Los Angeles,C,2833,278,1159,40.91
06037601212,CA,Los Angeles,C,6319,674,1532,24.24
06037601301,CA,Los Angeles,B,1958,437,885,45.2
06037601302,CA,Los Angeles,D,6785,736,3492,51.47
06037601303,CA,Los Angeles,D,4959,448,2433,49.06
06037601401,CA,Los Angeles,D,5012,615,1584,31.6
06037601402,CA,Los Angeles,C,4782,757,246,5.14
06037601501,CA,Los Angeles,C,3500,377,323,9.23
06037601502,CA,Los Angeles,C,3374,344,77,2.28
06037601600,CA,Los Angeles,C,4164,441,123,2.95
06037601700,CA,Los Angeles,C,4931,526,235,4.77
06037601801,CA,Los Angeles,C,3462,367,143,4.13
06037601802,CA,Los Angeles,C,3896,517,58,1.49
06037601900,CA,Los Angeles,D,5091,414,592,11.63
06037602002,CA,Los Angeles,C,3007,377,386,12.84
06037602003,CA,Los Angeles,C,4759,481,612,12.86
06037602103,CA,Los Angeles,C,6931,810,1182,17.05
06037602104,CA,Los Angeles,C,5541,615,1285,23.19
06037602105,CA,Los Angeles,C,4302,529,802,18.64
06037602106,CA,Los Angeles,C,5693,1087,1010,17.74
06037602202,CA,Los Angeles,C,3112,538,406,13.05
06037602301,CA,Los Angeles,D,6188,2087,249,4.02
06037602402,CA,Los Angeles,D,6812,1682,642,9.42
06037602403,CA,Los Angeles,C,5172,759,872,16.86
06037602404,CA,Los Angeles,D,5848,945,923,15.78
06037602504,CA,Los Angeles,D,4670,349,1686,36.1
06037602505,CA,Los Angeles,D,4427,479,1276,28.82
06037602506,CA,Los Angeles,D,4429,421,1882,42.49
06037602507,CA,Los Angeles,D,5321,399,2682,50.4
06037602510,CA,Los Angeles,D,3510,409,852,24.27
06037602511,CA,Los Angeles,D,3602,309,1449,40.23
06037603101,CA,Los Angeles,D,4448,590,781,17.56
06037603102,CA,Los Angeles,D,4034,462,495,12.27
06037603301,CA,Los Angeles,D,3914,510,285,7.28
06037603600,CA,Los Angeles,D,3963,1002,303,7.65
06037603705,CA,Los Angeles,D,2589,267,1129,43.61
06037603706,CA,Los Angeles,D,3624,391,751,20.72
06037603801,CA,Los Angeles,D,4630,750,850,18.36
06037603802,CA,Los Angeles,D,3937,683,283,7.19
06037603901,CA,Los Angeles,D,4013,962,326,8.12
06037603902,CA,Los Angeles,D,3288,636,226,6.87
06037604001,CA,Los Angeles,D,4241,982,263,6.2
06037604002,CA,Los Angeles,D,4863,1337,296,6.09
06037604101,CA,Los Angeles,D,3973,709,296,7.45
06037604102,CA,Los Angeles,D,2862,698,155,5.42
06037604200,CA,Los Angeles,D,6255,520,1792,28.65
06037620101,CA,Los Angeles,C,5667,3770,119,2.1
06037620102,CA,Los Angeles,C,3885,2652,76,1.96
06037620305,CA,Los Angeles,C,6114,4911,46,0.75
06037620521,CA,Los Angeles,D,4313,2132,247,5.73
06037620522,CA,Los Angeles,D,5068,2864,162,3.2
06037620601,CA,Los Angeles,D,5869,2999,264,4.5
06037620701,CA,Los Angeles,D,6991,4271,242,3.46
06037620901,CA,Los Angeles,C,2639,1980,24,0.91
06037620904,CA,Los Angeles,C,2829,2350,21,0.74
06037621001,CA,Los Angeles,D,4346,3205,62,1.43
06037621102,CA,Los Angeles,D,3049,2220,23,0.75
06037621104,CA,Los Angeles,D,6786,5119,86,1.27
06037621201,CA,Los Angeles,D,8259,5654,401,4.86
06037621204,CA,Los Angeles,D,3110,2162,112,3.6
06037621301,CA,Los Angeles,D,7291,4691,197,2.7
06037621324,CA,Los Angeles,C,3849,2630,111,2.88
06037621326,CA,Los Angeles,C,3348,2386,88,2.63
06037650901,CA,Los Angeles,D,5976,2526,309,5.17
06037651304,CA,Los Angeles,A,4987,3617,73,1.46
06037670002,CA,Los Angeles,D,3906,1511,147,3.76
06037670003,CA,Los Angeles,D,6163,2805,195,3.16
06037670324,CA,Los Angeles,A,5160,3774,39,0.76
06037670326,CA,Los Angeles,A,3702,2167,51,1.38
06037670328,CA,Los Angeles,A,4485,2879,80,1.78
06037700101,CA,Los Angeles,C,5785,4245,279,4.82
06037700102,CA,Los Angeles,C,4448,3104,200,4.5
06037700200,CA,Los Angeles,C,6602,4866,258,3.91
06037700300,CA,Los Angeles,C,5754,4347,176,3.06
06037700400,CA,Los Angeles,C,5140,3830,199,3.87
06037700501,CA,Los Angeles,C,3586,2680,107,2.98
06037700502,CA,Los Angeles,C,4442,3312,153,3.44
06037700600,CA,Los Angeles,A,5032,4235,47,0.93
06037700700,CA,Los Angeles,A,3111,2685,27,0.87
06037700801,CA,Los Angeles,B,4941,3845,95,1.92
06037700802,CA,Los Angeles,C,3892,2940,87,2.24
06037700901,CA,Los Angeles,B,3863,2853,97,2.51
06037700902,CA,Los Angeles,C,6561,4741,216,3.29
06037701000,CA,Los Angeles,B,5301,4161,111,2.09
06037701201,CA,Los Angeles,B,4228,3393,18,0.43
06037701202,CA,Los Angeles,C,3498,2658,40,1.14
06037701302,CA,Los Angeles,C,4951,3721,78,1.58
06037701304,CA,Los Angeles,C,6462,5010,90,1.39
06037701501,CA,Los Angeles,C,5283,3946,116,2.2
06037701502,CA,Los Angeles,C,3665,2520,174,4.75
06037701601,CA,Los Angeles,B,4175,3105,39,0.93
06037701602,CA,Los Angeles,C,4356,2749,158,3.63
06037701701,CA,Los Angeles,D,3543,2199,134,3.78
06037701702,CA,Los Angeles,D,3326,2029,240,7.22
06037701801,CA,Los Angeles,D,5973,2446,655,10.97
06037701802,CA,Los Angeles,D,4207,2056,455,10.82
06037702002,CA,Los Angeles,D,5989,4240,279,4.66
06037702102,CA,Los Angeles,D,6447,4894,162,2.51
06037702201,CA,Los Angeles,C,4475,3106,127,2.84
06037702202,CA,Los Angeles,C,3890,2717,91,2.34
06037702400,CA,Los Angeles,C,4677,2482,231,4.94
06037702501,CA,Los Angeles,B,4952,3078,151,3.05
06037702802,CA,Los Angeles,C,2278,1055,82,3.6
06037702803,CA,Los Angeles,C,2986,1496,145,4.86
06037703200,CA,Los Angeles,A,5800,538,4267,73.57
06037980010,CA,Los Angeles,D,144,42,6,4.17
06067000200,CA,Sacramento,C,3889,2998,51,1.31
06067000300,CA,Sacramento,B,3347,2539,30,0.9
06067000400,CA,Sacramento,C,3840,2496,183,4.77
06067000501,CA,Sacramento,D,1905,1016,187,9.82
06067000502,CA,Sacramento,D,1433,840,60,4.19
06067000600,CA,Sacramento,D,1686,961,218,12.93
06067000800,CA,Sacramento,D,1637,955,154,9.41
06067001201,CA,Sacramento,C,2141,1299,181,8.45
06067001202,CA,Sacramento,C,1855,1063,152,8.19
06067001300,CA,Sacramento,C,3320,2159,144,4.34
06067001500,CA,Sacramento,B,4946,3619,103,2.08
06067001601,CA,Sacramento,C,3908,2664,116,2.97
06067001602,CA,Sacramento,A,2645,2102,20,0.76
06067001701,CA,Sacramento,C,2574,1286,245,9.52
06067001800,CA,Sacramento,B,5346,2747,635,11.88
06067001900,CA,Sacramento,C,3509,2037,219,6.24
06067002100,CA,Sacramento,D,2773,1293,235,8.47
06067002300,CA,Sacramento,B,3380,2480,49,1.45
06067002400,CA,Sacramento,A,4627,3395,63,1.36
06067002500,CA,Sacramento,B,1935,1384,76,3.93
06067002600,CA,Sacramento,C,2538,1748,113,4.45
06067002800,CA,Sacramento,C,3317,955,742,22.37
06067002900,CA,Sacramento,C,4617,2932,225,4.87
06067003002,CA,Sacramento,C,3897,2211,278,7.13
06067003501,CA,Sacramento,C,2760,1421,177,6.41
06067003700,CA,Sacramento,C,4611,992,616,13.36
06067004402,CA,Sacramento,C,4343,823,641,14.76
06067006802,CA,Sacramento,C,2806,609,571,20.35
06073000100,CA,San Diego,B,2908,2350,31,1.07
06073000201,CA,San Diego,B,2001,1551,25,1.25
06073000202,CA,San Diego,B,4441,3221,83,1.87
06073000301,CA,San Diego,C,2155,1572,49,2.27
06073000302,CA,San Diego,C,2811,1996,97,3.45
06073000400,CA,San Diego,C,3794,2409,185,4.88
06073000500,CA,San Diego,C,3012,2070,65,2.16
06073000600,CA,San Diego,C,3182,2137,111,3.49
06073000700,CA,San Diego,B,4072,2832,136,3.34
06073000800,CA,San Diego,C,4890,2897,467,9.55
06073000901,CA,San Diego,C,3184,1734,258,8.1
06073000902,CA,San Diego,C,2479,1464,132,5.32
06073001000,CA,San Diego,C,4690,2865,227,4.84
06073001100,CA,San Diego,B,3000,1839,166,5.53
06073001201,CA,San Diego,C,2235,1107,204,9.13
06073001202,CA,San Diego,C,3216,1678,323,10.04
06073001301,CA,San Diego,C,2696,1509,181,6.71
06073001302,CA,San Diego,C,3331,1810,261,7.84
06073001400,CA,San Diego,B,3205,2203,85,2.65
06073001500,CA,San Diego,B,3827,2402,174,4.55
06073001600,CA,San Diego,C,5244,1927,463,8.83
06073001700,CA,San Diego,C,4521,2276,321,7.1
06073001801,CA,San Diego,C,2003,910,160,7.99
06073001802,CA,San Diego,C,3061,1561,269,8.79
06073001900,CA,San Diego,B,3036,2174,58,1.91
06073002001,CA,San Diego,A,3459,2760,57,1.65
06073002002,CA,San Diego,A,2671,1833,132,4.94
06073002100,CA,San Diego,B,5235,2469,408,7.79
06073002201,CA,San Diego,C,3593,721,631,17.56
06073002202,CA,San Diego,C,4928,731,577,11.71
06073002301,CA,San Diego,B,2976,689,367,12.33
06073002302,CA,San Diego,C,6215,813,677,10.89
06073002401,CA,San Diego,C,4061,1311,312,7.68
06073002402,CA,San Diego,C,4735,672,562,11.87
06073002501,CA,San Diego,D,5172,1216,388,7.5
06073002502,CA,San Diego,D,5929,1810,649,10.95
06073002601,CA,San Diego,C,5326,961,245,4.6
06073002602,CA,San Diego,D,4117,797,446,10.83
06073002707,CA,San Diego,C,4687,591,774,16.51
06073002709,CA,San Diego,C,3487,669,565,16.2
06073002710,CA,San Diego,C,3943,510,864,21.91
06073002712,CA,San Diego,D,4952,1005,1255,25.34
06073002905,CA,San Diego,C,4335,1881,538,12.41
06073003001,CA,San Diego,D,4567,807,1266,27.72
06073003003,CA,San Diego,D,5233,1578,881,16.84
06073003004,CA,San Diego,D,4974,823,658,13.23
06073003101,CA,San Diego,D,3919,528,1144,29.19
06073003103,CA,San Diego,D,6242,978,1649,26.42
06073003105,CA,San Diego,D,4261,762,379,8.89
06073003111,CA,San Diego,D,6139,705,936,15.25
06073003112,CA,San Diego,D,4754,629,960,20.19
06073003113,CA,San Diego,D,5045,480,692,13.72
06073003201,CA,San Diego,D,5077,1423,777,15.3
06073003202,CA,San Diego,D,4755,1421,233,4.9
06073003211,CA,San Diego,D,3144,761,203,6.46
06073003301,CA,San Diego,C,3394,537,649,19.12
06073003304,CA,San Diego,D,3601,479,490,13.61
06073003401,CA,San Diego,D,6259,1538,1406,22.46
06073003403,CA,San Diego,D,4054,591,384,9.47
06073003404,CA,San Diego,D,4481,557,748,16.69
06073003502,CA,San Diego,C,4599,648,436,9.48
06073003601,CA,San Diego,D,2951,387,165,5.59
06073003602,CA,San Diego,D,3056,391,208,6.81
06073003603,CA,San Diego,D,4092,742,165,4.03
06073003901,CA,San Diego,D,3892,604,264,6.78
06073003902,CA,San Diego,D,4673,668,295,6.31
06073004000,CA,San Diego,D,4521,664,248,5.49
06073004101,CA,San Diego,D,3986,1704,227,5.69
06073004102,CA,San Diego,D,1899,661,106,5.58
06073004200,CA,San Diego,D,5818,3887,154,2.65
06073004300,CA,San Diego,B,3660,2534,108,2.95
06073004400,CA,San Diego,C,3750,2463,97,2.59
06073004501,CA,San Diego,C,2612,1311,89,3.41
06073004600,CA,San Diego,D,1912,1054,106,5.54
06073004700,CA,San Diego,D,1493,551,69,4.62
06073004800,CA,San Diego,D,3384,785,160,4.73
06073004900,CA,San Diego,D,4978,733,295,5.93
06073005601,CA,San Diego,C,2728,1550,230,8.43
06073005700,CA,San Diego,C,1416,870,149,10.52
06073005801,CA,San Diego,D,1959,1310,83,4.24
06073005900,CA,San Diego,C,2959,2096,101,3.41
06073006000,CA,San Diego,B,4381,3244,113,2.58
06073006100,CA,San Diego,B,2274,1572,50,2.2
06073006900,CA,San Diego,A,5427,4224,65,1.2
06073007002,CA,San Diego,C,3155,2639,19,0.6
06073007100,CA,San Diego,A,4646,3917,25,0.54
06073007302,CA,San Diego,B,2193,1862,7,0.32
06073007303,CA,San Diego,C,1744,1427,18,1.03
06073007304,CA,San Diego,C,3303,2610,40,1.21
06073007402,CA,San Diego,B,3631,2822,36,0.99
06073007502,CA,San Diego,C,3150,2426,56,1.78
06073007602,CA,San Diego,C,1876,1526,45,2.4
06073007701,CA,San Diego,B,3682,2923,45,1.22
06073007702,CA,San Diego,B,3837,3040,43,1.12
06073007905,CA,San Diego,C,2508,1980,25,1.0
06073007907,CA,San Diego,C,3039,2329,45,1.48
06073007908,CA,San Diego,C,2874,2109,62,2.16
06073007910,CA,San Diego,C,2740,2137,54,1.97
06073007911,CA,San Diego,C,2571,1955,35,1.36
06073008101,CA,San Diego,B,3859,3117,23,0.6
06073008102,CA,San Diego,A,3424,2821,19,0.55
06073008202,CA,San Diego,B,1524,1278,6,0.39
06073008303,CA,San Diego,A,3531,2682,25,0.71
06073008311,CA,San Diego,A,2849,2263,10,0.35
06073010800,CA,San Diego,B,2339,1913,14,0.6
06073010900,CA,San Diego,A,1627,1313,8,0.49
06073011000,CA,San Diego,C,2983,2349,70,2.35
06073011100,CA,San Diego,B,3795,2948,21,0.55
06073021402,CA,San Diego,C,2793,2025,46,1.65
06073021800,CA,San Diego,A,1980,1634,15,0.76
06075010201,CA,San Francisco,C,2468,1912,23,0.93
06075010300,CA,San Francisco,D,4062,2557,46,1.13
06075010402,CA,San Francisco,C,2293,1523,16,0.7
06075010800,CA,San Francisco,D,4573,2299,46,1.01
06075010901,CA,San Francisco,D,2338,1639,18,0.77
06075011001,CA,San Francisco,D,3079,1502,53,1.72
06075011002,CA,San Francisco,D,2363,1143,46,1.95
06075011101,CA,San Francisco,D,3143,1580,65,2.07
06075012601,CA,San Francisco,B,2577,2013,21,0.81
06075012700,CA,San Francisco,A,3769,2956,17,0.45
06075012801,CA,San Francisco,C,2742,2097,37,1.35
06075012802,CA,San Francisco,C,1901,1477,25,1.32
06075012901,CA,San Francisco,C,2853,2110,33,1.16
06075012902,CA,San Francisco,C,3667,2675,48,1.31
06075013001,CA,San Francisco,C,2405,1822,33,1.37
06075013002,CA,San Francisco,C,2144,1630,13,0.61
06075013102,CA,San Francisco,B,2938,2066,39,1.33
06075013200,CA,San Francisco,A,4464,3399,54,1.21
06075013300,CA,San Francisco,B,4344,3269,55,1.27
06075013401,CA,San Francisco,C,1623,1151,30,1.85
06075013402,CA,San Francisco,C,2253,1623,32,1.42
06075013500,CA,San Francisco,D,2912,1971,69,2.37
06075015201,CA,San Francisco,D,1888,1084,81,4.29
06075015202,CA,San Francisco,D,2286,1380,73,3.19
06075015300,CA,San Francisco,D,2387,1558,117,4.9
06075015401,CA,San Francisco,C,3659,2111,112,3.06
06075015500,CA,San Francisco,D,3899,1650,316,8.1
06075015801,CA,San Francisco,D,3869,1555,804,20.78
06075015900,CA,San Francisco,D,4630,1578,451,9.74
06075016102,CA,San Francisco,D,2880,255,1253,43.51
06075016300,CA,San Francisco,D,4296,2133,696,16.2
06075016400,CA,San Francisco,C,3920,2413,273,6.96
06075016500,CA,San Francisco,D,5171,3212,303,5.86
06075016601,CA,San Francisco,D,3133,2092,107,3.42
06075016700,CA,San Francisco,C,4835,3300,190,3.93
06075016801,CA,San Francisco,D,4282,2459,306,7.15
06075016802,CA,San Francisco,D,3928,2043,333,8.48
06075016900,CA,San Francisco,C,3425,2272,111,3.24
06075017000,CA,San Francisco,C,4088,2924,75,1.83
06075017101,CA,San Francisco,C,3766,2777,84,2.23
06075017102,CA,San Francisco,C,3798,2735,125,3.29
06075020201,CA,San Francisco,D,2494,1138,122,4.89
06075020202,CA,San Francisco,D,3914,1796,253,6.46
06075020300,CA,San Francisco,C,3624,2238,76,2.1
06075020401,CA,San Francisco,C,3235,2224,42,1.3
06075020402,CA,San Francisco,C,4547,2818,133,2.93
06075020500,CA,San Francisco,C,2663,1849,44,1.65
06075020602,CA,San Francisco,C,2272,1617,38,1.67
06075020701,CA,San Francisco,C,2987,1905,79,2.64
06075020702,CA,San Francisco,D,2520,1450,49,1.94
06075021000,CA,San Francisco,D,4213,2535,81,1.92
06075021100,CA,San Francisco,C,4111,2887,61,1.48
06075021200,CA,San Francisco,C,3015,2106,32,1.06
06075021400,CA,San Francisco,C,3404,2366,40,1.18
06075021500,CA,San Francisco,C,5237,3269,73,1.39
06075022702,CA,San Francisco,D,2194,1407,50,2.28
06075022704,CA,San Francisco,D,3734,2319,72,1.93
06075022803,CA,San Francisco,D,4380,1744,92,2.1
06075022901,CA,San Francisco,D,4275,1399,196,4.58
06075022902,CA,San Francisco,D,2283,863,60,2.63
06075023001,CA,San Francisco,D,5412,360,541,10.0
06075023003,CA,San Francisco,D,4143,514,640,15.45
06075023102,CA,San Francisco,D,3377,312,1707,50.55
06075023200,CA,San Francisco,C,4987,580,1306,26.19
06075025100,CA,San Francisco,D,3364,1900,122,3.63
06075025200,CA,San Francisco,D,5164,3017,107,2.07
06075025401,CA,San Francisco,D,3331,1540,155,4.65
06075025402,CA,San Francisco,D,2869,1260,86,3.0
06075025501,CA,San Francisco,C,3606,910,84,2.33
06075025502,CA,San Francisco,C,4354,1082,60,1.38
06075025600,CA,San Francisco,D,5482,941,117,2.13
06075025701,CA,San Francisco,C,4716,639,98,2.08
06075025702,CA,San Francisco,C,4551,551,88,1.93
06075025800,CA,San Francisco,D,2030,284,124,6.11
06075026001,CA,San Francisco,D,5553,852,95,1.71
06075026002,CA,San Francisco,D,3282,818,131,3.99
06075026003,CA,San Francisco,D,4890,882,73,1.49
06075026004,CA,San Francisco,D,4162,699,60,1.44
06075026100,CA,San Francisco,B,6890,918,80,1.16
06075026201,CA,San Francisco,D,4174,377,91,2.18
06075026202,CA,San Francisco,C,3323,408,70,2.11
06075026301,CA,San Francisco,B,4761,563,53,1.11
06075026302,CA,San Francisco,C,4760,699,220,4.62
06075026303,CA,San Francisco,C,4632,620,95,2.05
06075026401,CA,San Francisco,D,3954,216,307,7.76
06075026402,CA,San Francisco,D,4174,451,308,7.38
06075026403,CA,San Francisco,D,4050,260,173,4.27
06075026404,CA,San Francisco,D,3100,122,449,14.48
06075030101,CA,San Francisco,C,4592,2757,100,2.18
06075030201,CA,San Francisco,C,3988,2055,71,1.78
06075030202,CA,San Francisco,C,4507,2385,104,2.31
06075030301,CA,San Francisco,C,6076,2793,90,1.48
06075030302,CA,San Francisco,B,3670,1522,21,0.57
06075030400,CA,San Francisco,B,5269,2417,50,0.95
06075030600,CA,San Francisco,A,2343,1262,26,1.11
06075030700,CA,San Francisco,C,6859,3721,152,2.22
06075030900,CA,San Francisco,B,6707,2960,185,2.76
06075031000,CA,San Francisco,B,4192,1841,133,3.17
06075031100,CA,San Francisco,C,6305,2839,174,2.76
06075031201,CA,San Francisco,C,6064,1083,345,5.69
06075031202,CA,San Francisco,D,3051,406,295,9.67
06075031301,CA,San Francisco,C,3786,832,450,11.89
06075031302,CA,San Francisco,C,5673,825,606,10.68
06075031401,CA,San Francisco,D,2942,220,213,7.24
06075031402,CA,San Francisco,D,4287,573,496,11.57
06075032601,CA,San Francisco,B,4412,1553,88,1.99
06075032602,CA,San Francisco,B,4289,1406,44,1.03
06075032700,CA,San Francisco,B,6472,2245,78,1.21
06075032801,CA,San Francisco,B,4234,1235,61,1.44
06075032802,CA,San Francisco,B,4097,1183,58,1.42
06075032901,CA,San Francisco,B,5015,1400,44,0.88
06075032902,CA,San Francisco,B,3850,1080,28,0.73
06075033001,CA,San Francisco,B,3893,1296,37,0.95
06075033002,CA,San Francisco,B,4021,1543,54,1.34
06075035101,CA,San Francisco,C,3551,1446,46,1.3
06075035102,CA,San Francisco,B,4252,1198,42,0.99
06075035202,CA,San Francisco,C,4353,1957,96,2.21
06075035300,CA,San Francisco,B,7360,1987,95,1.29
06075040100,CA,San Francisco,C,4417,2354,81,1.83
06075040200,CA,San Francisco,C,5539,2705,120,2.17
06075042601,CA,San Francisco,C,3917,1857,67,1.71
06075042602,CA,San Francisco,B,3469,1777,51,1.47
06075042800,CA,San Francisco,A,2433,1639,16,0.66
06075045100,CA,San Francisco,C,5048,2267,93,1.84
06075045201,CA,San Francisco,C,3368,1556,47,1.4
06075045202,CA,San Francisco,C,3405,1482,55,1.62
06075047600,CA,San Francisco,B,5302,2185,71,1.34
06075047701,CA,San Francisco,B,4435,1764,81,1.83
06075047702,CA,San Francisco,B,3823,1582,75,1.96
06075047801,CA,San Francisco,B,4140,1617,61,1.47
06075047802,CA,San Francisco,B,3786,1395,76,2.01
06075047902,CA,San Francisco,B,3691,1720,46,1.25
06075047903,CA,San Francisco,B,3782,1634,53,1.4
06075061200,CA,San Francisco,D,4166,539,832,19.97
06077000401,CA,Stockton,B,3351,1317,366,10.92
06077000402,CA,Stockton,C,4640,1080,1113,23.99
06077000500,CA,Stockton,C,3071,583,225,7.33
06077000600,CA,Stockton,D,2305,311,153,6.64
06077001102,CA,Stockton,B,5343,1860,555,10.39
06077001200,CA,Stockton,A,5750,3177,661,11.5
06077001300,CA,Stockton,C,5350,2071,387,7.23
06077001700,CA,Stockton,D,4026,964,77,1.91
06077001900,CA,Stockton,D,5782,1002,435,7.52
06077002000,CA,Stockton,D,4068,802,406,9.98
06077002300,CA,Stockton,D,5285,546,322,6.09
06077002401,CA,Stockton,D,5226,588,280,5.36
06077002701,CA,Stockton,C,7161,1754,129,1.8
06085500100,CA,San Jose,D,7969,1830,255,3.2
06085500200,CA,San Jose,C,5281,1897,308,5.83
06085500400,CA,San Jose,B,2476,1130,87,3.51
06085500500,CA,San Jose,B,5506,2779,127,2.31
06085500600,CA,San Jose,B,5548,2557,360,6.49
06085500902,CA,San Jose,C,4957,2649,334,6.74
06085501000,CA,San Jose,C,5468,1603,369,6.75
06085501101,CA,San Jose,D,4305,1392,136,3.16
06085501102,CA,San Jose,C,4437,1256,89,2.01
06085501200,CA,San Jose,C,4129,1182,135,3.27
06085501300,CA,San Jose,B,3786,1750,178,4.7
06085501401,CA,San Jose,C,3496,724,143,4.09
06085501402,CA,San Jose,C,2962,722,83,2.8
06085501601,CA,San Jose,A,3728,1213,202,5.42
06085501602,CA,San Jose,C,3441,830,221,6.42
06085501800,CA,San Jose,C,4852,2028,83,1.71
06085501901,CA,San Jose,D,2918,983,289,9.9
06085502002,CA,San Jose,D,5166,1295,173,3.35
06085502301,CA,San Jose,C,3338,2062,64,1.92
06085502302,CA,San Jose,B,2995,1550,75,2.5
06085502400,CA,San Jose,B,7235,4671,120,1.66
06085502500,CA,San Jose,B,6540,4282,71,1.09
06085503112,CA,San Jose,D,4379,899,139,3.17
06085503113,CA,San Jose,D,4604,869,105,2.28
06085505600,CA,San Jose,C,4338,2160,107,2.47
06085505700,CA,San Jose,C,5738,2770,167,2.91
06113010105,CA,Sacramento,D,2008,903,193,9.61
17031010100,IL,Chicago,C,4905,1652,2187,44.59
17031010201,IL,Chicago,C,6939,1832,2574,37.09
17031010202,IL,Chicago,C,2742,1078,767,27.97
17031010300,IL,Chicago,C,6305,2963,1778,28.2
17031010400,IL,Chicago,B,5079,3148,620,12.21
17031010501,IL,Chicago,C,4206,2137,1062,25.25
17031010502,IL,Chicago,C,3278,1819,582,17.75
17031010503,IL,Chicago,B,2565,1407,414,16.14
17031010600,IL,Chicago,C,6225,3280,1238,19.89
17031010701,IL,Chicago,C,3673,1462,904,24.61
17031010702,IL,Chicago,C,4776,1433,1198,25.08
17031020100,IL,Chicago,B,4202,1161,1394,33.17
17031020200,IL,Chicago,B,7128,3957,783,10.98
17031020302,IL,Chicago,B,5010,2692,623,12.44
17031020400,IL,Chicago,C,4435,1773,978,22.05
17031020601,IL,Chicago,B,6699,3175,481,7.18
17031020602,IL,Chicago,B,4662,1516,501,10.75
17031020701,IL,Chicago,B,1879,1026,79,4.2
17031020702,IL,Chicago,B,7717,3019,667,8.64
17031020801,IL,Chicago,B,5648,2395,400,7.08
17031020802,IL,Chicago,B,7546,1663,924,12.24
17031020901,IL,Chicago,C,5848,1160,1436,24.56
17031030101,IL,Chicago,B,3687,1848,678,18.39
17031030102,IL,Chicago,B,3121,1627,531,17.01
17031030103,IL,Chicago,B,2104,1163,260,12.36
17031030104,IL,Chicago,C,3521,2039,390,11.08
17031030200,IL,Chicago,C,5627,3981,350,6.22
17031030300,IL,Chicago,C,3148,1271,481,15.28
17031030400,IL,Chicago,C,2597,1498,227,8.74
17031030500,IL,Chicago,C,6183,3937,467,7.55
17031030601,IL,Chicago,B,3293,1587,571,17.34
17031030603,IL,Chicago,C,2045,960,426,20.83
17031030701,IL,Chicago,C,1671,820,449,26.87
17031030703,IL,Chicago,C,3075,1722,592,19.25
17031030800,IL,Chicago,C,4284,3150,193,4.51
17031030900,IL,Chicago,C,2952,2034,100,3.39
17031031000,IL,Chicago,C,3868,2701,152,3.93
17031031100,IL,Chicago,C,4691,3010,285,6.08
17031031200,IL,Chicago,C,5541,2071,1601,28.89
