GEOID,state,city,grade,total,white,black,pct_black
39035183200,OH,Cleveland,A,2700,2125,179,6.63
39035183300,OH,Cleveland,A,4686,3691,440,9.39
39035183401,OH,Cleveland,A,2262,1478,457,20.2
39035183402,OH,Cleveland,A,1507,234,1165,77.31
39035183502,OH,Cleveland,A,3749,2518,816,21.77
39035183603,OH,Cleveland,B,1415,58,1292,91.31
39035183604,OH,Cleveland,A,2576,548,1781,69.14
39035183605,OH,Cleveland,A,2867,1236,1335,46.56
39035183606,OH,Cleveland,A,1582,669,720,45.51
39035184106,OH,Cleveland,C,2369,1489,427,18.02
39035185102,OH,Cleveland,B,2685,969,1473,54.86
39035185103,OH,Cleveland,C,2333,928,1186,50.84
39035185104,OH,Cleveland,C,3773,1927,1552,41.13
39035185201,OH,Cleveland,B,1569,400,1055,67.24
39035185203,OH,Cleveland,B,3801,2246,1196,31.47
39035187103,OH,Cleveland,B,2777,1083,1449,52.18
39035187104,OH,Cleveland,A,3287,2318,637,19.38
39035187105,OH,Cleveland,A,3137,2431,482,15.36
39035192800,OH,Cleveland,B,1430,1054,227,15.87
39035195900,OH,Cleveland,C,4323,4044,54,1.25
39035196000,OH,Cleveland,A,1720,498,1087,63.2
39035196400,OH,Cleveland,D,2643,621,1396,52.82
39035196800,OH,Cleveland,C,5095,2566,788,15.47
39035197200,OH,Cleveland,D,2238,81,2048,91.51
39035197400,OH,Cleveland,C,3862,2168,590,15.28
39035197500,OH,Cleveland,C,3863,2333,693,17.94
39035197600,OH,Cleveland,D,3360,1187,632,18.81
39035197800,OH,Cleveland,D,3094,2205,465,15.03
39035197900,OH,Cleveland,D,1824,661,853,46.77
39035198000,OH,Cleveland,D,2338,495,1502,64.24
39035198100,OH,Cleveland,C,2066,645,1146,55.47
39035198200,OH,Cleveland,B,3396,138,3091,91.02
39035198500,OH,Cleveland,D,1701,24,1614,94.89
39035198600,OH,Cleveland,D,4129,263,3604,87.29
39035198700,OH,Cleveland,D,1945,83,1720,88.43
39035198800,OH,Cleveland,D,1858,37,1673,90.04
39035198900,OH,Cleveland,D,1689,402,1088,64.42
39035199000,OH,Cleveland,C,1289,57,1140,88.44
39035199100,OH,Cleveland,C,2153,68,1968,91.41
39035199200,OH,Cleveland,D,1628,16,1507,92.57
39035199300,OH,Cleveland,C,1753,57,1606,91.61
39049000110,OH,Columbus,C,3489,3186,49,1.4
39049000120,OH,Columbus,A,3220,2939,39,1.21
39049000220,OH,Columbus,A,4186,3771,68,1.62
39049000330,OH,Columbus,D,2427,1376,609,25.09
39049000410,OH,Columbus,B,2439,2157,30,1.23
39049000420,OH,Columbus,B,3316,2960,51,1.54
39049000500,OH,Columbus,B,4187,3389,115,2.75
39049000600,OH,Columbus,C,3839,3139,189,4.92
39049000710,OH,Columbus,D,3339,1712,1069,32.02
39049000730,OH,Columbus,B,3629,324,2845,78.4
39049000820,OH,Columbus,C,3193,1294,1376,43.09
39049000910,OH,Columbus,B,3693,835,2289,61.98
39049000920,OH,Columbus,C,2209,418,1412,63.92
39049001000,OH,Columbus,C,5613,4405,373,6.65
39049001110,OH,Columbus,C,3751,2613,126,3.36
39049001200,OH,Columbus,B,5201,4119,239,4.6
39049001301,OH,Columbus,B,2903,2076,394,13.57
39049001302,OH,Columbus,B,3039,2528,156,5.13
39049001400,OH,Columbus,C,1531,226,1100,71.85
39049001600,OH,Columbus,C,2399,1273,761,31.72
39049001700,OH,Columbus,C,3994,2477,589,14.75
39049001810,OH,Columbus,C,4324,3007,290,6.71
39049001820,OH,Columbus,C,2478,1978,126,5.08
39049001901,OH,Columbus,C,4059,3156,205,5.05
39049001902,OH,Columbus,B,4063,3465,120,2.95
39049002000,OH,Columbus,C,3259,2716,229,7.03
39049002100,OH,Columbus,C,2456,2058,71,2.89
39049002200,OH,Columbus,D,4279,3407,391,9.14
39049002520,OH,Columbus,C,2784,890,1592,57.18
39049002600,OH,Columbus,C,3920,867,2105,53.7
39049002730,OH,Columbus,A,2183,403,1434,65.69
39049002740,OH,Columbus,A,2447,1764,461,18.84
39049002750,OH,Columbus,A,2554,510,1480,57.95
39049002760,OH,Columbus,B,3331,1787,1170,35.12
39049002780,OH,Columbus,B,2353,1333,858,36.46
39049002800,OH,Columbus,D,2461,522,1660,67.45
39049002900,OH,Columbus,D,2887,354,2231,77.28
39049003600,OH,Columbus,D,2039,746,1035,50.76
39049003700,OH,Columbus,B,3389,1474,1508,44.5
39049003800,OH,Columbus,C,2105,1257,638,30.31
39049004001,OH,Columbus,C,1253,880,194,15.48
39049004200,OH,Columbus,D,1107,656,312,28.18
39049004302,OH,Columbus,D,1740,979,428,24.6
39049004500,OH,Columbus,B,5048,3015,1053,20.86
39049004610,OH,Columbus,A,3298,2665,210,6.37
39049004620,OH,Columbus,C,2609,1435,546,20.93
39049004700,OH,Columbus,D,5138,2273,1505,29.29
39049004810,OH,Columbus,A,2929,1978,389,13.28
39049004820,OH,Columbus,C,2685,1499,553,20.6
39049005001,OH,Columbus,D,1647,1069,352,21.37
39049005002,OH,Columbus,C,3095,1818,841,27.17
39049005200,OH,Columbus,D,3125,2682,117,3.74
39049005300,OH,Columbus,C,2676,983,1402,52.39
39049005410,OH,Columbus,B,1418,272,998,70.38
39049005420,OH,Columbus,B,2082,317,1554,74.64
39049005500,OH,Columbus,C,4062,687,2969,73.09
39049005610,OH,Columbus,C,1646,662,779,47.33
39049005620,OH,Columbus,C,2422,1208,912,37.65
39049005700,OH,Columbus,C,3715,3286,109,2.93
39049005810,OH,Columbus,C,2719,2352,127,4.67
39049005820,OH,Columbus,C,2127,1739,205,9.64
39049005900,OH,Columbus,B,2365,643,1456,61.56
39049006000,OH,Columbus,C,2224,1153,792,35.61
39049006100,OH,Columbus,D,2534,1486,811,32.0
39049006500,OH,Columbus,A,3827,3524,26,0.68
39049006600,OH,Columbus,A,4204,3796,37,0.88
39049006710,OH,Columbus,B,2894,2500,109,3.77
39049006810,OH,Columbus,B,2354,2122,24,1.02
39049006821,OH,Columbus,C,3619,2536,689,19.04
39049008400,OH,Columbus,B,3161,2883,42,1.33
39049008500,OH,Columbus,C,5702,5021,96,1.68
39049008900,OH,Columbus,A,5240,4313,423,8.07
39049009000,OH,Columbus,A,3644,3126,164,4.5
39049009100,OH,Columbus,A,5044,4305,258,5.11
39093022100,OH,Lorain,B,1889,1537,96,5.08
39093022200,OH,Lorain,C,2474,1693,298,12.05
39093022400,OH,Lorain,C,3889,2284,800,20.57
39093023200,OH,Lorain,D,2905,1253,709,24.41
39093097300,OH,Lorain,C,2903,1239,837,28.83
39095000201,OH,Toledo,B,2482,1477,687,27.68
39095000202,OH,Toledo,B,1850,1163,429,23.19
39095000302,OH,Toledo,B,2475,1475,705,28.48
39095000400,OH,Toledo,C,3720,2186,961,25.83
39095000601,OH,Toledo,B,3441,1730,1239,36.01
39095000701,OH,Toledo,C,2058,1000,739,35.91
39095000702,OH,Toledo,B,2146,1127,733,34.16
39095000703,OH,Toledo,C,776,368,306,39.43
39095000800,OH,Toledo,C,1278,148,1017,79.58
39095001001,OH,Toledo,B,1459,407,876,60.04
39095001002,OH,Toledo,C,1832,544,1081,59.01
39095001202,OH,Toledo,C,2825,1047,1471,52.07
39095001301,OH,Toledo,A,2692,2209,220,8.17
39095001303,OH,Toledo,B,3128,1298,1438,45.97
39095001400,OH,Toledo,B,1414,179,1085,76.73
39095001500,OH,Toledo,C,1243,149,981,78.92
39095001601,OH,Toledo,B,1623,300,1196,73.69
39095001602,OH,Toledo,B,1163,387,674,57.95
39095001700,OH,Toledo,C,1162,308,628,54.04
39095001800,OH,Toledo,C,1988,626,963,48.44
39095002000,OH,Toledo,C,1507,1002,227,15.06
39095002100,OH,Toledo,B,2682,1257,1175,43.81
39095002402,OH,Toledo,C,1394,89,1217,87.3
39095002500,OH,Toledo,C,1450,79,1218,84.0
39095002600,OH,Toledo,C,1047,57,916,87.49
39095002900,OH,Toledo,C,1875,402,1183,63.09
39095003000,OH,Toledo,C,1778,753,675,37.96
39095003200,OH,Toledo,C,1034,34,924,89.36
39095003300,OH,Toledo,D,1114,47,978,87.79
39095003600,OH,Toledo,C,1048,94,875,83.49
39095003901,OH,Toledo,B,2886,1651,741,25.68
39095003902,OH,Toledo,C,1957,1115,530,27.08
39095004200,OH,Toledo,C,1483,713,349,23.53
39095004402,OH,Toledo,B,1944,821,788,40.53
39095004503,OH,Toledo,C,2529,2118,167,6.6
39095004701,OH,Toledo,C,2974,1929,459,15.43
39095004702,OH,Toledo,C,3502,2206,657,18.76
39095004800,OH,Toledo,C,2585,1568,525,20.31
39095004900,OH,Toledo,C,2632,1802,371,14.1
39095005000,OH,Toledo,C,1751,1299,135,7.71
39095005101,OH,Toledo,C,2669,1204,958,35.89
39095005102,OH,Toledo,D,1349,830,196,14.53
39095005300,OH,Toledo,D,1866,1097,216,11.58
39095005601,OH,Toledo,C,4312,3706,203,4.71
39095005703,OH,Toledo,C,2524,1821,364,14.42
39095005803,OH,Toledo,C,2017,1705,76,3.77
39095006100,OH,Toledo,B,3148,2582,232,7.37
39095006200,OH,Toledo,C,2423,1855,266,10.98
39095006300,OH,Toledo,B,3141,2164,566,18.02
39095006400,OH,Toledo,A,2483,1954,276,11.12
39095006500,OH,Toledo,B,2232,1321,639,28.63
39095006700,OH,Toledo,C,2242,890,960,42.82
39095006801,OH,Toledo,C,3007,1235,1335,44.4
39095006900,OH,Toledo,B,2593,2071,273,10.53
39095007502,OH,Toledo,C,1899,1184,538,28.33
39095007600,OH,Toledo,A,4860,3875,167,3.44
39095007802,OH,Toledo,C,1826,1411,253,13.86
39095007903,OH,Toledo,C,3011,2474,195,6.48
39095010002,OH,Toledo,B,3164,2647,108,3.41
39095010300,OH,Toledo,C,1524,773,292,19.16
39095010500,OH,Toledo,B,2820,454,2060,73.05
39095010600,OH,Toledo,D,1911,607,1140,59.65
39099800501,OH,Youngstown,D,2116,339,1213,57.33
39099800600,OH,Youngstown,D,1194,180,684,57.29
39099801000,OH,Youngstown,D,1467,510,688,46.9
39099801100,OH,Youngstown,C,2335,865,1138,48.74
39099801200,OH,Youngstown,C,1477,669,546,36.97
39099801300,OH,Youngstown,C,2141,1323,517,24.15
39099801400,OH,Youngstown,C,2104,1664,256,12.17
39099801500,OH,Youngstown,B,1818,891,708,38.94
39099801600,OH,Youngstown,B,2336,529,1394,59.67
39099801700,OH,Youngstown,C,928,290,489,52.69
39099802100,OH,Youngstown,C,892,202,590,66.14
39099802300,OH,Youngstown,C,787,47,623,79.16
39099802400,OH,Youngstown,B,2531,397,1797,71.0
39099802500,OH,Youngstown,A,1312,293,889,67.76
39099802600,OH,Youngstown,C,1604,1099,320,19.95
39099802800,OH,Youngstown,C,2665,1782,566,21.24
39099802900,OH,Youngstown,B,2233,1270,688,30.81
39099803000,OH,Youngstown,C,1875,1180,462,24.64
39099804000,OH,Youngstown,B,2080,1186,666,32.02
39099804100,OH,Youngstown,B,1300,405,740,56.92
39099804200,OH,Youngstown,A,1934,666,1023,52.9
39099804300,OH,Youngstown,B,900,307,460,51.11
39099810100,OH,Youngstown,D,4213,2801,654,15.52
39099810200,OH,Youngstown,D,1974,959,516,26.14
39099810300,OH,Youngstown,D,1665,574,687,41.26
39099810700,OH,Youngstown,C,5233,4742,149,2.85
39099811301,OH,Youngstown,B,4199,3291,464,11.05
39099811400,OH,Youngstown,A,3218,2081,733,22.78
39099811700,OH,Youngstown,A,2622,2199,186,7.09
39099811800,OH,Youngstown,B,1647,1320,172,10.44
39099812301,OH,Youngstown,C,3888,3178,439,11.29
39099813700,OH,Youngstown,D,3506,1197,1612,45.98
39099813800,OH,Youngstown,C,3024,692,1892,62.57
39099813900,OH,Youngstown,D,1571,191,1156,73.58
39099814000,OH,Youngstown,C,2910,976,1558,53.54
39099814100,OH,Youngstown,D,2303,1180,851,36.95
39099814200,OH,Youngstown,D,1722,266,1241,72.07
39113000200,OH,Dayton,C,2175,242,1791,82.34
39113000400,OH,Dayton,A,3783,288,3209,84.83
39113000600,OH,Dayton,A,1678,167,1410,84.03
39113000700,OH,Dayton,B,2071,180,1712,82.67
39113000801,OH,Dayton,B,3935,744,2844,72.27
39113000802,OH,Dayton,B,2130,376,1528,71.74
39113000900,OH,Dayton,B,2870,776,1790,62.37
39113001000,OH,Dayton,D,1358,193,1048,77.17
39113001100,OH,Dayton,B,4124,1077,2602,63.09
39113001200,OH,Dayton,C,1021,303,602,58.96
39113001600,OH,Dayton,B,1874,1337,345,18.41
39113001700,OH,Dayton,D,775,517,160,20.65
39113001802,OH,Dayton,D,3741,2543,402,10.75
39113001900,OH,Dayton,C,4079,2849,551,13.51
39113002000,OH,Dayton,D,2920,1699,614,21.03
39113002200,OH,Dayton,C,2988,1596,722,24.16
39113002300,OH,Dayton,C,2949,1918,374,12.68
39113002600,OH,Dayton,B,5807,4389,496,8.54
39113002700,OH,Dayton,C,1997,1687,108,5.41
39113002900,OH,Dayton,C,4030,3521,147,3.65
39113003000,OH,Dayton,C,2827,2279,207,7.32
39113003100,OH,Dayton,B,2791,2309,236,8.46
39113003201,OH,Dayton,B,3823,2623,524,13.71
39113003300,OH,Dayton,B,5076,3637,566,11.15
39113003500,OH,Dayton,C,1935,112,1704,88.06
39113003800,OH,Dayton,C,2481,114,2206,88.92
39113003900,OH,Dayton,C,1952,62,1778,91.09
39113004100,OH,Dayton,D,2079,64,1917,92.21
39113004200,OH,Dayton,D,1996,119,1792,89.78
39113004400,OH,Dayton,C,2120,101,1899,89.58
39113010100,OH,Dayton,A,2218,1955,28,1.26
39113010200,OH,Dayton,A,7354,6428,90,1.22
39113020200,OH,Dayton,A,3000,2543,158,5.27
39113020300,OH,Dayton,A,2653,2390,79,2.98
39113020800,OH,Dayton,B,2466,2198,67,2.72
39113020900,OH,Dayton,C,2713,2264,166,6.12
39113165100,OH,Dayton,D,2597,214,2202,84.79
39113165200,OH,Dayton,D,1614,649,802,49.69
39145003300,OH,Portsmouth,A,2243,1974,136,6.06
39145003500,OH,Portsmouth,C,2087,1835,78,3.74
39145003700,OH,Portsmouth,B,2557,1939,370,14.47
39151700200,OH,Canton,C,5542,3226,1382,24.94
39151700300,OH,Canton,C,2550,1427,757,29.69
39151700400,OH,Canton,B,4652,2934,1150,24.72
39151700500,OH,Canton,B,2968,1390,1132,38.14
39151700600,OH,Canton,B,2871,1801,620,21.6
39151700800,OH,Canton,B,3720,2282,808,21.72
39151701000,OH,Canton,B,3604,2200,833,23.11
39151701100,OH,Canton,A,3278,2321,497,15.16
39151701200,OH,Canton,B,3728,2567,704,18.88
39151701300,OH,Canton,B,3870,2509,816,21.09
39151701700,OH,Canton,C,2744,1454,714,26.02
39151702100,OH,Canton,C,3094,1046,1723,55.69
39151702500,OH,Canton,D,2884,2222,337,11.69
39151713401,OH,Canton,B,5155,4550,167,3.24
39153501100,OH,Akron,D,1730,629,842,48.67
39153501700,OH,Akron,C,1146,691,306,26.7
39153501800,OH,Akron,D,881,69,720,81.73
39153501900,OH,Akron,C,2245,438,1514,67.44
39153502101,OH,Akron,C,3356,1211,617,18.38
39153502200,OH,Akron,C,6294,2565,1137,18.06
39153502300,OH,Akron,B,5206,2424,2082,39.99
39153502500,OH,Akron,C,1027,539,340,33.11
39153502600,OH,Akron,B,2977,1829,763,25.63
39153502800,OH,Akron,C,4071,3157,503,12.36
39153503100,OH,Akron,C,1530,665,644,42.09
39153503200,OH,Akron,C,1473,339,918,62.32
39153503300,OH,Akron,C,5396,2383,2085,38.64
39153503400,OH,Akron,C,1319,176,990,75.06
39153503500,OH,Akron,C,3483,1152,1918,55.07
39153503600,OH,Akron,C,4152,3342,347,8.36
39153503701,OH,Akron,C,5539,4759,340,6.14
39153503702,OH,Akron,C,5482,4852,223,4.07
39153504100,OH,Akron,C,929,603,241,25.94
39153504200,OH,Akron,D,1577,831,479,30.37
39153504400,OH,Akron,C,1219,470,617,50.62
39153504500,OH,Akron,C,1669,836,534,32.0
39153504600,OH,Akron,C,3257,1406,1400,42.98
39153504700,OH,Akron,A,4334,2695,1040,24.0
39153504800,OH,Akron,B,4675,3531,587,12.56
39153505300,OH,Akron,C,1487,442,824,55.41
39153505400,OH,Akron,B,3614,2245,1001,27.7
39153505500,OH,Akron,B,2560,1653,624,24.38
39153505600,OH,Akron,D,1134,557,462,40.74
39153505700,OH,Akron,C,2673,1761,671,25.1
39153505800,OH,Akron,C,4579,3557,604,13.19
39153505900,OH,Akron,C,2376,1889,273,11.49
39153506100,OH,Akron,B,5221,3122,1661,31.81
39153506200,OH,Akron,A,3679,741,2702,73.44
39153506400,OH,Akron,B,2801,1764,742,26.49
39153506500,OH,Akron,B,2596,381,1996,76.89
39153506600,OH,Akron,B,2195,1169,856,39.0
39153506700,OH,Akron,C,1598,135,1362,85.23
39153506800,OH,Akron,C,2196,822,1175,53.51
39153507102,OH,Akron,A,2795,2281,275,9.84
39153507202,OH,Akron,A,3436,2863,325,9.46
39153507300,OH,Akron,C,3107,2507,334,10.75
39153507400,OH,Akron,D,928,399,418,45.04
39153507502,OH,Akron,B,4479,1327,1707,38.11
39153507600,OH,Akron,C,4506,2565,563,12.49
39153508301,OH,Akron,C,1368,675,557,40.72
39153508600,OH,Akron,B,2816,322,2263,80.36
39153508800,OH,Akron,C,5362,429,4678,87.24
39153508900,OH,Akron,C,4291,2864,829,19.32
39153509000,OH,Akron,C,1388,684,530,38.18
39153510100,OH,Akron,B,2711,2191,228,8.41
39153510200,OH,Akron,C,3992,3473,165,4.13
39153510301,OH,Akron,D,5110,3516,1153,22.56
39153510400,OH,Akron,C,3715,3379,64,1.72
39153510500,OH,Akron,C,4065,3679,129,3.17
39153520103,OH,Akron,C,2051,1515,228,11.12
39153520104,OH,Akron,B,4392,3583,304,6.92
39153520105,OH,Akron,C,4196,3497,162,3.86
39153520201,OH,Akron,A,2669,2424,44,1.65
39153520202,OH,Akron,A,4667,3977,173,3.71
39153520302,OH,Akron,B,3486,3069,60,1.72
39153520400,OH,Akron,B,4505,4028,99,2.2
39153520500,OH,Akron,B,4362,3810,98,2.25
39153520600,OH,Akron,C,3663,3057,99,2.7
39153530700,OH,Akron,A,2516,2325,36,1.43
39153530901,OH,Akron,C,4699,3611,553,11.77
39153531002,OH,Akron,C,5414,4816,140,2.59
39153531101,OH,Akron,D,2840,2543,40,1.41
39155920300,OH,Warren,B,2805,2183,364,12.98
39155920400,OH,Warren,B,2422,1696,417,17.22
39155920800,OH,Warren,C,2030,1429,371,18.28
39155921100,OH,Warren,C,3443,2417,621,18.04
39155921600,OH,Warren,C,3772,2508,923,24.47
39155933800,OH,Warren,B,2439,1616,560,22.96
39173020200,OH,Toledo,C,2942,2635,42,1.43
42003010302,PA,Pittsburgh,D,4075,3034,691,16.96
42003020300,PA,Pittsburgh,D,1845,1499,51,2.76
42003030500,PA,Pittsburgh,D,3041,728,1831,60.21
42003040200,PA,Pittsburgh,D,2534,1532,608,23.99
42003040400,PA,Pittsburgh,B,2220,1508,103,4.64
42003040500,PA,Pittsburgh,C,3781,2947,191,5.05
42003040600,PA,Pittsburgh,C,2054,1590,97,4.72
42003040900,PA,Pittsburgh,D,3326,1909,575,17.29
42003050100,PA,Pittsburgh,D,1757,85,1604,91.29
42003050600,PA,Pittsburgh,C,1723,392,1142,66.28
42003050900,PA,Pittsburgh,D,1386,51,1262,91.05
42003051000,PA,Pittsburgh,D,1703,472,1024,60.13
42003051100,PA,Pittsburgh,D,617,42,533,86.39
42003060300,PA,Pittsburgh,D,2641,2130,190,7.19
42003060500,PA,Pittsburgh,D,1201,993,81,6.74
42003070300,PA,Pittsburgh,B,2243,1610,105,4.68
42003070500,PA,Pittsburgh,C,3040,2171,129,4.24
42003070600,PA,Pittsburgh,B,2194,1628,62,2.83
42003070800,PA,Pittsburgh,C,2853,1728,97,3.4
42003070900,PA,Pittsburgh,A,4987,2663,279,5.59
42003080200,PA,Pittsburgh,C,1618,1398,56,3.46
42003080600,PA,Pittsburgh,C,2008,1633,101,5.03
42003080700,PA,Pittsburgh,C,1963,1188,202,10.29
42003080900,PA,Pittsburgh,C,1824,1388,174,9.54
42003090100,PA,Pittsburgh,D,2038,1771,81,3.97
42003090200,PA,Pittsburgh,C,2678,2282,137,5.12
42003090300,PA,Pittsburgh,C,1541,1289,100,6.49
42003101100,PA,Pittsburgh,D,2394,2018,154,6.43
42003101400,PA,Pittsburgh,C,3252,2655,316,9.72
42003101800,PA,Pittsburgh,C,2414,1864,352,14.58
42003101900,PA,Pittsburgh,D,2432,569,1606,66.04
42003110200,PA,Pittsburgh,B,3787,2578,630,16.64
42003110600,PA,Pittsburgh,A,2440,1747,361,14.8
42003111300,PA,Pittsburgh,B,2658,1268,980,36.87
42003111400,PA,Pittsburgh,C,1211,432,625,51.61
42003111500,PA,Pittsburgh,D,3529,1255,1634,46.3
42003120300,PA,Pittsburgh,C,1424,44,1296,91.01
42003120900,PA,Pittsburgh,D,1545,210,1186,76.76
42003130200,PA,Pittsburgh,C,1028,40,903,87.84
42003130700,PA,Pittsburgh,D,2231,57,2052,91.98
42003130800,PA,Pittsburgh,D,2260,66,2023,89.51
42003140100,PA,Pittsburgh,A,5579,4352,222,3.98
42003140200,PA,Pittsburgh,A,2771,1914,70,2.53
42003140300,PA,Pittsburgh,B,3529,2798,81,2.3
42003140400,PA,Pittsburgh,B,2312,1963,32,1.38
42003140500,PA,Pittsburgh,B,1988,1062,633,31.84
42003140800,PA,Pittsburgh,B,4658,3531,95,2.04
42003141200,PA,Pittsburgh,B,4007,3339,180,4.49
42003141300,PA,Pittsburgh,B,5048,3245,182,3.61
42003141400,PA,Pittsburgh,B,5593,4266,251,4.49
42003151600,PA,Pittsburgh,D,2305,1993,73,3.17
42003151700,PA,Pittsburgh,C,4956,3824,244,4.92
42003160800,PA,Pittsburgh,D,2552,1995,282,11.05
42003160900,PA,Pittsburgh,D,3483,2765,245,7.03
42003170200,PA,Pittsburgh,D,3984,3408,145,3.64
42003170600,PA,Pittsburgh,D,1775,1428,161,9.07
42003180300,PA,Pittsburgh,C,2305,1272,785,34.06
42003180700,PA,Pittsburgh,C,2050,1533,360,17.56
42003190300,PA,Pittsburgh,C,1930,1757,42,2.18
42003191100,PA,Pittsburgh,C,2397,2140,72,3.0
42003191400,PA,Pittsburgh,C,2725,2245,260,9.54
42003191500,PA,Pittsburgh,C,2005,1558,251,12.52
42003191800,PA,Pittsburgh,B,5252,4474,254,4.84
42003191900,PA,Pittsburgh,B,2177,1810,155,7.12
42003192000,PA,Pittsburgh,C,3455,2607,314,9.09
42003202200,PA,Pittsburgh,B,2550,1203,869,34.08
42003241300,PA,Pittsburgh,C,3395,2610,426,12.55
42003250900,PA,Pittsburgh,C,1140,465,580,50.88
42003260200,PA,Pittsburgh,B,2092,1232,675,32.27
42003260700,PA,Pittsburgh,B,1653,907,608,36.78
42003261300,PA,Pittsburgh,B,2767,849,1744,63.03
42003261400,PA,Pittsburgh,B,2241,593,1484,66.22
42003261500,PA,Pittsburgh,B,1524,476,908,59.58
42003262000,PA,Pittsburgh,C,2400,1552,645,26.88
42003270100,PA,Pittsburgh,B,2578,1726,607,23.55
42003270300,PA,Pittsburgh,C,1906,1055,688,36.1
42003270800,PA,Pittsburgh,B,2621,1911,506,19.31
42003271600,PA,Pittsburgh,C,4046,1715,1922,47.5
42003281400,PA,Pittsburgh,C,2552,1250,971,38.05
42003281500,PA,Pittsburgh,B,1447,1020,310,21.42
42003290100,PA,Pittsburgh,B,2130,1444,353,16.57
42003290200,PA,Pittsburgh,C,4141,2688,719,17.36
42003290400,PA,Pittsburgh,B,4019,2944,594,14.78
42003300100,PA,Pittsburgh,B,3493,1157,1797,51.45
42003310200,PA,Pittsburgh,D,3155,2763,167,5.29
42003320400,PA,Pittsburgh,B,1870,1554,152,8.13
42003320700,PA,Pittsburgh,C,1613,1432,48,2.98
42003420000,PA,Pittsburgh,C,1454,1185,72,4.95
42003423000,PA,Pittsburgh,B,2916,2510,58,1.99
42003427000,PA,Pittsburgh,C,3376,2978,122,3.61
42003428100,PA,Pittsburgh,C,1187,1100,11,0.93
42003430100,PA,Pittsburgh,B,2134,1894,67,3.14
42003430200,PA,Pittsburgh,B,4551,4088,122,2.68
42003431100,PA,Pittsburgh,C,3253,2439,474,14.57
42003431400,PA,Pittsburgh,B,1893,1539,182,9.61
42003431500,PA,Pittsburgh,C,3165,2495,376,11.88
42003432300,PA,Pittsburgh,B,2183,1809,208,9.53
42003432400,PA,Pittsburgh,B,2579,2013,330,12.8
42003434000,PA,Pittsburgh,B,1918,1690,72,3.75
42003435000,PA,Pittsburgh,C,2525,2169,103,4.08
42003445500,PA,Pittsburgh,B,3907,3328,202,5.17
42003450800,PA,Pittsburgh,C,2526,1804,386,15.28
42003462100,PA,Pittsburgh,D,2524,1628,656,25.99
42003462600,PA,Pittsburgh,C,3902,2199,1306,33.47
42003463900,PA,Pittsburgh,C,2712,1560,905,33.37
42003464300,PA,Pittsburgh,B,3391,2783,307,9.05
42003464400,PA,Pittsburgh,D,3208,1318,1549,48.29
42003465600,PA,Pittsburgh,B,2494,1964,306,12.27
42003465800,PA,Pittsburgh,B,3605,3083,221,6.13
42003468700,PA,Pittsburgh,B,1670,1438,100,5.99
42003468800,PA,Pittsburgh,D,2553,2067,190,7.44
42003468900,PA,Pittsburgh,C,3911,2903,291,7.44
42003470600,PA,Pittsburgh,C,2936,2560,109,3.71
42003471000,PA,Pittsburgh,C,1288,1143,51,3.96
42003472100,PA,Pittsburgh,B,2395,2032,103,4.3
42003472200,PA,Pittsburgh,B,2224,1962,72,3.24
42003472300,PA,Pittsburgh,B,1849,1639,61,3.3
42003472400,PA,Pittsburgh,B,1776,1622,31,1.75
42003473100,PA,Pittsburgh,B,4963,4376,72,1.45
42003473200,PA,Pittsburgh,A,3294,2773,62,1.88
42003473401,PA,Pittsburgh,A,3731,3255,78,2.09
42003473500,PA,Pittsburgh,A,3788,3370,53,1.4
42003476100,PA,Pittsburgh,C,4979,4007,229,4.6
42003478100,PA,Pittsburgh,B,4363,3446,292,6.69
42003478200,PA,Pittsburgh,B,5719,4634,281,4.91
42003481000,PA,Pittsburgh,B,3394,1599,1273,37.51
42003483800,PA,Pittsburgh,D,2884,821,1754,60.82
42003484500,PA,Pittsburgh,C,5614,5103,224,3.99
42003484600,PA,Pittsburgh,B,2038,1562,304,14.92
42003485000,PA,Pittsburgh,D,1179,874,192,16.28
42003486900,PA,Pittsburgh,C,1389,443,806,58.03
42003488200,PA,Pittsburgh,D,3441,2390,832,24.18
42003488400,PA,Pittsburgh,C,4649,3617,667,14.35
42003510000,PA,Pittsburgh,D,1927,612,1127,58.48
42003512000,PA,Pittsburgh,D,2073,1207,690,33.29
42003513000,PA,Pittsburgh,D,2247,570,1475,65.64
42003513800,PA,Pittsburgh,D,1721,323,1233,71.64
42003514000,PA,Pittsburgh,D,1896,260,1514,79.85
42003515100,PA,Pittsburgh,C,2566,1005,1344,52.38
42003515200,PA,Pittsburgh,B,2034,1161,632,31.07
42003515401,PA,Pittsburgh,C,2290,1793,290,12.66
42003516100,PA,Pittsburgh,B,1406,1235,53,3.77
42003516200,PA,Pittsburgh,B,1739,1311,254,14.61
42003518001,PA,Pittsburgh,B,3286,2762,290,8.83
42003524000,PA,Pittsburgh,C,2492,2088,235,9.43
42003525200,PA,Pittsburgh,D,2536,2342,59,2.33
42003525300,PA,Pittsburgh,B,2219,2076,26,1.17
42003550900,PA,McKeesport,C,1467,567,758,51.67
42003551200,PA,McKeesport,B,3391,1630,1450,42.76
42003552000,PA,McKeesport,B,2294,960,1116,48.65
42003552200,PA,McKeesport,C,969,673,192,19.81
42003552300,PA,McKeesport,B,1862,451,1206,64.77
42003552400,PA,McKeesport,C,2892,1904,715,24.72
