"source","url","fetched","bytes","features","graded","city_surveys","sheet_key","sheet_label"
"Mapping Inequality, DSL, University of Richmond","https://dsl.richmond.edu/panorama/redlining/static/mappinginequality.json","2026-08-10",10563682,10154,9324,314,"OHCleveland1939","D9"
