"city","key","label","grade","neighborhood","dated","infiltration","negro","nationalities","remarks"
"Cleveland","OHCleveland1939","D9","D","Garfield Hts. (Orchard Ave. Section)","9-9-39","Potential influx of Negro","0","Slovaks - few Germans","This area is the least desirable neighborhood in Garfield Heights.  Immediate proximity to negro settlement abutting north boundary -- absence of transportation -- lack of sewers -- unpaved streets and general isolation all have taken their toll.  This community was developed about 20-25 years ago and then stopped with the influx of negroes into abutting area.  At present, property can be sold only at sacrifice and mortgage money is not available which indicates that potentially this neighborhood will eventually be taken over by negroes with improvement in their financial condition.  Approximately 30 homes are located in this area; developed about 40%; no further development is anticipated for white ownership."
