"id","part","x","y","city"
1,1,4.6,14.93,"Cleveland"
1,1,4.58,14.36,"Cleveland"
1,1,2.13,14.46,"Cleveland"
1,1,2.18,15.18,"Cleveland"
1,1,1.59,15.42,"Cleveland"
1,1,1.09,15.64,"Cleveland"
1,1,0.67,16.01,"Cleveland"
1,1,0.53,16.18,"Cleveland"
1,1,0.31,16.4,"Cleveland"
1,1,0.09,16.58,"Cleveland"
1,1,0.02,16.66,"Cleveland"
1,1,0,16.83,"Cleveland"
1,1,0.09,16.82,"Cleveland"
1,1,0.1,16.78,"Cleveland"
1,1,0.16,16.64,"Cleveland"
1,1,0.23,16.61,"Cleveland"
1,1,0.35,16.57,"Cleveland"
1,1,0.45,16.5,"Cleveland"
1,1,0.52,16.37,"Cleveland"
1,1,0.6,16.27,"Cleveland"
1,1,0.67,16.23,"Cleveland"
1,1,0.75,16.22,"Cleveland"
1,1,0.83,16.09,"Cleveland"
1,1,0.9,15.96,"Cleveland"
1,1,1.05,15.82,"Cleveland"
1,1,1.18,15.7,"Cleveland"
1,1,1.3,15.67,"Cleveland"
1,1,1.44,15.6,"Cleveland"
1,1,1.7,15.51,"Cleveland"
1,1,1.91,15.44,"Cleveland"
1,1,2.01,15.37,"Cleveland"
1,1,2.15,15.33,"Cleveland"
1,1,2.28,15.3,"Cleveland"
1,1,2.44,15.24,"Cleveland"
1,1,2.52,15.26,"Cleveland"
1,1,2.48,14.53,"Cleveland"
1,1,3.9,14.51,"Cleveland"
1,1,3.92,14.87,"Cleveland"
1,1,3.81,14.91,"Cleveland"
1,1,3.81,15.07,"Cleveland"
1,1,3.95,15.05,"Cleveland"
1,1,4.16,15.01,"Cleveland"
1,1,4.41,14.99,"Cleveland"
1,1,4.53,14.96,"Cleveland"
1,1,4.6,14.93,"Cleveland"
2,1,13.28,15.29,"Cleveland"
2,1,13.25,15.25,"Cleveland"
2,1,12.3,15.19,"Cleveland"
2,1,12.29,15.05,"Cleveland"
2,1,12.1,15.02,"Cleveland"
2,1,12.09,14.92,"Cleveland"
2,1,12.02,14.91,"Cleveland"
2,1,12.01,14.86,"Cleveland"
2,1,11.93,14.88,"Cleveland"
2,1,11.89,14.84,"Cleveland"
2,1,11.91,14.63,"Cleveland"
2,1,11.81,14.65,"Cleveland"
2,1,11.73,14.58,"Cleveland"
2,1,11.64,14.57,"Cleveland"
2,1,11.58,14.51,"Cleveland"
2,1,11.52,14.49,"Cleveland"
2,1,11.45,14.48,"Cleveland"
2,1,11.4,14.43,"Cleveland"
2,1,11.31,14.49,"Cleveland"
2,1,11.21,14.68,"Cleveland"
2,1,11.17,14.78,"Cleveland"
2,1,11.15,14.85,"Cleveland"
2,1,11.17,14.84,"Cleveland"
2,1,11.22,14.83,"Cleveland"
2,1,11.22,14.86,"Cleveland"
2,1,11.2,14.92,"Cleveland"
2,1,11.19,14.97,"Cleveland"
2,1,11.16,15,"Cleveland"
2,1,11.11,15,"Cleveland"
2,1,11.09,14.96,"Cleveland"
2,1,11.05,14.95,"Cleveland"
2,1,10.82,15.24,"Cleveland"
2,1,10.8,15.29,"Cleveland"
2,1,10.92,15.21,"Cleveland"
2,1,11.02,15.19,"Cleveland"
2,1,11.16,15.17,"Cleveland"
2,1,11.27,15.19,"Cleveland"
2,1,11.34,15.18,"Cleveland"
2,1,11.45,15.16,"Cleveland"
2,1,11.57,15.16,"Cleveland"
2,1,11.79,15.25,"Cleveland"
2,1,12.05,15.36,"Cleveland"
2,1,12.25,15.42,"Cleveland"
2,1,12.43,15.44,"Cleveland"
2,1,12.52,15.45,"Cleveland"
2,1,12.72,15.55,"Cleveland"
2,1,12.89,15.59,"Cleveland"
2,1,13.01,15.58,"Cleveland"
2,1,13.1,15.57,"Cleveland"
2,1,13.32,15.59,"Cleveland"
2,1,13.27,15.46,"Cleveland"
2,1,13.28,15.29,"Cleveland"
3,1,14.04,15.26,"Cleveland"
3,1,13.69,15.29,"Cleveland"
3,1,13.67,15.24,"Cleveland"
3,1,13.39,15.24,"Cleveland"
3,1,13.4,15.3,"Cleveland"
3,1,13.28,15.29,"Cleveland"
3,1,13.27,15.46,"Cleveland"
3,1,13.32,15.59,"Cleveland"
3,1,13.49,15.61,"Cleveland"
3,1,13.62,15.61,"Cleveland"
3,1,13.76,15.62,"Cleveland"
3,1,14.05,15.62,"Cleveland"
3,1,14.04,15.26,"Cleveland"
4,1,16.07,15.25,"Cleveland"
4,1,16.09,14.94,"Cleveland"
4,1,16.04,14.94,"Cleveland"
4,1,15.85,15.02,"Cleveland"
4,1,15.58,15.1,"Cleveland"
4,1,15.45,15.12,"Cleveland"
4,1,15.34,15.12,"Cleveland"
4,1,15.22,15.15,"Cleveland"
4,1,15.08,15.16,"Cleveland"
4,1,14.97,15.18,"Cleveland"
4,1,14.8,15.19,"Cleveland"
4,1,14.64,15.21,"Cleveland"
4,1,14.44,15.24,"Cleveland"
4,1,14.45,15.62,"Cleveland"
4,1,14.54,15.59,"Cleveland"
4,1,14.69,15.59,"Cleveland"
4,1,14.82,15.59,"Cleveland"
4,1,14.95,15.59,"Cleveland"
4,1,15.08,15.6,"Cleveland"
4,1,15.2,15.61,"Cleveland"
4,1,15.3,15.63,"Cleveland"
4,1,15.42,15.64,"Cleveland"
4,1,15.57,15.62,"Cleveland"
4,1,15.67,15.58,"Cleveland"
4,1,15.73,15.53,"Cleveland"
4,1,15.8,15.43,"Cleveland"
4,1,15.84,15.34,"Cleveland"
4,1,15.91,15.3,"Cleveland"
4,1,16,15.28,"Cleveland"
4,1,16.07,15.25,"Cleveland"
5,1,14.44,15.24,"Cleveland"
5,1,14.64,15.21,"Cleveland"
5,1,14.8,15.19,"Cleveland"
5,1,14.97,15.18,"Cleveland"
5,1,15.08,15.16,"Cleveland"
5,1,15.22,15.15,"Cleveland"
5,1,15.34,15.12,"Cleveland"
5,1,15.45,15.12,"Cleveland"
5,1,15.58,15.1,"Cleveland"
5,1,15.85,15.02,"Cleveland"
5,1,16.04,14.94,"Cleveland"
5,1,16.05,14.88,"Cleveland"
5,1,16.05,14.84,"Cleveland"
5,1,15.43,15.03,"Cleveland"
5,1,15,15.07,"Cleveland"
5,1,14.97,14.77,"Cleveland"
5,1,14.6,14.77,"Cleveland"
5,1,14.58,15.11,"Cleveland"
5,1,14.25,15.13,"Cleveland"
5,1,14.26,15.25,"Cleveland"
5,1,14.44,15.24,"Cleveland"
6,1,20.09,10.1,"Cleveland"
6,1,20.07,10.04,"Cleveland"
6,1,20.07,9.34,"Cleveland"
6,1,19.53,9.35,"Cleveland"
6,1,19.4,9.36,"Cleveland"
6,1,19.39,10.13,"Cleveland"
6,1,19.63,10.14,"Cleveland"
6,1,19.64,10.22,"Cleveland"
6,1,20.05,10.21,"Cleveland"
6,1,20.1,10.11,"Cleveland"
6,1,20.09,10.1,"Cleveland"
7,1,22.68,8.52,"Cleveland"
7,1,23.16,8.5,"Cleveland"
7,1,23.16,7.83,"Cleveland"
7,1,23.12,7.75,"Cleveland"
7,1,23.13,7.68,"Cleveland"
7,1,22.68,7.73,"Cleveland"
7,1,22.68,8.52,"Cleveland"
8,1,18.38,5.45,"Cleveland"
8,1,17.63,5.48,"Cleveland"
8,1,17.55,5.49,"Cleveland"
8,1,17.54,5.54,"Cleveland"
8,1,17.58,5.93,"Cleveland"
8,1,17.63,5.98,"Cleveland"
8,1,17.74,6.02,"Cleveland"
8,1,17.86,6.03,"Cleveland"
8,1,17.87,6.19,"Cleveland"
8,1,18.14,6.13,"Cleveland"
8,1,18.37,6.07,"Cleveland"
8,1,18.43,6.06,"Cleveland"
8,1,18.54,6.06,"Cleveland"
8,1,18.68,6.02,"Cleveland"
8,1,18.78,5.95,"Cleveland"
8,1,18.81,5.91,"Cleveland"
8,1,18.81,5.86,"Cleveland"
8,1,18.38,5.45,"Cleveland"
9,1,17.27,4.22,"Cleveland"
9,1,17.25,4.2,"Cleveland"
9,1,17.2,4.16,"Cleveland"
9,1,17.13,4.2,"Cleveland"
9,1,17.1,4.21,"Cleveland"
9,1,17.06,4.23,"Cleveland"
9,1,16.92,4.18,"Cleveland"
9,1,16.86,4.18,"Cleveland"
9,1,16.86,4.24,"Cleveland"
9,1,16.91,4.37,"Cleveland"
9,1,16.94,4.42,"Cleveland"
9,1,17.07,4.48,"Cleveland"
9,1,17.18,4.53,"Cleveland"
9,1,17.18,4.6,"Cleveland"
9,1,17.16,4.65,"Cleveland"
9,1,17.28,4.71,"Cleveland"
9,1,17.34,4.62,"Cleveland"
9,1,17.43,4.59,"Cleveland"
9,1,17.57,4.6,"Cleveland"
9,1,17.57,4.53,"Cleveland"
9,1,17.53,4.47,"Cleveland"
9,1,17.4,4.35,"Cleveland"
9,1,17.27,4.22,"Cleveland"
10,1,20.18,3.75,"Cleveland"
10,1,19.85,3.78,"Cleveland"
10,1,19.76,3.69,"Cleveland"
10,1,19.54,3.58,"Cleveland"
10,1,19.42,3.55,"Cleveland"
10,1,19.35,3.5,"Cleveland"
10,1,19.34,3.18,"Cleveland"
10,1,18.46,3.19,"Cleveland"
10,1,18.47,3.92,"Cleveland"
10,1,19.44,3.91,"Cleveland"
10,1,19.44,4,"Cleveland"
10,1,20.19,3.99,"Cleveland"
10,1,20.18,3.75,"Cleveland"
11,1,33.59,11.15,"Cleveland"
11,1,34.6,11.14,"Cleveland"
11,1,34.6,10.52,"Cleveland"
11,1,33.6,10.5,"Cleveland"
11,1,33.59,11.15,"Cleveland"
12,1,10.85,14.92,"Cleveland"
12,1,10.83,14.86,"Cleveland"
12,1,10.85,14.74,"Cleveland"
12,1,10.93,14.56,"Cleveland"
12,1,10.94,14.5,"Cleveland"
12,1,10.55,14.45,"Cleveland"
12,1,10.44,14.45,"Cleveland"
12,1,10.33,14.46,"Cleveland"
12,1,10.27,14.52,"Cleveland"
12,1,10.2,14.48,"Cleveland"
12,1,10.22,14.38,"Cleveland"
12,1,10.21,14.3,"Cleveland"
12,1,10.17,14.27,"Cleveland"
12,1,10.11,14.23,"Cleveland"
12,1,9.95,14.19,"Cleveland"
12,1,9.22,14,"Cleveland"
12,1,9.14,13.97,"Cleveland"
12,1,9.08,13.94,"Cleveland"
12,1,8.77,14.04,"Cleveland"
12,1,8.61,14.06,"Cleveland"
12,1,8.36,14.05,"Cleveland"
12,1,7.86,14.05,"Cleveland"
12,1,7.88,14.24,"Cleveland"
12,1,8.04,14.22,"Cleveland"
12,1,8.13,14.25,"Cleveland"
12,1,8.29,14.24,"Cleveland"
12,1,8.39,14.24,"Cleveland"
12,1,8.47,14.28,"Cleveland"
12,1,8.66,14.31,"Cleveland"
12,1,8.94,14.39,"Cleveland"
12,1,9.2,14.44,"Cleveland"
12,1,9.64,14.56,"Cleveland"
12,1,10.6,15.01,"Cleveland"
12,1,10.6,15.05,"Cleveland"
12,1,10.59,15.12,"Cleveland"
12,1,10.64,15.14,"Cleveland"
12,1,10.66,15.09,"Cleveland"
12,1,10.7,15.08,"Cleveland"
12,1,10.78,15.06,"Cleveland"
12,1,10.85,14.92,"Cleveland"
13,1,35.1,11.95,"Cleveland"
13,1,35.99,11.94,"Cleveland"
13,1,36.28,11.96,"Cleveland"
13,1,36.29,11.85,"Cleveland"
13,1,36.14,11.85,"Cleveland"
13,1,36.12,11.14,"Cleveland"
13,1,35.23,11.14,"Cleveland"
13,1,34.6,11.14,"Cleveland"
13,1,33.59,11.15,"Cleveland"
13,1,33.58,11.95,"Cleveland"
13,1,33.74,11.97,"Cleveland"
13,1,34.04,11.98,"Cleveland"
13,1,34.32,11.99,"Cleveland"
13,1,34.59,11.97,"Cleveland"
13,1,34.91,11.97,"Cleveland"
13,1,35.1,11.95,"Cleveland"
14,1,34.78,12.82,"Cleveland"
14,1,34.95,12.76,"Cleveland"
14,1,35.03,12.69,"Cleveland"
14,1,35.11,12.63,"Cleveland"
14,1,35.17,12.59,"Cleveland"
14,1,35.17,12.55,"Cleveland"
14,1,35.13,12.5,"Cleveland"
14,1,35.11,12.42,"Cleveland"
14,1,35.11,12.35,"Cleveland"
14,1,35.09,12.25,"Cleveland"
14,1,35.1,11.95,"Cleveland"
14,1,34.91,11.97,"Cleveland"
14,1,34.59,11.97,"Cleveland"
14,1,34.32,11.99,"Cleveland"
14,1,34.04,11.98,"Cleveland"
14,1,33.74,11.97,"Cleveland"
14,1,33.58,11.95,"Cleveland"
14,1,33.59,12,"Cleveland"
14,1,33.6,12.16,"Cleveland"
14,1,33.5,12.16,"Cleveland"
14,1,33.25,12.18,"Cleveland"
14,1,33.09,12.22,"Cleveland"
14,1,32.95,12.33,"Cleveland"
14,1,33.13,12.55,"Cleveland"
14,1,32.89,12.81,"Cleveland"
14,1,32.92,12.85,"Cleveland"
14,1,34.75,12.78,"Cleveland"
14,1,34.78,12.82,"Cleveland"
15,1,32.01,14.71,"Cleveland"
15,1,32.03,14.47,"Cleveland"
15,1,32.13,14.4,"Cleveland"
15,1,32.38,14.37,"Cleveland"
15,1,32.39,14.37,"Cleveland"
15,1,32.49,14.36,"Cleveland"
15,1,32.46,13.98,"Cleveland"
15,1,32.53,13.88,"Cleveland"
15,1,32.6,13.62,"Cleveland"
15,1,32.65,13.49,"Cleveland"
15,1,32.71,13.37,"Cleveland"
15,1,32.92,13.13,"Cleveland"
15,1,32.99,13.05,"Cleveland"
15,1,32.97,12.93,"Cleveland"
15,1,32.92,12.85,"Cleveland"
15,1,32.89,12.81,"Cleveland"
15,1,33.13,12.55,"Cleveland"
15,1,32.95,12.33,"Cleveland"
15,1,32.9,12.27,"Cleveland"
15,1,32.59,12.58,"Cleveland"
15,1,32.6,12.78,"Cleveland"
15,1,31.96,12.74,"Cleveland"
15,1,31.91,12.74,"Cleveland"
15,1,31.91,12.85,"Cleveland"
15,1,31.94,13.48,"Cleveland"
15,1,31.88,14.42,"Cleveland"
15,1,31.36,14.48,"Cleveland"
15,1,31.2,14.5,"Cleveland"
15,1,31.18,15.12,"Cleveland"
15,1,31.67,14.86,"Cleveland"
15,1,31.75,14.86,"Cleveland"
15,1,31.81,14.77,"Cleveland"
15,1,31.92,14.71,"Cleveland"
15,1,32.01,14.71,"Cleveland"
16,1,35.73,12.21,"Cleveland"
16,1,35.83,12.29,"Cleveland"
16,1,35.99,12.34,"Cleveland"
16,1,35.99,11.94,"Cleveland"
16,1,35.1,11.95,"Cleveland"
16,1,35.09,12.25,"Cleveland"
16,1,35.73,12.21,"Cleveland"
16,2,32.99,13.05,"Cleveland"
16,2,33.06,13.13,"Cleveland"
16,2,33.15,13.13,"Cleveland"
16,2,33.14,13.23,"Cleveland"
16,2,33.39,13.2,"Cleveland"
16,2,33.51,13.1,"Cleveland"
16,2,33.62,13.06,"Cleveland"
16,2,33.77,13.09,"Cleveland"
16,2,33.97,13.08,"Cleveland"
16,2,34.02,13.02,"Cleveland"
16,2,34.12,12.94,"Cleveland"
16,2,34.33,12.9,"Cleveland"
16,2,34.61,12.86,"Cleveland"
16,2,34.78,12.82,"Cleveland"
16,2,34.75,12.78,"Cleveland"
16,2,32.92,12.85,"Cleveland"
16,2,32.97,12.93,"Cleveland"
16,2,32.99,13.05,"Cleveland"
16,3,35.56,12.79,"Cleveland"
16,3,35.48,12.77,"Cleveland"
16,3,35.4,12.77,"Cleveland"
16,3,35.36,12.88,"Cleveland"
16,3,35.27,12.94,"Cleveland"
16,3,34.79,12.95,"Cleveland"
16,3,34.42,12.99,"Cleveland"
16,3,34.07,13.12,"Cleveland"
16,3,33.87,13.18,"Cleveland"
16,3,33.76,13.19,"Cleveland"
16,3,33.7,13.19,"Cleveland"
16,3,33.62,13.29,"Cleveland"
16,3,33.5,13.32,"Cleveland"
16,3,33.25,13.37,"Cleveland"
16,3,33.02,13.42,"Cleveland"
16,3,32.99,13.52,"Cleveland"
16,3,32.96,13.66,"Cleveland"
16,3,33.01,13.81,"Cleveland"
16,3,33,13.92,"Cleveland"
