"id","part","x","y","city"
16,3,32.99,14.06,"Cleveland"
16,3,33.09,14.14,"Cleveland"
16,3,33.27,14.07,"Cleveland"
16,3,33.41,14.07,"Cleveland"
16,3,33.6,13.99,"Cleveland"
16,3,33.84,13.94,"Cleveland"
16,3,33.95,13.89,"Cleveland"
16,3,34.16,13.79,"Cleveland"
16,3,34.35,13.73,"Cleveland"
16,3,34.65,13.7,"Cleveland"
16,3,34.82,13.64,"Cleveland"
16,3,34.94,13.66,"Cleveland"
16,3,35.17,13.67,"Cleveland"
16,3,35.36,13.6,"Cleveland"
16,3,35.75,13.51,"Cleveland"
16,3,35.89,13.51,"Cleveland"
16,3,35.88,13.56,"Cleveland"
16,3,35.68,13.6,"Cleveland"
16,3,35.62,13.63,"Cleveland"
16,3,35.65,13.88,"Cleveland"
16,3,35.65,14,"Cleveland"
16,3,35.51,14.02,"Cleveland"
16,3,35.28,14.03,"Cleveland"
16,3,35.07,14,"Cleveland"
16,3,34.89,13.98,"Cleveland"
16,3,34.82,14.02,"Cleveland"
16,3,34.62,14.06,"Cleveland"
16,3,34.63,14.32,"Cleveland"
16,3,34.93,14.33,"Cleveland"
16,3,34.93,14.45,"Cleveland"
16,3,35.14,14.45,"Cleveland"
16,3,35.96,14.45,"Cleveland"
16,3,35.99,12.34,"Cleveland"
16,3,35.94,12.39,"Cleveland"
16,3,35.92,12.7,"Cleveland"
16,3,35.74,12.68,"Cleveland"
16,3,35.56,12.79,"Cleveland"
16,4,32.55,14.37,"Cleveland"
16,4,32.67,14.26,"Cleveland"
16,4,32.78,14.09,"Cleveland"
16,4,32.78,13.94,"Cleveland"
16,4,32.77,13.78,"Cleveland"
16,4,32.8,13.61,"Cleveland"
16,4,32.79,13.49,"Cleveland"
16,4,32.65,13.49,"Cleveland"
16,4,32.6,13.62,"Cleveland"
16,4,32.53,13.88,"Cleveland"
16,4,32.46,13.98,"Cleveland"
16,4,32.49,14.36,"Cleveland"
16,4,32.39,14.37,"Cleveland"
16,4,32.55,14.37,"Cleveland"
16,5,32.38,14.37,"Cleveland"
16,5,32.13,14.4,"Cleveland"
16,5,32.03,14.47,"Cleveland"
16,5,32.01,14.71,"Cleveland"
16,5,32.17,14.6,"Cleveland"
16,5,32.31,14.45,"Cleveland"
16,5,32.38,14.37,"Cleveland"
17,1,35.99,12.34,"Cleveland"
17,1,35.96,14.45,"Cleveland"
17,1,36.78,14.45,"Cleveland"
17,1,36.77,14.38,"Cleveland"
17,1,37.54,14.37,"Cleveland"
17,1,37.61,14.36,"Cleveland"
17,1,38.43,14.35,"Cleveland"
17,1,38.43,12.73,"Cleveland"
17,1,37.21,12.76,"Cleveland"
17,1,37.08,12.95,"Cleveland"
17,1,36.9,12.97,"Cleveland"
17,1,36.79,12.78,"Cleveland"
17,1,36.33,12.75,"Cleveland"
17,1,36.28,11.96,"Cleveland"
17,1,35.99,11.94,"Cleveland"
17,1,35.99,12.34,"Cleveland"
17,2,36.58,13.96,"Cleveland"
17,2,36.51,13.97,"Cleveland"
17,2,36.45,13.97,"Cleveland"
17,2,36.32,13.99,"Cleveland"
17,2,36.25,14.05,"Cleveland"
17,2,36.22,13.99,"Cleveland"
17,2,36.15,13.88,"Cleveland"
17,2,36.16,13.69,"Cleveland"
17,2,36.59,13.7,"Cleveland"
17,2,36.58,13.86,"Cleveland"
17,2,36.58,13.96,"Cleveland"
17,3,37.9,14.07,"Cleveland"
17,3,37.88,14.02,"Cleveland"
17,3,37.86,13.97,"Cleveland"
17,3,37.9,13.91,"Cleveland"
17,3,37.95,13.87,"Cleveland"
17,3,38,13.84,"Cleveland"
17,3,38.07,13.84,"Cleveland"
17,3,38.12,13.88,"Cleveland"
17,3,38.16,13.93,"Cleveland"
17,3,38.17,13.98,"Cleveland"
17,3,38.15,14,"Cleveland"
17,3,38.14,14.04,"Cleveland"
17,3,38.11,14.07,"Cleveland"
17,3,38.06,14.09,"Cleveland"
17,3,38.01,14.1,"Cleveland"
17,3,37.98,14.11,"Cleveland"
17,3,37.93,14.09,"Cleveland"
17,3,37.9,14.07,"Cleveland"
18,1,36.79,15.85,"Cleveland"
18,1,36.79,15.99,"Cleveland"
18,1,37.04,16,"Cleveland"
18,1,37.06,15.8,"Cleveland"
18,1,37.01,15.71,"Cleveland"
18,1,36.94,15.61,"Cleveland"
18,1,36.84,15.55,"Cleveland"
18,1,36.78,15.47,"Cleveland"
18,1,36.78,14.45,"Cleveland"
18,1,35.96,14.45,"Cleveland"
18,1,35.14,14.45,"Cleveland"
18,1,35.14,15.16,"Cleveland"
18,1,35.22,15.16,"Cleveland"
18,1,35.24,15.2,"Cleveland"
18,1,35.26,15.25,"Cleveland"
18,1,35.23,15.58,"Cleveland"
18,1,35.29,15.75,"Cleveland"
18,1,35.3,15.87,"Cleveland"
18,1,35.33,16,"Cleveland"
18,1,35.31,16.03,"Cleveland"
18,1,36.03,16.03,"Cleveland"
18,1,36.04,15.83,"Cleveland"
18,1,36.79,15.85,"Cleveland"
18,2,36.45,15.13,"Cleveland"
18,2,36.42,15.15,"Cleveland"
18,2,36.41,15.09,"Cleveland"
18,2,36.41,15.01,"Cleveland"
18,2,36.37,14.95,"Cleveland"
18,2,36.32,14.87,"Cleveland"
18,2,36.26,14.81,"Cleveland"
18,2,36.21,14.75,"Cleveland"
18,2,36.17,14.67,"Cleveland"
18,2,36.18,14.62,"Cleveland"
18,2,36.21,14.57,"Cleveland"
18,2,36.26,14.55,"Cleveland"
18,2,36.32,14.56,"Cleveland"
18,2,36.34,14.56,"Cleveland"
18,2,36.47,14.67,"Cleveland"
18,2,36.58,14.75,"Cleveland"
18,2,36.69,14.77,"Cleveland"
18,2,36.7,15.01,"Cleveland"
18,2,36.64,15.01,"Cleveland"
18,2,36.54,15.02,"Cleveland"
18,2,36.5,15.07,"Cleveland"
18,2,36.45,15.13,"Cleveland"
19,1,39.23,17.61,"Cleveland"
19,1,39.22,17.29,"Cleveland"
19,1,39,17.28,"Cleveland"
19,1,39,17.35,"Cleveland"
19,1,38.93,17.37,"Cleveland"
19,1,38.85,17.4,"Cleveland"
19,1,38.83,17.44,"Cleveland"
19,1,38.75,17.44,"Cleveland"
19,1,38.67,17.44,"Cleveland"
19,1,38.66,17.44,"Cleveland"
19,1,38.62,17.54,"Cleveland"
19,1,38.61,17.56,"Cleveland"
19,1,38.56,17.57,"Cleveland"
19,1,38.53,17.64,"Cleveland"
19,1,38.51,17.67,"Cleveland"
19,1,38.38,17.7,"Cleveland"
19,1,38.34,17.7,"Cleveland"
19,1,38.32,17.74,"Cleveland"
19,1,38.3,17.81,"Cleveland"
19,1,38.24,17.84,"Cleveland"
19,1,38.15,17.84,"Cleveland"
19,1,38.16,18.05,"Cleveland"
19,1,38.44,18.04,"Cleveland"
19,1,38.84,18.04,"Cleveland"
19,1,39.13,18.05,"Cleveland"
19,1,39.14,17.92,"Cleveland"
19,1,39.23,17.96,"Cleveland"
19,1,39.23,17.61,"Cleveland"
20,1,35.46,17.4,"Cleveland"
20,1,35.52,17.32,"Cleveland"
20,1,35.58,17.28,"Cleveland"
20,1,35.59,16.97,"Cleveland"
20,1,35.21,17,"Cleveland"
20,1,34.83,17.01,"Cleveland"
20,1,34.4,17.02,"Cleveland"
20,1,34.41,18.14,"Cleveland"
20,1,34.37,18.48,"Cleveland"
20,1,34.28,18.67,"Cleveland"
20,1,34.47,18.65,"Cleveland"
20,1,34.62,18.63,"Cleveland"
20,1,34.7,18.72,"Cleveland"
20,1,34.78,18.76,"Cleveland"
20,1,34.93,18.81,"Cleveland"
20,1,35.15,18.84,"Cleveland"
20,1,35.19,18.77,"Cleveland"
20,1,35.19,18.61,"Cleveland"
20,1,35.07,18.19,"Cleveland"
20,1,35.09,18.16,"Cleveland"
20,1,35.26,18.13,"Cleveland"
20,1,35.21,17.39,"Cleveland"
20,1,35.46,17.4,"Cleveland"
21,1,34.28,18.67,"Cleveland"
21,1,34.37,18.48,"Cleveland"
21,1,34.41,18.14,"Cleveland"
21,1,34.27,18.14,"Cleveland"
21,1,34.2,18.12,"Cleveland"
21,1,34.16,18.2,"Cleveland"
21,1,33.89,18.09,"Cleveland"
21,1,33.77,18.03,"Cleveland"
21,1,33.64,17.97,"Cleveland"
21,1,33.52,17.92,"Cleveland"
21,1,33.51,17.84,"Cleveland"
21,1,33.35,17.8,"Cleveland"
21,1,33.24,17.8,"Cleveland"
21,1,33.2,17.88,"Cleveland"
21,1,33.13,18.16,"Cleveland"
21,1,33.1,18.24,"Cleveland"
21,1,33.08,18.45,"Cleveland"
21,1,33.57,18.43,"Cleveland"
21,1,33.58,19.2,"Cleveland"
21,1,33.59,19.27,"Cleveland"
21,1,33.72,19.26,"Cleveland"
21,1,33.8,19.14,"Cleveland"
21,1,33.91,19.24,"Cleveland"
21,1,34.05,19.11,"Cleveland"
21,1,34.13,18.96,"Cleveland"
21,1,34.21,18.78,"Cleveland"
21,1,34.28,18.67,"Cleveland"
22,1,33.58,19.2,"Cleveland"
22,1,33.57,18.43,"Cleveland"
22,1,33.08,18.45,"Cleveland"
22,1,32.9,19.14,"Cleveland"
22,1,32.98,19.21,"Cleveland"
22,1,33.27,19.22,"Cleveland"
22,1,33.58,19.2,"Cleveland"
23,1,10.14,13.56,"Cleveland"
23,1,9.45,13.16,"Cleveland"
23,1,9.16,13,"Cleveland"
23,1,9.05,12.99,"Cleveland"
23,1,9,13.23,"Cleveland"
23,1,8.92,13.62,"Cleveland"
23,1,8.37,13.61,"Cleveland"
23,1,8.36,14.05,"Cleveland"
23,1,8.61,14.06,"Cleveland"
23,1,8.77,14.04,"Cleveland"
23,1,9.08,13.94,"Cleveland"
23,1,9.14,13.97,"Cleveland"
23,1,9.22,14,"Cleveland"
23,1,9.95,14.19,"Cleveland"
23,1,10.11,14.23,"Cleveland"
23,1,10.08,14.17,"Cleveland"
23,1,10.07,14.08,"Cleveland"
23,1,10.07,13.99,"Cleveland"
23,1,10.1,13.9,"Cleveland"
23,1,10.08,13.8,"Cleveland"
23,1,10.06,13.64,"Cleveland"
23,1,10.11,13.58,"Cleveland"
23,1,10.14,13.56,"Cleveland"
24,1,35.23,27.26,"Cleveland"
24,1,35.49,27.49,"Cleveland"
24,1,35.77,27.11,"Cleveland"
24,1,35.51,26.91,"Cleveland"
24,1,35.23,27.26,"Cleveland"
25,1,35.83,27.84,"Cleveland"
25,1,35.99,27.98,"Cleveland"
25,1,36.12,28.08,"Cleveland"
25,1,36.25,28.26,"Cleveland"
25,1,36.39,28.32,"Cleveland"
25,1,36.69,27.93,"Cleveland"
25,1,36.65,27.82,"Cleveland"
25,1,36.18,27.44,"Cleveland"
25,1,36.15,27.47,"Cleveland"
25,1,35.83,27.84,"Cleveland"
26,1,10.23,13.47,"Cleveland"
26,1,10.35,13.42,"Cleveland"
26,1,10.47,13.38,"Cleveland"
26,1,10.65,13.35,"Cleveland"
26,1,10.94,13.34,"Cleveland"
26,1,11.62,13.3,"Cleveland"
26,1,11.65,13.46,"Cleveland"
26,1,11.66,13.49,"Cleveland"
26,1,11.71,13.49,"Cleveland"
26,1,11.79,13.46,"Cleveland"
26,1,11.9,13.38,"Cleveland"
26,1,11.74,13.05,"Cleveland"
26,1,11.74,12.9,"Cleveland"
26,1,11.56,12.92,"Cleveland"
26,1,11.55,13.12,"Cleveland"
26,1,10.99,13.15,"Cleveland"
26,1,10.88,12.86,"Cleveland"
26,1,10.85,12.86,"Cleveland"
26,1,10.73,12.86,"Cleveland"
26,1,10.54,12.21,"Cleveland"
26,1,10.23,12.13,"Cleveland"
26,1,10.23,13.47,"Cleveland"
27,1,10.59,10.96,"Cleveland"
27,1,10.57,11.39,"Cleveland"
27,1,11.32,11.38,"Cleveland"
27,1,11.32,11.45,"Cleveland"
27,1,11.51,11.44,"Cleveland"
27,1,11.51,10.98,"Cleveland"
27,1,11.43,10.97,"Cleveland"
