script	stamped_on	stamp_source	file	bytes	sha256	rows	file_mtime
build-data.R	2026-08-24	build	derived/checks.csv	1041	sha256:9818aa726e414415933973b4107b4fd495e1339727f75fa19be39109f8f15544	12	2026-08-24
build-data.R	2026-08-24	build	derived/class_ratings.csv	54	sha256:70384af5dffc42a35b87dbcb949c438f922d8969ba75e9eabc9f38d3e0c1303b	0	2026-08-24
build-data.R	2026-08-24	build	derived/facts.csv	817	sha256:3b589460da541b499ed6b22a9fd449ed4f739b53c9c7d62ce7b4af488297eca5	38	2026-08-24
build-data.R	2026-08-24	build	derived/forecasters.csv	485	sha256:cb78632f408997af25d7879edb92018ae9b95d45338c6fad7d06b8ce0b31d204	12	2026-08-24
build-data.R	2026-08-24	build	derived/races.csv	8565	sha256:dbbdda06ad7335495cf12fc3e2f44cc40e17ac309dd36307f5138456a28453f8	35	2026-08-24
build-data.R	2026-08-24	build	derived/ratings_long.csv	18930	sha256:5f05cbc41a5a26d0dc3d3b01b7c3403d1e3d9919d120c270fff6cd17541a35bb	420	2026-08-24
build-data.R	2026-08-24	build	derived/seat_math.csv	377	sha256:8d81aa5534e70eb950773f5c15d355737971b6bf1a37a401c2f56f35bc5f8078	11	2026-08-24
build-data.R	2026-08-24	build	raw/legislators-current.csv	180671	sha256:92db5625316b3c797004bc8f2288b30f337431bb95e22caf2ea91ce6cdb516a9	537	2026-08-24
build-data.R	2026-08-24	build	raw/wikipedia-senate-2026.json	258179	sha256:06fbd12610e461dc00f242aba1cf90d1a4f27e8aaa6e471bb1facaecce1d2936	1	2026-08-24
build-data.R	2026-08-24	build	raw/wikipedia-senate-2026.wikitext	254115	sha256:635826cdb1c15bb3517858f2a1764b5077f7bfa2a753012e2c64793d29c8ef0b	NA	2026-08-24
