url	first_seen	last_seen	bytes	sha256	rows
https://apps.npr.org/voter-registration-2026-mail/	2026-08-29	2026-08-29	29659	sha256:7bb1e523eb199d6fa5715a41c732ca006e4daec3d4466af953cbba786a47b799	NA
https://apps.npr.org/voter-registration-2026-mail/alabama.html	2026-08-29	2026-08-29	15167	sha256:0c6422f5f822175267528b2e5555c7c88cab853ec151bb783079a50622406cb6	NA
https://apps.npr.org/voter-registration-2026-mail/alaska.html	2026-08-29	2026-08-29	14994	sha256:71f871cbd4eedff1e9ca006d1fa65535fdfed67bec16c9bd00fe4e6c32c95c6c	NA
https://apps.npr.org/voter-registration-2026-mail/american-samoa.html	2026-08-29	2026-08-29	14646	sha256:3211a9f2c58ac22a30d8671a949cb8a8316a22275cf6fbbca032dc9a453096f1	NA
https://apps.npr.org/voter-registration-2026-mail/arizona.html	2026-08-29	2026-08-29	15061	sha256:85e961d78439f47b44f1a7963d2b80f2568afe1adaf9c0912c8b31c801c1c3bf	NA
https://apps.npr.org/voter-registration-2026-mail/arkansas.html	2026-08-29	2026-08-29	14923	sha256:98444c8b8d2c73000e2064fc75b432fbf9e14ff84aac4b6d9b20a1aa398b40a0	NA
https://apps.npr.org/voter-registration-2026-mail/california.html	2026-08-29	2026-08-29	15196	sha256:ff22145b476fd4518a2449da90feb459a840061845b261cd7125d34c15e8348f	NA
https://apps.npr.org/voter-registration-2026-mail/colorado.html	2026-08-29	2026-08-29	15112	sha256:7fdfcedfb6be42775d303f3817da4d05968fe966827b4b21532a439d93eabc78	NA
https://apps.npr.org/voter-registration-2026-mail/connecticut.html	2026-08-29	2026-08-29	15654	sha256:c394a3d7e679e39b875b9e7ed46a63d65612e8a9e431f786ce346cb6cfa743f0	NA
https://apps.npr.org/voter-registration-2026-mail/delaware.html	2026-08-29	2026-08-29	14984	sha256:fa842c972584722064246d3996a9e6ca6ba788bf9265ff781c395a3d4ba3a209	NA
https://apps.npr.org/voter-registration-2026-mail/florida.html	2026-08-29	2026-08-29	15098	sha256:aa57aab48c31218aacf7f75cca855d136d3c971a3f880cb5de3eef5a96ff9622	NA
https://apps.npr.org/voter-registration-2026-mail/georgia.html	2026-08-29	2026-08-29	15020	sha256:985efcdd0d8fb7bf8698df5ed620ac8c633887e51f6509c309f5edaabb9898b6	NA
https://apps.npr.org/voter-registration-2026-mail/guam.html	2026-08-29	2026-08-29	15333	sha256:a4678eb56ae39bbf2c6c1df86ac2437d6303e4ad4d6fe2cff5fc68979306ac3d	NA
