script	stamped_on	stamp_source	file	bytes	sha256	rows	file_mtime
build-data.R	2026-08-29	build	derived/columns.csv	530	sha256:437086598feb832a00b855e400eac50d5e3756b0e832b67b290c56746738e7d6	8	2026-08-29
build-data.R	2026-08-29	build	derived/deadlines.csv	4848	sha256:883ee5c68ed238555a6638b2d88ade0c8be2f012d09f73c0348bdd2bff101f8f	56	2026-08-29
build-data.R	2026-08-29	build	derived/headscan.csv	380	sha256:be7fd69ceaaeeb11fdf32c541c94fab5aba67bf3b0973572fe021ad0c5f07601	7	2026-08-29
build-data.R	2026-08-29	build	derived/lost.csv	99	sha256:7977638da236ec3fe088ca16d5a6876a96dc95c0127b4e7ba2393bd6f7561731	3	2026-08-29
build-data.R	2026-08-29	build	derived/peek.csv	3238	sha256:30ee985353c5d2649529b0636339a210bb4a50ef9751b5d5871d27abaf9cb8bb	5	2026-08-29
build-data.R	2026-08-29	build	derived/race_party.csv	328	sha256:0ad8e9a5fab9f2e1e062eeb080db9c2bc0b12796b03aeb346acd817ebe57b2e9	8	2026-08-29
build-data.R	2026-08-29	build	derived/registration.csv	61	sha256:8045cc444ab6e5b371bc94141c357aca01a4f1bbf280f1f0d1920df61244818f	2	2026-08-29
build-data.R	2026-08-29	build	derived/schema.csv	2353	sha256:f55dd6bb81727e8ebf3409ca2d3c2392254017cb2457fd4dead74ed30ade43e4	53	2026-08-29
build-data.R	2026-08-29	build	derived/status.csv	160	sha256:59f090a9524ff9d1ade1f53400f26199c3b83c8d3eab0fd01d367c2a96f187a9	5	2026-08-29
build-data.R	2026-08-29	build	derived/turnout.csv	328	sha256:70d561004f88086290260f550a6d3ac42c3af66b38d9ce9f7c15baacc1317186	8	2026-08-29
build-data.R	2026-08-29	build	raw/npr-registration-2026/alabama.html	15167	sha256:0c6422f5f822175267528b2e5555c7c88cab853ec151bb783079a50622406cb6	NA	2026-08-29
build-data.R	2026-08-29	build	raw/npr-registration-2026/alaska.html	14994	sha256:71f871cbd4eedff1e9ca006d1fa65535fdfed67bec16c9bd00fe4e6c32c95c6c	NA	2026-08-29
build-data.R	2026-08-29	build	raw/npr-registration-2026/american-samoa.html	14646	sha256:3211a9f2c58ac22a30d8671a949cb8a8316a22275cf6fbbca032dc9a453096f1	NA	2026-08-29
build-data.R	2026-08-29	build	raw/npr-registration-2026/arizona.html	15061	sha256:85e961d78439f47b44f1a7963d2b80f2568afe1adaf9c0912c8b31c801c1c3bf	NA	2026-08-29
build-data.R	2026-08-29	build	raw/npr-registration-2026/arkansas.html	14923	sha256:98444c8b8d2c73000e2064fc75b432fbf9e14ff84aac4b6d9b20a1aa398b40a0	NA	2026-08-29
build-data.R	2026-08-29	build	raw/npr-registration-2026/california.html	15196	sha256:ff22145b476fd4518a2449da90feb459a840061845b261cd7125d34c15e8348f	NA	2026-08-29
build-data.R	2026-08-29	build	raw/npr-registration-2026/colorado.html	15112	sha256:7fdfcedfb6be42775d303f3817da4d05968fe966827b4b21532a439d93eabc78	NA	2026-08-29
build-data.R	2026-08-29	build	raw/npr-registration-2026/connecticut.html	15654	sha256:c394a3d7e679e39b875b9e7ed46a63d65612e8a9e431f786ce346cb6cfa743f0	NA	2026-08-29
build-data.R	2026-08-29	build	raw/npr-registration-2026/delaware.html	14984	sha256:fa842c972584722064246d3996a9e6ca6ba788bf9265ff781c395a3d4ba3a209	NA	2026-08-29
build-data.R	2026-08-29	build	raw/npr-registration-2026/florida.html	15098	sha256:aa57aab48c31218aacf7f75cca855d136d3c971a3f880cb5de3eef5a96ff9622	NA	2026-08-29
build-data.R	2026-08-29	build	raw/npr-registration-2026/georgia.html	15020	sha256:985efcdd0d8fb7bf8698df5ed620ac8c633887e51f6509c309f5edaabb9898b6	NA	2026-08-29
build-data.R	2026-08-29	build	raw/npr-registration-2026/guam.html	15333	sha256:a4678eb56ae39bbf2c6c1df86ac2437d6303e4ad4d6fe2cff5fc68979306ac3d	NA	2026-08-29
build-data.R	2026-08-29	build	raw/npr-registration-2026/hawaii.html	15083	sha256:a40c07752d2cd080ee4dc7299e7d3d30f6dbae44632597b71bad71af7f142e6b	NA	2026-08-29
build-data.R	2026-08-29	build	raw/npr-registration-2026/idaho.html	15163	sha256:06718cdbad303ee6c0f261518185a6cf55a67e4a3b375acb98d242762e3c23ff	NA	2026-08-29
build-data.R	2026-08-29	build	raw/npr-registration-2026/illinois.html	15352	sha256:3bd9c69044e8df89f0b6302d80d67cf1799d3334773d6c5a9922e2437ca5fa9c	NA	2026-08-29
build-data.R	2026-08-29	build	raw/npr-registration-2026/index.html	29659	sha256:7bb1e523eb199d6fa5715a41c732ca006e4daec3d4466af953cbba786a47b799	NA	2026-08-29
build-data.R	2026-08-29	build	raw/npr-registration-2026/indiana.html	14979	sha256:8fdf038d4cfd2e43de1d4a2f18b9f5bfd99256a524d05f2c6455b19d42107a01	NA	2026-08-29
build-data.R	2026-08-29	build	raw/npr-registration-2026/iowa.html	15147	sha256:71a0c4fce3105fc44a3a9c0a3f24f7048279f878f47ee4b2e250d205686417ab	NA	2026-08-29
build-data.R	2026-08-29	build	raw/npr-registration-2026/kansas.html	14974	sha256:dd5d757452235aa2ef65791dd1d6bceeb78982a08992f985d0c26088ca9ad611	NA	2026-08-29
build-data.R	2026-08-29	build	raw/npr-registration-2026/kentucky.html	15046	sha256:54202975bb56e71ab9118d5e96256f10eb264bd7013f3a62526760f1cf3d44b7	NA	2026-08-29
