"icpsr","bioname","chamber","party","state_abbrev","first","last","tenure","span","gap","ongoing"
154,"AMES, Fisher","House","Other","MA",1,4,4,4,FALSE,FALSE
259,"ASHE, John Baptista","House","Other","NC",1,2,2,2,FALSE,FALSE
379,"BALDWIN, Abraham","House","Other","GA",1,5,5,5,FALSE,FALSE
507,"BASSETT, Richard","Senate","Other","DE",1,2,2,2,FALSE,FALSE
649,"BENSON, Egbert","House","Other","NY",1,13,3,13,TRUE,FALSE
786,"BLAND, Theodorick","House","Other","VA",1,1,1,1,FALSE,FALSE
800,"BLOODWORTH, Timothy","House","Other","NC",1,1,1,1,FALSE,FALSE
878,"BOUDINOT, Elias","House","Other","NJ",1,3,3,3,FALSE,FALSE
884,"BOURNE, Benjamin","House","Other","RI",1,4,4,4,FALSE,FALSE
1118,"BROWN, John","House","Other","VA",1,2,2,2,FALSE,FALSE
1260,"BURKE, Aedanus","House","Other","SC",1,1,1,1,FALSE,FALSE
1346,"BUTLER, Pierce","Senate","Other","SC",1,8,5,8,TRUE,FALSE
1387,"CADWALADER, Lambert","House","Other","NJ",1,3,2,3,TRUE,FALSE
1536,"CARROLL, Charles (of Carrollton)","Senate","Other","MD",1,2,2,2,FALSE,FALSE
1538,"CARROLL, Daniel","House","Other","MD",1,1,1,1,FALSE,FALSE
1859,"CLYMER, George","House","Other","PA",1,1,1,1,FALSE,FALSE
1936,"COLES, Isaac","House","Other","VA",1,4,3,4,TRUE,FALSE
2010,"CONTEE, Benjamin","House","Other","MD",1,1,1,1,FALSE,FALSE
2307,"DALTON, Tristram","Senate","Other","MA",1,1,1,1,FALSE,FALSE
2576,"DICKINSON, Philemon","Senate","Other","NJ",1,2,2,2,FALSE,FALSE
2936,"ELLSWORTH, Oliver","Senate","Other","CT",1,4,4,4,FALSE,FALSE
2943,"ELMER, Jonathan","Senate","Other","NJ",1,1,1,1,FALSE,FALSE
3128,"FEW, William","Senate","Other","GA",1,2,2,2,FALSE,FALSE
3196,"FITZSIMONS, Thomas","House","Other","PA",1,3,3,3,FALSE,FALSE
3237,"FLOYD, William","House","Other","NY",1,1,1,1,FALSE,FALSE
3299,"FOSTER, Abiel","House","Other","NH",1,7,5,7,TRUE,FALSE
3315,"FOSTER, Theodore","Senate","Other","RI",1,7,7,7,FALSE,FALSE
3430,"GALE, George","House","Other","MD",1,1,1,1,FALSE,FALSE
3541,"GERRY, Elbridge","House","Other","MA",1,2,2,2,FALSE,FALSE
3582,"GILES, William Branch","House","Other","VA",1,7,6,7,TRUE,FALSE
3610,"GILMAN, Nicholas","House","Other","NH",1,4,4,4,FALSE,FALSE
3674,"GOODHUE, Benjamin","House","Other","MA",1,4,4,4,FALSE,FALSE
3771,"GRAYSON, William","Senate","Other","VA",1,1,1,1,FALSE,FALSE
3825,"GRIFFIN, Samuel","House","Other","VA",1,3,3,3,FALSE,FALSE
3857,"GROUT, Jonathan","House","Other","MA",1,1,1,1,FALSE,FALSE
3877,"GUNN, James","Senate","Other","GA",1,6,6,6,FALSE,FALSE
4156,"HARTLEY, Thomas","House","Other","PA",1,6,6,6,FALSE,FALSE
4193,"HATHORN, John","House","Other","NY",1,4,2,4,TRUE,FALSE
4212,"HAWKINS, Benjamin","Senate","Other","NC",1,3,3,3,FALSE,FALSE
4333,"HENRY, John","Senate","Other","MD",1,5,5,5,FALSE,FALSE
4390,"HIESTER, Daniel","House","Other","PA",1,8,6,8,TRUE,FALSE
4695,"HUGER, Daniel","House","Other","SC",1,2,2,2,FALSE,FALSE
4766,"HUNTINGTON, Benjamin","House","Other","CT",1,1,1,1,FALSE,FALSE
4837,"IZARD, Ralph","Senate","Other","SC",1,3,3,3,FALSE,FALSE
4854,"JACKSON, James","House","Other","GA",1,1,1,1,FALSE,FALSE
4998,"JOHNSON, William Samuel","Senate","Other","CT",1,1,1,1,FALSE,FALSE
5012,"JOHNSTON, Samuel","Senate","Other","NC",1,2,2,2,FALSE,FALSE
5270,"KING, Rufus","Senate","Other","NY",1,18,10,18,TRUE,FALSE
5449,"LANGDON, John","Senate","Other","NH",1,6,6,6,FALSE,FALSE
5498,"LAURANCE, John","House","Other","NY",1,2,2,2,FALSE,FALSE
5564,"LEE, Richard Bland","House","Other","VA",1,3,3,3,FALSE,FALSE
5565,"LEE, Richard Henry","Senate","Other","VA",1,2,2,2,FALSE,FALSE
5611,"LEONARD, George","House","Other","MA",1,4,3,4,TRUE,FALSE
5713,"LIVERMORE, Samuel","House","Other","NH",1,2,2,2,FALSE,FALSE
5891,"MACLAY, William","Senate","Other","PA",1,1,1,1,FALSE,FALSE
5903,"MADISON, James, Jr.","House","Other","VA",1,4,4,4,FALSE,FALSE
6071,"MATHEWS, George","House","Other","GA",1,1,1,1,FALSE,FALSE
6594,"MONROE, James","Senate","Other","VA",1,3,3,3,FALSE,FALSE
6625,"MOORE, Andrew","House","Other","VA",1,8,5,8,TRUE,FALSE
6712,"MORRIS, Robert","Senate","Other","PA",1,3,3,3,FALSE,FALSE
6781,"MUHLENBERG, Frederick Augustus Conrad","House","Other","PA",1,4,4,4,FALSE,FALSE
6784,"MUHLENBERG, John Peter Gabriel","House","Other","PA",1,6,3,6,TRUE,FALSE
7156,"PAGE, John","House","Other","VA",1,4,4,4,FALSE,FALSE
7199,"PARKER, Josiah","House","Other","VA",1,6,6,6,FALSE,FALSE
7224,"PARTRIDGE, George","House","Other","MA",1,1,1,1,FALSE,FALSE
7231,"PATERSON, William","Senate","Other","NJ",1,1,1,1,FALSE,FALSE
7762,"READ, George","Senate","Other","DE",1,2,2,2,FALSE,FALSE
8278,"SCHUREMAN, James","House","Other","NJ",1,13,3,13,TRUE,FALSE
8282,"SCHUYLER, Philip John","Senate","Other","NY",1,5,2,5,TRUE,FALSE
8312,"SCOTT, Thomas","House","Other","PA",1,3,2,3,TRUE,FALSE
8344,"SEDGWICK, Theodore","House","Other","MA",1,6,5,6,TRUE,FALSE
8363,"SENEY, Joshua","House","Other","MD",1,2,2,2,FALSE,FALSE
8374,"SEVIER, John","House","Other","NC",1,13,3,13,TRUE,FALSE
8457,"SHERMAN, Roger","House","Other","CT",1,1,1,1,FALSE,FALSE
8511,"SILVESTER, Peter","House","Other","NY",1,2,2,2,FALSE,FALSE
8544,"SINNICKSON, Thomas","House","Other","NJ",1,5,2,5,TRUE,FALSE
8693,"SMITH, William","House","Other","MD",1,1,1,1,FALSE,FALSE
8702,"SMITH, William Loughton","House","Other","SC",1,5,5,5,FALSE,FALSE
8845,"STANTON, Joseph, Jr.","Senate","Other","RI",1,2,2,2,FALSE,FALSE
8869,"STEELE, John","House","Other","NC",1,2,2,2,FALSE,FALSE
8983,"STONE, Michael Jenifer","House","Other","MD",1,1,1,1,FALSE,FALSE
9028,"STRONG, Caleb","Senate","Other","MA",1,4,4,4,FALSE,FALSE
9062,"STURGES, Jonathan","House","Other","CT",1,2,2,2,FALSE,FALSE
9088,"SUMTER, Thomas","House","Other","SC",1,7,5,7,TRUE,FALSE
9268,"THACHER, George","House","Other","MA",1,6,6,6,FALSE,FALSE
9489,"TRUMBULL, Jonathan, Jr.","House","Other","CT",1,3,3,3,FALSE,FALSE
9501,"TUCKER, Thomas Tudor","House","Other","SC",1,2,2,2,FALSE,FALSE
9629,"VAN RENSSELAER, Jeremiah","House","Other","NY",1,1,1,1,FALSE,FALSE
9676,"VINING, John","House","Other","DE",1,2,2,2,FALSE,FALSE
9706,"WADSWORTH, Jeremiah","House","Other","CT",1,3,3,3,FALSE,FALSE
9747,"WALKER, John","Senate","Other","VA",1,1,1,1,FALSE,FALSE
10006,"WHITE, Alexander","House","Other","VA",1,2,2,2,FALSE,FALSE
10193,"WILLIAMSON, Hugh","House","Other","NC",1,2,2,2,FALSE,FALSE
10272,"WINGATE, Paine","Senate","Other","NH",1,2,2,2,FALSE,FALSE
10405,"WYNKOOP, Henry","House","Other","PA",1,1,1,1,FALSE,FALSE
456,"BARNWELL, Robert","House","Other","SC",2,2,1,1,FALSE,FALSE
886,"BOURNE, Shearjashub","House","Other","MA",2,3,2,2,FALSE,FALSE
956,"BRADLEY, Stephen Row","Senate","Other","VT",2,12,8,11,TRUE,FALSE
1118,"BROWN, John","Senate","Other","KY",2,8,7,7,FALSE,FALSE
1302,"BURR, Aaron","Senate","Other","NY",2,4,3,3,FALSE,FALSE
1384,"CABOT, George","Senate","Other","MA",2,4,3,3,FALSE,FALSE
1750,"CLARK, Abraham","House","Other","NJ",2,3,2,2,FALSE,FALSE
2440,"DAYTON, Jonathan","House","Other","NJ",2,5,4,4,FALSE,FALSE
2866,"EDWARDS, John","Senate","Other","KY",2,3,2,2,FALSE,FALSE
3147,"FINDLEY, William","House","Other","PA",2,14,11,13,TRUE,FALSE
3695,"GORDON, James","House","Other","NY",2,3,2,2,FALSE,FALSE
3798,"GREENUP, Christopher","House","Other","KY",2,4,3,3,FALSE,FALSE
3805,"GREGG, Andrew","House","Other","PA",2,9,8,8,FALSE,FALSE
3859,"GROVE, William Barry","House","Other","NC",2,7,6,6,FALSE,FALSE
4433,"HILLHOUSE, James","House","Other","CT",2,4,3,3,FALSE,FALSE
4441,"HINDMAN, William","House","Other","MD",2,5,4,4,FALSE,FALSE
4871,"JACOBS, Israel","House","Other","PA",2,2,1,1,FALSE,FALSE
5224,"KEY, Philip","House","Other","MD",2,2,1,1,FALSE,FALSE
5303,"KITCHELL, Aaron","House","Other","NJ",2,6,4,5,TRUE,FALSE
5310,"KITTERA, John Wilkes","House","Other","PA",2,6,5,5,FALSE,FALSE
5543,"LEARNED, Amasa","House","Other","CT",2,3,2,2,FALSE,FALSE
5895,"MACON, Nathaniel","House","Other","NC",2,14,13,13,FALSE,FALSE
6418,"MERCER, John Francis","House","Other","MD",2,3,2,2,FALSE,FALSE
6472,"MILLEDGE, John","House","Other","GA",2,7,4,6,TRUE,FALSE
6830,"MURRAY, William Vans","House","Other","MD",2,4,3,3,FALSE,FALSE
6932,"NILES, Nathaniel","House","Other","VT",2,3,2,2,FALSE,FALSE
7084,"ORR, Alexander Dalrymple","House","Other","KY",2,4,3,3,FALSE,FALSE
7463,"PINKNEY, William","House","Other","MD",2,14,2,13,TRUE,FALSE
7564,"POTTS, Richard","Senate","Other","MD",2,4,3,3,FALSE,FALSE
7989,"ROBINSON, Moses","Senate","Other","VT",2,4,3,3,FALSE,FALSE
8150,"RUTHERFURD, John","Senate","Other","NJ",2,5,4,4,FALSE,FALSE
8272,"SCHOONMAKER, Cornelius Corneliusen","House","Other","NY",2,2,1,1,FALSE,FALSE
8449,"SHEREDINE, Upton","House","Other","MD",2,2,1,1,FALSE,FALSE
8457,"SHERMAN, Roger","Senate","Other","CT",2,3,2,2,FALSE,FALSE
8639,"SMITH, Israel","House","Other","VT",2,7,4,6,TRUE,FALSE
8644,"SMITH, Jeremiah","House","Other","NH",2,5,4,4,FALSE,FALSE
8896,"STERETT, Samuel","House","Other","MD",2,2,1,1,FALSE,FALSE
9215,"TAYLOR, John","Senate","Other","VA",2,18,5,17,TRUE,FALSE
9463,"TREDWELL, Thomas","House","Other","NY",2,3,2,2,FALSE,FALSE
9658,"VENABLE, Abraham Bedford","House","Other","VA",2,5,4,4,FALSE,FALSE
9808,"WARD, Artemas","House","Other","MA",2,3,2,2,FALSE,FALSE
9885,"WAYNE, Anthony","House","Other","GA",2,2,1,1,FALSE,FALSE
10202,"WILLIS, Francis","House","Other","GA",2,2,1,1,FALSE,FALSE
231,"ARMSTRONG, James","House","Other","PA",3,3,1,1,FALSE,FALSE
351,"BAILEY, Theodorus","House","Other","NY",3,7,4,5,TRUE,FALSE
554,"BEATTY, John","House","Other","NJ",3,3,1,1,FALSE,FALSE
656,"BENTON, Lemuel","House","Other","SC",3,5,3,3,FALSE,FALSE
805,"BLOUNT, Thomas","House","Other","NC",3,12,6,10,TRUE,FALSE
951,"BRADFORD, William","Senate","Other","RI",3,5,3,3,FALSE,FALSE
1518,"CARNES, Thomas Petters","House","Other","GA",3,3,1,1,FALSE,FALSE
1716,"CHRISTIE, Gabriel","House","Other","MD",3,6,3,4,TRUE,FALSE
1739,"CLAIBORNE, Thomas","House","Other","VA",3,8,5,6,TRUE,FALSE
1865,"COBB, David","House","Other","MA",3,3,1,1,FALSE,FALSE
1906,"COFFIN, Peleg, Jr.","House","Other","MA",3,3,1,1,FALSE,FALSE
1914,"COIT, Joshua","House","Other","CT",3,5,3,3,FALSE,FALSE
2432,"DAWSON, William Johnson","House","Other","NC",3,3,1,1,FALSE,FALSE
2451,"DEARBORN, Henry","House","Other","MA",3,4,2,2,FALSE,FALSE
2512,"DENT, George","House","Other","MD",3,6,4,4,FALSE,FALSE
2550,"DEXTER, Samuel","House","Other","MA",3,3,1,1,FALSE,FALSE
2796,"DUVALL, Gabriel","House","Other","MD",3,4,2,2,FALSE,FALSE
2859,"EDWARDS, Benjamin","House","Other","MD",3,3,1,1,FALSE,FALSE
3285,"FORREST, Uriah","House","Other","MD",3,3,1,1,FALSE,FALSE
3303,"FOSTER, Dwight","House","Other","MA",3,6,4,4,FALSE,FALSE
3361,"FRELINGHUYSEN, Frederick","Senate","Other","NJ",3,4,2,2,FALSE,FALSE
3437,"GALLATIN, Albert","Senate","Other","PA",3,3,1,1,FALSE,FALSE
3573,"GILBERT, Ezekiel","House","Other","NY",3,4,2,2,FALSE,FALSE
3594,"GILLESPIE, James","House","Other","NC",3,8,4,6,TRUE,FALSE
3607,"GILLON, Alexander","House","Other","SC",3,3,1,1,FALSE,FALSE
3628,"GLEN, Henry","House","Other","NY",3,6,4,4,FALSE,FALSE
4026,"HANCOCK, George","House","Other","VA",3,4,2,2,FALSE,FALSE
4090,"HARPER, Robert Goodloe","House","Other","SC",3,6,4,4,FALSE,FALSE
4127,"HARRISON, Carter Bassett","House","Other","VA",3,5,3,3,FALSE,FALSE
4269,"HEATH, John","House","Other","VA",3,4,2,2,FALSE,FALSE
4546,"HOLTEN, Samuel","House","Other","MA",3,3,1,1,FALSE,FALSE
4753,"HUNTER, John","House","Other","SC",3,3,1,1,FALSE,FALSE
4820,"IRVINE, William","House","Other","PA",3,3,1,1,FALSE,FALSE
4854,"JACKSON, James","Senate","Other","GA",3,9,5,7,TRUE,FALSE
5494,"LATIMER, Henry","House","Other","DE",3,3,1,1,FALSE,FALSE
5494,"LATIMER, Henry","Senate","Other","DE",3,6,4,4,FALSE,FALSE
5713,"LIVERMORE, Samuel","Senate","Other","NH",3,6,4,4,FALSE,FALSE
5734,"LOCKE, Matthew","House","Other","NC",3,5,3,3,FALSE,FALSE
5852,"LYMAN, William","House","Other","MA",3,4,2,2,FALSE,FALSE
5935,"MALBONE, Francis","House","Other","RI",3,4,2,2,FALSE,FALSE
6012,"MARTIN, Alexander","Senate","Other","NC",3,5,3,3,FALSE,FALSE
6230,"McDOWELL, Joseph","House","Other","NC",3,3,1,1,FALSE,FALSE
6401,"MEBANE, Alexander","House","Other","NC",3,3,1,1,FALSE,FALSE
6574,"MITCHELL, Stephen Mix","Senate","Other","CT",3,3,1,1,FALSE,FALSE
6608,"MONTGOMERY, William","House","Other","PA",3,3,1,1,FALSE,FALSE
6883,"NEVILLE, Joseph","House","Other","VA",3,3,1,1,FALSE,FALSE
6886,"NEW, Anthony","House","Other","VA",3,17,9,15,TRUE,FALSE
6911,"NICHOLAS, John","House","Other","VA",3,6,4,4,FALSE,FALSE
7235,"PATTEN, John","House","Other","DE",3,4,2,2,FALSE,FALSE
7425,"PICKENS, Andrew","House","Other","SC",3,3,1,1,FALSE,FALSE
7603,"PRESTON, Francis","House","Other","VA",3,4,2,2,FALSE,FALSE
8070,"ROSS, James","Senate","Other","PA",3,7,5,5,FALSE,FALSE
8148,"RUTHERFORD, Robert","House","Other","VA",3,4,2,2,FALSE,FALSE
8448,"SHERBURNE, John Samuel","House","Other","NH",3,4,2,2,FALSE,FALSE
8596,"SMILIE, John","House","Other","PA",3,12,8,10,TRUE,FALSE
8678,"SMITH, Samuel","House","Other","MD",3,17,9,15,TRUE,FALSE
8811,"SPRIGG, Thomas","House","Other","MD",3,4,2,2,FALSE,FALSE
9127,"SWIFT, Zephaniah","House","Other","CT",3,4,2,2,FALSE,FALSE
9161,"TALBOT, Silas","House","Other","NY",3,3,1,1,FALSE,FALSE
9238,"TAZEWELL, Henry","Senate","Other","VA",3,5,3,3,FALSE,FALSE
9452,"TRACY, Uriah","House","Other","CT",3,4,2,2,FALSE,FALSE
9591,"VAN ALEN, John Evert","House","Other","NY",3,5,3,3,FALSE,FALSE
9602,"VAN CORTLANDT, Philip","House","Other","NY",3,10,8,8,FALSE,FALSE
9615,"VAN GAASBECK, Peter","House","Other","NY",3,3,1,1,FALSE,FALSE
9676,"VINING, John","Senate","Other","DE",3,5,3,3,FALSE,FALSE
9707,"WADSWORTH, Peleg","House","Other","MA",3,9,7,7,FALSE,FALSE
9739,"WALKER, Francis","House","Other","VA",3,3,1,1,FALSE,FALSE
9881,"WATTS, John","House","Other","NY",3,3,1,1,FALSE,FALSE
10136,"WILLIAMS, Benjamin","House","Other","NC",3,3,1,1,FALSE,FALSE
10272,"WINGATE, Paine","House","Other","NH",3,3,1,1,FALSE,FALSE
10275,"WINN, Richard","House","Other","SC",3,12,8,10,TRUE,FALSE
10280,"WINSTON, Joseph","House","Other","NC",3,9,3,7,TRUE,FALSE
429,"BARD, David","House","Other","PA",4,13,8,10,TRUE,FALSE
719,"BINGHAM, William","Senate","Other","PA",4,6,3,3,FALSE,FALSE
800,"BLOODWORTH, Timothy","Senate","Other","NC",4,6,3,3,FALSE,FALSE
806,"BLOUNT, William","Senate","Other","TN",4,5,2,2,FALSE,FALSE
947,"BRADBURY, Theophilus","House","Other","MA",4,5,2,2,FALSE,FALSE
1007,"BRENT, Richard","House","Other","VA",4,7,3,4,TRUE,FALSE
1176,"BRYAN, Nathan","House","Other","NC",4,5,2,2,FALSE,FALSE
1195,"BUCK, Daniel","House","Other","VT",4,4,1,1,FALSE,FALSE
1255,"BURGES, Dempsey","House","Other","NC",4,5,2,2,FALSE,FALSE
1380,"CABELL, Samuel Jordan","House","Other","VA",4,7,4,4,FALSE,FALSE
1853,"CLOPTON, John","House","Other","VA",4,14,10,11,TRUE,FALSE
1888,"COCKE, William","Senate","Other","TN",4,8,5,5,FALSE,FALSE
2058,"COOPER, William","House","Other","NY",4,6,2,3,TRUE,FALSE
2125,"CRABB, Jeremiah","House","Other","MD",4,4,1,1,FALSE,FALSE
2139,"CRAIK, William","House","Other","MD",4,6,3,3,FALSE,FALSE
2316,"DANA, Samuel Whittlesey","House","Other","CT",4,11,8,8,FALSE,FALSE
2355,"DAVENPORT, James","House","Other","CT",4,5,2,2,FALSE,FALSE
2816,"EARLE, Samuel","House","Other","SC",4,4,1,1,FALSE,FALSE
2881,"EGE, George","House","Other","PA",4,5,2,2,FALSE,FALSE
3342,"FRANKLIN, Jesse","House","Other","NC",4,4,1,1,FALSE,FALSE
3358,"FREEMAN, Nathaniel, Jr.","House","Other","MA",4,5,2,2,FALSE,FALSE
3437,"GALLATIN, Albert","House","Other","PA",4,6,3,3,FALSE,FALSE
3674,"GOODHUE, Benjamin","Senate","Other","MA",4,6,3,3,FALSE,FALSE
3678,"GOODRICH, Chauncey","House","Other","CT",4,6,3,3,FALSE,FALSE
3846,"GRISWOLD, Roger","House","Other","CT",4,8,5,5,FALSE,FALSE
4019,"HAMPTON, Wade","House","Other","SC",4,8,2,5,TRUE,FALSE
4204,"HAVENS, Jonathan Nicoll","House","Other","NY",4,6,3,3,FALSE,FALSE
4315,"HENDERSON, Thomas","House","Other","NJ",4,4,1,1,FALSE,FALSE
4433,"HILLHOUSE, James","Senate","Other","CT",4,11,8,8,FALSE,FALSE
4519,"HOLLAND, James","House","Other","NC",4,11,6,8,TRUE,FALSE
4628,"HOWARD, John Eager","Senate","Other","MD",4,7,4,4,FALSE,FALSE
4753,"HUNTER, John","Senate","Other","SC",4,5,2,2,FALSE,FALSE
4843,"JACKSON, Andrew","House","Other","TN",4,4,1,1,FALSE,FALSE
4850,"JACKSON, George","House","Other","VA",4,7,3,4,TRUE,FALSE
5498,"LAURANCE, John","Senate","Other","NY",4,6,3,3,FALSE,FALSE
5715,"LIVINGSTON, Edward","House","Other","NY",4,20,6,17,TRUE,FALSE
5850,"LYMAN, Samuel","House","Other","MA",4,6,3,3,FALSE,FALSE
5890,"MACLAY, Samuel","House","Other","PA",4,4,1,1,FALSE,FALSE
6000,"MARSHALL, Humphrey","Senate","Other","KY",4,6,3,3,FALSE,FALSE
6063,"MASON, Stevens Thomson","Senate","Other","VA",4,8,5,5,FALSE,FALSE
7164,"PAINE, Elijah","Senate","Other","VT",4,6,3,3,FALSE,FALSE
7553,"POTTER, Elisha Reynolds","House","Other","RI",4,13,5,10,TRUE,FALSE
7763,"READ, Jacob","Senate","Other","SC",4,6,3,3,FALSE,FALSE
7788,"REED, John","House","Other","MA",4,6,3,3,FALSE,FALSE
7870,"RICHARDS, John","House","Other","PA",4,4,1,1,FALSE,FALSE
8344,"SEDGWICK, Theodore","Senate","Other","MA",4,5,2,2,FALSE,FALSE
8376,"SEWALL, Samuel","House","Other","MA",4,6,3,3,FALSE,FALSE
8555,"SITGREAVES, Samuel","House","Other","PA",4,5,2,2,FALSE,FALSE
8563,"SKINNER, Thomson Joseph","House","Other","MA",4,8,3,5,TRUE,FALSE
8637,"SMITH, Isaac","House","Other","NJ",4,4,1,1,FALSE,FALSE
8671,"SMITH, Nathaniel","House","Other","CT",4,5,2,2,FALSE,FALSE
8810,"SPRIGG, Richard, Jr.","House","Other","MD",4,7,3,4,TRUE,FALSE
8964,"STOCKTON, Richard","Senate","Other","NJ",4,5,2,2,FALSE,FALSE
9048,"STRUDWICK, William Francis","House","Other","NC",4,4,1,1,FALSE,FALSE
9107,"SWANWICK, John","House","Other","PA",4,5,2,2,FALSE,FALSE
9187,"TATOM, Absalom","House","Other","NC",4,4,1,1,FALSE,FALSE
9189,"TATTNALL, Josiah","Senate","Other","GA",4,5,2,2,FALSE,FALSE
9308,"THOMAS, Richard","House","Other","PA",4,6,3,3,FALSE,FALSE
9353,"THOMSON, Mark","House","Other","NJ",4,5,2,2,FALSE,FALSE
9378,"TICHENOR, Isaac","Senate","Other","VT",4,16,5,13,TRUE,FALSE
9452,"TRACY, Uriah","Senate","Other","CT",4,9,6,6,FALSE,FALSE
9489,"TRUMBULL, Jonathan, Jr.","Senate","Other","CT",4,4,1,1,FALSE,FALSE
9650,"VARNUM, Joseph Bradley","House","Other","MA",4,11,8,8,FALSE,FALSE
9796,"WALTON, George","Senate","Other","GA",4,4,1,1,FALSE,FALSE
10159,"WILLIAMS, John","House","Other","NY",4,5,2,2,FALSE,FALSE
112,"ALLEN, John","House","Other","CT",5,5,1,1,FALSE,FALSE
174,"ANDERSON, Joseph Inslee","Senate","Other","TN",5,13,9,9,FALSE,FALSE
332,"BAER, George, Jr.","House","Other","MD",5,14,3,10,TRUE,FALSE
484,"BARTLETT, Bailey","House","Other","MA",5,6,2,2,FALSE,FALSE
524,"BAYARD, James Asheton, Sr.","House","Other","DE",5,7,3,3,FALSE,FALSE
943,"BRACE, Jonathan","House","Other","CT",5,6,2,2,FALSE,FALSE
1072,"BROOKS, David","House","Other","NY",5,5,1,1,FALSE,FALSE
1132,"BROWN, Robert","House","Other","PA",5,13,9,9,FALSE,FALSE
1232,"BULLOCK, Stephen","House","Other","MA",5,5,1,1,FALSE,FALSE
1633,"CHAMPLIN, Christopher Grant","House","Other","RI",5,6,2,2,FALSE,FALSE
1655,"CHAPMAN, John","House","Other","PA",5,5,1,1,FALSE,FALSE
1706,"CHIPMAN, Nathaniel","Senate","Other","VT",5,7,3,3,FALSE,FALSE
1741,"CLAIBORNE, William Charles Cole","House","Other","TN",5,6,2,2,FALSE,FALSE
1815,"CLAY, Matthew","House","Other","VA",5,12,8,8,FALSE,FALSE
1823,"CLAYTON, Joshua","Senate","Other","DE",5,5,1,1,FALSE,FALSE
1881,"COCHRAN, James","House","Other","NY",5,5,1,1,FALSE,FALSE
2351,"DAVENPORT, Franklin","Senate","Other","NJ",5,5,1,1,FALSE,FALSE
2413,"DAVIS, Thomas Terry","House","Other","KY",5,7,3,3,FALSE,FALSE
2426,"DAWSON, John","House","Other","VA",5,13,9,9,FALSE,FALSE
2501,"DENNIS, John","House","Other","MD",5,8,4,4,FALSE,FALSE
2852,"EDMOND, William","House","Other","CT",5,6,2,2,FALSE,FALSE
2883,"EGGLESTON, Joseph","House","Other","VA",5,6,2,2,FALSE,FALSE
2941,"ELMENDORF, Lucas Conrad","House","Other","NY",5,7,3,3,FALSE,FALSE
3021,"EVANS, Thomas","House","Other","VA",5,6,2,2,FALSE,FALSE
3324,"FOWLER, John","House","Other","KY",5,9,5,5,FALSE,FALSE
3357,"FREEMAN, Jonathan","House","Other","NH",5,6,2,2,FALSE,FALSE
3701,"GORDON, William","House","Other","NH",5,6,2,2,FALSE,FALSE
3791,"GREENE, Ray","Senate","Other","RI",5,6,2,2,FALSE,FALSE
4037,"HANNA, John Andre","House","Other","PA",5,8,4,4,FALSE,FALSE
4394,"HIESTER, Joseph","House","Other","PA",5,16,7,12,TRUE,FALSE
4469,"HOBART, John Sloss","Senate","Other","NY",5,5,1,1,FALSE,FALSE
4532,"HOLMES, David","House","Other","VA",5,10,6,6,FALSE,FALSE
4593,"HOSMER, Hezekiah Lord","House","Other","NY",5,5,1,1,FALSE,FALSE
4800,"IMLAY, James Henderson","House","Other","NJ",5,6,2,2,FALSE,FALSE
4843,"JACKSON, Andrew","Senate","Other","TN",5,19,3,15,TRUE,FALSE
5064,"JONES, Walter","House","Other","VA",5,11,5,7,TRUE,FALSE
5725,"LLOYD, James","Senate","Other","MD",5,6,2,2,FALSE,FALSE
5867,"LYON, Matthew","House","Other","VT",5,11,6,7,TRUE,FALSE
5879,"MACHIR, James","House","Other","VA",5,5,1,1,FALSE,FALSE
6087,"MATTHEWS, William","House","Other","MD",5,5,1,1,FALSE,FALSE
6155,"MCCLENACHAN, Blair","House","Other","PA",5,5,1,1,FALSE,FALSE
6229,"MCDOWELL, Joseph","House","Other","NC",5,5,1,1,FALSE,FALSE
6674,"MORGAN, Daniel","House","Other","VA",5,5,1,1,FALSE,FALSE
6710,"MORRIS, Lewis Richard","House","Other","VT",5,7,3,3,FALSE,FALSE
6963,"NORTH, William","Senate","Other","NY",5,5,1,1,FALSE,FALSE
7108,"OTIS, Harrison Gray","House","Other","MA",5,6,2,2,FALSE,FALSE
7192,"PARKER, Isaac","House","Other","MA",5,5,1,1,FALSE,FALSE
7455,"PINCKNEY, Charles","Senate","Other","SC",5,7,3,3,FALSE,FALSE
7458,"PINCKNEY, Thomas","House","Other","SC",5,6,2,2,FALSE,FALSE
8153,"RUTLEDGE, John, Jr.","House","Other","SC",5,7,3,3,FALSE,FALSE
8440,"SHEPARD, William","House","Other","MA",5,7,3,3,FALSE,FALSE
8608,"SMITH, Daniel","Senate","Other","TN",5,11,4,7,TRUE,FALSE
8695,"SMITH, William","House","Other","SC",5,5,1,1,FALSE,FALSE
8756,"SPAIGHT, Richard Dobbs","House","Other","NC",5,6,2,2,FALSE,FALSE
8802,"SPRAGUE, Peleg","House","Other","NH",5,5,1,1,FALSE,FALSE
8837,"STANFORD, Richard","House","Other","NC",5,14,10,10,FALSE,FALSE
9385,"TILLINGHAST, Thomas","House","Other","RI",5,7,2,3,TRUE,FALSE
9468,"TRIGG, Abram","House","Other","VA",5,10,6,6,FALSE,FALSE
9470,"TRIGG, John Johns","House","Other","VA",5,8,4,4,FALSE,FALSE
9779,"WALN, Robert","House","Other","PA",5,6,2,2,FALSE,FALSE
9874,"WATSON, James","Senate","Other","NY",5,6,2,2,FALSE,FALSE
