"icpsr","bioname","chamber","party","state_abbrev","first","last","tenure","span","gap","ongoing"
3592,"GILLESPIE, Dean Milton","House","Republican","CO",78,79,2,2,FALSE,FALSE
3682,"GOODWIN, Angier Louis","House","Republican","MA",78,83,6,6,FALSE,FALSE
3700,"GORDON, Thomas Sylvy","House","Democrat","IL",78,85,8,8,FALSE,FALSE
3715,"GORSKI, Martin","House","Democrat","IL",78,81,4,4,FALSE,FALSE
3831,"GRIFFITHS, Percy Wilfred","House","Republican","OH",78,80,3,3,FALSE,FALSE
3902,"HAGEN, Harold Christian","House","Other","MN",78,83,6,6,FALSE,FALSE
3924,"HALE, Robert","House","Republican","ME",78,85,8,8,FALSE,FALSE
3962,"HALL, Wilton Earle","Senate","Democrat","SC",78,78,1,1,FALSE,FALSE
4078,"HARLESS, Richard Fielding","House","Democrat","AZ",78,80,3,3,FALSE,FALSE
4210,"HAWKES, Albert Wahl","Senate","Republican","NJ",78,80,3,3,FALSE,FALSE
4244,"HAYS, Lawrence Brooks","House","Democrat","AR",78,85,8,8,FALSE,FALSE
4371,"HERTER, Christian Archibald","House","Republican","MA",78,82,5,5,FALSE,FALSE
4475,"HOCH, Daniel Knabb","House","Democrat","PA",78,79,2,2,FALSE,FALSE
4482,"HOEVEN, Charles Bernard","House","Republican","IA",78,88,11,11,FALSE,FALSE
4514,"HOLIFIELD, Chester Earl","House","Democrat","CA",78,93,16,16,FALSE,FALSE
4537,"HOLMES, Otis Halbert","House","Republican","WA",78,85,8,8,FALSE,FALSE
4579,"HORAN, Walter Franklin (Walt)","House","Republican","WA",78,88,11,11,FALSE,FALSE
4863,"JACKSON, Samuel Dillon","Senate","Democrat","IN",78,78,1,1,FALSE,FALSE
4905,"JEFFREY, Harry Palmer","House","Republican","OH",78,78,1,1,FALSE,FALSE
4922,"JENNER, William Ezra","Senate","Republican","IN",78,85,7,8,TRUE,FALSE
4944,"JOHNSON, Calvin Dean","House","Republican","IL",78,78,1,1,FALSE,FALSE
4976,"JOHNSON, Justin Leroy","House","Republican","CA",78,84,7,7,FALSE,FALSE
5083,"JUDD, Walter Henry","House","Republican","MN",78,87,10,10,FALSE,FALSE
5110,"KEARNEY, Bernard William (Pat)","House","Republican","NY",78,85,8,8,FALSE,FALSE
5400,"LA FOLLETTE, Charles Marion","House","Republican","IN",78,79,2,2,FALSE,FALSE
5476,"LARCADE, Henry Dominique, Jr.","House","Democrat","LA",78,82,5,5,FALSE,FALSE
5580,"LE FEVRE, Jay","House","Republican","NY",78,81,4,4,FALSE,FALSE
5827,"LUCE, Clare Boothe","House","Republican","CT",78,79,2,2,FALSE,FALSE
5900,"MADDEN, Ray John","House","Democrat","IN",78,94,17,17,FALSE,FALSE
5913,"MAGNUSON, Warren Grant","Senate","Democrat","WA",78,96,19,19,FALSE,FALSE
5967,"MANSFIELD, Michael Joseph (Mike)","House","Democrat","MT",78,82,5,5,FALSE,FALSE
6151,"McCLELLAN, John Little","Senate","Democrat","AR",78,95,18,18,FALSE,FALSE
6169,"McCONNELL, Samuel Kerns, Jr.","House","Republican","PA",78,85,8,8,FALSE,FALSE
6173,"MCCORD, Jim Nance","House","Democrat","TN",78,78,1,1,FALSE,FALSE
6186,"MCCOWEN, Edward Oscar","House","Republican","OH",78,80,3,3,FALSE,FALSE
6298,"McKENZIE, Charles Edgar","House","Democrat","LA",78,79,2,2,FALSE,FALSE
6358,"MCMILLEN, Rolla Coral","House","Republican","IL",78,81,4,4,FALSE,FALSE
6363,"McMURRAY, Howard Johnstone","House","Democrat","WI",78,78,1,1,FALSE,FALSE
6390,"MCWILLIAMS, John Dacher","House","Republican","CT",78,78,1,1,FALSE,FALSE
6437,"MERROW, Chester Earl","House","Republican","NH",78,87,10,10,FALSE,FALSE
6474,"MILLER, Arthur Lewis","House","Republican","NE",78,85,8,8,FALSE,FALSE
6499,"MILLER, Louis Ebenezer","House","Republican","MO",78,78,1,1,FALSE,FALSE
6629,"MOORE, Edward Hall","Senate","Republican","OK",78,80,3,3,FALSE,FALSE
6719,"MORRISON, Cameron A.","House","Democrat","NC",78,78,1,1,FALSE,FALSE
6721,"MORRISON, James Hobson","House","Democrat","LA",78,89,12,12,FALSE,FALSE
6776,"MRUK, Joseph","House","Republican","NY",78,78,1,1,FALSE,FALSE
6813,"MURPHY, John William","House","Democrat","PA",78,79,2,2,FALSE,FALSE
6826,"MURRAY, Thomas Jefferson","House","Democrat","TN",78,89,12,12,FALSE,FALSE
6901,"NEWSOME, John Parks","House","Democrat","AL",78,78,1,1,FALSE,FALSE
6957,"NORMAN, Fred Barthold","House","Republican","WA",78,80,2,3,TRUE,FALSE
7046,"O'KONSKI, Alvin Edward","House","Republican","WI",78,92,15,15,FALSE,FALSE
7117,"OUTLAND, George Elmer","House","Democrat","CA",78,79,2,2,FALSE,FALSE
7408,"PHILBIN, Philip Joseph","House","Democrat","MA",78,91,14,14,FALSE,FALSE
7415,"PHILLIPS, John","House","Republican","CA",78,84,7,7,FALSE,FALSE
7566,"POULSON, C. Norris","House","Republican","CA",78,83,5,6,TRUE,FALSE
7584,"PRACHT, Charles Frederick","House","Republican","PA",78,78,1,1,FALSE,FALSE
7593,"PRATT, Joseph Marmaduke","House","Republican","PA",78,78,1,1,FALSE,FALSE
7611,"PRICE, Emory Hilliard","House","Democrat","FL",78,80,3,3,FALSE,FALSE
7699,"RAMEY, Homer Alonzo","House","Republican","OH",78,80,3,3,FALSE,FALSE
7826,"REVERCOMB, William Chapman","Senate","Republican","WV",78,85,4,8,TRUE,FALSE
7960,"ROBERTSON, Edward Vivian","Senate","Republican","WY",78,80,3,3,FALSE,FALSE
8037,"ROGERS, William Vann, Jr.","House","Democrat","CA",78,78,1,1,FALSE,FALSE
8040,"ROHRBOUGH, Edward Gay","House","Republican","WV",78,80,2,3,TRUE,FALSE
8049,"ROONEY, John James","House","Democrat","NY",78,93,16,16,FALSE,FALSE
8089,"ROWAN, William A.","House","Democrat","IL",78,79,2,2,FALSE,FALSE
8091,"ROWE, Edmund","House","Republican","OH",78,78,1,1,FALSE,FALSE
8284,"SCHWABE, Max","House","Republican","MO",78,80,3,3,FALSE,FALSE
8318,"SCRIVNER, Errett Power","House","Republican","KS",78,85,8,8,FALSE,FALSE
8533,"SIMPSON, Sidney Elmer","House","Republican","IL",78,85,8,8,FALSE,FALSE
8569,"SLAUGHTER, Roger Caldwell","House","Democrat","MO",78,79,2,2,FALSE,FALSE
8635,"SMITH, Howard Alexander","Senate","Republican","NJ",78,85,8,8,FALSE,FALSE
8840,"STANLEY, Winifred Claire","House","Republican","NY",78,78,1,1,FALSE,FALSE
8944,"STEWART, Paul","House","Democrat","OK",78,79,2,2,FALSE,FALSE
8949,"STIGLER, William Grady","House","Democrat","OK",78,82,5,5,FALSE,FALSE
8960,"STOCKMAN, Lowell","House","Republican","OR",78,82,5,5,FALSE,FALSE
9073,"SULLIVAN, Maurice Joseph","House","Democrat","NV",78,78,1,1,FALSE,FALSE
9090,"SUNDSTROM, Frank Leander","House","Republican","NJ",78,80,3,3,FALSE,FALSE
9203,"TAYLOR, Dean Park","House","Republican","NY",78,86,9,9,FALSE,FALSE
9424,"TORRENS, James H.","House","Democrat","NY",78,79,2,2,FALSE,FALSE
9427,"TOWE, Harry Lancaster","House","Republican","NJ",78,82,5,5,FALSE,FALSE
9484,"TROUTMAN, William Irvin","House","Republican","PA",78,78,1,1,FALSE,FALSE
9693,"VURSELL, Charles Wesley","House","Republican","IL",78,85,8,8,FALSE,FALSE
9781,"WALSH, Arthur","Senate","Democrat","NJ",78,78,1,1,FALSE,FALSE
9913,"WEEKS, Sinclair","Senate","Republican","MA",78,78,1,1,FALSE,FALSE
9917,"WEICHEL, Alvin F.","House","Republican","OH",78,83,6,6,FALSE,FALSE
9998,"WHERRY, Kenneth Spicer","Senate","Republican","NE",78,82,5,5,FALSE,FALSE
10128,"WILLEY, Earle Dukes","House","Republican","DE",78,78,1,1,FALSE,FALSE
10221,"WILSON, George Allison","Senate","Republican","IA",78,80,3,3,FALSE,FALSE
10279,"WINSTEAD, William Arthur","House","Democrat","MS",78,88,11,11,FALSE,FALSE
39,"ADAMS, Sherman","House","Republican","NH",79,79,1,1,FALSE,FALSE
144,"ALMOND, James Lindsay, Jr.","House","Democrat","VA",79,80,2,2,FALSE,FALSE
339,"BAILEY, Cleveland Monroe","House","Democrat","WV",79,87,8,9,TRUE,FALSE
465,"BARRETT, William Aloysius","House","Democrat","PA",79,94,15,16,TRUE,FALSE
629,"BENNET, Augustus Witschief","House","Republican","NY",79,79,1,1,FALSE,FALSE
699,"BIEMILLER, Andrew John","House","Democrat","WI",79,81,2,3,TRUE,FALSE
1031,"BRIGGS, Frank Parks","Senate","Democrat","MO",79,79,1,1,FALSE,FALSE
1184,"BUCHANAN, Frank","House","Democrat","PA",79,82,4,4,FALSE,FALSE
1239,"BUNKER, Berkeley Lloyd","House","Democrat","NV",79,79,1,1,FALSE,FALSE
1245,"BURCH, Thomas Granville","Senate","Democrat","VA",79,79,1,1,FALSE,FALSE
1371,"BYRNES, John William","House","Republican","WI",79,92,14,14,FALSE,FALSE
1450,"CAMPBELL, Howard Edmond","House","Republican","PA",79,79,1,1,FALSE,FALSE
1489,"CAPEHART, Homer Earl","Senate","Republican","IN",79,87,9,9,FALSE,FALSE
1517,"CARNAHAN, Albert Sidney Johnson","House","Democrat","MO",79,86,7,8,TRUE,FALSE
1560,"CARVILLE, Edward Peter","Senate","Democrat","NV",79,79,1,1,FALSE,FALSE
1569,"CASE, Clifford Philip","House","Republican","NJ",79,83,5,5,FALSE,FALSE
1682,"CHELF, Frank Leslie","House","Democrat","KY",79,89,11,11,FALSE,FALSE
1831,"CLEMENTS, Earle C.","House","Democrat","KY",79,80,2,2,FALSE,FALSE
1851,"CLIPPINGER, Roy","House","Republican","IL",79,80,2,2,FALSE,FALSE
1920,"COLE, Albert McDonald","House","Republican","KS",79,82,4,4,FALSE,FALSE
1960,"COMBS, Jesse Martin","House","Democrat","TX",79,82,4,4,FALSE,FALSE
2473,"DELACY, Emerson Hugh","House","Democrat","WA",79,79,1,1,FALSE,FALSE
2476,"DELANEY, James Joseph","House","Democrat","NY",79,95,16,17,TRUE,FALSE
2538,"D'EWART, Wesley Abner","House","Republican","MT",79,83,5,5,FALSE,FALSE
2647,"DOLLIVER, James Isaac","House","Republican","IA",79,84,6,6,FALSE,FALSE
2656,"DONNELL, Forrest C.","Senate","Republican","MO",79,81,3,3,FALSE,FALSE
2687,"DOUGLAS, Emily Taft","House","Democrat","IL",79,79,1,1,FALSE,FALSE
2689,"DOUGLAS, Helen Gahagan","House","Democrat","CA",79,81,3,3,FALSE,FALSE
2713,"DOYLE, Clyde Gilman","House","Democrat","CA",79,88,9,10,TRUE,FALSE
2821,"EARTHMAN, Harold Henderson","House","Democrat","TN",79,79,1,1,FALSE,FALSE
2947,"ELSAESSER, Edward Julius","House","Republican","NY",79,80,2,2,FALSE,FALSE
2986,"ERVIN, Joseph Wilson","House","Democrat","NC",79,79,1,1,FALSE,FALSE
2987,"ERVIN, Samuel James, Jr.","House","Democrat","NC",79,79,1,1,FALSE,FALSE
3054,"FALLON, George Hyde","House","Democrat","MD",79,91,13,13,FALSE,FALSE
3224,"FLOOD, Daniel John","House","Democrat","PA",79,96,16,18,TRUE,FALSE
3388,"FULBRIGHT, James William","Senate","Democrat","AR",79,93,15,15,FALSE,FALSE
3409,"FULTON, James Grove","House","Republican","PA",79,92,14,14,FALSE,FALSE
3436,"GALLAGHER, William James","House","Democrat","MN",79,79,1,1,FALSE,FALSE
3464,"GARDNER, Edward Joseph","House","Democrat","OH",79,79,1,1,FALSE,FALSE
3499,"GARY, Julian Vaughan","House","Democrat","VA",79,88,10,10,FALSE,FALSE
3524,"GEELAN, James Patrick","House","Democrat","CT",79,79,1,1,FALSE,FALSE
3718,"GOSSETT, Charles Clinton","Senate","Democrat","ID",79,79,1,1,FALSE,FALSE
3744,"GRANAHAN, William Thomas","House","Democrat","PA",79,84,5,6,TRUE,FALSE
3785,"GREEN, William Joseph, Jr.","House","Democrat","PA",79,88,9,10,TRUE,FALSE
3888,"GWINN, Ralph Waldo","House","Republican","NY",79,85,7,7,FALSE,FALSE
4031,"HAND, Thomas Millet","House","Republican","NJ",79,84,6,6,FALSE,FALSE
4150,"HART, Thomas Charles","Senate","Republican","CT",79,79,1,1,FALSE,FALSE
4264,"HEALY, Ned Romeyn","House","Democrat","CA",79,79,1,1,FALSE,FALSE
4278,"HEDRICK, Erland Harold","House","Democrat","WV",79,82,4,4,FALSE,FALSE
4340,"HENRY, Robert Kirkland","House","Republican","WI",79,79,1,1,FALSE,FALSE
4372,"HESELTON, John Walter","House","Republican","MA",79,85,7,7,FALSE,FALSE
4382,"HICKENLOOPER, Bourke Blakemore","Senate","Republican","IA",79,90,12,12,FALSE,FALSE
4483,"HOEY, Clyde Roark","Senate","Democrat","NC",79,83,5,5,FALSE,FALSE
4486,"HOFFMAN, Carl Henry","House","Republican","PA",79,79,1,1,FALSE,FALSE
4681,"HUBER, Walter B.","House","Democrat","OH",79,81,3,3,FALSE,FALSE
4692,"HUFFMAN, James Wylie","Senate","Democrat","OH",79,79,1,1,FALSE,FALSE
5009,"JOHNSTON, Olin DeWitt Talmadge","Senate","Democrat","SC",79,89,11,11,FALSE,FALSE
5343,"KNOWLAND, William Fife","Senate","Republican","CA",79,85,7,7,FALSE,FALSE
5488,"LATHAM, Henry Jepson","House","Republican","NY",79,85,7,7,FALSE,FALSE
5685,"LINK, William Walter","House","Democrat","IL",79,79,1,1,FALSE,FALSE
5847,"LYLE, John Emmett, Jr.","House","Democrat","TX",79,83,5,5,FALSE,FALSE
5953,"MANKIN, Helen Douglas","House","Democrat","GA",79,79,1,1,FALSE,FALSE
6070,"MATHEWS, Frank Asbury, Jr.","House","Republican","NJ",79,80,2,2,FALSE,FALSE
6220,"MCDONOUGH, Gordon Leo","House","Republican","CA",79,87,9,9,FALSE,FALSE
6255,"McGLINCHEY, Herbert Joseph","House","Democrat","PA",79,79,1,1,FALSE,FALSE
6346,"McMAHON, Brien","Senate","Democrat","CT",79,82,4,4,FALSE,FALSE
6483,"MILLER, George Paul","House","Democrat","CA",79,92,14,14,FALSE,FALSE
6561,"MITCHELL, Hugh Burnton","Senate","Democrat","WA",79,79,1,1,FALSE,FALSE
6685,"MORGAN, Thomas Ellsworth","House","Democrat","PA",79,94,16,16,FALSE,FALSE
6751,"MOSES, John","Senate","Democrat","ND",79,79,1,1,FALSE,FALSE
6836,"MYERS, Francis John","Senate","Democrat","PA",79,81,3,3,FALSE,FALSE
6955,"NORBLAD, Albin Walter, Jr.","House","Republican","OR",79,88,10,10,FALSE,FALSE
7239,"PATTERSON, Ellis Ellwood","House","Democrat","CA",79,79,1,1,FALSE,FALSE
7430,"PICKETT, Thomas Augustus","House","Democrat","TX",79,82,4,4,FALSE,FALSE
7568,"POWELL, Adam Clayton, Jr.","House","Democrat","NY",79,91,12,13,TRUE,FALSE
7588,"PRATT, Eliza Jane","House","Democrat","NC",79,79,1,1,FALSE,FALSE
7610,"PRICE, Charles Melvin","House","Democrat","IL",79,100,22,22,FALSE,FALSE
7678,"QUINN, Peter Anthony","House","Democrat","NY",79,79,1,1,FALSE,FALSE
7683,"RABIN, Benjamin J.","House","Democrat","NY",79,80,2,2,FALSE,FALSE
7695,"RAINS, Albert McKinley","House","Democrat","AL",79,88,10,10,FALSE,FALSE
7754,"RAYFIEL, Leo Frederick","House","Democrat","NY",79,80,2,2,FALSE,FALSE
7823,"RESA, Alexander John","House","Democrat","IL",79,79,1,1,FALSE,FALSE
7908,"RILEY, John Jacob","House","Democrat","SC",79,87,8,9,TRUE,FALSE
7958,"ROBERTSON, Absalom Willis","Senate","Democrat","VA",79,89,11,11,FALSE,FALSE
8017,"ROE, Dudley George","House","Democrat","MD",79,79,1,1,FALSE,FALSE
8018,"ROE, James A.","House","Democrat","NY",79,79,1,1,FALSE,FALSE
8023,"ROGERS, Dwight Laing","House","Democrat","FL",79,83,5,5,FALSE,FALSE
8026,"ROGERS, George Frederick","House","Democrat","NY",79,79,1,1,FALSE,FALSE
8162,"RYTER, Joseph Francis","House","Democrat","CT",79,79,1,1,FALSE,FALSE
8185,"SALTONSTALL, Leverett","Senate","Republican","MA",79,89,11,11,FALSE,FALSE
8230,"SAVAGE, Charles Raymon","House","Democrat","WA",79,79,1,1,FALSE,FALSE
8283,"SCHWABE, George Blaine","House","Republican","OK",79,82,3,4,TRUE,FALSE
8406,"SHARP, Edgar Allan","House","Republican","NY",79,79,1,1,FALSE,FALSE
8764,"SPARKMAN, John Jackson","Senate","Democrat","AL",79,95,17,17,FALSE,FALSE
8835,"STANFILL, William Abner","Senate","Republican","KY",79,79,1,1,FALSE,FALSE
8851,"STARKEY, Frank Thomas","House","Democrat","MN",79,79,1,1,FALSE,FALSE
9125,"SWIFT, George Robinson","Senate","Democrat","AL",79,79,1,1,FALSE,FALSE
9210,"TAYLOR, Glen Hearst","Senate","Democrat","ID",79,81,3,3,FALSE,FALSE
9473,"TRIMBLE, James William","House","Democrat","AR",79,89,11,11,FALSE,FALSE
10344,"WOODHOUSE, Chase Going","House","Democrat","CT",79,81,2,3,TRUE,FALSE
10450,"YOUNG, Milton Ruben","Senate","Republican","ND",79,96,18,18,FALSE,FALSE
96738,"MORSE, Wayne Lyman","Senate","Republican","OR",79,82,4,4,FALSE,FALSE
2,"ABBITT, Watkins Moorman","House","Democrat","VA",80,92,13,13,FALSE,FALSE
62,"ALBERT, Carl Bert","House","Democrat","OK",80,94,15,15,FALSE,FALSE
116,"ALLEN, John Joseph, Jr.","House","Republican","CA",80,85,6,6,FALSE,FALSE
377,"BAKEWELL, Claude Ignatius","House","Republican","MO",80,82,2,3,TRUE,FALSE
390,"BALDWIN, Raymond Earl","Senate","Republican","CT",80,81,2,2,FALSE,FALSE
412,"BANTA, Parke Monroe","House","Republican","MO",80,80,1,1,FALSE,FALSE
520,"BATTLE, Laurie Calvin","House","Democrat","AL",80,83,4,4,FALSE,FALSE
789,"BLATNIK, John Anton","House","Democrat","MN",80,93,14,14,FALSE,FALSE
823,"BOGGS, James Caleb","House","Republican","DE",80,82,3,3,FALSE,FALSE
961,"BRADLEY, Willis Winter","House","Republican","CA",80,80,1,1,FALSE,FALSE
971,"BRAMBLETT, Ernest King","House","Republican","CA",80,83,4,4,FALSE,FALSE
1024,"BRICKER, John William","Senate","Republican","OH",80,85,6,6,FALSE,FALSE
1088,"BROPHY, John Charles","House","Republican","WI",80,80,1,1,FALSE,FALSE
1269,"BURKE, Raymond Hugh","House","Republican","OH",80,80,1,1,FALSE,FALSE
1282,"BURLESON, Omar Truman","House","Democrat","TX",80,95,16,16,FALSE,FALSE
1395,"CAIN, Harry Pulliam","Senate","Republican","WA",80,82,3,3,FALSE,FALSE
1540,"CARROLL, John Albert","House","Democrat","CO",80,81,2,2,FALSE,FALSE
1614,"CHADWICK, E. Wallace","House","Republican","PA",80,80,1,1,FALSE,FALSE
1905,"COFFIN, Howard Aldridge","House","Republican","MI",80,80,1,1,FALSE,FALSE
2052,"COOPER, John Sherman","Senate","Republican","KY",80,92,10,13,TRUE,FALSE
2087,"COTTON, Norris H.","House","Republican","NH",80,83,4,4,FALSE,FALSE
2089,"COUDERT, Frederic René, Jr.","House","Republican","NY",80,85,6,6,FALSE,FALSE
2206,"CROW, William Josiah","House","Republican","PA",80,80,1,1,FALSE,FALSE
2298,"DAGUE, Paul Bartram","House","Republican","PA",80,89,10,10,FALSE,FALSE
2383,"DAVIS, Glenn Robert","House","Republican","WI",80,93,10,14,TRUE,FALSE
2389,"DAVIS, James Curran","House","Democrat","GA",80,87,8,8,FALSE,FALSE
2430,"DAWSON, William Adams","House","Republican","UT",80,85,4,6,TRUE,FALSE
2448,"DEANE, Charles Bennett","House","Democrat","NC",80,84,5,5,FALSE,FALSE
2534,"DEVITT, Edward James","House","Republican","MN",80,80,1,1,FALSE,FALSE
2660,"DONOHUE, Harold Daniel","House","Democrat","MA",80,93,14,14,FALSE,FALSE
2672,"DORN, William Jennings Bryan","House","Democrat","SC",80,93,13,14,TRUE,FALSE
2803,"DWORSHAK, Henry Clarence","Senate","Republican","ID",80,87,8,8,FALSE,FALSE
2838,"ECTON, Zales Nelson","Senate","Republican","MT",80,82,3,3,FALSE,FALSE
3034,"EVINS, Joseph Landon","House","Democrat","TN",80,94,15,15,FALSE,FALSE
3090,"FEAZEL, William Crosson","Senate","Democrat","LA",80,80,1,1,FALSE,FALSE
3206,"FLANDERS, Ralph Edward","Senate","Republican","VT",80,85,6,6,FALSE,FALSE
3215,"FLETCHER, Charles Kimball","House","Republican","CA",80,80,1,1,FALSE,FALSE
3258,"FOOTE, Ellsworth Bishop","House","Republican","CT",80,80,1,1,FALSE,FALSE
3480,"GARMATZ, Edward Alexander","House","Democrat","MD",80,92,13,13,FALSE,FALSE
3644,"GOFF, Abe McGregor","House","Republican","ID",80,80,1,1,FALSE,FALSE
4064,"HARDY, Porter, Jr.","House","Democrat","VA",80,90,11,11,FALSE,FALSE
4125,"HARRISON, Burr Powell","House","Democrat","VA",80,87,8,8,FALSE,FALSE
4165,"HARVEY, Ralph","House","Republican","IN",80,89,9,10,TRUE,FALSE
4520,"HOLLAND, Spessard Lindsey","Senate","Democrat","FL",80,91,12,12,FALSE,FALSE
4831,"ISACSON, Leo","House","Other","NY",80,80,1,1,FALSE,FALSE
4834,"IVES, Irving McNeil","Senate","Republican","NY",80,85,6,6,FALSE,FALSE
4846,"JACKSON, Donald Lester","House","Republican","CA",80,86,7,7,FALSE,FALSE
4898,"JAVITS, Jacob Koppel","House","Republican","NY",80,83,4,4,FALSE,FALSE
4911,"JENISON, Edward Halsey","House","Republican","IL",80,82,3,3,FALSE,FALSE
4915,"JENKINS, Mitchell","House","Republican","PA",80,80,1,1,FALSE,FALSE
4955,"JOHNSON, Glen Dale","House","Democrat","OK",80,80,1,1,FALSE,FALSE
5035,"JONES, Hamilton Chamberlain","House","Democrat","NC",80,82,3,3,FALSE,FALSE
5036,"JONES, Homer Raymond","House","Republican","WA",80,80,1,1,FALSE,FALSE
5058,"JONES, Robert Emmett, Jr.","House","Democrat","AL",80,94,15,15,FALSE,FALSE
5097,"KARSTEN, Frank Melvin","House","Democrat","MO",80,90,11,11,FALSE,FALSE
5112,"KEARNS, Carroll Dudley","House","Republican","PA",80,87,8,8,FALSE,FALSE
5116,"KEATING, Kenneth Barnard","House","Republican","NY",80,85,6,6,FALSE,FALSE
5158,"KEM, James Preston","Senate","Republican","MO",80,82,3,3,FALSE,FALSE
5180,"KENNEDY, John Fitzgerald","House","Democrat","MA",80,82,3,3,FALSE,FALSE
5217,"KERSTEN, Charles Joseph","House","Republican","WI",80,83,3,4,TRUE,FALSE
5459,"LANHAM, Henderson Lovelace","House","Democrat","GA",80,85,6,6,FALSE,FALSE
5650,"LEWIS, William","House","Republican","KY",80,80,1,1,FALSE,FALSE
5656,"LICHTENWALTER, Franklin Herbert","House","Republican","PA",80,81,2,2,FALSE,FALSE
5740,"LODGE, John Davis","House","Republican","CT",80,81,2,2,FALSE,FALSE
5790,"LOVE, Francis Johnson","House","Republican","WV",80,80,1,1,FALSE,FALSE
5826,"LUCAS, Wingate Hezekiah","House","Democrat","TX",80,83,4,4,FALSE,FALSE
5842,"LUSK, Georgia Lee","House","Democrat","NM",80,80,1,1,FALSE,FALSE
5885,"MACK, Russell Vernon","House","Republican","WA",80,86,7,7,FALSE,FALSE
5888,"MACKINNON, George Edward","House","Republican","MN",80,80,1,1,FALSE,FALSE
5898,"MACY, William Kingsland","House","Republican","NY",80,81,2,2,FALSE,FALSE
5944,"MALONE, George Wilson","Senate","Republican","NV",80,85,6,6,FALSE,FALSE
5946,"MALONEY, Franklin John","House","Republican","PA",80,80,1,1,FALSE,FALSE
6021,"MARTIN, Edward","Senate","Republican","PA",80,85,6,6,FALSE,FALSE
6137,"McCARTHY, Joseph Raymond","Senate","Republican","WI",80,85,6,6,FALSE,FALSE
6204,"McCULLOCH, William Moore","House","Republican","OH",80,92,13,13,FALSE,FALSE
6246,"McGARVEY, Robert Neill","House","Republican","PA",80,80,1,1,FALSE,FALSE
6260,"McGRATH, James Howard","Senate","Democrat","RI",80,81,2,2,FALSE,FALSE
6345,"MCMAHON, Gregory","House","Republican","NY",80,80,1,1,FALSE,FALSE
6396,"MEADE, Hugh Allen","House","Democrat","MD",80,80,1,1,FALSE,FALSE
6398,"MEADE, Wendell Howes","House","Republican","KY",80,80,1,1,FALSE,FALSE
6449,"MEYER, Herbert Alton","House","Republican","KS",80,81,2,2,FALSE,FALSE
6481,"MILLER, Edward Tylor","House","Republican","MD",80,85,6,6,FALSE,FALSE
6557,"MITCHELL, Edward Archibald","House","Republican","IN",80,80,1,1,FALSE,FALSE
6718,"MORRIS, Toby","House","Democrat","OK",80,86,5,7,TRUE,FALSE
6745,"MORTON, Thruston Ballard","House","Republican","KY",80,82,3,3,FALSE,FALSE
6780,"MUHLENBERG, Frederick Augustus","House","Republican","PA",80,80,1,1,FALSE,FALSE
6792,"MULTER, Abraham Jacob","House","Democrat","NY",80,90,11,11,FALSE,FALSE
6922,"NICHOLSON, Donald William","House","Republican","MA",80,85,6,6,FALSE,FALSE
6939,"NIXON, Richard Milhous","House","Republican","CA",80,81,2,2,FALSE,FALSE
6944,"NODAR, Robert Joseph, Jr.","House","Republican","NY",80,80,1,1,FALSE,FALSE
7020,"O'CONOR, Herbert Romulus","Senate","Democrat","MD",80,82,3,3,FALSE,FALSE
7138,"OWENS, Thomas Leonard","House","Republican","IL",80,80,1,1,FALSE,FALSE
7228,"PASSMAN, Otto Ernest","House","Democrat","LA",80,94,15,15,FALSE,FALSE
7245,"PATTERSON, James Thomas","House","Republican","CT",80,85,6,6,FALSE,FALSE
7300,"PEDEN, Preston Elmer","House","Democrat","OK",80,80,1,1,FALSE,FALSE
7411,"PHILLIPS, Dayton Edward","House","Republican","TN",80,81,2,2,FALSE,FALSE
7551,"POTTER, Charles Edward","House","Republican","MI",80,82,3,3,FALSE,FALSE
7563,"POTTS, David Matthew","House","Republican","NY",80,80,1,1,FALSE,FALSE
7605,"PRESTON, Prince Hulon, Jr.","House","Democrat","GA",80,86,7,7,FALSE,FALSE
7774,"REDDEN, Monroe Minor","House","Democrat","NC",80,82,3,3,FALSE,FALSE
7803,"REEVES, Albert Lee, Jr.","House","Republican","MO",80,80,1,1,FALSE,FALSE
7806,"REGAN, Kenneth Mills","House","Democrat","TX",80,83,4,4,FALSE,FALSE
7901,"RIEHLMAN, Roy Walter","House","Republican","NY",80,88,9,9,FALSE,FALSE
8075,"ROSS, Robert Tripp","House","Republican","NY",80,82,2,3,TRUE,FALSE
8125,"RUSSELL, Charles Hinton","House","Republican","NV",80,80,1,1,FALSE,FALSE
8170,"SADLAK, Antoni Nicholas","House","Republican","CT",80,85,6,6,FALSE,FALSE
8177,"ST. GEORGE, Katharine Price Collier","House","Republican","NY",80,88,9,9,FALSE,FALSE
8193,"SANBORN, John Carfield","House","Republican","ID",80,81,2,2,FALSE,FALSE
8217,"SARBACHER, George William, Jr.","House","Republican","PA",80,80,1,1,FALSE,FALSE
8290,"SCOBLICK, James Paul","House","Republican","PA",80,80,1,1,FALSE,FALSE
8299,"SCOTT, Hardie","House","Republican","PA",80,82,3,3,FALSE,FALSE
8346,"SEELY-BROWN, Horace, Jr.","House","Republican","CT",80,87,6,8,TRUE,FALSE
8593,"SMATHERS, George Armistead","House","Democrat","FL",80,81,2,2,FALSE,FALSE
8709,"SMITH, Wint","House","Republican","KS",80,86,7,7,FALSE,FALSE
8736,"SNYDER, Melvin Claude","House","Republican","WV",80,80,1,1,FALSE,FALSE
