geoid,name,total,hispanic,nh_white,nh_black,nh_aian,nh_asian,nh_nhpi,nh_sor,nh_two,white_alone,black_alone,aian_alone,asian_alone,nhpi_alone,sor_alone,white_any,black_any,aian_any,asian_any,nhpi_any,sor_any,one_race,two_plus,entropy
"",United States,331449281,62080044,191697647,39940338,2251699,19618719,622018,1689833,13548983,204277273,41104200,3727135,19886049,689966,27915715,235411507,46936733,9666058,24000998,1586463,49902536,297600338,33848943,1.25605
