id,part,x,y
261635018001,1,26.388,14.18
261635018001,1,26.825,14.416
261635018001,1,27.482,13.191
261635018001,1,27.047,12.942
261635018001,1,26.388,14.18
261635518001,1,29.12,18.485
261635518001,1,29.369,19.368
261635518001,1,29.171,19.426
261635518001,1,29.163,19.478
261635518001,1,29.766,19.505
261635518001,1,29.412,18.402
261635518001,1,29.12,18.485
261635722002,1,-4.332,5.257
261635722002,1,-3.679,5.305
261635722002,1,-3.636,4.509
261635722002,1,-4.282,4.47
261635722002,1,-4.332,5.257
261635766002,1,3.824,-4.562
261635766002,1,4.827,-4.474
261635766002,1,4.817,-4.37
261635766002,1,4.884,-4.196
261635766002,1,5.02,-4.146
261635766002,1,5.035,-4.833
261635766002,1,4.906,-4.839
261635766002,1,4.921,-5.066
261635766002,1,3.87,-5.152
261635766002,1,3.824,-4.562
261635366001,1,7.191,12.497
261635366001,1,7.988,12.548
261635366001,1,8.056,11.459
261635366001,1,7.265,11.417
261635366001,1,7.191,12.497
261635457002,1,1.974,5.746
261635457002,1,2.772,5.791
261635457002,1,2.83,4.994
261635457002,1,2.578,5.407
261635457002,1,2.006,5.08
261635457002,1,1.974,5.746
261635737022,1,6.78,6.207
261635737022,1,7.575,6.261
261635737022,1,7.611,5.857
261635737022,1,6.807,5.807
261635737022,1,6.78,6.207
261635840003,1,1.614,-4.714
261635840003,1,2.697,-4.651
261635840003,1,2.805,-6.258
261635840003,1,1.958,-6.31
261635840003,1,1.906,-5.742
261635840003,1,1.663,-5.017
261635840003,1,1.614,-4.714
261635839002,1,-0.514,-4.876
261635839002,1,-0.117,-4.849
261635839002,1,-0.047,-5.75
261635839002,1,-0.461,-5.78
261635839002,1,-0.514,-4.876
261635629001,1,-18.208,7.626
261635629001,1,-17.407,7.678
261635629001,1,-17.345,6.874
261635629001,1,-18.161,6.82
261635629001,1,-18.208,7.626
261635668001,1,-9.176,-0.785
261635668001,1,-8.384,-0.578
261635668001,1,-8.335,-1.418
261635668001,1,-9.137,-1.47
261635668001,1,-9.176,-0.785
261635393002,1,4.966,17.179
261635393002,1,6.066,17.27
261635393002,1,6.114,16.466
261635393002,1,5.568,16.419
261635393002,1,4.966,17.179
261635238004,1,12.177,3.227
261635238004,1,12.577,3.468
261635238004,1,12.853,2.995
261635238004,1,12.46,2.743
261635238004,1,12.177,3.227
261635403003,1,3.909,16.307
261635403003,1,4.524,16.34
261635403003,1,4.574,15.534
261635403003,1,3.954,15.497
261635403003,1,3.909,16.307
261635734002,1,5.285,4.602
261635734002,1,5.894,4.623
261635734002,1,5.92,4.369
261635734002,1,5.711,4.359
261635734002,1,5.779,3.912
261635734002,1,5.355,3.702
261635734002,1,5.285,4.602
261635580002,1,-8.726,10.622
261635580002,1,-8.79,11.437
261635580002,1,-7.984,11.488
261635580002,1,-7.928,10.671
261635580002,1,-8.726,10.622
261635035001,1,20.555,17.34
261635035001,1,21.463,17.406
261635035001,1,21.514,16.601
261635035001,1,20.615,16.542
261635035001,1,20.555,17.34
261635334001,1,10.424,9.218
261635334001,1,11.196,9.704
261635334001,1,11.401,9.328
261635334001,1,11.247,8.921
261635334001,1,11.172,8.868
261635334001,1,10.424,9.218
261635520001,1,16.056,14.205
261635520001,1,16.349,14.363
261635520001,1,16.736,13.65
261635520001,1,16.441,13.49
261635520001,1,16.056,14.205
261635771001,1,6.836,-2.595
261635771001,1,7.032,-2.272
