id,part,x,y
26163591900,1,2.172,-22.553
26163591900,1,2.318,-22.131
26163591900,1,2.261,-19.375
26163591900,1,2.789,-19.334
26163591900,1,3.644,-19.099
26163591900,1,4.506,-19.046
26163591900,1,3.673,-20.486
26163591900,1,3.703,-21.936
26163591900,1,3.378,-22.472
26163591900,1,2.172,-22.553
26163592000,1,3.148,-22.888
26163592000,1,3.403,-22.471
26163592000,1,6.149,-22.271
26163592000,1,6.618,-22.773
26163592000,1,7.243,-22.725
26163592000,1,7.091,-23.571
26163592000,1,7.187,-25.35
26163592000,1,7.337,-25.625
26163592000,1,7.424,-26.577
26163592000,1,7.44,-27.377
26163592000,1,7.545,-27.877
26163592000,1,7.555,-28.219
26163592000,1,7.281,-28.223
26163592000,1,6.795,-27.82
26163592000,1,6.461,-27.776
26163592000,1,6.057,-27.569
26163592000,1,5.971,-27.473
26163592000,1,5.933,-27.194
26163592000,1,5.837,-27.098
26163592000,1,5.522,-27.09
26163592000,1,5.106,-26.977
26163592000,1,5.061,-26.907
26163592000,1,4.477,-26.518
26163592000,1,4.351,-26.061
26163592000,1,4.235,-26.034
26163592000,1,4.041,-26.113
26163592000,1,3.822,-26.049
26163592000,1,3.613,-22.861
26163592000,1,3.148,-22.888
26163593200,1,0.872,-14.542
26163593200,1,2.025,-14.393
26163593200,1,2.148,-16.142
26163593200,1,0.946,-16.238
26163593200,1,0.872,-14.542
26163594000,1,6.453,-15.718
26163594000,1,6.598,-15.383
26163594000,1,6.411,-12.49
26163594000,1,8.387,-12.369
26163594000,1,8.337,-12.557
26163594000,1,8.353,-13.291
26163594000,1,8.224,-13.967
26163594000,1,7.819,-14.781
26163594000,1,7.691,-15.776
26163594000,1,7.082,-15.697
26163594000,1,6.453,-15.718
26163594100,1,4.985,-14.997
26163594100,1,5.007,-14.195
26163594100,1,6.516,-14.1
26163594100,1,6.598,-15.383
26163594100,1,6.453,-15.718
26163594100,1,5.077,-15.791
26163594100,1,4.985,-14.997
26163594300,1,3.857,-16.655
26163594300,1,4.231,-16.224
26163594300,1,4.206,-15.835
26163594300,1,6.453,-15.718
26163594300,1,5.993,-16.549
26163594300,1,5.759,-16.562
26163594300,1,5.639,-16.617
26163594300,1,5.273,-16.634
26163594300,1,5.061,-16.596
26163594300,1,4.71,-16.665
26163594300,1,4.327,-16.689
26163594300,1,4.345,-17.191
26163594300,1,4.295,-17.196
26163594300,1,4.267,-16.755
26163594300,1,4.042,-16.772
26163594300,1,4.034,-16.663
26163594300,1,3.857,-16.655
26163561200,1,-24.437,15.957
26163561200,1,-21.201,16.199
26163561200,1,-20.876,11.498
26163561200,1,-24.114,11.239
26163561200,1,-24.437,15.957
26163564401,1,-23.798,6.428
26163564401,1,-23.188,6.509
26163564401,1,-20.569,6.665
26163564401,1,-20.384,3.383
26163564401,1,-21.934,3.334
26163564401,1,-23.589,3.224
26163564401,1,-23.798,6.428
26163562600,1,-18.914,10.302
26163562600,1,-18.539,10.216
26163562600,1,-17.228,10.132
26163562600,1,-16.751,8.756
26163562600,1,-18.329,9.069
26163562600,1,-18.36,9.44
26163562600,1,-18.861,9.571
26163562600,1,-18.914,10.302
26163562300,1,-20.679,8.273
26163562300,1,-20.823,10.178
26163562300,1,-18.914,10.302
26163562300,1,-18.861,9.571
26163562300,1,-18.36,9.44
26163562300,1,-18.329,9.069
26163562300,1,-18.567,9.108
26163562300,1,-18.736,9.08
26163562300,1,-20.244,8.306
26163562300,1,-20.679,8.273
26163568900,1,-12.345,5.086
26163568900,1,-12.18,5.164
26163568900,1,-11.771,5.545
26163568900,1,-11.633,5.613
26163568900,1,-11.61,4.942
26163568900,1,-11.564,4.798
26163568900,1,-10.481,4.884
26163568900,1,-10.672,4.074
26163568900,1,-12.273,3.978
26163568900,1,-12.345,5.086
26163517300,1,16.522,7.525
26163517300,1,17.335,7.979
26163517300,1,17.623,7.434
26163517300,1,17.696,7.145
26163517300,1,16.96,6.718
26163517300,1,16.522,7.525
26163518900,1,16.758,9.047
26163518900,1,17.385,9.355
26163518900,1,17.925,8.351
26163518900,1,18.107,8.45
26163518900,1,18.318,8.056
26163518900,1,18.606,8.21
26163518900,1,18.629,8.167
26163518900,1,17.912,6.771
26163518900,1,17.748,6.981
26163518900,1,17.623,7.434
26163518900,1,16.758,9.047
26163513700,1,22.963,9.496
26163513700,1,23.717,10.018
26163513700,1,24.086,10.22
26163513700,1,25.373,10.46
26163513700,1,25.576,10.575
26163513700,1,25.974,9.807
26163513700,1,25.612,9.616
26163513700,1,25.598,9.555
26163513700,1,25.483,9.48
26163513700,1,25.114,9.302
26163513700,1,25.02,9.478
26163513700,1,24.949,9.439
26163513700,1,24.786,9.745
26163513700,1,24.688,9.693
26163513700,1,24.667,9.654
26163513700,1,25.244,8.413
26163513700,1,25.155,8.388
26163513700,1,23.567,8.44
26163513700,1,22.963,9.496
26163505400,1,20.738,15.771
26163505400,1,22.214,16.551
26163505400,1,22.363,16.572
26163505400,1,21.447,14.499
26163505400,1,21.381,14.536
26163505400,1,20.738,15.771
26163511300,1,15.773,15.418
26163511300,1,17.849,15.548
26163511300,1,17.895,14.75
26163511300,1,16.198,14.639
26163511300,1,15.773,15.418
26163561600,1,-17.56,11.212
26163561600,1,-17.478,11.821
26163561600,1,-16.052,11.795
26163561600,1,-14.429,11.905
26163561600,1,-14.266,9.225
26163561600,1,-16.084,9.614
26163561600,1,-16.11,9.503
26163561600,1,-16.246,9.599
26163561600,1,-16.229,9.648
26163561600,1,-16.338,9.664
26163561600,1,-16.383,10.564
26163561600,1,-17.184,10.512
26163561600,1,-17.16,10.13
26163561600,1,-17.228,10.132
26163561600,1,-17.528,11.007
26163561600,1,-17.56,11.212
26163508100,1,11.637,18.402
26163508100,1,12.435,18.467
26163508100,1,13.089,18.459
26163508100,1,13.082,17.889
26163508100,1,13.145,16.862
26163508100,1,12.652,16.827
26163508100,1,11.637,18.402
26163514200,1,19.711,10.6
26163514200,1,20,11.243
26163514200,1,20.534,12.439
26163514200,1,21.125,11.409
26163514200,1,19.711,10.6
26163516000,1,19.644,10.451
26163516000,1,19.711,10.6
26163516000,1,20.686,11.15
26163516000,1,21.256,10.174
26163516000,1,20.13,9.537
26163516000,1,19.644,10.451
26163522500,1,15.704,7.034
26163522500,1,16.312,7.319
26163522500,1,16.522,7.525
26163522500,1,16.96,6.718
26163522500,1,16.437,6.324
26163522500,1,16.043,6.181
26163522500,1,15.704,7.034
26163530900,1,10.054,10.975
26163530900,1,10.715,11.348
26163530900,1,11.516,9.88
26163530900,1,10.853,9.514
26163530900,1,10.054,10.975
26163579900,1,-0.237,2.119
26163579900,1,-0.223,2.794
26163579900,1,0.306,3.749
26163579900,1,-0.148,4.48
26163579900,1,-0.181,4.698
26163579900,1,1.177,4.805
26163579900,1,1.603,4.932
26163579900,1,1.781,5.05
26163579900,1,2.033,5.082
26163579900,1,2.578,5.407
26163579900,1,2.848,4.975
26163579900,1,3.607,5.034
26163579900,1,3.746,2.906
26163579900,1,3.145,2.768
26163579900,1,2.984,2.98
26163579900,1,2.923,3.009
26163579900,1,2.743,2.996
26163579900,1,2.485,2.909
26163579900,1,2.429,2.916
26163579900,1,2.319,3.026
26163579900,1,2.257,2.781
26163579900,1,2.178,2.836
26163579900,1,2.137,2.767
26163579900,1,2.095,2.764
26163579900,1,2.016,2.853
26163579900,1,1.992,2.755
26163579900,1,1.882,2.697
26163579900,1,1.717,2.731
26163579900,1,1.637,2.788
26163579900,1,1.624,3.08
26163579900,1,1.49,3.169
26163579900,1,1.41,3.053
26163579900,1,1.161,2.959
26163579900,1,1.108,2.825
26163579900,1,0.894,2.861
26163579900,1,0.83,2.921
26163579900,1,0.756,2.901
26163579900,1,0.665,2.806
26163579900,1,0.649,2.673
26163579900,1,0.525,2.6
26163579900,1,0.449,2.637
26163579900,1,0.192,2.573
