id,part,x,y
26163,1,-12.484,-21.631
26163,1,-12.453,-22.273
26163,1,-22.265,-22.811
26163,1,-23.177,-5.738
26163,1,-23.286,-1.591
26163,1,-24.437,15.957
26163,1,-9.1,17.056
26163,1,26.666,19.359
26163,1,41.429,19.97
26163,1,35.152,11.105
26163,1,25.775,7.857
26163,1,24.63,6.997
26163,1,22.236,6.072
26163,1,20.192,5.87
26163,1,19.2,5.567
26163,1,16.167,4.12
26163,1,14.855,2.998
26163,1,13.466,1.006
26163,1,12.659,-1.217
26163,1,12.396,-2.263
26163,1,11.299,-4.765
26163,1,11.241,-5.172
26163,1,10.88,-11.867
26163,1,11.232,-13.18
26163,1,11.77,-15.954
26163,1,12.319,-17.301
26163,1,12.099,-18.53
26163,1,11.711,-19.577
26163,1,11.395,-21.458
26163,1,10.402,-25.3
26163,1,10.143,-26.82
26163,1,10.644,-28.173
26163,1,7.281,-28.223
26163,1,6.795,-27.82
26163,1,6.461,-27.776
26163,1,6.057,-27.569
26163,1,5.837,-27.098
26163,1,5.106,-26.977
26163,1,4.551,-26.588
26163,1,4.301,-26.032
26163,1,3.413,-26.11
26163,1,3.518,-25.458
26163,1,3.235,-25.43
26163,1,3.047,-24.973
26163,1,2.864,-25.1
26163,1,2.712,-24.914
26163,1,2.505,-24.908
26163,1,2.267,-24.711
26163,1,1.866,-24.834
26163,1,1.699,-24.49
26163,1,1.34,-24.479
26163,1,1.595,-24.028
26163,1,1.341,-24.009
26163,1,1.276,-23.725
26163,1,1.03,-23.378
26163,1,0.887,-23.353
26163,1,0.838,-23.498
26163,1,0.664,-23.528
26163,1,0.507,-23.953
26163,1,0.265,-23.947
26163,1,0.059,-23.697
26163,1,0.149,-23.439
26163,1,0.101,-23.254
26163,1,-0.029,-23.165
26163,1,-0.256,-23.313
26163,1,-0.568,-23.168
26163,1,-0.52,-22.897
26163,1,-0.37,-22.741
26163,1,-0.606,-22.836
26163,1,-0.798,-22.744
26163,1,-0.843,-22.588
26163,1,-0.568,-22.485
26163,1,-0.761,-22.329
26163,1,-1.005,-22.343
26163,1,-0.858,-22.241
26163,1,-0.846,-22.114
26163,1,-1.072,-22.144
26163,1,-1.024,-21.927
26163,1,-1.126,-21.697
26163,1,-1.242,-21.702
26163,1,-1.189,-21.867
26163,1,-1.344,-21.893
26163,1,-1.412,-21.806
26163,1,-1.305,-21.682
26163,1,-1.398,-21.543
26163,1,-1.439,-21.754
26163,1,-1.529,-21.719
26163,1,-1.689,-21.474
26163,1,-1.976,-21.405
26163,1,-2.096,-21.229
26163,1,-12.484,-21.631
