GEOID,cx,cy,dist,total,hispanic,nh_white,nh_black,nh_aian,nh_asian,nh_nhpi,nh_sor,nh_two,county,side
260992638003009,18.583,19.042,0.247,79,1,40,24,0,2,0,0,12,26099,north
260992638003010,18.331,19.024,0.246,46,0,21,22,0,0,0,2,1,26099,north
260992638003011,18.134,19.012,0.248,15,3,2,8,0,0,0,1,1,26099,north
260992638003012,18.14,18.928,0.164,44,0,14,23,2,0,0,0,5,26099,north
260992638003013,18.339,18.94,0.161,52,1,5,36,0,4,0,0,6,26099,north
260992638003014,18.607,18.958,0.162,115,3,42,62,0,3,0,0,5,26099,north
260992638003017,18.621,18.871,0.073,26,3,14,4,0,4,0,0,1,26099,north
260992638003018,18.347,18.853,0.073,34,1,7,14,0,0,4,0,8,26099,north
260992638003019,18.146,18.84,0.075,0,0,0,0,0,0,0,0,0,26099,north
260992638003020,18.449,18.796,0.009,0,0,0,0,0,0,0,0,0,26099,north
260992680005017,18.703,21.292,2.49,65,2,45,13,0,4,0,1,0,26099,north
260992681002015,18.391,21.28,2.497,64,1,48,7,0,2,0,1,5,26099,north
260992681002016,18.401,21.165,2.382,102,5,74,9,1,4,0,1,8,26099,north
260999822001000,17.386,20.966,2.245,4,2,0,0,0,0,0,0,2,26099,north
260999822001001,17.101,20.972,2.272,0,0,0,0,0,0,0,0,0,26099,north
260999822001002,17.2,19.539,0.83,0,0,0,0,0,0,0,0,0,26099,north
260999822001003,17.499,19.558,0.831,5,0,0,5,0,0,0,0,0,26099,north
260999822001004,17.889,19.597,0.849,0,0,0,0,0,0,0,0,0,26099,north
260999822001005,17.658,18.746,0.008,0,0,0,0,0,0,0,0,0,26099,north
261251711002008,7.699,20.597,2.432,77,2,49,18,0,2,0,2,4,26125,north
261251711002011,7.503,20.587,2.434,81,2,46,25,0,2,0,3,3,26125,north
261251711002012,7.601,20.592,2.433,83,0,53,24,3,1,0,2,0,26125,north
261251711002013,7.932,20.517,2.337,22,3,14,4,0,0,0,0,1,26125,north
261251711002014,7.922,20.663,2.483,37,2,31,2,0,0,0,0,2,26125,north
261251711002015,7.804,20.656,2.484,26,2,14,7,0,0,0,2,1,26125,north
261251711002016,7.814,20.511,2.338,39,5,26,0,0,4,0,0,4,26125,north
261251711002017,7.819,20.44,2.267,0,0,0,0,0,0,0,0,0,26125,north
261251711002018,7.937,20.446,2.266,0,0,0,0,0,0,0,0,0,26125,north
261251711002019,8.123,20.523,2.33,13,1,11,1,0,0,0,0,0,26125,north
261251711003006,6.898,20.555,2.444,82,0,30,46,0,1,0,0,5,26125,north
261251711003007,6.998,20.563,2.444,86,1,45,35,0,0,1,0,4,26125,north
261251711003008,7.096,20.566,2.441,108,4,48,51,0,2,0,0,3,26125,north
261251711003009,7.197,20.574,2.441,63,4,44,13,0,1,0,0,1,26125,north
261251711003010,7.301,20.58,2.44,63,4,31,27,0,1,0,0,0,26125,north
261251711003011,7.403,20.588,2.442,80,2,37,35,0,0,0,2,4,26125,north
261251711003012,6.756,20.379,2.278,0,0,0,0,0,0,0,0,0,26125,north
261251711003013,6.75,20.451,2.349,46,2,6,31,0,4,0,0,3,26125,north
261251712001000,8.139,20.29,2.096,33,2,28,0,0,0,0,0,3,26125,north
261251712001001,8.059,20.285,2.097,85,0,64,9,0,5,0,2,5,26125,north
261251712001002,7.949,20.277,2.096,94,2,69,17,0,0,0,0,6,26125,north
261251712001003,7.831,20.27,2.096,80,3,59,13,0,0,0,0,5,26125,north
261251712001004,7.723,20.263,2.097,76,6,52,7,0,0,0,1,10,26125,north
261251712001005,7.625,20.257,2.097,86,0,67,15,0,2,0,0,2,26125,north
261251712001006,7.527,20.252,2.098,86,0,66,11,0,0,0,0,9,26125,north
261251712001007,7.553,19.917,1.761,80,0,46,24,0,6,0,0,4,26125,north
261251712001008,7.65,19.923,1.761,81,9,47,17,0,2,0,0,6,26125,north
261251712001009,7.748,19.925,1.757,52,1,34,10,0,1,0,0,6,26125,north
261251712001010,7.868,19.932,1.756,64,3,50,10,0,0,0,1,0,26125,north
261251712001011,7.974,20.042,1.859,46,0,40,2,0,0,0,0,4,26125,north
261251712001012,8.06,20.049,1.86,51,7,39,4,0,0,0,0,1,26125,north
261251712001013,8.125,20.06,1.867,17,0,15,0,0,0,0,1,1,26125,north
261251712001014,8.145,19.855,1.661,39,5,24,4,0,1,0,0,5,26125,north
261251712001015,8.073,19.871,1.681,48,7,35,1,0,0,0,0,5,26125,north
261251712001016,7.986,19.866,1.682,36,1,24,5,2,0,0,2,2,26125,north
261251712002000,7.377,20.243,2.098,37,1,20,10,0,0,0,0,6,26125,north
261251712002001,7.223,20.234,2.099,71,0,36,24,0,2,0,0,9,26125,north
261251712002002,7.121,20.228,2.101,86,2,53,26,0,2,0,0,3,26125,north
261251712002003,7.023,20.223,2.103,79,0,42,28,0,7,0,0,2,26125,north
261251712002004,6.923,20.216,2.103,83,2,49,31,0,0,0,0,1,26125,north
261251712002005,6.822,20.211,2.105,83,3,49,27,0,0,0,0,4,26125,north
261251712002008,6.847,19.872,1.764,76,1,46,19,0,2,0,0,8,26125,north
261251712002009,6.949,19.879,1.764,70,5,31,28,0,0,0,0,6,26125,north
261251712002010,7.048,19.885,1.763,79,2,35,32,1,3,0,0,6,26125,north
261251712002011,7.146,19.891,1.762,66,0,46,15,0,3,0,0,2,26125,north
261251712002012,7.248,19.898,1.761,78,1,41,23,0,11,0,0,2,26125,north
261251712002013,7.352,19.906,1.763,77,6,39,24,1,0,0,1,6,26125,north
261251712002014,7.454,19.911,1.761,125,2,52,52,0,10,0,0,9,26125,north
261251716001013,7.2,19.18,1.047,0,0,0,0,0,0,0,0,0,26125,north
261251716003000,7.811,19.709,1.537,24,3,20,0,0,0,0,0,1,26125,north
261251716003001,7.616,19.703,1.543,39,0,24,14,0,0,0,0,1,26125,north
261251716003002,7.351,19.7,1.557,71,0,43,18,0,1,0,0,9,26125,north
261251716003003,6.934,19.675,1.561,55,2,32,12,0,0,0,0,9,26125,north
261251716003004,6.933,19.605,1.491,109,3,53,43,5,0,0,0,5,26125,north
261251716003005,7.311,19.631,1.49,74,1,28,38,0,1,0,0,6,26125,north
261251716003006,7.355,19.564,1.421,100,4,37,53,0,1,0,1,4,26125,north
261251716003007,7.623,19.606,1.446,43,0,19,21,0,0,0,0,3,26125,north
261251716003008,7.811,19.618,1.446,65,4,48,4,0,0,0,0,9,26125,north
261251716003009,7.734,19.458,1.291,322,8,75,226,2,2,0,1,8,26125,north
261251716003010,7.364,19.479,1.335,111,1,37,62,0,0,0,0,11,26125,north
261251716003011,6.942,19.446,1.331,124,0,54,56,0,0,0,0,14,26125,north
261251716003012,6.938,19.525,1.411,122,3,53,61,0,1,0,0,4,26125,north
261251716003013,7.746,19.297,1.129,26,0,16,6,0,2,0,2,0,26125,north
261251716003014,7.755,19.105,0.937,8,1,2,1,0,1,0,0,3,26125,north
261251725001000,7.176,19.048,0.917,0,0,0,0,0,0,0,0,0,26125,north
261251725001001,7.338,18.975,0.833,0,0,0,0,0,0,0,0,0,26125,north
261251725001002,7.098,18.961,0.835,0,0,0,0,0,0,0,0,0,26125,north
261251725001003,6.868,18.947,0.837,0,0,0,0,0,0,0,0,0,26125,north
261251725001004,7.172,18.813,0.682,195,0,4,186,0,4,0,1,0,26125,north
261251725001005,7.039,18.705,0.584,93,1,5,86,0,0,0,0,1,26125,north
261251725001006,7.44,18.764,0.615,30,0,0,27,0,0,0,2,1,26125,north
261251725001007,6.81,18.518,0.412,0,0,0,0,0,0,0,0,0,26125,north
261251725001008,7.03,18.589,0.468,280,2,0,277,0,0,0,0,1,26125,north
261251725001009,7.321,18.55,0.409,0,0,0,0,0,0,0,0,0,26125,north
261251725001010,7.453,18.559,0.409,0,0,0,0,0,0,0,0,0,26125,north
261251725001011,7.545,18.565,0.41,0,0,0,0,0,0,0,0,0,26125,north
261251725001012,7.558,18.313,0.157,18,1,1,15,0,0,0,0,1,26125,north
261251725001013,7.388,18.288,0.143,165,1,4,156,0,0,0,2,2,26125,north
261251725001014,7.031,18.32,0.199,281,8,2,266,0,0,0,0,5,26125,north
261251725001015,7.215,18.134,0,0,0,0,0,0,0,0,0,0,26125,north
261251725002000,8.34,18.856,0.65,35,0,4,31,0,0,0,0,0,26125,north
261251725002001,8.257,18.851,0.651,75,0,4,67,0,0,0,0,4,26125,north
261251725002002,8.14,18.797,0.604,47,3,4,39,0,0,0,1,0,26125,north
261251725002003,8.031,18.789,0.603,55,0,4,51,0,0,0,0,0,26125,north
261251725002004,7.812,18.943,0.771,18,0,0,14,0,0,0,0,4,26125,north
261251725002005,7.938,18.825,0.644,41,1,6,28,0,0,0,1,5,26125,north
261251725002006,7.858,18.816,0.641,47,5,5,30,0,0,0,4,3,26125,north
261251725002007,7.781,18.808,0.638,44,0,3,41,0,0,0,0,0,26125,north
261251725002008,7.704,18.8,0.635,30,5,1,22,0,0,0,1,1,26125,north
261251725002009,7.621,18.821,0.661,58,0,7,51,0,0,0,0,0,26125,north
261251725002010,7.637,18.571,0.41,78,1,2,74,0,0,0,0,1,26125,north
261251725002011,7.718,18.576,0.41,65,0,6,56,0,0,0,2,1,26125,north
261251725002012,7.935,18.655,0.475,59,1,6,44,0,0,0,0,8,26125,north
261251725002013,7.877,18.53,0.354,16,1,9,4,0,1,0,1,0,26125,north
261251725002014,7.811,18.319,0.147,320,0,15,281,0,4,0,3,17,26125,north
261251725002015,8.062,18.336,0.147,81,0,1,67,0,0,0,3,10,26125,north
261251725002016,8.047,18.553,0.366,49,0,12,32,0,0,0,1,4,26125,north
261251725002017,8.156,18.56,0.365,39,1,0,37,0,0,0,0,1,26125,north
261251725002018,8.273,18.613,0.411,50,3,2,41,0,0,0,2,2,26125,north
261251725002019,8.365,18.489,0.281,39,1,0,34,0,0,0,4,0,26125,north
261251725002020,8.018,18.187,0.001,0,0,0,0,0,0,0,0,0,26125,north
261251725002021,8.232,18.346,0.147,66,4,8,53,0,0,0,0,1,26125,north
261251730001000,11.573,20.799,2.392,19,3,16,0,0,0,0,0,0,26125,north
261251730001001,11.184,20.696,2.319,16,0,12,3,0,0,0,0,1,26125,north
261251730001002,11.224,20.516,2.138,82,0,72,3,0,5,0,0,2,26125,north
261251730001003,11.575,20.757,2.35,17,1,16,0,0,0,0,0,0,26125,north
261251730001004,11.579,20.694,2.286,53,3,48,0,0,0,0,0,2,26125,north
261251730001005,11.584,20.613,2.205,40,0,34,4,0,0,0,0,2,26125,north
261251730001006,11.589,20.532,2.123,35,1,33,0,0,0,0,0,1,26125,north
261251730001007,11.594,20.449,2.04,32,3,27,0,0,0,0,0,2,26125,north
261251730001008,11.229,20.293,1.915,45,3,34,5,0,0,0,0,3,26125,north
261251730001009,11.146,20.288,1.913,40,1,31,6,0,0,0,0,2,26125,north
261251730001010,11.022,20.307,1.936,52,1,45,1,0,0,0,0,5,26125,north
261251730001011,11.027,20.229,1.858,33,1,23,0,0,6,0,1,2,26125,north
261251730001012,11.033,20.151,1.78,38,0,31,4,0,0,0,0,3,26125,north
261251730001013,11.158,20.104,1.729,43,2,38,2,1,0,0,0,0,26125,north
261251730001014,11.241,20.11,1.732,49,0,47,1,0,0,0,0,1,26125,north
261251730001015,11.324,20.116,1.731,47,9,37,1,0,0,0,0,0,26125,north
261251730001016,11.312,20.299,1.915,41,1,35,0,0,0,0,0,5,26125,north
261251730001017,11.395,20.304,1.913,31,1,25,1,0,0,0,0,4,26125,north
261251730001018,11.478,20.31,1.912,37,0,29,4,0,0,0,0,4,26125,north
261251730001019,11.56,20.316,1.91,47,2,38,0,0,0,0,3,4,26125,north
261251730001020,11.644,20.322,1.908,35,0,31,4,0,0,0,0,0,26125,north
261251730001021,11.654,20.139,1.724,44,3,38,3,0,0,0,0,0,26125,north
261251730001022,11.571,20.134,1.727,46,1,42,0,0,0,0,2,1,26125,north
261251730001023,11.489,20.127,1.729,41,2,36,1,1,0,0,0,1,26125,north
261251730001024,11.406,20.123,1.731,45,4,41,0,0,0,0,0,0,26125,north
261251730001025,11.413,20.005,1.612,0,0,0,0,0,0,0,0,0,26125,north
261251730001026,11.495,20.01,1.611,6,2,1,1,0,0,0,0,2,26125,north
261251730001027,11.578,20.016,1.608,0,0,0,0,0,0,0,0,0,26125,north
261251730001028,11.661,20.022,1.606,15,2,7,0,0,0,0,1,5,26125,north
261251730001029,11.043,19.995,1.623,0,0,0,0,0,0,0,0,0,26125,north
261251730001030,11.038,20.073,1.702,38,2,29,5,0,2,0,0,0,26125,north
261251730001031,11.331,19.999,1.613,0,0,0,0,0,0,0,0,0,26125,north
261251730001032,11.248,19.992,1.614,0,0,0,0,0,0,0,0,0,26125,north
261251730001033,11.165,19.987,1.611,0,0,0,0,0,0,0,0,0,26125,north
261251730003011,11.356,20.887,2.5,44,0,41,2,0,0,0,0,1,26125,north
261251730003014,10.864,20.82,2.458,97,3,75,16,0,0,0,0,3,26125,north
261251730003015,11.161,20.836,2.46,53,5,40,0,0,1,0,0,7,26125,north
261251730005000,10.87,20.762,2.4,14,0,10,0,0,1,0,0,3,26125,north
261251730005001,10.79,20.758,2.4,10,1,8,0,0,0,0,0,1,26125,north
261251730005002,10.71,20.754,2.401,3,1,1,0,0,0,0,0,1,26125,north
261251730005003,10.875,20.675,2.312,36,0,34,0,0,0,0,0,2,26125,north
261251730005004,10.796,20.67,2.312,44,3,33,3,1,3,0,0,1,26125,north
261251730005005,10.716,20.665,2.312,22,0,14,5,0,0,0,0,3,26125,north
261251730005006,10.634,20.678,2.33,0,0,0,0,0,0,0,0,0,26125,north
261251730005007,10.515,20.674,2.332,0,0,0,0,0,0,0,0,0,26125,north
261251730005008,10.398,20.67,2.34,9,0,2,5,0,0,0,2,0,26125,north
261251730005009,10.292,20.568,2.248,0,0,0,0,0,0,0,0,0,26125,north
261251730005010,10.411,20.476,2.145,0,0,0,0,0,0,0,0,0,26125,north
261251730005011,10.216,20.484,2.169,0,0,0,0,0,0,0,0,0,26125,north
261251730005012,10.463,20.073,1.736,21,3,16,0,0,2,0,0,0,26125,north
261251730005013,10.382,20.106,1.777,28,5,23,0,0,0,0,0,0,26125,north
261251730005014,10.389,20.029,1.699,41,2,39,0,0,0,0,0,0,26125,north
261251730005015,10.61,20.105,1.758,0,0,0,0,0,0,0,0,0,26125,north
261251730005016,10.583,20.275,1.93,0,0,0,0,0,0,0,0,0,26125,north
261251730005017,10.578,20.353,2.008,0,0,0,0,0,0,0,0,0,26125,north
261251730005018,10.647,20.493,2.144,0,0,0,0,0,0,0,0,0,26125,north
261251730005019,10.727,20.498,2.144,15,0,12,1,0,0,0,0,2,26125,north
261251730005020,10.808,20.503,2.144,45,1,37,6,0,0,0,0,1,26125,north
261251730005021,10.887,20.509,2.145,56,8,39,2,0,1,0,1,5,26125,north
261251730005022,10.816,20.37,2.011,72,4,38,27,0,3,0,0,0,26125,north
261251730005023,10.821,20.292,1.933,50,1,44,1,1,2,0,0,1,26125,north
261251730005024,10.827,20.214,1.854,64,2,40,6,0,3,0,0,13,26125,north
261251730005025,10.832,20.137,1.776,35,1,32,2,0,0,0,0,0,26125,north
261251730005026,10.838,20.059,1.698,37,5,31,1,0,0,0,0,0,26125,north
261251730005027,10.845,19.981,1.62,32,0,28,2,0,1,0,0,1,26125,north
261251730005028,10.568,20.487,2.143,0,0,0,0,0,0,0,0,0,26125,north
261251730005029,10.489,20.482,2.143,0,0,0,0,0,0,0,0,0,26125,north
261251730005030,10.395,19.95,1.62,8,4,2,0,0,0,0,0,2,26125,north
261251731001003,9.939,20.72,2.42,36,1,25,5,0,0,0,1,4,26125,north
261251731001004,9.612,20.68,2.397,97,6,82,6,0,0,0,0,3,26125,north
261251731001005,9.633,20.607,2.323,80,3,66,2,0,9,0,0,0,26125,north
261251731001006,9.974,20.627,2.323,70,4,58,0,3,0,0,1,4,26125,north
261251731001007,10.007,20.535,2.23,90,1,81,0,0,4,0,1,3,26125,north
261251731001008,9.662,20.515,2.23,114,0,108,0,0,0,0,0,6,26125,north
261251731001009,9.692,20.423,2.136,93,3,83,0,0,3,0,0,4,26125,north
261251731001010,10.039,20.444,2.137,111,0,101,1,0,3,0,0,6,26125,north
261251731001011,10.073,20.351,2.043,122,2,109,8,0,1,0,2,0,26125,north
261251731001012,9.721,20.33,2.043,74,0,71,2,1,0,0,0,0,26125,north
261251731001013,9.751,20.233,1.944,58,1,51,0,0,5,0,0,1,26125,north
261251731001014,10.008,20.248,1.943,73,3,68,0,1,1,0,0,0,26125,north
261251731001015,10.205,20.261,1.947,65,10,53,2,0,0,0,0,0,26125,north
261251731001016,10.214,20.158,1.843,51,1,45,0,1,0,0,0,4,26125,north
261251731001017,10.017,20.144,1.839,75,7,63,0,0,0,0,0,5,26125,north
261251731001018,9.783,20.131,1.84,68,4,57,4,0,0,0,0,3,26125,north
261251731001019,9.814,20.03,1.737,33,10,23,0,0,0,0,0,0,26125,north
261251731001020,10.025,20.041,1.735,85,0,76,4,0,3,0,0,2,26125,north
261251731001021,10.222,20.054,1.74,74,5,65,2,0,1,0,0,1,26125,north
261251731001022,10.23,19.952,1.637,45,3,32,2,0,4,0,0,4,26125,north
261251731001023,10.033,19.938,1.632,44,1,34,0,0,9,0,0,0,26125,north
261251731001024,9.846,19.928,1.633,0,0,0,0,0,0,0,0,0,26125,north
261251732001000,9.473,20.424,2.147,0,0,0,0,0,0,0,0,0,26125,north
261251732001001,9.467,20.226,1.949,38,3,34,0,0,1,0,0,0,26125,north
261251732001002,8.936,20.624,2.38,58,4,44,0,0,5,0,0,5,26125,north
261251732001003,9.193,20.586,2.325,71,0,69,0,0,1,0,0,1,26125,north
261251732001004,9.22,20.496,2.234,82,0,72,1,0,1,0,0,8,26125,north
261251732001005,9.246,20.407,2.143,130,9,109,0,0,0,0,2,10,26125,north
261251732001006,9.283,20.315,2.049,109,2,96,3,0,0,0,4,4,26125,north
261251732001007,9.216,20.211,1.949,88,4,78,0,0,2,0,0,4,26125,north
261251732001008,9.222,20.107,1.845,104,3,93,0,0,3,1,0,4,26125,north
261251732001009,9.498,20.124,1.846,51,4,45,0,0,0,0,0,2,26125,north
261251732001010,9.694,20.023,1.736,0,0,0,0,0,0,0,0,0,26125,north
261251732001011,9.53,20.017,1.737,69,4,57,2,0,1,0,0,5,26125,north
261251732001012,9.229,19.999,1.736,131,4,120,1,2,2,0,0,2,26125,north
261251732001013,9.233,19.889,1.626,76,1,36,39,0,0,0,0,0,26125,north
261251732001014,9.562,19.909,1.628,20,4,7,4,0,0,1,0,4,26125,north
261251732002000,9.025,20.568,2.318,0,0,0,0,0,0,0,0,0,26125,north
261251732002001,8.831,20.548,2.31,84,2,74,5,0,0,0,1,2,26125,north
261251732002002,8.836,20.457,2.219,102,6,91,1,0,0,0,0,4,26125,north
261251732002003,9.031,20.477,2.226,0,0,0,0,0,0,0,0,0,26125,north
261251732002004,9.037,20.385,2.134,0,0,0,0,0,0,0,0,0,26125,north
261251732002005,8.842,20.365,2.126,85,1,83,0,0,0,0,0,1,26125,north
261251732002006,8.847,20.275,2.036,92,3,78,8,0,1,0,0,2,26125,north
261251732002007,9.043,20.294,2.043,0,0,0,0,0,0,0,0,0,26125,north
261251732002008,9.049,20.199,1.947,0,0,0,0,0,0,0,0,0,26125,north
261251732002009,8.859,20.184,1.944,99,0,88,3,0,3,0,0,5,26125,north
261251732002010,8.859,20.082,1.843,99,10,86,2,0,0,0,0,1,26125,north
261251732002011,9.056,20.095,1.843,0,0,0,0,0,0,0,0,0,26125,north
261251732002012,9.062,19.987,1.735,0,0,0,0,0,0,0,0,0,26125,north
261251732002013,8.867,19.974,1.734,119,0,115,0,0,2,0,2,0,26125,north
261251732002014,8.877,19.865,1.625,64,1,58,2,0,2,0,0,1,26125,north
261251732003000,8.406,20.589,2.378,64,5,59,0,0,0,0,0,0,26125,north
261251732003001,8.173,20.527,2.331,22,0,13,7,0,2,0,0,0,26125,north
261251732003002,8.42,20.526,2.314,123,2,116,0,0,3,0,0,2,26125,north
261251732003003,8.425,20.392,2.181,114,0,110,0,0,0,0,4,0,26125,north
261251732003004,8.188,20.302,2.106,45,2,42,1,0,0,0,0,0,26125,north
261251732003005,8.439,20.232,2.019,119,1,105,0,2,0,0,0,11,26125,north
261251732003006,8.234,20.063,1.864,46,1,43,0,0,1,0,0,1,26125,north
261251732003007,8.167,20.052,1.857,27,0,12,7,0,0,0,0,8,26125,north
261251732003008,8.177,19.898,1.702,28,5,20,1,0,1,0,0,1,26125,north
261251732003009,8.246,19.879,1.679,66,0,62,1,0,2,0,0,1,26125,north
261251732003010,8.331,19.883,1.677,36,0,28,0,0,0,0,0,8,26125,north
261251732003011,8.476,20.082,1.867,24,3,18,0,0,0,0,0,3,26125,north
261251732003012,8.524,19.951,1.733,73,0,71,0,0,2,0,0,0,26125,north
261251732003013,8.531,19.841,1.622,122,7,66,36,0,6,0,0,7,26125,north
261251733001000,8.495,19.733,1.517,91,5,57,10,1,8,0,0,10,26125,north
261251733001001,8.502,19.636,1.42,115,2,89,6,0,5,0,0,13,26125,north
261251733001002,8.509,19.542,1.325,86,3,72,0,0,5,0,0,6,26125,north
261251733001003,8.515,19.448,1.231,108,0,98,2,0,3,0,0,5,26125,north
261251733001004,8.522,19.354,1.136,92,0,83,6,0,3,0,0,0,26125,north
261251733001005,8.528,19.259,1.041,91,5,77,3,0,0,1,2,3,26125,north
261251733001006,8.534,19.165,0.947,98,6,89,0,0,2,0,0,1,26125,north
261251733001007,8.569,18.676,0.455,31,0,20,2,0,3,0,0,6,26125,north
261251733001008,8.599,18.224,0.001,0,0,0,0,0,0,0,0,0,26125,north
261251733002000,8.099,19.711,1.52,149,5,84,46,0,4,0,0,10,26125,north
261251733002001,8.112,19.61,1.418,98,0,82,11,1,2,0,1,1,26125,north
261251733002002,8.118,19.515,1.323,91,10,58,5,0,0,0,0,18,26125,north
261251733002003,8.126,19.421,1.228,95,0,77,4,0,2,0,0,12,26125,north
261251733002004,8.133,19.326,1.133,91,6,77,0,0,2,0,0,6,26125,north
261251733002005,8.141,19.232,1.039,93,0,78,8,0,2,0,2,3,26125,north
261251733002006,8.147,19.138,0.944,98,6,80,3,0,3,0,0,6,26125,north
261251733002007,8.155,19.024,0.829,52,1,42,7,0,1,0,0,1,26125,north
261251734001000,9.327,19.796,1.527,60,5,47,0,0,0,0,0,8,26125,north
261251734001001,9.116,19.782,1.526,13,1,11,0,0,1,0,0,0,26125,north
261251734001002,9.122,19.694,1.438,12,1,11,0,0,0,0,0,0,26125,north
261251734001003,9.334,19.708,1.439,92,1,81,0,0,0,0,0,10,26125,north
261251734001004,9.339,19.62,1.351,96,6,79,9,0,0,0,0,2,26125,north
261251734001005,9.128,19.606,1.349,16,3,8,2,0,0,0,0,3,26125,north
261251734001006,9.134,19.517,1.26,20,2,12,0,0,2,0,0,4,26125,north
261251734001007,9.344,19.531,1.262,86,0,79,3,0,0,0,0,4,26125,north
261251734001008,9.35,19.443,1.173,99,1,92,3,0,2,0,0,1,26125,north
261251734001009,9.14,19.428,1.171,23,4,19,0,0,0,0,0,0,26125,north
261251734001010,9.145,19.338,1.081,29,0,19,7,0,0,0,0,3,26125,north
261251734001011,9.356,19.354,1.083,97,1,84,2,1,0,0,0,9,26125,north
261251734001012,9.361,19.263,0.993,93,2,75,1,0,6,0,0,9,26125,north
261251734001013,9.153,19.25,0.992,32,9,22,0,0,0,0,0,1,26125,north
261251734001014,9.193,18.916,0.655,71,2,60,4,0,0,0,0,5,26125,north
261251734001015,9.3,19.163,0.896,43,8,33,0,0,0,0,0,2,26125,north
261251734001016,9.457,19.174,0.897,41,0,41,0,0,0,0,0,0,26125,north
261251734001017,9.517,18.877,0.598,113,7,94,0,0,4,0,4,4,26125,north
261251734001018,9.439,18.872,0.596,135,4,129,1,0,0,0,0,1,26125,north
261251734001019,9.36,18.866,0.595,106,1,89,0,0,4,0,0,12,26125,north
261251734001020,9.281,18.862,0.597,119,0,108,0,0,0,0,0,11,26125,north
261251734002000,9.872,19.698,1.401,0,0,0,0,0,0,0,0,0,26125,north
261251734002001,9.634,19.832,1.548,28,19,0,0,0,0,0,2,7,26125,north
261251734002002,9.658,19.754,1.469,49,9,31,0,0,1,0,0,8,26125,north
261251734002003,9.687,19.656,1.37,91,0,85,1,0,4,0,0,1,26125,north
261251734002004,9.716,19.558,1.271,97,3,82,1,0,10,0,0,1,26125,north
261251734002005,9.745,19.46,1.172,126,11,103,0,0,4,0,0,8,26125,north
261251734002006,10.055,19.363,1.055,0,0,0,0,0,0,0,0,0,26125,north
261251734002007,9.794,19.357,1.066,99,3,78,4,2,8,0,0,4,26125,north
261251734002008,9.895,19.252,0.954,98,5,71,16,0,0,0,4,2,26125,north
261251734002009,9.613,19.254,0.971,59,8,38,12,0,0,0,0,1,26125,north
261251734002010,9.635,18.92,0.636,220,4,190,14,0,9,0,0,3,26125,north
261251734002011,9.805,18.925,0.633,232,12,191,20,0,3,0,0,6,26125,north
261251734003000,10.332,18.856,0.533,0,0,0,0,0,0,0,0,0,26125,north
261251734003001,10.066,18.936,0.628,101,8,66,15,0,1,0,0,11,26125,north
261251734003002,10.268,18.612,0.294,111,9,64,25,0,4,0,0,9,26125,north
261251734003003,10.291,18.444,0.124,142,11,107,20,0,1,0,0,3,26125,north
261251734003004,10.265,18.534,0.217,144,9,113,13,1,5,0,0,3,26125,north
261251734003005,10.214,18.71,0.396,83,7,48,8,0,3,0,0,17,26125,north
261251734003006,10.326,18.365,0.042,21,2,7,6,1,4,0,0,1,26125,north
261251734003007,9.988,18.488,0.184,83,0,70,4,0,2,0,0,7,26125,north
261251734003008,9.837,18.478,0.184,114,3,98,0,0,1,0,0,12,26125,north
261251734003009,9.668,18.467,0.182,82,2,64,3,0,0,0,2,11,26125,north
261251734003010,9.549,18.584,0.303,0,0,0,0,0,0,0,0,0,26125,north
261251734003011,9.446,18.579,0.304,37,4,18,0,1,4,0,0,10,26125,north
261251734003012,9.388,18.452,0.18,59,3,41,11,0,0,0,0,4,26125,north
261251734003013,9.309,18.447,0.179,72,9,52,6,0,0,0,1,4,26125,north
261251734003014,9.232,18.446,0.183,38,3,30,3,0,0,0,0,2,26125,north
261251734003015,9.564,18.285,0.003,0,0,0,0,0,0,0,0,0,26125,north
261251734003016,9.51,18.402,0.123,37,4,28,5,0,0,0,0,0,26125,north
261251734003017,9.498,18.554,0.275,27,2,13,2,1,6,0,0,3,26125,north
261251734003018,10.542,18.503,0.16,0,0,0,0,0,0,0,0,0,26125,north
261251734003019,10.219,18.321,0.007,0,0,0,0,0,0,0,0,0,26125,north
261251734004000,9.064,19.687,1.434,0,0,0,0,0,0,0,0,0,26125,north
261251734004001,9.005,19.685,1.436,52,6,40,4,0,2,0,0,0,26125,north
261251734004002,8.917,19.677,1.434,73,2,65,3,0,0,0,0,3,26125,north
261251734004003,8.83,19.669,1.432,68,2,55,2,0,0,0,0,9,26125,north
261251734004004,8.742,19.662,1.43,70,6,58,4,0,0,0,0,2,26125,north
261251734004005,8.81,19.487,1.25,43,0,37,1,0,0,0,0,5,26125,north
261251734004006,8.989,19.503,1.255,47,0,45,0,0,0,0,0,2,26125,north
261251734004007,9.078,19.516,1.262,0,0,0,0,0,0,0,0,0,26125,north
261251734004008,9.005,19.415,1.166,45,0,34,0,0,10,0,1,0,26125,north
261251734004009,8.815,19.394,1.157,61,1,52,0,0,2,0,0,6,26125,north
261251734004010,8.822,19.3,1.063,46,1,43,0,0,1,0,0,1,26125,north
261251734004011,9.012,19.324,1.074,0,0,0,0,0,0,0,0,0,26125,north
261251734004012,9.02,19.234,0.984,44,4,37,0,0,1,0,0,2,26125,north
261251734004013,8.827,19.209,0.972,57,4,49,0,0,0,0,1,3,26125,north
