division,part,x,y
Pacific,69,-2030.1,1058
Pacific,69,-2033.3,1058.1
Pacific,69,-2031.3,1062.3
Pacific,70,-2073.4,1323.1
Pacific,70,-2085.1,1357.7
Pacific,70,-2072,1358.4
Pacific,70,-2057.8,1322.3
Pacific,70,-2073.4,1323.1
Pacific,71,-2072.5,1405.9
Pacific,71,-2045.3,1396.9
Pacific,71,-2038.5,1382.5
Pacific,71,-2038.6,1377.9
Pacific,71,-2040.3,1374.6
Pacific,71,-2061.6,1379.3
Pacific,71,-2072.5,1405.9
Pacific,72,-2111.1,1407.4
Pacific,72,-2100.3,1418
Pacific,72,-2101.7,1406.8
Pacific,72,-2111.1,1407.4
Pacific,73,-1675.8,1491.8
Pacific,73,-1665.6,1427.8
Pacific,73,-1646.9,1401.9
Pacific,73,-1677.8,1388
Pacific,73,-1697.5,1331
Pacific,73,-1718.9,1318.4
Pacific,73,-1724.1,1283.4
Pacific,73,-1705,1266.3
Pacific,73,-1714.9,1243.9
Pacific,73,-1964.6,1270.8
Pacific,73,-1969.4,1346.2
Pacific,73,-2018.3,1417.2
Pacific,73,-2048.1,1427.5
Pacific,73,-2049.3,1458
Pacific,73,-2074.2,1459.6
Pacific,73,-2106.1,1480.5
Pacific,73,-2130.5,1521.1
Pacific,73,-2206.7,1544.2
Pacific,73,-2222.9,1564.2
Pacific,73,-2206.9,1626.2
Pacific,73,-2224.3,1641.1
Pacific,73,-2219.7,1663.6
Pacific,73,-2281.5,1783.4
Pacific,73,-2272.9,1854.5
Pacific,73,-2297.6,1892.7
Pacific,73,-2289.1,1961.5
Pacific,73,-2324,1991.4
Pacific,73,-2318.5,2040
Pacific,73,-2353.6,2109.5
Pacific,73,-2334.4,2207.5
Pacific,73,-2360,2291.3
Pacific,73,-2298.5,2393.8
Pacific,73,-2310.6,2439.6
Pacific,73,-2297.3,2439.6
Pacific,73,-2296.2,2455.5
Pacific,73,-1953.5,2358.3
Pacific,73,-2037.5,2033.5
Pacific,73,-1675.8,1491.8
Pacific,74,-1999.6,3112
Pacific,74,-2002.1,3143.8
Pacific,74,-1979.3,3152.9
Pacific,74,-1996.4,3177.4
Pacific,74,-1545.6,3059.9
Pacific,74,-1612,2775.5
Pacific,74,-1609.6,2734.2
Pacific,74,-1584.6,2684.1
Pacific,74,-1673.8,2566.3
Pacific,74,-1652.4,2534.8
Pacific,74,-1671.3,2501.1
Pacific,74,-1715.7,2301.5
Pacific,74,-2296.4,2455.8
Pacific,74,-2300,2510.1
Pacific,74,-2287.2,2524.9
Pacific,74,-2300,2547
Pacific,74,-2230.8,2645
Pacific,74,-2144.2,2905.8
Pacific,74,-2123.2,3004.1
Pacific,74,-2131.8,3123.4
Pacific,74,-2115,3155.8
Pacific,74,-2045.8,3104.7
Pacific,74,-2013.4,3100.2
Pacific,74,-1999.6,3112
Pacific,75,-2055.6,2847.8
Pacific,75,-2056,2856.3
Pacific,75,-2069.3,2874.7
Pacific,75,-2055.6,2847.8
Pacific,76,-2059.4,2810.7
Pacific,76,-2054.1,2807
Pacific,76,-2055.2,2835.9
Pacific,76,-2059.4,2810.7
Pacific,77,-2027.7,2788.5
Pacific,77,-2026.8,2788.7
Pacific,77,-2033.8,2792.7
Pacific,77,-2027.7,2788.5
Pacific,78,-1941.1,2771.7
Pacific,78,-1965,2792.1
Pacific,78,-1977.9,2791.2
Pacific,78,-1941.1,2771.7
Pacific,79,-1880.8,2766.3
Pacific,79,-1765.9,2771.5
Pacific,79,-1941.1,2771.7
Pacific,79,-1880.8,2766.3
South Atlantic,1,1330.5,263.8
South Atlantic,1,1332.1,252.2
South Atlantic,1,1318.7,267.2
South Atlantic,1,1340.6,288.8
South Atlantic,1,1366,276.6
South Atlantic,1,1330.5,263.8
South Atlantic,2,798.9,915.5
South Atlantic,2,1043.9,941
South Atlantic,2,1032.5,960.4
South Atlantic,2,1021.7,1025.9
South Atlantic,2,1024.7,1065.6
South Atlantic,2,1039.2,1081.5
South Atlantic,2,1004,1145
South Atlantic,2,939.2,1376.5
South Atlantic,2,1054.6,1391.5
South Atlantic,2,1054.2,1417.1
South Atlantic,2,1074.8,1424.7
South Atlantic,2,1086.7,1454.3
South Atlantic,2,1120.1,1463.6
South Atlantic,2,1186.1,1528
South Atlantic,2,1197.6,1518.4
South Atlantic,2,1241.3,1543.6
South Atlantic,2,1266.5,1571.7
South Atlantic,2,1264.9,1599.3
South Atlantic,2,1089.3,1576.8
South Atlantic,2,1134.6,1598.8
South Atlantic,2,1223.7,1701.6
South Atlantic,2,1226.5,1698.5
South Atlantic,2,1225.9,1701.1
South Atlantic,2,1192.4,1712.6
South Atlantic,2,1155.2,1762.7
South Atlantic,2,1155.6,1791.8
South Atlantic,2,1177.8,1797.5
South Atlantic,2,1188.3,1817.1
South Atlantic,2,1189.6,1859.3
South Atlantic,2,1196.1,1866.3
South Atlantic,2,1208.4,1850.7
South Atlantic,2,1235.1,1914.8
South Atlantic,2,1256.4,1916.2
South Atlantic,2,1280.8,1946.6
South Atlantic,2,1291.8,2027.5
South Atlantic,2,1281.3,2055.9
South Atlantic,2,1292.7,2064.1
South Atlantic,2,1309.3,1962.6
South Atlantic,2,1396.6,1977.4
South Atlantic,2,1704,2037.7
South Atlantic,2,1728.2,2054.8
South Atlantic,2,1729.4,2012.7
South Atlantic,2,1791,1950
South Atlantic,2,1801.8,1913.5
South Atlantic,2,1797,1863.7
South Atlantic,2,1758.5,1743.6
South Atlantic,2,1778.3,1690.2
South Atlantic,2,1838.5,1569.9
South Atlantic,2,1837.9,1546.6
South Atlantic,2,1794.7,1516.7
South Atlantic,2,1762.8,1456.8
South Atlantic,2,1725.1,1459.6
South Atlantic,2,1675.9,1421.2
South Atlantic,2,1649.1,1344.3
South Atlantic,2,1630.4,1353.2
South Atlantic,2,1599.5,1341.8
South Atlantic,2,1566.8,1310.3
South Atlantic,2,1541.8,1234
South Atlantic,2,1466.3,1166.3
South Atlantic,2,1425,1105.7
South Atlantic,2,1388.8,994.4
South Atlantic,2,1394.6,956.2
South Atlantic,2,1426.1,854.1
South Atlantic,2,1510.1,738.4
South Atlantic,2,1521.9,680.9
South Atlantic,2,1596.8,549.8
South Atlantic,2,1609,404.7
South Atlantic,2,1582.2,343.9
South Atlantic,2,1465.3,266.5
South Atlantic,2,1440.5,259.2
South Atlantic,2,1398.9,273.4
South Atlantic,2,1409.3,292
South Atlantic,2,1509.8,332.4
South Atlantic,2,1474.2,391.8
South Atlantic,2,1424.6,415.6
South Atlantic,2,1404.2,462.6
South Atlantic,2,1371,470.2
South Atlantic,2,1296.7,580.2
South Atlantic,2,1279.1,622
South Atlantic,2,1286.2,700.7
South Atlantic,2,1270,741.9
South Atlantic,2,1245.1,742
South Atlantic,2,1177.5,821.9
South Atlantic,2,1148.1,834.9
South Atlantic,2,1057.7,767.9
South Atlantic,2,1020.6,774.5
South Atlantic,2,990.6,815.9
South Atlantic,2,921.2,841.1
South Atlantic,2,815.2,819.7
South Atlantic,2,826.6,855.4
South Atlantic,2,798.9,915.5
South Atlantic,3,1405.7,1920.4
South Atlantic,3,1406.7,1921.6
South Atlantic,3,1396.6,1977.4
South Atlantic,3,1405.7,1920.4
South Atlantic,4,1328.3,907
South Atlantic,4,1322.6,907.3
South Atlantic,4,1323.3,905.5
South Atlantic,4,1328.3,907
South Atlantic,5,1335.7,960.2
South Atlantic,5,1335.7,960.2
South Atlantic,5,1332.5,908.2
South Atlantic,5,1334.9,908.9
South Atlantic,5,1335.7,960.2
South Atlantic,6,1137.4,1402.2
South Atlantic,6,1163,1405.5
South Atlantic,6,1163.2,1405.9
South Atlantic,6,1137.4,1402.2
South Atlantic,7,1191.1,1351.1
South Atlantic,7,1147.5,1368.7
South Atlantic,7,1147.1,1367.7
South Atlantic,7,1193.5,1348.8
South Atlantic,7,1191.1,1351.1
South Atlantic,8,1194.8,1347.6
South Atlantic,8,1229.4,1296
South Atlantic,8,1342,1206.9
South Atlantic,8,1194.8,1347.6
South Atlantic,9,1578.7,1939.5
South Atlantic,9,1576,1953.8
South Atlantic,9,1567.2,1956.3
South Atlantic,9,1573,1941.9
South Atlantic,9,1578.7,1939.5
South Atlantic,10,1616.3,1903.9
South Atlantic,10,1629.4,1927.1
South Atlantic,10,1620.7,1913.8
South Atlantic,10,1617.4,1929.7
South Atlantic,10,1586.4,1936.3
South Atlantic,10,1618.7,1922.6
South Atlantic,10,1616.3,1903.9
South Atlantic,11,1536,1990
South Atlantic,11,1505.8,1994.5
South Atlantic,11,1536.1,1989.9
South Atlantic,11,1536,1990
South Atlantic,12,1553.6,1960.1
South Atlantic,12,1551.9,1960.6
South Atlantic,12,1551.8,1959.9
South Atlantic,12,1553.6,1960.1
South Atlantic,13,1254.5,1668
South Atlantic,13,1355.7,1709.6
South Atlantic,13,1358,1716.1
South Atlantic,13,1254.5,1668
South Atlantic,14,1403.9,1850.1
South Atlantic,14,1403.9,1850.2
South Atlantic,14,1403.9,1850.2
South Atlantic,14,1403.9,1850.1
South Atlantic,15,1418.3,1844.5
South Atlantic,15,1438.4,1836.5
South Atlantic,15,1438.4,1836.5
South Atlantic,15,1418.3,1844.5
West North Central,1,121.8,1551.5
West North Central,1,-532.4,1566.9
West North Central,1,-511.7,1903.6
West North Central,1,-504.6,2015.3
West North Central,1,-671.2,2027.6
West North Central,1,-652.2,2250.4
West North Central,1,-623.9,2577.2
West North Central,1,-595.6,2913.4
West North Central,1,-91,2888.9
West North Central,1,62.7,2888.4
West North Central,1,62.3,2930.7
West North Central,1,76.8,2929.3
West North Central,1,100.8,2860.8
West North Central,1,160.6,2849.4
West North Central,1,164.7,2837
West North Central,1,226.9,2851.4
West North Central,1,251,2842.4
West North Central,1,245.5,2833.4
West North Central,1,264.9,2828.7
West North Central,1,272.2,2807.6
West North Central,1,295.1,2823.9
West North Central,1,333.2,2790.8
West North Central,1,383.2,2815.6
West North Central,1,394.2,2799.1
West North Central,1,489.9,2796.5
West North Central,1,459.4,2714.5
West North Central,1,406.3,2713.4
West North Central,1,284.7,2636.5
West North Central,1,287.1,2570.7
West North Central,1,243.9,2529.5
West North Central,1,262.3,2499.3
West North Central,1,252.2,2422.2
West North Central,1,364.9,2342.7
West North Central,1,384.8,2288.3
West North Central,1,401.4,2205.3
West North Central,1,431.5,2193.6
West North Central,1,479,2138.9
West North Central,1,481.3,2115.3
West North Central,1,467.8,2078.7
West North Central,1,410.8,2056.1
West North Central,1,421.3,2005
West North Central,1,408.6,1972.4
West North Central,1,385.7,1958.4
West North Central,1,387.7,1939.4
West North Central,1,358.2,1963.8
West North Central,1,385.4,1938.6
West North Central,1,379.1,1910.1
West North Central,1,393.2,1866.4
West North Central,1,450.4,1816.1
West North Central,1,458.1,1779.5
West North Central,1,506.2,1773.1
West North Central,1,488.8,1702.6
West North Central,1,566.1,1647.4
West North Central,1,582.4,1576.2
West North Central,1,608.1,1568.9
West North Central,1,601.1,1525.2
West North Central,1,587.3,1529.3
West North Central,1,579.9,1510
West North Central,1,570.1,1521.6
West North Central,1,575.2,1486.6
West North Central,1,560.4,1484.9
West North Central,1,571,1473.9
West North Central,1,561.8,1457.5
West North Central,1,502.8,1453.2
West North Central,1,527.8,1489.1
West North Central,1,518.7,1510.5
West North Central,1,122.7,1495.6
West North Central,1,121.1,1725
West North Central,1,121.8,1551.5
West North Central,2,-44.3,2549.8
West North Central,2,-44.2,2550
West North Central,2,-623.9,2577.2
West North Central,2,-44.3,2549.8
West North Central,3,-43.8,2550.6
West North Central,3,-43.6,2551
West North Central,3,-91,2888.9
West North Central,3,-43.8,2550.6
West North Central,4,-164.1,2197.9
West North Central,4,-149.6,2209.4
West North Central,4,-165,2198.5
West North Central,4,-164.1,2197.9
West North Central,5,-7.8,2059.4
West North Central,5,-7.6,2059.1
West North Central,5,-10.7,2107.8
West North Central,5,-26,2139.5
West North Central,5,-7.8,2059.4
West North Central,6,8.5,2035.9
West North Central,6,6.6,2049.7
West North Central,6,-7.2,2058.5
West North Central,6,8.5,2035.9
West North Central,7,9.6,1967.8
West North Central,7,23.2,1945.4
West North Central,7,19.7,1952.6
West North Central,7,10.5,2021.2
West North Central,7,9.6,1967.8
West North Central,8,99.9,1799.7
West North Central,8,120.7,1792.8
West North Central,8,120.7,1793.2
West North Central,8,99.9,1799.7
West North Central,9,76.1,1836.3
West North Central,9,75.9,1836
West North Central,9,99.9,1799.7
West North Central,9,76.1,1836.3
West North Central,10,92.8,1869.2
West North Central,10,93.9,1866
West North Central,10,95.2,1868
West North Central,10,92.8,1869.2
West North Central,11,-35.3,2236.2
West North Central,11,-46.8,2274
West North Central,11,-48.6,2273.2
West North Central,11,-35.3,2236.2
West South Central,1,448.9,1103.5
West South Central,1,455.2,1113.5
West South Central,1,452.1,1072.5
West South Central,1,464.8,1075.5
West South Central,1,468.3,1059.4
West South Central,1,456.3,1057.4
West South Central,1,479.4,1046.3
West South Central,1,469.3,1025.7
West South Central,1,453.5,1025.3
West South Central,1,468.8,1020.4
West South Central,1,438.4,985.1
West South Central,1,446.6,975.6
West South Central,1,423.5,960.6
West South Central,1,434.2,955.1
West South Central,1,423.4,948.5
West South Central,1,428.7,931.7
West South Central,1,418.9,935.9
West South Central,1,425.4,921.5
West South Central,1,412.4,918.3
West South Central,1,415.3,889.9
West South Central,1,596.4,900.7
West South Central,1,587.4,861.9
West South Central,1,616.8,810.9
West South Central,1,686.9,810.3
West South Central,1,696.1,771.1
West South Central,1,665,730.1
West South Central,1,689.3,700.1
West South Central,1,671.6,674.7
West South Central,1,638.3,665.4
West South Central,1,635.8,692.3
West South Central,1,621.3,701.4
West South Central,1,495.3,670.9
West South Central,1,489.3,684.9
West South Central,1,400.5,707.3
West South Central,1,380,725.3
West South Central,1,327.1,722.9
West South Central,1,266.8,743
West South Central,1,211.7,727.1
West South Central,1,133.5,703.5
West South Central,1,65.5,639.8
West South Central,1,-86.4,545
West South Central,1,-131.5,452.4
West South Central,1,-110.3,325.5
West South Central,1,-144.2,311.3
West South Central,1,-167.9,333.4
West South Central,1,-221.5,336.1
West South Central,1,-310.2,376.6
West South Central,1,-344,446.3
West South Central,1,-348.4,506.8
West South Central,1,-422.1,587.9
West South Central,1,-455.3,680.9
West South Central,1,-521.9,758.8
West South Central,1,-609.2,776.3
West South Central,1,-616.9,763.6
West South Central,1,-644.7,763.7
West South Central,1,-667.5,707.5
West South Central,1,-710.3,683.4
West South Central,1,-822.6,765.5
West South Central,1,-852.4,876.5
West South Central,1,-895.2,908.3
West South Central,1,-1000.3,1036.2
West South Central,1,-996.5,1047.6
West South Central,1,-663.7,1016.5
West South Central,1,-624.4,1517.9
West South Central,1,-620.9,1517.7
West South Central,1,-616.8,1573.5
West South Central,1,121.8,1551.5
West South Central,1,127.9,1495.8
West South Central,1,518.7,1510.5
West South Central,1,527.8,1489.1
West South Central,1,502,1453.1
West South Central,1,559.5,1457.3
West South Central,1,568.3,1445.4
West South Central,1,541.4,1425.5
West South Central,1,551.5,1417.1
West South Central,1,547.3,1401.9
West South Central,1,535.3,1404.9
West South Central,1,539.5,1391.9
West South Central,1,524.6,1390.1
West South Central,1,535.9,1359.1
West South Central,1,515.7,1346.6
West South Central,1,515.9,1325
West South Central,1,500.1,1328.1
West South Central,1,493.5,1274.8
West South Central,1,462.7,1253.9
West South Central,1,474.9,1246.3
West South Central,1,461.2,1242.4
West South Central,1,461.6,1223.3
West South Central,1,450.3,1227.3
West South Central,1,460.6,1202.9
West South Central,1,446.2,1196.3
West South Central,1,457.2,1190.8
West South Central,1,438.9,1190.2
West South Central,1,442.6,1159.3
West South Central,1,456.1,1165
West South Central,1,448.7,1115.2
West South Central,1,181.7,1107.3
West South Central,1,448.7,1115.2
West South Central,1,448.9,1103.5
West South Central,2,180.4,1166.7
West South Central,2,179.3,1167
West South Central,2,184.1,993
West South Central,2,181.7,1107.3
West South Central,2,180.4,1166.7
West South Central,3,-355.2,1502.2
West South Central,3,-355.2,1502.2
West South Central,3,-399.1,1504.8
West South Central,3,-355.2,1502.2
West South Central,4,148.8,1165.4
West South Central,4,174.6,1168
West South Central,4,139.5,1175.6
West South Central,4,141.3,1372
West South Central,4,139.3,1174.5
West South Central,4,71.8,1211.1
West South Central,4,148.8,1165.4
