geoid,total,hispanic,nh_white,nh_black,nh_aian,nh_asian,nh_nhpi,nh_sor,nh_two,largest,largest_pct
261635862011,1201,61,691,369,8,5,0,7,60,White,57.5354
261635862012,1747,78,583,941,8,18,1,14,104,Black,53.8638
261635862013,1117,52,321,672,4,34,1,9,24,Black,60.1611
261635862014,1682,89,691,632,7,113,0,22,128,White,41.082
261635862015,1341,60,571,604,4,17,0,10,75,Black,45.041
261635863001,1018,37,835,69,4,1,0,2,70,White,82.0236
261635863002,1038,61,807,69,1,14,0,5,81,White,77.7457
261635870001,1147,49,966,68,2,9,0,0,53,White,84.2197
261635870002,1045,55,718,166,2,9,0,3,92,White,68.7081
261635870003,1816,61,1138,503,8,18,0,2,86,White,62.6652
261635879001,1910,69,948,717,2,62,0,7,105,White,49.6335
261635879002,2784,111,1319,1059,1,147,0,14,133,White,47.3779
261635879003,2321,41,745,1299,7,57,0,24,148,Black,55.9673
261635880011,1276,75,590,449,5,96,0,5,56,White,46.2382
261635880012,1096,28,597,377,4,51,0,2,37,White,54.4708
261635880013,918,43,307,468,1,52,0,7,40,Black,50.9804
261635880021,1691,101,848,586,4,37,3,2,110,White,50.1478
261635880022,1180,52,919,90,10,6,1,3,99,White,77.8814
261635881011,1370,119,955,167,8,11,0,3,107,White,69.708
261635881021,1265,53,977,159,1,19,0,1,55,White,77.2332
261635882001,1310,80,640,463,1,27,0,10,89,White,48.855
261635882002,1079,64,465,486,0,12,0,1,51,Black,45.0417
261635882003,745,40,440,219,4,13,0,0,29,White,59.0604
261635883001,1051,44,796,127,7,13,0,5,59,White,75.7374
261635883002,2146,107,1650,200,6,22,1,20,140,White,76.8872
261635883003,2511,86,1566,681,1,39,1,13,124,White,62.3656
261635884001,1482,58,1119,184,9,20,0,3,89,White,75.5061
261635884002,2211,51,1260,749,2,26,0,13,110,White,56.9878
261635884003,2029,71,1029,742,3,49,0,6,129,White,50.7146
261635893001,714,44,462,150,4,4,0,3,47,White,64.7059
261635893002,1274,26,1098,64,9,1,0,4,72,White,86.1852
261635893003,729,7,646,22,2,8,0,0,44,White,88.6145
261635893004,892,25,720,92,5,6,0,0,44,White,80.7175
261635894011,945,45,802,34,5,0,0,3,56,White,84.8677
261635894012,506,28,388,45,0,2,0,0,43,White,76.6798
261635894013,954,30,814,44,3,0,0,2,61,White,85.3249
261635894021,1357,68,887,238,4,5,1,7,147,White,65.3648
261635894022,1084,32,832,148,5,2,1,6,58,White,76.7528
261635894023,1205,75,784,240,6,2,2,8,88,White,65.0622
261635904011,1436,49,1289,35,1,4,0,9,49,White,89.7632
261635904012,2923,168,2485,98,13,11,0,5,143,White,85.0154
261635904013,3485,224,2728,254,19,26,0,13,221,White,78.2783
261635905001,1731,87,1511,38,10,11,1,3,70,White,87.2906
261635905002,1776,120,1397,124,2,3,0,4,126,White,78.6599
261635905003,1601,54,1371,72,1,7,0,16,80,White,85.634
261635905004,1462,84,1163,64,3,50,1,10,87,White,79.5486
261635906001,1543,80,1298,44,0,43,0,7,71,White,84.1218
261635906002,934,40,826,31,2,3,0,6,26,White,88.4368
261635915011,2161,141,1250,573,1,77,0,9,110,White,57.8436
261635915012,1751,122,1007,216,6,315,0,4,81,White,57.51
261635915021,0,0,0,0,0,0,0,0,0,NHPI,0
261635915022,76,9,16,15,4,19,0,4,9,Asian,25
261635915023,863,47,694,35,1,54,0,7,25,White,80.4171
261635915024,2536,176,1393,447,5,400,0,7,108,White,54.929
261635916001,795,41,501,104,0,99,0,16,34,White,63.0189
261635916002,1492,153,918,279,0,56,1,3,82,White,61.5282
261635917001,1928,139,1398,197,2,93,0,9,90,White,72.5104
261635917002,1900,92,1574,97,1,46,0,1,89,White,82.8421
261635917003,1611,98,1152,183,4,113,0,0,61,White,71.5084
261635917004,1898,131,1523,99,6,105,0,10,24,White,80.2424
261635918001,1598,62,1047,240,2,120,0,9,118,White,65.5194
261635918002,798,57,547,115,0,18,0,0,61,White,68.5464
261635918003,2176,163,1539,232,8,137,0,1,96,White,70.7261
261635918004,1617,160,1191,86,1,129,0,0,50,White,73.6549
261635919001,740,43,380,249,4,15,0,1,48,White,51.3514
261635919002,1112,79,893,57,9,32,0,8,34,White,80.3058
261635919003,841,70,648,43,5,16,0,0,59,White,77.0511
261635919004,1271,77,1058,48,10,22,0,1,55,White,83.2415
261635919005,1341,73,1136,44,6,14,0,0,68,White,84.7129
261635920001,840,47,732,16,1,9,0,5,30,White,87.1429
261635920002,1985,94,1500,191,2,81,0,7,110,White,75.5668
261635920003,604,40,464,27,3,24,0,1,45,White,76.8212
261635920004,1260,78,1036,46,5,21,1,3,70,White,82.2222
261635930011,715,26,493,142,0,14,0,1,39,White,68.951
261635930012,1424,88,1151,96,3,41,0,3,42,White,80.8287
261635930013,1348,82,1108,55,5,24,0,5,69,White,82.1958
261635930014,1217,102,965,53,7,31,0,0,59,White,79.2933
261635930015,747,40,555,112,5,7,0,4,24,White,74.2972
261635932001,2531,191,2041,100,6,85,0,5,103,White,80.6401
261635932002,1400,111,1004,154,1,53,0,5,72,White,71.7143
261635933011,1071,58,878,53,4,16,0,3,59,White,81.9795
261635933012,758,80,481,121,0,9,0,2,65,White,63.4565
261635933013,1712,154,1330,101,2,34,0,3,88,White,77.6869
261635940001,1835,117,1535,83,5,13,0,5,77,White,83.6512
261635940002,697,28,616,17,1,1,0,1,33,White,88.3788
261635941001,1846,93,1645,10,7,11,0,8,72,White,89.1116
261635941002,1378,51,1250,13,7,12,0,2,43,White,90.7112
261635941003,1163,44,1053,3,1,6,0,5,51,White,90.5417
261635942001,1274,50,1135,3,7,13,0,6,60,White,89.0895
261635942002,1246,58,1117,8,6,8,0,7,42,White,89.6469
261635943001,900,48,788,5,5,14,0,5,35,White,87.5556
261635943002,572,29,509,6,0,3,0,0,25,White,88.986
261635943003,1064,53,940,10,6,1,0,7,47,White,88.3459
261635943004,605,38,544,2,2,3,0,0,16,White,89.9174
261635944011,1222,86,1023,36,1,7,0,1,68,White,83.7152
261635944012,983,53,844,33,4,10,1,3,35,White,85.8596
261635944013,652,35,558,18,5,0,0,0,36,White,85.5828
261635945001,1334,89,1142,44,4,15,0,2,38,White,85.6072
261635945002,1748,99,1446,82,8,19,0,8,86,White,82.7231
261635950001,870,74,723,6,7,5,0,3,52,White,83.1034
261635950002,1555,104,1336,21,8,4,0,4,78,White,85.9164
261635950003,1365,45,1237,10,9,5,0,1,58,White,90.6227
261635951001,1547,56,1318,100,2,15,0,8,48,White,85.1972
261635951002,1396,84,1213,10,5,7,0,10,67,White,86.8911
261635951003,1301,99,916,187,5,39,0,7,48,White,70.4074
261635951004,1283,66,1017,61,1,66,0,5,67,White,79.2673
261635952011,1057,61,694,223,3,11,0,2,63,White,65.6575
261635952012,935,43,818,21,1,18,1,2,31,White,87.4866
261635952013,1172,47,1054,10,3,23,0,1,34,White,89.9317
261635961001,753,21,682,5,1,20,0,3,21,White,90.571
261635961002,857,39,781,7,1,6,0,4,19,White,91.1319
261635961003,1454,33,1349,6,3,12,0,8,43,White,92.7785
261635961004,606,13,550,1,3,16,0,4,19,White,90.7591
261635962001,1770,80,1535,15,2,63,0,6,69,White,86.7232
261635962002,1153,66,1017,8,0,19,0,2,41,White,88.2047
261635962003,1398,59,1255,8,0,32,0,1,43,White,89.7711
261635963001,1599,86,1405,8,4,27,0,1,68,White,87.8674
261635963002,1198,41,1081,3,0,32,0,5,36,White,90.2337
261635970001,1512,82,1241,86,10,27,0,9,57,White,82.0767
261635970002,1213,45,1090,9,1,10,0,3,55,White,89.8599
261635970003,2272,95,1920,103,6,13,0,7,128,White,84.507
261635980001,1321,64,1130,37,10,8,1,1,70,White,85.5413
261635980002,1919,56,1754,10,6,16,1,3,73,White,91.4018
261635990011,1879,136,1539,67,6,13,1,4,113,White,81.9053
261635990012,1928,85,1480,223,12,20,0,14,94,White,76.7635
261635990013,1467,80,1253,42,0,18,1,9,64,White,85.4124
261635991001,2221,155,1726,157,3,18,2,6,154,White,77.7127
261635991002,1713,101,1463,20,1,5,1,3,119,White,85.4057
261635991003,1313,67,1098,69,6,5,1,0,67,White,83.6253
261639817001,0,0,0,0,0,0,0,0,0,Two or More,0
261639818001,0,0,0,0,0,0,0,0,0,Black,0
261639819011,0,0,0,0,0,0,0,0,0,Two or More,0
261639819021,0,0,0,0,0,0,0,0,0,White,0
261639820001,20,1,18,0,0,0,0,0,1,White,90
261639821011,0,0,0,0,0,0,0,0,0,NHPI,0
261639821012,7,0,0,4,0,0,0,0,3,Black,57.1429
261639821021,11,1,7,0,0,0,0,0,3,White,63.6364
261639822001,9,0,7,0,0,0,0,0,2,White,77.7778
261639823011,1,1,0,0,0,0,0,0,0,Hispanic,100
261639823012,24,6,12,4,0,0,0,1,1,White,50
261639823013,0,0,0,0,0,0,0,0,0,Black,0
261639823021,0,0,0,0,0,0,0,0,0,Black,0
261639824001,99,16,57,18,0,0,0,2,6,White,57.5758
261639825001,0,0,0,0,0,0,0,0,0,Some Other Race,0
261639826001,7,1,4,0,0,0,0,0,2,White,57.1429
261639827001,11,0,9,0,0,0,0,0,2,White,81.8182
261639829001,0,0,0,0,0,0,0,0,0,Black,0
261639831001,0,0,0,0,0,0,0,0,0,White,0
261639832001,0,0,0,0,0,0,0,0,0,White,0
261639833011,0,0,0,0,0,0,0,0,0,Hispanic,0
261639833021,0,0,0,0,0,0,0,0,0,AIAN,0
261639834001,256,3,217,23,0,6,0,0,7,White,84.7656
261639836001,0,0,0,0,0,0,0,0,0,White,0
261639836002,9,0,5,0,3,0,0,0,1,White,55.5556
261639836003,0,0,0,0,0,0,0,0,0,Black,0
261639837001,0,0,0,0,0,0,0,0,0,AIAN,0
261639838001,0,0,0,0,0,0,0,0,0,White,0
261639838002,0,0,0,0,0,0,0,0,0,Hispanic,0
261639838003,0,0,0,0,0,0,0,0,0,AIAN,0
261639838004,0,0,0,0,0,0,0,0,0,Hispanic,0
261639838005,0,0,0,0,0,0,0,0,0,Hispanic,0
261639839011,6,2,1,1,0,1,0,0,1,Hispanic,33.3333
261639839021,0,0,0,0,0,0,0,0,0,Two or More,0
261639839031,0,0,0,0,0,0,0,0,0,Asian,0
261639841001,4,2,0,0,0,0,0,0,2,Hispanic,50
261639842001,0,0,0,0,0,0,0,0,0,Two or More,0
261639850001,13,8,0,5,0,0,0,0,0,Hispanic,61.5385
261639850002,6,1,0,5,0,0,0,0,0,Black,83.3333
261639851001,154,4,63,79,0,2,0,2,4,Black,51.2987
261639852001,3,1,1,0,0,0,0,0,1,Hispanic,33.3333
261639853001,220,7,92,91,3,8,0,1,18,White,41.8182
261639854001,16,0,16,0,0,0,0,0,0,White,100
261639855001,0,0,0,0,0,0,0,0,0,NHPI,0
261639856001,0,0,0,0,0,0,0,0,0,Hispanic,0
261639857001,0,0,0,0,0,0,0,0,0,AIAN,0
261639858001,0,0,0,0,0,0,0,0,0,Two or More,0
261639859001,0,0,0,0,0,0,0,0,0,Some Other Race,0
261639861001,3,0,1,0,0,0,0,0,2,Two or More,66.6667
261639862001,0,0,0,0,0,0,0,0,0,AIAN,0
261639863001,29,8,11,7,0,0,0,0,3,White,37.931
261639864001,50,0,48,0,0,0,0,0,2,White,96
261639865011,0,0,0,0,0,0,0,0,0,Some Other Race,0
261639865021,0,0,0,0,0,0,0,0,0,Some Other Race,0
261639866001,0,0,0,0,0,0,0,0,0,White,0
261639870001,7,0,0,3,0,0,1,1,2,Black,42.8571
261639901000,0,0,0,0,0,0,0,0,0,White,0
261639902000,0,0,0,0,0,0,0,0,0,Black,0
