"division","piece","x","y"
"East North Central",1,544.918,78.934
"East North Central",1,546.016,77.9646
"East North Central",1,546.981,78.238
"East North Central",1,547.045,80.8008
"East North Central",1,547.797,82.753
"East North Central",1,547.769,84.2144
"East North Central",1,549.686,85.6103
"East North Central",1,550.89,86.1557
"East North Central",1,551.549,84.894
"East North Central",1,554.232,84.8717
"East North Central",1,555.882,86.318
"East North Central",1,555.504,87.7419
"East North Central",1,553.843,87.4847
"East North Central",1,552.114,87.8488
"East North Central",1,550.713,87.5323
"East North Central",1,548.639,87.7034
"East North Central",1,546.54,88.2274
"East North Central",1,545.11,88.8307
"East North Central",1,543.744,88.1872
"East North Central",1,541.942,88.8788
"East North Central",1,540.182,90.7224
"East North Central",1,538.511,89.6458
"East North Central",1,537.307,88.4516
"East North Central",1,535.407,87.8824
"East North Central",1,532.55,87.6529
"East North Central",1,530.612,87.9123
"East North Central",1,528.933,90.2066
"East North Central",1,527.512,90.0082
"East North Central",1,526.364,91.2029
"East North Central",1,524.344,90.6058
"East North Central",1,521.87,91.2733
"East North Central",1,521.193,93.2484
"East North Central",1,520.214,94.646
"East North Central",1,519.058,95.6906
"East North Central",1,518.283,97.3142
"East North Central",1,517.128,97.5984
"East North Central",1,517.078,96.1906
"East North Central",1,517.716,95.3908
"East North Central",1,516.037,94.1644
"East North Central",1,515.385,95.8007
"East North Central",1,513.928,96.8158
"East North Central",1,512.548,96.134
"East North Central",1,511.391,97.2487
"East North Central",1,509.603,101.901
"East North Central",1,507.496,105.91
"East North Central",1,507.136,107.645
"East North Central",1,506.822,109.766
"East North Central",1,504.588,110.365
"East North Central",1,504.394,111.796
"East North Central",1,502.816,114.651
"East North Central",1,502.791,116.614
"East North Central",1,502.314,117.304
"East North Central",1,503.596,117.954
"East North Central",1,504.439,116.489
"East North Central",1,505.537,115.849
"East North Central",1,506.084,114.293
"East North Central",1,507.625,111.906
"East North Central",1,509.248,111.154
"East North Central",1,511.19,107.524
"East North Central",1,511.381,105.987
"East North Central",1,512.755,105.108
"East North Central",1,513.409,103.578
"East North Central",1,514.399,103.522
"East North Central",1,514.493,104.633
"East North Central",1,513.751,105.418
"East North Central",1,513.694,107.327
"East North Central",1,512.356,109.773
"East North Central",1,512.235,110.884
"East North Central",1,511.453,111.889
"East North Central",1,510.212,115.577
"East North Central",1,509.717,116.417
"East North Central",1,508.903,121.179
"East North Central",1,509.553,123.08
"East North Central",1,509.225,124.014
"East North Central",1,507.897,125.51
"East North Central",1,507.199,129.26
"East North Central",1,507.814,131.091
"East North Central",1,507.874,132.642
"East North Central",1,506.989,134.784
"East North Central",1,507.056,136.024
"East North Central",1,506.117,139.388
"East North Central",1,506.247,142.601
"East North Central",1,506.726,143.651
"East North Central",1,506.473,144.535
"East North Central",1,507.26,145.74
"East North Central",1,507.493,147.271
"East North Central",1,508.476,148.461
"East North Central",1,508.075,150.996
"East North Central",1,508.489,153.661
"East North Central",1,508.337,157.056
"East North Central",1,508.928,158.666
"East North Central",1,510.655,160.866
"East North Central",2,514.563,102.423
"East North Central",2,514.718,101.186
"East North Central",2,515.883,100.56
"East North Central",2,516.315,101.178
"East North Central",2,515.353,103.351
"East North Central",2,514.563,102.423
"East North Central",3,468.58,78.4086
"East North Central",3,467.525,78.6221
"East North Central",3,465.721,76.6596
"East North Central",3,467.218,76.0439
"East North Central",3,468.315,76.2914
"East North Central",3,468.987,77.5791
"East North Central",3,468.58,78.4086
"East North Central",4,492.434,54.0802
"East North Central",4,492.468,54.8453
"East North Central",4,491.099,56.085
"East North Central",4,490.842,57.1789
"East North Central",4,487.693,58.7412
"East North Central",4,487.23,59.9075
"East North Central",4,484.248,61.469
"East North Central",4,483.023,60.6448
"East North Central",4,483.386,60.0594
"East North Central",4,483.854,59.554
"East North Central",4,488.01,57.1126
"East North Central",4,490.071,55.357
"East North Central",4,492.434,54.0802
"East North Central",5,527.179,106.272
"East North Central",5,526.017,107.679
"East North Central",5,525.218,106.825
"East North Central",5,526.164,104.663
"East North Central",5,527.356,105.25
"East North Central",5,527.179,106.272
"East North Central",6,533.216,93.1126
"East North Central",6,531.932,96.3081
"East North Central",6,530.559,96.6442
"East North Central",6,529.302,94.1266
"East North Central",6,529.901,93.9374
"East North Central",6,531.294,92.2519
"East North Central",6,533.318,92.2425
"East North Central",6,533.216,93.1126
"East North Central",7,544.224,92.5024
"East North Central",7,541.915,90.5065
"East North Central",7,542.264,89.8406
"East North Central",7,543.604,90.8456
"East North Central",7,545.703,91.5919
"East North Central",7,545.333,92.4215
"East North Central",7,544.224,92.5024
"West North Central",1,462.994,195.222
"West North Central",1,462.558,197.941
"West North Central",1,463.058,200.599
"West North Central",1,463.748,201.861
"West North Central",1,463.848,203.648
"West North Central",1,464.896,204.626
"West North Central",1,464.864,205.667
"West North Central",1,468.629,208.858
"West North Central",1,469.548,210.413
"West North Central",1,472.322,212.183
"West North Central",1,473.892,213.599
"West North Central",1,474.706,216.313
"West North Central",1,474.311,217.163
"West North Central",1,475.208,219.488
"West North Central",1,476.637,220.286
"West North Central",1,477.737,218.605
"West North Central",1,478.715,218.579
"West North Central",1,481.012,219.316
"West North Central",1,482.668,220.308
"West North Central",1,482.656,221.083
"West North Central",1,481.489,222.571
"West North Central",1,481.959,224.577
"West North Central",1,481.153,225.813
"West North Central",1,480.722,227.729
"West North Central",1,479.699,229.835
"West North Central",1,479.908,231.369
"West North Central",1,482.051,233.763
"West North Central",1,483.371,234.46
"West North Central",1,485.076,235.783
"West North Central",1,486.359,237.47
"West North Central",1,487.314,236.816
"West North Central",1,489.544,238.263
"West North Central",1,490.002,239.208
"West North Central",1,492.091,240.187
"West North Central",1,492.617,242.22
"West North Central",1,492.424,243.127
"West North Central",1,493.769,245.21
"West North Central",1,493.801,246.12
"West North Central",1,492.911,246.739
"West North Central",1,493.619,249.12
"West North Central",1,494.722,250.552
"West North Central",1,495.141,251.601
"West North Central",1,498.37,252.447
"West North Central",1,498.875,252.841
"West North Central",1,498.337,254.848
"West North Central",1,498.323,256.47
"West North Central",1,497.737,257.212
"West North Central",1,498.324,258.133
"West North Central",1,497.577,259.841
"West North Central",1,496.146,258.971
"West North Central",1,495.392,259.054
"West North Central",1,495.057,260.143
"West North Central",1,493.131,260.059
"West North Central",1,493.296,261.409
"West North Central",1,493.713,264.102
"West North Central",1,492.622,264.208
"West North Central",1,493.35,265.317
"West North Central",1,492.485,267.057
"West North Central",1,492.988,267.867
"West North Central",1,491.812,268.89
"West North Central",1,491.16,270.387
"West North Central",1,482.196,271.034
"West North Central",1,483.119,268.9
"West North Central",1,484.085,267.566
"West North Central",1,484.961,266.992
"West North Central",1,486.157,265.338
"West North Central",1,486.034,263.867
"West North Central",1,485.092,263.414
"West North Central",1,484.684,262.013
"West North Central",1,471.04,262.74
"West North Central",1,463.799,263.065
"West North Central",1,453.869,263.511
"West North Central",1,446.798,263.759
"West North Central",1,438.753,263.992
"West North Central",1,431.28,264.171
"West North Central",1,422.028,264.325
"West North Central",1,421.899,255.469
"West North Central",1,412.068,255.568
"West North Central",1,405.592,255.6
"West North Central",1,395.636,255.596
"West North Central",1,382.213,255.454
"West North Central",1,369.773,255.22
"West North Central",1,358.96,254.882
"West North Central",1,345.576,254.337
"West North Central",1,334.896,253.884
"West North Central",1,325.145,253.409
"West North Central",1,318.36,253.034
"West North Central",1,319.204,239.839
"West North Central",1,319.595,233.208
"West North Central",1,320.234,222.858
"West North Central",1,321.165,207.339
"West North Central",1,321.625,199.744
"West North Central",1,322.01,193.811
"West North Central",1,322.753,182.065
"West North Central",1,316.098,181.626
"West North Central",1,302.694,180.636
"West North Central",1,296.393,180.123
"West North Central",1,297.443,167.83
"West North Central",1,298.271,158.09
"West North Central",1,299.39,144.859
"West North Central",1,300.201,135.031
"West North Central",1,301.23,122.87
"West North Central",1,302.316,109.741
"West North Central",1,302.548,109.741
"West North Central",1,303.035,103.821
"West North Central",1,303.878,93.1393
"West North Central",1,304.721,83.266
"West North Central",1,305.933,68.9465
"West North Central",1,306.667,60.7091
"West North Central",1,307.625,48.6963
"West North Central",1,308.355,39.9262
"West North Central",1,316.222,40.5821
"West North Central",1,329.771,41.5596
"West North Central",1,342.548,42.3139
"West North Central",1,356.739,42.9898
"West North Central",1,368.981,43.4068
"West North Central",1,379.754,43.6746
"West North Central",1,388.206,43.813
"West North Central",1,397.863,43.9082
"West North Central",1,412.539,43.893
"West North Central",1,412.484,37.1983
"West North Central",1,413.596,37.7292
"West North Central",1,414.832,37.4471
"West North Central",1,416.427,38.2562
"West North Central",1,416.96,41.6534
"West North Central",1,417.247,42.0881
"West North Central",1,418.085,45.8291
"West North Central",1,417.976,47.4759
"West North Central",1,418.875,48.3677
"West North Central",1,420.917,49.1103
"West North Central",1,422.854,48.8619
"West North Central",1,423.242,49.7066
"West North Central",1,428.04,50.0769
"West North Central",1,428.421,51.8603
"West North Central",1,430.086,51.9987
"West North Central",1,432.518,51.4249
"West North Central",1,432.534,50.6209
"West North Central",1,433.894,49.9771
"West North Central",1,435.538,49.6539
"West North Central",1,436.313,49.9365
"West North Central",1,438.52,49.7535
"West North Central",1,439.251,50.3671
"West North Central",1,441.249,51.2692
"West North Central",1,442.346,51.1684
"West North Central",1,442.131,52.4999
"West North Central",1,443.823,52.7634
"West North Central",1,444.537,53.3317
"West North Central",1,444.417,54.4238
"West North Central",1,445.697,56.6709
"West North Central",1,446.33,56.293
"West North Central",1,446.872,54.2759
"West North Central",1,449.319,54.1022
"West North Central",1,449.999,54.7342
"West North Central",1,450.282,56.0057
"West North Central",1,452.685,56.7283
"West North Central",1,453.471,56.7158
"West North Central",1,453.802,58.0942
"West North Central",1,455.391,58.2141
"West North Central",1,455.635,59.1634
"West North Central",1,459.084,58.4578
"West North Central",1,460.15,57.419
"West North Central",1,463.018,55.5773
"West North Central",1,463.761,55.4283
"West North Central",1,464.679,57.4976
"West North Central",1,465.562,57.9068
"West North Central",1,467.169,57.351
"West North Central",1,468.314,57.574
"West North Central",1,472.281,57.23
"West North Central",1,473.572,57.5786
"West North Central",1,474.313,58.7073
"West North Central",1,475.598,59.1575
"West North Central",1,476.973,58.4833
"West North Central",1,478.462,58.5907
"West North Central",1,478.11,59.6691
"West North Central",1,476.598,60.8164
"West North Central",1,475.081,61.4271
"West North Central",1,474.513,62.0153
"West North Central",1,472.027,63.087
"West North Central",1,469.283,64.0038
"West North Central",1,467.934,64.644
"West North Central",1,465.635,66.1514
"West North Central",1,464.116,67.4151
"West North Central",1,460.936,70.6542
"West North Central",1,459.637,72.5095
"West North Central",1,457.416,75.0735
"West North Central",1,456.047,76.0011
"West North Central",1,455.245,77.15
"West North Central",1,453.357,78.8614
"West North Central",1,450.364,81.2638
"West North Central",1,451.003,82.9487
"West North Central",1,449.431,82.5728
"West North Central",1,448.724,83.7742
"West North Central",1,447.672,83.8421
"West North Central",1,448.052,94.1682
"West North Central",1,447.385,95.2257
"West North Central",1,445.035,96.1145
"West North Central",1,442.934,97.7064
"West North Central",1,442.309,99.3771
"West North Central",1,441.205,100.731
"West North Central",1,441.146,103.226
"West North Central",1,442.69,103.454
"West North Central",1,444.124,105.509
"West North Central",1,443.54,107.318
"West North Central",1,442.792,108.249
"West North Central",1,442.783,109.831
"West North Central",1,443.16,111.258
"West North Central",1,442.413,112.129
"West North Central",1,442.949,112.867
"West North Central",1,443.136,114.286
"West North Central",1,442.559,117.359
"West North Central",1,444.997,120.017
"West North Central",1,445.88,120.605
"West North Central",1,448.855,121.194
"West North Central",1,449.943,122.784
"West North Central",1,453.381,124.114
"West North Central",1,454.01,124.864
"West North Central",1,454.372,126.384
"West North Central",1,455.373,127.521
"West North Central",1,456.639,128.09
"West North Central",1,458.562,129.803
"West North Central",1,460.26,130.171
"West North Central",1,462.279,132.702
"West North Central",1,462.945,134.077
"West North Central",1,462.667,135.973
"West North Central",1,463.519,138.867
"West North Central",1,463.378,139.751
"West North Central",1,463.764,141.099
"West North Central",1,465.095,142.093
"West North Central",1,465.779,143.114
"West North Central",1,464.388,145.297
"West North Central",1,464.481,146.99
"West North Central",1,465.073,149.349
"West North Central",1,465.612,150.018
"West North Central",1,466.054,151.57
"West North Central",1,466.794,152.522
"West North Central",1,467.801,153.101
"West North Central",1,470.956,153.946
"West North Central",1,471.821,155.988
"West North Central",1,471.808,156.637
"West North Central",1,472.893,157.163
"West North Central",1,474.514,158.517
"West North Central",1,474.795,159.898
"West North Central",1,476.074,161.15
"West North Central",1,477.827,162.005
"West North Central",1,478.473,162.724
"West North Central",1,478.86,164.658
"West North Central",1,478.539,167.942
"West North Central",1,476.918,169.278
"West North Central",1,476.694,171.838
"West North Central",1,475.178,173.26
"West North Central",1,473.749,173.471
"West North Central",1,472.108,174.656
"West North Central",1,469.938,174.891
"West North Central",1,469.214,175.38
"West North Central",1,467.858,175.438
"West North Central",1,466.883,178.568
"West North Central",1,467.915,180.003
"West North Central",1,469.076,180.919
"West North Central",1,469.29,183.694
"West North Central",1,467.554,186.145
"West North Central",1,467.321,188.789
"West North Central",1,466.476,189.462
"West North Central",1,464.472,189.985
"West North Central",1,463.813,191.418
"West North Central",1,464.187,191.827
"West North Central",1,464.216,193.802
"West North Central",1,463.616,194.201
"West North Central",1,462.994,195.222
"South Atlantic",1,630.785,458.248
"South Atlantic",1,629.027,458.499
"South Atlantic",1,629.126,457.709
"South Atlantic",1,629.529,456.992
"South Atlantic",1,631.371,456.657
"South Atlantic",1,630.785,458.248
"South Atlantic",2,626.514,458.332
"South Atlantic",2,626.263,457.578
"South Atlantic",2,626.849,456.657
"South Atlantic",2,627.854,457.076
"South Atlantic",2,627.77,458.081
"South Atlantic",2,626.514,458.332
"South Atlantic",3,622.99,353.835
"South Atlantic",3,623.588,356.269
"South Atlantic",3,627.192,365.58
"South Atlantic",3,629.225,369.336
"South Atlantic",3,633.34,375.916
"South Atlantic",3,636.828,380.196
"South Atlantic",3,640.713,384.488
"South Atlantic",3,642.005,386.728
"South Atlantic",3,641.181,387.725
"South Atlantic",3,641.098,389.056
"South Atlantic",3,641.805,391.749
"South Atlantic",3,642.822,393.872
"South Atlantic",3,646.23,398.777
"South Atlantic",3,649.277,404.644
"South Atlantic",3,651.443,408.003
"South Atlantic",3,654.012,413.05
"South Atlantic",3,654.489,414.519
"South Atlantic",3,654.972,418.007
"South Atlantic",3,655.26,426.464
"South Atlantic",3,655.624,429.423
"South Atlantic",3,656.031,431.071
"South Atlantic",3,655.76,433.807
"South Atlantic",3,654.395,432.857
"South Atlantic",3,653.59,435.089
"South Atlantic",3,653.447,437.71
"South Atlantic",3,654.087,438.938
"South Atlantic",3,656.245,437.479
"South Atlantic",3,655.407,439.823
"South Atlantic",3,653.999,443.109
"South Atlantic",3,652.225,446.105
"South Atlantic",3,650.131,448.785
"South Atlantic",3,645.525,452.302
"South Atlantic",3,643.431,453.307
"South Atlantic",3,642.594,452.721
"South Atlantic",3,644.185,451.381
"South Atlantic",3,647.032,449.538
"South Atlantic",3,650.382,446.272
"South Atlantic",3,651.639,444.513
"South Atlantic",3,651.682,442.674
"South Atlantic",3,649.242,443.261
"South Atlantic",3,647.809,444.226
"South Atlantic",3,646.676,443.731
"South Atlantic",3,645.145,444.762
"South Atlantic",3,642.592,445.563
"South Atlantic",3,641.423,444.622
"South Atlantic",3,640.797,443.617
"South Atlantic",3,640.745,440.787
"South Atlantic",3,639.507,439.272
"South Atlantic",3,638.741,437.74
"South Atlantic",3,637.757,436.584
"South Atlantic",3,636.63,436.233
"South Atlantic",3,635.994,435.046
"South Atlantic",3,632.028,433.596
"South Atlantic",3,631.209,434.376
"South Atlantic",3,630.215,433.639
"South Atlantic",3,628.288,429.623
"South Atlantic",3,627.272,426.691
"South Atlantic",3,625.746,425.003
"South Atlantic",3,624.286,424.949
"South Atlantic",3,623.401,425.608
"South Atlantic",3,621.6,424.919
"South Atlantic",3,620.269,422.918
"South Atlantic",3,619.575,420.279
"South Atlantic",3,618.544,418.641
"South Atlantic",3,615.828,415.142
"South Atlantic",3,614.036,412.317
"South Atlantic",3,611.218,409.494
"South Atlantic",3,610.193,407.984
"South Atlantic",3,611.648,407.919
"South Atlantic",3,612.497,406.514
"South Atlantic",3,613.32,404.464
"South Atlantic",3,614.441,403.201
"South Atlantic",3,614.077,402.513
"South Atlantic",3,612.352,402.082
"South Atlantic",3,611.454,403.419
"South Atlantic",3,611.534,404.24
"South Atlantic",3,610.555,406.272
"South Atlantic",3,609.657,404.529
"South Atlantic",3,607.804,402.619
"South Atlantic",3,607.688,399.71
"South Atlantic",3,606.83,397.111
"South Atlantic",3,608.135,395.689
"South Atlantic",3,609.056,390.251
"South Atlantic",3,608.502,387.663
"South Atlantic",3,607.771,387.319
"South Atlantic",3,607.181,385.117
"South Atlantic",3,607.68,384.066
"South Atlantic",3,606.355,382.465
"South Atlantic",3,606.234,381.64
"South Atlantic",3,605.148,381.001
"South Atlantic",3,604.952,379.975
"South Atlantic",3,602.324,379.991
"South Atlantic",3,601.566,380.931
"South Atlantic",3,600.959,378.942
"South Atlantic",3,599.412,378.403
"South Atlantic",3,599.194,377.471
"South Atlantic",3,597.996,376.067
"South Atlantic",3,595.335,374.829
"South Atlantic",3,594.794,372.295
"South Atlantic",3,592.807,371.628
"South Atlantic",3,590.215,368.508
"South Atlantic",3,586.126,366.9
"South Atlantic",3,584.953,366.038
"South Atlantic",3,584.001,366.067
"South Atlantic",3,580.668,367.266
"South Atlantic",3,579.617,368.255
"South Atlantic",3,580.289,369.675
"South Atlantic",3,580.115,370.172
"South Atlantic",3,578.218,369.915
"South Atlantic",3,576.672,370.751
"South Atlantic",3,577.024,372.082
"South Atlantic",3,575.185,373.137
"South Atlantic",3,574.05,374.524
"South Atlantic",3,570.186,376.836
"South Atlantic",3,566.73,375.566
"South Atlantic",3,565.359,376.101
"South Atlantic",3,564.401,374.46
"South Atlantic",3,564.029,373.021
"South Atlantic",3,564.359,371.6
"South Atlantic",3,562.717,371.072
"South Atlantic",3,560.814,369.601
"South Atlantic",3,559.288,369.051
"South Atlantic",3,557.402,367.817
"South Atlantic",3,554.375,366.505
"South Atlantic",3,550.877,365.584
"South Atlantic",3,547.948,365.234
"South Atlantic",3,544.584,365.289
"South Atlantic",3,541.321,365.879
"South Atlantic",3,536.801,367.248
"South Atlantic",3,534.334,367.651
"South Atlantic",3,531.384,368.578
"South Atlantic",3,532.283,367.374
"South Atlantic",3,532.673,365.341
"South Atlantic",3,532.14,364.503
"South Atlantic",3,532.643,362.746
"South Atlantic",3,532.574,361.82
"South Atlantic",3,530.587,360.567
"South Atlantic",3,528.713,358.48
"South Atlantic",3,529.225,356.923
"South Atlantic",3,529.05,356.126
"South Atlantic",3,535.595,355.502
"South Atlantic",3,544.589,354.703
"South Atlantic",3,554.633,353.697
"South Atlantic",3,567.965,352.083
"South Atlantic",3,567.252,350.26
"South Atlantic",3,566.019,349.016
"South Atlantic",3,565.888,345.904
"South Atlantic",3,566.274,342.635
"South Atlantic",3,565.879,341.341
"South Atlantic",3,564.727,340.148
"South Atlantic",3,564.196,337.649
"South Atlantic",3,565.033,335.279
"South Atlantic",3,565.096,333.141
"South Atlantic",3,564.825,332.309
"South Atlantic",3,566.553,330.633
"South Atlantic",3,567.027,329.79
"South Atlantic",3,565.164,328.706
"South Atlantic",3,565.481,326.783
"South Atlantic",3,564.798,325.423
"South Atlantic",3,563.756,324.491
"South Atlantic",3,562.807,321.983
"South Atlantic",3,561.517,319.805
"South Atlantic",3,557.702,306.157
"South Atlantic",3,555.452,298.011
"South Atlantic",3,552.339,287.228
"South Atlantic",3,551.261,283.168
"South Atlantic",3,554.4,282.85
"South Atlantic",3,561.845,281.908
"South Atlantic",3,569.517,280.972
"South Atlantic",3,569.548,276.718
"South Atlantic",3,570.298,275.866
"South Atlantic",3,571.001,276.285
"South Atlantic",3,572.134,276.024
"South Atlantic",3,573.074,275.041
"South Atlantic",3,572.85,273.076
"South Atlantic",3,576.033,269.905
"South Atlantic",3,579.886,269.386
"South Atlantic",3,581.786,267.39
"South Atlantic",3,582.498,267.343
"South Atlantic",3,582.948,266.237
"South Atlantic",3,584.155,265.231
"South Atlantic",3,585.684,264.587
"South Atlantic",3,586.681,264.541
"South Atlantic",3,587.563,262.773
"South Atlantic",3,587.283,261.876
"South Atlantic",3,588.614,261.743
"South Atlantic",3,588.961,260.469
"South Atlantic",3,590.902,258.95
"South Atlantic",3,591.365,260.453
"South Atlantic",3,592.159,260.708
"South Atlantic",3,593.333,259.599
"South Atlantic",3,593.91,258.139
"South Atlantic",3,596.487,256.411
"South Atlantic",3,597.802,257.196
"South Atlantic",3,599.125,256.644
"South Atlantic",3,600.343,253.279
"South Atlantic",3,601.268,252.328
"South Atlantic",3,603.062,252.216
"South Atlantic",3,602.469,250.964
"South Atlantic",3,602.866,249.925
"South Atlantic",3,602.793,247.781
"South Atlantic",3,599.319,247.8
"South Atlantic",3,599.217,248.209
"South Atlantic",3,586.774,250.013
"South Atlantic",3,575.01,251.474
"South Atlantic",3,576.922,250.058
"South Atlantic",3,578.18,249.888
"South Atlantic",3,580.815,248.448
"South Atlantic",3,582.164,247.976
"South Atlantic",3,582.749,245.972
"South Atlantic",3,583.63,245.91
"South Atlantic",3,585.167,245.074
"South Atlantic",3,585.306,243.407
"South Atlantic",3,586.821,242.301
"South Atlantic",3,586.941,240.713
"South Atlantic",3,589.041,238.844
"South Atlantic",3,591.668,237.292
"South Atlantic",3,596.281,231.729
"South Atlantic",3,594.947,231.806
"South Atlantic",3,592.453,230.226
"South Atlantic",3,591.41,229.785
"South Atlantic",3,590.79,228.512
"South Atlantic",3,589.263,226.758
"South Atlantic",3,588.211,226.11
"South Atlantic",3,588.368,225.014
"South Atlantic",3,585.777,222.553
"South Atlantic",3,586.097,220.469
"South Atlantic",3,585.504,217.45
"South Atlantic",3,585.995,217.693
"South Atlantic",3,589.088,216.444
"South Atlantic",3,589.392,213.811
"South Atlantic",3,590.693,213.356
"South Atlantic",3,589.734,210.015
"South Atlantic",3,590.321,209.535
"South Atlantic",3,590.906,206.735
"South Atlantic",3,591.868,205.632
"South Atlantic",3,592.839,206.138
"South Atlantic",3,593.588,207.169
"South Atlantic",3,595.103,206.024
"South Atlantic",3,594.399,204.278
"South Atlantic",3,595.209,203.751
"South Atlantic",3,594.871,202.401
"South Atlantic",3,595.63,200.688
"South Atlantic",3,597.136,200.415
"South Atlantic",3,597.065,199.446
"South Atlantic",3,598.235,197.857
"South Atlantic",3,599.857,198.746
"South Atlantic",3,602.495,196.473
"South Atlantic",3,603.029,195.306
"South Atlantic",3,605.4,192.178
"South Atlantic",3,605.737,191.242
"South Atlantic",3,605.058,190.422
"South Atlantic",3,605.549,189.669
"South Atlantic",3,605.503,187.563
"South Atlantic",3,606.193,186.517
"South Atlantic",3,605.927,184.597
"South Atlantic",3,606.13,183.279
"South Atlantic",3,607.006,180.401
"South Atlantic",3,606.444,179.027
"South Atlantic",3,606.62,177.899
"South Atlantic",3,606.182,176.644
"South Atlantic",3,605.405,175.657
"South Atlantic",3,605.833,174.915
"South Atlantic",3,607.196,174.353
"South Atlantic",3,609.829,190.405
"South Atlantic",3,623.651,188.061
"South Atlantic",3,638.146,185.399
"South Atlantic",3,650.184,183.126
"South Atlantic",3,656.489,181.868
"South Atlantic",3,664.017,180.291
"South Atlantic",3,672.305,178.518
"South Atlantic",3,672.982,177.099
"South Atlantic",3,674.729,175.869
"South Atlantic",3,676.908,176.068
"South Atlantic",3,675.665,179.465
"South Atlantic",3,676.476,180.228
"South Atlantic",3,676.577,181.657
"South Atlantic",3,676.225,182.809
"South Atlantic",3,679.044,185.354
"South Atlantic",3,679.993,188.901
"South Atlantic",3,680.872,189.396
"South Atlantic",3,681.769,191.138
"South Atlantic",3,684.169,192.84
"South Atlantic",3,685.066,192.512
"South Atlantic",3,686.947,198.38
"South Atlantic",3,686.381,204.963
"South Atlantic",3,685.995,206.299
"South Atlantic",3,684.806,209.75
"South Atlantic",3,683.953,209.618
"South Atlantic",3,682.891,212.052
"South Atlantic",3,682.57,214.642
"South Atlantic",3,682.844,215.465
"South Atlantic",3,682.254,216.991
"South Atlantic",3,682.571,217.501
"South Atlantic",3,681.517,220.535
"South Atlantic",3,681.381,222.447
"South Atlantic",3,680.066,224.613
"South Atlantic",3,679.519,224.533
"South Atlantic",3,678.223,221.39
"South Atlantic",3,678.423,219.906
"South Atlantic",3,678.321,216.385
"South Atlantic",3,679.135,212.076
"South Atlantic",3,680.471,210.735
"South Atlantic",3,679.529,209.955
"South Atlantic",3,680.538,208.885
"South Atlantic",3,678.92,208.84
"South Atlantic",3,678.087,210.005
"South Atlantic",3,677.363,209.14
"South Atlantic",3,677.681,207.906
"South Atlantic",3,677.364,206.846
"South Atlantic",3,676.293,206.654
"South Atlantic",3,675.989,205.579
"South Atlantic",3,676.509,204.481
"South Atlantic",3,674.441,204.679
"South Atlantic",3,675.543,207.668
"South Atlantic",3,674.16,207.093
"South Atlantic",3,674.004,205.901
"South Atlantic",3,671.857,204.307
"South Atlantic",3,669.584,201.404
"South Atlantic",3,670.191,200.377
"South Atlantic",3,669.915,199.208
"South Atlantic",3,671.438,198.874
"South Atlantic",3,671.076,197.808
"South Atlantic",3,670.083,197.299
"South Atlantic",3,669.089,198.117
"South Atlantic",3,667.927,196.385
"South Atlantic",3,668.824,196.042
"South Atlantic",3,669.137,194.98
"South Atlantic",3,670.289,195.138
"South Atlantic",3,669.76,193.46
"South Atlantic",3,668.302,194.077
"South Atlantic",3,667.618,193.715
"South Atlantic",3,668.048,191.804
"South Atlantic",3,669.056,191.974
"South Atlantic",3,668.766,190.714
"South Atlantic",3,667.97,189.897
"South Atlantic",3,668.407,187.556
"South Atlantic",3,669.362,185.496
"South Atlantic",3,670.575,184.471
"South Atlantic",3,669.722,183.969
"South Atlantic",3,668.767,185.023
"South Atlantic",3,665.806,189.264
"South Atlantic",3,664.574,190.025
"South Atlantic",3,666.029,190.558
"South Atlantic",3,666.464,192.092
"South Atlantic",3,666.433,193.928
"South Atlantic",3,665.871,195.675
"South Atlantic",3,665.656,197.437
"South Atlantic",3,666.199,197.903
"South Atlantic",3,666.99,201.095
"South Atlantic",3,667.526,202.004
"South Atlantic",3,669.195,203.348
"South Atlantic",3,669.749,205.947
"South Atlantic",3,671.092,207.502
"South Atlantic",3,671.437,209.275
"South Atlantic",3,669.678,208.141
"South Atlantic",3,669.01,208.344
"South Atlantic",3,667.181,206.943
"South Atlantic",3,665.097,206.992
"South Atlantic",3,663.307,206.748
"South Atlantic",3,661.536,205.689
"South Atlantic",3,660.642,204.093
"South Atlantic",3,658.255,205.748
"South Atlantic",3,657.408,204.919
"South Atlantic",3,657.231,203.1
"South Atlantic",3,658.452,201.106
"South Atlantic",3,656.892,201.415
"South Atlantic",3,656.496,202.817
"South Atlantic",3,656.459,204.542
"South Atlantic",3,656.82,205.982
"South Atlantic",3,657.693,206.719
"South Atlantic",3,660.516,205.664
"South Atlantic",3,662.184,207.97
"South Atlantic",3,664.025,208.511
"South Atlantic",3,667.103,208.147
"South Atlantic",3,667.417,208.78
"South Atlantic",3,670.234,210.605
"South Atlantic",3,673.126,211.59
"South Atlantic",3,673.134,212.605
"South Atlantic",3,672.478,213.437
"South Atlantic",3,672.675,215.64
"South Atlantic",3,673.54,216.414
"South Atlantic",3,673.511,217.519
"South Atlantic",3,674.651,219.739
"South Atlantic",3,674.719,221.753
"South Atlantic",3,672.797,220.599
"South Atlantic",3,672.264,221.004
"South Atlantic",3,673.685,222.691
"South Atlantic",3,673.415,223.564
"South Atlantic",3,674.25,224.089
"South Atlantic",3,675.602,225.653
"South Atlantic",3,675.455,227.191
"South Atlantic",3,676.085,227.726
"South Atlantic",3,678.75,228.175
"South Atlantic",3,679.953,227.676
