"year","state_abbrev","democrat","republican","other","winner","party_win"
1972,"RI",46.81,53,NA,"Richard Nixon","republican"
1972,"SC",27.92,70.58,NA,"Richard Nixon","republican"
1972,"SD",45.52,54.15,NA,"Richard Nixon","republican"
1972,"TN",29.75,67.7,NA,"Richard Nixon","republican"
1972,"TX",33.24,66.2,NA,"Richard Nixon","republican"
1972,"UT",26.39,67.64,5.97,"Richard Nixon","republican"
1972,"VA",30.12,67.84,NA,"Richard Nixon","republican"
1972,"VT",36.47,62.66,NA,"Richard Nixon","republican"
1972,"WA",38.6,56.9,NA,"Richard Nixon","republican"
1972,"WI",43.72,53.4,NA,"Richard Nixon","republican"
1972,"WV",36.39,63.61,NA,"Richard Nixon","republican"
1972,"WY",30.47,69.01,0.51,"Richard Nixon","republican"
1976,"AK",35.65,57.9,5.49,"Gerald Ford","republican"
1976,"AL",55.73,42.61,NA,"Jimmy Carter","democrat"
1976,"AR",65.09,35.02,0.08,"Jimmy Carter","democrat"
1976,"AZ",39.8,56.4,2.6,"Gerald Ford","republican"
1976,"CA",47.57,49.35,NA,"Gerald Ford","republican"
1976,"CO",42.58,54.05,NA,"Gerald Ford","republican"
1976,"CT",46.92,52.09,NA,"Gerald Ford","republican"
1976,"DC",81.63,16.51,0.32,"Jimmy Carter","democrat"
1976,"DE",51.98,46.57,NA,"Jimmy Carter","democrat"
1976,"FL",51.93,46.64,0.75,"Jimmy Carter","democrat"
1976,"GA",66.74,32.96,NA,"Jimmy Carter","democrat"
1976,"HI",50.59,48.06,1.35,"Jimmy Carter","democrat"
1976,"IA",48.46,49.47,NA,"Gerald Ford","republican"
1976,"ID",37.12,59.88,NA,"Gerald Ford","republican"
1976,"IL",48.13,50.1,NA,"Gerald Ford","republican"
1976,"IN",45.7,53.32,NA,"Gerald Ford","republican"
1976,"KS",44.94,52.49,NA,"Gerald Ford","republican"
1976,"KY",52.75,45.57,NA,"Jimmy Carter","democrat"
1976,"LA",51.73,45.95,NA,"Jimmy Carter","democrat"
1976,"MA",56.11,40.44,NA,"Jimmy Carter","democrat"
1976,"MD",53.04,46.96,NA,"Jimmy Carter","democrat"
1976,"ME",48.07,48.91,NA,"Gerald Ford","republican"
1976,"MI",46.44,51.83,NA,"Gerald Ford","republican"
1976,"MN",54.9,42.02,NA,"Jimmy Carter","democrat"
1976,"MO",51.1,47.47,NA,"Jimmy Carter","democrat"
1976,"MS",49.56,47.68,NA,"Jimmy Carter","democrat"
1976,"MT",45.4,52.84,NA,"Gerald Ford","republican"
1976,"NC",55.27,44.22,NA,"Jimmy Carter","democrat"
1976,"ND",45.8,51.66,NA,"Gerald Ford","republican"
1976,"NE",38.46,59.19,NA,"Gerald Ford","republican"
1976,"NH",43.47,54.75,NA,"Gerald Ford","republican"
1976,"NJ",47.92,50.08,NA,"Gerald Ford","republican"
1976,"NM",48.07,50.53,0.59,"Gerald Ford","republican"
1976,"NV",45.81,50.17,NA,"Gerald Ford","republican"
1976,"NY",51.87,47.46,NA,"Jimmy Carter","democrat"
1976,"OH",48.92,48.65,NA,"Jimmy Carter","democrat"
1976,"OK",48.66,49.87,NA,"Gerald Ford","republican"
1976,"OR",47.62,47.78,NA,"Gerald Ford","republican"
1976,"PA",50.4,47.73,NA,"Jimmy Carter","democrat"
1976,"RI",55.36,44.08,NA,"Jimmy Carter","democrat"
1976,"SC",56.17,43.13,NA,"Jimmy Carter","democrat"
1976,"SD",48.91,50.39,NA,"Gerald Ford","republican"
1976,"TN",55.94,42.94,NA,"Jimmy Carter","democrat"
1976,"TX",51.14,47.97,NA,"Jimmy Carter","democrat"
1976,"UT",33.65,62.44,2.45,"Gerald Ford","republican"
1976,"VA",47.96,49.29,NA,"Gerald Ford","republican"
1976,"VT",43.14,54.34,NA,"Gerald Ford","republican"
1976,"WA",46.1,50,NA,"Gerald Ford","republican"
1976,"WI",49.44,47.76,NA,"Jimmy Carter","democrat"
1976,"WV",58.07,41.93,NA,"Jimmy Carter","democrat"
1976,"WY",39.81,59.3,0.4,"Gerald Ford","republican"
1980,"AK",26.41,54.35,11.66,"Ronald Reagan","republican"
1980,"AL",47.45,48.75,1.23,"Ronald Reagan","republican"
1980,"AR",47.52,48.13,2.68,"Ronald Reagan","republican"
1980,"AZ",28.2,60.6,8.8,"Ronald Reagan","republican"
1980,"CA",35.91,52.69,NA,"Ronald Reagan","republican"
1980,"CO",31.07,55.07,11.03,"Ronald Reagan","republican"
1980,"CT",38.52,48.16,NA,"Ronald Reagan","republican"
1980,"DC",74.32,13.3,9.21,"Jimmy Carter","democrat"
1980,"DE",44.87,47.21,6.91,"Ronald Reagan","republican"
1980,"FL",38.5,55.52,5.14,"Ronald Reagan","republican"
1980,"GA",55.76,40.95,2.26,"Jimmy Carter","democrat"
1980,"HI",44.8,42.9,10.56,"Jimmy Carter","democrat"
1980,"IA",38.6,51.31,8.78,"Ronald Reagan","republican"
1980,"ID",25.19,66.46,6.19,"Ronald Reagan","republican"
1980,"IL",41.72,49.65,7.3,"Ronald Reagan","republican"
1980,"IN",37.65,56.01,4.98,"Ronald Reagan","republican"
1980,"KS",33.29,57.85,6.96,"Ronald Reagan","republican"
1980,"KY",47.61,49.07,2.4,"Ronald Reagan","republican"
1980,"LA",45.75,51.2,NA,"Ronald Reagan","republican"
1980,"MA",41.75,41.9,15.15,"Ronald Reagan","republican"
1980,"MD",47.14,44.18,7.76,"Jimmy Carter","democrat"
1980,"ME",42.25,45.61,10.2,"Ronald Reagan","republican"
1980,"MI",42.5,48.99,7.04,"Ronald Reagan","republican"
1980,"MN",46.5,42.56,8.53,"Jimmy Carter","democrat"
1980,"MO",44.35,51.16,3.71,"Ronald Reagan","republican"
1980,"MS",48.09,49.42,1.35,"Ronald Reagan","republican"
1980,"MT",32.43,56.82,8.05,"Ronald Reagan","republican"
1980,"NC",47.18,49.3,2.85,"Ronald Reagan","republican"
1980,"ND",26.26,64.23,7.84,"Ronald Reagan","republican"
1980,"NE",26.04,65.53,NA,"Ronald Reagan","republican"
1980,"NH",28.35,57.74,12.94,"Ronald Reagan","republican"
1980,"NJ",38.56,51.97,7.88,"Ronald Reagan","republican"
1980,"NM",36.73,54.88,6.45,"Ronald Reagan","republican"
1980,"NV",26.89,62.54,7.12,"Ronald Reagan","republican"
1980,"NY",43.99,46.66,NA,"Ronald Reagan","republican"
1980,"OH",40.91,51.51,5.94,"Ronald Reagan","republican"
1980,"OK",34.29,59.33,NA,"Ronald Reagan","republican"
1980,"OR",38.67,48.33,9.51,"Ronald Reagan","republican"
1980,"PA",42.48,49.59,6.42,"Ronald Reagan","republican"
1980,"RI",47.67,37.2,14.38,"Jimmy Carter","democrat"
1980,"SC",48.04,49.57,1.59,"Ronald Reagan","republican"
1980,"SD",31.69,60.53,6.54,"Ronald Reagan","republican"
1980,"TN",48.41,48.7,2.22,"Ronald Reagan","republican"
1980,"TX",41.42,55.28,2.46,"Ronald Reagan","republican"
1980,"UT",20.57,72.77,5.01,"Ronald Reagan","republican"
1980,"VA",40.31,53.03,5.11,"Ronald Reagan","republican"
1980,"VT",38.41,44.37,14.9,"Ronald Reagan","republican"
1980,"WA",37.3,49.7,NA,"Ronald Reagan","republican"
1980,"WI",43.18,47.9,NA,"Ronald Reagan","republican"
1980,"WV",49.81,45.3,4.3,"Jimmy Carter","democrat"
1980,"WY",27.97,62.64,6.83,"Ronald Reagan","republican"
1984,"AK",29.87,66.65,3.07,"Ronald Reagan","republican"
1984,"AL",38.28,60.54,NA,"Ronald Reagan","republican"
1984,"AR",38.29,60.47,0.25,"Ronald Reagan","republican"
1984,"AZ",32.5,66.4,1,"Ronald Reagan","republican"
1984,"CA",41.27,57.51,NA,"Ronald Reagan","republican"
1984,"CO",35.12,63.44,NA,"Ronald Reagan","republican"
1984,"CT",38.83,60.73,NA,"Ronald Reagan","republican"
1984,"DC",85.38,13.73,0.13,"Walter Mondale","democrat"
1984,"DE",39.93,59.78,NA,"Ronald Reagan","republican"
1984,"FL",34.66,65.32,0.02,"Ronald Reagan","republican"
1984,"GA",39.79,60.17,NA,"Ronald Reagan","republican"
1984,"HI",43.82,55.1,0.65,"Ronald Reagan","republican"
1984,"IA",45.89,53.27,NA,"Ronald Reagan","republican"
1984,"ID",26.39,72.36,NA,"Ronald Reagan","republican"
1984,"IL",43.3,56.17,NA,"Ronald Reagan","republican"
1984,"IN",37.68,61.67,NA,"Ronald Reagan","republican"
1984,"KS",32.6,66.27,NA,"Ronald Reagan","republican"
1984,"KY",39.37,60.04,NA,"Ronald Reagan","republican"
1984,"LA",38.18,60.77,NA,"Ronald Reagan","republican"
1984,"MA",48.43,51.22,NA,"Ronald Reagan","republican"
1984,"MD",47.02,52.51,NA,"Ronald Reagan","republican"
1984,"ME",38.78,60.83,NA,"Ronald Reagan","republican"
1984,"MI",40.24,59.23,NA,"Ronald Reagan","republican"
1984,"MN",49.72,49.54,NA,"Walter Mondale","democrat"
1984,"MO",39.98,60.02,NA,"Ronald Reagan","republican"
1984,"MS",37.46,61.85,NA,"Ronald Reagan","republican"
1984,"MT",38.18,60.47,NA,"Ronald Reagan","republican"
1984,"NC",37.89,61.9,NA,"Ronald Reagan","republican"
1984,"ND",33.8,64.84,NA,"Ronald Reagan","republican"
1984,"NE",28.81,70.55,NA,"Ronald Reagan","republican"
1984,"NH",30.95,68.66,NA,"Ronald Reagan","republican"
1984,"NJ",39.2,60.09,NA,"Ronald Reagan","republican"
1984,"NM",39.23,59.7,0.87,"Ronald Reagan","republican"
1984,"NV",31.97,65.85,NA,"Ronald Reagan","republican"
1984,"NY",45.83,53.84,NA,"Ronald Reagan","republican"
1984,"OH",40.14,58.9,NA,"Ronald Reagan","republican"
1984,"OK",30.67,68.61,NA,"Ronald Reagan","republican"
1984,"OR",43.74,55.91,NA,"Ronald Reagan","republican"
1984,"PA",45.99,53.34,NA,"Ronald Reagan","republican"
1984,"RI",48.02,51.66,NA,"Ronald Reagan","republican"
1984,"SC",35.57,63.55,NA,"Ronald Reagan","republican"
1984,"SD",36.53,63,NA,"Ronald Reagan","republican"
1984,"TN",41.57,57.84,NA,"Ronald Reagan","republican"
1984,"TX",36.11,63.61,NA,"Ronald Reagan","republican"
1984,"UT",24.68,74.5,0.39,"Ronald Reagan","republican"
1984,"VA",37.09,62.29,NA,"Ronald Reagan","republican"
1984,"VT",40.81,57.92,NA,"Ronald Reagan","republican"
1984,"WA",42.9,55.8,NA,"Ronald Reagan","republican"
1984,"WI",45.02,54.19,NA,"Ronald Reagan","republican"
1984,"WV",44.6,55.11,NA,"Ronald Reagan","republican"
1984,"WY",28.24,70.51,1.25,"Ronald Reagan","republican"
1988,"AK",36.27,59.59,2.74,"George H.W. Bush","republican"
1988,"AL",39.86,59.17,NA,"George H.W. Bush","republican"
1988,"AR",42.19,56.37,0.62,"George H.W. Bush","republican"
1988,"AZ",38.7,60,1.1,"George H.W. Bush","republican"
1988,"CA",47.56,51.13,NA,"George H.W. Bush","republican"
1988,"CO",45.28,53.06,NA,"George H.W. Bush","republican"
1988,"CT",46.87,51.98,NA,"George H.W. Bush","republican"
1988,"DC",82.65,14.3,1.5,"Michael Dukakis","democrat"
1988,"DE",43.48,55.88,NA,"George H.W. Bush","republican"
1988,"FL",38.51,60.87,0.46,"George H.W. Bush","republican"
1988,"GA",39.5,59.75,NA,"George H.W. Bush","republican"
1988,"HI",54.27,44.75,0.56,"Michael Dukakis","democrat"
1988,"IA",54.71,44.5,NA,"Michael Dukakis","democrat"
1988,"ID",36.01,62.08,NA,"George H.W. Bush","republican"
1988,"IL",48.6,50.69,NA,"George H.W. Bush","republican"
1988,"IN",39.69,59.84,NA,"George H.W. Bush","republican"
1988,"KS",42.56,55.79,NA,"George H.W. Bush","republican"
1988,"KY",43.88,55.52,NA,"George H.W. Bush","republican"
1988,"LA",44.06,54.27,NA,"George H.W. Bush","republican"
1988,"MA",53.23,45.38,NA,"Michael Dukakis","democrat"
1988,"MD",48.2,51.11,NA,"George H.W. Bush","republican"
1988,"ME",43.88,55.34,NA,"George H.W. Bush","republican"
1988,"MI",45.67,53.57,NA,"George H.W. Bush","republican"
1988,"MN",52.91,45.9,NA,"Michael Dukakis","democrat"
1988,"MO",47.85,51.83,NA,"George H.W. Bush","republican"
1988,"MS",39.07,59.89,NA,"George H.W. Bush","republican"
1988,"MT",46.2,52.07,NA,"George H.W. Bush","republican"
1988,"NC",41.71,57.97,NA,"George H.W. Bush","republican"
1988,"ND",42.97,56.03,NA,"George H.W. Bush","republican"
1988,"NE",39.2,60.15,NA,"George H.W. Bush","republican"
1988,"NH",36.33,62.49,NA,"George H.W. Bush","republican"
1988,"NJ",42.6,56.24,NA,"George H.W. Bush","republican"
1988,"NM",46.9,51.86,0.63,"George H.W. Bush","republican"
1988,"NV",37.92,58.86,NA,"George H.W. Bush","republican"
1988,"NY",51.62,47.52,NA,"Michael Dukakis","democrat"
1988,"OH",44.15,55,NA,"George H.W. Bush","republican"
1988,"OK",41.5,58.24,NA,"George H.W. Bush","republican"
1988,"OR",51.28,46.61,NA,"Michael Dukakis","democrat"
1988,"PA",48.39,50.7,NA,"George H.W. Bush","republican"
1988,"RI",55.64,43.93,NA,"Michael Dukakis","democrat"
1988,"SC",37.58,61.5,NA,"George H.W. Bush","republican"
1988,"SD",46.51,52.85,NA,"George H.W. Bush","republican"
1988,"TN",41.55,57.89,NA,"George H.W. Bush","republican"
1988,"TX",43.35,55.95,NA,"George H.W. Bush","republican"
1988,"UT",32.05,66.22,1.16,"George H.W. Bush","republican"
1988,"VA",39.23,59.74,NA,"George H.W. Bush","republican"
1988,"VT",47.58,51.1,NA,"George H.W. Bush","republican"
1988,"WA",50,48.5,NA,"Michael Dukakis","democrat"
1988,"WI",51.41,47.8,NA,"Michael Dukakis","democrat"
1988,"WV",52.2,47.46,NA,"Michael Dukakis","democrat"
1988,"WY",38.01,60.53,1.15,"George H.W. Bush","republican"
1992,"AK",30.29,39.46,28.43,"George H.W. Bush","republican"
1992,"AL",40.88,47.65,10.85,"George H.W. Bush","republican"
1992,"AR",53.21,35.48,10.43,"Bill Clinton","democrat"
1992,"AZ",36.5,38.5,23.8,"George H.W. Bush","republican"
1992,"CA",46.01,32.61,NA,"Bill Clinton","democrat"
1992,"CO",40.13,35.87,23.32,"Bill Clinton","democrat"
1992,"CT",42.21,35.78,NA,"Bill Clinton","democrat"
1992,"DC",84.64,9.1,4.25,"Bill Clinton","democrat"
1992,"DE",43.52,35.78,20.45,"Bill Clinton","democrat"
1992,"FL",39,40.89,19.82,"George H.W. Bush","republican"
1992,"GA",43.47,42.88,13.34,"Bill Clinton","democrat"
1992,"HI",48.09,36.7,14.22,"Bill Clinton","democrat"
1992,"IA",43.29,37.27,18.71,"Bill Clinton","democrat"
1992,"ID",28.42,42.03,27.05,"George H.W. Bush","republican"
1992,"IL",48.58,34.34,16.64,"Bill Clinton","democrat"
1992,"IN",36.79,42.91,19.77,"George H.W. Bush","republican"
1992,"KS",33.74,38.88,26.99,"George H.W. Bush","republican"
1992,"KY",44.55,41.34,13.66,"Bill Clinton","democrat"
1992,"LA",45.58,40.97,11.81,"Bill Clinton","democrat"
1992,"MA",47.54,29.03,22.8,"Bill Clinton","democrat"
1992,"MD",49.8,35.62,14.18,"Bill Clinton","democrat"
1992,"ME",38.77,30.39,30.44,"Bill Clinton","democrat"
1992,"MI",43.77,36.38,19.3,"Bill Clinton","democrat"
1992,"MN",43.48,31.85,23.96,"Bill Clinton","democrat"
1992,"MO",44.07,33.92,21.69,"Bill Clinton","democrat"
1992,"MS",40.77,49.68,8.72,"George H.W. Bush","republican"
1992,"MT",37.63,35.12,26.12,"Bill Clinton","democrat"
1992,"NC",42.65,43.44,13.7,"George H.W. Bush","republican"
1992,"ND",32.18,44.22,23.07,"George H.W. Bush","republican"
1992,"NE",29.4,46.58,NA,"George H.W. Bush","republican"
1992,"NH",38.91,37.69,22.59,"Bill Clinton","democrat"
1992,"NJ",42.95,40.58,15.61,"Bill Clinton","democrat"
1992,"NM",45.9,37.34,16.12,"Bill Clinton","democrat"
1992,"NV",37.36,34.73,26.19,"Bill Clinton","democrat"
1992,"NY",49.73,33.88,NA,"Bill Clinton","democrat"
1992,"OH",40.18,38.35,20.98,"Bill Clinton","democrat"
1992,"OK",34.02,42.65,NA,"George H.W. Bush","republican"
1992,"OR",42.48,32.53,24.21,"Bill Clinton","democrat"
1992,"PA",45.15,36.12,18.2,"Bill Clinton","democrat"
1992,"RI",47.04,29.02,23.16,"Bill Clinton","democrat"
1992,"SC",39.88,48.02,11.55,"George H.W. Bush","republican"
1992,"SD",37.14,40.66,21.8,"George H.W. Bush","republican"
1992,"TN",47.08,42.43,10.09,"Bill Clinton","democrat"
1992,"TX",37.08,40.56,22.01,"George H.W. Bush","republican"
1992,"UT",24.65,43.36,27.34,"George H.W. Bush","republican"
1992,"VA",40.59,44.97,13.63,"George H.W. Bush","republican"
1992,"VT",46.11,30.42,22.78,"Bill Clinton","democrat"
1992,"WA",43.4,32,NA,"Bill Clinton","democrat"
1992,"WI",41.13,36.78,NA,"Bill Clinton","democrat"
1992,"WV",48.41,35.39,15.91,"Bill Clinton","democrat"
1992,"WY",34.1,39.7,25.65,"George H.W. Bush","republican"
1996,"AK",33.27,50.8,10.9,"Bob Dole","republican"
1996,"AL",43.16,50.12,6.01,"Bob Dole","republican"
1996,"AR",53.74,36.8,7.9,"Bill Clinton","democrat"
1996,"AZ",46.5,44.3,8,"Bill Clinton","democrat"
1996,"CA",51.1,38.21,NA,"Bill Clinton","democrat"
1996,"CO",44.43,45.8,6.59,"Bob Dole","republican"
1996,"CT",52.83,34.69,NA,"Bill Clinton","democrat"
1996,"DC",85.19,9.34,2.57,"Bill Clinton","democrat"
1996,"DE",51.8,36.58,10.6,"Bill Clinton","democrat"
1996,"FL",48.02,42.32,9.12,"Bill Clinton","democrat"
1996,"GA",45.84,47.01,6.37,"Bob Dole","republican"
1996,"HI",56.93,31.64,7.6,"Bill Clinton","democrat"
1996,"IA",50.26,39.92,8.52,"Bill Clinton","democrat"
1996,"ID",33.65,52.18,12.71,"Bob Dole","republican"
1996,"IL",54.32,36.81,8.03,"Bill Clinton","democrat"
1996,"IN",41.55,47.13,10.5,"Bob Dole","republican"
1996,"KS",36.08,54.29,8.62,"Bob Dole","republican"
1996,"KY",45.84,44.88,8.67,"Bill Clinton","democrat"
1996,"LA",52.01,39.94,6.91,"Bill Clinton","democrat"
1996,"MA",61.47,28.09,8.89,"Bill Clinton","democrat"
1996,"MD",54.25,38.27,6.5,"Bill Clinton","democrat"
1996,"ME",51.62,30.76,14.19,"Bill Clinton","democrat"
1996,"MI",51.69,38.48,8.75,"Bill Clinton","democrat"
1996,"MN",51.1,34.96,11.75,"Bill Clinton","democrat"
1996,"MO",47.54,41.24,10.06,"Bill Clinton","democrat"
1996,"MS",44.08,49.21,5.84,"Bob Dole","republican"
1996,"MT",41.23,44.11,13.56,"Bob Dole","republican"
1996,"NC",44.04,48.73,6.68,"Bob Dole","republican"
1996,"ND",40.13,46.94,12.2,"Bob Dole","republican"
1996,"NE",34.95,53.65,NA,"Bob Dole","republican"
1996,"NH",49.32,39.37,9.69,"Bill Clinton","democrat"
1996,"NJ",53.72,35.86,8.52,"Bill Clinton","democrat"
1996,"NM",49.18,41.86,5.8,"Bill Clinton","democrat"
1996,"NV",43.93,42.91,9.47,"Bill Clinton","democrat"
1996,"NY",59.47,30.61,NA,"Bill Clinton","democrat"
1996,"OH",47.38,41.02,10.66,"Bill Clinton","democrat"
1996,"OK",40.42,48.22,NA,"Bob Dole","republican"
1996,"OR",47.15,39.06,8.8,"Bill Clinton","democrat"
1996,"PA",49.17,39.97,9.56,"Bill Clinton","democrat"
1996,"RI",59.71,26.82,11.2,"Bill Clinton","democrat"
1996,"SC",43.85,49.89,5.6,"Bob Dole","republican"
1996,"SD",43.03,46.49,9.65,"Bob Dole","republican"
1996,"TN",48,45.59,5.59,"Bill Clinton","democrat"
1996,"TX",43.83,48.76,6.75,"Bob Dole","republican"
1996,"UT",33.3,54.37,9.98,"Bob Dole","republican"
1996,"VA",45.15,47.1,6.62,"Bob Dole","republican"
1996,"VT",53.35,31.09,12,"Bill Clinton","democrat"
1996,"WA",49.8,37.3,NA,"Bill Clinton","democrat"
1996,"WI",48.81,38.48,NA,"Bill Clinton","democrat"
1996,"WV",51.51,36.76,11.26,"Bill Clinton","democrat"
1996,"WY",36.75,49.7,12.23,"Bob Dole","republican"
2000,"AK",27.67,58.62,10.07,"George W. Bush","republican"
2000,"AL",41.57,56.48,NA,"George W. Bush","republican"
2000,"AR",45.86,51.31,1.46,"George W. Bush","republican"
2000,"AZ",44.7,51,3,"George W. Bush","republican"
2000,"CA",53.45,41.65,NA,"Al Gore","democrat"
2000,"CO",42.39,50.75,NA,"George W. Bush","republican"
2000,"CT",55.91,38.44,NA,"Al Gore","democrat"
2000,"DC",85.16,8.95,5.24,"Al Gore","democrat"
2000,"DE",54.96,41.9,NA,"Al Gore","democrat"
2000,"FL",48.84,48.85,1.63,"George W. Bush","republican"
2000,"GA",42.98,54.67,NA,"George W. Bush","republican"
2000,"HI",55.79,37.46,5.88,"Al Gore","democrat"
2000,"IA",48.54,48.22,NA,"Al Gore","democrat"
2000,"ID",27.64,67.17,NA,"George W. Bush","republican"
2000,"IL",54.6,42.58,NA,"Al Gore","democrat"
2000,"IN",41.01,56.65,NA,"George W. Bush","republican"
2000,"KS",37.24,58.04,NA,"George W. Bush","republican"
2000,"KY",41.37,56.5,NA,"George W. Bush","republican"
2000,"LA",44.88,52.55,NA,"George W. Bush","republican"
2000,"MA",59.8,32.5,6.42,"Al Gore","democrat"
2000,"MD",56.57,40.18,NA,"Al Gore","democrat"
2000,"ME",49.09,43.97,NA,"Al Gore","democrat"
2000,"MI",51.28,46.15,NA,"Al Gore","democrat"
2000,"MN",47.91,45.5,NA,"Al Gore","democrat"
2000,"MO",47.08,50.42,NA,"George W. Bush","republican"
2000,"MS",40.7,57.62,NA,"George W. Bush","republican"
2000,"MT",33.36,58.44,NA,"George W. Bush","republican"
2000,"NC",43.2,56.03,NA,"George W. Bush","republican"
2000,"ND",33.06,60.66,NA,"George W. Bush","republican"
2000,"NE",33.25,62.25,NA,"George W. Bush","republican"
2000,"NH",46.8,48.07,NA,"George W. Bush","republican"
2000,"NJ",56.13,40.29,NA,"Al Gore","democrat"
2000,"NM",47.91,47.85,3.55,"Al Gore","democrat"
2000,"NV",45.98,49.52,NA,"George W. Bush","republican"
2000,"NY",60.22,35.22,NA,"Al Gore","democrat"
2000,"OH",46.46,49.97,NA,"George W. Bush","republican"
2000,"OK",38.43,60.31,NA,"George W. Bush","republican"
2000,"OR",46.96,46.52,NA,"Al Gore","democrat"
2000,"PA",50.61,46.44,NA,"Al Gore","democrat"
2000,"RI",60.99,31.91,NA,"Al Gore","democrat"
2000,"SC",40.9,56.84,NA,"George W. Bush","republican"
2000,"SD",37.56,60.3,NA,"George W. Bush","republican"
2000,"TN",47.28,51.15,NA,"George W. Bush","republican"
2000,"TX",37.98,59.3,NA,"George W. Bush","republican"
2000,"UT",26.34,66.83,4.65,"George W. Bush","republican"
2000,"VA",44.44,52.47,NA,"George W. Bush","republican"
2000,"VT",50.63,40.7,NA,"Al Gore","democrat"
2000,"WA",50.1,44.6,NA,"Al Gore","democrat"
2000,"WI",47.83,47.61,NA,"Al Gore","democrat"
2000,"WV",45.59,51.92,NA,"George W. Bush","republican"
2000,"WY",27.7,67.76,2.12,"George W. Bush","republican"
2004,"AK",35.52,61.07,1.62,"George W. Bush","republican"
2004,"AL",36.84,62.46,NA,"George W. Bush","republican"
2004,"AR",44.55,54.31,0.58,"George W. Bush","republican"
2004,"AZ",44.4,54.9,0.6,"George W. Bush","republican"
2004,"CA",54.31,44.36,NA,"John Kerry","democrat"
2004,"CO",47.02,51.69,NA,"George W. Bush","republican"
2004,"CT",54.31,43.95,NA,"John Kerry","democrat"
2004,"DC",89.18,9.34,0.65,"John Kerry","democrat"
2004,"DE",53.35,45.75,NA,"John Kerry","democrat"
2004,"FL",47.09,52.1,0.43,"George W. Bush","republican"
2004,"GA",41.37,57.97,NA,"George W. Bush","republican"
2004,"HI",54.01,45.26,0.4,"John Kerry","democrat"
2004,"IA",49.23,49.9,NA,"George W. Bush","republican"
2004,"ID",30.26,68.38,NA,"George W. Bush","republican"
2004,"IL",54.82,44.48,NA,"John Kerry","democrat"
2004,"IN",39.26,59.94,NA,"George W. Bush","republican"
2004,"KS",36.62,62,NA,"George W. Bush","republican"
2004,"KY",39.69,59.55,NA,"George W. Bush","republican"
2004,"LA",42.22,56.72,NA,"George W. Bush","republican"
2004,"MA",61.94,36.78,NA,"John Kerry","democrat"
2004,"MD",55.91,42.93,NA,"John Kerry","democrat"
2004,"ME",53.57,44.58,NA,"John Kerry","democrat"
2004,"MI",51.23,47.81,NA,"John Kerry","democrat"
2004,"MN",51.09,47.61,NA,"John Kerry","democrat"
2004,"MO",46.1,53.3,NA,"George W. Bush","republican"
2004,"MS",39.76,59.45,NA,"George W. Bush","republican"
2004,"MT",38.56,59.07,NA,"George W. Bush","republican"
2004,"NC",43.58,56.02,NA,"George W. Bush","republican"
2004,"ND",35.5,62.86,NA,"George W. Bush","republican"
2004,"NE",32.68,65.9,NA,"George W. Bush","republican"
2004,"NH",50.24,48.87,NA,"John Kerry","democrat"
2004,"NJ",52.92,46.24,NA,"John Kerry","democrat"
2004,"NM",49.05,49.84,0.54,"George W. Bush","republican"
2004,"NV",47.88,50.47,NA,"George W. Bush","republican"
2004,"NY",58.37,40.08,NA,"John Kerry","democrat"
2004,"OH",48.71,50.81,NA,"George W. Bush","republican"
2004,"OK",34.43,65.57,NA,"George W. Bush","republican"
2004,"OR",51.35,47.19,NA,"John Kerry","democrat"
2004,"PA",50.96,48.46,NA,"John Kerry","democrat"
2004,"RI",59.42,38.67,NA,"John Kerry","democrat"
2004,"SC",40.9,57.98,NA,"George W. Bush","republican"
2004,"SD",38.44,59.91,NA,"George W. Bush","republican"
2004,"TN",42.53,56.8,NA,"George W. Bush","republican"
2004,"TX",38.22,61.09,NA,"George W. Bush","republican"
2004,"UT",26,71.54,1.22,"George W. Bush","republican"
2004,"VA",45.48,53.68,NA,"George W. Bush","republican"
2004,"VT",58.94,38.8,NA,"John Kerry","democrat"
2004,"WA",52.8,45.6,NA,"John Kerry","democrat"
2004,"WI",49.7,49.32,NA,"John Kerry","democrat"
2004,"WV",43.2,56.06,NA,"George W. Bush","republican"
2004,"WY",29.07,68.86,1.13,"George W. Bush","republican"
2008,"AK",37.89,59.42,1.16,"John McCain","republican"
2008,"AL",38.74,60.32,NA,"John McCain","republican"
2008,"AR",38.86,58.72,1.19,"John McCain","republican"
2008,"AZ",45.1,53.6,0.5,"John McCain","republican"
2008,"CA",61.01,36.95,NA,"Barack Obama","democrat"
2008,"CO",53.66,44.71,NA,"Barack Obama","democrat"
2008,"CT",60.59,38.22,NA,"Barack Obama","democrat"
2008,"DC",92.46,6.53,0.43,"Barack Obama","democrat"
2008,"DE",61.94,36.95,NA,"Barack Obama","democrat"
2008,"FL",50.91,48.09,0.33,"Barack Obama","democrat"
2008,"GA",46.99,52.2,NA,"John McCain","republican"
2008,"HI",71.85,26.58,0.84,"Barack Obama","democrat"
2008,"IA",53.93,44.39,NA,"Barack Obama","democrat"
2008,"ID",36.09,61.52,NA,"John McCain","republican"
2008,"IL",61.92,36.78,NA,"Barack Obama","democrat"
2008,"IN",49.95,48.91,NA,"Barack Obama","democrat"
2008,"KS",41.55,56.61,NA,"John McCain","republican"
2008,"KY",41.17,57.4,NA,"John McCain","republican"
2008,"LA",39.93,58.56,NA,"John McCain","republican"
2008,"MA",61.8,35.99,NA,"Barack Obama","democrat"
