script	stamped_on	stamp_source	file	bytes	sha256	rows	file_mtime
build-data.R	2026-08-17	disk	derived/divmap.csv	155539	sha256:9981766bdfa2ff1eabfe8e01fc39b9e41c486922f585ae744ddbbbc417fbd38e	4705	2026-08-17
build-data.R	2026-08-17	disk	derived/maplabels.csv	3163	sha256:754f062ec8c77713915a53a6168b994df3683ae574effb06df727dae5a31989c	55	2026-08-17
build-data.R	2026-08-17	disk	derived/nation.csv	406	sha256:98d12937eef854509ef0ed885f3f18369c6324e990382426ed27a304af3bb75b	12	2026-08-17
build-data.R	2026-08-17	disk	derived/regions.csv	2098	sha256:6b5c3e6837f235d0609c10f1c718d3866a496270220b846e0f7c0c4c50791696	48	2026-08-17
build-data.R	2026-08-17	disk	derived/seatchange.csv	4677	sha256:eb1c47e773b703ecefc68e2437070485b48f8d17a88dacf31ab2a2b38d536d90	50	2026-08-17
build-data.R	2026-08-17	disk	derived/southdefs.csv	3284	sha256:6920cefb31e2563d850ce61a2a00feb748711aca35c8c2c57c3e738646ba7543	60	2026-08-17
build-data.R	2026-08-17	disk	derived/statemap.csv	374916	sha256:d0b42a0a68d92efd0b171fdd40e822c973fb0da28c8457c7927b5d790b8ccd58	6521	2026-08-17
build-data.R	2026-08-17	disk	derived/states.csv	50148	sha256:d2011ec30bbec34ff40fd2f9afb03c728423b0383e9c6eb0453ddf1cea8e2207	612	2026-08-17
build-data.R	2026-08-17	disk	raw/apportionment_raw.csv	39917	sha256:d9be9c833ad936ee309a83fa6428a3ae2f82d5d8e5b2c69c4d6ff1e79ba57fcd	684	2026-08-17
build-data.R	2026-08-17	disk	raw/cb_2020_us_state_20m.zip	188558	sha256:1d872779cbfa2c2bf828850664aa9593a35844205e2e4bed5aeb78affb8da050		2026-08-17
build-data.R	2026-08-17	disk	raw/cb_2020_us_state_20m/cb_2020_us_state_20m.cpg	5	sha256:3ad3031f5503a4404af825262ee8232cc04d4ea6683d42c5dd0a2f2a27ac9824		2026-08-17
build-data.R	2026-08-17	disk	raw/cb_2020_us_state_20m/cb_2020_us_state_20m.dbf	8434	sha256:23b00be831a86dab04fcd5a4626d005fd3fbded23020381da15ac18a2d1d2ecb		2026-08-17
build-data.R	2026-08-17	disk	raw/cb_2020_us_state_20m/cb_2020_us_state_20m.prj	165	sha256:0b9041e921d9ebb43247d314608fe9e38a0b008ee793067fc1806199ea1fb9dd		2026-08-17
build-data.R	2026-08-17	disk	raw/cb_2020_us_state_20m/cb_2020_us_state_20m.shp	224116	sha256:fa301d535c9f5a98701f30a550f7c550c6a1ec2db93b1b18ef702c3c75096531		2026-08-17
build-data.R	2026-08-17	disk	raw/cb_2020_us_state_20m/cb_2020_us_state_20m.shp.ea.iso.xml	15906	sha256:f40d67566563d0ef32012e56442e19f1a756065952464c375cb45b7822b50218	300	2026-08-17
build-data.R	2026-08-17	disk	raw/cb_2020_us_state_20m/cb_2020_us_state_20m.shp.iso.xml	32437	sha256:7f747cddc37738a24bf9ee554236ff52b89c71ec58432c728e500fffb939fedf	546	2026-08-17
build-data.R	2026-08-17	disk	raw/cb_2020_us_state_20m/cb_2020_us_state_20m.shx	516	sha256:f5dc67fe8bfbceaa8c414b32e429d231ac87b682472d023036b2df8873802352		2026-08-17
