script	stamped_on	stamp_source	file	bytes	sha256	rows	file_mtime
build-data.R	2026-08-17	disk	derived/checks.csv	1479	sha256:61ad012eb3a601a3377f54a8045006f3c6bf63340d1bd2b2ce3b0d2b22283756	26	2026-08-12
build-data.R	2026-08-17	disk	derived/mp1948.csv	3655	sha256:97568aff3824337e8e84fce65907972cf7ec0705fd2cdf3219a8a9f4f852cbc1	27	2026-08-12
build-data.R	2026-08-17	disk	derived/national.csv	5157	sha256:3ce5e3b3f9073d7394ed4d9f202494f112c8334116a10de44d7764b048f75935	23	2026-08-12
build-data.R	2026-08-17	disk	derived/overlap.csv	1357	sha256:f95ca6705294544cd31fab256d145b3c42315fab92d0eed57c4e735bcc602cca	11	2026-08-12
build-data.R	2026-08-17	disk	derived/pairs2024.csv	8028	sha256:8400b31960149c72c4c8f4122fc0b43611febd0bf19bef4287b999273dc78f3b	127	2026-08-12
build-data.R	2026-08-17	disk	derived/state_trends.csv	7522	sha256:cdd739df28306595bb96a6ed2b21bf2b839fd5362509dd597e7cd9adb2081803	51	2026-08-12
build-data.R	2026-08-17	disk	derived/states.csv	219073	sha256:4b7795370a447736691f7d7887546406de7c7570310c55c0551aad1369a93786	1173	2026-08-12
build-data.R	2026-08-17	disk	raw/README.txt	1510	sha256:fca51347f33441c516f4d0ff7420035b0e48b94a3a850708b2efdbf05e71c0e7	33	2026-08-12
build-data.R	2026-08-17	disk	raw/Turnout_1980_2022_v1.2.csv	116830	sha256:fab5e2a8606466fe5e5640ac013b96850a4de4610ed340fbf1bdfb2249eb348f	1144	2026-08-12
build-data.R	2026-08-17	disk	raw/Turnout_1980_2022_v1.2_doc.txt	9877	sha256:2360a434fae3ba96cb1d54e0cd7c8162ac9ebe71c48f50cfe4109bba2c19c774	153	2026-08-12
build-data.R	2026-08-17	disk	raw/Turnout_2024G_v0.4.csv	8378	sha256:9796cf57eda46924c7e5a4b26c2503dcafc8662d5d14a066dfe25a0fce7e85d9	52	2026-08-12
build-data.R	2026-08-17	disk	raw/Turnout_2024G_v0.4_doc.txt	5319	sha256:5cf934d73fcf0f16da90b50ae788b78476d43e40ff1045cad878e85e10c920f5	108	2026-08-12
build-data.R	2026-08-17	disk	raw/mp2001-table1.txt	5598	sha256:d8777532fe66fd08c3e67c920656c88823141cddd77e985b94d536bca4c7cc71	44	2026-08-12
