"fips","piece","bin","states_it","pts"
"26","conus",4,FALSE,"600 529 1 0 1 0 2 1 1 2 2 0 1 1 1 2 1 1 0 1 -1 -1 -1 -1 -2 -1 -1 -1 -1 0 -1 -1 -2 -1 -1 -1 0 -1"
"26","conus",4,FALSE,"586 502 1 0 1 -1 1 -1 1 -2 3 0 4 -1 7 -2 2 0 1 -1 1 -1 1 0 1 0 1 0 1 1 2 -1 1 0 1 0 1 -1 1 0 1 -1 -1 -1 1 -1 1 1 0 -1 2 0 0 -1 1 0 0 -1 0 -1 0 -1 0 -2 0 -1 0 -1 1 0 1 1 0 -1 0 -2 0 -1 0 -1 1 -1 1 0 0 2 1 2 2 3 0 2 1 1 1 2 1 1 1 0 2 1 1 2 2 -2 -1 -1 0 -1 1 -2 0 2 1 2 1 1 1 0 1 2 0 2 3 1 3 -1 1 1 1 0 1 1 1 2 3 0 1 0 2 0 2 -1 1 -1 2 -2 1 0 0 1 1 1 1 1 1 0 2 0 1 0 2 1 1 0 2 0 2 0 2 0 1 0 1 1 -2 2 -2 0 -1 0 -1 -1 -1 0 -1 1 -1 1 0 1 -1 3 0 2 0 1 -1 0 -2 -1 -1 0 -1 -1 0 -1 -2 1 -1 0 -2 -1 -2 0 -1 2 0 2 1 2 -3 0 -1 -1 -3 -1 -5 -1 -2 0 -2 -1 -1 0 -3 -2 -1 -2 -2 1 -1 0 0 -1 -1 -1 -1 0 -1 1 -2 0 -1 0 -3 0 0 1 -2 1 -1 1 0 2 -2 1 -1 0 -2 1 -2 0 -1 1 -1 -1 -2 -1 -1 -1 0 1 0 1 1 1 0 2 1 1 1 1 1 2 1 1 1 0 0 1 2 0 3 1 -2 1 -1 0 -2 0 -2 0 -2 -1 -1 0 -1 -2 -1 -1 -1 0 0 -1 -2 -1 -1 -2 -1 0 -1 -2 -1 -1 -2 0 -1 -2 -2 -1 -1 0 -1 0 -1 -1 -1 0 -2 0 0 -1 -1 -1 -2 -1 -2 -1 -1 -1 -2 0 1 -1"
"30","conus",1,FALSE,"245 576 -2 -10 0 -3 -1 -4 -1 -2 0 -1 1 -1 1 -1 0 -1 0 -1 1 -2 0 -1 0 -1 0 -1 1 -1 -1 0 -1 -1 2 -2 0 -1 1 0 1 -1 1 0 0 -1 0 -1 1 -1 1 -2 0 -1 1 -1 0 -1 1 0 -1 -1 1 -1 1 -1 0 -1 1 0 1 -1 0 -1 1 0 1 -1 1 1 1 -1 -1 -1 0 -2 -1 0 0 -1 0 -1 -1 -1 0 -1 0 -1 -1 -1 -1 0 0 -1 1 0 -1 -2 1 0 0 -1 0 -1 0 -1 -1 0 -1 0 -1 -1 1 -1 0 -2 -1 0 0 -1 0 -1 1 0 1 -1 1 -1 1 1 1 0 1 1 1 1 0 1 1 0 0 -1 1 -1 1 -1 0 -1 0 -1 0 -1 0 -1 0 -1 1 -2 0 -3 1 0 1 -1 0 -1 -1 -1 0 -1 0 -2 1 0 1 -1 1 1 1 -2 0 -1 1 -2 0 -1 0 -1 0 -1 0 -1 1 -1 1 0 0 1 2 1 2 -1 1 0 1 -1 1 2 1 0 1 0 1 -1 2 0 2 0 1 -1 1 1 2 -1 1 1 1 1 0 1 1 0 0 1 1 0 0 -1 1 -1 0 -1 0 -1 1 -1 0 -1 1 -1 1 3 0 2 0 3 1 3 4 -1 1 0 5 -1 5 0 2 -1 3 0 7 -1 1 0 6 -1 1 0 4 -1 3 0 2 0 7 -1 7 -1 9 -1 3 -1 2 0 11 -1 1 0 14 -1 0 2 0 5 1 3 0 1 0 4 0 2 0 2 1 7 0 4 1 4 0 4 0 4 1 4 0 1 0 4 0 4 1 4 0 5 0 3 1 2 0 3 0 4 0 3 -6 0 -5 1 -2 0 -3 0 -1 1 -5 0 -4 0 -1 1 -1 0 -5 0 -8 1 -2 0 -1 1 -4 0 -7 1 -4 0 -6 1 -3 1 -3 0 -9 1 -4 1 -1 0 -3 0 -3 1 -3 1 -3 0 -5 1 -4 1 -1 0 -12 2 -3 0 -4 1 -3 1 -2 0 -1 0 -3 1 -4 1 -7 1 -4 1 -7 1"
"49","conus",5,TRUE,"228 345 -1 -4 -1 -4 0 -2 1 0 16 -3 1 0 1 0 4 -1 3 0 15 -3 2 0 3 -1 5 0 5 -1 7 -1 8 -1 7 -1 1 9 1 8 1 6 0 2 1 5 2 12 1 7 1 8 1 6 0 1 1 8 0 4 1 3 -3 1 -7 1 -4 0 -1 0 -1 1 -6 0 -8 2 1 7 1 4 1 9 -4 0 -2 1 -4 0 -5 1 -1 0 -1 0 -6 1 -5 1 -3 1 -4 1 -5 0 -3 1 -1 -5 -1 -5 -1 -5 -1 -5 -1 -5 -1 -4 0 -2 -1 -6 -1 -4 0 -2 -1 -6 -2 -10 -1 -2 -1 -4 0 -2 -1 -4 0 -3 -1 -2 -1 -5 0 -3 -1 -3 0 -2"
"51","conus",3,FALSE,"821 345 1 -1 1 0 1 2 0 1 0 1 0 1 0 1 1 2 0 2 0 1 0 1 0 2 1 2 1 1 1 -1 0 1 1 3 -6 -2 0 -1 -1 -1 1 -1 -1 0 -1 -1 0 -1 0 -1 0 -2 -1 -1 0 -3 0 -1 0 -2 1 -2"
"51","conus",3,FALSE,"704 313 3 1 3 0 4 0 3 1 3 0 2 1 3 0 1 0 1 0 1 0 3 1 2 0 2 1 0 -1 3 1 2 0 3 0 2 0 2 1 1 0 2 0 2 0 2 1 1 0 2 0 3 0 1 1 2 0 3 0 3 1 1 0 2 0 2 1 1 0 3 1 2 0 1 0 4 1 3 0 2 1 2 0 2 1 2 0 7 1 2 1 1 0 3 1 3 0 3 1 1 0 3 1 3 0 1 1 3 0 -1 2 -1 1 -1 2 -1 2 -1 0 0 -1 -2 1 -1 0 -1 0 0 1 0 1 0 1 -1 0 0 1 -1 1 0 1 -1 0 -1 2 1 0 1 0 1 -1 0 1 0 1 -1 1 0 1 0 1 0 1 -1 1 0 1 0 1 0 1 0 1 -1 1 -2 0 -1 1 -1 1 -1 0 0 1 -2 0 -1 0 -1 0 -1 0 -1 0 0 1 -1 1 0 1 -1 0 -1 0 -1 -1 -1 0 -1 1 0 1 0 1 0 1 0 2 2 0 0 1 0 1 1 0 0 1 0 1 -1 1 -1 1 -1 1 -1 0 -1 1 -1 0 -2 0 -1 1 0 1 1 1 -1 0 -1 1 -1 0 -1 0 -1 0 0 -2 -1 -1 0 -1 -3 2 -3 1 -1 1 -2 1 1 -1 0 -1 -1 -2 0 -1 0 -1 -1 -2 0 -1 0 -1 -1 0 -1 -2 -1 0 -1 -2 0 -1 -2 1 0 -1 -1 -1 0 -1 0 -1 -1 -1 0 -2 0 -1 -1 -1 -1 0 -2 0 -1 2 -2 0 0 -1 0 -1 0 -1 -1 -2 -1 -1 1 0 0 -1 -1 0 -1 -2 0 -1 0 -1 0 -1 -1 -1 0 -1 -1 -1 -1 -1 0 -1 -1 -2 1 -2 -1 0 0 -1 -1 -2 -1 -1 -1 1 -2 -2 -1 -1 -2 1 0 -1 1 -1 -1 -1 -1 0 -1 0 -1 -1 -2 -1 -2 2 -1 -2 -1 0 -1 -1 -2 0 -1 0 -1 1 -1 0 -1 1 0 1 -1 0 0 1 0 1 0 1 -4 -4 -1 -2 -1 -1 -1 0 -2 -1 0 -1 -2 -2 0 -1 -1 -1 -1 -1 0 -1 0 -1 -2 -1 -1 0 0 -1 0 -1 -2 0 -2 -2 -1 0 -1 0 -2 -1 0 -1"
"17","conus",2,TRUE,"577 374 0 -2 0 -1 1 -2 0 -2 1 0 0 -1 0 -1 1 -1 1 0 1 -1 1 -1 1 -1 0 -1 2 -1 2 -1 1 -2 1 -2 0 -1 0 -1 0 -1 1 -1 0 -1 1 0 1 0 1 1 1 0 1 0 1 0 1 -1 1 0 0 -1 0 -1 -1 -1 0 -1 0 -1 0 -2 -1 0 0 -1 0 -1 -1 -1 0 -1 0 -2 1 -1 1 -1 1 -1 1 -1 1 0 1 -1 1 0 0 -1 0 -1 1 1 2 -1 1 -1 1 -1 1 -1 1 0 0 -1 0 -1 0 -1 1 -2 1 -1 0 -1 -1 0 0 -1 0 -1 1 -1 1 -2 0 -1 1 0 1 0 1 -1 1 0 0 1 -1 1 1 1 1 1 1 1 1 0 1 0 2 -1 1 0 1 -1 1 0 0 -1 1 1 1 0 0 1 -1 2 -1 1 1 1 0 1 0 1 1 0 0 -1 2 2 2 0 1 1 -1 1 -1 2 1 1 1 1 0 1 -1 1 1 1 0 1 0 1 0 1 0 1 1 1 -1 1 0 1 1 0 1 1 1 2 0 1 1 1 1 1 -1 0 0 1 1 0 0 1 1 1 0 2 0 1 0 1 -1 0 1 1 0 1 -1 1 0 1 -1 0 0 2 0 1 0 1 0 1 1 1 0 2 -1 4 0 7 -1 3 0 2 0 4 0 1 -1 8 0 2 -1 6 0 3 0 1 0 4 0 1 -1 0 0 1 -1 0 0 1 0 1 -1 2 0 1 -1 1 -1 1 -1 2 0 1 0 2 0 1 -1 0 -4 0 -1 0 -1 0 -3 -1 -3 0 -1 0 -2 0 -1 0 -1 0 -4 -1 -1 0 -1 0 -5 0 -2 0 -4 0 -3 0 -3 -1 1 -1 1 -1 1 0 0 -1 0 -1 1 -1 1 0 0 -1 1 0 1 0 0 -1 1 -1 0 -1 0 -2 0 -1 -1 0 1 -1 -1 -1 -1 -1 0 -1 -1 0 0 -2 -1 0 0 -1 -1 0 -1 0 -1 -1 -1 -1 -1 0 -1 0 -1 -1 -1 1 -1 -1 0 -1 -1 -2 1 -1 1 -1 1 -1 0 -1 0 -1 0 -1 0 -1 -1 -1 -1 -1 0 -1 0 -1 0 -1 -1 0 -1 -1 -1 0 -1 -1 0 -1 0 -1 0 -1 0 -1 -1 -1 0 -1 0 -1 0 -1"
"48","conus",2,TRUE,"330 216 1 -2 1 0 0 -1 1 0 1 -1 0 -1 1 -1 0 -1 1 -1 1 -2 1 -1 2 0 0 -1 1 -1 1 0 1 -2 0 -1 1 -1 1 -1 1 -1 0 -1 1 -1 2 -1 0 -1 1 -1 2 0 1 -1 1 -1 0 -1 1 0 0 -1 1 0 0 -1 1 -1 0 -2 0 -1 1 0 1 -2 0 -1 0 -1 0 -2 0 -2 0 -2 1 -1 1 -2 0 -2 2 -1 1 -2 1 0 1 -1 1 -1 1 -1 1 -1 1 -1 2 -1 1 0 1 -2 2 0 1 -1 1 0 1 -1 2 -1 1 -1 1 0 2 0 1 2 1 1 1 0 1 1 0 1 1 2 0 1 1 2 1 2 1 1 0 1 2 0 1 0 0 1 1 0 1 -1 1 1 0 1 1 0 1 0 1 -1 1 -1 1 0 1 0 1 1 1 -1 1 0 1 0 1 -1 1 0 2 1 1 -1 1 0 1 -2 1 0 0 -2 1 -1 1 0 1 -1 1 0 1 -2 2 -1 1 -1 0 -1 1 -1 0 -1 1 -1 1 -1 0 -2 0 -1 1 -1 1 -1 0 -1 0 -1 0 -1 1 -1 1 0 0 -2 1 -1 0 -2 0 -1 1 -1 1 -1 2 -2 1 -1 0 -1 1 -1 1 -1 0 -1 0 -1 1 -1 1 -1 1 -1 2 -1 1 0 0 -1 0 -1 1 0 0 -1 0 -1 -1 -2 1 -1 0 -1 1 -1 -1 -1 0 -2 1 -1 1 -1 0 -1 1 -1 1 -1 0 -1 0 -1 1 -2 1 -1 0 -1 0 -1 0 -1 1 1 2 -1 1 0 1 0 1 -1 1 -1 1 -1 1 0 2 0 1 -1 1 -1 1 -1 1 0 1 -1 1 0 1 0 1 0 2 0 1 0 1 0 1 0 1 -1 1 0 1 -1 1 -1 1 0 1 -1 1 0 0 1 1 0 1 1 1 0 1 0 0 1 0 1 -1 5 0 2 -1 2 0 2 -1 2 -1 3 0 4 1 3 0 1 0 1 1 2 0 2 1 1 2 3 0 1 1 1 1 2 2 2 1 1 1 1 1 1 2 1 3 2 1 1 1 1 2 1 4 2 3 2 2 1 2 1 1 1 2 0 1 1 1 1 2 2 1 1 2 1 4 3 1 1 0 1 1 1 1 1 2 0 2 2 4 1 1 1 2 0 2 0 0 1 -1 1 0 1 1 1 1 2 1 1 0 1 0 1 0 1 0 1 0 1 -1 1 0 2 1 0 0 2 0 1 0 1 1 1 0 1 1 2 0 1 1 0 0 1 0 1 0 1 0 1 0 1 0 1 -1 0 -1 2 -1 1 0 1 0 1 -1 1 0 1 -1 0 -1 1 1 1 0 2 -1 2 -1 1 -1 1 -1 1 0 3 0 5 -1 4 0 4 0 5 0 3 0 3 0 2 0 3 -2 0 -1 0 -1 0 -1 0 -1 0 -1 1 -1 0 -1 1 -1 0 -1 0 0 1 -1 0 -1 0 -1 1 -1 1 -2 1 -1 1 -2 1 0 -1 0 -1 -1 0 -1 0 -1 0 -1 0 -1 1 -1 0 -1 -1 -1 0 -1 0 0 -1 -1 0 -1 1 -2 -1 -2 0 0 -1 -1 -1 -1 1 0 -1 -1 -1 0 1 -1 0 0 1 -1 0 -1 1 -1 0 0 1 -1 1 0 -1 -1 -1 -1 0 0 1 -1 -1 -1 1 0 1 -1 0 0 -1 -2 -1 0 -1 0 -1 -1 0 -1 2 1 0 -1 2 -1 -1 -1 0 -1 -1 -1 0 0 1 -1 1 -1 -1 0 1 -1 1 -1 0 -1 -1 -1 -1 -1 -1 -1 1 0 1 0 1 -1 0 -1 1 -1 1 0 1 0 1 0 -1 -1 0 -1 0 -1 1 -1 0 0 -1 -1 -1 -1 0 -1 1 0 1 -1 0 -1 0 -1 -1 -1 1 -1 0 -1 1 -1 0 -1 0 -1 0 -1 0 -1 2 0 1 -1 1 -1 1 -1 0 0 -1 -1 0 -2 1 0 -1 -1 0 -2 1 0 1 -1 1 -1 1 -1 0 0 12 1 27 -5 0 -3 0 -1 0 -5 0 -1 1 -2 0 -8 0 -4 0 -3 1 -2 0 -13 1 -1 0 0 -9 -1 -7 0 -2 -1 -10 0 -8 -1 -2 0 -5 0 -6 -1 -5 0 -5 -1 -4 0 -3 0 -5 -1 -3 0 -5 0 -1 -1 -8 0 -2 -4 0 -7 0 -4 1 -1 0 -10 1 -4 0 -1 0 -4 1 -10 1 -4 0 -3 0 -3 1 -4 0 -1 0 0 -2"
"22","conus",1,FALSE,"541 220 1 -4 0 -5 0 -3 1 -1 1 -1 1 -1 1 -2 0 -2 -1 -1 1 -1 1 0 0 -1 1 -1 0 -1 0 -1 1 -1 1 -2 1 0 0 -1 0 -1 0 -1 0 -1 0 -1 0 -1 -1 0 0 -1 -1 -2 0 -1 -1 -1 0 -1 0 -1 0 -2 -1 0 0 -2 1 -1 0 -1 0 -1 0 -1 0 -1 0 -1 -1 -1 -1 -2 -1 -1 0 -1 1 -1 0 -1 1 1 1 0 3 1 3 0 2 0 2 0 1 0 2 -1 2 0 3 -2 1 0 1 0 2 0 1 -1 2 0 1 0 1 1 2 0 1 0 2 -1 1 -1 1 1 1 1 -2 1 -1 0 0 1 1 1 1 1 2 0 0 -1 0 -1 1 0 1 -1 0 -1 1 -1 1 -1 1 1 1 -1 -1 0 1 -1 1 -1 -1 -1 1 -1 2 0 1 -1 2 0 1 0 1 -1 0 -1 1 0 1 0 2 0 3 0 1 0 2 0 1 1 2 1 1 1 2 2 1 0 0 1 1 0 2 0 1 0 1 -1 1 0 1 -1 1 -1 1 0 0 -1 0 -1 0 -2 1 2 1 1 1 -1 1 -1 0 1 1 1 1 0 0 2 0 1 -2 0 0 1 -1 1 -1 0 -1 1 -1 0 -2 0 -1 1 -1 1 0 1 0 1 1 1 1 0 1 1 0 2 2 -1 0 1 0 2 0 1 1 1 0 2 0 1 -1 0 -1 -1 -1 -1 -1 0 -1 0 -1 -1 -1 -3 -1 0 -1 0 0 1 -1 0 -1 1 0 1 1 1 2 0 0 1 1 1 1 1 -1 0 -1 2 -1 2 0 1 -1 0 -1 2 -1 1 0 1 0 1 1 2 0 2 1 2 -2 0 -1 -1 -7 0 -1 0 -3 0 -1 0 -3 0 -1 -1 -4 0 -2 0 -1 0 -7 0 1 1 0 1 -1 1 1 1 -1 0 0 1 1 0 1 1 -1 1 0 1 1 1 0 1 0 1 1 0 0 1 -1 0 2 1 0 2 1 0 -1 1 0 1 1 0 1 1 1 1 0 1 1 0 0 1 1 1 -1 2 2 1 0 1 1 1 -1 0 0 2 -1 0 -1 2 1 0 -1 1 -1 2 1 1 -1 0 -1 1 1 1 1 1 0 1 -1 1 -1 0 -2 0 -2 0 -1 0 -7 0 -3 0 -2 0 -5 -1 -4 0 -4 0 -4 0 -3 0 -2 0 -3 0 -2 0 -4 0 0 -5 0 -4"
"12","conus",1,TRUE,"769 79 2 1 1 1 2 1 1 0 1 0 1 1 1 1 -1 1 -3 1 -2 -2 -1 -1 -2 -1 -1 -2 1 -1"
"12","conus",1,TRUE,"765 78 2 0 0 2 -2 0 0 -1 0 -1"
"12","conus",1,TRUE,"762 78 1 0 0 2 -1 0 0 -1 0 -1"
"12","conus",1,TRUE,"651 192 2 -2 0 -1 2 0 1 -1 0 -1 -1 -1 0 -1 1 -1 1 0 -1 -1 -1 -1 -1 -2 2 1 2 0 1 0 1 1 4 1 2 0 3 1 4 0 3 0 3 -1 1 0 4 -2 2 -1 2 -1 2 -2 1 0 1 0 -1 -2 1 -1 1 -2 1 0 1 0 1 0 2 -1 3 2 2 0 1 2 1 1 1 0 0 2 1 1 1 -1 1 0 1 1 -1 1 0 1 1 1 1 0 1 0 1 1 1 0 1 0 1 -1 3 -1 2 -1 1 -1 1 -1 1 -1 1 -1 1 0 0 -1 1 -2 1 -1 1 0 1 0 0 -1 1 -1 0 -1 1 0 1 -1 0 -1 1 -1 1 1 1 0 1 0 1 -1 1 -1 0 -1 1 -1 1 0 -1 -2 0 -1 1 -1 1 -2 0 -1 0 -2 0 -1 -1 -2 0 -2 -1 -1 0 -2 1 -1 0 -2 0 -1 1 -2 1 -1 0 -1 0 -1 1 0 1 2 0 1 0 1 1 1 1 0 1 0 0 -1 0 -1 -1 -1 -1 -1 0 -1 -1 -2 -1 0 -1 0 2 -1 0 -1 1 -1 2 -2 2 -3 2 -2 1 -2 1 -1 0 -1 0 -1 1 -2 1 -2 1 0 1 -1 1 1 1 0 1 0 2 -2 1 -3 1 -3 1 -2 1 -1 1 1 3 -1 2 0 0 -2 2 0 1 -1 1 -2 1 -2 0 -1 0 -2 1 -1 1 -1 1 0 2 1 1 0 1 1 1 -1 1 0 1 1 1 1 1 0 0 -1 0 -1 -1 -2 -4 -4 -3 -2 -2 -1 1 -1 2 1 6 4 2 3 2 3 2 4 0 1 1 2 -1 1 -1 -2 -1 -1 -1 2 1 1 -1 2 1 1 0 1 1 -1 1 0 0 2 0 1 0 1 0 1 0 1 0 1 -1 1 0 1 0 3 0 1 0 2 0 2 0 1 0 1 0 1 -1 2 0 1 0 1 -1 2 -1 2 -1 0 0 1 -1 2 -1 2 -2 3 0 1 -2 3 -1 2 -3 3 -1 3 0 1 -1 2 0 1 1 2 -1 2 -1 1 -2 2 -1 2 -3 3 -1 2 -2 3 -2 2 -1 2 -1 2 -1 3 -1 0 0 1 0 1 -3 6 0 2 -1 3 -1 1 0 1 0 2 -2 0 -2 0 -1 0 -1 1 -1 0 -1 0 -1 0 -1 -1 0 -2 0 -1 0 -2 0 -1 0 -1 0 -1 -1 0 -1 0 -1 1 0 1 0 1 -4 0 -2 0 -2 0 -3 0 -5 -1 -3 0 -1 0 -2 0 -2 0 -2 0 -2 0 -3 -1 -1 0 -1 0 -2 0 -2 0 -2 0 -5 0 -1 -1 -1 2 -1 1 0 1 -1 1 0 1 -1 0 -2 0 -3 -1 -3 0 -1 0 -3 -1 -2 0 -3 0 -2 0 -3 -1 -1 0 -3 0 -2 0 -2 0 -2 -1 -4 0 -2 0 -2 0 -2 -1 -1 0 0 -1 -1 -1"
"21","conus",3,FALSE,"611 303 0 -1 2 0 1 0 2 0 4 1 2 0 1 0 4 0 1 0 6 1 1 0 0 1 -1 1 0 1 1 0 3 0 2 0 1 0 5 1 3 0 1 0 4 0 1 1 2 0 1 0 1 0 1 0 4 0 2 0 1 0 2 0 1 1 1 0 4 0 1 0 2 1 3 0 2 0 1 0 2 0 5 0 3 1 1 0 4 0 1 0 3 1 1 0 0 1 2 1 1 0 1 0 2 2 2 0 0 1 0 1 1 0 2 1 0 1 0 1 1 1 1 1 0 1 2 2 0 1 2 1 1 0 1 1 1 2 4 4 -2 -1 -1 1 -2 1 -1 1 0 1 -1 0 0 1 -1 1 -2 1 1 0 0 1 -2 2 -1 1 0 1 0 1 0 2 -1 1 0 1 0 1 -1 0 -1 1 -1 0 -1 1 -1 1 0 1 0 1 -1 -1 -1 0 0 -1 -1 0 0 -1 -1 -1 -1 0 -1 0 -1 1 -1 0 -2 0 -1 0 0 -1 -1 0 -1 0 -1 1 -1 1 -1 0 -1 0 -1 0 -1 0 -1 0 -1 1 0 1 -1 1 0 1 -1 0 -1 1 -1 1 0 -1 -1 0 -1 0 -1 0 -1 1 -1 -1 -1 -1 0 -1 1 -1 -1 -1 1 0 1 0 0 -1 -1 0 0 -1 -2 -1 -1 0 0 -1 -1 -1 -1 0 -1 1 -1 0 -1 0 -1 -1 0 -1 0 -1 0 -1 1 0 0 -1 -1 0 0 -1 -2 0 0 -1 0 -1 0 -1 -1 -1 -1 0 -1 0 0 -1 -1 -1 0 -2 0 -1 0 -1 -1 0 0 -1 -1 1 -2 0 -2 1 0 1 -1 0 -1 -1 0 -1 -1 0 0 -2 0 -1 -1 0 0 -1 -1 0 -1 1 -1 1 -1 0 -1 -1 -1 0 -1 -1 0 -1 -1 -2 0 1 -1 1 -1 0 -1 1 -2 1 0 -1 -1 0 -1 0 -1 -1 0 -1 -1 0 0 1 -2 0 -1 0 -1 0 0 -1 1 -1 -1 0 -1 0 0 -1 -1 -1 -1 -1 1 -2 1 -1 -1 -1 -2 0 -2 -2 0 1 -1 0 0 -1 0 -1 -1 -1 1 -1 1 -2 0 -1 -1 0 -1 -1 0 1 -1 0 -1 1 -1 0 -2 1 -1 0 -1 0 -1 -1 -1 -1 -1 -1 1 -1 0 -1 1 0 -1 -1 0 -1 0 -1 0 -1 -1 -1 1 -1 0 -1 -1 0 0 -1 -1 0 -1 1 -1 -2 -1 0 -1 0"
"47","conus",1,TRUE,"601 271 8 0 1 1 2 0 3 0 1 0 3 0 3 0 3 1 6 0 1 0 2 0 1 0 0 1 3 0 3 0 3 0 7 1 6 0 1 0 5 1 2 0 8 1 4 0 2 0 1 1 1 0 1 0 4 0 1 0 2 1 1 0 1 0 2 0 1 0 3 1 0 4 1 1 1 0 1 0 1 1 0 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 0 0 1 1 0 0 1 1 1 1 0 1 0 1 0 0 1 1 1 -1 1 1 1 1 -1 0 1 0 1 1 1 2 1 0 -1 0 -1 1 0 1 0 0 1 1 1 0 1 1 0 1 1 1 0 0 1 1 -1 1 0 1 0 1 2 0 1 0 1 1 1 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 -2 -1 -2 0 -3 -1 -1 0 -1 0 -1 0 -3 0 -2 -1 -3 0 -3 -1 -4 0 -3 0 -3 -1 -1 0 -3 -1 -1 0 -4 0 -1 0 -3 -1 -5 0 -2 0 -1 0 -2 0 -3 0 -2 -1 -1 0 -4 0 -1 0 -1 -1 -2 0 -1 0 -2 0 -4 0 -1 0 -1 0 -1 0 -2 0 -1 -1 -4 0 -1 0 -3 0 -5 -1 -1 0 -2 0 -3 0 -1 0 0 -1 1 -1 0 -1 -1 0 -6 -1 -1 0 -4 0 -1 0 -2 0 -4 -1 -2 0 -1 0 -2 0 1 -1 -1 -1 1 0 0 -1 -1 0 -1 0 0 -1 1 -1 -2 0 0 -1 1 0 0 -1 1 0 -1 -1 0 -1 -1 -1 1 -1 0 -1 -1 -1 0 -1 -1 -1 -1 0 -1 0 0 -2 1 0 0 -1 -1 0 0 -1 0 -1 -1 0 -1 -1 1 0 0 -1 -1 0 0 -1 -1 -2 1 -1 0 -1 0 -1 -1 0 0 -1 0 -1 -1 0 -1 0 0 -1"
"36","conus",6,TRUE,"861 438 2 1 0 1 -2 -1 0 -1"
"36","conus",6,TRUE,"746 432 0 -3 3 1 2 0 6 1 1 0 1 1 4 0 4 1 1 0 1 0 2 1 3 0 1 1 3 0 8 2 1 0 6 1 1 0 5 1 0 1 4 0 4 1 1 0 0 1 2 0 1 -1 1 -1 1 0 1 0 1 -1 0 -1 1 -2 0 -1 2 -2 1 0 1 0 1 0 1 -2 4 -1 2 0 1 -1 1 0 3 -1 3 -1 0 -1 0 -1 -1 0 0 -1 0 -1 0 -1 0 -1 0 -1 -1 0 -1 -1 0 -1 0 -1 -1 0 0 -1 1 1 1 1 1 1 1 -1 1 0 2 1 0 1 1 0 1 0 2 1 1 0 1 1 1 0 1 0 1 1 2 1 1 1 2 2 5 3 1 1 3 2 2 1 1 2 -1 0 -1 -1 -1 -1 -1 1 0 1 -1 -2 -1 0 0 1 0 2 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -2 -1 -2 -1 -3 -1 -1 0 0 -1 -1 0 -2 0 -1 0 -1 -1 0 1 0 -1 -2 -1 -1 -1 -1 0 0 1 1 1 0 1 -2 2 1 0 3 3 -2 1 0 2 0 1 -1 2 0 2 -1 4 -1 4 0 1 0 5 0 3 0 3 0 2 0 1 0 1 -1 2 0 2 -1 5 0 1 -1 4 -1 1 -1 0 0 -1 -1 0 0 2 0 1 0 1 0 1 -1 1 0 1 -1 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 -1 1 0 1 -1 0 0 1 0 2 0 1 0 1 -1 0 0 1 0 1 0 1 0 1 -4 -1 -4 -1 -2 0 -3 -1 -2 -1 -3 0 -1 -1 -1 0 -1 0 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -3 -3 -3 0 -1 0 -1 0 -1 -1 -1 -1 0 -1 -1 -1 -1 0 -1 -2 -1 0 -1 0 -1 0 -1 1 0 1 -1 -2 -2 0 -1 1 1 1 -1 1 0 0 -1 1 -2 0 -2 0 -1 -1 0 -1 0 -1 -1 -1 -1 -1 -1 -1 -2 -1 -1 -1 0 -1 -1 -1 0 -2 0 -2 -1 -1 0 -2 -1 -2 0 -2 1 -1 0 -2 0 -2 0 -3 -1 -2 0 -1 0 -4 -2 -3 -2 0 -1 1 -1 0 -1 0 -1 1 0 0 -1 1 -1 1 -1 0 -1 1 0 0 -1 -1 -1 -1 0 -1 -1 0 -1 0 -1 -1 -1 -1 -1 -2 -1 -1 -2 -2 -2 -2 -1 1 -3"
