"id","part","x","y","tgt","pop"
34,1,15.1309,10.515,"PEC",222
34,1,15.0846,10.5891,"PEC",222
34,1,14.6782,10.7403,"PEC",222
34,1,14.6939,10.9323,"PEC",222
34,1,14.4788,10.9394,"PEC",222
34,1,14.4768,11.1053,"PEC",222
34,1,14.5174,11.1033,"PEC",222
34,1,14.5204,11.1793,"PEC",222
34,1,14.0091,11.1963,"PEC",222
34,1,13.924,11.1936,"PEC",222
34,1,13.8079,10.9555,"PEC",222
34,1,13.7799,10.879,"PEC",222
34,1,13.7618,10.732,"PEC",222
34,1,13.7611,10.3104,"PEC",222
34,1,13.7405,10.0678,"PEC",222
34,1,14.0588,10.0668,"PEC",222
34,1,14.0559,9.9563,"PEC",222
34,1,14.024,9.6626,"PEC",222
34,1,14.0161,9.4657,"PEC",222
34,1,13.865,9.4717,"PEC",222
34,1,13.7062,9.4981,"PEC",222
34,1,13.6866,9.412,"PEC",222
34,2,14.6539,10.577,"PEC",222
34,2,14.2869,10.5847,"PEC",222
34,2,14.3059,10.8375,"PEC",222
34,2,14.6725,10.8285,"PEC",222
34,2,14.6781,10.8041,"PEC",222
34,2,14.6539,10.577,"PEC",222
35,1,13.7215,9.6699,"PEC",88
35,1,13.7062,9.4981,"PEC",88
35,1,13.865,9.4717,"PEC",88
35,1,14.0161,9.4657,"PEC",88
35,1,14.024,9.6626,"PEC",88
35,1,14.0559,9.9563,"PEC",88
35,1,14.0588,10.0668,"PEC",88
35,1,13.7405,10.0678,"PEC",88
35,1,13.7215,9.6699,"PEC",88
36,1,14.6539,10.577,"PEC",47
36,1,14.6781,10.8041,"PEC",47
36,1,14.6725,10.8285,"PEC",47
36,1,14.3059,10.8375,"PEC",47
36,1,14.2869,10.5847,"PEC",47
36,1,14.6539,10.577,"PEC",47
37,1,11.1033,10.2339,"PEC",275
37,1,11.1003,10.1664,"PEC",275
37,1,11.2901,10.1602,"PEC",275
37,1,12.8728,10.0959,"PEC",275
37,1,12.8652,9.843,"PEC",275
37,1,12.6498,9.61,"PEC",275
37,1,12.7786,9.4605,"PEC",275
37,1,12.8487,9.4363,"PEC",275
37,1,13.0295,9.431,"PEC",275
37,1,13.0351,9.6215,"PEC",275
37,1,13.0964,9.6198,"PEC",275
37,1,13.1169,9.6955,"PEC",275
37,1,13.7215,9.6699,"PEC",275
37,1,13.7405,10.0678,"PEC",275
37,1,13.7611,10.3104,"PEC",275
37,1,13.7618,10.732,"PEC",275
37,1,13.7799,10.879,"PEC",275
37,1,13.8079,10.9555,"PEC",275
37,1,13.924,11.1936,"PEC",275
37,1,13.4924,11.206,"PEC",275
37,1,13.0032,11.2255,"PEC",275
37,1,12.918,11.2256,"PEC",275
37,1,12.7792,11.2279,"PEC",275
37,1,12.7408,11.2285,"PEC",275
37,1,12.728,11.1174,"PEC",275
37,1,12.909,11.1038,"PEC",275
37,1,12.8996,10.7751,"PEC",275
37,1,12.8775,10.3172,"PEC",275
37,1,12.4371,10.3237,"PEC",275
37,1,11.8067,10.3504,"PEC",275
37,1,11.275,10.3685,"PEC",275
37,1,11.2734,10.3133,"PEC",275
37,1,11.2134,10.3151,"PEC",275
37,1,11.2115,10.2499,"PEC",275
37,1,11.1033,10.2339,"PEC",275
38,1,11.0751,10.3829,"PEC",308
38,1,11.0693,10.2333,"PEC",308
38,1,11.1033,10.2339,"PEC",308
38,1,11.2115,10.2499,"PEC",308
38,1,11.2134,10.3151,"PEC",308
38,1,11.2734,10.3133,"PEC",308
38,1,11.275,10.3685,"PEC",308
38,1,11.8067,10.3504,"PEC",308
38,1,12.4371,10.3237,"PEC",308
38,1,12.8775,10.3172,"PEC",308
38,1,12.8996,10.7751,"PEC",308
38,1,12.909,11.1038,"PEC",308
38,1,12.728,11.1174,"PEC",308
38,1,12.7408,11.2285,"PEC",308
38,1,12.7283,11.2288,"PEC",308
38,1,12.7194,11.1102,"PEC",308
38,1,12.6959,11.0574,"PEC",308
38,1,12.6902,10.9551,"PEC",308
38,1,12.546,10.962,"PEC",308
38,1,12.5307,11.1078,"PEC",308
38,1,12.4277,11.1112,"PEC",308
38,1,12.43,11.2384,"PEC",308
38,1,12.345,11.24,"PEC",308
38,1,12.1626,11.2448,"PEC",308
38,1,12.1476,11.1415,"PEC",308
38,1,12.0254,11.1474,"PEC",308
38,1,12.0283,11.2482,"PEC",308
38,1,11.7802,11.2548,"PEC",308
38,1,11.7202,11.2564,"PEC",308
38,1,11.575,11.2603,"PEC",308
38,1,11.5741,11.2309,"PEC",308
38,1,11.5245,11.232,"PEC",308
38,1,11.5253,11.2616,"PEC",308
38,1,11.1418,11.2719,"PEC",308
38,1,11.1174,11.2725,"PEC",308
38,1,11.1097,11.146,"PEC",308
38,1,11.0751,10.3829,"PEC",308
38,2,11.1172,10.818,"PEC",308
38,2,11.127,10.9818,"PEC",308
38,2,11.2885,10.9765,"PEC",308
38,2,11.2686,10.4459,"PEC",308
38,2,11.1098,10.4503,"PEC",308
38,2,11.1172,10.818,"PEC",308
38,3,11.8098,10.8863,"PEC",308
38,3,11.8178,11.1721,"PEC",308
38,3,11.9087,11.1676,"PEC",308
38,3,11.9489,11.1296,"PEC",308
