"fips","county","state","pop","white","black","api","aian","twoplus","hispanic"
"19119","Lyon County","Iowa",12378,0.925513,0.00452416,0.00945225,0.00290839,0.0129262,0.044676
"19121","Madison County","Iowa",17161,0.948488,0.00501136,0.00844939,0.00273877,0.0108385,0.0244741
"19123","Mahaska County","Iowa",22034,0.914087,0.0201053,0.0231007,0.0029046,0.0123446,0.0274576
"19125","Marion County","Iowa",34048,0.935238,0.00954535,0.0160362,0.00185033,0.0135397,0.0237899
"19127","Marshall County","Iowa",40392,0.645078,0.0255496,0.0469152,0.0048772,0.0161171,0.261463
"19129","Mills County","Iowa",14717,0.923354,0.00794999,0.00536794,0.0047564,0.0147449,0.0438269
"19131","Mitchell County","Iowa",10632,0.943096,0.00790068,0.00761851,0.00150489,0.00686606,0.0330135
"19133","Monona County","Iowa",8429,0.923241,0.00735556,0.00367778,0.0195753,0.0149484,0.0312018
"19135","Monroe County","Iowa",7373,0.945205,0.00935847,0.00515394,0.00298386,0.0131561,0.0241421
"19137","Montgomery County","Iowa",10063,0.923184,0.00894365,0.00486932,0.00566431,0.0126205,0.0447183
"19139","Muscatine County","Iowa",42132,0.74879,0.0269629,0.0103484,0.00289566,0.0137425,0.197261
"19141","O'Brien County","Iowa",14260,0.865217,0.0171809,0.0119916,0.0029453,0.0178121,0.0848527
"19143","Osceola County","Iowa",6036,0.837475,0.0104374,0.019715,0.00447316,0.0130881,0.114811
"19145","Page County","Iowa",15038,0.902846,0.0258678,0.0123687,0.00565235,0.0170235,0.0362415
"19147","Palo Alto County","Iowa",8809,0.916109,0.0143036,0.0114655,0.00454081,0.0123737,0.0412079
"19149","Plymouth County","Iowa",25825,0.870745,0.0249758,0.0163795,0.00418199,0.0122749,0.0714424
"19151","Pocahontas County","Iowa",7006,0.870968,0.011276,0.0304025,0.00342564,0.0176991,0.0662289
"19153","Polk County","Iowa",516185,0.726714,0.0799248,0.0553619,0.00139485,0.0250937,0.11151
"19155","Pottawattamie County","Iowa",93529,0.844241,0.0191812,0.0118573,0.00470442,0.0195127,0.100504
"19157","Poweshiek County","Iowa",18454,0.905766,0.015498,0.0193454,0.00298038,0.0156064,0.0408042
"19159","Ringgold County","Iowa",4608,0.940104,0.00694444,0.0106337,0.00260417,0.0112847,0.0284288
"19161","Sac County","Iowa",9533,0.911675,0.00618903,0.0187769,0.00230777,0.00954579,0.0515053
"19163","Scott County","Iowa",175601,0.772484,0.0823401,0.0342253,0.0018394,0.0310021,0.0781089
"19165","Shelby County","Iowa",11821,0.908806,0.0088825,0.00516031,0.00389138,0.016919,0.0563404
"19167","Sioux County","Iowa",36554,0.82136,0.00642884,0.00965695,0.00210647,0.00760519,0.152842
"19169","Story County","Iowa",102498,0.816074,0.029825,0.0809869,0.00186345,0.0176199,0.0536303
"19171","Tama County","Iowa",16738,0.779185,0.00991755,0.00603417,0.0569961,0.024077,0.12379
"19173","Taylor County","Iowa",5825,0.884807,0.00360515,0.00497854,0.00240343,0.0147639,0.0894421
"19175","Union County","Iowa",11955,0.915684,0.0148892,0.00786282,0.00326223,0.0115433,0.0467587
"19177","Van Buren County","Iowa",7217,0.958986,0.00304836,0.00609672,0.00166274,0.0113621,0.0188444
"19179","Wapello County","Iowa",35681,0.732715,0.0421233,0.054707,0.00283064,0.0162551,0.151369
"19181","Warren County","Iowa",56343,0.919564,0.0118205,0.0104361,0.00232504,0.0135243,0.04233
"19183","Washington County","Iowa",22631,0.88529,0.0101189,0.00702576,0.00194424,0.0113119,0.0843091
"19185","Wayne County","Iowa",6622,0.952733,0.00649351,0.00573845,0.00226518,0.013138,0.0196315
"19187","Webster County","Iowa",36909,0.832019,0.0438917,0.0165542,0.00365764,0.024005,0.0798721
"19189","Winnebago County","Iowa",10383,0.89242,0.0156024,0.0113647,0.00231147,0.0172397,0.0610614
"19191","Winneshiek County","Iowa",19723,0.936369,0.00867008,0.0118643,0.00091264,0.00973483,0.0324494
"19193","Woodbury County","Iowa",107257,0.658064,0.0570965,0.0394939,0.0148708,0.0252944,0.20518
"19195","Worth County","Iowa",7307,0.925414,0.00971671,0.0105378,0.00287396,0.0131381,0.0383194
"19197","Wright County","Iowa",12729,0.747506,0.00927017,0.0058135,0.00329955,0.0117841,0.222327
"20001","Allen County","Kansas",12425,0.884427,0.0208451,0.0104628,0.0094165,0.0291348,0.0457143
"20003","Anderson County","Kansas",7908,0.918816,0.012519,0.00847243,0.00935761,0.022003,0.0288316
"20005","Atchison County","Kansas",16249,0.874515,0.0406794,0.00744661,0.00738507,0.0289249,0.0410487
"20007","Barber County","Kansas",4070,0.907125,0.00958231,0.00663391,0.0117936,0.0203931,0.0444717
"20009","Barton County","Kansas",24835,0.790417,0.0132474,0.00358365,0.0058788,0.0162271,0.170646
"20011","Bourbon County","Kansas",14424,0.890183,0.0296728,0.0119246,0.00922074,0.025305,0.0336938
"20013","Brown County","Kansas",9142,0.825421,0.0168453,0.00907898,0.0651936,0.0308466,0.0526143
"20015","Butler County","Kansas",69158,0.858585,0.0226293,0.022022,0.00808294,0.0248561,0.0638249
"20017","Chase County","Kansas",2507,0.852014,0.0191464,0.0071799,0.00678101,0.0235341,0.0913442
"20019","Chautauqua County","Kansas",3339,0.819407,0.015274,0.00269542,0.0518119,0.0578017,0.0530099
"20021","Cherokee County","Kansas",19133,0.859562,0.0119688,0.0107667,0.0444259,0.042492,0.0307845
"20023","Cheyenne County","Kansas",2646,0.8613,0.00831444,0.0128496,0.00604686,0.010582,0.100907
"20025","Clark County","Kansas",1873,0.80299,0.00533903,0.0170849,0.00907635,0.0288308,0.136679
"20027","Clay County","Kansas",7969,0.909022,0.0176936,0.00715272,0.00527042,0.0205797,0.0402811
"20029","Cloud County","Kansas",8723,0.904161,0.0154763,0.0128396,0.00619053,0.0175398,0.0437923
"20031","Coffey County","Kansas",8301,0.902903,0.00915552,0.00734851,0.0125286,0.0191543,0.0489098
"20033","Comanche County","Kansas",1694,0.886068,0.00767414,0.00295159,0.00413223,0.0188902,0.0802834
"20035","Cowley County","Kansas",34186,0.773299,0.0269409,0.0246885,0.0169368,0.0301,0.128035
"20037","Crawford County","Kansas",38904,0.83192,0.019561,0.0235451,0.00989615,0.0306909,0.0843872
"20039","Decatur County","Kansas",2716,0.891016,0.0121502,0.00220913,0.00883652,0.0202504,0.0655376
"20041","Dickinson County","Kansas",18621,0.884593,0.0126202,0.0076258,0.00724988,0.0259922,0.0619193
"20043","Doniphan County","Kansas",7575,0.87736,0.0311551,0.00580858,0.0135974,0.029571,0.0425083
"20045","Douglas County","Kansas",121989,0.764471,0.0437089,0.054841,0.0213708,0.0414382,0.0741706
"20047","Edwards County","Kansas",2731,0.696814,0.0113512,0.00292933,0.0106188,0.0256316,0.252655
"20049","Elk County","Kansas",2436,0.876847,0.00410509,0.00738916,0.0197044,0.045156,0.046798
"20051","Ellis County","Kansas",29007,0.871859,0.0159272,0.016858,0.00348192,0.0162375,0.0756369
"20053","Ellsworth County","Kansas",6316,0.847688,0.0611146,0.00664978,0.00854972,0.0145662,0.0614313
"20055","Finney County","Kansas",38354,0.355686,0.0435939,0.0362153,0.00396308,0.0120457,0.548496
"20057","Ford County","Kansas",34072,0.337521,0.0249472,0.0135008,0.00457854,0.00909838,0.610355
"20059","Franklin County","Kansas",26273,0.895254,0.0139307,0.00586153,0.00647052,0.0266814,0.0518022
"20061","Geary County","Kansas",35459,0.556784,0.154093,0.0403565,0.00939113,0.05316,0.186215
"20063","Gove County","Kansas",2658,0.927013,0.00714823,0.00978179,0.00150489,0.00940557,0.0451467
"20065","Graham County","Kansas",2370,0.872152,0.0337553,0.0160338,0.00590717,0.02827,0.0438819
"20067","Grant County","Kansas",7097,0.423982,0.00690433,0.00774975,0.00436804,0.0126814,0.544314
"20069","Gray County","Kansas",5730,0.788133,0.00820244,0.00680628,0.0034904,0.013438,0.17993
"20071","Greeley County","Kansas",1152,0.779514,0.00520833,0.00434028,0.0078125,0.0104167,0.192708
"20073","Greenwood County","Kansas",5871,0.904957,0.00868677,0.00323625,0.0141373,0.0269119,0.0420712
"20075","Hamilton County","Kansas",2488,0.502412,0.00723473,0.00482315,0.0104502,0.0148714,0.460209
"20077","Harper County","Kansas",5413,0.863477,0.00886754,0.00480325,0.0134861,0.0229078,0.0864585
"20079","Harvey County","Kansas",33642,0.817609,0.0157244,0.0109684,0.00683669,0.0247904,0.124071
"20081","Haskell County","Kansas",3591,0.640212,0.00417711,0.00696185,0.00501253,0.0147591,0.328878
"20083","Hodgeman County","Kansas",1673,0.836222,0.0239091,0.035266,0.00537956,0.019725,0.0794979
"20085","Jackson County","Kansas",13525,0.818189,0.0102033,0.00879852,0.0641035,0.0295009,0.0692052
"20087","Jefferson County","Kansas",18332,0.918558,0.00889156,0.00458215,0.00954615,0.0202378,0.0381846
"20089","Jewell County","Kansas",2899,0.93446,0.00586409,0.0051742,0.00724388,0.0113832,0.0358744
"20091","Johnson County","Kansas",632276,0.764026,0.0514775,0.0577659,0.00251631,0.0258669,0.0983479
"20093","Kearny County","Kansas",3808,0.58666,0.0105042,0.00630252,0.0144433,0.0175945,0.364496
"20095","Kingman County","Kansas",6946,0.916931,0.00676648,0.00647855,0.00921394,0.0181399,0.0424705
"20097","Kiowa County","Kansas",2436,0.84647,0.0168309,0.0455665,0.0119048,0.023399,0.0558292
"20099","Labette County","Kansas",19692,0.83958,0.0387975,0.00477351,0.0199066,0.0438757,0.0530672
"20101","Lane County","Kansas",1482,0.82861,0.0101215,0.00539811,0.011471,0.0242915,0.120108
"20103","Leavenworth County","Kansas",84670,0.783713,0.0795559,0.0160978,0.00700366,0.0323491,0.0812803
"20105","Lincoln County","Kansas",2928,0.905738,0.0105874,0.00580601,0.00580601,0.0181011,0.0539617
"20107","Linn County","Kansas",9841,0.916777,0.0124987,0.00589371,0.00853572,0.0205264,0.0357687
"20109","Logan County","Kansas",2694,0.859688,0.00927988,0.0103935,0.00705271,0.0226429,0.0909428
"20111","Lyon County","Kansas",32520,0.667774,0.0197417,0.0234317,0.00590406,0.0230935,0.260055
"20115","Marion County","Kansas",11670,0.908997,0.0107112,0.00719794,0.00771208,0.0188518,0.0465296
"20117","Marshall County","Kansas",9950,0.932261,0.00673367,0.0039196,0.00572864,0.018794,0.0325628
"20113","McPherson County","Kansas",30334,0.887915,0.0202413,0.0089998,0.00478011,0.0195161,0.0585482
"20119","Meade County","Kansas",3892,0.731501,0.0267215,0.00899281,0.0107914,0.0113052,0.210689
"20121","Miami County","Kansas",35737,0.906176,0.0117805,0.00993368,0.00640792,0.0207628,0.0449394
"20123","Mitchell County","Kansas",5803,0.929519,0.00448044,0.00792693,0.00551439,0.0148199,0.0377391
"20125","Montgomery County","Kansas",30459,0.778095,0.0458321,0.0110641,0.0298762,0.0488526,0.0862799
"20127","Morris County","Kansas",5279,0.908316,0.0070089,0.0117446,0.00644061,0.0219739,0.044516
"20129","Morton County","Kansas",2485,0.671227,0.01167,0.0144869,0.016499,0.0201207,0.265996
"20131","Nemaha County","Kansas",10062,0.938978,0.00864639,0.00318028,0.0067581,0.0142119,0.028225
"20133","Neosho County","Kansas",15552,0.882973,0.0153678,0.00778035,0.00996656,0.0209619,0.0629501
"20135","Ness County","Kansas",2617,0.830722,0.00878869,0.0022927,0.00611387,0.0141383,0.137944
"20137","Norton County","Kansas",5335,0.858669,0.0389878,0.0138707,0.00393627,0.022493,0.0620431
"20139","Osage County","Kansas",15737,0.92489,0.00845142,0.00425748,0.00654508,0.0189363,0.0369194
"20141","Osborne County","Kansas",3353,0.915598,0.00715777,0.0104384,0.00954369,0.0205786,0.0366836
"20143","Ottawa County","Kansas",5853,0.926021,0.0141808,0.00392961,0.00495472,0.0136682,0.0372459
"20145","Pawnee County","Kansas",6012,0.800898,0.0632069,0.00632069,0.00848303,0.0226214,0.0984697
"20147","Phillips County","Kansas",4733,0.919501,0.00549334,0.0120431,0.00654976,0.0198606,0.0365519
"20149","Pottawatomie County","Kansas",26876,0.881753,0.0134693,0.0116461,0.00595327,0.0233666,0.0638116
"20151","Pratt County","Kansas",9137,0.85411,0.0176207,0.00963117,0.00591004,0.0194812,0.0932472
"20153","Rawlins County","Kansas",2432,0.874589,0.00740132,0.00863487,0.00534539,0.0213816,0.082648
"20155","Reno County","Kansas",61417,0.821092,0.02978,0.00936223,0.00612208,0.0243092,0.109335
"20157","Republic County","Kansas",4613,0.931715,0.00867115,0.00650336,0.00455235,0.0140906,0.0344678
"20159","Rice County","Kansas",9284,0.795993,0.0165877,0.0115252,0.00700129,0.0242352,0.144657
"20161","Riley County","Kansas",72557,0.74274,0.0645699,0.0532547,0.00503053,0.0340698,0.100335
"20163","Rooks County","Kansas",4748,0.911542,0.0179023,0.00947767,0.00526537,0.0195872,0.0362258
"20165","Rush County","Kansas",2810,0.909253,0.00818505,0.00427046,0.00782918,0.0135231,0.0569395
"20167","Russell County","Kansas",6620,0.897432,0.0152568,0.0070997,0.0113293,0.023565,0.0453172
"20169","Saline County","Kansas",53459,0.772704,0.0357844,0.0234198,0.00478872,0.0297424,0.13356
"20171","Scott County","Kansas",4914,0.744811,0.00691901,0.00976801,0.00590151,0.013838,0.218763
"20173","Sedgwick County","Kansas",536081,0.651181,0.0868787,0.0462896,0.00751192,0.0357017,0.172437
"20175","Seward County","Kansas",21276,0.242339,0.0252397,0.0261327,0.00324309,0.0144764,0.688569
"20177","Shawnee County","Kansas",177942,0.716897,0.0762383,0.0165054,0.0088512,0.0381135,0.143395
"20179","Sheridan County","Kansas",2397,0.902378,0.00750939,0.00292032,0.00542345,0.022111,0.0596579
"20181","Sherman County","Kansas",5796,0.822464,0.0113872,0.00793651,0.00431332,0.0203589,0.13354
"20183","Smith County","Kansas",3541,0.926574,0.00621293,0.00508331,0.00649534,0.0242869,0.0313471
"20185","Stafford County","Kansas",3901,0.820302,0.0069213,0.0046142,0.0092284,0.0207639,0.13817
"20187","Stanton County","Kansas",2071,0.43409,0.00965717,0.00193143,0.0120715,0.0352487,0.507001
"20189","Stevens County","Kansas",5035,0.562066,0.00854022,0.00973188,0.00953327,0.011718,0.398411
"20191","Sumner County","Kansas",22336,0.878492,0.0130283,0.00684993,0.0106554,0.0262804,0.0646938
"20193","Thomas County","Kansas",7802,0.868111,0.0112792,0.00897206,0.00563958,0.0138426,0.0921559
"20195","Trego County","Kansas",2774,0.925739,0.00576784,0.0122567,0.00504686,0.0155011,0.0356885
"20197","Wabaunsee County","Kansas",7112,0.896654,0.00871766,0.00745219,0.00970191,0.0251687,0.052306
"20199","Wallace County","Kansas",1472,0.881114,0.013587,0.00203804,0.00611413,0.0169837,0.080163
"20201","Washington County","Kansas",5572,0.915111,0.005743,0.0086145,0.00161522,0.019921,0.048995
"20203","Wichita County","Kansas",2072,0.649131,0.0125483,0.00530888,0.003861,0.0106178,0.318533
"20205","Wilson County","Kansas",8398,0.900929,0.00785901,0.00619195,0.0121457,0.0286973,0.0441772
"20207","Woodson County","Kansas",3111,0.923497,0.00675024,0.00192864,0.0112504,0.0253938,0.0311797
"20209","Wyandotte County","Kansas",169418,0.361355,0.194035,0.0604717,0.0039193,0.0249855,0.355234
"21001","Adair County","Kentucky",19239,0.908103,0.0248973,0.00691304,0.00358646,0.0182962,0.0382036
"21003","Allen County","Kentucky",22037,0.93157,0.0140673,0.00394791,0.00267732,0.0162454,0.0314925
"21005","Anderson County","Kentucky",24883,0.918016,0.0225857,0.00735442,0.00208978,0.0190492,0.0309046
"21007","Ballard County","Kentucky",7626,0.91188,0.0368476,0.00576974,0.00222922,0.0255704,0.0177026
"21009","Barren County","Kentucky",45609,0.880703,0.0386985,0.0119932,0.0022364,0.0186586,0.0477099
"21011","Bath County","Kentucky",12951,0.946491,0.0136669,0.00555942,0.00154428,0.0131264,0.0196124
"21013","Bell County","Kentucky",23051,0.928333,0.0291094,0.00520585,0.0029066,0.0219079,0.0125374
"21015","Boone County","Kentucky",144135,0.821001,0.057238,0.0341,0.00242828,0.0226246,0.062608
"21017","Bourbon County","Kentucky",20333,0.833522,0.0528205,0.00452466,0.00216397,0.0244922,0.0824768
"21019","Boyd County","Kentucky",47777,0.922829,0.0289888,0.00669778,0.00345354,0.0164305,0.0216004
"21021","Boyle County","Kentucky",31394,0.834172,0.0777537,0.0142702,0.0025164,0.0241447,0.0471428
"21023","Bracken County","Kentucky",8497,0.954455,0.0092974,0.00200071,0.00341297,0.0144757,0.0163587
"21025","Breathitt County","Kentucky",12804,0.960481,0.00749766,0.00718525,0.00164011,0.00984067,0.0133552
"21027","Breckinridge County","Kentucky",21221,0.929362,0.0238443,0.00438245,0.00391122,0.0192734,0.0192262
"21029","Bullitt County","Kentucky",85802,0.905433,0.0219925,0.0103844,0.00286707,0.0174588,0.0418638
"21031","Butler County","Kentucky",12551,0.910764,0.00852522,0.0044618,0.00199187,0.0137041,0.0605529
"21033","Caldwell County","Kentucky",12611,0.897074,0.0527317,0.00555071,0.00245817,0.0227579,0.0194275
"21035","Calloway County","Kentucky",38975,0.8722,0.0436947,0.0201924,0.00330981,0.019628,0.040975
"21037","Campbell County","Kentucky",94008,0.90955,0.0290507,0.013552,0.00144669,0.0187324,0.0276679
"21039","Carlisle County","Kentucky",4777,0.904752,0.0173749,0.00439606,0.00481474,0.0272137,0.0414486
"21041","Carroll County","Kentucky",11111,0.868599,0.0187202,0.00648006,0.00315003,0.0223202,0.0807308
"21043","Carter County","Kentucky",26098,0.96402,0.0073952,0.00302705,0.00279715,0.0098475,0.0129129
"21045","Casey County","Kentucky",15948,0.928957,0.0119137,0.00351141,0.00294708,0.0155505,0.0371206
"21047","Christian County","Kentucky",71006,0.636918,0.209757,0.0211531,0.00412641,0.0346872,0.0933583
"21049","Clark County","Kentucky",37673,0.880445,0.0461073,0.00865341,0.00241552,0.0192711,0.0431078
"21051","Clay County","Kentucky",19592,0.923285,0.038332,0.00219477,0.00209269,0.009902,0.0241935
"21053","Clinton County","Kentucky",9183,0.92497,0.00860285,0.00631602,0.00272242,0.0158989,0.0414897
"21055","Crittenden County","Kentucky",8982,0.941104,0.0140281,0.00634603,0.00400802,0.0158094,0.0187041
"21057","Cumberland County","Kentucky",6047,0.919299,0.032082,0.00248057,0.00132297,0.0201753,0.0246403
"21059","Daviess County","Kentucky",104457,0.849737,0.0504035,0.0274371,0.00119666,0.0244598,0.0467657
"21061","Edmonson County","Kentucky",12635,0.940799,0.0154333,0.004907,0.004907,0.013613,0.0203403
"21063","Elliott County","Kentucky",7263,0.920419,0.0446097,0.00357979,0.002616,0.0112901,0.0174859
"21065","Estill County","Kentucky",14002,0.95872,0.00571347,0.0015712,0.00307099,0.0112841,0.0196401
"21067","Fayette County","Kentucky",329437,0.655279,0.160122,0.0515759,0.00139025,0.0305825,0.101051
"21069","Fleming County","Kentucky",15591,0.946764,0.0159708,0.00288628,0.00141107,0.0128279,0.0201398
"21071","Floyd County","Kentucky",34532,0.969188,0.00761612,0.00388046,0.00144793,0.00825321,0.00961427
"21073","Franklin County","Kentucky",52442,0.80426,0.0947904,0.0203844,0.00276496,0.0268106,0.0509897
"21075","Fulton County","Kentucky",6282,0.684655,0.24212,0.00971028,0.00350207,0.0308819,0.0291309
"21077","Gallatin County","Kentucky",8805,0.894492,0.0185122,0.00567859,0.00306644,0.0223737,0.0558773
"21079","Garrard County","Kentucky",18040,0.916796,0.0221729,0.00404656,0.00304878,0.0185144,0.0354213
"21081","Grant County","Kentucky",25722,0.932781,0.0114299,0.00645362,0.00229376,0.0127906,0.0342508
"21083","Graves County","Kentucky",36821,0.834687,0.0388365,0.00605633,0.00247142,0.0293311,0.0886179
"21085","Grayson County","Kentucky",27070,0.948873,0.0133358,0.00362024,0.00221648,0.0140746,0.0178796
"21087","Green County","Kentucky",11552,0.934037,0.0182652,0.00337604,0.00380886,0.0188712,0.0216413
"21089","Greenup County","Kentucky",35273,0.953959,0.00904374,0.00632212,0.00328863,0.0132963,0.0140901
"21091","Hancock County","Kentucky",9013,0.94863,0.0122046,0.00355043,0.00288472,0.0133141,0.0194164
"21093","Hardin County","Kentucky",112826,0.743561,0.116285,0.0270239,0.00354528,0.0401769,0.0694078
"21095","Harlan County","Kentucky",25052,0.948547,0.01924,0.00530896,0.00227527,0.0121348,0.012494
"21097","Harrison County","Kentucky",19525,0.930141,0.0196159,0.00384123,0.00297055,0.0171063,0.0263252
"21099","Hart County","Kentucky",19923,0.913818,0.0385986,0.00511971,0.00255986,0.0169151,0.0229885
"21101","Henderson County","Kentucky",44175,0.845297,0.0848896,0.00633843,0.00219581,0.0247878,0.0364912
"21103","Henry County","Kentucky",16198,0.893999,0.0269786,0.00518583,0.00351895,0.0238918,0.0464255
"21105","Hickman County","Kentucky",4393,0.854769,0.0837696,0.00614614,0.00227635,0.0239017,0.0291373
"21107","Hopkins County","Kentucky",45218,0.862555,0.0656597,0.00915565,0.00214516,0.027865,0.0326198
"21109","Jackson County","Kentucky",13358,0.967061,0.00598892,0.00232071,0.00179668,0.00868393,0.0141488
"21111","Jefferson County","Kentucky",793881,0.604444,0.226238,0.039419,0.000944726,0.0276729,0.101281
"21113","Jessamine County","Kentucky",56495,0.849349,0.0494911,0.018037,0.0025666,0.0223737,0.0581821
"21115","Johnson County","Kentucky",22098,0.964024,0.0053851,0.0084623,0.00167436,0.00968413,0.0107702
"21117","Kenton County","Kentucky",174862,0.85281,0.0516236,0.0171621,0.000932164,0.0230353,0.0544372
"21119","Knott County","Kentucky",13438,0.965099,0.00989731,0.00230689,0.00156273,0.00915315,0.0119809
"21121","Knox County","Kentucky",29657,0.950568,0.0132178,0.00549617,0.00269751,0.0133527,0.0146677
"21123","Larue County","Kentucky",15128,0.908646,0.0277631,0.00482549,0.00390005,0.0196986,0.0351666
"21125","Laurel County","Kentucky",63353,0.949773,0.00923397,0.00748189,0.00303064,0.0127381,0.0177419
"21127","Lawrence County","Kentucky",15798,0.963286,0.00588682,0.00354475,0.00126598,0.0142423,0.0117736
"21129","Lee County","Kentucky",7313,0.934774,0.0343224,0.0028716,0.00437577,0.00929851,0.014358
"21131","Leslie County","Kentucky",9729,0.965978,0.00626991,0.00380306,0.00154178,0.0126426,0.00976462
"21133","Letcher County","Kentucky",20139,0.969115,0.00794478,0.00337653,0.00183723,0.00953374,0.00819306
"21135","Lewis County","Kentucky",12875,0.96699,0.0064466,0.000932039,0.00365049,0.0120388,0.00994175
"21137","Lincoln County","Kentucky",24910,0.929787,0.0232035,0.00345243,0.00272983,0.0170213,0.0238057
"21139","Livingston County","Kentucky",8815,0.935791,0.00964265,0.00442428,0.00442428,0.0186047,0.0271129
"21141","Logan County","Kentucky",28467,0.873538,0.0582429,0.00477746,0.00252924,0.0217093,0.0392033
"21143","Lyon County","Kentucky",9078,0.878828,0.0749064,0.00517735,0.00341485,0.0129985,0.024675
"21151","Madison County","Kentucky",99582,0.877659,0.044737,0.0123014,0.0024402,0.0244723,0.0383905
"21153","Magoffin County","Kentucky",11118,0.974276,0.00404749,0.00224861,0.00350783,0.00908437,0.00683576
"21155","Marion County","Kentucky",19851,0.861418,0.0664954,0.0109314,0.00136013,0.0207546,0.0390409
"21157","Marshall County","Kentucky",31734,0.953993,0.00617634,0.00425411,0.00223735,0.011754,0.0215857
"21159","Martin County","Kentucky",10696,0.875,0.0748878,0.00289828,0.00411369,0.0118736,0.0312266
"21161","Mason County","Kentucky",16956,0.869132,0.0591531,0.0144492,0.00342062,0.0273649,0.0264803
"21145","McCracken County","Kentucky",67550,0.812865,0.110481,0.011399,0.00290155,0.0252406,0.0371132
"21147","McCreary County","Kentucky",16824,0.892653,0.0561103,0.00558726,0.00659772,0.0143248,0.0247266
"21149","McLean County","Kentucky",9126,0.940828,0.0118343,0.00394477,0.00273943,0.0147929,0.0258602
"21163","Meade County","Kentucky",30442,0.878819,0.0369884,0.00946061,0.00479601,0.0229617,0.0469746
"21165","Menifee County","Kentucky",6341,0.954581,0.0102507,0.00362719,0.00268097,0.0134048,0.015455
"21167","Mercer County","Kentucky",23515,0.89849,0.0346587,0.00739953,0.00208378,0.0189666,0.038401
"21169","Metcalfe County","Kentucky",10558,0.926407,0.016954,0.00274673,0.00236787,0.0125971,0.0389278
"21171","Monroe County","Kentucky",11163,0.908806,0.0208725,0.00304578,0.00143331,0.0145122,0.0513303
"21173","Montgomery County","Kentucky",28771,0.918077,0.0234264,0.00500504,0.00222446,0.0142852,0.0369817
"21175","Morgan County","Kentucky",14300,0.884196,0.0465035,0.00965035,0.00272727,0.0128671,0.0440559
"21177","Muhlenberg County","Kentucky",30512,0.919933,0.036248,0.00370346,0.0023925,0.0152071,0.0225157
"21179","Nelson County","Kentucky",48706,0.884142,0.0528477,0.00724757,0.00162198,0.020285,0.0338562
"21181","Nicholas County","Kentucky",7816,0.950358,0.00882805,0.00319857,0.00127943,0.00972364,0.0266121
"21183","Ohio County","Kentucky",23933,0.914595,0.0105294,0.00342623,0.00204738,0.0107383,0.0586638
"21185","Oldham County","Kentucky",70525,0.865239,0.0393761,0.0202907,0.00253811,0.0184048,0.054151
"21187","Owen County","Kentucky",11435,0.942895,0.0131176,0.00244862,0.00236117,0.0102317,0.0289462
"21189","Owsley County","Kentucky",3928,0.952902,0.0106925,0.00101833,0.00381874,0.0119654,0.0196029
"21191","Pendleton County","Kentucky",14844,0.951428,0.0107114,0.00316626,0.00289679,0.0146861,0.0171113
"21193","Perry County","Kentucky",26739,0.950036,0.0163806,0.00886346,0.00198212,0.0123041,0.0104342
"21195","Pike County","Kentucky",55430,0.961844,0.00820855,0.00656684,0.00153347,0.00891214,0.0129352
"21197","Powell County","Kentucky",12928,0.949954,0.0129177,0.00363552,0.00193379,0.014078,0.0174814
"21199","Pulaski County","Kentucky",66842,0.92789,0.0119386,0.00973939,0.00302205,0.0139284,0.0334819
"21201","Robertson County","Kentucky",2382,0.930311,0.0180521,0.00125945,0.000839631,0.0218304,0.0277078
"21203","Rockcastle County","Kentucky",16226,0.960372,0.00530014,0.00191051,0.00412918,0.0131271,0.0151609
"21205","Rowan County","Kentucky",24675,0.930294,0.0194934,0.0077001,0.00206687,0.0137386,0.0267072
"21207","Russell County","Kentucky",18458,0.917543,0.00996858,0.00503847,0.0026005,0.0129483,0.0519016
"21209","Scott County","Kentucky",61700,0.835981,0.0596921,0.0141653,0.00251216,0.0232901,0.0643598
"21211","Shelby County","Kentucky",50124,0.783457,0.0664352,0.00961615,0.00281302,0.0232224,0.114456
"21213","Simpson County","Kentucky",20350,0.835921,0.0874693,0.00953317,0.0031941,0.0233415,0.0405405
"21215","Spencer County","Kentucky",20823,0.927676,0.0185852,0.00710753,0.00235317,0.0146953,0.0295827
"21217","Taylor County","Kentucky",26809,0.876571,0.0527808,0.0111903,0.00175314,0.0231639,0.0345406
"21219","Todd County","Kentucky",12757,0.842518,0.071255,0.00321392,0.00313553,0.0206945,0.0591832
"21221","Trigg County","Kentucky",14559,0.866818,0.0695103,0.00480802,0.00309087,0.0250704,0.0307027
"21223","Trimble County","Kentucky",8591,0.929228,0.00756606,0.00663485,0.00395763,0.0178093,0.0348039
"21225","Union County","Kentucky",13178,0.870314,0.080513,0.00614661,0.00197299,0.0207922,0.020261
"21227","Warren County","Kentucky",147936,0.724381,0.102544,0.0734169,0.0016426,0.024274,0.0737413
"21229","Washington County","Kentucky",12269,0.867797,0.0499633,0.0091287,0.00211916,0.0221697,0.0488222
"21231","Wayne County","Kentucky",19629,0.915686,0.0177289,0.00351521,0.00234347,0.0138061,0.0469204
"21233","Webster County","Kentucky",12854,0.851019,0.0374203,0.00684612,0.00287848,0.0174265,0.0844095
"21235","Whitley County","Kentucky",37233,0.943303,0.0103403,0.00606988,0.00252464,0.0140467,0.0237155
"21237","Wolfe County","Kentucky",6364,0.943275,0.00471402,0.00219987,0.00455688,0.0102137,0.0350409
