"state","part","x","y"
"AK",10,151,631.9
"AK",10,151.1,632.2
"AK",10,151,632.4
"AK",10,151,632.5
"AK",10,151.4,632.5
"AK",10,151.7,632.4
"AK",10,151.9,632.7
"AK",10,152.2,632.6
"AK",10,151.9,632.2
"AK",10,152,631.9
"AK",10,151.7,632
"AK",10,151.4,631.6
"AK",10,151.5,631.5
"AK",10,151.9,631.5
"AK",10,152.1,631.3
"AK",10,153.5,631.6
"AK",10,154.1,631
"AK",10,155.3,629.9
"AK",10,155.4,629.3
"AK",10,155.6,628.9
"AK",10,155.8,628.8
"AK",10,156.1,628.5
"AK",10,156.4,628.5
"AK",10,156.8,628.1
"AK",10,156.8,627.9
"AK",10,157.3,627.9
"AK",10,157.6,627.8
"AK",10,157.9,627.2
"AK",10,158.2,627.1
"AK",10,158.3,626.9
"AK",10,158.6,626.7
"AK",10,158.6,626.5
"AK",10,158.7,626.3
"AK",10,160.1,626.3
"AK",10,160.5,626.1
"AK",10,161,625.9
"AK",10,161.7,625.6
"AK",10,161.9,625.2
"AK",10,162.1,625
"AK",10,162.3,624.9
"AK",10,163,625
"AK",10,163.2,625.2
"AK",10,163.4,625.2
"AK",10,163.7,625.1
"AK",10,163.8,624.8
"AK",10,164.1,624.6
"AK",10,164.7,624.3
"AK",10,165,624.2
"AK",10,165.4,624.4
"AK",10,165.9,624.5
"AK",10,166.1,624.7
"AK",10,165.9,625
"AK",10,166,625.2
"AK",10,166.2,625.1
"AK",10,166.5,624.8
"AK",10,166.9,624.7
"AK",10,167.6,624.5
"AK",10,167.8,624.5
"AK",10,168.4,624.6
"AK",10,169.3,625
"AK",10,169.7,625
"AK",10,170.5,625.4
"AK",10,171.2,625.6
"AK",10,171.4,625.8
"AK",10,171.7,625.9
"AK",10,172,626.1
"AK",10,172,626.3
"AK",10,172.3,626.5
"AK",10,172.9,626.8
"AK",10,173,626.8
"AK",10,173.2,627
"AK",10,173.4,627.1
"AK",10,173.4,627.5
"AK",10,173.7,627.6
"AK",10,174.5,628.9
"AK",10,175.6,630
"AK",10,176.1,630.4
"AK",10,176,630.6
"AK",10,176.1,630.7
"AK",10,176.5,630.8
"AK",10,176.6,630.5
"AK",10,176.7,630.6
"AK",10,176.9,630.8
"AK",10,176.9,631.2
"AK",10,177.2,631.6
"AK",10,177.1,631.9
"AK",10,177.4,632.5
"AK",10,179.7,631.8
"AK",10,180.2,631.7
"AK",10,180.5,631.2
"AK",10,180.6,630.7
"AK",10,180.6,630.5
"AK",10,180.4,630
"AK",10,180.2,629.7
"AK",10,180.3,629.5
"AK",10,180.1,629.1
"AK",10,179.8,629.2
"AK",10,179.7,629
"AK",10,179.4,628.9
"AK",10,179.1,628.9
"AK",10,178.5,628.7
"AK",10,178.3,628.8
"AK",10,178.2,628.4
"AK",10,177.9,628.4
"AK",10,177.9,628.1
"AK",10,177.6,628.1
"AK",10,177.7,627.8
"AK",10,177.3,627.4
"AK",10,176.9,626.9
"AK",10,176.6,626.7
"AK",10,176.5,626.5
"AK",10,176.1,626.1
"AK",10,176.2,626
"AK",10,175.8,625.8
"AK",10,175.7,625.6
"AK",10,175.3,625.5
"AK",10,175.1,625.3
"AK",10,175,625
"AK",10,174.7,624.9
"AK",10,174.5,624.9
"AK",10,174.3,624.6
"AK",10,174.3,624.4
"AK",10,173.9,624.1
"AK",10,173.5,624.4
"AK",10,173.3,624.5
"AK",10,173.3,624.8
"AK",10,173.1,624.8
"AK",10,173.2,625.1
"AK",10,173.1,625.3
"AK",10,172.9,625.4
"AK",10,172.5,625.9
"AK",10,172.2,625.4
"AK",10,171.2,624.6
"AK",10,171.1,624.4
"AK",10,170.8,624.2
"AK",10,170.6,624.1
"AK",10,170.7,623.6
"AK",10,170.2,623.7
"AK",10,170,624
"AK",10,169.5,623.9
"AK",10,169.5,624
"AK",10,169.1,623.9
"AK",10,168.8,621.4
"AK",10,167.3,607.7
"AK",10,167.1,607.6
"AK",10,166.7,607.4
"AK",10,166.3,607.1
"AK",11,164.5,625.5
"AK",11,164.4,625.8
"AK",11,164.6,625.9
"AK",11,164.8,625.7
"AK",11,164.6,625.5
"AK",11,164.5,625.5
"AK",12,152,626
"AK",12,152.2,626.3
"AK",12,152.4,626
"AK",12,152.2,625.8
"AK",12,152,626
"AK",13,159.7,626.6
"AK",13,159.6,626.4
"AK",13,159.2,626.4
"AK",13,159.2,626.7
"AK",13,159.7,626.6
"AK",14,159.8,627.5
"AK",14,159.6,627.5
"AK",14,159.4,627.3
"AK",14,159.3,626.9
"AK",14,159.2,626.8
"AK",14,158.9,627
"AK",14,158.5,627.6
"AK",14,158.2,627.9
"AK",14,158.1,628
"AK",14,157.8,628.1
"AK",14,157.4,628.4
"AK",14,157.3,628.5
"AK",14,157,628.7
"AK",14,156.7,629.1
"AK",14,157,629.4
"AK",14,157,629.7
"AK",14,157.3,630.2
"AK",14,157.1,630.3
"AK",14,157,630.3
"AK",14,156.7,630.4
"AK",14,156.6,630.6
"AK",14,156.7,630.7
"AK",14,157,630.6
"AK",14,157.5,630.7
"AK",14,157.6,630.6
"AK",14,157.7,630.3
"AK",14,158.1,629.8
"AK",14,158.3,629.8
"AK",14,158.4,629.7
"AK",14,158.6,629.6
"AK",14,158.7,629.5
"AK",14,158.9,629.3
"AK",14,159.2,629.3
"AK",14,159.2,629
"AK",14,159.4,628.8
"AK",14,159.4,628.5
"AK",14,159.3,628.2
"AK",14,159.1,628
"AK",14,159.7,627.9
"AK",14,159.8,627.5
"AK",15,154.6,630.8
"AK",15,154.7,631.2
"AK",15,154.9,631.1
"AK",15,154.9,630.7
"AK",15,154.6,630.8
"AK",16,155.6,631.6
"AK",16,155.6,631.7
"AK",16,155.9,631.8
"AK",16,155.9,631.4
"AK",16,155.8,631.4
"AK",16,155.6,631.6
"AK",17,151.5,632.5
"AK",17,151.4,632.7
"AK",17,151.4,632.8
"AK",17,151.7,632.9
"AK",17,151.8,632.8
"AK",17,151.7,632.6
"AK",17,151.5,632.5
"AL",18,627.1,549.9
"AL",18,627,549.9
"AL",18,627,549.8
"AL",18,626.9,549.8
"AL",18,626.8,549.8
"AL",18,626.8,549.7
"AL",18,626.6,549.3
"AL",18,625.4,548.3
"AL",18,625.4,548.1
"AL",18,625.4,548
"AL",18,625.3,548
"AL",18,625.5,547.2
"AL",18,625.6,547.1
"AL",18,625.7,546.5
"AL",18,625.7,546.4
"AL",18,625.7,546.2
"AL",18,625.7,546.1
"AL",18,625.6,546
"AL",18,625.6,545.9
"AL",18,625.6,545.8
"AL",18,625.8,545.8
"AL",18,626.5,545.7
"AL",18,626.7,545.7
"AL",18,627,545.7
"AL",18,627.1,545.6
"AL",18,627.6,545.6
"AL",18,628,545.6
"AL",18,628.1,545.6
"AL",18,628.2,545.6
"AL",18,629,545.5
"AL",18,629.2,545.5
"AL",18,629.5,545.5
"AL",18,629.7,545.4
"AL",18,629.8,545.4
"AL",18,630,545.4
"AL",18,630.2,545.4
"AL",18,630.3,545.3
"AL",18,630.4,545.3
"AL",18,630.5,545.3
"AL",18,630.6,545.3
"AL",18,631,545.3
"AL",18,631.5,545.2
"AL",18,631.6,545.2
"AL",18,631.9,545.2
"AL",18,632.1,545.2
"AL",18,632.2,545.2
"AL",18,632.5,545.2
"AL",18,632.8,545.1
"AL",18,633,545.1
"AL",18,633.2,545.1
"AL",18,633.4,545.1
"AL",18,633.8,545.1
"AL",18,634,545
"AL",18,634.3,545
"AL",18,634.7,544.9
"AL",18,635.3,544.9
"AL",18,635.4,544.9
"AL",18,635.8,544.9
"AL",18,636.1,544.8
"AL",18,636.4,544.8
"AL",18,636.7,544.8
"AL",18,636.9,544.8
"AL",18,637.3,544.8
"AL",18,637.5,544.7
"AL",18,637.7,544.7
"AL",18,637.8,544.7
"AL",18,638.1,544.7
"AL",18,638.2,544.6
"AL",18,638.6,544.6
"AL",18,638.9,544.6
"AL",18,639.3,544.5
"AL",18,639.4,544.5
"AL",18,639.6,544.5
"AL",18,639.8,544.5
"AL",18,640.7,544.5
"AL",18,641,544.4
"AL",18,641.3,544.3
"AL",18,641.9,544.3
"AL",18,642,544.3
"AL",18,642.5,544.2
"AL",18,642.7,544.2
"AL",18,642.9,544.2
"AL",18,643,544.2
"AL",18,643.1,544.2
"AL",18,643.3,544.2
"AL",18,643.6,544.2
"AL",18,643.7,544.1
"AL",18,644,544.1
"AL",18,644.4,544.1
"AL",18,644.7,544
"AL",18,644.8,544
"AL",18,645,544
"AL",18,645.1,544
"AL",18,645.2,544
"AL",18,645.7,543.9
"AL",18,646.1,543.9
"AL",18,646.4,543.9
"AL",18,646.8,543.8
"AL",18,647.5,543.8
"AL",18,647.8,543.7
"AL",18,648,543.7
"AL",18,648.4,543.6
"AL",18,650.2,543.4
"AL",18,650.5,543.4
"AL",18,650.7,543.4
"AL",18,650.8,543.4
"AL",18,650.9,543.4
"AL",18,651,543.4
"AL",18,651.7,543.2
"AL",18,652.1,543.2
"AL",18,652.4,543.2
"AL",18,652.8,543.1
"AL",18,653.4,543.1
"AL",18,653.6,543
"AL",18,653.8,543
"AL",18,654.1,542.9
"AL",18,654.2,542.9
"AL",18,654.4,542.9
"AL",18,654.7,542.9
"AL",18,655.1,542.8
"AL",18,655.6,542.8
"AL",18,655.8,542.8
"AL",18,656.1,542.7
"AL",18,656.4,542.7
"AL",18,656.7,542.7
"AL",18,657.2,542.6
"AL",18,657.4,542.5
"AL",18,657.6,542.5
"AL",18,657.7,542.5
"AL",18,657.9,542.5
"AL",18,658.4,542.4
"AL",18,658.9,542.4
"AL",18,659.1,542.4
"AL",18,659.2,542.3
"AL",18,659.4,542.3
"AL",18,659.7,542.2
"AL",18,660.6,542.2
"AL",18,661.1,542.1
"AL",18,661.2,542
"AL",18,661.2,541.9
"AL",18,661,541.4
"AL",18,661,541.3
"AL",18,660.7,541
"AL",18,660.7,540.9
"AL",18,660.4,540.4
"AL",18,660.3,540.3
"AL",18,660.1,540
"AL",18,660.1,539.9
"AL",18,659.9,539.8
"AL",18,659.9,539.7
"AL",18,659.8,539.7
"AL",18,659.7,539.7
"AL",18,659.4,539.3
"AL",18,659.4,539.2
"AL",18,659.2,538.2
"AL",18,659.2,538.1
"AL",18,659.2,537.9
"AL",18,659.2,537.8
"AL",18,659.4,537
"AL",18,659.4,536.9
"AL",18,659.4,536.7
"AL",18,659.4,536.6
"AL",18,659.3,536.6
"AL",18,659.3,536.5
"AL",18,659.3,536.4
"AL",18,659.3,536.3
"AL",18,659.3,536.2
"AL",18,659.3,535.6
"AL",18,659.4,535.6
"AL",18,659.4,534.5
"AL",18,659.4,534.4
"AL",18,659.5,534.2
"AL",18,659.6,534
"AL",18,659.6,533.9
"AL",18,659.6,533.4
"AL",18,659.4,533.2
"AL",18,659.4,533.1
"AL",18,659.4,532.9
"AL",18,659.3,532.8
"AL",18,659.3,532.7
"AL",18,659.3,532.4
"AL",18,659.3,532.3
"AL",18,659.2,532.3
"AL",18,659.1,532.2
"AL",18,658.9,531.9
"AL",18,658.9,531.8
"AL",18,658.2,531.1
"AL",18,658.2,531
"AL",18,658.2,530.9
"AL",18,658.2,530.8
"AL",18,658.2,530.7
"AL",18,658.2,530.6
"AL",18,658.2,530.5
"AL",18,658.2,530.4
"AL",18,658.1,530.3
"AL",18,658,530.2
"AL",18,658.1,530.1
"AL",18,657.9,529.9
"AL",18,657.9,529.7
"AL",18,657.9,529.6
"AL",18,657.9,529.5
"AL",18,657.9,529.3
"AL",18,657.9,529.2
"AL",18,657.8,528.3
"AL",18,657.8,528.2
"AL",18,658.4,526.5
"AL",18,658.4,526.3
"AL",18,658.6,525.8
"AL",18,658.5,525.8
"AL",18,658.4,525.2
"AL",18,658.5,525.1
"AL",18,658.4,525
"AL",18,658.3,524.1
"AL",18,658.9,523.2
"AL",18,659.4,522.9
"AL",18,659.4,522.8
"AL",18,659.3,522.8
"AL",18,659.4,522.6
"AL",18,659.6,522.6
"AL",18,659.7,522.5
"AL",18,660,522.3
"AL",18,660,522.2
"AL",18,660.1,522.1
"AL",18,659.9,522
"AL",18,660.1,522
"AL",18,660.1,521.9
"AL",18,660.4,521.8
"AL",18,660.4,521.7
"AL",18,659.7,521.2
"AL",18,659.6,521.2
"AL",18,659.4,521.2
"AL",18,659.3,521.1
"AL",18,658.6,520.6
"AL",18,658.7,520.5
"AL",18,659,520
"AL",18,658.9,520
"AL",18,658.8,520
"AL",18,658.8,519.9
"AL",18,658.8,519.8
"AL",18,658.9,519.8
"AL",18,658.9,519.7
"AL",18,658.9,519.6
"AL",18,658.9,519.5
"AL",18,659,519.3
"AL",18,659,519.2
"AL",18,658.5,518.8
"AL",18,658.5,518.7
"AL",18,658.5,518.6
"AL",18,658.5,518.5
"AL",18,658.5,518.4
"AL",18,658.5,518.3
"AL",18,658.4,518.2
"AL",18,658.4,518.1
"AL",18,658.4,518
"AL",18,658.4,517.9
"AL",18,658.3,517.9
"AL",18,658,517.4
"AL",18,657.9,517.4
"AL",18,657.9,517.3
"AL",18,657.8,517.3
"AL",18,657.8,517.2
"AL",18,657.7,517.2
"AL",18,657.6,517.1
"AL",18,657.5,517.1
"AL",18,657.5,517
"AL",18,657.4,517
"AL",18,657.3,517
"AL",18,657.3,516.9
"AL",18,657.3,516.8
"AL",18,657.2,516.7
"AL",18,657.2,516.6
"AL",18,657.1,516.5
"AL",18,657.1,516.4
"AL",18,657,516.3
"AL",18,656.9,516.3
"AL",18,656.9,516.2
"AL",18,657,516.2
"AL",18,657,516.1
"AL",18,657,516
"AL",18,656.8,516
"AL",18,656.7,516
"AL",18,656.9,515.7
"AL",18,656.9,515.6
"AL",18,656.8,515.4
"AL",18,656.7,515.4
"AL",18,656.6,515.4
"AL",18,656.6,515.3
"AL",18,656.5,515.3
"AL",18,656.5,515.2
"AL",18,656.5,515.1
"AL",18,656.5,515
"AL",18,656.4,515
"AL",18,656.4,514.9
"AL",18,656.3,514.9
"AL",18,656.3,514.8
"AL",18,656.3,514.7
"AL",18,656.4,514.7
"AL",18,656.4,514.6
"AL",18,656.5,514.6
"AL",18,656.4,514.4
"AL",18,656.3,514.4
"AL",18,656.2,514.4
"AL",18,656.1,514.3
"AL",18,656.1,514.2
"AL",18,656,514.2
"AL",18,656,514.1
"AL",18,656.1,514
"AL",18,656.3,513.9
"AL",18,656.1,513.8
"AL",18,656.1,513.7
"AL",18,656,513.7
"AL",18,655.9,513.6
"AL",18,655.8,513.6
"AL",18,655.7,513.5
"AL",18,655.6,513.4
"AL",18,655.6,513.3
"AL",18,655.6,513.2
"AL",18,655.5,513.1
"AL",18,655.6,513
"AL",18,655.7,512.9
"AL",18,655.7,512.8
"AL",18,655.7,512.7
"AL",18,655.6,512.7
"AL",18,655.5,512.7
"AL",18,655.4,512.7
"AL",18,655.3,512.6
"AL",18,655.2,512.5
"AL",18,655.2,512.4
"AL",18,655.2,512.3
"AL",18,655.1,511.9
"AL",18,655.1,511.8
"AL",18,654.9,511.2
"AL",18,654.9,511.1
"AL",18,654.7,510.5
"AL",18,654.6,510.2
"AL",18,654.5,509.8
"AL",18,654.4,509.7
"AL",18,654.4,509.4
"AL",18,654.3,509.2
"AL",18,654.2,509
"AL",18,654.2,508.7
"AL",18,654.1,508.4
"AL",18,654,508
"AL",18,653.9,507.7
"AL",18,653.5,506.5
"AL",18,653.5,506.2
"AL",18,653.4,506
"AL",18,653.4,505.7
"AL",18,653.1,504.9
"AL",18,653,504.5
"AL",18,652.8,503.8
"AL",18,652.8,503.6
"AL",18,652.7,503.5
"AL",18,652.7,503.2
"AL",18,652.6,503.1
"AL",18,652.5,502.9
"AL",18,652.4,502.1
"AL",18,652.3,501.9
"AL",18,652.1,501.2
"AL",18,652,500.9
"AL",18,651.9,500.6
"AL",18,651.9,500.5
"AL",18,651.8,500.1
"AL",18,651.7,499.7
"AL",18,651.6,499.4
"AL",18,651.4,499
"AL",18,651.3,498.6
"AL",18,651.3,498.3
"AL",18,651.3,498.2
"AL",18,651,497.3
"AL",18,650.9,496.9
"AL",18,650.9,496.7
"AL",18,650.7,496.2
"AL",18,650.5,495.5
"AL",18,650.4,495.3
"AL",18,650.3,494.6
"AL",18,650.2,494.6
"AL",18,650,493.6
"AL",18,649.9,493.4
"AL",18,649.7,492.7
"AL",18,649.6,492.4
"AL",18,649.4,491.4
"AL",18,649.2,490.7
"AL",18,649.1,490.4
"AL",18,649,490.1
"AL",18,648.9,489.9
"AL",18,648.8,489.2
"AL",18,648.6,488.9
"AL",18,648.5,488.4
"AL",18,648.4,488
"AL",18,648.2,487.6
"AL",18,648.2,487.3
"AL",18,648.1,487
"AL",18,647.9,486.5
"AL",18,647.9,486.4
"AL",18,647.9,486.3
"AL",18,647.8,486.1
"AL",18,647.8,486
"AL",18,647.7,485.6
"AL",18,647.6,485.4
"AL",18,647.5,485.1
"AL",18,647.3,484.2
"AL",18,647.2,484
"AL",18,647.2,483.8
"AL",18,647.1,483.5
"AL",18,647.1,483.4
"AL",18,646.9,482.8
"AL",18,646.8,482.6
"AL",18,646.7,481.9
"AL",18,646.5,481.7
"AL",18,646.5,481.4
"AL",18,646.4,481.1
"AL",18,646.3,480.7
"AL",18,646.2,480.4
"AL",18,646.2,480.3
"AL",18,646.1,479.9
"AL",18,646.1,479.7
"AL",18,646,479.5
"AL",18,645.9,479.1
"AL",18,645.8,479.1
"AL",18,645.5,479.2
"AL",18,645.2,479.2
"AL",18,645,479.2
"AL",18,644.4,479.2
"AL",18,644.3,479.2
"AL",18,643.8,479.3
"AL",18,643.7,479.3
"AL",18,643.3,479.3
"AL",18,643.2,479.3
"AL",18,642.7,479.4
"AL",18,642.4,479.4
"AL",18,642,479.5
"AL",18,641.9,479.5
"AL",18,641.3,479.5
"AL",18,640.8,479.6
"AL",18,639.9,479.7
"AL",18,639.6,479.7
"AL",18,639.1,479.7
"AL",18,637.9,479.9
"AL",18,637.5,479.9
"AL",18,637,480
"AL",18,635.8,480
"AL",18,635.3,480.1
"AL",18,635.1,480.2
"AL",18,635,480.2
"AL",18,634.8,480.2
"AL",18,634.6,480.2
"AL",18,634.3,480.2
"AL",18,633.9,480.3
"AL",18,633.6,480.3
"AL",18,633.3,480.3
"AL",18,633,480.3
"AL",18,632.8,480.4
"AL",18,632.3,480.4
"AL",18,632,480.4
"AL",18,631.9,480.4
"AL",18,631.5,480.5
"AL",18,631.3,480.5
"AL",18,631.2,480.5
"AL",18,631.1,480.5
"AL",18,631,480.5
"AL",18,630.6,480.6
"AL",18,629.7,480.7
"AL",18,629.6,480.7
"AL",18,629.3,480.7
"AL",18,629,480.7
"AL",18,628.8,480.7
"AL",18,628.5,480.7
"AL",18,628.1,480.7
"AL",18,627.8,480.8
"AL",18,627.5,480.8
"AL",18,627.3,480.9
"AL",18,627.1,480.9
"AL",18,627,480.9
"AL",18,626.7,480.9
"AL",18,626.5,480.9
"AL",18,626.1,480.9
"AL",18,625.6,480.9
"AL",18,625.6,481
"AL",18,625.4,481
"AL",18,625.2,481
"AL",18,624.9,481
"AL",18,624.8,481
"AL",18,624.6,481
"AL",18,624,481
"AL",18,623.8,481.1
"AL",18,623.5,481.1
"AL",18,623.4,481.1
"AL",18,623.3,481.1
"AL",18,623.2,481.1
"AL",18,623,481.1
"AL",18,622.8,481.1
"AL",18,622.6,481.1
