"name","year","female","male"
"BILLIE",1969,822,122
"BILLIE",1970,1104,152
"BILLIE",1971,1113,134
"BILLIE",1972,1077,107
"BILLIE",1973,1092,144
"BILLIE",1974,1132,136
"BILLIE",1975,1011,100
"BILLIE",1976,1000,110
"BILLIE",1977,843,103
"BILLIE",1978,785,121
"BILLIE",1979,819,96
"BILLIE",1980,802,119
"BILLIE",1981,667,113
"BILLIE",1982,514,97
"BILLIE",1983,520,74
"BILLIE",1984,387,80
"BILLIE",1985,331,64
"BILLIE",1986,283,51
"BILLIE",1987,285,55
"BILLIE",1988,289,46
"BILLIE",1989,232,52
"BILLIE",1990,235,67
"BILLIE",1991,212,46
"BILLIE",1992,220,41
"BILLIE",1993,217,42
"BILLIE",1994,241,42
"BILLIE",1995,229,38
"BILLIE",1996,202,40
"BILLIE",1997,213,26
"BILLIE",1998,198,25
"BILLIE",1999,174,15
"BILLIE",2000,146,22
"BILLIE",2001,143,22
"BILLIE",2002,116,19
"BILLIE",2003,127,16
"BILLIE",2004,98,27
"BILLIE",2005,85,23
"BILLIE",2006,95,25
"BILLIE",2007,105,16
"BILLIE",2008,89,11
"BILLIE",2009,80,17
"BILLIE",2010,73,14
"BILLIE",2011,86,10
"BILLIE",2012,91,12
"BILLIE",2013,110,12
"BILLIE",2014,123,12
"BILLIE",2015,98,10
"BILLIE",2016,97,0
"BILLIE",2017,117,10
"BILLIE",2018,150,7
"BILLIE",2019,213,9
"BILLIE",2020,251,8
"BILLIE",2021,280,6
"BILLIE",2022,285,7
"BILLIE",2023,309,8
"BILLIE",2024,406,9
"BILLIE",2025,409,13
"BILLY",1880,0,7
"BILLY",1881,0,6
"BILLY",1882,0,7
"BILLY",1884,0,7
"BILLY",1885,0,8
"BILLY",1886,0,7
"BILLY",1887,0,6
"BILLY",1888,0,10
"BILLY",1889,0,5
"BILLY",1890,0,5
"BILLY",1891,0,6
"BILLY",1892,0,10
"BILLY",1893,0,9
"BILLY",1894,0,10
"BILLY",1895,0,11
"BILLY",1896,0,9
"BILLY",1897,0,6
"BILLY",1898,0,14
"BILLY",1899,5,19
"BILLY",1900,0,36
"BILLY",1901,0,18
"BILLY",1902,8,22
"BILLY",1903,0,20
"BILLY",1904,6,21
"BILLY",1905,0,20
"BILLY",1906,0,14
"BILLY",1907,7,20
"BILLY",1908,13,20
"BILLY",1909,10,18
"BILLY",1910,8,43
"BILLY",1911,10,42
"BILLY",1912,16,69
"BILLY",1913,22,111
"BILLY",1914,20,142
"BILLY",1915,28,276
"BILLY",1916,26,361
"BILLY",1917,27,469
"BILLY",1918,39,645
"BILLY",1919,51,858
"BILLY",1920,55,1206
"BILLY",1921,67,1622
"BILLY",1922,70,2029
"BILLY",1923,82,2488
"BILLY",1924,98,3271
"BILLY",1925,126,4207
"BILLY",1926,147,5180
"BILLY",1927,157,6463
"BILLY",1928,159,7310
"BILLY",1929,155,8320
"BILLY",1930,166,9285
"BILLY",1931,154,9264
"BILLY",1932,143,9436
"BILLY",1933,123,8938
"BILLY",1934,97,9562
"BILLY",1935,103,9241
"BILLY",1936,83,8587
"BILLY",1937,85,8301
"BILLY",1938,80,8253
"BILLY",1939,68,7474
"BILLY",1940,60,7596
"BILLY",1941,67,7655
"BILLY",1942,68,7313
"BILLY",1943,66,7012
"BILLY",1944,67,6545
"BILLY",1945,63,6022
"BILLY",1946,55,6716
"BILLY",1947,67,6933
"BILLY",1948,42,6220
"BILLY",1949,53,5821
"BILLY",1950,44,5674
"BILLY",1951,47,5610
"BILLY",1952,52,5708
"BILLY",1953,38,5856
"BILLY",1954,56,6033
"BILLY",1955,50,5769
"BILLY",1956,54,6013
"BILLY",1957,45,6146
"BILLY",1958,51,6160
"BILLY",1959,46,6308
"BILLY",1960,39,6023
"BILLY",1961,45,6026
"BILLY",1962,39,5588
"BILLY",1963,52,5241
"BILLY",1964,57,5192
"BILLY",1965,54,4649
"BILLY",1966,42,4182
"BILLY",1967,42,3984
"BILLY",1968,50,3814
"BILLY",1969,68,3773
"BILLY",1970,73,4121
"BILLY",1971,59,3907
"BILLY",1972,74,3473
"BILLY",1973,75,3437
"BILLY",1974,72,3365
"BILLY",1975,75,3113
"BILLY",1976,78,3158
"BILLY",1977,68,2950
"BILLY",1978,69,2695
"BILLY",1979,67,2998
"BILLY",1980,59,2991
"BILLY",1981,51,2883
"BILLY",1982,50,2526
"BILLY",1983,39,2151
"BILLY",1984,27,1946
"BILLY",1985,34,1831
"BILLY",1986,29,1686
"BILLY",1987,26,1622
"BILLY",1988,20,1509
"BILLY",1989,25,1505
"BILLY",1990,17,1439
"BILLY",1991,17,1357
"BILLY",1992,16,1282
"BILLY",1993,15,1353
"BILLY",1994,13,1125
"BILLY",1995,10,1063
"BILLY",1996,13,948
"BILLY",1997,11,814
"BILLY",1998,7,813
"BILLY",1999,9,748
"BILLY",2000,8,670
"BILLY",2001,7,676
"BILLY",2002,0,582
"BILLY",2003,11,601
"BILLY",2004,7,566
"BILLY",2005,0,560
"BILLY",2006,0,566
"BILLY",2007,0,546
"BILLY",2008,0,460
"BILLY",2009,0,443
"BILLY",2010,5,391
"BILLY",2011,6,397
"BILLY",2012,6,356
"BILLY",2013,0,349
"BILLY",2014,6,288
"BILLY",2015,0,282
"BILLY",2016,6,261
"BILLY",2017,0,268
"BILLY",2018,6,262
"BILLY",2019,0,245
"BILLY",2020,6,212
"BILLY",2021,15,208
"BILLY",2022,16,221
"BILLY",2023,9,195
"BILLY",2024,13,210
"BILLY",2025,14,203
"BLAKE",1883,0,5
"BLAKE",1886,0,9
"BLAKE",1888,0,5
"BLAKE",1890,0,5
"BLAKE",1892,0,8
"BLAKE",1893,0,6
"BLAKE",1894,0,7
"BLAKE",1895,0,5
"BLAKE",1897,0,6
"BLAKE",1900,0,5
"BLAKE",1901,0,5
"BLAKE",1903,0,7
"BLAKE",1904,0,5
"BLAKE",1906,0,9
"BLAKE",1908,0,6
"BLAKE",1909,0,8
"BLAKE",1910,0,10
"BLAKE",1911,0,12
"BLAKE",1912,0,13
"BLAKE",1913,0,16
"BLAKE",1914,0,20
"BLAKE",1915,0,38
"BLAKE",1916,0,29
"BLAKE",1917,0,38
"BLAKE",1918,0,39
"BLAKE",1919,0,45
"BLAKE",1920,0,50
"BLAKE",1921,0,61
"BLAKE",1922,0,39
"BLAKE",1923,0,42
"BLAKE",1924,0,41
"BLAKE",1925,0,37
"BLAKE",1926,0,36
"BLAKE",1927,0,41
"BLAKE",1928,0,37
"BLAKE",1929,0,30
"BLAKE",1930,0,29
"BLAKE",1931,0,31
"BLAKE",1932,0,33
"BLAKE",1933,0,41
"BLAKE",1934,0,36
"BLAKE",1935,0,34
"BLAKE",1936,0,30
"BLAKE",1937,0,28
"BLAKE",1938,0,28
"BLAKE",1939,0,30
"BLAKE",1940,0,33
"BLAKE",1941,0,33
"BLAKE",1942,0,44
"BLAKE",1943,0,58
"BLAKE",1944,0,42
"BLAKE",1945,0,51
"BLAKE",1946,0,71
"BLAKE",1947,0,86
"BLAKE",1948,0,76
"BLAKE",1949,0,89
"BLAKE",1950,0,131
"BLAKE",1951,5,139
"BLAKE",1952,0,212
"BLAKE",1953,6,207
"BLAKE",1954,0,279
"BLAKE",1955,0,279
"BLAKE",1956,0,282
"BLAKE",1957,0,288
"BLAKE",1958,0,366
"BLAKE",1959,0,411
"BLAKE",1960,0,431
"BLAKE",1961,0,512
"BLAKE",1962,9,546
"BLAKE",1963,7,569
"BLAKE",1964,8,472
"BLAKE",1965,10,445
"BLAKE",1966,9,400
"BLAKE",1967,9,422
"BLAKE",1968,20,404
"BLAKE",1969,14,520
"BLAKE",1970,17,526
"BLAKE",1971,13,476
"BLAKE",1972,22,462
"BLAKE",1973,15,427
"BLAKE",1974,22,419
"BLAKE",1975,24,523
"BLAKE",1976,13,554
"BLAKE",1977,25,644
"BLAKE",1978,34,668
"BLAKE",1979,42,744
"BLAKE",1980,39,971
"BLAKE",1981,64,1702
"BLAKE",1982,57,2351
"BLAKE",1983,46,2497
"BLAKE",1984,48,2759
"BLAKE",1985,62,2922
"BLAKE",1986,89,2790
"BLAKE",1987,103,2785
"BLAKE",1988,91,3100
"BLAKE",1989,148,3521
"BLAKE",1990,203,4103
"BLAKE",1991,198,4275
"BLAKE",1992,190,4397
"BLAKE",1993,196,4504
"BLAKE",1994,192,4879
"BLAKE",1995,203,4821
"BLAKE",1996,190,4747
"BLAKE",1997,207,4728
"BLAKE",1998,173,4607
"BLAKE",1999,172,4812
"BLAKE",2000,183,5143
"BLAKE",2001,144,5356
"BLAKE",2002,130,5358
"BLAKE",2003,108,5275
"BLAKE",2004,114,4694
"BLAKE",2005,86,4418
"BLAKE",2006,91,4537
"BLAKE",2007,90,5277
"BLAKE",2008,162,5099
"BLAKE",2009,230,4952
"BLAKE",2010,241,4703
"BLAKE",2011,325,5617
"BLAKE",2012,403,6047
"BLAKE",2013,536,5649
"BLAKE",2014,501,4948
"BLAKE",2015,752,4234
"BLAKE",2016,1098,3290
"BLAKE",2017,1185,2626
"BLAKE",2018,1185,2466
"BLAKE",2019,1388,2141
"BLAKE",2020,1319,1815
"BLAKE",2021,1504,1850
"BLAKE",2022,1448,1581
"BLAKE",2023,1351,1374
"BLAKE",2024,1461,1321
"BLAKE",2025,1035,1080
"BLANCA",1910,6,0
"BLANCA",1914,7,0
"BLANCA",1915,7,0
"BLANCA",1916,12,0
"BLANCA",1917,9,0
"BLANCA",1918,8,0
"BLANCA",1919,9,0
"BLANCA",1920,15,0
"BLANCA",1921,10,0
"BLANCA",1922,20,0
"BLANCA",1923,12,0
"BLANCA",1924,8,0
"BLANCA",1925,16,0
"BLANCA",1926,17,0
"BLANCA",1927,19,0
"BLANCA",1928,17,0
"BLANCA",1929,26,0
"BLANCA",1930,30,0
"BLANCA",1931,19,0
"BLANCA",1932,26,0
"BLANCA",1933,25,0
"BLANCA",1934,26,0
"BLANCA",1935,38,0
"BLANCA",1936,25,0
"BLANCA",1937,25,0
"BLANCA",1938,22,0
"BLANCA",1939,34,0
"BLANCA",1940,30,0
"BLANCA",1941,26,0
"BLANCA",1942,28,0
"BLANCA",1943,26,0
"BLANCA",1944,44,0
"BLANCA",1945,48,0
"BLANCA",1946,55,0
"BLANCA",1947,72,0
"BLANCA",1948,77,0
"BLANCA",1949,127,0
"BLANCA",1950,191,0
"BLANCA",1951,201,0
"BLANCA",1952,211,0
"BLANCA",1953,284,0
"BLANCA",1954,265,0
"BLANCA",1955,285,0
"BLANCA",1956,287,0
"BLANCA",1957,258,0
"BLANCA",1958,316,5
"BLANCA",1959,276,0
"BLANCA",1960,298,0
"BLANCA",1961,284,5
"BLANCA",1962,303,5
"BLANCA",1963,286,0
"BLANCA",1964,275,0
"BLANCA",1965,249,0
"BLANCA",1966,260,0
"BLANCA",1967,276,0
"BLANCA",1968,314,0
"BLANCA",1969,346,0
"BLANCA",1970,364,0
"BLANCA",1971,394,0
"BLANCA",1972,379,0
"BLANCA",1973,395,0
"BLANCA",1974,448,0
"BLANCA",1975,456,9
"BLANCA",1976,478,0
"BLANCA",1977,430,0
"BLANCA",1978,432,0
"BLANCA",1979,428,0
"BLANCA",1980,493,7
"BLANCA",1981,501,10
"BLANCA",1982,450,10
"BLANCA",1983,408,5
"BLANCA",1984,381,8
"BLANCA",1985,422,0
"BLANCA",1986,429,9
"BLANCA",1987,408,6
"BLANCA",1988,471,7
"BLANCA",1989,602,8
"BLANCA",1990,662,11
"BLANCA",1991,634,5
"BLANCA",1992,607,0
"BLANCA",1993,567,5
"BLANCA",1994,521,6
"BLANCA",1995,512,0
"BLANCA",1996,453,5
"BLANCA",1997,446,0
"BLANCA",1998,416,0
"BLANCA",1999,368,0
"BLANCA",2000,389,0
"BLANCA",2001,403,0
"BLANCA",2002,348,0
"BLANCA",2003,369,0
"BLANCA",2004,285,0
"BLANCA",2005,313,0
"BLANCA",2006,342,0
"BLANCA",2007,285,0
"BLANCA",2008,258,0
"BLANCA",2009,213,0
"BLANCA",2010,185,0
"BLANCA",2011,133,0
"BLANCA",2012,151,0
"BLANCA",2013,114,0
"BLANCA",2014,130,0
"BLANCA",2015,116,0
"BLANCA",2016,121,0
"BLANCA",2017,96,0
"BLANCA",2018,102,0
"BLANCA",2019,113,0
"BLANCA",2020,102,0
"BLANCA",2021,95,0
"BLANCA",2022,107,0
"BLANCA",2023,103,0
"BLANCA",2024,106,0
"BLANCA",2025,107,0
"BOB",1880,0,46
"BOB",1881,0,50
"BOB",1882,0,59
"BOB",1883,0,62
"BOB",1884,0,50
"BOB",1885,0,52
"BOB",1886,0,66
"BOB",1887,0,74
"BOB",1888,0,59
"BOB",1889,0,51
"BOB",1890,0,53
"BOB",1891,0,55
"BOB",1892,0,61
"BOB",1893,0,59
"BOB",1894,0,48
"BOB",1895,0,54
"BOB",1896,0,45
"BOB",1897,0,53
"BOB",1898,0,61
"BOB",1899,0,59
"BOB",1900,0,98
"BOB",1901,0,49
"BOB",1902,0,64
"BOB",1903,0,66
"BOB",1904,0,65
"BOB",1905,0,58
"BOB",1906,0,69
"BOB",1907,0,77
"BOB",1908,0,77
"BOB",1909,0,58
"BOB",1910,0,103
"BOB",1911,0,76
"BOB",1912,0,141
"BOB",1913,5,164
"BOB",1914,0,217
"BOB",1915,0,296
"BOB",1916,0,304
"BOB",1917,6,352
"BOB",1918,5,477
"BOB",1919,6,548
"BOB",1920,0,710
"BOB",1921,10,798
"BOB",1922,0,787
"BOB",1923,11,916
"BOB",1924,7,1167
"BOB",1925,6,1369
"BOB",1926,9,1778
"BOB",1927,14,1970
"BOB",1928,11,2093
"BOB",1929,6,2103
"BOB",1930,13,2242
"BOB",1931,10,2318
"BOB",1932,16,2424
"BOB",1933,12,2222
"BOB",1934,8,2478
"BOB",1935,10,2389
"BOB",1936,8,2408
"BOB",1937,14,2364
"BOB",1938,7,2204
"BOB",1939,8,2244
"BOB",1940,5,2082
"BOB",1941,7,2074
"BOB",1942,7,2203
"BOB",1943,8,2275
"BOB",1944,6,2133
"BOB",1945,5,2176
"BOB",1946,0,2493
"BOB",1947,5,2514
"BOB",1948,5,1960
"BOB",1949,6,1466
"BOB",1950,0,976
"BOB",1951,0,806
"BOB",1952,0,756
"BOB",1953,5,690
"BOB",1954,5,697
"BOB",1955,6,799
"BOB",1956,0,1020
"BOB",1957,6,1814
"BOB",1958,0,2518
"BOB",1959,8,2826
"BOB",1960,0,2719
"BOB",1961,5,2504
"BOB",1962,5,2163
"BOB",1963,6,1847
"BOB",1964,0,1432
"BOB",1965,0,1003
"BOB",1966,5,684
"BOB",1967,10,535
"BOB",1968,0,477
"BOB",1969,0,425
"BOB",1970,5,406
"BOB",1971,0,325
"BOB",1972,0,221
"BOB",1973,0,207
"BOB",1974,0,170
"BOB",1975,0,167
"BOB",1976,0,139
"BOB",1977,0,120
"BOB",1978,0,110
"BOB",1979,0,118
"BOB",1980,0,106
"BOB",1981,0,84
"BOB",1982,0,92
"BOB",1983,0,89
"BOB",1984,0,76
"BOB",1985,0,73
"BOB",1986,0,62
"BOB",1987,0,56
"BOB",1988,0,57
"BOB",1989,0,56
"BOB",1990,0,53
"BOB",1991,0,66
"BOB",1992,0,42
"BOB",1993,0,38
"BOB",1994,0,37
"BOB",1995,0,30
"BOB",1996,0,31
"BOB",1997,0,33
"BOB",1998,0,21
"BOB",1999,0,16
"BOB",2000,0,31
"BOB",2001,0,19
"BOB",2002,0,17
"BOB",2003,0,9
"BOB",2004,0,19
"BOB",2005,0,24
"BOB",2006,0,12
"BOB",2007,0,8
"BOB",2008,0,23
"BOB",2009,0,22
"BOB",2010,0,10
"BOB",2011,0,14
"BOB",2012,0,8
"BOB",2013,0,19
"BOB",2014,0,6
"BOB",2015,0,14
"BOB",2016,0,13
"BOB",2017,0,18
"BOB",2018,0,18
"BOB",2019,0,14
"BOB",2020,0,12
"BOB",2022,0,5
"BOB",2023,0,9
"BOB",2024,0,7
"BOB",2025,0,7
"BOBBIE",1883,5,0
"BOBBIE",1884,6,0
"BOBBIE",1885,9,0
"BOBBIE",1886,5,0
"BOBBIE",1887,10,0
"BOBBIE",1888,8,0
"BOBBIE",1889,12,5
"BOBBIE",1890,13,0
"BOBBIE",1891,20,0
"BOBBIE",1892,13,0
"BOBBIE",1893,17,0
"BOBBIE",1894,9,0
"BOBBIE",1895,26,0
"BOBBIE",1896,16,0
"BOBBIE",1897,17,0
"BOBBIE",1898,20,5
"BOBBIE",1899,18,0
"BOBBIE",1900,35,6
"BOBBIE",1901,30,0
"BOBBIE",1902,31,6
"BOBBIE",1903,28,9
"BOBBIE",1904,26,5
"BOBBIE",1905,54,6
"BOBBIE",1906,44,6
"BOBBIE",1907,53,10
"BOBBIE",1908,72,5
"BOBBIE",1909,64,10
"BOBBIE",1910,50,19
"BOBBIE",1911,93,12
"BOBBIE",1912,107,19
"BOBBIE",1913,132,21
"BOBBIE",1914,148,30
"BOBBIE",1915,193,42
"BOBBIE",1916,194,58
"BOBBIE",1917,232,62
"BOBBIE",1918,266,77
"BOBBIE",1919,297,78
"BOBBIE",1920,292,127
"BOBBIE",1921,342,135
"BOBBIE",1922,338,186
"BOBBIE",1923,419,206
"BOBBIE",1924,503,239
"BOBBIE",1925,677,325
"BOBBIE",1926,839,437
"BOBBIE",1927,1058,502
"BOBBIE",1928,1257,581
"BOBBIE",1929,1529,603
"BOBBIE",1930,1765,696
"BOBBIE",1931,1901,751
"BOBBIE",1932,2126,690
"BOBBIE",1933,2010,618
"BOBBIE",1934,2190,660
"BOBBIE",1935,2004,570
"BOBBIE",1936,1986,627
"BOBBIE",1937,1953,597
"BOBBIE",1938,1868,544
"BOBBIE",1939,1676,475
"BOBBIE",1940,1632,443
"BOBBIE",1941,1633,423
"BOBBIE",1942,1668,379
"BOBBIE",1943,1804,342
"BOBBIE",1944,1710,272
"BOBBIE",1945,1563,264
"BOBBIE",1946,1556,232
"BOBBIE",1947,1618,253
"BOBBIE",1948,1543,206
"BOBBIE",1949,1470,219
"BOBBIE",1950,1388,191
"BOBBIE",1951,1489,180
"BOBBIE",1952,1333,157
"BOBBIE",1953,1316,193
"BOBBIE",1954,1384,151
"BOBBIE",1955,1158,170
"BOBBIE",1956,1238,175
"BOBBIE",1957,1162,174
"BOBBIE",1958,1140,159
"BOBBIE",1959,1077,168
"BOBBIE",1960,1003,194
"BOBBIE",1961,896,157
"BOBBIE",1962,875,156
"BOBBIE",1963,793,155
"BOBBIE",1964,863,152
"BOBBIE",1965,908,147
"BOBBIE",1966,860,132
"BOBBIE",1967,856,133
"BOBBIE",1968,871,116
"BOBBIE",1969,1056,131
"BOBBIE",1970,1220,115
"BOBBIE",1971,1205,117
"BOBBIE",1972,1175,108
"BOBBIE",1973,1076,85
"BOBBIE",1974,1073,87
"BOBBIE",1975,1042,100
"BOBBIE",1976,1049,93
"BOBBIE",1977,983,91
"BOBBIE",1978,876,81
"BOBBIE",1979,877,74
"BOBBIE",1980,923,89
"BOBBIE",1981,934,85
"BOBBIE",1982,947,79
"BOBBIE",1983,737,60
"BOBBIE",1984,608,60
"BOBBIE",1985,559,59
"BOBBIE",1986,451,59
"BOBBIE",1987,424,46
"BOBBIE",1988,383,59
"BOBBIE",1989,387,60
"BOBBIE",1990,351,51
"BOBBIE",1991,361,42
"BOBBIE",1992,273,24
"BOBBIE",1993,314,37
"BOBBIE",1994,346,27
"BOBBIE",1995,320,33
"BOBBIE",1996,281,29
"BOBBIE",1997,264,19
"BOBBIE",1998,198,17
"BOBBIE",1999,184,19
"BOBBIE",2000,148,15
"BOBBIE",2001,144,18
"BOBBIE",2002,113,11
"BOBBIE",2003,108,9
"BOBBIE",2004,95,13
"BOBBIE",2005,90,11
"BOBBIE",2006,66,11
"BOBBIE",2007,78,21
"BOBBIE",2008,68,11
"BOBBIE",2009,51,7
"BOBBIE",2010,49,10
"BOBBIE",2011,56,11
"BOBBIE",2012,54,19
"BOBBIE",2013,61,0
"BOBBIE",2014,42,6
"BOBBIE",2015,43,10
"BOBBIE",2016,34,0
"BOBBIE",2017,52,6
"BOBBIE",2018,61,11
"BOBBIE",2019,39,6
"BOBBIE",2020,42,9
"BOBBIE",2021,62,0
"BOBBIE",2022,56,7
"BOBBIE",2023,69,6
"BOBBIE",2024,65,0
"BOBBIE",2025,91,5
"BOBBY",1900,5,7
"BOBBY",1901,7,0
"BOBBY",1904,8,8
"BOBBY",1905,0,11
"BOBBY",1906,0,7
"BOBBY",1907,9,5
"BOBBY",1908,0,6
"BOBBY",1909,5,9
"BOBBY",1910,16,8
"BOBBY",1911,10,12
"BOBBY",1912,24,14
"BOBBY",1913,13,14
"BOBBY",1914,21,36
"BOBBY",1915,24,42
"BOBBY",1916,31,49
"BOBBY",1917,29,62
"BOBBY",1918,46,81
"BOBBY",1919,37,93
"BOBBY",1920,53,170
"BOBBY",1921,45,274
"BOBBY",1922,65,370
"BOBBY",1923,76,470
"BOBBY",1924,99,733
"BOBBY",1925,111,1085
"BOBBY",1926,144,1595
"BOBBY",1927,178,2286
"BOBBY",1928,193,2972
"BOBBY",1929,209,3925
"BOBBY",1930,262,5181
"BOBBY",1931,242,5858
"BOBBY",1932,250,6597
"BOBBY",1933,259,6490
"BOBBY",1934,247,7532
"BOBBY",1935,245,7726
"BOBBY",1936,193,7735
"BOBBY",1937,208,7745
"BOBBY",1938,191,7498
"BOBBY",1939,147,7057
"BOBBY",1940,149,6882
"BOBBY",1941,176,6589
"BOBBY",1942,132,6248
"BOBBY",1943,148,6121
"BOBBY",1944,171,5410
"BOBBY",1945,129,5052
"BOBBY",1946,172,5771
"BOBBY",1947,184,6116
"BOBBY",1948,139,5581
"BOBBY",1949,155,5120
"BOBBY",1950,129,5019
"BOBBY",1951,134,5006
"BOBBY",1952,131,4960
"BOBBY",1953,136,5179
"BOBBY",1954,131,5507
"BOBBY",1955,115,5223
"BOBBY",1956,106,5358
"BOBBY",1957,113,5617
"BOBBY",1958,98,5735
"BOBBY",1959,125,5677
"BOBBY",1960,102,5656
"BOBBY",1961,123,5402
"BOBBY",1962,108,5323
"BOBBY",1963,94,5212
"BOBBY",1964,111,5082
"BOBBY",1965,87,4588
"BOBBY",1966,82,4068
"BOBBY",1967,98,3779
"BOBBY",1968,101,3628
"BOBBY",1969,115,3652
"BOBBY",1970,147,3636
"BOBBY",1971,133,3652
"BOBBY",1972,113,3171
"BOBBY",1973,115,2889
"BOBBY",1974,117,2792
"BOBBY",1975,104,2772
"BOBBY",1976,110,2644
"BOBBY",1977,110,2539
"BOBBY",1978,97,2398
"BOBBY",1979,115,2584
"BOBBY",1980,108,2724
"BOBBY",1981,99,2658
"BOBBY",1982,101,2605
"BOBBY",1983,90,2357
"BOBBY",1984,49,2119
"BOBBY",1985,50,2094
"BOBBY",1986,57,2105
"BOBBY",1987,45,1889
"BOBBY",1988,30,1715
"BOBBY",1989,51,1759
"BOBBY",1990,29,1677
"BOBBY",1991,36,1508
"BOBBY",1992,21,1387
"BOBBY",1993,22,1221
"BOBBY",1994,19,1136
"BOBBY",1995,20,1046
"BOBBY",1996,22,932
"BOBBY",1997,11,913
"BOBBY",1998,19,835
"BOBBY",1999,11,729
"BOBBY",2000,12,730
"BOBBY",2001,8,655
"BOBBY",2002,6,644
"BOBBY",2003,8,559
"BOBBY",2004,8,573
"BOBBY",2005,0,505
"BOBBY",2006,6,546
"BOBBY",2007,0,523
"BOBBY",2008,6,515
"BOBBY",2009,5,458
"BOBBY",2010,5,458
"BOBBY",2011,0,346
"BOBBY",2012,6,331
"BOBBY",2013,0,363
"BOBBY",2014,0,313
"BOBBY",2015,0,328
"BOBBY",2016,0,322
"BOBBY",2017,5,298
"BOBBY",2018,7,272
"BOBBY",2019,8,250
"BOBBY",2020,0,268
"BOBBY",2021,7,216
"BOBBY",2022,10,214
"BOBBY",2023,0,169
"BOBBY",2024,9,192
"BOBBY",2025,12,195
"BONNIE",1880,14,0
"BONNIE",1881,25,0
"BONNIE",1882,19,0
"BONNIE",1883,21,0
"BONNIE",1884,32,7
"BONNIE",1885,53,7
"BONNIE",1886,40,0
"BONNIE",1887,59,11
"BONNIE",1888,70,8
"BONNIE",1889,68,9
"BONNIE",1890,98,9
"BONNIE",1891,100,9
"BONNIE",1892,126,12
"BONNIE",1893,120,5
"BONNIE",1894,119,9
"BONNIE",1895,129,12
"BONNIE",1896,163,11
"BONNIE",1897,142,9
"BONNIE",1898,187,15
"BONNIE",1899,159,11
"BONNIE",1900,220,19
"BONNIE",1901,179,0
"BONNIE",1902,182,10
"BONNIE",1903,200,16
"BONNIE",1904,268,17
"BONNIE",1905,264,23
"BONNIE",1906,268,9
"BONNIE",1907,279,11
"BONNIE",1908,299,14
"BONNIE",1909,337,17
"BONNIE",1910,374,18
"BONNIE",1911,389,24
"BONNIE",1912,539,30
"BONNIE",1913,648,42
"BONNIE",1914,783,49
"BONNIE",1915,939,63
"BONNIE",1916,992,79
"BONNIE",1917,1177,67
"BONNIE",1918,1151,61
"BONNIE",1919,1343,67
"BONNIE",1920,1515,66
"BONNIE",1921,1609,61
"BONNIE",1922,1824,69
"BONNIE",1923,2094,72
"BONNIE",1924,2296,73
"BONNIE",1925,2532,71
"BONNIE",1926,2609,75
"BONNIE",1927,2796,82
"BONNIE",1928,2923,71
"BONNIE",1929,2974,73
"BONNIE",1930,3265,72
"BONNIE",1931,3552,69
"BONNIE",1932,3621,89
"BONNIE",1933,3373,81
"BONNIE",1934,3753,94
"BONNIE",1935,3610,77
"BONNIE",1936,3374,82
"BONNIE",1937,3595,76
"BONNIE",1938,3773,74
"BONNIE",1939,3887,54
"BONNIE",1940,5957,66
"BONNIE",1941,7762,85
"BONNIE",1942,8823,84
"BONNIE",1943,8870,92
"BONNIE",1944,8456,61
"BONNIE",1945,7745,58
"BONNIE",1946,9510,61
"BONNIE",1947,10214,71
"BONNIE",1948,9817,72
"BONNIE",1949,9732,64
"BONNIE",1950,9746,54
"BONNIE",1951,9706,58
"BONNIE",1952,9383,62
"BONNIE",1953,8615,64
"BONNIE",1954,8099,47
"BONNIE",1955,8637,40
"BONNIE",1956,8133,48
"BONNIE",1957,7242,35
"BONNIE",1958,6996,44
"BONNIE",1959,6456,40
"BONNIE",1960,6389,41
"BONNIE",1961,6033,26
"BONNIE",1962,5812,39
"BONNIE",1963,5226,30
"BONNIE",1964,4686,28
"BONNIE",1965,4130,26
"BONNIE",1966,3842,24
"BONNIE",1967,3370,20
"BONNIE",1968,2953,22
"BONNIE",1969,2647,24
"BONNIE",1970,2747,16
"BONNIE",1971,2329,17
"BONNIE",1972,1853,16
"BONNIE",1973,1685,16
"BONNIE",1974,1452,18
"BONNIE",1975,1345,18
"BONNIE",1976,1204,10
"BONNIE",1977,1341,11
"BONNIE",1978,1090,8
"BONNIE",1979,1627,11
"BONNIE",1980,1710,13
"BONNIE",1981,1624,12
"BONNIE",1982,1368,16
"BONNIE",1983,1277,7
"BONNIE",1984,1273,18
"BONNIE",1985,1176,10
"BONNIE",1986,1092,10
"BONNIE",1987,984,11
"BONNIE",1988,831,7
"BONNIE",1989,764,10
"BONNIE",1990,694,10
"BONNIE",1991,574,10
"BONNIE",1992,555,0
"BONNIE",1993,442,5
"BONNIE",1994,464,5
"BONNIE",1995,387,0
"BONNIE",1996,386,0
"BONNIE",1997,347,0
"BONNIE",1998,308,0
"BONNIE",1999,265,0
"BONNIE",2000,235,0
"BONNIE",2001,255,0
"BONNIE",2002,219,0
"BONNIE",2003,248,0
"BONNIE",2004,201,0
"BONNIE",2005,190,0
"BONNIE",2006,186,0
"BONNIE",2007,168,0
"BONNIE",2008,184,0
"BONNIE",2009,173,0
"BONNIE",2010,189,0
"BONNIE",2011,222,0
"BONNIE",2012,225,0
"BONNIE",2013,237,0
"BONNIE",2014,318,0
