"rank","name","people","pct_female","pct_white","pct_black","pct_aian","pct_asian","pct_twoplus","pct_hispanic","also_a_last_name"
156,"BRYAN",327372,0.185721,63.3307,6.73149,0.613675,3.32496,2.63187,23.3673,TRUE
157,"JOYCE",324171,99.8087,76.0398,15.8561,0.484004,3.60242,1.84378,2.17385,TRUE
158,"NATALIE",324016,99.8728,62.4377,5.23246,0.484544,2.94492,3.83376,25.0667,TRUE
159,"AMBER",322914,99.804,75.7124,8.14025,1.0461,1.7181,4.92329,8.45984,TRUE
160,"GRACE",322612,99.7939,69.0086,6.79888,0.463715,9.95096,3.8179,9.95995,TRUE
161,"ANA",321858,99.7918,8.41769,0.818373,0.105326,1.5019,0.430625,88.7261,TRUE
162,"KATHRYN",316033,99.9285,91.5319,1.69381,0.338256,1.15336,2.42285,2.85983,FALSE
163,"JAMIE",312012,76.6818,79.8803,5.75715,0.925605,2.4858,3.61685,7.33433,TRUE
164,"ISABELLA",309076,99.857,46.815,2.52009,0.474641,2.88149,5.41744,41.8913,TRUE
165,"JOAN",306622,96.8049,87.4663,5.7142,0.298739,1.7334,1.15908,3.62825,TRUE
166,"DOROTHY",304934,99.8741,74.4459,19.7089,0.566024,1.27044,1.81547,2.19326,TRUE
167,"KAYLA",303202,99.8285,64.5299,13.5487,0.734164,2.94061,5.37035,12.8762,TRUE
168,"BRITTANY",302727,99.886,71.7561,14.7116,0.695676,0.715826,4.21634,7.90448,FALSE
169,"JANICE",302295,99.9249,79.8654,12.3859,0.619593,2.72118,1.78369,2.62426,TRUE
170,"ERIN",301437,97.4343,87.0215,4.0987,0.424964,1.8581,3.01788,3.57886,TRUE
171,"SHANNON",300974,87.0235,82.9999,8.07412,0.923336,1.19213,3.71594,3.09462,TRUE
172,"LORI",299426,99.9255,90.6885,2.62068,0.56074,1.01127,2.21958,2.89921,TRUE
173,"MIGUEL",295998,0.222972,2.2713,1.28109,0.14696,0.919263,0.212164,95.1692,TRUE
174,"ROGER",294718,0.115022,82.2956,5.7136,0.763781,2.08878,2.16546,6.97277,TRUE
175,"JESSE",293712,3.38532,63.4135,7.29116,1.04388,1.98153,3.66958,22.6004,TRUE
176,"EVELYN",293624,99.8488,53.4234,9.98828,0.587486,4.97337,2.98647,28.041,TRUE
177,"TIFFANY",293276,99.8766,58.133,21.9271,0.753556,6.22417,4.23628,8.72591,TRUE
178,"ANN",293054,99.872,87.3034,4.55684,0.339869,3.65632,1.51986,2.62375,TRUE
179,"LESLIE",290496,81.8109,65.5902,8.1891,0.688478,1.9088,2.33394,21.2894,TRUE
180,"ANTONIO",289179,0.387305,12.5479,18.963,0.378312,2.60012,1.6042,63.9064,TRUE
181,"KATHY",288049,99.9219,84.2138,5.50948,0.654055,3.42476,2.11075,4.08715,FALSE
182,"VIRGINIA",286260,99.8945,72.8547,6.03577,0.666178,2.67344,1.83609,15.9338,TRUE
183,"RUTH",285964,99.8521,71.0915,9.16549,0.487824,2.31987,1.67678,15.2586,TRUE
184,"ALAN",284873,0.172007,70.8295,3.39239,0.454589,5.1616,2.01002,18.1519,TRUE
185,"ROBIN",284365,86.6143,81.8459,9.70197,0.758532,1.71786,3.05699,2.91878,TRUE
186,"JORGE",282866,0.193731,2.41245,0.367312,0.0738866,0.469127,0.0897952,96.5874,TRUE
187,"JUDY",281131,99.8755,84.6296,4.77358,0.649164,4.14967,2.03286,3.76515,TRUE
188,"ALLISON",280748,99.4956,78.3169,3.13092,0.426361,2.70349,2.95069,12.4717,TRUE
189,"CAMERON",280516,9.82268,68.0963,16.1299,0.726875,1.43414,6.98712,6.62565,TRUE
190,"HELEN",280360,99.8841,72.4279,10.881,0.622414,7.16115,1.7877,7.11977,TRUE
191,"SHAWN",279686,9.53573,75.4796,13.1712,1.05082,2.26611,4.14608,3.88614,TRUE
192,"THERESA",278865,99.9175,76.6866,10.0346,0.725082,2.74183,2.59445,7.21747,FALSE
193,"TAMMY",277310,99.8554,84.174,6.9031,0.922433,2.208,3.31759,2.47485,FALSE
194,"JOE",275871,1.39302,60.9024,11.8077,0.974006,2.89846,2.02522,21.3922,TRUE
195,"ALYSSA",274551,99.8853,64.9479,4.7106,0.721542,3.36914,5.27006,20.9808,FALSE
196,"CRYSTAL",274097,99.8486,57.0513,16.2114,1.11056,2.48598,4.07192,19.0688,TRUE
197,"MARTIN",271880,0.265561,50.2917,4.49389,0.524128,1.81808,1.45652,41.4157,TRUE
198,"JEAN",270224,84.4492,76.6708,13.2631,0.323435,3.41791,1.3981,4.92665,TRUE
199,"MASON",269853,1.15915,73.3066,6.46908,0.767825,2.80264,5.87431,10.7796,TRUE
200,"TRACY",268037,83.6508,77.8863,12.5464,0.70065,2.82013,2.93915,3.10741,TRUE
201,"BRUCE",267816,0.129193,85.872,7.40471,0.560459,1.57944,2.13804,2.44534,TRUE
202,"LUKE",267177,0.14522,82.8911,1.69925,0.5225,2.61737,4.45285,7.81692,TRUE
203,"MONICA",264970,99.866,38.3206,13.2215,0.629128,3.86497,2.33876,41.6251,TRUE
204,"MARIE",264229,99.7839,62.4224,23.3805,0.773193,2.78092,2.09099,8.55205,TRUE
205,"CALEB",264111,0.225287,69.8263,9.59104,0.768238,2.5565,5.75251,11.5054,TRUE
206,"STEVE",262426,0.150513,78.4297,5.93081,0.635989,4.14631,1.93959,8.91756,TRUE
207,"GERALD",258431,0.231396,81.3184,11.3226,0.831557,1.37367,1.98893,3.16487,TRUE
208,"WENDY",257745,99.7622,72.7486,4.43035,0.419795,3.80298,2.17579,16.4224,FALSE
209,"AVA",257512,99.8563,65.9185,8.91958,0.556867,2.63599,7.3616,14.6075,TRUE
210,"PAULA",256422,99.814,74.1925,7.21935,0.637621,1.18438,2.17922,14.5869,TRUE
211,"JOEL",256020,0.613631,53.8224,6.19873,0.471448,3.33919,2.04086,34.1274,TRUE
212,"CHARLOTTE",254532,99.8967,80.8358,6.67067,0.606996,2.02921,4.31891,5.5384,TRUE
213,"ROSA",254284,99.7554,8.20618,5.68538,0.176181,1.19001,0.446351,84.2959,TRUE
214,"EVAN",254262,1.63891,75.2641,4.31838,0.517576,4.19725,4.97597,10.7267,TRUE
215,"TINA",253386,99.8883,74.4512,8.94485,1.04149,6.16885,3.69515,5.69842,TRUE
216,"ELIJAH",252755,0.445498,42.4688,23.5358,0.940436,2.47987,9.56183,21.0132,TRUE
217,"DAWN",252267,99.7328,86.3748,6.43762,0.764666,0.870506,3.28343,2.26902,TRUE
218,"RANDY",250617,1.48911,78.5825,7.49151,0.966814,2.50222,2.47908,7.97791,TRUE
219,"BEVERLY",249644,99.589,78.8683,14.9761,0.680169,1.20091,2.00806,2.26643,TRUE
220,"LUCAS",249248,0.223474,69.7554,1.61847,0.521569,3.98318,4.75189,19.3695,TRUE
221,"MARILYN",248664,99.8793,78.6644,8.86779,0.662742,2.41249,1.40833,7.98427,FALSE
222,"CODY",248584,1.64851,87.1818,1.8887,1.29976,1.36654,4.16881,4.09439,TRUE
223,"TRAVIS",248555,0.288063,78.5512,11.6035,1.08909,1.31963,3.84221,3.59438,TRUE
224,"KIM",246388,88.1794,72.9252,10.7343,0.57998,10.1592,2.96889,2.63243,TRUE
225,"COURTNEY",246240,93.2081,76.4356,14.9574,0.619721,1.01161,3.86858,3.10713,TRUE
226,"FRANCISCO",246224,0.338299,2.53184,0.480051,0.181542,1.72648,0.184791,94.8953,TRUE
227,"WALTER",244848,0.173986,67.5256,16.0357,0.638764,1.25629,2.28427,12.2594,TRUE
228,"CRAIG",244482,0.108388,86.1127,8.28977,0.553824,1.03566,2.21448,1.79359,TRUE
229,"CARL",243436,0.274412,76.9015,15.8288,0.767347,1.29644,2.67421,2.53167,TRUE
230,"ALICIA",242748,99.8509,41.9699,12.7185,0.708966,2.75553,3.16089,38.6862,TRUE
231,"ISAAC",242216,0.194454,44.7101,9.80654,0.732404,3.35857,4.80728,36.5851,TRUE
232,"ADRIAN",241088,5.51032,18.7786,12.9314,0.74703,2.84336,2.85373,61.8459,TRUE
233,"MANUEL",240817,0.217594,6.55435,1.688,0.339677,2.46328,0.340508,88.6142,TRUE
234,"LAWRENCE",240674,0.175331,74.2423,15.3228,0.833908,3.05018,2.29979,4.25098,TRUE
235,"CINDY",240220,99.8822,70.9716,2.72916,0.570311,7.42902,2.16843,16.1315,FALSE
236,"JACKSON",239894,0.40268,82.1825,3.31063,0.557329,1.76786,5.61081,6.57082,TRUE
237,"VANESSA",239189,99.875,28.8136,14.111,0.774283,3.42951,3.2167,49.6549,FALSE
238,"TODD",238705,0.0946744,91.6797,3.51815,0.473388,0.730609,2.16208,1.43608,TRUE
239,"CARMEN",237751,96.2033,17.5974,6.15644,0.38023,1.91461,1.19579,72.7555,TRUE
240,"BRADLEY",237483,0.38361,89.2666,2.90926,0.634151,0.975228,2.85452,3.36024,TRUE
241,"VINCENT",237080,0.161549,61.3,12.4059,0.693859,7.54345,3.18964,14.8671,TRUE
242,"MORGAN",235729,85.4181,81.0829,8.7363,0.647354,1.002,4.47972,4.05169,TRUE
243,"VERONICA",234662,99.8751,26.3238,13.4581,0.639217,2.16865,1.9347,55.4755,TRUE
244,"HUNTER",230190,4.93673,86.3265,1.68035,1.01699,1.0348,4.91985,5.0215,TRUE
245,"ALEXANDRA",229432,99.5842,64.7054,2.76073,0.30423,1.83758,4.05218,26.3398,TRUE
246,"MIKE",228049,0.261789,79.3294,5.24536,0.760363,3.42163,2.12674,9.11646,TRUE
247,"VALERIE",226028,99.8531,58.4826,14.3938,0.796362,2.32493,2.51827,21.4841,TRUE
248,"MELANIE",225741,99.8777,63.2893,5.85671,0.656948,3.30999,2.91529,23.9717,FALSE
249,"ALICE",225226,99.7758,70.1376,11.8374,0.830277,6.30744,2.48728,8.40001,TRUE
250,"PHILIP",223031,0.0887745,83.7215,4.62133,0.374836,4.28012,2.42926,4.57291,TRUE
251,"IAN",222813,0.291278,69.1059,5.37626,0.540363,4.20128,5.17609,15.6001,TRUE
252,"ANNE",221694,99.9211,89.6389,3.16472,0.193961,3.28155,1.55169,2.16921,TRUE
253,"BRIANNA",221276,99.8549,51.1027,14.674,0.619136,1.46469,5.24549,26.894,FALSE
254,"MIA",219775,99.712,36.5037,8.29348,0.524172,4.31532,6.06074,44.3026,TRUE
255,"BONNIE",219142,99.6025,90.7946,3.09434,0.558998,1.34662,2.10412,2.10138,TRUE
256,"JASMINE",218318,99.7069,19.5069,35.3535,0.77181,6.26471,7.6897,30.4134,TRUE
257,"LIAM",218134,0.320908,67.4228,3.05684,0.510695,2.96148,6.62987,19.4183,TRUE
258,"PHILLIP",216750,0.125031,72.0069,13.0238,1.03483,2.94072,3.30242,7.69135,TRUE
259,"ERICA",215653,99.7644,52.8697,18.3137,0.598647,2.40479,3.43747,22.3758,TRUE
260,"KATIE",215040,99.8679,83.8188,3.48121,0.537574,3.47563,2.65997,6.02679,FALSE
261,"MARIO",213071,0.648601,12.241,7.63689,0.324305,2.07255,0.729334,76.9959,TRUE
262,"WAYNE",213033,0.134252,80.3894,12.0146,0.834612,2.51182,2.53764,1.71194,TRUE
263,"OSCAR",212941,0.208034,9.59186,4.33453,0.260166,1.92776,0.727432,83.1582,TRUE
264,"DANA",210585,81.8842,80.3139,9.02201,0.742693,1.71475,3.08521,5.12145,TRUE
265,"CHAD",209144,0.103756,89.0147,3.83468,0.774586,1.14897,3.03953,2.18749,TRUE
266,"CONNIE",209008,98.9479,81.4964,5.75911,0.746861,3.78789,2.24728,5.96245,TRUE
267,"JEFF",208614,0.1184,88.3411,3.37465,0.576184,2.70116,2.16908,2.83778,TRUE
268,"CONNOR",208365,0.731377,86.897,1.17294,0.423776,1.79733,4.86214,4.84678,TRUE
269,"APRIL",206083,99.8074,68.108,13.6857,1.01949,2.50336,3.85718,10.8262,TRUE
270,"ARTHUR",205841,0.211325,67.2315,16.6055,0.681594,3.09219,2.57432,9.81486,TRUE
271,"RUSSELL",202727,0.193849,85.9959,6.00413,0.822288,1.7383,2.89749,2.54184,TRUE
272,"SHEILA",202161,99.9194,71.958,16.5888,0.797879,2.47328,2.73891,5.44319,FALSE
273,"FRANCES",201696,99.1398,75.4185,9.23717,0.675274,2.34858,1.95591,10.3646,TRUE
274,"DEREK",201269,0.122231,71.161,9.6617,0.802409,3.86796,4.1298,10.3772,TRUE
275,"LEAH",200966,99.8711,71.2533,7.37189,0.709075,3.39411,4.35795,12.9136,TRUE
276,"CHLOE",200405,99.8433,67.6994,7.65849,0.618747,6.94544,6.72438,10.3535,FALSE
277,"MICHELE",199114,98.5672,83.981,6.42898,0.415842,1.3314,2.68439,5.15835,TRUE
278,"KRISTEN",199108,99.3622,85.7816,3.86273,0.50676,1.79651,3.05663,4.99578,TRUE
279,"CAROLINE",199039,99.8819,81.1725,3.96907,0.4994,3.94998,2.87682,7.53219,TRUE
280,"AUDREY",198827,99.5946,71.1825,10.2622,0.665403,4.42797,4.34951,9.11244,TRUE
281,"NORMA",197661,99.7936,42.8501,5.62529,0.522106,2.5392,1.04269,47.4206,FALSE
282,"DANNY",197113,0.796493,67.1295,7.50027,0.878684,6.50185,2.62489,15.3648,TRUE
283,"ROSE",196310,99.7662,64.0966,14.8816,1.19097,3.96363,2.66619,13.2011,TRUE
284,"JAYDEN",195735,9.89261,30.9827,21.6987,0.867499,6.32948,8.57026,31.5513,FALSE
285,"JILL",194542,99.8597,93.7448,1.61919,0.275005,1.23829,1.59811,1.52461,TRUE
286,"JULIAN",193598,1.67053,24.1635,9.74287,0.657548,2.58732,4.48713,58.3617,TRUE
287,"AIDEN",193515,1.06756,55.7786,9.14864,0.804072,5.26678,6.82428,22.1776,TRUE
288,"LYNN",193290,85.054,88.4707,4.02349,0.422681,3.71411,1.69641,1.67262,TRUE
289,"ALBERT",192226,0.197681,55.956,15.8922,0.963449,6.08919,2.05175,19.0474,TRUE
290,"TONY",191116,1.19457,50.6813,20.8078,1.00306,10.4282,2.7915,14.2882,TRUE
291,"RILEY",191102,56.3942,80.2791,4.68755,0.736256,1.81264,5.55306,6.93138,TRUE
292,"NATHANIEL",189976,0.185286,55.9534,18.9892,0.872742,3.22883,5.76968,15.1861,TRUE
293,"RICARDO",189953,0.186356,4.00099,6.02939,0.193206,2.39901,0.536975,86.8404,TRUE
294,"CLAUDIA",189170,99.8303,30.9658,4.56309,0.260612,0.977428,1.04773,62.1853,FALSE
295,"SUZANNE",188917,99.9492,91.6995,1.39109,0.320246,1.42761,1.98076,3.18076,TRUE
296,"DALE",188896,8.42382,89.9421,4.656,0.782971,0.991551,2.25256,1.37483,TRUE
297,"SHERRY",187601,99.8257,82.6579,9.39654,0.914174,2.19082,3.04902,1.79157,TRUE
298,"HAROLD",186444,0.132475,76.8799,14.437,0.979383,1.25668,2.24357,4.20341,TRUE
299,"ELLA",185531,99.8475,75.5798,8.50101,0.649487,3.11754,5.2498,6.90235,TRUE
300,"RITA",184211,99.892,71.4094,8.41861,0.811569,3.62356,1.77948,13.9574,TRUE
301,"MARCUS",184052,0.214611,34.8396,41.2199,1.10512,2.43464,6.48349,13.9173,TRUE
302,"PEGGY",183683,99.9211,86.8676,6.83569,0.648944,1.37846,2.11996,2.14936,FALSE
303,"LOUIS",183372,0.852398,64.6467,12.347,0.716576,2.22989,2.13937,17.9204,TRUE
304,"JOHNNY",183111,0.67448,46.5608,22.3061,1.29211,6.09357,2.80431,20.943,TRUE
305,"HOLLY",182744,99.7324,90.7132,1.44574,0.582235,1.56777,3.09887,2.59215,TRUE
306,"LILLIAN",182252,99.8793,71.6552,8.04381,0.752255,3.10888,4.63315,11.8067,TRUE
307,"JOANNE",181754,99.8867,84.4642,5.3919,0.369731,4.51819,1.42665,3.82935,FALSE
308,"JARED",180305,0.207425,76.354,5.44244,0.811958,2.08369,3.9949,11.3131,TRUE
309,"ALEJANDRO",180046,0.464868,2.17333,0.387679,0.16107,0.903103,0.130522,96.2443,TRUE
310,"BROOKE",178446,99.2238,85.7688,3.99729,0.580007,0.789034,3.9009,4.96397,TRUE
311,"AMELIA",176479,99.8674,63.5775,4.38352,0.611404,4.25716,5.42841,21.742,TRUE
312,"OWEN",176420,0.277181,84.0936,2.49291,0.465934,2.31096,4.72962,5.90693,TRUE
313,"ELAINE",176184,99.8984,77.0422,9.2585,0.565318,5.55215,1.68744,5.89441,FALSE
314,"ROY",176161,0.22195,71.2206,12.6782,1.0252,3.83456,2.78268,8.45874,TRUE
315,"ISAIAH",175786,0.270781,24.7744,29.5228,1.12865,2.12986,10.4092,32.035,TRUE
316,"AVERY",175335,72.607,73.0493,8.17692,0.749993,2.19294,6.58625,9.24459,TRUE
317,"PEDRO",175195,0.194071,3.94931,0.933817,0.163247,1.21122,0.208339,93.5341,TRUE
318,"DORIS",174010,99.704,67.3846,18.3754,0.576978,2.03379,1.5637,10.0655,TRUE
319,"BLAKE",173524,6.56912,84.0604,4.52502,0.719209,0.927826,4.53021,5.23732,TRUE
320,"BILLY",173436,1.16126,77.1524,11.8805,1.47374,2.2677,3.15217,4.07355,TRUE
321,"RHONDA",173382,99.8979,79.1657,14.52,1.00126,0.346633,3.14681,1.81968,FALSE
322,"ELLEN",173110,99.8463,88.3554,4.04829,0.404367,3.74097,1.60707,1.84391,TRUE
323,"JIMMY",173058,0.435697,58.8959,14.0282,1.34753,8.23077,2.7823,14.7153,TRUE
324,"ROBERTO",172375,0.240751,5.71022,1.05062,0.127629,2.53227,0.230312,90.3489,TRUE
325,"RODNEY",172298,0.153223,65.2178,26.175,0.857236,1.56879,2.78007,3.40108,TRUE
326,"DUSTIN",171393,0.358835,88.2031,1.49306,1.20192,1.56833,3.79946,3.73411,TRUE
327,"WANDA",171034,99.8778,67.6216,20.0177,0.95595,0.679397,2.46968,8.25567,TRUE
328,"SYDNEY",169165,96.7186,74.5314,9.58,0.520202,2.82978,6.04735,6.4913,TRUE
329,"GAVIN",168736,0.246526,77.8263,4.25458,0.615162,2.49917,5.77115,9.03364,TRUE
330,"HECTOR",168415,0.200103,1.85019,0.634742,0.119348,0.629991,0.104504,96.6612,TRUE
331,"SHANE",167534,1.70647,83.2917,4.58952,1.19618,1.93334,4.60384,4.38538,TRUE
332,"ALLEN",166926,0.53737,71.6437,12.7829,0.998047,5.41018,2.97138,6.19376,TRUE
333,"PHYLLIS",165944,99.8771,81.278,14.0059,0.682158,0.770742,1.69274,1.57041,FALSE
334,"CASEY",165304,42.686,85.4922,3.51958,0.84632,1.84085,3.81116,4.48991,TRUE
335,"GAIL",165125,97.8889,85.3444,9.77078,0.474792,1.38198,1.66601,1.362,TRUE
336,"LEE",164574,22.1877,73.7,13.6808,0.817262,4.97527,2.86011,3.9666,TRUE
337,"RENEE",164464,98.9627,72.9953,13.4364,0.750316,2.02294,3.16057,7.6345,TRUE
338,"ANITA",164323,99.8947,61.5428,14.04,0.931093,7.37511,2.45127,13.6597,TRUE
339,"JAY",164091,2.33703,74.5519,6.44459,0.797728,8.81218,2.82465,6.56892,TRUE
340,"CLAIRE",163949,99.6035,84.7989,2.11834,0.232389,5.40351,3.53708,3.90975,TRUE
341,"BOBBY",163858,2.83169,67.3199,21.5241,1.2761,2.13294,3.2577,4.48925,TRUE
342,"KRISTIN",163323,99.4636,89.3303,2.6965,0.414516,1.47989,2.68854,3.39021,TRUE
343,"TROY",162599,0.755232,74.1179,14.7455,0.896684,1.6101,4.05107,4.57875,TRUE
344,"RALPH",162517,0.118144,76.9286,9.85681,0.646702,1.3697,1.89334,9.30487,TRUE
345,"STACY",162112,90.3639,78.8881,9.25718,0.745781,1.94125,2.84926,6.31847,TRUE
346,"EVA",161326,99.7954,49.907,7.91565,0.706024,4.65889,3.19911,33.6133,TRUE
347,"JON",161312,0.647197,85.3055,3.27874,0.67075,2.55716,2.8386,5.34926,TRUE
348,"EDWIN",160741,0.18851,36.6795,6.70333,0.447926,5.13061,1.29214,49.7465,TRUE
349,"CARTER",160404,3.89759,76.033,9.8333,0.634648,1.44011,6.41193,5.64699,TRUE
350,"CURTIS",159668,0.251148,65.2034,26.852,1.06033,1.29832,3.45529,2.13067,TRUE
351,"JAVIER",158816,0.222278,1.72779,1.34306,0.134117,0.256901,0.153007,96.3851,TRUE
352,"TARA",158364,99.594,79.8546,8.76651,0.818999,2.80682,4.10889,3.64414,TRUE
353,"JAIME",158228,28.4911,27.564,1.58189,0.311576,2.86865,1.24504,66.4288,TRUE
354,"CARRIE",157743,99.8162,83.7844,8.77757,0.786089,1.37312,2.79759,2.48125,TRUE
355,"JEREMIAH",157205,0.29516,39.7595,31.2776,1.17617,2.48974,6.64355,18.6534,TRUE
356,"CHASE",157106,2.16226,78.7513,8.87999,0.744084,1.35068,5.17931,5.09465,TRUE
357,"COREY",156602,4.77781,66.5662,24.0291,0.75925,1.00893,4.15001,3.48655,TRUE
358,"WILLIE",156150,14.4746,13.3775,79.8956,0.571246,0.82741,2.3804,2.94781,TRUE
359,"SEBASTIAN",156137,0.313172,26.439,3.08703,0.334962,1.99504,3.33489,64.8091,TRUE
360,"LILY",155676,99.8311,69.1006,1.8667,0.576839,9.8326,5.92191,12.7014,TRUE
361,"RANDALL",155627,0.378467,88.1685,4.69456,0.858463,1.24143,2.61908,2.41796,TRUE
362,"WESLEY",155432,1.10465,78.4028,8.58896,0.938674,3.07273,4.40836,4.5885,TRUE
363,"MOLLY",153459,99.8501,90.9429,0.907734,0.413791,2.04941,2.45342,3.23279,TRUE
364,"SYLVIA",152890,99.8535,46.6427,15.606,0.70312,3.29714,1.89744,31.8536,TRUE
365,"EDUARDO",152641,0.195236,3.66546,0.452696,0.0956493,3.1846,0.184092,92.4175,TRUE
366,"JEFFERY",152241,0.185245,79.3781,12.7692,0.8434,1.08841,2.96372,2.95715,TRUE
367,"WYATT",152061,0.47087,87.0539,1.21991,1.04103,0.708268,4.83161,5.1453,TRUE
368,"SOFIA",151653,99.8378,26.3694,1.5153,0.182654,3.50339,2.74047,65.6888,TRUE
369,"FERNANDO",151647,0.350139,4.75578,1.27665,0.279597,1.97696,0.207719,91.5033,TRUE
370,"LANDON",151004,0.635749,78.3118,5.75813,0.84766,1.72976,5.56343,7.7892,TRUE
371,"SAVANNAH",149935,99.8746,70.6366,6.98503,0.90039,1.21052,6.36409,13.9034,TRUE
372,"JOANN",149039,99.8175,77.8736,10.3738,0.637417,2.65367,1.76464,6.6969,TRUE
373,"RAFAEL",148937,0.277289,5.49628,1.47378,0.136971,1.835,0.419641,90.6383,TRUE
374,"KAITLYN",148535,99.893,79.9933,3.40189,0.553405,3.31235,4.31885,8.42024,FALSE
375,"LINDSEY",147979,97.2957,86.6623,2.68079,0.602788,1.5367,3.09976,5.41766,TRUE
376,"HAILEY",147735,99.8301,74.0745,3.2626,0.885369,2.71635,4.7768,14.2844,TRUE
377,"ERIKA",147440,99.8447,40.3507,8.00326,0.341156,2.21785,2.79436,46.2927,FALSE
378,"GINA",147070,99.8613,72.1112,5.34167,0.613313,5.17033,2.85034,13.9131,TRUE
379,"OLIVER",146487,0.44712,65.158,5.79915,0.445773,4.08773,6.04422,18.4651,TRUE
380,"CATHY",146470,99.914,83.0962,6.94067,0.486789,3.41776,2.18611,3.87247,TRUE
381,"RICKY",146353,0.668917,65.26,16.7807,1.15816,4.017,2.94767,9.83649,TRUE
382,"DARLENE",145951,99.8849,73.1554,14.5727,1.20383,1.58478,2.23637,7.24695,FALSE
383,"GLENN",145763,0.491218,81.5159,9.30689,0.648313,3.57155,2.41213,2.54523,TRUE
384,"TREVOR",145682,0.249839,81.796,7.09902,0.937659,1.38864,4.72467,4.05404,TRUE
385,"DOMINIC",145019,0.835017,54.5508,8.81953,0.837132,2.91686,6.22194,26.6537,TRUE
386,"DEVIN",144817,10.5954,60.4528,18.0773,0.986763,2.65231,7.25329,10.5775,TRUE
387,"CARLA",144783,99.8329,59.1651,14.3235,0.823301,1.01877,2.50444,22.1649,TRUE
388,"HALEY",144725,99.6131,84.1921,2.36172,0.643289,1.54638,4.33996,6.91657,TRUE
389,"DEBBIE",144403,99.8657,80.4796,7.31217,0.805385,2.40161,2.47848,6.52272,FALSE
390,"LAURIE",144352,99.4943,91.6052,2.00967,0.461372,1.04328,1.98127,2.89916,TRUE
391,"SETH",144312,0.182244,82.6716,3.80703,0.874494,1.29442,4.51106,6.84143,TRUE
392,"TIM",143976,0.342404,86.6214,4.05693,0.680669,3.5374,2.37331,2.73032,TRUE
393,"MADELINE",143901,99.8624,76.5895,2.50797,0.40514,2.3537,4.11463,14.0291,TRUE
394,"IRENE",143807,99.7719,51.4238,7.92312,0.87687,8.27707,1.27671,30.2225,TRUE
395,"CHELSEA",143412,99.8096,72.2429,9.21959,0.838842,2.86029,4.61049,10.2279,FALSE
396,"EUGENE",143351,0.463199,68.6671,18.3382,1.01569,4.94032,2.35506,4.68361,TRUE
397,"BRETT",142068,1.88978,91.7026,1.87234,0.591266,0.572965,2.7698,2.49106,TRUE
398,"CASSANDRA",141757,99.8885,57.152,18.3702,0.836643,1.63025,4.32077,17.6901,TRUE
399,"STACEY",141478,93.0499,78.5189,11.3806,0.646037,1.68436,2.82517,4.94494,TRUE
400,"THEODORE",141169,0.165043,76.5954,10.0695,0.644617,2.77611,4.55766,5.3567,TRUE
401,"JENNA",140774,99.8835,85.4256,1.55853,0.480913,3.01263,3.69386,5.82849,TRUE
402,"RUBY",140133,99.5226,50.5998,16.8526,0.80709,4.40153,3.32755,24.0115,TRUE
403,"LYDIA",139562,99.8667,59.1744,7.83953,0.659922,5.5753,3.53033,23.2205,TRUE
404,"SALLY",139328,99.8299,84.3291,3.1006,0.600023,3.85924,1.58475,6.52633,TRUE
405,"REGINA",139154,99.8627,58.2139,22.9961,0.904753,3.23598,2.82062,11.8286,TRUE
406,"FREDERICK",138933,0.116608,73.0122,18.0439,0.595251,2.31982,2.39828,3.63053,TRUE
407,"KELSEY",138740,97.2309,84.2944,4.7917,0.678968,1.42641,3.7682,5.04036,TRUE
408,"HARRY",138541,0.217981,76.7116,11.1815,0.882049,4.28826,2.20007,4.7365,TRUE
409,"FRANCIS",138483,12.4411,74.1456,7.5901,0.896861,6.14155,2.04502,9.18091,TRUE
410,"ERIK",137635,0.213615,63.2891,3.91833,0.376358,1.53086,2.74567,28.1396,TRUE
411,"HEIDI",137524,99.9069,85.3037,0.920567,0.40502,2.2636,2.49338,8.61377,FALSE
412,"COLLEEN",137520,99.9251,92.6563,2.05861,0.5621,1.1831,1.92045,1.6194,FALSE
413,"IVAN",137222,0.389891,25.2387,5.60114,0.541458,4.14584,1.29571,63.1772,TRUE
414,"LEVI",136748,0.705683,75.8673,5.78071,1.01135,1.54664,5.35876,10.4353,TRUE
415,"SHELBY",136599,92.9955,85.3081,4.31775,1.04759,0.751104,4.09813,4.47734,TRUE
416,"BARRY",136550,0.255565,85.0209,10.0959,0.464299,1.11315,2.06078,1.24497,TRUE
417,"BETH",136268,99.9163,95.0465,1.06555,0.315555,0.685414,1.59759,1.28937,TRUE
418,"STANLEY",135821,0.189959,70.9058,18.531,0.845966,4.79675,2.26548,2.65496,TRUE
419,"YOLANDA",135786,99.8542,6.27458,25.6521,0.583271,2.86259,1.11867,63.5088,FALSE
420,"MARVIN",135347,0.347266,49.4196,25.6592,1.0861,2.86892,2.09757,18.8685,TRUE
421,"HOWARD",134911,0.18976,77.8988,14.0811,0.741971,3.37556,2.18737,1.7152,TRUE
422,"COLE",134580,0.53797,87.5004,1.52251,0.688067,0.870114,4.88334,4.53559,TRUE
423,"MAX",133912,0.740027,72.5237,2.60992,0.495101,4.18334,4.17364,16.0142,TRUE
424,"PAIGE",133485,99.3924,84.4777,5.41259,0.567854,1.29378,4.21096,4.03716,TRUE
425,"SERGIO",133230,0.192163,4.52676,1.00203,0.133604,0.630489,0.218419,93.4887,TRUE
