script	stamped_on	stamp_source	file	bytes	sha256	rows	file_mtime
build-data.R	2026-08-17	disk	derived/baseline.csv	27887	sha256:b695fc61b3e26226a3ec8b7466163b7a47775cae916496112f74367d533a5d1c	435	2026-08-16
build-data.R	2026-08-17	disk	derived/calibration.csv	387	sha256:24421fe0e408e1fc8e8f0170cd0d515c91d1abfbdf2e5ed513e37ee0bf260316	8	2026-08-16
build-data.R	2026-08-17	disk	derived/checks.csv	727	sha256:354cc94bfa0a8de750f909dede47c10db88a55317c5c702dd181dc4dd159b99d	12	2026-08-16
build-data.R	2026-08-17	disk	derived/curve.csv	3278	sha256:80e5f2beb61db9f53c0c0fd954bc6e76e2e520e9dc6fe28dd4ad18ea1c18fe37	241	2026-08-16
build-data.R	2026-08-17	disk	derived/generic_ballot.csv	470	sha256:d2ea726c6a9862bb12a70b9a235a36b3b9f4a8b1a3bee5614e7646a06fe58dbc	7	2026-08-16
build-data.R	2026-08-17	disk	derived/joint.csv	249	sha256:1a84aba1b89959167b861ac942f10d0b8f50cd6fa530d0a40edcaa900f9dfa97	2	2026-08-16
build-data.R	2026-08-17	disk	derived/joint_cloud.csv	31813	sha256:df11b1d02157fa12f7c04258904241fb98eeea636aeff706d75c01a88f65be0b	1162	2026-08-16
build-data.R	2026-08-17	disk	derived/joint_compare.csv	146	sha256:3be21f8340646915315345c868ad0f3b0bdfc4c6a987af5ad65b358eee377842	3	2026-08-16
build-data.R	2026-08-17	disk	derived/joint_grid.csv	157	sha256:a09758d040c070b8d9d790cbc79389cebb4527fa8de6213acb9158b4059d460b	4	2026-08-16
build-data.R	2026-08-17	disk	derived/models.csv	484	sha256:9bbe908ace00c3cbcc1f9d3f2b892e8246f6bd7315149a407fa138857583c6d0	5	2026-08-16
build-data.R	2026-08-17	disk	derived/redistricting.csv	449	sha256:66468c4b7aa85333ae5ffd01af5f2e3633a0cc009cebe6e9e4e6151700805098	17	2026-08-16
build-data.R	2026-08-17	disk	derived/senate_calibration.csv	5566	sha256:b1eab996cdb1f7cd373e50041a88271e0bd7b0ed97c9f59954de62ca25608d40	112	2026-08-16
build-data.R	2026-08-17	disk	derived/senate_curve.csv	3037	sha256:8e1e3582ad28127aa45b94b5051929b45a16d16e4fba1cb934337a845cbcb6be	241	2026-08-16
build-data.R	2026-08-17	disk	derived/senate_parse.csv	44	sha256:157ddfd7955fdcc14ac14681fedd624a0f8675479faad5fdd3f1bc5532d91bf1	1	2026-08-16
build-data.R	2026-08-17	disk	derived/senate_sd_by_year.csv	129	sha256:3b38a0dc23f3447eac50b0e3a5cc7141d0ea28dad957167f10b81f4f6a3c2058	4	2026-08-16
build-data.R	2026-08-17	disk	derived/senate_seats.csv	1882	sha256:c6713b97c318293ec0620927c87ad298e7f2ba57b9c781d073d362aca871497c	33	2026-08-16
build-data.R	2026-08-17	disk	derived/senate_sim.csv	420	sha256:aff9c5d934ba3aefe92e70177236616e2ce6ad6d7d7e4dad641aa59a8acc0a87	29	2026-08-16
build-data.R	2026-08-17	disk	derived/sensitivity.csv	232	sha256:468ba49494fd6cf27eb5ba1dfe4a8696312de5959dad83119a50f7a2dc7da453	5	2026-08-16
build-data.R	2026-08-17	disk	derived/sim_default.csv	2873	sha256:d8350b936f5f41f449afcf09819b17ba7717b87cc74eb0c8eed32e620902e8f3	211	2026-08-16
build-data.R	2026-08-17	disk	derived/simulation.csv	2428	sha256:e91c504b233a192b1aad7c698ccffe936c7604a89591f1afe0f263e74f390327	57	2026-08-16
build-data.R	2026-08-17	disk	derived/spread.csv	138	sha256:a1c110dba7bf35b18253ea48c74d3fa8fa1651816546088ace327ddfd67ba8f3	3	2026-08-16
build-data.R	2026-08-17	disk	raw/legislators-current.csv	180405	sha256:f2db052dc77cb17cb7e3b28fcab57cb7d912e456cb03d9362482c40bed82f284	537	2026-08-16
build-data.R	2026-08-17	disk	raw/wikipedia-house-2026.wikitext	368648	sha256:b04dd00cbed21d38a9d93f11d89b9bd75365c88d623d72210ca468337fc7573d		2026-08-16
build-data.R	2026-08-17	disk	raw/wikipedia-senate-2014.wikitext	335776	sha256:d04d2af6e11650c28d6ce8e8f5f34701f10309519f6362606b12b83efd30cd6d		2026-08-16
build-data.R	2026-08-17	disk	raw/wikipedia-senate-2018.wikitext	310403	sha256:d3bf82c786fcf55c129b1c9732e6fc5d2d3ceb2975a482b58c838e2f40de9eef		2026-08-16
build-data.R	2026-08-17	disk	raw/wikipedia-senate-2020.wikitext	377975	sha256:9288de6e3f59b2ceb6529618207a31e27b71e401b04e7237b04892b76913118e		2026-08-16
build-data.R	2026-08-17	disk	raw/wikipedia-senate-2022.wikitext	352654	sha256:bd657cd3036113ac2817273a10cada91fb491731db97b74cd65ba7616d564a15		2026-08-16
