"congress","year","chamber","n","n_age","median_age","mean_age","p25_age","p75_age","min_age","max_age","pct_65plus","pct_70plus","pct_80plus","mean_entry_age","mean_years_since_entry","median_entry_age","median_years_since_entry"
12,1811,"Senate",37,37,46,47.7027,41,55,32,65,2.7027,0,0,43.2162,4.48649,41,4
13,1813,"Senate",46,45,45,46.1556,40,53,29,67,2.22222,0,0,41.9333,4.22222,41,2
14,1815,"Senate",44,43,45,44.4651,37.5,50,28,65,2.32558,0,0,40.5581,3.90698,40,2
15,1817,"Senate",46,45,45,44.9556,39,52,27,63,0,0,0,41.5778,3.37778,41,2
16,1819,"Senate",51,51,46,45.8627,39,52.5,29,65,1.96078,0,0,42.2157,3.64706,41,2
17,1821,"Senate",53,53,48,47.6226,39,54,31,69,5.66038,0,0,42.8302,4.79245,42,2
18,1823,"Senate",53,53,47,48.0943,41,54,32,71,7.54717,3.77358,0,41.9434,6.15094,40,4
19,1825,"Senate",60,60,47.5,48.3667,42.75,54.25,31,73,3.33333,1.66667,0,43.7333,4.63333,43.5,2
20,1827,"Senate",53,53,47,48.2642,42,54,33,75,9.43396,3.77358,0,43.3208,4.9434,43,4
21,1829,"Senate",54,54,47,47.8333,39.25,53,33,77,7.40741,1.85185,0,41.9074,5.92593,39,4
22,1831,"Senate",55,55,48,48,41,52,31,79,5.45455,3.63636,0,42.5091,5.49091,42,4
23,1833,"Senate",56,56,48,48.1607,42.75,53,33,72,1.78571,1.78571,0,42.8393,5.32143,42,2
24,1835,"Senate",63,63,48,47.7143,41,53,31,74,3.1746,1.5873,0,42.8889,4.8254,42,2
25,1837,"Senate",59,59,49,48.0508,42,54,33,76,1.69492,1.69492,0,42.6949,5.35593,43,4
26,1839,"Senate",60,60,50,49.1333,43.75,56,31,66,5,0,0,43.3,5.83333,42,4
27,1841,"Senate",59,59,47,49.1695,42,55.5,33,73,5.08475,1.69492,0,43.2034,5.9661,42,4
28,1843,"Senate",60,60,48,48.9167,43,53.25,36,70,3.33333,1.66667,0,43.2833,5.63333,42,3
29,1845,"Senate",66,66,49,50.1061,44,55.75,33,68,6.06061,0,0,44.6515,5.45455,44.5,2
30,1847,"Senate",72,72,49.5,49.625,43,56.25,32,67,9.72222,0,0,44.4583,5.16667,44,2
31,1849,"Senate",71,71,49,50.4085,43,57,34,72,11.2676,1.40845,0,45.169,5.23944,45,2
32,1851,"Senate",73,73,49,49.9589,43,56,36,74,8.21918,2.73973,0,45.3014,4.65753,44,4
33,1853,"Senate",70,70,48.5,50.1,43,57,37,71,5.71429,2.85714,0,46.2714,3.82857,44,2
34,1855,"Senate",64,64,49,50.7344,43.75,57,33,73,9.375,4.6875,0,45.7656,4.96875,43,4
35,1857,"Senate",73,72,49,50.7778,44.75,56,35,72,6.94444,5.55556,0,45.4722,5.30556,44,4
36,1859,"Senate",70,70,49,49.9429,45,54,32,73,4.28571,1.42857,0,43.9429,6,44,4
37,1861,"Senate",74,74,49,49.8243,45,55,33,70,2.7027,1.35135,0,45.3649,4.45946,45,2
38,1863,"Senate",55,55,49,50.6,46,56,33,72,7.27273,1.81818,0,46.3818,4.21818,46,2
39,1865,"Senate",59,59,50,50.5424,45,54,35,74,8.47458,5.08475,0,46,4.54237,45,4
40,1867,"Senate",69,69,48,49.2899,43,54,31,75,10.1449,2.89855,0,44.7971,4.49275,44,2
41,1869,"Senate",80,80,49,50.175,43,56,33,70,5,1.25,0,46.05,4.125,45,2
42,1871,"Senate",75,75,51,51.48,44.5,58,35,72,9.33333,4,0,46.68,4.8,45,2
43,1873,"Senate",79,79,50,51.0759,44,57,31,74,6.32911,1.26582,0,46.4937,4.58228,45,4
44,1875,"Senate",82,82,51,52.1463,46,58.75,33,76,9.7561,2.43902,0,47.8293,4.31707,47,2
45,1877,"Senate",82,82,52,52.7439,47,59,35,78,7.31707,2.43902,0,47.6707,5.07317,48,2
46,1879,"Senate",81,81,53,54.1235,49,59,38,70,8.64198,1.23457,0,49.3827,4.74074,49,4
47,1881,"Senate",85,85,53,53.7176,49,57,40,71,8.23529,1.17647,0,49.2471,4.47059,49,4
48,1883,"Senate",78,78,54,54.4359,49.25,58,35,73,12.8205,1.28205,0,49.5385,4.89744,49,4
49,1885,"Senate",84,84,56,55.7976,51,60.25,37,75,14.2857,2.38095,0,50.1071,5.69048,49,4
50,1887,"Senate",77,77,57,57.1429,52,61,39,77,18.1818,6.49351,0,50.0779,7.06494,49,6
51,1889,"Senate",91,91,57,57.7143,51.5,63,41,79,21.978,9.89011,0,50.5495,7.16484,50,6
52,1891,"Senate",96,96,57,57.1667,51.75,63,37,81,19.7917,8.33333,1.04167,49.5833,7.58333,49,6
53,1893,"Senate",96,96,57,56.8021,51,64,36,83,21.875,6.25,1.04167,48.8854,7.91667,48.5,6
54,1895,"Senate",90,90,56.5,56.2778,48,64,32,85,23.3333,7.77778,1.11111,47.9,8.37778,48,5
55,1897,"Senate",96,96,56,56.1771,47,64,34,87,23.9583,13.5417,1.04167,48.2188,7.95833,48,4
56,1899,"Senate",95,95,56,56.2211,48.5,64,36,78,22.1053,12.6316,0,48.9158,7.30526,48,4
57,1901,"Senate",94,94,58,57.5426,50,64.75,39,80,25.5319,15.9574,1.06383,49.2447,8.29787,48,4
58,1903,"Senate",93,93,59,58.8602,51,66,41,82,30.1075,16.129,1.07527,50.3011,8.55914,50,4
59,1905,"Senate",98,98,58,58.3571,51,66,31,84,31.6327,13.2653,3.06122,49.8878,8.46939,49,6
60,1907,"Senate",102,102,57,58.2059,49,65,31,86,27.451,16.6667,3.92157,50.3431,7.86275,49,4
61,1909,"Senate",103,103,57,57.5631,50,64.5,33,80,25.2427,13.5922,1.94175,51,6.56311,50,4
62,1911,"Senate",110,110,56,56.3182,49.25,62.75,32,82,19.0909,7.27273,2.72727,51.2273,5.09091,51,3
63,1913,"Senate",101,101,56,57.1782,51,65,34,84,25.7426,12.8713,0.990099,52.0495,5.12871,52,2
64,1915,"Senate",100,100,57,57.23,52,64,36,78,23,11,0,50.97,6.26,51,4
65,1917,"Senate",111,111,56,56.1712,48,62,38,80,18.9189,12.6126,0.900901,49.991,6.18018,50,4
66,1919,"Senate",101,101,57,56.9802,50,62,38,77,18.8119,9.90099,0,49.8317,7.14851,50,6
67,1921,"Senate",107,107,58,57.514,51.5,63,40,86,18.6916,8.41121,0.934579,50.5047,7.00935,50,4
68,1923,"Senate",104,104,59,57.5577,51,63.25,39,80,20.1923,7.69231,1.92308,50.8077,6.75,51,4
69,1925,"Senate",105,105,57,57.2857,51,64,30,81,21.9048,6.66667,0.952381,50.7905,6.49524,50,4
70,1927,"Senate",103,103,58,57.4272,50.5,65,32,83,27.1845,8.73786,0.970874,50.165,7.26214,50,6
71,1929,"Senate",109,109,58,58.367,52,65,34,85,28.4404,10.0917,0.917431,51.0459,7.3211,51,6
72,1931,"Senate",106,106,57,57.6887,53,63,34,74,23.5849,9.43396,0,50.1038,7.58491,50,6
73,1933,"Senate",103,103,58,58.1456,52.5,63.5,36,80,22.3301,13.5922,0.970874,50.5922,7.5534,50,6
74,1935,"Senate",106,106,58,57.3019,52,62,30,77,17.9245,11.3208,0,49.5283,7.77358,50,4
75,1937,"Senate",107,107,59,57.7944,52.5,63.5,32,79,22.4299,11.215,0,50.1682,7.62617,50,4
76,1939,"Senate",104,104,60,57.6154,49,65,33,81,29.8077,12.5,0.961538,49.0192,8.59615,49,6
77,1941,"Senate",109,109,58,58.0092,49,65,35,87,27.5229,13.7615,2.75229,50.2477,7.76147,49,6
78,1943,"Senate",104,104,59,58.1731,50.75,66,35,85,33.6538,12.5,0.961538,50,8.17308,50,6
79,1945,"Senate",109,109,58,58.8165,51,68,37,87,33.945,13.7615,1.83486,51.1835,7.63303,51,6
80,1947,"Senate",98,98,56.5,57.1837,50,64.75,39,82,25.5102,16.3265,2.04082,50.3061,6.87755,50,4
81,1949,"Senate",109,109,57,57.3028,51,65,31,82,26.6055,16.5138,1.83486,50.6055,6.69725,50,4
82,1951,"Senate",99,99,56,57.4242,51,64,33,84,23.2323,16.1616,2.0202,50.0505,7.37374,50,6
83,1953,"Senate",111,111,57,57.7838,50,63.5,35,86,23.4234,13.5135,0.900901,51.1171,6.66667,51,4
84,1955,"Senate",99,99,59,57.9394,51,63,37,88,20.202,13.1313,2.0202,49.9596,7.9798,49,6
85,1957,"Senate",101,101,59,58.396,52,63,33,90,20.7921,12.8713,3.9604,49.703,8.69307,49,8
86,1959,"Senate",103,103,58,58.4272,52,64.5,35,92,25.2427,12.6214,2.91262,50.2136,8.21359,49,6
87,1961,"Senate",105,105,59,58.1048,52,65,34,84,28.5714,8.57143,0.952381,49.5524,8.55238,50,8
88,1963,"Senate",102,102,58.5,57.5588,51,66,31,86,27.451,11.7647,0.980392,48.6373,8.92157,48.5,6
89,1965,"Senate",103,103,59,58.4951,50,66.5,33,88,31.068,14.5631,0.970874,48.5146,9.98058,49,8
90,1967,"Senate",101,101,60,58.495,51,66,35,90,32.6733,17.8218,1.9802,47.703,10.7921,48,8
91,1969,"Senate",102,102,57,57.3529,49,65.75,37,80,30.3922,14.7059,0.980392,47.0784,10.2745,47,10
92,1971,"Senate",103,103,57,57.2233,49,66,37,81,29.1262,17.4757,0.970874,46.3495,10.8738,47,10
93,1973,"Senate",102,102,56,56.4804,49,63.75,31,81,23.5294,12.7451,0.980392,46.2059,10.2745,47,8
94,1975,"Senate",101,101,56,56.4455,49,63,33,79,21.7822,15.8416,0,45.7327,10.7129,46,8
95,1977,"Senate",104,104,55,55.4327,47,63,35,81,21.1538,11.5385,1.92308,45.9135,9.51923,45,8
96,1979,"Senate",101,101,53,53.5545,46,60,36,82,16.8317,8.91089,0.990099,44.9802,8.57426,44,6
97,1981,"Senate",101,101,52,53.297,47,59,33,80,12.8713,5.94059,0.990099,45.8317,7.46535,45,4
98,1983,"Senate",101,101,53,54.4752,47,61,35,82,13.8614,6.93069,2.9703,45.802,8.67327,45,6
99,1985,"Senate",101,101,54,55.2079,48,62,37,84,11.8812,6.93069,1.9802,45.9406,9.26733,45,8
100,1987,"Senate",101,101,54,55.4554,48,63,39,86,19.802,9.90099,1.9802,45.9505,9.50495,45,8
101,1989,"Senate",102,102,55,56.2745,49.25,62,41,87,23.5294,7.84314,1.96078,46.4902,9.78431,46,10
102,1991,"Senate",102,102,57,58,51,64,43,89,24.5098,12.7451,1.96078,47.0588,10.9412,46.5,11
103,1993,"Senate",102,102,58,58.4804,52,64.5,40,91,25.4902,13.7255,0.980392,47.4804,11,46.5,12
104,1995,"Senate",103,103,58,58.9029,52.5,63,37,93,23.301,17.4757,0.970874,47.7379,11.165,48,10
105,1997,"Senate",100,100,57,58.46,51.75,64,39,95,21,15,2,48.28,10.18,48,8
106,1999,"Senate",102,102,58,59.2059,52,65.75,39,97,30.3922,12.7451,1.96078,48.4216,10.7843,48,9
107,2001,"Senate",102,102,59,59.7941,53.25,67,41,99,34.3137,9.80392,2.94118,48.8725,10.9216,48,8
108,2003,"Senate",100,100,60,60.42,53.75,68,39,86,34,19,3,48.8,11.62,48,8
109,2005,"Senate",101,101,61,61.2475,54,69,41,88,35.6436,22.7723,4.9505,49.1881,12.0594,48,10
110,2007,"Senate",102,102,63,62.6275,55,70,43,90,42.1569,26.4706,5.88235,49.8824,12.7451,50,10
111,2009,"Senate",111,111,62,62.7568,55.5,70,35,92,45.9459,26.1261,3.6036,51.1532,11.6036,51,8
112,2011,"Senate",102,102,61.5,62.402,56,69,39,87,41.1765,23.5294,2.94118,51.2059,11.1961,51,8
113,2013,"Senate",105,105,62,61.6381,54,69,40,89,38.0952,24.7619,2.85714,51.7905,9.84762,51,6
114,2015,"Senate",100,100,62,61.71,54.75,69,38,82,40,23,5,52.21,9.5,51,6
115,2017,"Senate",105,105,63,62.8571,56,70,40,84,44.7619,25.7143,7.61905,53.0095,9.84762,53,8
116,2019,"Senate",102,102,64,63.2647,56,70,40,86,48.0392,26.4706,4.90196,53.4216,9.84314,53,8
117,2021,"Senate",102,102,65,64.0392,57,70.75,34,88,50.9804,29.4118,5.88235,53.2941,10.7451,53,9
118,2023,"Senate",105,105,65,64.0381,55,72,36,90,54.2857,34.2857,5.71429,53.3905,10.6476,53,10
119,2025,"Senate",104,103,65,64.165,56,73,38,92,53.3981,35.9223,5.82524,53.2913,10.8738,53,10
