"icpsr","chamber","bioname","born","entry_congress","last_congress","n_congresses","entry_year","entry_age","years_served","span_years","still_serving","prior_house"
6352,"Senate","MCMILLAN, James",1838,51,57,7,1889,51,14,14,FALSE,FALSE
6511,"House","MILLER, Thomas Ezekiel",1849,51,51,1,1889,40,2,2,FALSE,FALSE
6614,"Senate","MOODY, Gideon Curtis",1832,51,51,1,1889,57,2,2,FALSE,FALSE
6644,"House","MOORE, Orren Cheney",1839,51,51,1,1889,50,2,2,FALSE,FALSE
6732,"House","MORSE, Elijah Adams",1841,51,54,4,1889,48,8,8,FALSE,FALSE
6777,"House","MUDD, Sydney Emanuel",1858,51,61,8,1889,31,16,22,FALSE,FALSE
6928,"House","NIEDRINGHAUS, Frederick Gottlieb",1837,51,51,1,1889,52,2,2,FALSE,FALSE
6976,"House","NORTON, Richard Henry",1849,51,52,2,1889,40,4,4,FALSE,FALSE
6988,"House","NUTE, Alonzo",1826,51,51,1,1889,63,2,2,FALSE,FALSE
7075,"House","O'NEIL, Joseph Henry",1853,51,53,3,1889,36,6,6,FALSE,FALSE
7137,"House","OWENS, James W.",1837,51,52,2,1889,52,4,4,FALSE,FALSE
7211,"House","PARRETT, William Fletcher",1825,51,52,2,1889,64,4,4,FALSE,FALSE
7276,"House","PAYNTER, Thomas Hanson",1851,51,53,3,1889,38,6,6,FALSE,FALSE
7321,"House","PENDLETON, John Overton",1851,51,53,3,1889,38,6,6,FALSE,FALSE
7379,"Senate","PETTIGREW, Richard Franklin",1848,51,56,6,1889,41,12,12,FALSE,FALSE
7431,"House","PICKLER, John Alfred",1844,51,54,4,1889,45,8,8,FALSE,FALSE
7436,"Senate","PIERCE, Gilbert Ashville",1839,51,51,1,1889,50,2,2,FALSE,FALSE
7576,"Senate","POWER, Thomas Charles",1839,51,53,3,1889,50,6,6,FALSE,FALSE
7609,"House","PRICE, Andrew",1854,51,54,4,1889,35,8,8,FALSE,FALSE
7663,"House","QUACKENBUSH, John Adam",1828,51,52,2,1889,61,4,4,FALSE,FALSE
7677,"House","QUINN, John",1839,51,51,1,1889,50,2,2,FALSE,FALSE
7690,"House","RAINES, John",1840,51,52,2,1889,49,4,4,FALSE,FALSE
7713,"House","RANDALL, Charles Sturtevant",1824,51,53,3,1889,65,6,6,FALSE,FALSE
7750,"House","RAY, Joseph Warren",1849,51,51,1,1889,40,2,2,FALSE,FALSE
7791,"House","REED, Joseph Rea",1835,51,51,1,1889,54,2,2,FALSE,FALSE
7827,"House","REYBURN, John Edgar",1845,51,60,6,1889,44,12,20,FALSE,FALSE
7902,"House","RIFE, John Winebrenner",1846,51,52,2,1889,43,4,4,FALSE,FALSE
8201,"Senate","SANDERS, Wilbur Fiske",1834,51,52,2,1889,55,4,4,FALSE,FALSE
8208,"House","SANFORD, John",1851,51,52,2,1889,38,4,4,FALSE,FALSE
8489,"Senate","SHOUP, George Laird",1836,51,56,6,1889,53,12,12,FALSE,FALSE
8522,"House","SIMONDS, William Edgar",1842,51,51,1,1889,47,2,2,FALSE,FALSE
8606,"House","SMITH, Charles Brooks",1844,51,51,1,1889,45,2,2,FALSE,FALSE
8624,"House","SMITH, George Washington",1846,51,60,10,1889,43,20,20,FALSE,FALSE
8714,"House","SMYSER, Martin Luther",1851,51,59,2,1889,38,4,18,FALSE,FALSE
8722,"House","SNIDER, Samuel Prather",1845,51,51,1,1889,44,2,2,FALSE,FALSE
8819,"Senate","SQUIRE, Watson Carvosso",1838,51,54,4,1889,51,8,8,FALSE,FALSE
8895,"House","STEPHENSON, Samuel Merritt",1831,51,54,4,1889,58,8,8,FALSE,FALSE
8955,"House","STIVERS, Moses Dunning",1828,51,51,1,1889,61,2,2,FALSE,FALSE
8958,"House","STOCKBRIDGE, Henry, Jr.",1856,51,51,1,1889,33,2,2,FALSE,FALSE
8975,"House","STONE, Charles Warren",1843,51,55,5,1889,46,10,10,FALSE,FALSE
9060,"House","STUMP, Herman",1837,51,52,2,1889,52,4,4,FALSE,FALSE
9120,"House","SWEET, Willis",1856,51,53,3,1889,33,6,6,FALSE,FALSE
9122,"House","SWENEY, Joseph Henry",1845,51,51,1,1889,44,2,2,FALSE,FALSE
9181,"House","TARSNEY, John Charles",1845,51,54,4,1889,44,8,8,FALSE,FALSE
9196,"House","TAYLOR, Abner",1829,51,52,2,1889,60,4,4,FALSE,FALSE
9198,"House","TAYLOR, Alfred Alexander",1848,51,53,3,1889,41,6,6,FALSE,FALSE
9433,"House","TOWNSEND, Charles Champlain",1841,51,51,1,1889,48,2,2,FALSE,FALSE
9438,"House","TOWNSEND, Hosea",1840,51,52,2,1889,49,4,4,FALSE,FALSE
9498,"House","TUCKER, Henry St. George",1853,51,72,10,1889,36,20,44,FALSE,FALSE
9511,"House","TURNER, Charles Henry",1861,51,51,1,1889,28,2,2,FALSE,FALSE
9528,"House","TURPIN, Louis Washington",1849,51,53,3,1889,40,6,6,FALSE,FALSE
9654,"House","VAUX, Richard",1816,51,51,1,1889,73,2,2,FALSE,FALSE
9660,"House","VENABLE, Edward Carrington",1853,51,51,1,1889,36,2,2,FALSE,FALSE
9696,"House","WADDILL, Edmund, Jr.",1855,51,51,1,1889,34,2,2,FALSE,FALSE
9750,"House","WALKER, Joseph Henry",1829,51,55,5,1889,60,10,10,FALSE,FALSE
9769,"House","WALLACE, Rodney",1823,51,51,1,1889,66,2,2,FALSE,FALSE
9771,"House","WALLACE, William Copeland",1856,51,51,1,1889,33,2,2,FALSE,FALSE
9842,"Senate","WARREN, Francis Emroy",1844,51,71,20,1889,45,40,42,FALSE,FALSE
9853,"Senate","WASHBURN, William Drew",1831,51,53,3,1889,58,6,6,FALSE,TRUE
9987,"House","WHEELER, Frank Willis",1853,51,51,1,1889,36,2,2,FALSE,FALSE
10057,"House","WHITELAW, Robert Henry",1854,51,51,1,1889,35,2,2,FALSE,FALSE
10113,"House","WILEY, John McClure",1841,51,51,1,1889,48,2,2,FALSE,FALSE
10125,"House","WILLCOX, Washington Frederick",1834,51,52,2,1889,55,4,4,FALSE,FALSE
10153,"House","WILLIAMS, James Robert",1850,51,58,6,1889,39,12,16,FALSE,FALSE
10241,"House","WILSON, John Henry",1846,51,52,2,1889,43,4,4,FALSE,FALSE
10242,"House","WILSON, John Lockwood",1850,51,53,3,1889,39,6,6,FALSE,FALSE
10250,"House","WILSON, Robert Patterson Clark",1834,51,52,2,1889,55,4,4,FALSE,FALSE
10302,"Senate","WOLCOTT, Edward Oliver",1848,51,56,6,1889,41,12,12,FALSE,FALSE
10395,"House","WRIGHT, Myron Benjamin",1847,51,53,3,1889,42,6,6,FALSE,FALSE
90,"House","ALEXANDER, Sydenham Benoni",1840,52,53,2,1891,51,4,4,FALSE,FALSE
151,"House","AMERMAN, Lemuel",1846,52,52,1,1891,45,2,2,FALSE,FALSE
214,"House","ANTONY, Edwin Le Roy",1852,52,52,1,1891,39,2,2,FALSE,FALSE
244,"House","ARNOLD, Marshall",1845,52,53,2,1891,46,4,4,FALSE,FALSE
311,"House","BABBITT, Clinton",1831,52,52,1,1891,60,2,2,FALSE,FALSE
347,"House","BAILEY, Joseph Weldon",1862,52,56,5,1891,29,10,10,FALSE,FALSE
373,"House","BAKER, William",1831,52,54,3,1891,60,6,6,FALSE,FALSE
579,"House","BEEMAN, Joseph Henry",1833,52,52,1,1891,58,2,2,FALSE,FALSE
653,"House","BENTLEY, Henry Wilbur",1838,52,52,1,1891,53,2,2,FALSE,FALSE
849,"House","BOODY, David Augustus",1837,52,52,1,1891,54,2,2,FALSE,FALSE
906,"House","BOWERS, William Wallace",1834,52,54,3,1891,57,6,6,FALSE,FALSE
920,"House","BOWMAN, Thomas",1848,52,52,1,1891,43,2,2,FALSE,FALSE
974,"House","BRANCH, William Augustus Blount",1847,52,53,2,1891,44,4,4,FALSE,FALSE
983,"House","BRAWLEY, William Huggins",1841,52,53,2,1891,50,4,4,FALSE,FALSE
1012,"House","BRETZ, John Lewis",1852,52,53,2,1891,39,4,4,FALSE,FALSE
1022,"Senate","BRICE, Calvin Stewart",1845,52,54,3,1891,46,6,6,FALSE,FALSE
1056,"House","BRODERICK, Case",1839,52,55,4,1891,52,8,8,FALSE,FALSE
1120,"House","BROWN, John Brewer",1836,52,52,1,1891,55,2,2,FALSE,FALSE
1179,"House","BRYAN, William Jennings",1860,52,53,2,1891,31,4,4,FALSE,FALSE
1243,"House","BUNTING, Thomas Lathrop",1844,52,52,1,1891,47,2,2,FALSE,FALSE
1327,"House","BUSEY, Samuel Thompson",1835,52,52,1,1891,56,2,2,FALSE,FALSE
1332,"House","BUSHNELL, Allen Ralph",1833,52,52,1,1891,58,2,2,FALSE,FALSE
1353,"House","BUTLER, Walter Halben",1852,52,52,1,1891,39,2,2,FALSE,FALSE
1374,"House","BYRNS, Samuel",1848,52,52,1,1891,43,2,2,FALSE,FALSE
1381,"House","CABLE, Benjamin Taylor",1853,52,52,1,1891,38,2,2,FALSE,FALSE
1385,"House","CADMUS, Cornelius Andrew",1844,52,53,2,1891,47,4,4,FALSE,FALSE
1391,"Senate","CAFFERY, Donelson",1835,52,56,5,1891,56,10,10,FALSE,FALSE
1438,"House","CAMINETTI, Anthony",1854,52,53,2,1891,37,4,4,FALSE,FALSE
1490,"House","CAPEHART, James",1847,52,53,2,1891,44,4,4,FALSE,FALSE
1591,"House","CASTLE, James Nathan",1836,52,52,1,1891,55,2,2,FALSE,FALSE
1605,"House","CAUSEY, John Williams",1841,52,53,2,1891,50,4,4,FALSE,FALSE
1647,"House","CHAPIN, Alfred Clark",1848,52,52,1,1891,43,2,2,FALSE,FALSE
1694,"Senate","CHILTON, Horace",1853,52,56,4,1891,38,8,10,FALSE,FALSE
1855,"House","CLOVER, Benjamin Hutchinson",1837,52,52,1,1891,54,2,2,FALSE,FALSE
1870,"House","COBB, Seth Wallace",1838,52,54,3,1891,53,6,6,FALSE,FALSE
1875,"House","COBURN, Frank Potter",1858,52,52,1,1891,33,2,2,FALSE,FALSE
2034,"House","COOLIDGE, Frederick Spaulding",1841,52,52,1,1891,50,2,2,FALSE,FALSE
2037,"House","COOMBS, William Jerome",1833,52,53,2,1891,58,4,4,FALSE,FALSE
2112,"House","COX, Isaac Newton",1846,52,52,1,1891,45,2,2,FALSE,FALSE
2117,"House","COX, Nicholas Nichols",1837,52,56,5,1891,54,10,10,FALSE,FALSE
2131,"House","CRAIG, Alexander Kerr",1828,52,52,1,1891,63,2,2,FALSE,FALSE
2166,"House","CRAWFORD, William Thomas",1856,52,60,4,1891,35,8,18,FALSE,FALSE
2196,"House","CROSBY, John Crawford",1859,52,52,1,1891,32,2,2,FALSE,FALSE
2273,"House","CURTIS, Newton Martin",1835,52,54,3,1891,56,6,6,FALSE,FALSE
2291,"House","CUTTING, John Tyler",1844,52,52,1,1891,47,2,2,FALSE,FALSE
2327,"House","DANIELL, Warren Fisher",1826,52,52,1,1891,65,2,2,FALSE,FALSE
2396,"House","DAVIS, John",1826,52,53,2,1891,65,4,4,FALSE,FALSE
2453,"House","DE ARMOND, David Albaugh",1844,52,61,10,1891,47,20,20,FALSE,FALSE
2462,"House","DE FOREST, Robert Elliott",1845,52,53,2,1891,46,4,4,FALSE,FALSE
2625,"House","DIXON, William Wirt",1838,52,52,1,1891,53,2,2,FALSE,FALSE
2626,"House","DOAN, Robert Eachus",1831,52,52,1,1891,60,2,2,FALSE,FALSE
2661,"House","DONOVAN, Dennis D.",1859,52,53,2,1891,32,4,4,FALSE,FALSE
2738,"Senate","DUBOIS, Fred Thomas",1851,52,59,6,1891,40,12,16,FALSE,FALSE
2764,"House","DUNGAN, James Irvine",1844,52,52,1,1891,47,2,2,FALSE,FALSE
2785,"House","DURBOROW, Allan Cathcart, Jr.",1857,52,53,2,1891,34,4,4,FALSE,FALSE
2969,"House","ENGLISH, Thomas Dunn",1819,52,53,2,1891,72,4,4,FALSE,FALSE
2974,"House","ENOCHS, William Henry",1842,52,53,2,1891,49,4,4,FALSE,FALSE
2975,"House","EPES, James Fletcher",1842,52,53,2,1891,49,4,4,FALSE,FALSE
3029,"House","EVERETT, Robert William",1839,52,52,1,1891,52,2,2,FALSE,FALSE
3097,"House","FELLOWS, John R.",1832,52,53,2,1891,59,4,4,FALSE,FALSE
3098,"Senate","FELTON, Charles Norton",1832,52,52,1,1891,59,2,2,FALSE,TRUE
3439,"Senate","GALLINGER, Jacob Harold",1837,52,65,14,1891,54,28,28,FALSE,TRUE
3455,"House","GANTZ, Martin Kissinger",1862,52,52,1,1891,29,2,2,FALSE,FALSE
3557,"Senate","GIBSON, Charles Hopper",1842,52,54,3,1891,49,6,6,FALSE,TRUE
3593,"House","GILLESPIE, Eugene Pierce",1852,52,52,1,1891,39,2,2,FALSE,FALSE
3711,"House","GORMAN, James Sedgwick",1850,52,53,2,1891,41,4,4,FALSE,FALSE
3729,"House","GRADY, Benjamin Franklin",1831,52,53,2,1891,60,4,4,FALSE,FALSE
3845,"House","GRISWOLD, Matthew",1833,52,54,2,1891,58,4,6,FALSE,FALSE
3951,"House","HALL, Osee Matson",1847,52,53,2,1891,44,4,4,FALSE,FALSE
3966,"House","HALLOWELL, Edwin",1844,52,52,1,1891,47,2,2,FALSE,FALSE
3976,"House","HALVORSON, Kittel",1846,52,52,1,1891,45,2,2,FALSE,FALSE
3994,"House","HAMILTON, John Taylor",1843,52,52,1,1891,48,2,2,FALSE,FALSE
4042,"Senate","HANSBROUGH, Henry Clay",1848,52,60,9,1891,43,18,18,FALSE,TRUE
4068,"House","HARE, Darius Dodge",1843,52,53,2,1891,48,4,4,FALSE,FALSE
4093,"House","HARRIES, William Henry",1843,52,52,1,1891,48,2,2,FALSE,FALSE
4153,"House","HARTER, Michael Daniel",1846,52,53,2,1891,45,4,4,FALSE,FALSE
4402,"House","HILBORN, Samuel Greeley",1834,52,55,4,1891,57,8,8,FALSE,FALSE
4408,"Senate","HILL, David Bennett",1843,52,54,3,1891,48,6,6,FALSE,FALSE
4465,"House","HOAR, Sherman",1860,52,52,1,1891,31,2,2,FALSE,FALSE
4555,"House","HOOKER, Warren Brewster",1856,52,55,4,1891,35,8,8,FALSE,FALSE
4563,"House","HOPKINS, Albert Cole",1837,52,53,2,1891,54,4,4,FALSE,FALSE
4604,"House","HOUK, George Washington",1825,52,53,2,1891,66,4,4,FALSE,FALSE
4605,"House","HOUK, John Chiles",1860,52,53,2,1891,31,4,4,FALSE,FALSE
4691,"House","HUFF, George Franklin",1842,52,61,6,1891,49,12,20,FALSE,FALSE
4719,"House","HULL, John Albert Tiffin",1841,52,61,10,1891,50,20,20,FALSE,FALSE
4770,"Senate","HUNTON, Eppa",1822,52,53,2,1891,69,4,4,FALSE,TRUE
4813,"Senate","IRBY, John Laurens Manning",1854,52,54,3,1891,37,6,6,FALSE,FALSE
4960,"House","JOHNSON, Henry Underwood",1850,52,55,4,1891,41,8,8,FALSE,FALSE
4981,"House","JOHNSON, Martin Nelson",1850,52,55,4,1891,41,8,8,FALSE,FALSE
4994,"House","JOHNSON, Tom Loftin",1854,52,53,2,1891,37,4,4,FALSE,FALSE
5015,"House","JOHNSTONE, George",1846,52,52,1,1891,45,2,2,FALSE,FALSE
5016,"House","JOLLEY, John Lawlor",1840,52,52,1,1891,51,2,2,FALSE,FALSE
5067,"House","JONES, William Atkinson",1849,52,65,14,1891,42,28,28,FALSE,FALSE
5159,"House","KEM, Omer Madison",1855,52,54,3,1891,36,6,6,FALSE,FALSE
5166,"House","KENDALL, John Wilkerson",1834,52,52,1,1891,57,2,2,FALSE,FALSE
5169,"House","KENDALL, Joseph Morgan",1863,52,54,2,1891,28,4,6,FALSE,FALSE
5368,"House","KRIBBS, George Frederic",1846,52,53,2,1891,45,4,4,FALSE,FALSE
5386,"Senate","KYLE, James Henderson",1854,52,57,6,1891,37,12,12,FALSE,FALSE
5387,"House","KYLE, John Curtis",1851,52,54,3,1891,40,6,6,FALSE,FALSE
5474,"House","LAPHAM, Oscar",1837,52,53,2,1891,54,4,4,FALSE,FALSE
5522,"House","LAWSON, John William",1837,52,52,1,1891,54,2,2,FALSE,FALSE
5523,"House","LAWSON, Thomas Graves",1835,52,54,3,1891,56,6,6,FALSE,FALSE
5528,"House","LAYTON, Fernando Coello",1847,52,54,3,1891,44,6,6,FALSE,FALSE
5679,"Senate","LINDSAY, William",1835,52,56,5,1891,56,10,10,FALSE,FALSE
5703,"House","LITTLE, Joseph James",1841,52,52,1,1891,50,2,2,FALSE,FALSE
5717,"House","LIVINGSTON, Leonidas Felix",1832,52,61,10,1891,59,20,20,FALSE,FALSE
5761,"House","LONG, John Benjamin",1843,52,52,1,1891,48,2,2,FALSE,FALSE
5784,"House","LOUD, Eugene Francis",1847,52,57,6,1891,44,12,12,FALSE,FALSE
5856,"House","LYNCH, Thomas",1844,52,53,2,1891,47,4,4,FALSE,FALSE
5943,"House","MALLORY, Stephen Russell",1848,52,53,2,1891,43,4,4,FALSE,FALSE
6120,"House","McALEER, William",1838,52,56,4,1891,53,8,10,FALSE,FALSE
6217,"House","McDONALD, Edward Francis",1844,52,52,1,1891,47,2,2,FALSE,FALSE
6245,"House","McGANN, Lawrence Edward",1852,52,54,3,1891,39,6,6,FALSE,FALSE
6283,"House","McKAIG, William McMahon",1845,52,53,2,1891,46,4,4,FALSE,FALSE
6292,"House","McKEIGHAN, William Arthur",1842,52,53,2,1891,49,4,4,FALSE,FALSE
6331,"House","MCLAURIN, John Lowndes",1860,52,55,4,1891,31,8,8,FALSE,FALSE
6420,"House","MEREDITH, Elisha Edward",1848,52,54,3,1891,43,6,6,FALSE,FALSE
6448,"House","MEYER, Adolph",1842,52,60,9,1891,49,18,18,FALSE,FALSE
6500,"House","MILLER, Lucas Miltiades",1824,52,52,1,1891,67,2,2,FALSE,FALSE
6531,"Senate","MILLS, Roger Quarles",1832,52,55,4,1891,59,8,8,FALSE,TRUE
6568,"House","MITCHELL, John Lendrum",1842,52,52,1,1891,49,2,2,FALSE,FALSE
6749,"House","MOSES, Charles Leavell",1856,52,54,3,1891,35,6,6,FALSE,FALSE
6891,"House","NEWBERRY, Walter Cass",1835,52,52,1,1891,56,2,2,FALSE,FALSE
7045,"House","OHLIGER, Lewis Philip",1843,52,52,1,1891,48,2,2,FALSE,FALSE
7110,"House","OTIS, John Grant",1838,52,52,1,1891,53,2,2,FALSE,FALSE
7154,"House","PAGE, Henry",1841,52,52,1,1891,50,2,2,FALSE,FALSE
7179,"Senate","PALMER, John McAuley",1817,52,54,3,1891,74,6,6,FALSE,FALSE
7249,"House","PATTERSON, Josiah",1837,52,54,3,1891,54,6,6,FALSE,FALSE
7259,"House","PATTISON, John M.",1847,52,52,1,1891,44,2,2,FALSE,FALSE
7261,"House","PATTON, David Henry",1837,52,52,1,1891,54,2,2,FALSE,FALSE
7285,"House","PEARSON, Albert Jackson",1846,52,53,2,1891,45,4,4,FALSE,FALSE
7306,"Senate","PEFFER, William Alfred",1831,52,54,3,1891,60,6,6,FALSE,FALSE
7342,"Senate","PERKINS, Bishop Walden",1841,52,52,1,1891,50,2,2,FALSE,TRUE
7346,"House","PERKINS, George Douglas",1840,52,55,4,1891,51,8,8,FALSE,FALSE
7580,"House","POWERS, Horace Henry",1835,52,56,5,1891,56,10,10,FALSE,FALSE
7632,"Senate","PROCTOR, Redfield",1831,52,60,9,1891,60,18,18,FALSE,FALSE
7981,"House","ROBINSON, John Buchanan",1846,52,54,3,1891,45,6,6,FALSE,FALSE
8002,"House","ROCKWELL, Hosea Hunt",1840,52,52,1,1891,51,2,2,FALSE,FALSE
8137,"House","RUSSELL, Leslie W.",1840,52,52,1,1891,51,2,2,FALSE,FALSE
8310,"House","SCOTT, Owen",1848,52,52,1,1891,43,2,2,FALSE,FALSE
8348,"House","SEERLEY, John Joseph",1852,52,52,1,1891,39,2,2,FALSE,FALSE
8434,"House","SHELL, George Washington",1831,52,53,2,1891,60,4,4,FALSE,FALSE
8483,"House","SHONK, George Washington",1850,52,52,1,1891,41,2,2,FALSE,FALSE
8529,"House","SIMPSON, Jeremiah (Jerry)",1842,52,55,3,1891,49,6,8,FALSE,FALSE
8547,"House","SIPE, William Allen",1844,52,53,2,1891,47,4,4,FALSE,FALSE
8724,"House","SNODGRASS, Henry Clay",1848,52,53,2,1891,43,4,4,FALSE,FALSE
8729,"House","SNOW, Herman Wilber",1836,52,52,1,1891,55,2,2,FALSE,FALSE
8792,"House","SPERRY, Lewis",1848,52,53,2,1891,43,4,4,FALSE,FALSE
8822,"House","STACKHOUSE, Eli Thomas",1824,52,52,1,1891,67,2,2,FALSE,FALSE
8914,"House","STEVENS, Moses Tyler",1825,52,53,2,1891,66,4,4,FALSE,FALSE
8925,"House","STEWARD, Lewis",1824,52,52,1,1891,67,2,2,FALSE,FALSE
8928,"House","STEWART, Andrew",1836,52,52,1,1891,55,2,2,FALSE,FALSE
8987,"House","STONE, William Alexis",1846,52,55,4,1891,45,8,8,FALSE,FALSE
8992,"House","STORER, Bellamy",1847,52,53,2,1891,44,4,4,FALSE,FALSE
9001,"House","STOUT, Byron Gray",1829,52,52,1,1891,62,2,2,FALSE,FALSE
9232,"House","TAYLOR, Vincent Albert",1845,52,52,1,1891,46,2,2,FALSE,FALSE
9265,"House","TERRY, William Leake",1850,52,56,5,1891,41,10,10,FALSE,FALSE
9617,"House","VAN HORN, George",1850,52,52,1,1891,41,2,2,FALSE,FALSE
9671,"Senate","VILAS, William Freeman",1840,52,54,3,1891,51,6,6,FALSE,FALSE
9832,"House","WARNER, John De Witt",1851,52,53,2,1891,40,4,4,FALSE,FALSE
9847,"House","WARWICK, John George",1830,52,52,1,1891,61,2,2,FALSE,FALSE
9877,"House","WATSON, Thomas Edward",1856,52,52,1,1891,35,2,2,FALSE,FALSE
9884,"House","WAUGH, Daniel Webster",1842,52,53,2,1891,49,4,4,FALSE,FALSE
9888,"House","WEADOCK, Thomas Addis Emmet",1850,52,53,2,1891,41,4,4,FALSE,FALSE
9971,"House","WEVER, John Madison",1847,52,53,2,1891,44,4,4,FALSE,FALSE
9990,"House","WHEELER, Harrison H.",1839,52,52,1,1891,52,2,2,FALSE,FALSE
10019,"Senate","WHITE, Edward Douglass",1845,52,53,2,1891,46,4,4,FALSE,FALSE
10022,"House","WHITE, Frederick Edward",1844,52,52,1,1891,47,2,2,FALSE,FALSE
10134,"House","WILLIAMS, Archibald Hunter Arrington",1842,52,52,1,1891,49,2,2,FALSE,FALSE
10142,"House","WILLIAMS, George Fred",1852,52,52,1,1891,39,2,2,FALSE,FALSE
10276,"House","WINN, Thomas Elisha",1839,52,52,1,1891,52,2,2,FALSE,FALSE
10316,"House","WOLVERTON, Simon Peter",1837,52,53,2,1891,54,4,4,FALSE,FALSE
10434,"House","YOUMANS, Henry Melville",1832,52,52,1,1891,59,2,2,FALSE,FALSE
36,"House","ADAMS, Robert, Jr.",1849,53,59,7,1893,44,14,14,FALSE,FALSE
40,"House","ADAMS, Silas",1839,53,53,1,1893,54,2,2,FALSE,FALSE
58,"House","AITKEN, David Demerest",1853,53,54,2,1893,40,4,4,FALSE,FALSE
70,"House","ALDRICH, James Franklin",1853,53,54,2,1893,40,4,4,FALSE,FALSE
134,"Senate","ALLEN, William Vincent",1847,53,57,5,1893,46,10,10,FALSE,FALSE
221,"House","APSLEY, Lewis Dewart",1852,53,54,2,1893,41,4,4,FALSE,FALSE
300,"House","AVERY, John",1824,53,54,2,1893,69,4,4,FALSE,FALSE
314,"House","BABCOCK, Joseph Weeks",1850,53,59,7,1893,43,14,14,FALSE,FALSE
363,"House","BAKER, Henry Moore",1841,53,54,2,1893,52,4,4,FALSE,FALSE
389,"House","BALDWIN, Melvin Riley",1838,53,53,1,1893,55,2,2,FALSE,FALSE
449,"House","BARNES, Lyman Eddy",1855,53,53,1,1893,38,2,2,FALSE,FALSE
482,"House","BARTHOLDT, Richard",1855,53,63,11,1893,38,22,22,FALSE,FALSE
487,"House","BARTLETT, Franklin",1847,53,54,2,1893,46,4,4,FALSE,FALSE
565,"House","BECKNER, William Morgan",1841,53,53,1,1893,52,2,2,FALSE,FALSE
599,"House","BELL, Charles Keith",1853,53,54,2,1893,40,4,4,FALSE,FALSE
607,"House","BELL, John Calhoun",1851,53,57,5,1893,42,10,10,FALSE,FALSE
670,"House","BERRY, Albert Seaton",1836,53,56,4,1893,57,8,8,FALSE,FALSE
746,"House","BLACK, James Conquest Cross",1842,53,54,2,1893,51,4,4,FALSE,FALSE
748,"House","BLACK, John Charles",1839,53,53,1,1893,54,2,2,FALSE,FALSE
781,"Senate","BLANCHARD, Newton Crain",1849,53,54,2,1893,44,4,4,FALSE,TRUE
821,"House","BOEN, Haldor Erickson",1851,53,53,1,1893,42,2,2,FALSE,FALSE
902,"House","BOWER, William Horton",1850,53,53,1,1893,43,2,2,FALSE,FALSE
981,"House","BRATTON, Robert Franklin",1845,53,53,1,1893,48,2,2,FALSE,FALSE
1065,"House","BROMWELL, Jacob Henry",1848,53,57,5,1893,45,10,10,FALSE,FALSE
1285,"House","BURNES, Daniel Dee",1851,53,53,1,1893,42,2,2,FALSE,FALSE
1310,"Senate","BURROWS, Julius Caesar",1837,53,61,9,1893,56,18,18,FALSE,TRUE
1377,"House","CABANISS, Thomas Banks",1835,53,53,1,1893,58,2,2,FALSE,FALSE
1484,"House","CANNON, Marion",1834,53,53,1,1893,59,2,2,FALSE,FALSE
1689,"House","CHICKERING, Charles Addison",1843,53,56,4,1893,50,8,8,FALSE,FALSE
1692,"House","CHILDS, Robert Andrew",1845,53,53,1,1893,48,2,2,FALSE,FALSE
1757,"Senate","CLARK, Clarence Don",1851,53,64,12,1893,42,24,24,FALSE,TRUE
1769,"House","CLARK, James Beauchamp (Champ)",1850,53,66,13,1893,43,26,28,FALSE,FALSE
1893,"House","COCKRELL, Jeremiah Vardaman",1832,53,54,2,1893,61,4,4,FALSE,FALSE
1900,"House","COFFEEN, Henry Asa",1841,53,53,1,1893,52,2,2,FALSE,FALSE
1903,"House","COFFIN, Charles Edward",1841,53,54,2,1893,52,4,4,FALSE,FALSE
1985,"House","CONN, Charles Gerard",1844,53,53,1,1893,49,2,2,FALSE,FALSE
2041,"House","COOPER, Charles Merian",1856,53,54,2,1893,37,4,4,FALSE,FALSE
2047,"House","COOPER, Henry Allen",1850,53,71,18,1893,43,36,38,FALSE,FALSE
2055,"House","COOPER, Samuel Bronson",1850,53,60,7,1893,43,14,16,FALSE,FALSE
2075,"House","CORNISH, Johnston",1858,53,53,1,1893,35,2,2,FALSE,FALSE
2094,"House","COUSINS, Robert Gordon",1859,53,60,8,1893,34,16,16,FALSE,FALSE
2269,"House","CURTIS, Charles",1860,53,59,7,1893,33,14,14,FALSE,FALSE
2328,"House","DANIELS, Charles",1825,53,54,2,1893,68,4,4,FALSE,FALSE
2363,"House","DAVEY, Robert Charles",1853,53,60,7,1893,40,14,16,FALSE,FALSE
2511,"House","DENSON, William Henry",1846,53,53,1,1893,47,2,2,FALSE,FALSE
2608,"House","DINSMORE, Hugh Anderson",1850,53,58,6,1893,43,12,12,FALSE,FALSE
2669,"House","DOOLITTLE, William Hall",1848,53,54,2,1893,45,4,4,FALSE,FALSE
2719,"House","DRAPER, William Franklin",1842,53,54,2,1893,51,4,4,FALSE,FALSE
2773,"House","DUNN, John Thomas",1838,53,53,1,1893,55,2,2,FALSE,FALSE
2927,"House","ELLIS, William Russell",1850,53,61,5,1893,43,10,18,FALSE,FALSE
2970,"House","ENGLISH, Warren Barkley",1840,53,53,1,1893,53,2,2,FALSE,FALSE
2978,"House","ERDMAN, Constantine Jacob",1846,53,54,2,1893,47,4,4,FALSE,FALSE
3030,"House","EVERETT, William",1839,53,53,1,1893,54,2,2,FALSE,FALSE
3136,"House","FIELDER, George Bragg",1842,53,53,1,1893,51,2,2,FALSE,FALSE
