script	stamped_on	stamp_source	file	bytes	sha256	rows	file_mtime
build-areal-units.R, build-block-race.R	2026-08-17	disk	raw/pl/ga000012020.pl	107629549	sha256:80b4e8694b0861f776aeb1a06463cae95d5c87b54c92d90a60171cf11d6b3655		2026-08-12
build-areal-units.R, build-block-race.R	2026-08-17	disk	raw/pl/ga000022020.pl	109758432	sha256:357a7052477b3451c87190747bcdcfba6f0a3fe2408c1d087a75733f2ff2f5cb		2026-08-12
build-areal-units.R, build-block-race.R	2026-08-17	disk	raw/pl/ga000032020.pl	14359775	sha256:64117c28a62e05b9f868a2f70b18a43efd6d646d9f0afd7e9a49c3e2eb403d0d		2026-08-12
build-areal-units.R, build-block-race.R	2026-08-17	disk	raw/pl/gageo2020.pl	126739688	sha256:c7f21198bbe1965bd449788a8b912d8fbbcbec927069967383f72c231445390e		2026-08-12
build-areal-units.R, build-block-race.R	2026-08-17	disk	raw/tl_2020_13_bg.zip	23826141	sha256:874b044855606e45f854c6bd2467344fb4a7d2deb1d6b3af08ca0691a0ce0d27		2026-08-10
build-areal-units.R, build-block-race.R	2026-08-17	disk	raw/tl_2020_13_bg/tl_2020_13_bg.cpg	5	sha256:3ad3031f5503a4404af825262ee8232cc04d4ea6683d42c5dd0a2f2a27ac9824		2026-08-12
build-areal-units.R, build-block-race.R	2026-08-17	disk	raw/tl_2020_13_bg/tl_2020_13_bg.dbf	707788	sha256:4f3411a9d93e6cdaf79bce9b221e7af9f573b7dfd542cbcaab0452e9fce5375d		2026-08-12
build-areal-units.R, build-block-race.R	2026-08-17	disk	raw/tl_2020_13_bg/tl_2020_13_bg.prj	165	sha256:0b9041e921d9ebb43247d314608fe9e38a0b008ee793067fc1806199ea1fb9dd		2026-08-12
build-areal-units.R, build-block-race.R	2026-08-17	disk	raw/tl_2020_13_bg/tl_2020_13_bg.shp	39003752	sha256:3121c43f37d607c5742fe0d6ce487c27ee58820aa25815ff7cda773694e58c4b		2026-08-12
build-areal-units.R, build-block-race.R	2026-08-17	disk	raw/tl_2020_13_bg/tl_2020_13_bg.shp.ea.iso.xml	21464	sha256:82712afe465eb7c3b5f31f91176f2f446ccd6e2db32e83358e63f17b16acec09	406	2026-08-12
build-areal-units.R, build-block-race.R	2026-08-17	disk	raw/tl_2020_13_bg/tl_2020_13_bg.shp.iso.xml	38180	sha256:07565f88cd5b4c9ad43d573845d07e79711526175b6785df156100e7b333af1f	637	2026-08-12
build-areal-units.R, build-block-race.R	2026-08-17	disk	raw/tl_2020_13_bg/tl_2020_13_bg.shx	59668	sha256:5db846aa47adba3a6bc9dc6f00e5fe9da3fdbce43f9aafba4cda7ed07e97826b		2026-08-12
build-areal-units.R, build-block-race.R	2026-08-17	disk	raw/tl_2020_13_tract.zip	15497801	sha256:f792710a3e2955c6fb9a486e00df08a9761c57a9d5d2f418dcf1650ac1e71c87		2026-08-10
build-areal-units.R, build-block-race.R	2026-08-17	disk	raw/tl_2020_13_tract/tl_2020_13_tract.cpg	5	sha256:3ad3031f5503a4404af825262ee8232cc04d4ea6683d42c5dd0a2f2a27ac9824		2026-08-12
build-areal-units.R, build-block-race.R	2026-08-17	disk	raw/tl_2020_13_tract/tl_2020_13_tract.dbf	299590	sha256:85dcb3f2cd2577cf985b132dfd829b6868c92c715c703d4a092069c195e29658		2026-08-12
build-areal-units.R, build-block-race.R	2026-08-17	disk	raw/tl_2020_13_tract/tl_2020_13_tract.prj	165	sha256:0b9041e921d9ebb43247d314608fe9e38a0b008ee793067fc1806199ea1fb9dd		2026-08-12
build-areal-units.R, build-block-race.R	2026-08-17	disk	raw/tl_2020_13_tract/tl_2020_13_tract.shp	25455172	sha256:808b6557639ce39c0127445e0d97243f88e560c53fb1ea1efebb3f1c0f0fcb27		2026-08-12
build-areal-units.R, build-block-race.R	2026-08-17	disk	raw/tl_2020_13_tract/tl_2020_13_tract.shp.ea.iso.xml	21354	sha256:7a917fac7a0050f048b489a90e5901da4718e58189b78e4b0d1e00aa9137f145	401	2026-08-12
build-areal-units.R, build-block-race.R	2026-08-17	disk	raw/tl_2020_13_tract/tl_2020_13_tract.shp.iso.xml	39580	sha256:b295ede3123de4f44433c50fd7ef260cb8764820210d9dc56e4969a27c70586b	635	2026-08-12
build-areal-units.R, build-block-race.R	2026-08-17	disk	raw/tl_2020_13_tract/tl_2020_13_tract.shx	22468	sha256:ac1186627e7f31285a8466a5005a5995781090ac35f3c8b79ed4f4af6034cd4c		2026-08-12
