"fips","name","class","bin","rate"
"45075","Orangeburg County","ok",2,0.549
"55119","Taylor County","nodata",NA,NA
"27099","Mower County","ok",2,0.724
"27101","Murray County","ok",3,1.061
"44007","Providence County","ok",4,1.954
"29161","Phelps County","ok",6,25.266
"28117","Prentiss County","setaside",NA,0
"21235","Whitley County","ok",2,0.548
"18149","Starke County","ok",3,1.291
"48491","Williamson County","ok",2,0.963
"19131","Mitchell County","ok",2,0.673
"13107","Emanuel County","ok",2,0.558
"22025","Catahoula Parish","ok",1,0.435
"42025","Carbon County","impossible",NA,-0.298
"31133","Pawnee County","ok",4,1.92
"47171","Unicoi County","ok",2,0.87
"45083","Spartanburg County","ok",1,0.484
"55073","Marathon County","nodata",NA,NA
"32007","Elko County","ok",1,0.142
"54007","Braxton County","ok",2,0.969
"26165","Wexford County","ok",2,0.551
"48079","Cochran County","ok",3,1.217
"42013","Blair County","ok",1,0.426
"29085","Hickory County","ok",2,0.756
"29009","Barry County","ok",2,0.926
"27123","Ramsey County","ok",2,0.925
"05081","Little River County","ok",2,0.568
"32019","Lyon County","impossible",NA,-0.329
"12071","Lee County","ok",3,1.105
"41033","Josephine County","ok",5,3.258
"28113","Pike County","impossible",NA,-21.785
"47031","Coffee County","ok",2,0.673
"16059","Lemhi County","ok",3,1.076
"21183","Ohio County","ok",2,0.726
"31153","Sarpy County","ok",4,1.609
"13071","Colquitt County","ok",1,0.438
"27167","Wilkin County","ok",3,1.036
"17157","Randolph County","ok",2,0.995
"23011","Kennebec County","ok",3,1.373
"51173","Smyth County","impossible",NA,-0.783
"35041","Roosevelt County","ok",1,0.345
"42111","Somerset County","ok",2,0.53
"51191","Washington County","ok",2,0.759
"37081","Guilford County","ok",3,1.228
"16001","Ada County","ok",3,1.418
"40039","Custer County","ok",1,0.48
"39101","Marion County","ok",3,1.038
"17149","Pike County","ok",2,0.976
"17203","Woodford County","ok",4,1.502
"13245","Richmond County","ok",2,0.969
"01107","Pickens County","ok",1,0.347
"40045","Ellis County","ok",1,0.33
"17145","Perry County","ok",2,0.943
"19075","Grundy County","ok",2,0.986
"08107","Routt County","ok",4,1.786
"34035","Somerset County","ok",3,1.325
"06011","Colusa County","ok",4,2.391
"17087","Johnson County","ok",2,0.99
"08053","Hinsdale County","ok",4,1.942
"16031","Cassia County","ok",2,0.933
"27059","Isanti County","ok",2,0.726
"42049","Erie County","ok",1,0.465
"28029","Copiah County","setaside",NA,0
"48467","Van Zandt County","ok",2,0.601
"51161","Roanoke County","ok",3,1.014
"51015","Augusta County","impossible",NA,-3.557
"02060","Bristol Bay Borough","nodata",NA,NA
"49031","Piute County","ok",3,1.433
"21161","Mason County","ok",2,0.941
"27009","Benton County","ok",2,0.78
"48129","Donley County","impossible",NA,-9.814
"12005","Bay County","ok",2,0.908
"01077","Lauderdale County","ok",2,0.826
"18045","Fountain County","ok",3,1.176
"17173","Shelby County","ok",2,0.943
"17051","Fayette County","ok",5,2.637
"39127","Perry County","ok",3,1.301
"51590","Danville city","nodata",NA,NA
"13011","Banks County","ok",1,0.464
"13305","Wayne County","ok",1,0.382
"40109","Oklahoma County","ok",2,0.673
"40069","Johnston County","ok",1,0.071
"37099","Jackson County","ok",3,1.376
"49043","Summit County","ok",4,2.288
"29167","Polk County","impossible",NA,-3.15
"32015","Lander County","ok",1,0.183
"19191","Winneshiek County","ok",3,1.258
"21023","Bracken County","ok",2,0.79
"55037","Florence County","nodata",NA,NA
"54087","Roane County","ok",2,0.898
"27159","Wadena County","ok",2,0.865
"51670","Hopewell city","nodata",NA,NA
"17201","Winnebago County","impossible",NA,-71.96
"04007","Gila County","ok",3,1.183
"24045","Wicomico County","ok",1,0.154
"21043","Carter County","ok",2,0.816
"37097","Iredell County","ok",2,0.973
"51083","Halifax County","ok",3,1.021
"37091","Hertford County","ok",2,0.738
"36057","Montgomery County","ok",4,1.569
"27113","Pennington County","ok",3,1.102
"53073","Whatcom County","ok",1,0.126
"41021","Gilliam County","ok",4,2.334
"34029","Ocean County","ok",2,0.93
"05009","Boone County","ok",2,0.627
"40031","Comanche County","ok",1,0.282
"48253","Jones County","ok",1,0.473
"48185","Grimes County","ok",2,0.531
"26049","Genesee County","ok",2,0.587
"22007","Assumption Parish","ok",2,0.623
"28013","Calhoun County","setaside",NA,0
"28041","Greene County","setaside",NA,0
"30017","Custer County","ok",4,1.596
"46109","Roberts County","ok",2,0.884
"17141","Ogle County","ok",3,1.333
"38077","Richland County","ok",4,1.761
"55005","Barron County","nodata",NA,NA
"55051","Iron County","nodata",NA,NA
"27157","Wabasha County","ok",2,0.744
"06015","Del Norte County","ok",2,0.78
"40127","Pushmataha County","ok",1,0.297
"53007","Chelan County","ok",3,1.156
"26141","Presque Isle County","ok",2,0.963
"40027","Cleveland County","ok",2,0.534
"36105","Sullivan County","ok",5,2.75
"37149","Polk County","ok",3,1.31
"37165","Scotland County","ok",2,0.868
"37085","Harnett County","ok",4,1.603
"37105","Lee County","ok",3,1.189
"18159","Tipton County","ok",3,1.385
"20027","Clay County","ok",2,0.772
"40145","Wagoner County","ok",1,0.38
"30083","Richland County","ok",3,1.448
"05003","Ashley County","ok",1,0.34
"05041","Desha County","nodata",NA,NA
"47135","Perry County","ok",2,0.509
"27163","Washington County","ok",2,0.952
"51740","Portsmouth city","nodata",NA,NA
"42051","Fayette County","ok",1,0.385
"54023","Grant County","ok",2,0.802
"51171","Shenandoah County","ok",2,0.862
"48235","Irion County","ok",1,0.344
"29025","Caldwell County","ok",6,15.988
"12107","Putnam County","ok",2,0.706
"18025","Crawford County","ok",3,1.047
"29111","Lewis County","ok",6,16.218
"31075","Grant County","ok",2,0.813
"16071","Oneida County","ok",2,0.767
"17139","Moultrie County","ok",2,0.957
"21107","Hopkins County","ok",2,0.74
"16035","Clearwater County","ok",3,1.008
"21013","Bell County","ok",2,0.902
"27035","Crow Wing County","ok",2,0.915
"04009","Graham County","ok",2,0.94
"05123","St. Francis County","impossible",NA,-1.391
"13101","Echols County","ok",1,0.139
"02070","Dillingham Census Area","nodata",NA,NA
"20105","Lincoln County","ok",1,0.397
"20183","Smith County","impossible",NA,-0.05
"12065","Jefferson County","ok",2,0.898
"28005","Amite County","setaside",NA,0
"05097","Montgomery County","ok",1,0.296
"26025","Calhoun County","ok",2,0.719
"01029","Cleburne County","ok",5,2.837
"08123","Weld County","ok",3,1.215
"40009","Beckham County","ok",1,0.182
"06049","Modoc County","ok",3,1.278
"19153","Polk County","ok",2,0.97
"13179","Liberty County","ok",2,0.985
"48349","Navarro County","ok",2,0.701
"48047","Brooks County","ok",5,3.379
"47187","Williamson County","ok",3,1.323
"56021","Laramie County","ok",4,1.624
"53003","Asotin County","ok",3,1.461
"27155","Traverse County","ok",2,0.826
"17017","Cass County","ok",2,0.851
"13247","Rockdale County","ok",3,1.158
"42067","Juniata County","ok",2,0.542
"42083","McKean County","ok",2,0.746
"40049","Garvin County","ok",1,0.227
"31021","Burt County","ok",4,1.958
"35045","San Juan County","ok",1,0.262
"36073","Orleans County","ok",4,1.685
"22031","De Soto Parish","ok",2,0.586
"06019","Fresno County","ok",2,0.996
"13105","Elbert County","ok",2,0.519
"01005","Barbour County","ok",2,0.877
"37017","Bladen County","ok",2,0.753
"48111","Dallam County","ok",3,1.026
"17167","Sangamon County","ok",4,1.818
"40035","Craig County","ok",1,0.296
"47035","Cumberland County","ok",2,0.645
"26137","Otsego County","ok",6,5.703
"19161","Sac County","ok",2,0.909
"49015","Emery County","impossible",NA,-0.522
"53019","Ferry County","ok",4,1.538
"30109","Wibaux County","ok",5,2.847
"35027","Lincoln County","ok",1,0.47
"40021","Cherokee County","ok",1,0.441
"27173","Yellow Medicine County","ok",2,0.883
"48231","Hunt County","ok",2,0.573
"48335","Mitchell County","ok",1,0.159
"48499","Wood County","ok",2,0.684
"40113","Osage County","ok",1,0.362
"37039","Cherokee County","ok",3,1.131
"26107","Mecosta County","ok",2,0.605
"21195","Pike County","ok",2,0.955
"12067","Lafayette County","ok",2,0.766
"37035","Catawba County","ok",3,1.039
"21025","Breathitt County","ok",2,0.968
"48075","Childress County","ok",2,0.569
"29181","Ripley County","ok",6,21.077
"17179","Tazewell County","ok",1,0.222
"48243","Jeff Davis County","ok",2,0.68
"51678","Lexington city","ok",4,1.818
"05135","Sharp County","ok",1,0.495
"08069","Larimer County","ok",4,1.564
"37177","Tyrrell County","ok",2,0.68
"27131","Rice County","ok",2,0.817
"29219","Warren County","ok",2,0.907
"21227","Warren County","ok",3,1.008
"22017","Caddo Parish","ok",2,0.732
"46121","Todd County","ok",2,0.793
"19127","Marshall County","ok",3,1.086
"40141","Tillman County","ok",1,0.197
"37113","Macon County","ok",3,1.279
"54063","Monroe County","ok",2,0.578
"18155","Switzerland County","ok",3,1.298
"21105","Hickman County","ok",2,0.529
"01061","Geneva County","ok",1,0.434
"17099","LaSalle County","ok",3,1.206
"19055","Delaware County","ok",2,0.97
"20127","Morris County","ok",3,1.378
"19051","Davis County","ok",2,0.504
"16015","Boise County","ok",2,0.648
"55081","Monroe County","nodata",NA,NA
"37143","Perquimans County","ok",3,1.023
"12047","Hamilton County","ok",2,0.967
"02170","Matanuska-Susitna Borough","nodata",NA,NA
"18035","Delaware County","ok",4,1.873
"12075","Levy County","ok",2,0.769
"28045","Hancock County","setaside",NA,0
"13315","Wilcox County","ok",2,0.505
"22081","Red River Parish","ok",4,1.715
"47093","Knox County","ok",3,1.139
"23017","Oxford County","ok",1,0.372
"29095","Jackson County","impossible",NA,-61.903
"13281","Towns County","ok",2,0.652
"28129","Smith County","setaside",NA,0
"16075","Payette County","ok",3,1.127
"16079","Shoshone County","ok",3,1.352
"37095","Hyde County","ok",3,1.387
"19067","Floyd County","ok",3,1.025
"21145","McCracken County","ok",2,0.881
"21225","Union County","ok",2,0.721
"46125","Turner County","ok",4,1.86
"47029","Cocke County","ok",2,0.653
"47067","Hancock County","ok",3,1.021
"47071","Hardin County","ok",1,0.289
"45067","Marion County","ok",2,0.903
"22117","Washington Parish","ok",2,0.646
"29207","Stoddard County","ok",2,0.788
"13093","Dooly County","ok",2,0.807
"27145","Stearns County","ok",3,1.286
"31155","Saunders County","ok",4,1.667
"27141","Sherburne County","ok",2,0.732
"46035","Davison County","ok",3,1.418
"47025","Claiborne County","ok",1,0.449
"48337","Montague County","ok",2,0.591
"48049","Brown County","ok",2,0.742
"55101","Racine County","nodata",NA,NA
"55115","Shawano County","nodata",NA,NA
"19009","Audubon County","ok",3,1.43
"48207","Haskell County","ok",3,1.144
"40083","Logan County","ok",1,0.494
"36065","Oneida County","ok",3,1.411
"08065","Lake County","ok",4,1.561
"40121","Pittsburg County","ok",1,0.267
"54017","Doddridge County","ok",2,0.538
"54105","Wirt County","ok",2,0.845
"33003","Carroll County","ok",3,1.01
"54095","Tyler County","ok",2,0.605
"27079","Le Sueur County","ok",2,0.769
"53017","Douglas County","ok",3,1.298
"36009","Cattaraugus County","ok",4,1.56
"55027","Dodge County","nodata",NA,NA
"19105","Jones County","ok",2,0.95
"20007","Barber County","ok",2,0.641
"29169","Pulaski County","ok",6,30.899
"01045","Dale County","ok",2,0.541
"20109","Logan County","ok",4,1.961
"06039","Madera County","ok",3,1.44
"29075","Gentry County","ok",3,1.26
"31009","Blaine County","ok",3,1.356
"49009","Daggett County","ok",3,1.257
"56031","Platte County","ok",4,1.623
"37071","Gaston County","ok",2,0.81
"35019","Guadalupe County","ok",2,0.666
"30037","Golden Valley County","ok",3,1.341
"37101","Johnston County","ok",2,0.899
"06085","Santa Clara County","ok",4,2.08
"45019","Charleston County","ok",2,0.895
"53005","Benton County","ok",3,1.345
"29001","Adair County","ok",3,1.226
"39043","Erie County","ok",3,1.353
"17183","Vermilion County","impossible",NA,-41.741
"29189","St. Louis County","ok",4,1.549
"17007","Boone County","ok",2,0.839
"06103","Tehama County","ok",3,1.022
"55025","Dane County","nodata",NA,NA
"48151","Fisher County","ok",2,0.921
"22085","Sabine Parish","ok",2,0.587
"17137","Morgan County","ok",3,1.154
"13235","Pulaski County","ok",2,0.528
"37015","Bertie County","ok",2,0.639
"37167","Stanly County","ok",2,0.694
"47143","Rhea County","ok",2,0.674
"37079","Greene County","ok",2,0.612
"21131","Leslie County","ok",2,0.639
"24039","Somerset County","ok",1,0.326
"17123","Marshall County","ok",3,1.034
"21143","Lyon County","ok",2,0.946
"48095","Concho County","ok",1,0.416
"48081","Coke County","ok",1,0.384
"47133","Overton County","ok",1,0.468
"26063","Huron County","ok",2,0.733
"26069","Iosco County","ok",2,0.745
"13069","Coffee County","ok",2,0.607
"13299","Ware County","ok",2,0.69
"38037","Grant County","ok",4,1.511
"22051","Jefferson Parish","ok",2,0.687
"22103","St. Tammany Parish","ok",2,0.559
"19083","Hardin County","ok",3,1.218
"22023","Cameron Parish","ok",1,0.415
"39027","Clinton County","ok",2,0.958
"27137","St. Louis County","ok",2,0.822
"39093","Lorain County","ok",3,1.381
"19015","Boone County","ok",3,1.121
"48373","Polk County","ok",1,0.304
"31051","Dixon County","ok",4,1.997
"24025","Harford County","ok",2,0.708
"45037","Edgefield County","ok",1,0.429
"51001","Accomack County","ok",2,0.638
"55015","Calumet County","nodata",NA,NA
"21121","Knox County","ok",1,0.416
"26067","Ionia County","ok",2,0.672
"37129","New Hanover County","ok",3,1.324
"47131","Obion County","ok",1,0.463
"21035","Calloway County","ok",2,0.924
"51003","Albemarle County","ok",2,0.594
"47147","Robertson County","ok",2,0.59
"51043","Clarke County","ok",3,1.162
"53023","Garfield County","ok",5,3.381
"21109","Jackson County","ok",2,0.984
"27031","Cook County","ok",3,1.248
"45073","Oconee County","ok",2,0.679
"22033","East Baton Rouge Parish","ok",3,1.117
"28021","Claiborne County","setaside",NA,0
"24037","St. Mary's County","ok",1,0.357
"26081","Kent County","ok",2,0.826
"37147","Pitt County","ok",3,1.042
"30009","Carbon County","ok",4,2.237
"31167","Stanton County","ok",4,1.574
"13001","Appling County","ok",1,0.466
"19099","Jasper County","ok",2,0.773
"28153","Wayne County","setaside",NA,0
"48101","Cottle County","ok",2,0.605
"51081","Greensville County","ok",2,0.716
"12105","Polk County","ok",2,0.928
"48503","Young County","ok",3,1.013
"01123","Tallapoosa County","ok",2,0.73
"33015","Rockingham County","ok",2,0.828
"08105","Rio Grande County","ok",3,1.464
"19149","Plymouth County","ok",3,1.086
"36123","Yates County","ok",5,3.413
"53033","King County","ok",4,1.767
"41017","Deschutes County","ok",5,4.827
"19155","Pottawattamie County","ok",2,0.793
"29229","Wright County","ok",2,0.708
"30101","Toole County","ok",3,1.064
"36107","Tioga County","ok",3,1.473
"48287","Lee County","ok",2,0.685
"13121","Fulton County","ok",3,1.183
"48073","Cherokee County","ok",1,0.335
"29007","Audrain County","ok",6,20.389
"45029","Colleton County","ok",2,0.571
"55055","Jefferson County","nodata",NA,NA
"05055","Greene County","ok",1,0.372
"48191","Hall County","ok",1,0.087
"55013","Burnett County","nodata",NA,NA
"35057","Torrance County","ok",2,0.595
"53049","Pacific County","ok",3,1.054
"37141","Pender County","ok",2,0.832
"48221","Hood County","ok",2,0.954
"46117","Stanley County","ok",3,1.14
"32031","Washoe County","impossible",NA,-0.22
"21007","Ballard County","ok",2,0.511
"48009","Archer County","ok",1,0.33
"48023","Baylor County","ok",3,1.417
"48405","San Augustine County","ok",1,0.452
"32029","Storey County","ok",1,0.033
"13249","Schley County","ok",1,0.247
"09001","Fairfield County","nodata",NA,NA
"48313","Madison County","ok",1,0.417
"06077","San Joaquin County","ok",3,1.478
"28159","Winston County","impossible",NA,-0.745
"21103","Henry County","ok",2,0.664
"21167","Mercer County","ok",2,0.862
"31183","Wheeler County","ok",3,1.018
"21135","Lewis County","ok",2,0.643
"27051","Grant County","ok",3,1.451
"28053","Humphreys County","setaside",NA,0
"01025","Clarke County","ok",1,0.392
"20017","Chase County","ok",2,0.881
"21221","Trigg County","ok",2,0.717
"01069","Houston County","ok",2,0.806
"46003","Aurora County","ok",4,1.624
"02013","Aleutians East Borough","nodata",NA,NA
"31061","Franklin County","ok",4,1.78
"24029","Kent County","ok",2,0.753
"20037","Crawford County","ok",3,1.222
"27023","Chippewa County","ok",2,0.756
"46103","Pennington County","ok",4,2.236
"45049","Hampton County","ok",2,0.831
"16043","Fremont County","ok",3,1.062
"13029","Bryan County","ok",2,0.673
"51053","Dinwiddie County","ok",2,0.65
"12111","St. Lucie County","ok",2,0.93
"36055","Monroe County","ok",4,2.076
"46083","Lincoln County","ok",4,1.974
"55017","Chippewa County","nodata",NA,NA
"20207","Woodson County","impossible",NA,-4.221
"21157","Marshall County","ok",2,0.795
"13065","Clinch County","ok",2,0.547
"13185","Lowndes County","ok",2,0.651
"15005","Kalawao County","nodata",NA,NA
"15007","Kauai County","ok",4,1.642
"26099","Macomb County","ok",2,0.662
"13287","Turner County","ok",2,0.648
"17079","Jasper County","ok",2,0.86
"48331","Milam County","ok",1,0.404
"18147","Spencer County","ok",4,2.333
"21099","Hart County","ok",2,0.755
"21137","Lincoln County","ok",2,0.613
"30005","Blaine County","ok",4,2.392
"51710","Norfolk city","nodata",NA,NA
"48389","Reeves County","ok",4,1.518
"51155","Pulaski County","ok",2,0.663
"37179","Union County","ok",3,1.143
"38053","McKenzie County","ok",3,1.314
"12091","Okaloosa County","ok",3,1.033
"06001","Alameda County","ok",5,3.631
"17013","Calhoun County","ok",2,0.888
"18085","Kosciusko County","ok",4,2.095
"28103","Noxubee County","setaside",NA,0
"05147","Woodruff County","ok",1,0.387
"34015","Gloucester County","ok",2,0.993
"33011","Hillsborough County","ok",2,0.878
"30045","Judith Basin County","ok",3,1.457
"37121","Mitchell County","ok",2,0.877
"30077","Powell County","ok",4,1.619
"41053","Polk County","ok",4,2.387
"41065","Wasco County","ok",5,2.564
"46105","Perkins County","ok",4,1.729
"19173","Taylor County","ok",2,0.774
"01129","Washington County","ok",2,0.695
"39039","Defiance County","ok",3,1.278
"54025","Greenbrier County","ok",2,0.82
"17121","Marion County","ok",2,0.823
"51051","Dickenson County","ok",2,0.746
"51007","Amelia County","ok",1,0.459
"13243","Randolph County","ok",2,0.631
"35029","Luna County","ok",2,0.666
"48355","Nueces County","ok",1,0.292
"56045","Weston County","ok",3,1.104
"17187","Warren County","ok",3,1.131
"01089","Madison County","ok",2,0.765
"47189","Wilson County","ok",2,0.699
"48063","Camp County","ok",2,0.663
"40067","Jefferson County","ok",1,0.378
"54085","Ritchie County","ok",3,1.22
"19145","Page County","ok",4,1.644
"20087","Jefferson County","ok",3,1.194
"22045","Iberia Parish","ok",2,0.701
"02158","Kusilvak Census Area","nodata",NA,NA
"37133","Onslow County","ok",4,2.425
"27043","Faribault County","impossible",NA,-0.742
"47057","Grainger County","ok",1,0.483
"48161","Freestone County","impossible",NA,-0.545
"42087","Mifflin County","impossible",NA,-0.177
"01041","Crenshaw County","ok",2,0.552
"51520","Bristol city","nodata",NA,NA
"48399","Runnels County","impossible",NA,-11.674
"48443","Terrell County","ok",5,2.878
"20153","Rawlins County","ok",3,1.267
"20193","Thomas County","ok",2,0.732
"13161","Jeff Davis County","ok",1,0.221
"19035","Cherokee County","ok",2,0.879
"05145","White County","ok",2,0.612
"28083","Leflore County","setaside",NA,0
"29053","Cooper County","ok",6,16.235
"26043","Dickinson County","ok",2,0.733
"17197","Will County","ok",4,1.93
"48117","Deaf Smith County","ok",2,0.718
"46011","Brookings County","ok",4,2.283
"29047","Clay County","ok",5,4.776
"28027","Coahoma County","setaside",NA,0
"18011","Boone County","ok",4,2.254
"19057","Des Moines County","ok",2,0.902
"19163","Scott County","ok",2,0.959
"20143","Ottawa County","ok",2,0.76
"12023","Columbia County","ok",2,0.83
"12059","Holmes County","ok",2,0.567
"28047","Harrison County","setaside",NA,0
"47011","Bradley County","ok",2,0.8
"27017","Carlton County","ok",2,0.756
"48315","Marion County","ok",2,0.841
"36095","Schoharie County","ok",4,1.596
"40117","Pawnee County","ok",1,0.131
"36007","Broome County","ok",4,2.437
"48291","Liberty County","ok",1,0.423
"39009","Athens County","ok",4,1.966
"39081","Jefferson County","ok",3,1.481
"54083","Randolph County","ok",2,0.753
"54049","Marion County","ok",3,1.076
"34011","Cumberland County","ok",3,1.022
"06057","Nevada County","ok",4,1.752
"55031","Douglas County","nodata",NA,NA
"21199","Pulaski County","ok",4,1.652
"37065","Edgecombe County","ok",2,0.542
"48241","Jasper County","ok",1,0.183
"49001","Beaver County","ok",3,1.23
"13213","Murray County","ok",1,0.428
"18075","Jay County","ok",4,1.567
"26117","Montcalm County","ok",2,0.542
"36083","Rensselaer County","ok",4,2.456
"12021","Collier County","ok",3,1.224
"35031","McKinley County","ok",1,0.462
"13017","Ben Hill County","ok",2,0.839
"05077","Lee County","nodata",NA,NA
"12003","Baker County","ok",2,0.511
"13173","Lanier County","ok",1,0.453
"20159","Rice County","ok",3,1.22
"01015","Calhoun County","ok",2,0.592
"28059","Jackson County","setaside",NA,0
"21037","Campbell County","ok",2,0.988
"21057","Cumberland County","ok",2,0.95
"28107","Panola County","setaside",NA,0
"48195","Hansford County","ok",2,0.597
"48071","Chambers County","ok",1,0.311
"13239","Quitman County","ok",2,0.87
"48199","Hardin County","ok",1,0.463
"09005","Litchfield County","nodata",NA,NA
"39143","Sandusky County","ok",3,1.131
"23021","Piscataquis County","ok",3,1.143
"17153","Pulaski County","impossible",NA,-4.484
"40107","Okfuskee County","ok",2,0.771
"26145","Saginaw County","ok",2,0.706
"35039","Rio Arriba County","ok",1,0.492
"50005","Caledonia County","setaside",NA,7.044
"51023","Botetourt County","ok",2,0.793
"17119","Madison County","ok",3,1.227
"48085","Collin County","ok",2,0.564
"45001","Abbeville County","ok",1,0.487
"31053","Dodge County","ok",4,2.043
"12115","Sarasota County","ok",3,1.137
"55077","Marquette County","nodata",NA,NA
"04015","Mohave County","ok",2,0.813
"04025","Yavapai County","ok",2,0.983
"45051","Horry County","ok",2,0.586
"42091","Montgomery County","ok",2,0.636
"16061","Lewis County","ok",3,1.285
"51720","Norton city","nodata",NA,NA
"34027","Morris County","ok",3,1.2
"29211","Sullivan County","ok",2,0.965
"20135","Ness County","ok",3,1.303
"48039","Brazoria County","ok",5,2.512
"51790","Staunton city","nodata",NA,NA
"31029","Chase County","ok",3,1.06
"39113","Montgomery County","ok",3,1.489
"48447","Throckmorton County","ok",1,0.332
"13221","Oglethorpe County","ok",2,0.586
"05029","Conway County","ok",2,0.617
"29147","Nodaway County","ok",2,0.83
"38073","Ransom County","ok",5,4.569
"26017","Bay County","ok",2,0.677
"47157","Shelby County","ok",3,1.018
"06007","Butte County","ok",4,1.647
"27115","Pine County","ok",2,0.729
"48021","Bastrop County","ok",2,0.602
"53039","Klickitat County","ok",3,1.046
"53055","San Juan County","ok",1,0.362
"55009","Brown County","nodata",NA,NA
"20205","Wilson County","impossible",NA,-3.893
"22069","Natchitoches Parish","ok",2,0.818
"22109","Terrebonne Parish","ok",2,0.585
"13155","Irwin County","ok",2,0.572
"02185","North Slope Borough","nodata",NA,NA
"26011","Arenac County","ok",2,0.608
"19111","Lee County","ok",2,0.963
"20141","Osborne County","ok",2,0.838
"26047","Emmet County","ok",2,0.842
"19071","Fremont County","ok",2,0.76
"23015","Lincoln County","ok",3,1.344
"36099","Seneca County","ok",6,8.964
"21125","Laurel County","ok",2,0.68
"47121","Meigs County","ok",2,0.813
"29213","Taney County","ok",3,1.096
"13269","Taylor County","ok",2,0.5
"51830","Williamsburg city","nodata",NA,NA
"48415","Scurry County","ok",1,0.435
"08047","Gilpin County","ok",3,1.385
"40087","McClain County","ok",1,0.312
"54071","Pendleton County","ok",3,1.012
"51139","Page County","ok",2,0.87
"40079","Le Flore County","ok",1,0.213
"54089","Summers County","ok",3,1.108
"37119","Mecklenburg County","ok",4,1.799
"34013","Essex County","ok",2,0.778
"29115","Linn County","ok",3,1.096
"13209","Montgomery County","ok",2,0.7
"41055","Sherman County","ok",5,3.641
"13133","Greene County","ok",2,0.899
"46017","Buffalo County","impossible",NA,-0.648
"46095","Mellette County","ok",1,0
"48135","Ector County","impossible",NA,-2.952
"48293","Limestone County","ok",1,0.033
"53027","Grays Harbor County","ok",2,0.989
"54003","Berkeley County","ok",3,1.048
"30067","Park County","ok",4,1.538
"48121","Denton County","ok",2,0.844
"45021","Cherokee County","ok",1,0.433
"37199","Yancey County","ok",4,2.115
"48387","Red River County","ok",1,0.241
"48321","Matagorda County","ok",1,0.419
"27149","Stevens County","ok",2,0.89
"13301","Warren County","ok",2,0.537
"48197","Hardeman County","ok",3,1.126
"17133","Monroe County","ok",3,1.08
"13165","Jenkins County","ok",2,0.872
"21085","Grayson County","ok",2,0.812
"48363","Palo Pinto County","ok",1,0.336
"13149","Heard County","ok",1,0.385
"01079","Lawrence County","ok",1,0.359
"28093","Marshall County","setaside",NA,0
"20025","Clark County","ok",1,0.197
"20081","Haskell County","ok",5,3.62
"22013","Bienville Parish","ok",2,0.667
"13295","Walker County","ok",2,0.795
"19095","Iowa County","ok",2,0.897
"31019","Buffalo County","ok",4,1.895
"40007","Beaver County","ok",1,0.047
"19023","Butler County","ok",2,0.926
"30085","Roosevelt County","ok",4,2.101
"53015","Cowlitz County","ok",3,1.17
"48297","Live Oak County","ok",1,0.45
"29135","Moniteau County","ok",6,15.104
"51193","Westmoreland County","ok",2,0.629
"37197","Yadkin County","ok",2,0.969
"06047","Merced County","ok",3,1.189
"40043","Dewey County","ok",1,0.36
"37023","Burke County","ok",2,0.942
"37191","Wayne County","ok",3,1.207
"42123","Warren County","ok",2,0.828
"05061","Howard County","ok",1,0.379
"37059","Davie County","ok",3,1.29
"37111","McDowell County","ok",2,0.924
"05099","Nevada County","ok",1,0.479
"08125","Yuma County","ok",3,1.187
"48421","Sherman County","ok",5,3.753
"48463","Uvalde County","ok",2,0.701
"39011","Auglaize County","ok",2,0.993
"22015","Bossier Parish","ok",2,0.603
"19063","Emmet County","ok",2,0.931
"20169","Saline County","ok",3,1.031
"21153","Magoffin County","ok",3,1.106
"48017","Bailey County","ok",2,0.742
"29027","Callaway County","ok",5,4.917
"56001","Albany County","ok",4,1.967
"56029","Park County","ok",4,1.784
"42093","Montour County","ok",2,0.702
"36081","Queens County","ok",5,2.637
"12121","Suwannee County","ok",2,0.775
"26031","Cheboygan County","ok",2,0.725
"26051","Gladwin County","ok",2,0.699
"21173","Montgomery County","ok",2,0.666
"45057","Lancaster County","ok",2,0.737
"21123","Larue County","ok",2,0.684
"19193","Woodbury County","ok",3,1.325
"12123","Taylor County","ok",2,0.606
"17003","Alexander County","ok",2,0.873
"29099","Jefferson County","ok",2,0.909
"29113","Lincoln County","ok",2,0.885
"13051","Chatham County","ok",2,0.922
"12125","Union County","ok",2,0.654
"36037","Genesee County","ok",3,1.435
"19041","Clay County","ok",3,1.103
"30025","Fallon County","ok",3,1.439
"46107","Potter County","impossible",NA,-269.801
"48109","Culberson County","ok",4,1.884
"23005","Cumberland County","impossible",NA,-2.162
"48013","Atascosa County","ok",1,0.491
"20095","Kingman County","impossible",NA,-4.473
"13241","Rabun County","ok",2,0.969
"54097","Upshur County","ok",2,0.905
"29215","Texas County","ok",6,21.331
"05119","Pulaski County","ok",2,0.881
"19047","Crawford County","ok",3,1.211
"16005","Bannock County","ok",3,1.464
"39055","Geauga County","ok",3,1.162
"06107","Tulare County","ok",3,1.08
"36117","Wayne County","ok",3,1.495
"51163","Rockbridge County","ok",3,1.117
"38095","Towner County","ok",4,2.203
"42045","Delaware County","ok",2,0.732
"36063","Niagara County","ok",3,1.443
"50003","Bennington County","setaside",NA,19.694
"12019","Clay County","ok",4,2.273
"37183","Wake County","ok",4,1.67
"39061","Hamilton County","ok",4,1.631
"34003","Bergen County","ok",3,1.026
"32017","Lincoln County","ok",1,0.323
"02180","Nome Census Area","nodata",NA,NA
