"fips","name","class","bin","rate"
"27169","Winona County","ok",2,0.887
"28149","Warren County","setaside",NA,0
"29003","Andrew County","ok",2,0.876
"29139","Montgomery County","ok",6,15.964
"20021","Cherokee County","ok",2,0.774
"37083","Halifax County","ok",2,0.718
"35043","Sandoval County","ok",2,0.508
"21051","Clay County","ok",2,0.805
"42035","Clinton County","ok",2,0.574
"41043","Linn County","ok",4,1.658
"55065","Lafayette County","nodata",NA,NA
"40147","Washington County","ok",1,0.434
"54077","Preston County","ok",2,0.934
"55135","Waupaca County","nodata",NA,NA
"48137","Edwards County","ok",1,0.396
"41037","Lake County","ok",5,3.211
"29153","Ozark County","ok",6,21.758
"48473","Waller County","impossible",NA,-1.462
"01099","Monroe County","ok",2,0.619
"50009","Essex County","impossible",NA,-26.39
"51111","Lunenburg County","ok",1,0.407
"38097","Traill County","ok",4,2.346
"13139","Hall County","ok",2,0.757
"13283","Treutlen County","ok",1,0.447
"13037","Calhoun County","ok",1,0.436
"55125","Vilas County","nodata",NA,NA
"27007","Beltrami County","ok",2,0.954
"24019","Dorchester County","ok",1,0.393
"42037","Columbia County","ok",3,1.234
"39023","Clark County","ok",3,1.35
"48323","Maverick County","ok",5,3.924
"04019","Pima County","ok",6,9.721
"35006","Cibola County","ok",1,0.444
"34005","Burlington County","ok",2,0.91
"50021","Rutland County","impossible",NA,-4.345
"13099","Early County","ok",1,0.408
"25007","Dukes County","ok",4,1.524
"38049","McHenry County","ok",4,1.866
"31179","Wayne County","ok",5,2.63
"38045","LaMoure County","ok",5,2.632
"16023","Butte County","ok",2,0.863
"33007","Coos County","ok",3,1.17
"38043","Kidder County","ok",3,1.067
"48273","Kleberg County","ok",3,1.408
"18127","Porter County","ok",4,2.274
"28101","Newton County","setaside",NA,0
"37163","Sampson County","ok",2,0.842
"47127","Moore County","ok",2,0.922
"12103","Pinellas County","ok",3,1.096
"17065","Hamilton County","ok",3,1.252
"05105","Perry County","ok",1,0.283
"20023","Cheyenne County","ok",4,1.796
"08029","Delta County","ok",3,1.357
"19185","Wayne County","ok",3,1.36
"48165","Gaines County","ok",1,0.233
"01093","Marion County","ok",1,0.471
"37189","Watauga County","ok",4,1.786
"51770","Roanoke city","nodata",NA,NA
"48317","Martin County","ok",1,0.287
"48037","Bowie County","ok",1,0.419
"49057","Weber County","ok",4,2.264
"29127","Marion County","ok",6,22.141
"36045","Jefferson County","impossible",NA,-1.229
"19097","Jackson County","ok",2,0.618
"38063","Nelson County","ok",4,1.681
"36019","Clinton County","ok",5,4.754
"08045","Garfield County","ok",3,1.29
"29177","Ray County","ok",2,0.647
"39073","Hocking County","ok",2,0.933
"01085","Lowndes County","ok",2,0.981
"13043","Candler County","ok",2,0.566
"19113","Linn County","ok",3,1.116
"06105","Trinity County","ok",4,1.911
"13215","Muscogee County","ok",2,0.895
"28135","Tallahatchie County","setaside",NA,0
"20005","Atchison County","ok",4,1.959
"48003","Andrews County","ok",1,0.378
"39109","Miami County","ok",3,1.093
"48375","Potter County","ok",2,0.705
"40133","Seminole County","ok",1,0.335
"45003","Aiken County","ok",2,0.662
"06045","Mendocino County","ok",4,1.559
"51550","Chesapeake city","nodata",NA,NA
"56037","Sweetwater County","ok",3,1.486
"48169","Garza County","ok",5,3.733
"54031","Hardy County","ok",4,2.137
"55089","Ozaukee County","nodata",NA,NA
"47163","Sullivan County","ok",2,0.669
"45059","Laurens County","ok",2,0.507
"56011","Crook County","ok",3,1.305
"55117","Sheboygan County","nodata",NA,NA
"25013","Hampden County","ok",3,1.32
"48055","Caldwell County","ok",2,0.847
"20029","Cloud County","ok",2,0.954
"06027","Inyo County","ok",4,1.594
"01037","Coosa County","ok",1,0.227
"19059","Dickinson County","ok",3,1.122
"21095","Harlan County","ok",2,0.727
"20061","Geary County","ok",2,0.747
"42011","Berks County","ok",2,0.779
"47019","Carter County","ok",2,0.731
"27083","Lyon County","ok",2,0.858
"51037","Charlotte County","ok",2,0.826
"47179","Washington County","ok",2,0.9
"45071","Newberry County","ok",2,0.647
"51093","Isle of Wight County","ok",2,0.852
"41069","Wheeler County","ok",5,3.143
"29023","Butler County","ok",6,19.055
"22047","Iberville Parish","ok",3,1.133
"28125","Sharkey County","setaside",NA,0
"51061","Fauquier County","ok",1,0.351
"51750","Radford city","nodata",NA,NA
"32005","Douglas County","ok",1,0.168
"12037","Franklin County","ok",3,1.025
"18055","Greene County","ok",3,1.388
"18139","Rush County","ok",2,0.932
"55131","Washington County","nodata",NA,NA
"29105","Laclede County","ok",6,22.371
"42085","Mercer County","ok",1,0.196
"05031","Craighead County","ok",2,0.569
"29195","Saline County","ok",6,18.572
"17193","White County","ok",1,0.493
"17039","De Witt County","ok",5,4.352
"32033","White Pine County","impossible",NA,-0.184
"27049","Goodhue County","ok",2,0.681
"37173","Swain County","ok",3,1.332
"12101","Pasco County","ok",2,0.893
"12119","Sumter County","ok",2,0.981
"36059","Nassau County","ok",4,2.085
"38091","Steele County","ok",4,1.567
"18163","Vanderburgh County","ok",4,1.937
"29071","Franklin County","impossible",NA,-21.407
"37011","Avery County","ok",3,1.262
"54107","Wood County","ok",2,0.853
"55007","Bayfield County","nodata",NA,NA
"47161","Stewart County","ok",2,0.586
"55097","Portage County","nodata",NA,NA
"45063","Lexington County","ok",2,0.722
"24003","Anne Arundel County","ok",2,0.949
"55039","Fond du Lac County","nodata",NA,NA
"54101","Webster County","ok",3,1.479
"55061","Kewaunee County","nodata",NA,NA
"48369","Parmer County","ok",2,0.556
"40151","Woods County","ok",1,0.438
"21063","Elliott County","ok",2,0.648
"25003","Berkshire County","ok",3,1.482
"29041","Chariton County","ok",3,1.137
"08103","Rio Blanco County","ok",3,1.125
"08087","Morgan County","ok",3,1.066
"41045","Malheur County","ok",5,2.973
"34023","Middlesex County","ok",3,1.131
"20167","Russell County","ok",3,1.463
"17155","Putnam County","ok",4,1.711
"46055","Haakon County","ok",3,1.402
"47111","Macon County","ok",2,0.682
"05023","Cleburne County","ok",2,0.5
"01109","Pike County","ok",2,0.587
"16003","Adams County","ok",4,1.652
"25005","Bristol County","ok",3,1.372
"42107","Schuylkill County","ok",2,0.541
"38103","Wells County","ok",4,1.624
"37045","Cleveland County","ok",2,0.815
"05059","Hot Spring County","ok",1,0.349
"24021","Frederick County","ok",2,0.718
"17169","Schuyler County","ok",3,1.002
"06051","Mono County","ok",4,1.686
"06109","Tuolumne County","ok",3,1.46
"35013","Doña Ana County","ok",1,0.39
"13081","Crisp County","ok",2,0.612
"05027","Columbia County","ok",2,0.96
"38039","Griggs County","ok",4,1.833
"06095","Solano County","ok",3,1.332
"19043","Clayton County","ok",2,0.846
"48449","Titus County","ok",1,0.4
"54027","Hampshire County","ok",2,0.794
"37125","Moore County","ok",4,2.134
"20009","Barton County","ok",3,1.067
"38087","Slope County","ok",4,1.527
"22083","Richland Parish","ok",2,0.895
"31071","Garfield County","ok",2,0.879
"22099","St. Martin Parish","ok",2,0.671
"01119","Sumter County","ok",2,0.619
"01133","Winston County","ok",2,0.527
"12117","Seminole County","ok",3,1.134
"28035","Forrest County","setaside",NA,0
"26065","Ingham County","ok",2,0.757
"20177","Shawnee County","ok",3,1.068
"46061","Hanson County","ok",4,2.199
"27061","Itasca County","ok",2,0.885
"08073","Lincoln County","ok",3,1.001
"36053","Madison County","ok",6,5.715
"36115","Washington County","ok",3,1.405
"18081","Johnson County","ok",4,1.729
"48445","Terry County","ok",2,0.697
"35021","Harding County","ok",1,0.462
"01121","Talladega County","ok",1,0.462
"55067","Langlade County","nodata",NA,NA
"48155","Foard County","ok",2,0.729
"19021","Buena Vista County","ok",3,1.014
"19129","Mills County","ok",3,1.273
"48385","Real County","impossible",NA,-3.434
"39041","Delaware County","ok",4,1.562
"37067","Forsyth County","ok",3,1.312
"32510","Carson City","nodata",NA,NA
"19049","Dallas County","ok",3,1.101
"48065","Carson County","ok",1,0.439
"13261","Sumter County","ok",3,1.035
"29223","Wayne County","ok",6,16.804
"45007","Anderson County","ok",2,0.58
"56007","Carbon County","ok",4,1.846
"30093","Silver Bow County","ok",4,1.847
"17177","Stephenson County","ok",3,1.234
"26087","Lapeer County","ok",1,0.47
"22027","Claiborne Parish","ok",2,0.581
"28161","Yalobusha County","setaside",NA,0
"26079","Kalkaska County","ok",2,0.689
"22039","Evangeline Parish","ok",2,0.721
"47069","Hardeman County","ok",1,0.371
"04003","Cochise County","ok",2,0.971
"35023","Hidalgo County","ok",2,0.64
"38023","Divide County","ok",4,2.371
"06071","San Bernardino County","ok",3,1.169
"08083","Montezuma County","ok",3,1.24
"28023","Clarke County","setaside",NA,0
"19125","Marion County","ok",2,0.87
"31055","Douglas County","ok",4,1.627
"51600","Fairfax city","nodata",NA,NA
"40057","Harmon County","ok",1,0.113
"29039","Cedar County","ok",3,1.291
"13059","Clarke County","ok",3,1.111
"16085","Valley County","ok",4,1.577
"48275","Knox County","ok",2,0.506
"05103","Ouachita County","impossible",NA,-39.557
"39037","Darke County","ok",3,1.095
"40071","Kay County","ok",1,0.33
"46041","Dewey County","ok",4,2.144
"41057","Tillamook County","ok",4,1.7
"13077","Coweta County","ok",2,0.762
"28127","Simpson County","setaside",NA,0
"28131","Stone County","setaside",NA,0
"06013","Contra Costa County","ok",4,1.957
"47017","Carroll County","ok",2,0.519
"51087","Henrico County","ok",1,0.485
"18119","Owen County","ok",3,1.329
"36119","Westchester County","ok",4,2.198
"29017","Bollinger County","ok",2,0.789
"54047","McDowell County","ok",1,0.184
"54033","Harrison County","ok",2,0.827
"37077","Granville County","ok",2,0.74
"09009","New Haven County","nodata",NA,NA
"31139","Pierce County","ok",4,1.715
"13023","Bleckley County","ok",2,0.608
"13033","Burke County","ok",2,0.798
"17181","Union County","ok",3,1.308
"17091","Kankakee County","ok",3,1.366
"38051","McIntosh County","ok",4,2.403
"31141","Platte County","ok",4,2.089
"37185","Warren County","ok",3,1.246
"13197","Marion County","ok",2,0.795
"46027","Clay County","ok",4,2.482
"10005","Sussex County","ok",1,0.033
"13159","Jasper County","ok",1,0.469
"29175","Randolph County","ok",6,18.303
"20015","Butler County","ok",2,0.956
"48209","Hays County","impossible",NA,-0.484
"48325","Medina County","ok",2,0.514
"26105","Mason County","ok",2,0.704
"45013","Beaufort County","ok",2,0.959
"46135","Yankton County","ok",4,2.07
"55105","Rock County","nodata",NA,NA
"45077","Pickens County","ok",2,0.61
"53013","Columbia County","ok",2,0.96
"18023","Clinton County","ok",4,1.83
"17027","Clinton County","ok",3,1.081
"16067","Minidoka County","ok",3,1.046
"42113","Sullivan County","ok",2,0.932
"28121","Rankin County","setaside",NA,0
"48345","Motley County","ok",1,0.307
"41039","Lane County","ok",5,3.108
"48485","Wichita County","ok",2,0.616
"26155","Shiawassee County","ok",2,0.601
"20089","Jewell County","ok",2,0.819
"20123","Mitchell County","ok",2,0.533
"12007","Bradford County","ok",2,0.606
"28091","Marion County","setaside",NA,0
"28039","George County","setaside",NA,0
"17085","Jo Daviess County","impossible",NA,-0.536
"18059","Hancock County","ok",2,0.939
"51620","Franklin city","nodata",NA,NA
"48329","Midland County","ok",2,0.669
"20171","Scott County","ok",2,0.928
"30013","Cascade County","ok",4,1.61
"51660","Harrisonburg city","nodata",NA,NA
"17199","Williamson County","ok",3,1.044
"30029","Flathead County","ok",3,1.428
"20189","Stevens County","ok",1,0.434
"21067","Fayette County","ok",3,1.338
"21091","Hancock County","ok",2,0.622
"46013","Brown County","ok",4,1.815
"54001","Barbour County","ok",4,2.067
"47181","Wayne County","ok",2,0.741
"31013","Box Butte County","ok",3,1.321
"42097","Northumberland County","impossible",NA,-0.009
"48469","Victoria County","ok",1,0.218
"51530","Buena Vista city","nodata",NA,NA
"26147","St. Clair County","ok",2,0.615
"31173","Thurston County","ok",5,2.57
"50015","Lamoille County","impossible",NA,-6.082
"51067","Franklin County","ok",1,0.476
"40011","Blaine County","ok",1,0.185
"53037","Kittitas County","ok",3,1.235
"18135","Randolph County","ok",4,1.504
"49025","Kane County","ok",4,1.623
"54093","Tucker County","ok",4,1.543
"55023","Crawford County","nodata",NA,NA
"01071","Jackson County","ok",2,0.596
"19123","Mahaska County","ok",2,0.971
"20045","Douglas County","ok",4,1.715
"21059","Daviess County","ok",2,0.805
"21197","Powell County","ok",2,0.924
"29097","Jasper County","ok",3,1.044
"41061","Union County","ok",5,2.696
"13151","Henry County","ok",3,1.054
"38001","Adams County","ok",4,1.814
"37137","Pamlico County","ok",2,0.859
"21083","Graves County","ok",2,0.797
"42021","Cambria County","ok",2,0.836
"47107","McMinn County","ok",2,0.517
"26093","Livingston County","ok",2,0.66
"08001","Adams County","ok",3,1.287
"42069","Lackawanna County","ok",2,0.572
"40123","Pontotoc County","ok",1,0.394
"40037","Creek County","ok",1,0.274
"48457","Tyler County","ok",3,1.248
"47175","Van Buren County","ok",2,0.579
"40125","Pottawatomie County","ok",1,0.388
"09013","Tolland County","nodata",NA,NA
"35053","Socorro County","ok",3,1.04
"13003","Atkinson County","ok",1,0.326
"12031","Duval County","ok",3,1.018
"48145","Falls County","ok",1,0.381
"05149","Yell County","impossible",NA,-0.217
"20033","Comanche County","impossible",NA,-2.222
"21113","Jessamine County","ok",3,1.388
"21171","Monroe County","ok",2,0.822
"40075","Kiowa County","ok",1,0.304
"46079","Lake County","ok",2,0.706
"37033","Caswell County","ok",2,0.735
"48377","Presidio County","ok",2,0.993
"39057","Greene County","ok",4,1.815
"48489","Willacy County","ok",1,0.036
"35028","Los Alamos County","ok",3,1.096
"02122","Kenai Peninsula Borough","nodata",NA,NA
"01003","Baldwin County","ok",2,0.599
"19007","Appanoose County","ok",3,1.056
"51127","New Kent County","ok",1,0.41
"13263","Talbot County","ok",2,0.822
"36049","Lewis County","ok",5,2.967
"54015","Clay County","ok",2,0.826
"18077","Jefferson County","ok",4,1.573
"51019","Bedford County","ok",2,0.831
"35033","Mora County","ok",3,1.113
"31011","Boone County","ok",4,2.068
"29149","Oregon County","ok",6,18.86
"47083","Houston County","ok",1,0.34
"42131","Wyoming County","ok",2,0.562
"37107","Lenoir County","ok",2,0.655
"18167","Vigo County","ok",2,0.851
"18039","Elkhart County","ok",4,2.41
"51077","Grayson County","ok",2,0.577
"48303","Lubbock County","ok",3,1.003
"27093","Meeker County","ok",2,0.915
"39005","Ashland County","ok",3,1.416
"31119","Madison County","ok",4,1.864
"12085","Martin County","ok",3,1.18
"08079","Mineral County","ok",4,1.697
"13085","Dawson County","ok",2,0.539
"13167","Johnson County","ok",1,0.3
"05095","Monroe County","ok",2,0.531
"29059","Dallas County","ok",2,0.951
"51143","Pittsylvania County","ok",1,0.47
"02068","Denali Borough","nodata",NA,NA
"20145","Pawnee County","ok",2,0.558
"20209","Wyandotte County","ok",2,0.982
"12029","Dixie County","ok",2,0.574
"26157","Tuscola County","ok",2,0.563
"02240","Southeast Fairbanks Census Area","nodata",NA,NA
"20065","Graham County","ok",3,1.455
"22097","St. Landry Parish","ok",2,0.787
"47055","Giles County","ok",2,0.582
"39095","Lucas County","ok",4,1.74
"05093","Mississippi County","ok",2,0.529
"18043","Floyd County","ok",4,1.917
"20129","Morton County","ok",1,0.469
"21081","Grant County","ok",1,0.339
"21217","Taylor County","ok",2,0.994
"37075","Graham County","ok",4,1.933
"54045","Logan County","ok",2,0.564
"54073","Pleasants County","ok",2,0.594
"51071","Giles County","ok",2,0.752
"54019","Fayette County","ok",2,0.882
"53061","Snohomish County","ok",3,1.048
"35015","Eddy County","ok",1,0.297
"31117","McPherson County","ok",4,1.736
"31145","Red Willow County","ok",4,1.952
"31149","Rock County","ok",3,1.418
"47085","Humphreys County","ok",1,0.47
"17125","Mason County","ok",3,1.148
"51197","Wythe County","ok",2,0.515
"13303","Washington County","ok",2,0.607
"53077","Yakima County","ok",3,1.12
"05143","Washington County","ok",2,0.775
"48213","Henderson County","ok",1,0.38
"55035","Eau Claire County","nodata",NA,NA
"47153","Sequatchie County","ok",2,0.63
"48471","Walker County","ok",1,0.313
"04005","Coconino County","ok",3,1.304
"20191","Sumner County","ok",2,0.678
"26127","Oceana County","ok",2,0.628
"27065","Kanabec County","ok",2,0.575
"39007","Ashtabula County","ok",3,1.176
"06003","Alpine County","ok",3,1.469
"48167","Galveston County","ok",3,1.182
"01011","Bullock County","ok",2,0.917
"17105","Livingston County","ok",3,1.183
"39135","Preble County","ok",3,1.218
"39079","Jackson County","ok",3,1.019
"48201","Harris County","ok",2,0.727
"25017","Middlesex County","ok",4,1.893
"48115","Dawson County","ok",2,0.651
"36069","Ontario County","ok",4,1.811
"01001","Autauga County","ok",2,0.697
"20121","Miami County","ok",2,0.738
"13091","Dodge County","ok",1,0.346
"36023","Cortland County","ok",3,1.496
"13039","Camden County","ok",2,0.767
"26161","Washtenaw County","ok",2,0.983
"18087","LaGrange County","ok",4,1.598
"48371","Pecos County","ok",3,1.052
"13225","Peach County","ok",2,0.76
"13311","White County","ok",2,0.608
"13163","Jefferson County","ok",2,0.942
"55083","Oconto County","nodata",NA,NA
"48347","Nacogdoches County","ok",3,1.06
"44009","Washington County","ok",5,4.39
"53047","Okanogan County","ok",3,1.032
"53063","Spokane County","ok",3,1.492
"55041","Forest County","nodata",NA,NA
"55113","Sawyer County","nodata",NA,NA
"34017","Hudson County","ok",3,1.39
"39151","Stark County","ok",3,1.103
"48187","Guadalupe County","ok",2,0.907
"53029","Island County","ok",4,1.673
"54037","Jefferson County","ok",2,0.988
"51153","Prince William County","ok",2,0.881
"42029","Chester County","ok",2,0.781
"54055","Mercer County","ok",1,0.489
"47145","Roane County","ok",2,0.706
"53009","Clallam County","ok",2,0.643
"53065","Stevens County","ok",3,1.355
"19177","Van Buren County","ok",2,0.903
"31073","Gosper County","ok",4,2.443
"28095","Monroe County","setaside",NA,0
"12033","Escambia County","ok",2,0.876
"48439","Tarrant County","ok",2,0.708
"24033","Prince George's County","ok",1,0.346
"51169","Scott County","ok",2,0.683
"48239","Jackson County","ok",1,0.174
"40085","Love County","ok",1,0.374
"13289","Twiggs County","ok",2,0.536
"39099","Mahoning County","ok",3,1.352
"01087","Macon County","ok",2,0.711
"17191","Wayne County","ok",2,0.589
"48437","Swisher County","ok",1,0.44
"29151","Osage County","ok",6,12.85
"17089","Kane County","ok",3,1.013
"06017","El Dorado County","ok",4,1.853
"45055","Kershaw County","ok",2,0.678
"37073","Gates County","ok",2,0.947
"08089","Otero County","ok",3,1.217
"41019","Douglas County","ok",5,3.25
"42089","Monroe County","ok",1,0.432
"05101","Newton County","impossible",NA,-28.101
"38019","Cavalier County","ok",5,2.755
"40103","Noble County","ok",1,0.422
"20063","Gove County","ok",4,1.551
"22077","Pointe Coupee Parish","ok",2,0.925
"31067","Gage County","ok",4,2.116
"01115","St. Clair County","ok",1,0.415
"28123","Scott County","setaside",NA,0
"13095","Dougherty County","ok",3,1.035
"18061","Harrison County","ok",3,1.484
"16017","Bonner County","ok",3,1.385
"13047","Catoosa County","ok",2,0.562
"22059","LaSalle Parish","ok",2,0.511
"23027","Waldo County","ok",3,1.203
"24027","Howard County","ok",3,1.087
"49035","Salt Lake County","ok",4,2.357
"09003","Hartford County","nodata",NA,NA
"09015","Windham County","nodata",NA,NA
"12087","Monroe County","ok",3,1.036
"39157","Tuscarawas County","ok",4,1.522
"36085","Richmond County","ok",4,2.065
"39071","Highland County","ok",2,0.927
"27077","Lake of the Woods County","ok",2,0.929
"16011","Bingham County","ok",3,1.163
"45045","Greenville County","ok",2,0.825
"46085","Lyman County","ok",2,0.958
"55121","Trempealeau County","nodata",NA,NA
"06113","Yolo County","ok",4,2.024
"48431","Sterling County","ok",3,1.411
"48495","Winkler County","ok",2,0.566
"46071","Jackson County","ok",4,2.082
"49041","Sevier County","ok",3,1.319
"51036","Charles City County","ok",1,0.413
"01023","Choctaw County","ok",2,0.687
"18083","Knox County","ok",3,1.184
"31047","Dawson County","ok",5,3.004
"20057","Ford County","ok",2,0.963
"38105","Williams County","ok",4,1.632
"38017","Cass County","ok",4,1.882
"17069","Hardin County","ok",3,1.484
"31005","Arthur County","ok",4,2.083
"48163","Frio County","ok",2,0.964
"19103","Johnson County","ok",3,1.193
"20133","Neosho County","ok",2,0.746
"21089","Greenup County","ok",2,0.76
"20107","Linn County","ok",2,0.575
"49017","Garfield County","ok",4,1.61
"32011","Eureka County","impossible",NA,-0.097
"31085","Hayes County","ok",2,0.803
"08095","Phillips County","ok",3,1.258
"05013","Calhoun County","ok",2,0.57
"02090","Fairbanks North Star Borough","nodata",NA,NA
"21101","Henderson County","ok",2,0.796
"28051","Holmes County","setaside",NA,0
"28105","Oktibbeha County","setaside",NA,0
"30027","Fergus County","ok",4,1.54
"24023","Garrett County","ok",1,0.41
"22119","Webster Parish","ok",3,1.099
"26059","Hillsdale County","ok",2,0.669
"21141","Logan County","ok",2,0.715
"46033","Custer County","ok",4,1.752
"33013","Merrimack County","ok",2,0.818
"42133","York County","ok",1,0.368
"37161","Rutherford County","ok",2,0.862
"46005","Beadle County","ok",4,2.027
"01043","Cullman County","ok",2,0.598
"13097","Douglas County","ok",3,1.055
"31097","Johnson County","ok",4,2.226
"37187","Washington County","ok",2,0.934
"46075","Jones County","ok",3,1.257
"37007","Anson County","ok",2,0.876
"02100","Haines Borough","nodata",NA,NA
"38007","Billings County","ok",4,2.128
"31003","Antelope County","ok",3,1.402
"29073","Gasconade County","ok",3,1.052
"21031","Butler County","ok",2,0.983
"56005","Campbell County","ok",3,1.16
"13211","Morgan County","ok",2,0.745
"05037","Cross County","ok",4,1.892
"05107","Phillips County","ok",2,0.524
"22093","St. James Parish","ok",2,0.883
"06115","Yuba County","ok",3,1.225
"01117","Shelby County","ok",2,0.795
"08091","Ouray County","ok",3,1.419
"35009","Curry County","ok",1,0.425
"40149","Washita County","ok",1,0.321
"37135","Orange County","ok",5,2.718
"18131","Pulaski County","ok",2,0.69
"26019","Benzie County","ok",2,0.765
"36029","Erie County","ok",5,2.508
"24031","Montgomery County","ok",2,0.977
"51685","Manassas Park city","ok",3,1.094
"51013","Arlington County","ok",4,1.828
"51035","Carroll County","ok",2,0.523
"29183","St. Charles County","ok",3,1.425
"06069","San Benito County","ok",3,1.317
"24035","Queen Anne's County","ok",2,0.79
"20013","Brown County","ok",3,1
"13031","Bulloch County","ok",2,0.651
"21071","Floyd County","ok",2,0.704
"30007","Broadwater County","ok",3,1.414
"13309","Wheeler County","ok",1,0.481
"37049","Craven County","ok",3,1.246
"29087","Holt County","ok",6,13.72
"48295","Lipscomb County","ok",1,0.238
"41009","Columbia County","ok",4,1.741
"45041","Florence County","ok",2,0.782
"38061","Mountrail County","ok",3,1.168
"49053","Washington County","ok",4,1.91
"30003","Big Horn County","ok",4,1.607
"42047","Elk County","ok",2,0.637
"31165","Sioux County","ok",2,0.587
"28031","Covington County","setaside",NA,0
"18013","Brown County","ok",6,6.279
"18019","Clark County","ok",3,1.402
"21021","Boyle County","ok",2,0.944
"21065","Estill County","ok",2,0.883
"48087","Collingsworth County","ok",2,0.908
"48089","Colorado County","ok",2,0.528
"17063","Grundy County","ok",3,1.029
"27081","Lincoln County","ok",3,1.073
"13109","Evans County","ok",2,0.632
"48497","Wise County","ok",1,0.479
"02050","Bethel Census Area","nodata",NA,NA
"13307","Webster County","ok",1,0.224
"13169","Jones County","ok",2,0.55
"13135","Gwinnett County","ok",3,1.086
"55095","Polk County","nodata",NA,NA
"55045","Green County","nodata",NA,NA
"36079","Putnam County","ok",4,1.622
"51700","Newport News city","nodata",NA,NA
"08011","Bent County","ok",3,1.441
"40065","Jackson County","ok",1,0.186
"30089","Sanders County","ok",4,1.634
"48173","Glasscock County","ok",2,0.749
"05047","Franklin County","impossible",NA,-1.648
"40093","Major County","ok",1,0.372
"47125","Montgomery County","ok",2,0.579
"53051","Pend Oreille County","ok",3,1.209
"38055","McLean County","ok",3,1.316
"41027","Hood River County","ok",4,1.637
"19197","Wright County","ok",3,1.143
"48419","Shelby County","ok",1,0.44
"29055","Crawford County","ok",6,19.541
"51017","Bath County","ok",2,0.692
"27111","Otter Tail County","ok",2,0.713
"22075","Plaquemines Parish","ok",1,0.431
"28115","Pontotoc County","setaside",NA,0
"22067","Morehouse Parish","ok",2,0.796
"21029","Bullitt County","ok",2,0.585
"01047","Dallas County","ok",2,0.659
"48093","Comanche County","ok",2,0.517
"30053","Lincoln County","ok",3,1.422
"27021","Cass County","ok",2,0.643
"08007","Archuleta County","ok",3,1.412
"28163","Yazoo County","setaside",NA,0
"55087","Outagamie County","nodata",NA,NA
"29107","Lafayette County","ok",2,0.76
"37195","Wilson County","ok",2,0.745
"39117","Morrow County","ok",3,1.148
"30039","Granite County","ok",3,1.449
"38031","Foster County","ok",4,1.628
"05033","Crawford County","ok",1,0.418
"48053","Burnet County","ok",1,0.432
"29186","Ste. Genevieve County","ok",6,20.23
"48179","Gray County","impossible",NA,-0.053
"17109","McDonough County","ok",4,1.978
"19137","Montgomery County","ok",2,0.862
"05067","Jackson County","ok",2,0.748
"48229","Hudspeth County","ok",5,3.352
"22079","Rapides Parish","ok",2,0.815
"31111","Lincoln County","ok",4,1.731
"48067","Cass County","ok",1,0.458
"47079","Henry County","ok",2,0.554
"51840","Winchester city","nodata",NA,NA
"37061","Duplin County","ok",2,0.734
"37087","Haywood County","ok",3,1.083
"27037","Dakota County","ok",2,0.957
"41025","Harney County","ok",4,1.537
"55001","Adams County","nodata",NA,NA
"29045","Clark County","ok",6,18.727
"21015","Boone County","ok",2,0.773
"21229","Washington County","ok",2,0.689
"22009","Avoyelles Parish","ok",3,1.079
"28137","Tate County","setaside",NA,0
"29227","Worth County","ok",6,15
"31163","Sherman County","ok",4,1.862
"46021","Campbell County","ok",3,1.299
"46063","Harding County","ok",3,1.324
"26057","Gratiot County","ok",1,0.486
"19175","Union County","ok",2,0.745
"17127","Massac County","ok",2,0.714
"31113","Logan County","ok",3,1.124
"31121","Merrick County","ok",4,2.119
"31161","Sheridan County","ok",4,1.585
"21039","Carlisle County","ok",2,0.76
"56025","Natrona County","ok",4,1.798
"13321","Worth County","ok",1,0.46
"18109","Morgan County","ok",2,0.97
"48139","Ellis County","ok",2,0.957
"13229","Pierce County","ok",1,0.378
"18053","Grant County","ok",3,1.497
"12035","Flagler County","ok",2,0.937
"28077","Lawrence County","setaside",NA,0
"22127","Winn Parish","ok",2,0.721
"17073","Henry County","ok",3,1.12
"41041","Lincoln County","ok",3,1.215
"23031","York County","impossible",NA,-0.337
"46029","Codington County","ok",4,1.895
"13231","Pike County","ok",1,0.389
"13259","Stewart County","ok",1,0.246
"34025","Monmouth County","ok",2,0.973
"05021","Clay County","impossible",NA,-1.388
"05045","Faulkner County","ok",2,0.546
"40041","Delaware County","ok",1,0.303
"19107","Keokuk County","ok",2,0.772
"17061","Greene County","ok",3,1.191
"27075","Lake County","ok",2,0.674
"13285","Troup County","ok",2,0.622
"06023","Humboldt County","ok",3,1.471
"47043","Dickson County","ok",2,0.584
"27003","Anoka County","ok",2,0.856
"46009","Bon Homme County","ok",4,2.222
"47059","Greene County","ok",2,0.515
"51183","Sussex County","impossible",NA,-1.284
"18141","St. Joseph County","ok",5,2.66
"38067","Pembina County","ok",4,2.093
"46007","Bennett County","ok",2,0.548
"22115","Vernon Parish","ok",1,0.395
"23019","Penobscot County","ok",5,3.73
"24041","Talbot County","ok",2,0.805
"13257","Stephens County","ok",2,0.712
"06065","Riverside County","ok",4,1.949
"05005","Baxter County","ok",1,0.456
"28007","Attala County","setaside",NA,0
"19169","Story County","ok",3,1.241
"20011","Bourbon County","ok",1,0.243
"51049","Cumberland County","ok",3,1.028
"45085","Sumter County","ok",2,0.655
"02164","Lake and Peninsula Borough","nodata",NA,NA
"54109","Wyoming County","ok",2,0.552
"06029","Kern County","ok",3,1.119
"48097","Cooke County","ok",2,0.56
