"key","value"
"frame_w","1520"
"frame_h","960"
"n_drawn","3143"
"n_impossible","103"
"n_setaside","87"
"n_nodata","150"
"n_ok","2803"
"median_ok","0.928"
"n_states_absent","3"
"n_va_nodata","32"
"worst_impossible_gap","943822"
"impossible_states","19"
"top_impossible_state","Texas"
"top_impossible_n","14"
