"fips","part","pts"
"41021",1,"152 827 3 -2 8 -1 6 2 -6 -20 3 -1 0 -3 3 -1 -2 -3 -18 4 0 1 2 10 2 4 4 0 -1 4 -4 6"
"34029",1,"1382 609 1 -13 -3 -11 -4 0 -1 2 -1 8 -7 10 3 4 4 1 1 -2 7 1"
"05009",1,"855 407 13 1 -1 -1 0 -14 -2 0 -10 0 0 14"
"40031",1,"698 347 15 -1 0 -6 -1 0 0 -6 -3 0 -2 -2 -6 0 -5 -2 0 4 -5 0 0 3 1 10 6 0"
"48253",1,"666 278 -1 -16 -1 0 -15 1 0 16 5 0 12 -1"
"48185",1,"771 198 9 1 1 -8 1 -14 -9 -1 -2 4 1 3 -2 7 1 8"
"26049",1,"1108 676 2 -13 -6 -1 0 -3 -6 -1 -2 13 0 3 6 1 6 1"
"22007",1,"931 174 4 0 3 -5 -3 -8 -3 -3 0 3 0 4 -3 1 -3 4 1 2 4 2"
"28013",1,"971 327 8 0 0 -3 3 0 1 -9 -1 -3 -10 -1 0 5 -1 11"
"28041",1,"998 228 13 2 1 -12 1 -4 -13 -1 -2 15"
"30017",1,"522 800 7 -1 5 -1 0 -7 3 -3 6 -2 6 0 7 2 -1 -5 -4 0 -1 -12 -1 0 -2 -13 -1 0 -30 4 1 12 1 0 1 13 1 0 1 12 1 1"
"46109",1,"744 753 17 0 0 -4 -2 -3 -5 -3 0 -3 4 -6 6 -3 -14 0 -6 -1 0 9 0 14"
"17141",1,"946 622 8 0 6 1 0 -2 6 0 1 -9 -11 -1 -8 0 -1 1 -1 10"
"38077",1,"743 766 1 12 12 0 3 -9 2 -2 1 -9 -1 -2 0 -3 -17 0 0 2 -1 11"
"55005",1,"874 744 4 0 12 1 1 -13 0 -3 -3 0 -13 -1 -1 16"
"55051",1,"920 789 -3 -9 5 -2 3 -6 5 -1 1 -11 -3 -1 -7 0 0 6 -3 0 -1 3 -3 0 0 13 2 7 4 1"
"27157",1,"874 701 4 -2 4 -2 2 -5 -5 -1 0 -3 -7 0 0 3 -6 0 0 6 3 0 0 4 5 0"
"06015",1,"21 722 13 -4 8 -2 -2 -3 -5 -2 0 -5 -2 -3 1 -6 -2 -2 -2 4 -10 3 1 8 -5 7 5 0 0 5"
"40127",1,"786 336 4 0 0 3 14 0 4 0 0 -6 -4 0 0 -10 -3 0 0 -3 -19 0 0 13 4 0 0 3"
"53007",1,"167 919 0 6 6 2 4 -1 0 -5 5 -9 -1 -2 5 -4 1 -4 4 -2 -4 -5 -6 0 0 -2 -4 -5 -1 -5 4 -2 0 -4 -8 2 -11 10 -3 7 2 6 -1 5 3 3 6 4 -1 5"
"26141",1,"1077 765 2 1 12 2 4 0 27 -12 1 -5 -35 -5 -10 -1 -2 15 1 5"
"40027",1,"726 364 0 1 16 0 0 -16 -6 1 0 4 -6 6 0 2 -4 2"
"36105",1,"1336 665 9 8 10 -3 -3 -5 6 -3 1 -2 -2 -3 -7 -2 0 -3 -7 2 -3 3 0 5 -4 3"
"37149",1,"1181 395 3 1 6 -5 1 -2 -7 -1 -5 -1 0 4 2 4"
"37165",1,"1265 395 4 -3 1 -4 1 -2 -3 -6 -8 5 3 5 -1 3 3 2"
"37085",1,"1276 415 2 3 6 -2 2 0 4 -6 -1 -3 -5 0 -9 -4 -3 3 4 9"
"37105",1,"1276 415 -4 -9 -3 1 -4 4 0 2 5 2 1 3 5 -3"
"18159",1,"1056 565 0 -1 0 -6 -10 -1 -1 6 0 1 11 1"
"20027",1,"738 519 11 0 0 -12 0 -4 -12 0 0 7 1 9"
"40145",1,"783 382 -2 0 2 2 0 10 4 0 2 -3 3 0 7 0 -2 -7 0 -3 -11 -1 -3 2"
"30083",1,"547 832 1 2 1 7 4 0 5 1 8 -1 11 -5 -2 -21 -2 -2 -7 1 -3 0 1 6 -2 4 -9 1 0 3 -6 0 0 4"
"05003",1,"914 295 0 -14 -18 -1 -3 6 5 5 0 4 16 0"
"05041",1,"914 318 2 -2 6 0 -2 4 3 2 5 1 2 -4 -6 -1 2 -3 -5 -10 -1 -3 -6 -1 -1 8 -3 0 0 7 4 2"
"47135",1,"1012 391 0 1 3 -1 4 1 0 -6 3 -2 -2 -5 -7 -1 -1 -2 1 4 -2 4 -1 3 2 4"
"27163",1,"853 725 0 6 7 0 -1 -3 1 -13 -1 -4 -5 1 -1 4 0 9"
"51740",1,"1340 480 1 1 1 0 2 -4 -4 1 0 2"
"42051",1,"1221 578 4 0 3 -1 5 3 5 -3 -2 -7 1 -5 -2 0 -8 -2 -4 0 -2 7 -2 2 4 5 -2 1"
"54023",1,"1252 550 -2 -8 2 -4 -2 -4 -7 4 0 9 -5 -1 5 6 4 0 5 -2"
"51171",1,"1265 545 7 0 1 -2 -2 -5 -4 -4 -2 -5 -7 4 1 5 3 2 3 5"
"48235",1,"612 228 18 -1 -1 -16 -8 0 -10 1 1 16"
"29025",1,"826 526 0 2 12 0 1 -6 0 -4 -13 0 0 8"
"12107",1,"1219 181 -1 9 3 2 4 3 7 2 2 -3 1 -5 1 -4 3 -4 -8 -4 -2 2 -1 4 -3 1 -6 -3"
"18025",1,"1040 489 11 1 0 1 1 0 1 -7 -2 -2 -3 -2 -1 3 -3 -1 -3 2 -1 5"
"29111",1,"888 547 13 0 -1 -2 1 -6 2 -3 -11 0 -4 0 0 11"
"31075",1,"613 604 -2 0 1 10 2 3 15 -1 0 -13 -16 1"
"16071",1,"319 650 2 12 9 -2 0 3 5 -1 2 3 7 -9 -2 -11 -1 1 -22 4"
"17139",1,"978 535 8 1 0 -5 1 -8 -3 0 -7 7 1 5"
"21107",1,"1024 457 1 -5 1 -2 -2 -5 2 -3 -5 -3 -5 2 -3 1 -1 6 12 9"
"16035",1,"268 823 -4 4 -2 2 1 5 3 -1 3 11 33 -7 0 -4 6 -5 1 -4 -27 0 -5 -7 -4 2 -5 4"
"21013",1,"1128 436 2 4 5 5 0 1 2 0 1 -1 0 -6 2 -3 -6 -3 -7 -1 1 4"
"27035",1,"832 785 -1 -8 1 -12 0 -3 -15 -1 1 5 0 19 14 0"
"04009",1,"338 318 0 6 4 2 5 1 5 -1 1 4 3 -1 3 -3 10 4 -3 -20 5 -14 1 -4 -1 -4 3 -4 -41 6 1 3 4 25"
"05123",1,"923 360 16 1 3 0 0 -9 -20 -1 0 -1 -2 5 3 0 0 5"
"13101",1,"1179 218 0 6 3 2 1 1 4 0 3 -4 5 0 1 -4 -3 0 -14 -1"
"20105",1,"706 504 0 3 16 0 -1 -10 0 -3 -15 0 0 10"
"20183",1,"691 537 9 -1 6 0 0 -16 -15 1 -1 0 1 16"
"12065",1,"1152 216 8 1 4 0 1 -3 -4 -3 1 -2 -3 -6 -2 -2 -2 -6 0 -7 -2 1 -2 12 0 6 2 4 -1 5"
"28005",1,"929 220 3 1 11 1 3 0 0 -13 -8 0 -8 -1 0 11 -1 1"
"05097",1,"838 339 1 2 5 1 10 1 0 -13 0 -2 -2 0 -14 0 0 11"
"26025",1,"1078 642 2 -13 -3 0 -13 -1 -1 12 6 1 9 1"
"01029",1,"1091 329 4 2 0 -3 3 -8 2 -7 -11 0 -6 -1 2 2 4 4 0 9 2 2"
"08123",1,"531 583 24 -2 13 -1 -1 -17 -16 1 -2 -19 -22 2 -3 0 1 10 1 3 3 0 2 23"
"40009",1,"676 371 0 -1 0 -13 -1 0 -12 0 0 -3 -3 0 -3 1 0 5 1 9 12 -1 0 4 6 -1"
"06049",1,"96 700 15 -4 23 -6 -8 -29 -35 10 -3 0 8 29"
"19153",1,"835 604 3 0 10 1 1 -13 0 -1 -3 1 -10 -1 -1 4 0 9"
"13179",1,"1212 274 2 1 1 2 5 -3 6 -1 1 -3 4 -3 4 -1 3 0 -1 -6 -2 0 -3 3 -6 -1 -2 2 -5 2 -4 3 0 4 -3 1"
"48349",1,"764 253 5 -3 5 -9 -14 -8 -6 1 -6 10 16 9"
"48047",1,"693 69 10 0 5 0 3 -2 -1 -16 -11 1 -3 0 1 10 -2 0 -2 7"
"47187",1,"1051 400 1 -6 -2 -3 -3 -1 -13 4 0 4 0 4 4 0 8 0 5 -2"
"56021",1,"557 602 -1 -6 -1 -15 -24 2 -9 1 2 24 17 -1 0 -4 16 -1"
"53003",1,"243 832 4 -2 1 -10 -2 -2 1 -4 -14 3 2 4 2 9 5 0 1 2"
"27155",1,"761 753 0 3 8 0 0 -9 0 -7 -15 0 0 3 5 3 2 3 0 4"
"17017",1,"943 544 0 -7 0 -1 -16 -1 1 4 5 5 2 -2 4 0 4 2"
"13247",1,"1137 328 1 1 2 -1 0 -3 -3 -5 -4 3 2 0 2 5"
"42067",1,"1298 611 -9 -6 -6 -6 -3 -4 0 -2 -2 4 5 9 5 5 7 1 3 -1"
"42083",1,"1252 653 2 1 3 -14 -6 -2 -2 1 -12 -3 -2 14 17 3"
"40049",1,"748 346 0 -8 -6 0 0 -5 -7 0 -6 0 0 7 -3 0 0 6 22 0"
"31021",1,"761 609 6 0 1 1 4 -3 0 -3 2 -3 -1 -4 -9 0 -3 2 0 10"
"35045",1,"444 445 2 -1 -2 -3 -5 -3 -3 -21 -1 -8 -41 5 5 36 19 -2 26 -3"
"36073",1,"1236 711 13 3 3 -18 -12 -3 -4 18"
"22031",1,"849 250 3 -2 0 -2 6 -7 -3 -3 -13 0 -5 5 -1 8 3 0 6 5 3 -1 1 -3"
"06019",1,"120 526 6 -6 -1 -4 2 -1 0 -7 4 -3 1 -3 1 -6 -1 -5 -18 4 -1 -3 -9 3 -1 -3 -4 1 -4 -2 -3 -2 -9 1 -2 -8 -12 -7 -8 10 2 3 -1 3 3 1 1 6 -7 11 14 8 2 -10 5 -2 4 1 8 -1 4 5 5 1 0 3 5 -1 2 2 2 5 10 6"
"13105",1,"1172 352 1 -2 5 -7 2 -2 -3 1 -4 -1 -6 2 -3 3 -1 3 3 0 6 3"
"01005",1,"1102 264 5 1 2 -3 4 1 0 -3 -2 -5 1 -3 0 -1 -2 -2 -6 -1 0 -3 -10 -1 2 6 -1 4 2 4 5 2 0 4"
"37017",1,"1283 391 12 3 4 -4 5 -6 3 -3 -2 -3 -6 -1 -7 2 -6 -1 1 8 -4 5"
"48111",1,"572 414 24 -2 -1 -16 -26 1 2 17 1 0"
"17167",1,"965 539 0 -4 -5 -3 -4 -4 1 -4 -5 -1 -6 0 -2 7 -1 6 0 1 6 0 2 3 3 0 5 -2 6 1"
"40035",1,"793 425 10 0 2 0 0 -12 0 -6 -10 0 0 3 -3 0 0 13 1 2"
"47035",1,"1095 411 5 1 6 -5 2 -3 -3 -3 -3 -3 -10 -1 -1 1 1 3 -1 4 0 5 4 1"
"26137",1,"1066 743 9 1 2 -12 -13 -1 -1 9 3 0 0 3"
"19161",1,"792 629 13 0 2 -3 0 -9 -7 0 -6 0 0 9 -2 3"
"49015",1,"352 558 3 -7 0 -2 29 -5 0 -4 -2 -2 -4 -9 -1 -6 2 -4 1 -9 -1 -1 -36 6 3 19 3 16 1 0 2 8"
"53019",1,"225 931 15 -4 -1 -4 0 -9 -4 -5 0 -8 -3 -4 -1 -3 -4 0 0 -5 -4 0 -1 3 -4 -1 -2 3 9 37"
"30109",1,"566 814 7 -1 2 2 0 -3 -2 -25 -8 1 -1 2 -5 0 1 6 5 2 3 4 -1 8 -1 4"
"35027",1,"478 339 19 -2 0 4 12 -2 -1 -9 -2 -25 -1 -10 -13 1 1 7 -12 1 0 3 -19 2 0 3 0 7 10 -2 1 7 4 -1 1 16"
"40021",1,"805 394 6 0 0 -19 -9 0 0 6 -5 0 0 3 2 7 3 3 3 0"
"27173",1,"764 712 16 0 0 3 3 1 6 -6 3 -2 1 -6 -7 0 0 3 -13 0 -9 0 0 7"
"48231",1,"767 290 13 3 0 -7 0 -9 -2 0 -2 -4 2 -1 -5 0 -6 0 0 5 0 13"
"48335",1,"633 264 -1 -17 -5 1 -11 0 1 16 16 0"
"48499",1,"797 276 4 0 1 2 0 -4 0 -12 -11 2 -3 2 -1 1 -1 9 11 0"
"40113",1,"745 410 0 3 4 0 1 3 4 1 0 8 7 0 15 0 0 -22 0 -9 -8 0 -5 4 -2 1 -4 4 -2 1 -1 4 -2 0 -4 -3 -2 2 -1 3"
"37039",1,"1122 380 3 2 3 0 2 2 2 -2 4 1 4 1 -1 -4 -3 -1 -4 -6 -4 0 -5 -1 -1 8"
"26107",1,"1050 690 13 2 1 -13 -12 -1 -2 12"
"21195",1,"1160 477 4 0 3 3 7 -6 4 0 -8 -10 -7 -5 -5 2 0 1 3 6 -1 2 0 7"
"12067",1,"1174 204 3 0 2 -5 2 0 7 -3 3 -4 -1 -2 -13 -2 -2 2 -1 14"
"37035",1,"1201 404 4 8 1 2 5 2 2 -2 3 -2 2 -6 -17 -2"
"21025",1,"1141 474 9 -5 -3 0 -1 -4 -2 0 -6 -4 -4 -1 -2 7 1 5 3 2 5 0"
"48075",1,"644 345 12 -1 0 -7 0 -9 -13 1 1 16"
"29181",1,"918 422 13 0 2 -5 1 -6 -6 -1 -10 0 0 12"
"17179",1,"953 569 6 0 1 -5 1 0 1 -10 -9 -1 -3 0 -1 4 -5 0 1 2 6 3 2 7"
"48243",1,"494 204 2 1 27 14 15 -14 4 -4 -12 -8 -3 0 -33 11"
"51678",1,"1248 495 1 0 -1 -1 0 1"
"05135",1,"909 409 1 0 4 -4 1 -4 -3 -1 0 -13 -3 2 -7 -1 1 3 -1 9 4 0 -1 3 4 0 0 6"
"08069",1,"504 567 -4 13 -3 4 0 3 25 -3 9 -1 -2 -23 -3 0 -1 -3 -16 1 -3 4 -2 5"
"37177",1,"1357 453 4 0 2 -2 -3 -2 -1 -3 2 -9 -12 -1 1 6 -2 6 6 3 3 2"
"27131",1,"853 691 -9 -1 -3 0 -1 13 7 0 0 -3 6 1 0 -10"
"29219",1,"909 501 5 -4 4 0 1 -12 -5 2 -5 4 -2 -1 -1 1 -1 5 5 0 -1 5"
"21227",1,"1046 438 1 7 6 0 4 -3 5 0 -1 -5 -7 -7 -5 2 -1 2 -2 4"
"22017",1,"836 267 0 7 0 5 7 0 1 -6 0 -7 1 -5 4 -6 5 -4 -5 -1 -1 3 -3 1 -6 -5 -3 0 0 7 0 11"
"46121",1,"664 662 0 -14 -27 1 0 15 27 -2"
"19127",1,"850 617 7 1 6 0 0 -13 -12 0 -1 12"
"40141",1,"683 339 3 -2 5 0 0 -3 5 0 0 -4 2 -2 -1 -7 -2 -1 -6 2 -2 1 -7 1 0 4 -1 3 1 5 3 3"
"37113",1,"1150 388 8 -11 -11 -2 -5 5 -3 0 1 4 0 1 10 3"
"54063",1,"1214 487 5 -1 6 1 2 -2 -2 -3 1 -1 -5 -4 -1 2 -7 -6 -3 2 4 12"
"18155",1,"1080 512 2 1 7 0 3 -1 -3 -3 -3 -2 -5 -3 -1 8"
"21105",1,"974 419 -1 2 3 3 9 0 0 -10 -3 3 -8 2"
"01061",1,"1094 229 2 0 7 1 1 -8 -17 -2 -5 0 0 7 12 2"
"17099",1,"962 600 -1 2 7 0 9 1 0 -6 2 -13 -10 -1 1 -7 -3 0 -1 7 -3 -1 -1 8 0 10"
"19055",1,"894 635 12 1 1 -13 -6 0 -7 -1 0 13"
"20127",1,"762 493 3 -1 1 -3 0 -8 -13 0 -4 0 0 3 1 7 1 3 11 -1"
"19051",1,"881 570 0 -11 -5 0 -7 0 -1 11 13 0"
"16015",1,"275 746 2 -6 4 -2 -2 -4 1 -4 -4 2 -10 -2 -5 -5 -5 -3 -4 0 -6 10 2 12 2 0 3 2 17 -3 5 3"
"55081",1,"908 688 1 4 16 0 1 -15 -16 -1 -1 12 -1 0"
"37143",1,"1340 459 3 1 11 -9 -6 -3 -1 0 0 2 -5 0 -2 4 0 5"
"12047",1,"1179 209 -2 1 -2 7 -1 0 5 1 14 1 -1 -2 3 -5 -1 -3 -3 0 -5 2 -4 0 -3 -2"
"18035",1,"1064 565 3 0 6 1 1 -3 1 -8 -10 -1 -1 11"
"12075",1,"1190 181 9 1 4 -3 5 1 1 -10 -4 0 1 -7 -7 -2 -13 -3 -4 6 -3 3 6 2 3 3 2 9"
"28045",1,"987 182 -6 -1 -4 3 0 3 -2 4 4 2 0 5 6 1 1 -11 1 -6"
"13315",1,"1162 261 -4 -1 0 7 -1 3 9 1 5 -7 1 -2 -10 -1"
"22081",1,"849 250 5 1 1 0 7 0 1 -3 1 -4 -3 -3 -3 -2 -6 7 0 2 -3 2"
"47093",1,"1128 417 6 0 3 -3 0 -1 1 -3 -4 -3 -5 -1 -6 -4 -3 3 0 1 2 3 6 8"
"23017",1,"1411 814 2 1 4 -1 4 -8 3 -10 3 3 4 -5 7 -1 2 -3 0 -10 -2 -7 -3 -1 -2 5 -4 -5 4 -3 -1 -6 -5 -2 -5 17 -4 14 -7 22"
"29095",1,"815 493 0 7 0 3 4 0 5 4 2 -1 3 -2 0 -8 0 -3 -14 0"
"13281",1,"1134 373 11 2 -2 -5 0 -2 -1 -1 -3 0 -1 3 -3 1 -1 2"
"28129",1,"982 256 1 -15 -3 -1 -8 -1 0 9 -3 1 0 6 13 1"
"16075",1,"232 748 12 -3 -5 -5 -3 1 -2 -7 -3 1 -3 3 2 5 0 3 2 2"
"16079",1,"276 878 1 4 3 2 3 -5 4 -9 2 -2 1 -8 -3 -1 4 -5 0 -1 4 -3 5 -12 2 -1 -33 7 0 3 3 14 4 17"
"37095",1,"1349 423 -3 3 -1 6 -2 3 6 1 12 1 3 1 4 -6 5 -12 -7 -6 -2 3 -8 2 -5 3 -2 1"
"19067",1,"855 655 12 0 1 -11 -13 -1 0 12"
"21145",1,"980 440 0 1 11 -5 2 -2 1 -3 -10 -1 0 1 -4 9"
"21225",1,"1004 464 4 0 -1 4 6 -10 -5 -6 -4 1 -2 2 -1 3 3 6"
"46125",1,"739 664 7 0 5 0 0 -15 -6 0 0 3 -6 0 0 12"
"47029",1,"1149 416 2 4 9 -8 -1 -6 -4 0 -5 -4 -2 7 1 7"
"47067",1,"1140 434 14 2 4 0 -3 -2 -5 -2 -4 -5 -3 0 -1 5 -2 2"
"47071",1,"1002 374 0 1 3 1 2 -1 5 0 1 -3 1 -11 -6 -1 -5 0 -1 0 0 14"
"45067",1,"1268 365 1 3 11 0 -4 -10 6 -10 -4 2 -1 1 -7 6 -2 8"
"22117",1,"969 211 3 0 -3 -13 -5 0 -8 1 -3 11 2 0 14 1"
"29207",1,"942 427 4 4 5 1 2 3 3 0 0 -1 3 -6 0 -3 0 -8 -7 0 -6 -1 0 4 -4 7"
"13093",1,"1149 275 7 1 1 -6 1 -3 -11 -2 -3 5 2 4 3 1"
"27145",1,"798 747 13 0 9 1 3 -8 3 -5 -2 -4 -3 -1 -4 1 -9 0 0 3 -10 0 0 13"
"31155",1,"751 589 9 -1 3 -2 3 -4 1 -3 0 -5 -4 -1 0 1 -12 0 0 15"
"27141",1,"823 740 10 0 7 0 0 -5 0 -6 -2 1 -4 0 -8 5 -3 5"
"46035",1,"715 677 9 0 0 -13 -4 0 -6 1 1 12"
"47025",1,"1140 434 2 -2 1 -5 -2 -2 -6 -1 -3 1 -4 1 -3 6 2 0 7 1 6 1"
"48337",1,"716 311 3 -2 7 5 3 -3 2 0 0 -17 -13 0 -2 1 0 16"
"48049",1,"677 245 3 0 6 0 7 -14 -3 0 -1 -3 -6 -5 -3 0 -4 0 1 22"
"55101",1,"981 648 6 1 27 2 1 -3 0 -4 -30 -2 -3 -2 -1 8"
"55115",1,"951 726 6 1 1 -4 6 1 0 -3 6 0 7 1 0 -7 1 -3 -10 -1 0 3 -16 -1 -1 13"
"19009",1,"800 604 10 0 0 -10 1 -3 -9 0 -1 3 -1 10"
"48207",1,"655 295 15 -1 0 -16 -4 0 -12 1 1 16"
"40083",1,"727 394 6 0 3 0 1 -6 5 -2 0 -8 -15 0 0 16"
"36065",1,"1308 720 6 -1 9 9 4 -13 -2 -7 2 -6 -1 -1 -5 -1 -4 1 -1 4 -5 4 -4 -1 -1 12 2 0"
"08065",1,"484 528 6 0 2 -1 -2 -2 -1 -9 -11 1 3 5 0 4 3 2"
"40121",1,"792 362 0 -5 3 0 0 -4 -5 -1 0 -13 0 -3 -4 0 -7 0 0 3 -6 0 0 3 0 11 3 4 8 1 3 2 5 2"
"54017",1,"1205 550 2 -1 -1 -5 1 -5 -3 -3 -2 0 -3 7 6 7"
"54105",1,"1188 537 2 -5 2 0 -2 -5 -6 -1 -3 4 4 5 3 2"
"33003",1,"1422 778 5 -17 3 -9 -5 -1 -2 0 -9 5 -2 4 5 3 -2 5 -3 5 4 -2 0 4 6 1 0 2"
"54095",1,"1193 551 2 3 3 0 4 -4 3 0 -6 -7 -4 1 -1 4 -3 0 2 3"
"27079",1,"840 703 1 -13 -7 0 0 2 -6 -1 2 4 0 4 0 4 10 0"
"53017",1,"191 900 0 4 6 0 0 -4 6 2 2 -2 5 3 2 -1 1 -7 -3 1 -4 -2 0 -3 -3 -2 -2 -4 -6 -2 0 -3 -9 2 -4 -3 -1 -4 -1 2 0 4 -4 2 1 5 4 5 0 2 6 0 4 5"
"36009",1,"1228 669 5 -3 11 6 4 0 4 -19 -17 -3 -4 -1 -3 20"
"55027",1,"960 675 4 1 12 1 1 -4 0 -12 -3 -1 -13 0 0 3 -1 12"
"19105",1,"901 623 6 0 6 0 1 -9 0 -4 -13 0 0 13"
"20007",1,"705 443 0 -3 3 0 0 -15 -6 1 -13 0 0 14 0 3 16 0"
"29169",1,"879 464 6 0 5 0 0 -15 -6 0 0 2 -5 2 0 5 0 6"
"01045",1,"1104 245 1 -11 -2 -3 -5 1 -2 -3 -2 0 -2 15 2 0 10 1"
"20109",1,"622 508 2 0 16 -1 -1 -16 -8 0 -10 1 1 16"
"06039",1,"88 519 10 6 3 -1 3 5 10 6 1 -2 4 -1 1 -6 -10 -6 -2 -5 -2 -2 -5 1 0 -3 -5 -1 -4 -5 -8 1 -4 -1 -5 2 -2 10 2 2 8 0 5 0"
"29075",1,"815 550 10 0 0 -9 0 -4 -10 0 0 3 0 10"
"31009",1,"661 614 2 0 13 0 0 -13 -16 1 1 12"
"49009",1,"419 596 -2 -12 -3 1 0 7 -5 1 -14 -2 -2 2 -1 0 1 7 26 -4"
"56031",1,"527 637 0 6 11 -1 6 0 -3 -35 -17 1 1 12 2 17"
"37071",1,"1205 399 14 2 -1 -10 -8 0 -2 5 -3 3"
"35019",1,"500 366 1 6 34 -3 0 -3 -1 -13 -7 1 0 -3 -3 0 0 -3 -14 1 -1 -10 -12 2 1 9 2 16"
"30037",1,"439 804 0 2 10 -1 -1 -5 3 -2 0 -7 1 -4 0 -5 -4 0 -12 2 -1 -3 -5 1 0 6 6 -1 3 17"
"37101",1,"1295 430 3 -3 2 -4 2 -1 -1 -6 0 -3 -4 -3 -3 -2 -4 2 -4 6 -2 0 5 8 6 6"
"06085",1,"30 538 1 6 3 1 4 -2 2 0 11 -3 1 -4 -2 -3 0 -5 5 -2 -2 -6 -7 2 -4 -2 -3 7 -6 6 -3 5"
"45019",1,"1277 329 7 -5 -1 -4 -4 0 -2 -4 -6 -6 -1 -2 -5 -5 -3 -1 -4 -3 -6 1 0 4 -2 3 1 4 7 0 2 4 -3 4 3 -1 4 -4 3 2 5 9 4 1 1 3"
"53005",1,"190 853 3 -7 -2 -8 5 -5 1 -2 -2 -5 -4 -2 -7 2 -4 1 -3 -2 -5 1 2 7 5 21 5 -1 5 2 1 -2"
"29001",1,"877 550 0 -2 0 -10 -14 0 0 11 5 0 9 1"
"39043",1,"1130 613 6 2 -2 3 1 5 2 -1 7 1 1 1 3 -15 -14 -2 -1 6 -3 0"
"17183",1,"999 559 -1 3 12 2 0 -1 1 -12 0 -10 -11 -1 -1 19"
"29189",1,"942 496 -1 -1 -3 -2 -1 -5 2 -2 -2 -5 -3 4 -5 -1 -4 -1 0 6 5 2 3 6 4 2 5 -3"
"17007",1,"965 634 5 0 1 0 1 -12 -6 -1 -1 13"
"06103",1,"79 646 0 -4 3 -4 -4 -3 -4 -1 -3 -4 -5 -2 -7 2 -1 -3 -24 6 2 7 2 10 -2 2 9 0 3 -2 4 1 5 -2 9 0 1 -1 7 -1 5 -1"
"55025",1,"939 658 3 4 19 1 0 -3 1 -13 -9 -1 -13 0 -1 12"
"48151",1,"649 279 0 -16 -16 1 1 16 4 -1 11 0"
"22085",1,"855 236 0 -5 3 1 1 -7 3 0 0 -6 -5 0 -1 -4 -3 0 -1 -3 -1 0 -1 3 -2 1 0 5 -5 5 1 5 -2 5 13 0"
"17137",1,"926 532 1 1 0 2 16 1 1 -6 2 -7 -7 -1 -4 0 0 4 -2 5 -7 1"
"13235",1,"1156 276 3 5 6 -4 2 -3 -1 -3 -9 -1 -1 6"
"37015",1,"1321 448 1 3 15 3 0 -4 2 -4 3 -1 -4 -5 -7 -1 -4 1 -7 4 1 4"
"37167",1,"1238 408 3 0 5 -4 -1 -4 2 -4 -7 1 -2 -2 -4 0 4 13"
"47143",1,"1102 398 3 3 2 -3 -1 -6 -3 -6 -3 -1 -3 1 0 4 5 8"
"37079",1,"1312 427 7 -4 2 -3 -5 -4 -5 0 -2 8 3 3"
"21131",1,"1136 457 1 2 8 -3 1 -6 -2 -2 -6 -3 -1 1 -2 8 1 3"
"24039",1,"1343 529 5 4 4 1 3 -6 -1 -5 -4 -4 -4 -1 -4 1 -4 -3 -1 6 4 1 2 6"
"17123",1,"963 582 3 1 1 -7 -12 -1 -5 2 0 6 5 1 3 -2 5 0"
"21143",1,"1001 439 3 2 2 0 5 -8 -8 -4 -2 4 0 6"
"48095",1,"648 228 12 0 4 -4 -1 -14 -16 0 1 18"
"48081",1,"626 234 1 14 5 -1 13 0 -1 -14 -18 1"
"47133",1,"1088 425 5 -4 2 -8 -1 -2 -2 0 -7 3 -3 2 0 4 1 3 5 2"
"26063",1,"1111 711 24 3 5 -16 -25 -5 -9 -1 -1 2 -6 3 12 14"
"26069",1,"1093 708 -2 13 40 6 4 -13 -24 -3 -18 -3"
"13069",1,"1178 256 0 4 4 2 1 -5 7 1 2 -7 -1 -4 -6 -1 -1 1 -9 0 0 2 3 7"
"13299",1,"1191 240 0 7 1 4 3 0 2 -1 2 -5 3 -2 3 -1 1 -3 2 -3 -8 -1 0 -8 9 1 -1 -8 -6 -1 -2 9 -2 0 -1 5 -3 1 -3 6"
"38037",1,"623 762 0 6 -1 3 1 12 -1 0 0 3 10 0 -1 -3 11 -1 0 -9 6 -1 0 -3 -7 -6 -5 -3 -5 0 -4 2 -4 0"
"22051",1,"957 179 3 1 2 0 0 -10 4 0 -2 -3 0 -3 3 -6 1 -4 3 -6 0 -5 -6 -2 0 3 2 4 -1 5 -3 1 -2 8 -2 0 2 5 -2 1 -2 4 0 7"
"22103",1,"956 199 8 -1 5 0 3 -5 3 -2 2 -4 0 -3 4 -3 -4 -1 -5 0 -4 1 -6 -1 -2 0 0 2 -3 4 -1 13"
"19083",1,"843 630 13 0 0 -3 1 -9 -7 -1 -6 0 0 10 -1 3"
"22023",1,"871 171 8 0 4 0 1 -19 -17 6 -5 1 -2 -1 -4 0 -9 -1 -2 -3 0 3 -3 5 2 2 4 6 19 1 4 0"
"39027",1,"1111 540 9 1 3 0 0 -6 -5 -5 -2 -1 -3 0 -1 0 -1 11"
"27137",1,"848 825 0 7 -1 20 3 0 6 -3 2 -4 4 1 3 -8 2 1 0 3 6 1 1 -3 5 -2 2 -24 1 -27 -6 -4 -2 2 -3 -4 -2 0 0 4 -19 -1 0 10 -1 3 0 22 -1 6"
"39093",1,"1145 624 10 8 2 -19 3 -2 -2 -3 -3 -1 -2 -3 0 -2 -4 -1 -1 8 -3 15"
"19015",1,"832 617 6 0 0 -13 -3 0 -9 0 -1 13 7 0"
