"name","born_all","born_through_2020","median_birth_year","census_2020","census_rank","pct_still_counted"
"DILLON",66270,64383,1998,57539,820,89.3699
"MARSHALL",98604,94252,1964,57529,821,61.0374
"JADA",67661,66265,2004,57490,822,86.7577
"JOEY",61402,59271,1977,57447,823,96.9226
"MARIANNE",65569,65105,1956,57194,824,87.8489
"ORLANDO",49696,48160,1985,57035,825,118.428
"MCKENZIE",67045,63273,2006,56889,826,89.9104
"SONYA",65954,65430,1971,56885,827,86.9402
"VERNON",148389,147794,1940,56780,828,38.4183
"ADRIENNE",68756,67886,1978,56597,829,83.3707
"GRACIE",84166,77807,2005,56345,830,72.4164
"SAWYER",84176,63569,2016,56257,831,88.4975
"MARIANA",45972,39741,2007,56200,832,141.416
"SKYLER",69539,65249,2004,56083,833,85.9523
"NADIA",46618,43458,2004,56039,834,128.95
"VERA",149854,143035,1928,55795,835,39.0079
"DWAYNE",77200,76504,1969,55729,836,72.8446
"BILLIE",135300,133568,1939,55679,837,41.6859
"CASSIDY",64583,61184,2001,55593,838,90.862
"ANGELO",86956,81427,1980,55360,839,67.9873
"KIRK",68264,67986,1965,55261,840,81.2829
"NICHOLE",63954,63706,1984,55220,841,86.6794
"KARI",60627,59863,1978,55005,842,91.8848
"CLINTON",98005,97470,1968,54834,843,56.2573
"HILDA",81200,80929,1926,54736,844,67.6346
"BOBBIE",107049,106688,1947,54717,845,51.2869
"LILLY",66752,60440,2009,54556,846,90.2647
"LYNNE",62415,62373,1956,54525,847,87.4176
"ALANA",68295,59776,2006,54144,848,90.5782
"GUY",91102,90531,1953,54143,849,59.806
"KENT",69493,68940,1961,54012,850,78.3464
"MARTA",17581,17193,1966,53965,851,313.878
"SIDNEY",108987,107567,1950,53874,852,50.0841
"THELMA",226602,226459,1924,53801,853,23.7575
"DALLAS",87085,77861,1996,53582,854,68.8175
"YVETTE",64233,63611,1969,53499,855,84.1034
"ARIA",96373,65349,2018,53360,856,81.6539
"GAGE",61055,59222,2006,53248,857,89.9125
"KAI",78710,54191,2017,53204,858,98.1787
"RYLEE",74557,62014,2012,53194,859,85.7774
"EZRA",111768,68916,2019,52906,860,76.7688
"FATIMA",38991,34462,2007,52703,861,152.931
"EASTON",80441,61286,2016,52590,862,85.8108
"JONATHON",65836,65227,1990,52576,863,80.6047
"ROXANNE",59587,58685,1967,52496,864,89.4539
"JORDYN",68060,61908,2009,52485,865,84.779
"SHERI",60578,60545,1966,52459,866,86.6446
"ELISA",47804,44157,1986,52348,867,118.55
"MALLORY",60144,56690,1997,52306,868,92.2667
"STUART",69190,68939,1959,52140,869,75.6321
"MILTON",118551,117881,1936,51890,870,44.019
"SAUL",43362,40687,1998,51866,871,127.476
"MARIBEL",25055,24406,1987,51831,872,212.37
"MOHAMMAD",17193,14731,2006,51757,873,351.347
"ROLAND",101191,99032,1945,51667,874,52.172
"KENNY",52479,51667,1968,51666,875,99.9981
"GAYLE",66308,66278,1952,51625,876,77.8916
"TERRENCE",72939,72283,1971,51590,877,71.3722
"KAYDEN",81717,65566,2015,51575,878,78.6612
"KAITLIN",57430,57276,1994,51533,879,89.9731
"LONNIE",101481,100926,1953,51396,880,50.9244
"ISMAEL",44289,38018,2002,51341,881,135.044
"CONNER",57262,55250,2005,51296,882,92.8434
"LENA",146805,141013,1926,51228,883,36.3286
"GENEVIEVE",125282,116111,1934,51136,884,44.0406
"CELESTE",65678,59232,1992,51111,885,86.2895
"BOB",93308,93280,1942,51102,886,54.7834
"TERRANCE",70921,70122,1977,51100,887,72.873
"ROSEMARIE",51459,50882,1948,51041,888,100.312
"MYA",62363,57675,2009,51028,889,88.4751
"DARYL",67477,67042,1964,50922,890,75.9554
"RODOLFO",33856,33203,1982,50870,891,153.209
"ESMERALDA",51751,47577,2002,50748,892,106.665
"WADE",76666,71755,1971,50704,893,70.6627
"TYRONE",80146,79463,1972,50642,894,63.7303
"KIRSTEN",53393,53126,1990,50529,895,95.1116
"DOUG",22473,22467,1961,50315,896,223.951
"TABITHA",59346,58571,1987,50189,897,85.6892
"ELSA",30731,29447,1976,50134,898,170.252
"IVY",86173,61340,2015,50093,899,81.6645
"DAMON",69157,65649,1981,50023,900,76.1977
"BEATRIZ",18448,17896,1989,49937,901,279.04
"VICKY",53983,53814,1959,49818,902,92.5744
"DONOVAN",61904,58619,2002,49795,903,84.9469
"YESENIA",39781,39177,1994,49764,904,127.024
"JOHANNA",54376,52605,1982,49738,905,94.5499
"CELIA",56716,54969,1950,49709,906,90.431
"ALISHA",57127,56129,1988,49566,907,88.3073
"COLBY",58155,55578,2001,49553,908,89.1594
"MARISOL",35356,33539,1995,49544,909,147.721
"VALENTINA",65166,43886,2017,49540,910,112.883
"ALEC",55489,53955,1998,49538,911,91.8135
"DAMIEN",65018,59728,2004,49449,912,82.7903
"ALFONSO",41579,40364,1974,49412,913,122.416
"WILMA",140855,140669,1931,49398,914,35.1165
"AIMEE",54763,54008,1981,49383,915,91.4365
"DWIGHT",78907,78619,1956,49320,916,62.7329
"TED",75424,75221,1951,49170,917,65.3674
"JANELLE",56967,54963,1986,48979,918,89.1127
"REESE",64381,53700,2011,48829,919,90.9292
"HARVEY",128792,123298,1939,48796,920,39.5757
"MARISA",48773,48588,1990,48703,921,100.237
"MIKAYLA",56724,54587,2002,48659,922,89.1403
"LANA",57449,53536,1970,48612,923,90.8025
"FLOYD",155747,155421,1933,48533,924,31.2268
"MICHAELA",53702,51502,1998,48489,925,94.1497
"ANTONIA",36840,35805,1971,48453,926,135.325
"CARA",53367,52383,1985,48443,927,92.4785
"CAITLYN",52637,52135,1999,48237,928,92.5233
"BERNICE",185533,185329,1926,48083,929,25.9447
"MOHAMMED",16225,14056,2007,48042,930,341.79
"SERENITY",77625,64586,2014,47964,931,74.2638
"TRENT",51710,50861,1995,47904,932,94.1861
"ANNABELLE",67553,62704,2010,47696,933,76.0653
"CLYDE",148926,147099,1934,47655,934,32.3965
"EMILIA",69121,45541,2018,47586,935,104.49
"LESTER",132047,131546,1934,47571,936,36.163
"MILA",84577,55517,2019,47530,937,85.6134
"DIANNA",56356,55960,1961,47528,938,84.9321
"JOHNNIE",151295,150750,1940,47521,939,31.5231
"ARNOLD",104396,103842,1939,47513,940,45.7551
"TESSA",55939,50870,2004,47455,941,93.2868
"TY",48344,46659,2001,47425,942,101.642
"JIMMIE",135266,135043,1941,47100,943,34.8778
"CAMDEN",63101,52609,2014,47078,944,89.4866
"TATIANA",35269,34171,2000,47073,945,137.757
"HAYLEY",51449,50025,1998,47063,946,94.079
"PIPER",62934,51785,2015,46877,947,90.5224
"PERRY",79735,78501,1958,46765,948,59.5725
"SUSANA",21051,20628,1985,46458,949,225.218
"LOURDES",14874,14527,1979,46439,950,319.674
"JOSIE",75915,62906,2001,46382,951,73.7322
"TRENTON",58635,57127,2002,46322,952,81.086
"EMILIO",54013,43579,2008,46295,953,106.232
"MOHAMED",19350,16622,2010,46254,954,278.27
"ANTOINETTE",78789,78498,1950,46137,955,58.7747
"BRAXTON",66654,55169,2014,46070,956,83.507
"LACEY",55233,53447,1990,46058,957,86.1751
"TRACI",52406,52364,1971,46048,958,87.9383
"ALLYSON",53779,52275,1998,45707,959,87.4357
"ELLIOT",65600,52245,2013,45706,960,87.484
"JOSEFINA",13967,13500,1964,45594,961,337.733
"KRISTOPHER",63548,62520,1987,45559,962,72.8711
"HANNA",42137,39250,2001,45248,963,115.282
"ELISABETH",48045,46687,1985,45239,964,96.8985
"GEOFFREY",54534,54322,1975,45230,965,83.2628
"KELLEY",52385,52237,1973,45163,966,86.4579
"WESTON",76027,53547,2016,45042,967,84.1168
"RYDER",69088,53132,2015,44966,968,84.6307
"GRAHAM",61671,48525,2012,44924,969,92.5791
"ANASTASIA",57163,48337,2006,44877,970,92.8419
"WILL",46610,45724,1936,44843,971,98.0732
"GRETCHEN",53837,53581,1968,44623,972,83.2814
"KELLIE",51108,51008,1977,44582,973,87.402
"JAXSON",68669,54656,2016,44556,974,81.5208
"PAM",33148,33148,1960,44546,975,134.385
"BERNADETTE",55033,54026,1958,44253,976,81.9106
"INGRID",27764,26636,1978,44143,977,165.727
"ZANE",57228,50971,2007,44095,978,86.51
"ROGELIO",25942,24938,1991,44072,979,176.726
"HARLEY",71872,66270,1999,43968,980,66.3468
"ELLIOTT",70719,57088,2012,43870,981,76.8463
"KIARA",57289,51125,2003,43748,982,85.5707
"RODRIGO",27759,24842,2005,43705,983,175.932
"BRADEN",46512,45483,2005,43698,984,96.0755
"ELSIE",190958,182147,1922,43606,985,23.94
"CALLIE",70827,62456,2001,43600,986,69.8091
"TOMAS",30730,28885,1989,43589,987,150.905
"DOMINICK",67447,64746,1996,43551,988,67.2644
"NIKKI",41005,40733,1982,43487,989,106.761
"EMERSON",67571,51702,2015,43461,990,84.0606
"KELVIN",51855,50700,1980,43448,991,85.6963
"JACLYN",49734,49342,1987,43408,992,87.9737
"SELENA",59944,53440,2000,43320,993,81.0629
"SON",1066,1066,1980,43275,994,4059.57
"PATTY",62699,62681,1956,43235,995,68.9762
"MAXINE",115989,113313,1931,43204,996,38.128
"LILA",76550,69302,1969,43201,997,62.3373
"CHANCE",56010,51529,2004,43138,998,83.716
"JANA",46223,45229,1972,43056,999,95.1956
"ZACH",2804,2496,2004,43052,1000,1724.84
"LUCA",79211,39492,2021,35413,1139,89.6713
"LUNA",87834,49470,2020,37464,1103,75.7307
"MAVERICK",71375,37768,2020,29028,1277,76.8587
"THIAGO",35233,13371,2022,10663,2359,79.7472
"KEHLANI",14532,4934,2022,NA,NA,NA
"OAKLYNN",11863,2819,2022,NA,NA,NA
"WRENLEY",8069,739,2023,NA,NA,NA
"CATALEYA",11955,6241,2020,NA,NA,NA
"KYLO",5431,1641,2022,NA,NA,NA
"WRENLEE",3007,197,2024,NA,NA,NA
"ELOWYN",3599,893,2023,NA,NA,NA
"KYLIAN",3750,789,2023,NA,NA,NA
"KAIZEN",3070,646,2023,NA,NA,NA
"HAISLEY",5433,2150,2021,NA,NA,NA
"DALEYZA",12338,8893,2018,NA,NA,NA
"ADHARA",2154,113,2024,NA,NA,NA
"JREAM",3184,609,2023,NA,NA,NA
"AYLANI",2831,606,2024,NA,NA,NA
"ATREUS",3534,804,2023,NA,NA,NA
"KATALEYA",4780,2274,2021,NA,NA,NA
"CHOSEN",2794,568,2023,NA,NA,NA
"AMOURA",3226,917,2022,NA,NA,NA
"OAKLYN",5400,2620,2021,NA,NA,NA
"OAKLEIGH",4138,1542,2022,NA,NA,NA
"LAKELYNN",2652,746,2023,NA,NA,NA
"CHOZEN",1773,172,2024,NA,NA,NA
"KYRO",2990,956,2022,NA,NA,NA
"KHALEESI",5537,3439,2019,NA,NA,NA
"AMIAS",3116,1249,2021,NA,NA,NA
"DUTTON",1501,32,2023,NA,NA,NA
"NOVAH",3983,2021,2020,NA,NA,NA
"ANALEIA",1221,119,2024,NA,NA,NA
"RYATT",2694,1181,2021,NA,NA,NA
"KAILANY",1840,436,2023,NA,NA,NA
"JRUE",2300,757,2022,NA,NA,NA
"AVYAAN",2247,685,2022,NA,NA,NA
"WRENLEIGH",1366,84,2024,NA,NA,NA
"IZAN",2001,727,2022,NA,NA,NA
"KHALANI",2732,1182,2021,NA,NA,NA
"JIRAIYA",2409,859,2022,NA,NA,NA
"KAHLANI",2220,796,2022,NA,NA,NA
"ELOWEN",2088,820,2022,NA,NA,NA
"JETTSON",1336,259,2023,NA,NA,NA
"KIAAN",2842,1367,2021,NA,NA,NA
"ZENDAYA",3873,2321,2019,NA,NA,NA
"AINHOA",2481,1139,2021,NA,NA,NA
"AADHYA",3476,2199,2019,NA,NA,NA
"CASTIEL",3924,2543,2019,NA,NA,NA
"KHAZA",1970,707,2022,NA,NA,NA
"KOAH",1438,423,2023,NA,NA,NA
"KRUE",1629,528,2022,NA,NA,NA
"BEXLEY",3493,1982,2020,NA,NA,NA
"AZAI",1600,542,2022,NA,NA,NA
"KOLLYNS",1376,271,2023,NA,NA,NA
"ICELYNN",974,162,2024,NA,NA,NA
"KARTIER",1910,668,2022,NA,NA,NA
"CATTLEYA",2085,1128,2020,NA,NA,NA
"PAISLEIGH",3568,2326,2019,NA,NA,NA
"ZHURI",1981,749,2022,NA,NA,NA
"SEKANI",1619,580,2022,NA,NA,NA
"AVAYAH",2223,930,2021,NA,NA,NA
"RENLEY",1502,528,2022,NA,NA,NA
"EMRYN",1069,274,2023,NA,NA,NA
"COAST",852,98,2024,NA,NA,NA
"XOLANI",1111,245,2023,NA,NA,NA
"DALARY",3136,2086,2019,NA,NA,NA
"AIZEN",1934,961,2021,NA,NA,NA
"IVAAN",1592,589,2022,NA,NA,NA
"KAISLEY",2771,1586,2020,NA,NA,NA
"LOYALTY",2776,1586,2020,NA,NA,NA
"KAIUS",2011,1063,2020,NA,NA,NA
"TRUCE",643,30,2025,NA,NA,NA
"ELIYANAH",1601,733,2021,NA,NA,NA
"JHENE",1799,778,2021,NA,NA,NA
"NEITHAN",906,258,2024,NA,NA,NA
"CHOZYN",711,43,2024,NA,NA,NA
"KAYCEN",1760,867,2021,NA,NA,NA
"KNOWLEDGE",2499,1534,2019,NA,NA,NA
"RYNLEE",924,203,2023,NA,NA,NA
"WRENLY",1008,181,2023,NA,NA,NA
"KORRA",2135,1145,2020,NA,NA,NA
"NEYTHAN",919,254,2023,NA,NA,NA
"SYAIRE",1057,360,2023,NA,NA,NA
"AARIV",1201,455,2022,NA,NA,NA
"KRISHIV",1288,540,2021,NA,NA,NA
"JAHSEH",1006,285,2023,NA,NA,NA
"NAYLANI",1206,483,2022,NA,NA,NA
"MAZIKEEN",1556,515,2021,NA,NA,NA
"NAIARI",506,0,2024,NA,NA,NA
"AVYAN",1378,659,2021,NA,NA,NA
