"rank","name","people","pct_white","pct_black","pct_aian","pct_asian","pct_twoplus","pct_hispanic","also_a_first_name"
297,"BANKS",103658,37.4597,52.5652,0.378167,0.504544,5.66189,3.43051,TRUE
298,"FIELDS",103194,55.0856,34.848,1.15317,0.51941,5.11658,3.27732,TRUE
299,"LUCAS",102949,65.8375,18.1381,0.542016,1.81158,4.03501,9.63584,TRUE
300,"DAY",102775,79.7772,10.1396,1.00997,1.3515,4.18,3.54172,TRUE
301,"GARRETT",102634,66.8716,24.0719,0.618703,0.581679,4.68656,3.16951,TRUE
302,"WALSH",101867,91.7196,1.30562,0.190444,0.80988,2.71236,3.2621,TRUE
303,"KHAN",101770,5.50752,3.14729,0.397956,83.5561,5.22354,2.16763,TRUE
304,"MAY",101571,80.393,9.42493,0.782704,1.53981,3.81802,4.04151,TRUE
305,"PHAM",101083,1.40182,0.242375,0.0168179,95.3642,2.04386,0.930918,TRUE
306,"LITTLE",101061,67.2356,23.5056,1.20917,0.606564,4.38547,3.05756,TRUE
307,"WALTERS",100790,79.5307,11.5359,0.77091,0.736184,3.69283,3.73351,TRUE
308,"DAVIDSON",100706,80.8542,10.0103,0.608703,0.869859,4.0941,3.56285,TRUE
309,"BOWMAN",100205,78.1189,13.159,0.799361,0.640687,4.12255,3.15952,TRUE
310,"FIGUEROA",100117,5.3018,0.994836,0.205759,1.17962,0.394538,91.9234,TRUE
311,"SCHULTZ",99932,91.9886,0.830565,0.295201,0.729496,2.942,3.21419,FALSE
312,"FOWLER",99260,78.3699,12.6244,0.920814,0.61757,4.2293,3.23796,TRUE
313,"BREWER",98650,78.071,12.3305,1.29042,0.541308,4.67511,3.09174,TRUE
314,"HUANG",98330,1.87125,0.332554,0.00813587,96.1761,1.19394,0.41798,TRUE
315,"JUAREZ",97719,3.9368,0.255836,0.233322,0.470738,0.258906,94.8444,TRUE
316,"MOLINA",97649,5.81675,0.57041,0.611373,2.55712,0.53764,89.9067,TRUE
317,"PEARSON",97562,69.4256,21.7728,0.401796,0.725692,4.25268,3.42141,TRUE
318,"WU",97527,2.17171,0.316835,0.0205071,95.3869,1.51958,0.584454,TRUE
319,"HOLLAND",97501,73.9172,17.0829,0.538456,0.663583,4.44713,3.35073,TRUE
320,"SCHNEIDER",97428,92.69,0.517305,0.251468,0.74106,2.60911,3.19107,TRUE
321,"NAVARRO",97262,6.76112,0.465752,0.250869,4.52386,0.737184,87.2612,TRUE
322,"CURTIS",97208,74.9506,15.3722,0.970085,0.664554,4.28566,3.75689,TRUE
323,"NEWMAN",97169,79.9092,10.9654,0.648355,0.788317,3.99819,3.69048,TRUE
324,"DOUGLAS",97078,55.6861,34.19,0.703558,0.677805,4.89297,3.84948,TRUE
325,"BARRETT",96872,77.4847,13.4951,0.564663,0.842349,3.91754,3.6956,TRUE
326,"AVILA",96191,7.32709,0.512522,0.269256,1.18306,0.415839,90.2922,TRUE
327,"CORTEZ",95625,6.55895,0.686013,0.317908,3.2983,0.611765,88.5271,TRUE
328,"CAMPOS",94276,7.62018,0.51869,0.254572,1.67275,0.505961,89.4279,FALSE
329,"KELLER",94168,88.2805,3.96738,0.423711,0.787953,3.18155,3.35889,TRUE
330,"MIRANDA",93203,11.4589,1.6287,0.384108,4.77131,1.0343,80.7227,TRUE
331,"WADE",93102,62.5056,28.2497,0.629417,0.610084,4.70237,3.30283,TRUE
332,"HOPKINS",92924,70.7169,20.2036,0.891051,0.668288,4.33795,3.18217,FALSE
333,"BECK",91948,87.1699,4.35355,0.580763,0.980989,3.63249,3.28229,TRUE
334,"CHAMBERS",91795,62.645,27.9939,0.540334,0.598072,4.71376,3.50891,TRUE
335,"STANLEY",91375,75.7111,14.7502,0.977291,0.96197,4.16963,3.42982,TRUE
336,"DELEON",91364,6.59231,1.14378,0.271442,8.92802,1.0201,82.0444,TRUE
337,"BARNETT",91163,73.2622,16.9477,0.921426,0.636223,4.71134,3.52117,TRUE
338,"AYALA",91108,4.74053,0.661852,0.221715,0.566361,0.322694,93.4869,TRUE
339,"BATES",91057,72.2394,18.6015,0.703955,0.647946,4.34673,3.46047,TRUE
340,"CALDWELL",90100,65.5283,25.2442,0.675916,0.576027,4.67037,3.30522,TRUE
341,"LOWE",89696,69.9797,19.041,0.90751,1.77377,4.65796,3.64007,TRUE
342,"LAMBERT",89460,80.3543,10.0749,1.1983,0.674044,3.94254,3.75587,TRUE
343,"FRAZIER",88963,53.9483,36.0678,1.30616,0.544046,5.04367,3.09005,TRUE
344,"SCHWARTZ",88948,93.6705,0.528399,0.172011,0.717273,2.2114,2.70045,FALSE
345,"DURAN",88415,9.64429,0.551943,0.771362,1.34366,0.616411,87.0723,TRUE
346,"BYRD",88388,56.5484,33.7274,1.14608,0.445762,5.08779,3.04453,TRUE
347,"POWERS",88252,86.2915,5.10923,0.514436,0.847573,3.82428,3.41295,TRUE
348,"NEAL",87995,59.2181,31.2688,0.664811,0.60458,4.96278,3.28087,TRUE
349,"CRAIG",87675,75.9532,14.9187,0.755061,0.773311,4.25549,3.34417,TRUE
350,"FLEMING",86848,69.541,22.0143,0.504329,0.766857,4.01736,3.15609,TRUE
351,"SUTTON",86836,69.9871,21.2423,0.62071,0.582708,4.50044,3.0667,TRUE
352,"LEONARD",86736,77.4765,14.053,0.744789,0.736718,3.71703,3.272,TRUE
353,"RHODES",86574,71.7086,19.6699,0.517476,0.624899,4.14328,3.33587,TRUE
354,"CARRILLO",86513,5.24314,0.328274,0.416122,0.804503,0.345613,92.8623,FALSE
355,"COHEN",86401,86.146,5.8622,0.0983785,0.921286,2.22683,4.74532,TRUE
356,"JENNINGS",86271,68.0449,22.3575,0.587683,0.962085,4.44298,3.60492,TRUE
357,"CABRERA",85945,4.69835,0.467741,0.124498,3.91762,0.601548,90.1902,FALSE
358,"MORAN",85840,61.0356,2.22973,0.746738,0.823625,2.33574,32.8285,TRUE
359,"SHELTON",85839,70.7604,20.1377,0.591806,0.589476,4.83463,3.08601,TRUE
360,"GREGORY",85781,75.8746,14.9753,0.769401,0.729765,4.20023,3.45065,TRUE
361,"WATTS",85754,65.9083,25.0006,0.77081,0.616881,4.52457,3.17886,TRUE
362,"LEON",85611,9.55952,2.73563,0.349254,1.01973,0.631928,85.7039,TRUE
363,"STEELE",85371,75.0641,15.3975,1.02494,0.692273,4.23212,3.58904,TRUE
364,"NORRIS",84956,77.2094,13.8648,0.825133,0.607373,4.22807,3.26522,TRUE
365,"MCDANIEL",84533,72.9396,18.2331,0.604498,0.559545,4.35333,3.30995,TRUE
366,"ALI",84529,18.8006,31.5265,0.362006,41.8022,4.91784,2.59083,TRUE
367,"BECKER",84525,91.8923,0.64123,0.29577,0.824608,2.9932,3.35285,TRUE
368,"PARKS",84327,66.7947,24.0706,0.621391,0.693728,4.77309,3.04647,TRUE
369,"BARKER",83987,83.0629,7.96671,0.584614,0.77512,4.12207,3.48864,TRUE
370,"VAUGHN",83826,68.5706,22.1805,0.783766,0.573808,4.73361,3.15773,TRUE
371,"LOVE",83691,53.823,35.8593,0.55681,0.730067,5.30642,3.72441,TRUE
372,"TERRY",83406,63.4127,26.8398,0.683404,0.649833,4.68791,3.72635,TRUE
373,"CHANG",83382,2.84834,1.00022,0.0227867,87.7971,4.31748,4.01406,TRUE
374,"LARA",83110,5.46866,0.44038,0.32848,1.267,0.344122,92.1514,TRUE
375,"HALE",83103,78.9334,11.1211,1.19129,0.689506,4.58347,3.48122,TRUE
376,"HAYNES",83022,58.034,32.7094,0.534798,0.54323,4.63733,3.54123,TRUE
377,"FUENTES",82907,4.82227,0.507798,0.275007,1.48118,0.408892,92.5049,FALSE
378,"BENSON",82707,75.0529,15.9358,0.651698,0.934625,3.93195,3.49305,TRUE
379,"MILES",82573,58.7686,31.4606,0.781127,0.709675,4.84662,3.43333,TRUE
380,"HOLT",82517,76.4594,14.4758,0.836191,0.740453,4.41,3.07815,TRUE
381,"MANN",82479,76.7141,9.64124,1.16272,4.8182,4.05073,3.61304,TRUE
382,"ZIMMERMAN",82459,91.7122,2.17078,0.303181,0.605149,2.48608,2.72257,FALSE
383,"LYONS",81507,72.2269,18.7272,0.898082,0.6662,4.06836,3.4132,TRUE
384,"CHAN",81431,3.0271,0.726996,0.0650858,87.8867,3.48516,4.80898,TRUE
385,"ROBLES",81059,5.25913,0.516907,0.376269,2.36124,0.507038,90.9794,TRUE
386,"DAWSON",80960,65.5287,25.2977,0.48419,0.748518,4.52199,3.41897,TRUE
387,"HORTON",80807,66.8284,24.0511,0.644746,0.633608,4.65925,3.18289,TRUE
388,"WOLFE",80540,87.5118,3.71989,1.18947,0.661783,3.8515,3.06556,TRUE
389,"GRAVES",80533,67.2445,23.0763,0.72641,0.560019,4.71608,3.67675,TRUE
390,"SALINAS",80378,5.78268,0.276195,0.264998,1.09732,0.400607,92.1782,TRUE
391,"MCKINNEY",80343,65.8962,24.7825,0.901136,0.507823,4.71727,3.19505,TRUE
392,"SOLIS",80233,5.28461,0.464896,0.221854,1.94309,0.396346,91.6892,TRUE
393,"BUSH",80122,69.2394,21.7481,0.743866,0.715159,4.31217,3.24131,TRUE
394,"WARNER",80118,81.2789,10.1351,0.614094,0.805063,3.80813,3.3588,TRUE
395,"MCCARTHY",80108,89.6552,3.13951,0.218455,0.876317,2.69761,3.41289,TRUE
396,"PAUL",80097,60.5453,21.6463,1.77035,8.97162,3.55819,3.50825,TRUE
397,"FLETCHER",79835,69.7927,20.739,0.725246,0.703952,4.40909,3.62999,TRUE
398,"KLEIN",79552,92.9216,0.424879,0.213697,0.807019,2.35318,3.27962,TRUE
399,"REEVES",79326,74.0501,16.0843,0.786627,0.668129,4.67942,3.73144,TRUE
400,"PAGE",79314,72.735,17.954,0.558539,0.847265,4.25902,3.64627,TRUE
401,"RIVAS",78862,4.95549,0.589638,0.273896,0.460298,0.294185,93.4265,FALSE
402,"ERICKSON",78808,92.417,0.423815,0.502487,0.798142,2.98193,2.87661,TRUE
403,"SIMON",78701,61.9077,22.3466,0.660729,3.32778,3.52092,8.23624,TRUE
404,"CERVANTES",78517,3.93163,0.187221,0.243259,1.09403,0.298025,94.2458,TRUE
405,"VELASQUEZ",78234,5.09753,0.62377,0.429481,1.90199,0.435872,91.5114,FALSE
406,"FRANCIS",78198,55.7227,30.9049,1.8824,2.50646,4.33131,4.65229,TRUE
407,"DANIEL",78123,58.2492,26.5965,0.633616,3.96426,4.11787,6.43856,TRUE
408,"OCHOA",77931,5.08655,0.368274,0.408053,0.766062,0.288717,93.0823,FALSE
409,"HARDY",77922,59.5852,31.1209,1.10495,0.614717,4.42237,3.15187,TRUE
410,"THORNTON",77910,65.3806,25.9094,0.524965,0.619946,4.56296,3.00218,TRUE
411,"BALDWIN",77881,74.0938,16.7473,0.817915,0.706206,4.04078,3.59394,TRUE
412,"PACHECO",76943,15.4283,0.65763,0.862976,1.41143,1.02803,80.6116,TRUE
413,"SHAH",76855,3.43244,0.805413,0.300566,91.7637,2.90027,0.797606,TRUE
414,"AGUIRRE",76796,5.55367,0.324236,0.236992,1.48055,0.384135,92.0204,FALSE
415,"CALDERON",76428,5.06228,0.669912,0.191029,1.77029,0.409536,91.8969,FALSE
416,"OCONNOR",76316,90.0139,2.23806,0.254206,0.964411,2.7373,3.79213,TRUE
417,"DELACRUZ",76225,4.19547,0.507707,0.215153,18.5897,1.53099,74.961,FALSE
418,"CUMMINGS",76172,69.9076,19.0766,2.05194,0.925537,4.45833,3.58006,FALSE
419,"SERRANO",76051,5.74088,0.869154,0.226164,3.35696,0.49309,89.3137,TRUE
420,"BALL",76008,79.414,12.1027,0.539417,0.692032,4.02326,3.22861,FALSE
421,"CARDENAS",75996,4.76867,0.328965,0.192115,1.28033,0.393442,93.0365,FALSE
422,"HIGGINS",75781,81.2724,10.4116,0.467136,0.683549,3.78459,3.38079,FALSE
423,"BOWEN",75672,78.794,11.8974,0.70832,0.659425,4.2301,3.71075,TRUE
424,"GILL",75535,60.1006,12.7424,0.512345,17.8632,3.67379,5.10757,TRUE
425,"GRIFFITH",75478,80.862,10.3116,0.605474,0.667744,4.10318,3.45001,TRUE
426,"SHARP",75463,80.0551,10.3971,0.901104,0.716908,4.49094,3.43877,FALSE
427,"ROBBINS",75400,84.4775,7.06764,0.850133,0.659151,3.77851,3.16711,TRUE
428,"BLAIR",75384,76.2921,14.5721,0.599597,0.722965,4.40279,3.41054,TRUE
429,"QUINN",75251,83.5736,8.20321,0.384048,0.823909,3.34215,3.67304,TRUE
430,"BARBER",75161,72.5509,17.9322,0.940647,0.773007,4.39191,3.41134,TRUE
431,"KAUR",75046,1.61501,0.426405,0.517016,96.3356,0.838153,0.267836,TRUE
432,"CROSS",75035,72.3236,17.9063,0.902246,0.732991,4.64716,3.48771,TRUE
433,"ROSALES",74769,4.12738,0.361112,0.27819,2.59198,0.361112,92.2802,TRUE
434,"RAMSEY",74666,74.9739,15.9296,0.613398,0.612059,4.38352,3.48753,TRUE
435,"CHRISTENSEN",74664,91.5957,0.486178,0.538412,0.798243,3.10324,3.47825,TRUE
436,"MOSS",74470,67.1008,23.7223,0.768095,0.637841,4.45549,3.31543,TRUE
437,"AHMED",74458,16.7464,25.4492,0.154449,52.7573,3.59263,1.30006,TRUE
438,"DENNIS",74379,62.3308,27.9057,0.758279,0.693744,4.43674,3.87475,TRUE
439,"SWANSON",74015,87.1675,4.88685,0.447207,0.866041,3.3858,3.24664,TRUE
440,"CHANDLER",73879,71.5372,19.1069,0.678136,0.794542,4.4248,3.45836,TRUE
441,"RODGERS",73646,67.0491,23.598,0.534992,0.691144,4.38313,3.74358,TRUE
442,"FITZGERALD",72557,83.4254,8.55879,0.277024,0.769051,3.5572,3.41249,TRUE
443,"CURRY",72444,56.7197,33.9738,0.437579,0.646016,4.62012,3.60278,TRUE
444,"ROMAN",72391,19.6102,1.96433,0.216878,1.19628,0.897902,76.1144,TRUE
445,"STEVENSON",72286,61.442,28.9876,0.565808,0.75395,4.64959,3.60097,TRUE
446,"MCLAUGHLIN",71961,85.0752,6.99546,0.457192,0.751796,3.23925,3.48105,FALSE
447,"DOYLE",71863,86.1486,5.69278,0.448075,0.800134,3.4524,3.45797,TRUE
448,"MANNING",71809,70.9688,19.8889,0.761743,0.733891,4.25573,3.39094,TRUE
449,"GARNER",71498,68.6984,22.1111,0.609807,0.636381,4.54698,3.3973,TRUE
450,"BLAKE",71425,67.993,22.4263,0.743437,0.691635,4.30802,3.83759,TRUE
451,"WALTON",71361,57.6351,33.4623,0.574544,0.575945,4.63699,3.11515,TRUE
452,"NEWTON",71351,72.4559,17.9745,0.661518,0.796065,4.49608,3.61593,TRUE
453,"MCGEE",71307,60.0502,30.3995,0.647903,0.626867,4.86067,3.41481,FALSE
454,"REESE",71141,63.6412,27.5214,0.503226,0.558047,4.1734,3.6027,TRUE
455,"GROSS",70852,82.4973,10.0068,0.366962,0.630893,3.13329,3.36476,FALSE
456,"BURGESS",70718,72.5855,18.0223,0.903589,0.770667,4.43451,3.28346,TRUE
457,"MONTOYA",70671,8.94568,0.297152,1.47444,1.00466,0.643828,87.6342,TRUE
458,"FRANCO",70637,15.322,0.713507,0.341181,2.00603,0.757393,80.8599,TRUE
459,"HARMON",70550,74.8434,16.4451,0.680369,0.649185,4.26081,3.12119,TRUE
460,"FISCHER",70511,91.4496,0.948788,0.381501,0.789948,2.73574,3.69446,TRUE
461,"TRUJILLO",70403,8.63884,0.316748,1.588,0.370723,0.61219,88.4735,FALSE
462,"ADKINS",70363,84.2332,7.75265,0.825718,0.518739,4.18117,2.48852,FALSE
463,"PERSON",70174,45.5853,28.1386,1.32955,3.73358,2.57503,18.638,FALSE
464,"WEBSTER",70161,70.8271,19.0961,1.25853,0.748279,4.42411,3.6459,TRUE
465,"BRADY",70047,84.3662,6.80971,0.872271,0.710951,3.49051,3.75034,TRUE
466,"CLARKE",70011,56.7754,32.9591,0.33709,0.885575,4.27076,4.77211,TRUE
467,"WOLF",69917,90.1841,1.20572,1.08271,0.868172,3.1094,3.54992,TRUE
468,"MACK",69776,43.4347,47.4576,0.514504,0.858461,4.43706,3.2977,TRUE
469,"GOODMAN",69577,75.7161,15.3327,0.996019,0.747373,3.80011,3.40774,FALSE
470,"COLON",68998,7.55239,1.916,0.128989,0.453636,0.517406,89.4316,TRUE
471,"POTTER",68997,85.74,5.12631,0.746409,0.763801,4.19583,3.42769,TRUE
472,"GOODWIN",68963,73.8149,16.9729,0.872932,0.703276,4.22255,3.41342,TRUE
473,"SUAREZ",68838,6.72594,0.714722,0.174322,2.33301,0.396583,89.6554,FALSE
474,"CASTANEDA",68636,4.56903,0.243313,0.220001,2.082,0.383181,92.5025,FALSE
475,"HINES",68581,55.495,35.6863,0.437439,0.602208,4.53624,3.24288,TRUE
476,"ESCOBAR",68460,5.29068,0.502483,0.184049,1.50307,0.324277,92.1954,TRUE
477,"GUERRA",68407,10.9229,0.904878,0.251436,0.602278,0.423933,86.8946,FALSE
478,"TODD",68395,77.6884,13.4089,0.573141,0.719351,4.38921,3.221,TRUE
479,"TATE",68390,53.4245,37.0142,0.798362,0.638982,5.06653,3.05746,TRUE
480,"CANNON",68041,67.377,23.5917,0.514396,0.617275,4.43262,3.46703,TRUE
481,"HUBBARD",68031,68.3262,22.3192,0.904,0.570328,4.63024,3.24999,TRUE
482,"MULLINS",67835,86.0323,6.63817,0.456991,0.43193,4.04511,2.39552,FALSE
483,"ROWE",67831,76.3648,14.8207,0.504194,0.801993,3.99965,3.50872,TRUE
484,"CAMACHO",67599,6.42761,0.684921,0.210062,3.5178,0.797349,88.3623,FALSE
485,"VALENCIA",67405,5.05304,0.468808,1.22691,4.12432,0.602329,88.5246,TRUE
486,"HODGES",67360,70.6369,20.2806,0.504751,0.629454,4.40914,3.53919,TRUE
487,"SAUNDERS",67352,65.1072,24.8604,0.681494,0.766124,4.81649,3.76826,TRUE
488,"GALLAGHER",67066,91.826,0.758954,0.289267,0.82307,2.73015,3.5726,TRUE
489,"MALONE",66928,64.656,26.0803,0.736612,0.578233,4.5153,3.43354,TRUE
490,"FARMER",66667,74.1296,16.6784,1.06649,0.610497,4.46248,3.05248,TRUE
491,"HAMPTON",66633,51.2824,39.4549,0.681344,0.519262,5.06056,3.00152,TRUE
492,"TOWNSEND",66493,65.5633,25.6328,0.675259,0.624126,4.24556,3.25899,TRUE
493,"SHERMAN",66346,79.8345,11.4762,1.02041,0.809393,3.55711,3.30238,TRUE
494,"HAMMOND",66318,75.3928,15.7423,0.675533,0.725293,4.22208,3.24196,TRUE
495,"YU",66156,2.03156,0.320455,0.00906947,95.1297,1.73529,0.773928,TRUE
496,"INGRAM",66120,58.7976,32.2368,0.517241,0.508167,4.55687,3.38324,TRUE
497,"MAXWELL",65829,70.1423,20.1947,0.519528,0.729162,4.38561,4.02862,TRUE
498,"GALLEGOS",65598,8.09628,0.289643,0.579286,0.58081,0.506113,89.9479,FALSE
499,"WISE",65596,75.8918,15.1701,0.611318,0.791207,4.07189,3.46363,TRUE
500,"OROZCO",65402,3.90814,0.223235,0.214061,0.487753,0.240054,94.9268,FALSE
501,"VELAZQUEZ",65353,3.69685,0.514131,0.140774,0.221872,0.231053,95.1953,FALSE
502,"SCHROEDER",65286,92.7197,0.421224,0.381399,0.732163,2.67592,3.06957,FALSE
503,"HUYNH",65148,1.31854,0.184196,0.0138147,95.5993,1.86498,1.01922,TRUE
504,"WATERS",65036,71.2405,19.4907,0.816471,0.676548,4.34067,3.43502,FALSE
505,"ANDRADE",64946,15.8347,4.09725,0.258676,1.72759,1.59979,76.482,TRUE
506,"BARTON",64761,82.2038,7.86893,1.33414,0.716481,4.10741,3.76924,TRUE
507,"LOGAN",64755,61.9211,27.2581,1.04702,0.874064,4.72087,4.17883,TRUE
508,"YODER",64632,96.7106,0.249103,0.156269,0.267669,1.41107,1.20529,FALSE
509,"PARSONS",64627,87.7946,3.55115,0.656073,0.789144,4.00607,3.203,FALSE
510,"SANTANA",64579,6.78549,1.51288,0.168786,0.591524,0.455256,90.4861,TRUE
511,"BUCHANAN",64348,74.0287,17.065,0.540809,0.68689,4.18972,3.48884,TRUE
512,"GLOVER",64341,50.7126,40.3087,0.396326,0.599929,4.76524,3.21723,TRUE
513,"OSBORNE",64098,79.5579,12.0129,0.572561,0.630285,4.11869,3.10774,TRUE
514,"NORMAN",63944,66.5848,24.3463,0.562993,0.735018,4.42106,3.34981,TRUE
515,"HARRINGTON",63775,79.1658,12.0564,0.569189,0.840455,4.03763,3.33046,TRUE
516,"FRANK",63608,81.4269,8.3087,2.1884,1.17752,3.11596,3.78254,TRUE
517,"STRICKLAND",63585,73.2972,16.9301,1.97688,0.556735,4.42085,2.81827,TRUE
518,"PINEDA",63437,3.64298,0.367294,0.1734,5.72694,0.502861,89.5865,FALSE
519,"CASEY",63424,83.6876,7.42936,0.679553,0.807265,3.94803,3.44822,TRUE
520,"FLOYD",63374,62.5872,28.3997,0.57279,0.549121,4.99416,2.89709,TRUE
521,"IBARRA",63358,3.43761,0.203605,0.186243,1.4347,0.355125,94.3827,FALSE
522,"SALAS",63317,6.27793,0.412212,0.393259,2.39272,0.754932,89.7689,TRUE
523,"GIBBS",63006,63.4765,27.4529,0.598356,0.62375,4.33292,3.51554,TRUE
524,"PATTON",62929,70.3348,20.4262,0.835863,0.59591,4.52574,3.28148,TRUE
525,"BOWERS",62913,80.2203,11.322,0.497512,0.584935,4.04209,3.33317,FALSE
526,"CHARLES",62686,28.89,55.2276,1.7468,1.31927,3.8972,8.91906,TRUE
527,"BAUER",62667,92.3851,0.410104,0.349466,0.727656,2.76062,3.367,TRUE
528,"TYLER",62380,59.0301,30.3863,1.27765,0.660468,5.13626,3.50914,TRUE
529,"COBB",62205,67.4078,24.3453,0.570694,0.572301,4.38871,2.71522,FALSE
530,"MUELLER",62147,92.9087,0.416754,0.191481,0.841553,2.64051,3.00095,FALSE
531,"LLOYD",62010,70.0887,21.3208,0.425738,0.76278,4.13482,3.26721,TRUE
532,"VILLANUEVA",61969,4.6023,0.521228,0.230761,13.4277,1.20221,80.0158,FALSE
533,"MERCADO",61773,5.52183,0.632963,0.155408,7.74287,0.777039,85.1699,FALSE
534,"MCGUIRE",61752,84.8863,6.3836,0.489053,0.775683,3.90595,3.5594,TRUE
535,"MCBRIDE",61751,71.3883,19.0847,0.832375,0.582987,4.34001,3.7716,FALSE
536,"MOODY",61480,68.8012,21.9258,0.795381,0.62622,4.23878,3.61256,TRUE
537,"FLYNN",61341,89.2551,3.13004,0.542867,0.797183,2.8741,3.40066,TRUE
538,"VILLARREAL",61336,7.03339,0.330964,0.22336,0.249446,0.291835,91.871,FALSE
539,"FRENCH",61329,82.6395,7.99622,0.944088,0.833211,4.2003,3.38665,TRUE
540,"ZAMORA",61244,5.83078,0.341258,0.334727,2.87865,0.524133,90.0905,TRUE
541,"POPE",61177,68.0648,23.1934,0.599899,0.596629,4.25814,3.28718,TRUE
542,"HARTMAN",61086,91.0258,1.59284,0.338867,0.861081,3.0367,3.14475,TRUE
543,"MCCORMICK",61083,84.4392,7.30645,0.492772,0.736703,3.58365,3.44122,TRUE
544,"SPARKS",61073,80.8115,10.2795,0.740098,0.558348,4.49135,3.11922,FALSE
545,"CONNER",61028,75.4736,15.7731,0.525988,0.655437,4.21446,3.35748,TRUE
546,"HOGAN",61016,77.4158,14.0373,0.622787,0.701455,3.72853,3.49417,TRUE
547,"KRAMER",60950,92.3872,0.449549,0.296965,0.821985,2.82855,3.21575,TRUE
548,"LINDSEY",60657,64.6784,25.3194,0.605041,0.933116,5.16841,3.29558,TRUE
549,"MACIAS",60590,5.17742,0.22611,0.275623,0.496782,0.318534,93.5055,TRUE
550,"YATES",60581,77.7207,13.4613,0.536472,0.647068,4.41227,3.22213,TRUE
551,"LANG",59955,78.4255,9.82237,0.535402,4.11308,3.62772,3.47594,TRUE
552,"SHEPHERD",59896,75.8498,15.3883,0.95165,0.696207,4.00361,3.11039,TRUE
553,"MARSH",59877,79.9122,11.9996,0.506037,0.671376,3.75937,3.15146,TRUE
554,"BAUTISTA",59869,3.62625,0.412567,0.312349,19.8333,1.52667,74.2889,TRUE
555,"LAM",59770,6.19374,0.680944,0.0267693,87.7882,2.523,2.78735,TRUE
556,"NORTON",59666,84.9797,6.21292,1.10113,0.742466,3.78775,3.17601,TRUE
557,"BARRERA",59196,5.18785,0.334482,0.24326,1.33624,0.334482,92.5637,FALSE
558,"PRATT",59174,75.1867,15.3818,0.887214,0.775679,4.24849,3.52013,TRUE
559,"STOKES",59097,56.2854,34.4941,0.492411,0.539791,4.54338,3.64486,TRUE
560,"DRAKE",59055,76.7454,14.1885,0.685801,0.704428,4.36373,3.31217,TRUE
561,"OWEN",58962,88.5723,2.42868,0.820868,0.856484,3.71426,3.60741,TRUE
562,"ARIAS",58926,5.23199,0.543054,0.161219,0.996165,0.352985,92.7146,TRUE
563,"PETERSEN",58885,90.473,1.61162,0.346438,0.861,3.11455,3.59344,FALSE
564,"CAIN",58521,74.51,16.5633,0.610037,0.674971,4.54709,3.09462,TRUE
565,"MELENDEZ",58520,5.43917,1.0663,0.258031,0.596377,0.396446,92.2437,FALSE
566,"BROCK",58368,79.5008,11.801,0.746985,0.517407,4.42194,3.01192,TRUE
566,"TREVINO",58368,8.38644,0.349507,0.479715,0.294682,0.467722,90.0219,TRUE
568,"BURNETT",58194,66.622,23.8994,0.683919,0.546448,4.784,3.46427,TRUE
569,"MCKENZIE",58046,61.0912,28.9012,0.639148,0.863109,4.36723,4.1381,TRUE
570,"MORTON",58028,70.8486,19.413,0.83925,0.790997,4.71497,3.39319,TRUE
571,"OLSEN",57626,90.8895,0.456391,0.701072,0.912782,3.26936,3.77087,TRUE
572,"LAMB",57573,82.8183,8.57173,0.55929,0.851093,3.84208,3.35748,FALSE
573,"HESS",57557,91.6518,1.0216,0.406554,0.727974,3.13776,3.05436,TRUE
574,"BALLARD",57424,72.2903,18.6507,0.821956,0.572931,4.68794,2.97611,TRUE
575,"PATRICK",57411,70.4778,20.4908,0.935361,0.961488,4.13858,2.99594,TRUE
576,"LOZANO",57179,6.331,0.405743,0.246594,1.85558,0.430228,90.7309,FALSE
577,"SHAFFER",57111,90.121,2.44786,0.357199,0.654865,3.55448,2.8646,TRUE
578,"MORA",57092,6.9677,0.546486,0.408113,1.28214,0.471169,90.3244,TRUE
579,"NASH",57028,66.9338,23.8567,0.757523,0.70141,4.46097,3.28961,TRUE
580,"HOOVER",57000,89.4053,3.37895,0.522807,0.691228,3.33509,2.66667,TRUE
581,"COCHRAN",56354,82.1752,8.87426,1.141,0.558967,4.12038,3.13021,FALSE
582,"VANG",56261,1.64412,0.231066,0.049768,96.3776,1.28508,0.412364,TRUE
583,"ROTH",56238,92.0996,0.547672,0.257833,1.16825,2.60856,3.31804,TRUE
584,"FLOWERS",56061,50.4843,39.1984,0.517294,0.524429,5.20861,4.067,FALSE
585,"HOLLOWAY",56001,55.6972,35.0833,0.544633,0.528562,5.0142,3.13209,TRUE
586,"WILKINS",55955,61.301,29.2306,0.713073,0.570101,4.62515,3.56,TRUE
587,"ZUNIGA",55865,4.56458,0.545959,0.214804,0.893225,0.275665,93.5058,FALSE
588,"WEISS",55845,92.9967,0.544364,0.175486,0.845197,2.20252,3.23574,FALSE
589,"RANGEL",55758,6.28251,0.328204,0.265433,0.356899,0.349726,92.4172,TRUE
590,"BRIGGS",55710,73.1449,18.0381,0.482858,0.630048,4.40495,3.29923,TRUE
591,"HO",55533,2.32474,0.275512,0.0234095,92.7088,3.41058,1.25691,TRUE
592,"NICHOLSON",55506,71.8985,18.7007,0.623356,0.708032,4.46258,3.60682,TRUE
593,"LARSEN",55235,91.0401,0.586585,0.593826,0.856341,3.31674,3.60641,TRUE
