"year","wf_published","cb_published","note","wf_counties","cb_counties","gap_counties","gap_published","drift_wf","drift_cb","drift_gap"
2008,81,36,"Wasserman, Washington Post, 28 September 2011",78.1991,34.8643,43.3348,45,-2.80095,-1.1357,-1.66525
