"fips","n_wf","n_cb","n_wf_2020","n_cb_2020","has_wf","has_cb","has_wf_2020","has_cb_2020","cat","pop","land_sqmi","ba_pct","density","win2008","dem2008","gop2008","total2008","win2012","dem2012","gop2012","total2012","win2016","dem2016","gop2016","total2016","win2020","dem2020","gop2020","total2020","win2024","dem2024","gop2024","total2024"
"13183",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",20439,400.399,12.963,51.0466,"R",1288,2119,3450,"R",1434,2300,3786,"R",1356,2623,4109,"R",2035,3527,5657,"R",2476,4557,7056
"13185",0,2,0,2,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",122082,497.25,26.086,245.514,"R",17597,21269,39078,"R",17118,21176,38610,"R",14614,21308,36813,"R",20116,25692,46355,"R",19487,28081,47795
"13187",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",36016,282.944,32.0272,127.29,"R",2586,8326,11075,"R",2049,8633,10878,"R",2216,9613,12324,"R",3126,12163,15531,"R",3356,14339,17808
"13189",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",21764,257.379,18.3815,84.5601,"R",3989,5400,9440,"R",4041,5475,9585,"R",3699,5432,9268,"R",4168,6169,10455,"R",3937,6562,10537
"13191",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",11800,431.347,17.8091,27.3562,"R",2905,3282,6229,"R",2860,3405,6333,"R",2298,3482,5893,"R",2612,4016,6696,"R",2628,4747,7408
"13193",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",11831,400.662,10.0614,29.5286,"D",3251,1712,4981,"D",3211,1545,4781,"D",2705,1540,4287,"D",2858,1783,4663,"D",2755,1916,4686
"13195",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",32771,282.324,19.5895,116.076,"R",2965,8226,11334,"R",2486,8441,11079,"R",2423,9195,11945,"R",3411,11326,14937,"R",3753,12951,16787
"13197",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",7635,365.721,12.187,20.8766,"R",1381,1772,3184,"R",1411,1731,3167,"R",1213,1921,3183,"R",1312,2275,3625,"R",1253,2348,3621
"13199",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",21439,500.907,13.1228,42.8004,"R",4465,4982,9504,"R",4328,4855,9259,"R",3800,5216,9181,"R",4287,6524,10877,"R",4373,7375,11788
"13201",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",5824,282.423,19.6709,20.6215,"R",818,1899,2738,"R",848,1904,2770,"R",622,1888,2540,"R",748,2066,2834,"R",670,2045,2724
"13205",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",20329,512.158,12.2873,39.6928,"R",3872,4201,8120,"R",4081,4153,8273,"R",3492,4272,7857,"R",3993,4935,8962,"R",3701,5150,8877
"13207",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",31437,396.092,28.5577,79.3679,"R",4106,7933,12131,"R",3779,8352,12259,"R",3570,8821,12675,"R",4385,11057,15590,"R",4689,12954,17704
"13209",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",8566,241.145,19.5838,35.5222,"R",1045,2521,3590,"R",1135,2662,3831,"R",847,2668,3560,"R",980,2960,3967,"R",927,3033,3973
"13211",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",21940,347.411,29.8768,63.1529,"R",3091,5987,9151,"R",2751,6178,9016,"R",2658,6559,9435,"R",3353,8231,11706,"R",3533,9589,13181
"13213",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",41316,344.494,11.3515,119.932,"R",3026,8180,11382,"R",2542,8439,11209,"R",1799,10340,12422,"R",2301,12944,15389,"R",2459,14965,17468
"13215",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",201830,216.5,28.4205,932.24,"D",44158,29568,74065,"D",42458,27469,70410,"D",39602,26901,68320,"D",49446,30107,80514,"D",49413,30616,80491
"13217",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",124010,273.814,22.578,452.899,"D",20827,20337,41435,"D",21844,20979,43216,"D",21936,20907,43787,"D",29789,23869,54234,"D",33839,24893,59051
"13219",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",44751,184.349,53.4595,242.752,"R",4825,12120,17132,"R",4140,12222,16643,"R",5253,12885,19030,"R",8162,16595,25168,"R",8620,18424,27287
"13221",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",16172,439.062,22.6651,36.8331,"R",2232,4144,6447,"R",1913,4250,6258,"R",1829,4622,6650,"R",2439,5592,8133,"R",2515,6255,8822
"13223",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",188549,312.385,26.5445,603.579,"R",17229,39192,56985,"R",15779,40771,57254,"R",18004,44646,64601,"R",29695,54517,85372,"R",35802,58769,95196
"13225",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",29213,150.284,22.8992,194.385,"D",5927,5173,11165,"D",6141,5280,11499,"R",5083,5405,10699,"R",5922,6506,12553,"R",6293,7104,13454
"13227",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",36580,232.055,24.2823,157.635,"R",2595,10004,12786,"R",1975,10547,12673,"R",1977,11651,13982,"R",2824,14110,17167,"R",3522,17281,20915
"13229",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",20669,340.464,17.0001,60.7083,"R",1253,5500,6791,"R",1124,5666,6845,"R",903,6301,7297,"R",1100,7898,9047,"R",1089,8655,9761
"13231",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",20669,216.086,20.1517,95.6517,"R",1575,6547,8203,"R",1355,6660,8099,"R",1239,7273,8675,"R",1505,9127,10720,"R",1648,10864,12549
"13233",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",44610,310.34,14.3553,143.746,"R",4052,9850,14113,"R",3608,9798,13580,"R",2863,11006,14158,"R",3657,13587,17396,"R",3749,15352,19171
"13235",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",10180,249.261,12.8804,40.8407,"R",1377,2553,3953,"R",1219,2444,3681,"R",1104,2436,3598,"R",1230,2815,4081,"R",1281,3036,4336
"13237",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",23383,344.682,25.5966,67.8393,"R",3102,5966,9132,"R",2917,6210,9205,"R",2745,6516,9431,"R",3448,8291,11855,"R",3696,9136,12877
"13239",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",2323,151.237,10.9467,15.36,"D",597,509,1114,"D",612,510,1128,"R",461,575,1044,"R",497,604,1106,"R",480,656,1140
"13241",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",17711,370.137,28.0438,47.8499,"R",2001,5487,7599,"R",1558,5753,7438,"R",1443,6287,7949,"R",1984,7474,9568,"R",2222,8151,10423
"13243",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",6085,428.236,12.4262,14.2095,"D",1833,1370,3215,"D",1749,1249,3015,"D",1597,1270,2895,"D",1671,1390,3073,"D",1601,1373,2990
"13245",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",206303,324.34,23.5556,636.07,"D",52100,26842,79333,"D",52461,25821,78865,"D",48707,24441,74952,"D",59119,26780,87009,"D",56657,26472,83578
"13247",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",97610,129.819,28.1258,751.893,"D",20526,16921,37706,"D",21878,15671,37879,"D",23206,13463,37589,"D",31237,13014,44681,"D",33165,11711,45160
"13249",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",4503,166.909,17.953,26.9788,"R",479,1252,1738,"R",448,1286,1748,"R",401,1472,1909,"R",462,1800,2275,"R",453,1970,2428
"13251",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",14325,645.821,15.7268,22.1811,"R",3024,3423,6481,"R",2769,3285,6093,"R",2300,3305,5699,"R",2661,3915,6627,"R",2581,4325,6920
"13253",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",9274,237.551,17.0051,39.04,"R",1660,2315,3996,"R",1475,2244,3765,"R",1186,2343,3577,"R",1256,2613,3888,"R",1191,2811,4007
"13255",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",70292,195.97,18.3172,358.688,"R",10141,14885,25255,"R",9884,14901,25057,"R",9347,15636,25940,"R",11828,18104,30211,"R",13679,19184,33038
"13257",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",27498,178.862,15.9943,153.739,"R",2705,7689,10517,"R",2123,7207,9467,"R",1835,7682,9760,"R",2386,9367,11885,"R",2404,10632,13099
"13259",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",4809,458.766,15.8058,10.4825,"D",1305,783,2105,"D",1307,740,2055,"D",1220,805,2053,"D",1182,801,1990,"D",1177,847,2028
"13261",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",28972,482.877,22.1753,59.9987,"D",6454,5717,12235,"D",6370,5372,11820,"D",5520,5275,10973,"D",6314,5733,12148,"D",6136,5869,12049
"13263",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",5755,391.377,15.3933,14.7045,"D",2369,1301,3700,"D",2264,1202,3490,"D",2001,1196,3243,"D",2114,1392,3522,"D",1888,1483,3379
"13265",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",1620,194.607,11.4615,8.32447,"D",643,339,990,"D",636,321,961,"D",545,349,897,"D",561,360,928,"D",507,375,884
"13267",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",24275,480.84,13.9751,50.4846,"R",1932,4730,6714,"R",1894,4702,6658,"R",1678,5092,6879,"R",2062,6054,8185,"R",1967,6515,8512
"13269",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",7783,376.686,16.3284,20.6618,"R",1536,2021,3583,"R",1571,1948,3537,"R",1295,2062,3402,"R",1388,2420,3842,"R",1366,2600,3982
"13271",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",11000,437.307,8.0469,25.154,"R",1862,2486,4374,"R",1804,2479,4334,"R",1313,2449,3794,"R",1488,2825,4334,"R",1274,2930,4214
"13273",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",8698,335.791,12.9748,25.903,"D",2501,1890,4416,"D",2544,1834,4398,"D",2267,1872,4179,"D",2376,2004,4416,"D",2253,2075,4341
"13275",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",46054,544.633,23.8218,84.5597,"R",7720,10642,18459,"R",7651,11153,18943,"R",7138,11225,18730,"R",8708,12969,21872,"R",8347,13670,22080
"13277",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",41708,260.89,18.7159,159.868,"R",4749,9431,14257,"R",4640,9171,13893,"R",3892,8680,12796,"R",5318,10784,16279,"R",5438,11496,16989
"13279",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",27488,364.015,16.367,75.5134,"R",2964,6658,9688,"R",2740,6519,9333,"R",2338,6612,9108,"R",2938,7873,10914,"R",2674,8208,10912
"13281",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",13184,166.479,31.9866,79.1932,"R",1391,4292,5739,"R",1265,4834,6159,"R",1206,5377,6726,"R",1550,6384,7979,"R",1649,7155,8838
"13283",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",6420,199.431,13.6993,32.1916,"R",1112,1826,2954,"R",1068,1646,2738,"R",860,1808,2700,"R",952,2101,3077,"R",864,2250,3121
"13285",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",71513,414.015,20.3091,172.73,"R",10455,15391,26028,"R",10545,15170,25975,"R",9597,15643,25793,"R",11577,18142,30047,"R",11757,19392,31304
"13287",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",9023,285.417,10.508,31.6134,"R",1427,2096,3553,"R",1508,2027,3556,"R",1243,2094,3390,"R",1409,2349,3791,"R",1365,2457,3833
"13289",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",7728,359.26,10.6468,21.5109,"D",2402,2087,4519,"D",2269,1905,4199,"R",1970,2034,4053,"R",2044,2370,4444,"R",1895,2549,4456
"13291",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",27601,322.083,25.4876,85.6953,"R",2486,8013,10634,"R",2137,8771,11072,"R",1962,9849,12039,"R",2800,12650,15558,"R",3309,14477,17880
"13293",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",28358,323.467,15.3737,87.6689,"R",4061,7291,11421,"R",3955,7229,11257,"R",3471,7288,10924,"R",4203,8606,12905,"R",4098,9528,13662
"13295",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",69340,446.286,19.6691,155.371,"R",6095,17110,23542,"R",5269,16245,21879,"R",4213,18938,23939,"R",5770,23173,29354,"R",6436,25462,32086
"13297",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",109792,326.82,24.2779,335.94,"R",8469,27253,36026,"R",8139,29018,37570,"R",8279,31093,40425,"R",12683,37839,51093,"R",15605,42407,58376
"13299",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",36222,899.241,15.1367,40.2806,"R",4034,8311,12416,"R",3892,7933,11923,"R",3436,8508,12150,"R",4169,9903,14189,"R",4068,10279,14392
"13301",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",5148,284.368,11.0509,18.1033,"D",1554,1087,2660,"D",1525,990,2522,"D",1313,991,2332,"D",1468,1166,2650,"D",1354,1232,2592
"13303",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",19834,678.526,17.425,29.231,"D",4607,4216,8863,"D",4705,4033,8796,"D",4187,4138,8422,"D",4743,4668,9477,"R",4643,4824,9493
"13305",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",32132,641.813,14.1243,50.0644,"R",2858,7601,10560,"R",2594,7553,10258,"R",2039,8147,10376,"R",2688,9987,12779,"R",2708,10811,13561
"13307",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",2315,209.657,9.30369,11.0418,"R",515,588,1111,"R",573,598,1175,"R",471,630,1114,"R",640,748,1391,"R",544,790,1336
"13309",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",7076,295.49,12.7504,23.9467,"R",794,1408,2210,"R",772,1366,2160,"R",646,1421,2102,"R",689,1583,2285,"R",622,1648,2276
"13311",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",29668,240.773,23.1252,123.22,"R",2174,8467,10761,"R",1670,8647,10471,"R",1672,9751,11771,"R",2411,12222,14816,"R",2609,14136,16825
"13313",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",105070,290.445,18.5771,361.755,"R",8167,19230,27677,"R",7193,19290,26828,"R",7925,21514,30362,"R",10680,25644,36766,"R",10953,28655,39828
"13315",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",8904,377.811,13.6273,23.5673,"R",978,2159,3163,"R",1059,2050,3124,"R",852,2096,2973,"R",861,2402,3279,"R",847,2493,3347
"13317",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",9567,469.504,15.6379,20.3768,"R",2315,2705,5052,"R",2080,2628,4746,"R",1844,2569,4470,"R",2160,2823,5030,"R",2112,2971,5098
"13319",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",8667,449.223,12.0549,19.2933,"R",2298,2349,4673,"R",2180,2245,4448,"R",1893,2332,4276,"R",2074,2665,4770,"R",2012,2888,4908
"13321",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",20262,570.691,9.50865,35.5043,"R",2542,5780,8370,"R",2486,5864,8410,"R",2015,6144,8266,"R",2395,6830,9285,"R",2300,6991,9309
"15001",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",209790,4028.43,30.6635,52.0773,"D",50819,14866,66916,"D",46670,14541,62653,"D",41258,17500,64865,"D",58731,26897,87814,"D",52163,28748,82823
"15003",3,0,3,0,TRUE,FALSE,TRUE,FALSE,"whole foods only",998747,600.786,36.6381,1662.4,"D",214239,88164,306813,"D",201803,87255,292925,"D",175634,90296,285683,"D",238869,136259,382114,"D",204301,130489,340921
"15007",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",73840,619.84,30.3705,119.128,"D",20416,6245,27224,"D",18638,6121,25369,"D",16456,7574,26335,"D",21225,11582,33497,"D",17675,11803,30064
"15009",1,0,1,0,TRUE,FALSE,TRUE,FALSE,"whole foods only",163688,1161.54,30.1358,140.923,"D",39727,11154,51789,"D",35979,11577,48547,"D",33479,13445,51942,"D",47305,22126,71044,"D",38905,22621,62893
"16001",1,2,1,2,TRUE,TRUE,TRUE,TRUE,"both",535799,1052.22,42.7603,509.209,"R",82236,93328,179402,"R",77043,97471,180361,"R",75676,93748,195587,"R",120539,130699,259389,"R",116116,143759,267340
"16003",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",4998,1362.8,21.2955,3.66744,"R",728,1517,2320,"R",577,1413,2060,"R",415,1556,2183,"R",591,1941,2586,"R",577,2037,2679
"16005",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",91010,1112.49,29.51,81.8076,"R",14792,19356,35105,"R",13214,21010,35260,"R",10342,17180,33405,"R",14682,23331,39553,"R",14306,24329,39971
"16007",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",6779,975.728,20.7823,6.94763,"R",502,2377,2943,"R",302,2489,2822,"R",255,2203,2928,"R",350,2914,3315,"R",346,2908,3325
"16009",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",10529,776.931,18.6013,13.552,"R",1407,2646,4164,"R",1164,2596,3884,"R",780,3101,4192,"R",977,3878,4973,"R",935,4094,5144
"16011",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",50889,2093.73,19.8502,24.3054,"R",4424,12230,17155,"R",3822,13440,17603,"R",2924,10907,16625,"R",4124,15295,20094,"R",3878,16188,20643
"16013",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",25261,2637.74,44.526,9.57677,"D",6947,3439,10571,"D",5992,3939,10194,"D",6416,3340,10723,"D",8919,4031,13288,"D",8424,4281,13087
"16015",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",8581,1899.37,27.086,4.51782,"R",1240,2433,3773,"R",953,2284,3345,"R",777,2673,3812,"R",1204,3485,4820,"R",1065,3727,4910
"16017",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",53955,1733.23,27.1651,31.1298,"R",7840,11145,19547,"R",6500,11367,18536,"R",5140,10220,16815,"R",8310,18369,27352,"R",7650,21352,29698
"16019",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",133644,1865.96,31.8786,71.6221,"R",11417,29334,41703,"R",9929,32336,43302,"R",8930,26699,44212,"R",14254,37805,53995,"R",14458,40053,56419
"16021",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",14040,1268.68,18.1521,11.0666,"R",1484,3078,4733,"R",1225,3138,4544,"R",933,3789,5150,"R",1220,4937,6313,"R",1145,5794,7110
"16023",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",2735,2236.49,16.2306,1.2229,"R",318,1056,1410,"R",258,1001,1286,"R",160,914,1230,"R",188,1202,1415,"R",185,1268,1494
"16025",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",1247,1074.23,27.0123,1.16083,"R",187,422,618,"R",159,402,578,"R",110,410,599,"R",149,507,754,"R",153,547,728
"16027",0,2,0,2,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",266892,587.049,21.5964,454.633,"R",20147,42752,64246,"R",19866,44369,66090,"R",16683,46755,72007,"R",25881,61759,90438,"R",25669,72755,101001
"16029",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",7239,1764.19,15.6632,4.10329,"R",553,2656,3302,"R",385,2608,3050,"R",271,2275,3035,"R",431,2906,3416,"R",445,2906,3456
"16031",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",25976,2565.61,20.4914,10.1247,"R",1332,6309,7842,"R",1093,7150,8387,"R",1036,5949,8178,"R",1464,7907,9629,"R",1359,7959,9557
"16033",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",794,1763.14,15.261,0.450332,"R",64,305,375,"R",66,235,328,"R",44,203,283,"R",41,264,311,"R",50,280,333
"16035",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",9151,2457.31,18.1022,3.72398,"R",1211,2569,3906,"R",1032,2541,3696,"R",704,2852,3801,"R",877,3453,4419,"R",774,3550,4418
"16037",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",4597,4922.18,28.7822,0.933936,"R",611,1694,2352,"R",530,1744,2352,"R",427,1777,2413,"R",603,2089,2739,"R",586,1998,2650
"16039",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",29729,3075.08,20.8537,9.66772,"R",2591,5665,8436,"R",2513,5227,8001,"R",1814,5816,8519,"R",2601,7246,10205,"R",2611,7791,10672
"16041",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",15638,663.019,17.2091,23.5861,"R",600,4246,5073,"R",325,5195,5600,"R",385,3901,5499,"R",657,5845,6664,"R",703,6279,7184
"16043",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",14399,1863.96,21.3797,7.72495,"R",1065,4700,5880,"R",810,4907,5802,"R",651,4091,5714,"R",998,5548,6719,"R",954,5645,6803
"16045",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",21857,559.774,22.4502,39.0461,"R",2166,5585,7947,"R",1957,5311,7490,"R",1229,5980,7952,"R",1803,7951,9958,"R",1699,8707,10620
"16047",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",16189,729.322,15.7994,22.1973,"R",1489,3765,5391,"R",1287,3696,5118,"R",930,3743,5191,"R",1256,4659,6050,"R",1100,4676,5918
"16049",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",17912,8477.5,21.4595,2.11289,"R",2017,5895,8210,"R",1722,5821,7749,"R",1196,6441,8223,"R",1561,7826,9602,"R",1460,8148,9858
"16051",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",34854,1093.68,26.7722,31.8685,"R",1641,8540,10441,"R",1303,9895,11381,"R",976,8436,11471,"R",1661,12099,14173,"R",1891,13481,15819
"16053",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",26056,597.543,13.1025,43.6052,"R",1794,4897,6847,"R",1699,4804,6681,"R",2117,7347,10667,"R",1893,5734,7812,"R",1742,6012,7945
"16055",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",188323,1237.78,26.7272,152.146,"R",22120,38387,61932,"R",18824,39347,59764,"R",16264,44449,66286,"R",24312,62837,89878,"R",22113,72059,96340
"16057",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",42180,1075.87,44.3206,39.2056,"D",9195,7988,17714,"D",8306,7589,16759,"D",8093,7255,18146,"D",10236,9472,20570,"R",9039,10669,20440
"16059",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",8397,4563.7,22.1779,1.83996,"R",1061,2938,4105,"R",960,3029,4109,"R",733,3011,4068,"R",1032,3592,4738,"R",1038,3716,4873
"16061",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",3728,478.822,18.5185,7.78577,"R",479,1275,1804,"R",396,1173,1612,"R",270,1202,1590,"R",349,1489,1870,"R",305,1503,1843
"16063",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",5556,1201.36,11.2023,4.62474,"R",545,1232,1870,"R",429,1141,1622,"R",360,1184,1748,"R",414,1469,1940,"R",392,1466,1917
"16065",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",55549,469.267,39.0526,118.374,"R",1627,11131,13057,"R",832,13445,14412,"R",1201,8941,15687,"R",2666,13559,17112,"R",2767,13925,17358
"16067",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",22691,757.227,15.9158,29.9659,"R",1630,5087,6890,"R",1390,5442,6973,"R",1167,4887,6870,"R",1550,6265,7993,"R",1373,6401,7947
"16069",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",42847,848.32,25.6673,50.5081,"R",7123,10357,17823,"R",6451,9967,16848,"R",4828,10699,17195,"R",6686,13738,20967,"R",5928,13707,20132
"16071",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",4976,1198.95,23.7867,4.15029,"R",381,1724,2162,"R",217,1838,2089,"R",184,1531,2068,"R",249,2148,2451,"R",253,2119,2457
"16073",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",12748,7668.2,13.918,1.66245,"R",944,3024,4058,"R",833,2794,3723,"R",591,3052,3920,"R",816,3819,4742,"R",756,4101,4950
"16075",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",27662,406.88,20.1547,67.9856,"R",2415,5988,8613,"R",2271,6004,8495,"R",892,4306,5703,"R",2161,8862,11293,"R",2064,9458,11760
"16077",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",8381,1403.83,14.6785,5.97011,"R",1027,1754,2842,"R",982,1870,2903,"R",699,1666,2758,"R",865,2116,3086,"R",785,2146,3019
"16079",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",14074,2637.42,11.6423,5.33627,"R",2521,2953,5666,"R",2277,2699,5148,"R",1384,3297,5120,"R",1693,4216,6049,"R",1472,4500,6130
"16081",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",12932,449.091,47.0848,28.7959,"D",2302,2263,4658,"R",1926,2458,4523,"R",2157,2161,4966,"D",3318,2858,6347,"D",3463,3005,6698
"16083",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",96509,1921.71,23.5938,50.2203,"R",8621,19032,28344,"R",7541,19773,28142,"R",6844,21063,31893,"R",9391,25897,36680,"R",9064,27304,37373
"16085",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",12777,3665.12,36.4038,3.48611,"R",2405,2772,5296,"R",2095,2664,4919,"R",1913,2906,5349,"R",2976,3947,7063,"R",2869,4214,7240
"16087",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",11539,1452.85,17.4799,7.94231,"R",1241,3168,4506,"R",1104,3128,4330,"R",776,3283,4454,"R",1073,4154,5344,"R",1010,4429,5553
"17001",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",64109,855.151,26.9247,74.968,"R",11794,18711,30823,"R",9627,20371,30538,"R",7633,22732,31770,"R",8633,24220,33527,"R",8111,23161,31744
"17003",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",4594,235.394,10.3485,19.5162,"D",2189,1692,3937,"D",1961,1485,3495,"R",1262,1496,2820,"R",1114,1486,2625,"R",904,1341,2271
"17005",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",16576,380.336,21.0627,43.5825,"R",3843,3947,7924,"R",3016,4091,7316,"R",2066,4884,7462,"R",2288,5625,8144,"R",2117,5692,7981
"17007",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",53313,280.749,24.0052,189.896,"D",11333,10403,22157,"R",9868,11084,21333,"R",8952,12261,22604,"R",10542,13883,24979,"R",10159,13673,24216
"17009",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",6307,305.727,14.0313,20.6295,"R",986,1544,2569,"R",787,1511,2362,"R",475,1776,2336,"R",486,1931,2525,"R",467,1938,2455
"17011",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",32486,869.071,21.456,37.3801,"D",8889,7911,17113,"R",8118,8151,16599,"R",6010,9264,16303,"R",6669,10411,17434,"R",5900,9784,15992
