"fips","n_wf","n_cb","n_wf_2020","n_cb_2020","has_wf","has_cb","has_wf_2020","has_cb_2020","cat","pop","land_sqmi","ba_pct","density","win2008","dem2008","gop2008","total2008","win2012","dem2012","gop2012","total2012","win2016","dem2016","gop2016","total2016","win2020","dem2020","gop2020","total2020","win2024","dem2024","gop2024","total2024"
"30053",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",22184,3612.56,17.46,6.1408,"R",3025,5704,9227,"R",2544,6045,8869,"R",2040,6720,9250,"R",2835,8672,11747,"R",2615,8909,11789
"30055",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",1717,2642.22,21.3433,0.649831,"R",1607,2822,4567,"R",221,742,988,"R",154,858,1056,"R",155,956,1128,"R",129,931,1082
"30057",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",9753,3588.16,31.6357,2.71811,"R",321,726,1091,"R",1285,3115,4511,"R",1175,3280,4708,"R",1771,4191,6113,"R",1689,4615,6461
"30059",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",2065,2391.87,36.2416,0.863342,"R",298,624,966,"R",269,670,972,"R",191,728,970,"R",258,833,1110,"R",256,888,1172
"30061",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",5195,1219.62,26.048,4.25953,"R",845,1053,1995,"R",698,1212,2009,"R",515,1322,1974,"R",686,1828,2563,"R",689,2049,2833
"30063",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",122546,2593.01,44.4923,47.2601,"D",36531,20743,59075,"D",34380,23285,59374,"D",30740,21699,57271,"D",43357,26347,71986,"D",42903,27306,72773
"30065",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",5452,1868.96,19.7183,2.91713,"R",636,1581,2306,"R",482,1792,2353,"R",331,1961,2404,"R",413,2423,2881,"R",396,2550,3012
"30067",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",18074,2802.48,36.3448,6.44929,"R",4173,4376,8892,"R",3728,4637,8634,"R",3521,4872,9056,"R",5280,6025,11618,"R",5224,6128,11717
"30069",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",525,1655.62,23.839,0.317101,"R",68,227,300,"R",49,240,298,"R",30,276,319,"R",39,298,351,"R",37,284,324
"30071",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",4214,5140.42,20.0462,0.819777,"R",638,1423,2123,"R",471,1688,2228,"R",315,1715,2147,"R",416,1936,2386,"R",385,1753,2189
"30073",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",6078,1624.57,21.8742,3.7413,"R",1223,1588,2885,"R",969,1666,2704,"R",737,1786,2692,"R",903,2031,2995,"R",782,1972,2852
"30075",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",1734,3298.2,25.4916,0.525742,"R",208,802,1038,"R",170,833,1019,"R",127,880,1047,"R",154,970,1136,"R",131,963,1106
"30077",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",7120,2326.04,19.3842,3.06099,"R",1021,1683,2814,"R",884,1798,2763,"R",549,2017,2768,"R",752,2355,3195,"R",710,2466,3282
"30079",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",1112,1736.6,22.4211,0.640331,"R",211,503,735,"R",167,518,701,"R",100,555,686,"R",126,603,744,"R",122,546,688
"30081",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",48187,2390.97,28.7974,20.1538,"R",8400,13002,22083,"R",6466,12817,19797,"R",6166,14673,22063,"R",8763,19114,28507,"R",8485,20617,29904
"30083",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",11028,2084.56,14.1588,5.29034,"R",1203,3184,4516,"R",992,3479,4602,"R",669,3885,4812,"R",875,4800,5798,"R",778,4387,5309
"30085",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",10197,2354.6,19.8318,4.33067,"D",2564,1473,4150,"D",2044,1503,3618,"R",1504,1722,3486,"R",1910,1996,4028,"R",1680,2055,3914
"30087",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",8194,5008.14,19.439,1.63614,"D",1919,1768,3810,"R",1478,2035,3610,"R",969,2211,3357,"R",1199,2486,3784,"R",1095,2466,3693
"30089",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",13895,2760.4,18.0847,5.03369,"R",1970,3563,5849,"R",1716,3971,5888,"R",1211,4268,5871,"R",1820,5660,7652,"R",1705,6150,8069
"30091",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",3448,1676.94,25.5013,2.05612,"R",953,987,2006,"R",661,1203,1920,"R",476,1237,1825,"R",574,1403,2030,"R",509,1321,1912
"30093",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",36134,717.99,27.659,50.3266,"D",11676,4818,16965,"D",10782,5374,16617,"D",8545,6252,16122,"D",10392,7745,18827,"D",9386,8110,18226
"30095",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",9450,1796.53,29.275,5.26014,"R",1512,2991,4667,"R",1209,3237,4560,"R",904,3630,4816,"R",1156,4462,5741,"R",1056,4699,5906
"30097",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",3757,1855.54,23.602,2.02475,"R",541,1494,2083,"R",473,1584,2105,"R",398,1580,2077,"R",549,1840,2446,"R",525,1789,2381
"30099",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",6444,2271.62,25.4879,2.83675,"R",1294,1874,3272,"R",1073,2091,3250,"R",803,2152,3143,"R",1007,2608,3695,"R",927,2533,3568
"30101",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",5153,1914.86,22.2847,2.69105,"R",737,1317,2121,"R",582,1440,2102,"R",399,1495,2018,"R",467,1596,2123,"R",415,1571,2046
"30103",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",739,977.801,32.1561,0.755778,"R",156,314,486,"R",114,317,453,"R",59,350,441,"R",78,373,460,"R",57,367,442
"30105",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",7434,4926.12,19.613,1.5091,"R",1645,2121,3911,"R",1386,2337,3860,"R",886,2697,3860,"R",1030,3135,4272,"R",935,3019,4079
"30107",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",2058,1422.48,20.6965,1.44677,"R",289,657,981,"R",272,690,989,"R",179,698,932,"R",225,823,1068,"R",209,843,1086
"30109",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",911,889.571,22.5097,1.02409,"R",146,379,561,"R",25,421,544,"R",55,460,533,"R",77,516,598,"R",71,463,546
"30111",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",171583,2633.4,34.2613,65.1565,"R",32038,36483,70416,"R",26275,40421,68561,"R",21117,38675,64675,"R",30679,50772,83821,"R",28392,50460,81391
"31001",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",31196,563.26,27.0511,55.3847,"R",4685,8252,13210,"R",3991,8235,12451,"R",3272,9205,13172,"R",4213,10085,14653,"R",4100,10077,14364
"31003",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",6358,857.157,20.4757,7.41754,"R",757,2383,3185,"R",571,2585,3209,"R",381,2717,3220,"R",452,3093,3583,"R",396,3032,3447
"31005",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",423,715.152,31.4286,0.591483,"R",39,217,263,"R",30,227,261,"R",16,237,263,"R",21,260,285,"R",17,264,282
"31007",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",665,746.039,30.3922,0.891374,"R",62,348,416,"R",55,339,402,"R",18,355,390,"R",43,362,411,"R",34,348,386
"31009",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",454,710.702,20.8075,0.638805,"R",43,266,316,"R",29,268,301,"R",30,273,313,"R",35,280,317,"R",37,250,291
"31011",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",5354,686.53,17.9877,7.79864,"R",742,2042,2836,"R",615,2136,2799,"R",414,2299,2867,"R",499,2653,3226,"R",496,2499,3031
"31013",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",10703,1075.16,18.0656,9.95479,"R",1886,2932,4979,"R",1634,2795,4541,"R",953,3550,4761,"R",1051,4002,5200,"R",1043,3827,4931
"31015",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",1700,539.368,16.9025,3.15184,"R",250,839,1110,"R",186,852,1047,"R",128,978,1142,"R",135,1010,1155,"R",132,938,1075
"31017",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",2877,1221.4,21.328,2.35548,"R",311,1208,1567,"R",223,1298,1545,"R",153,1380,1579,"R",191,1470,1684,"R",201,1428,1642
"31019",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",51156,968.246,35.165,52.8337,"R",5867,13097,19293,"R",5266,13378,19057,"R",4690,14424,20477,"R",6350,16640,23711,"R",6386,17064,23759
"31021",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",6727,491.587,23.3961,13.6843,"R",1413,1907,3387,"R",1280,2016,3343,"R",928,2360,3523,"R",1063,2580,3739,"R",983,2632,3656
"31023",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",8439,584.789,25.3068,14.4308,"R",1190,2557,3839,"R",1028,2729,3818,"R",690,3068,3914,"R",873,3542,4518,"R",906,3642,4587
"31025",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",27492,556.907,31.2727,49.3655,"R",4753,7120,12122,"R",4298,7453,11952,"R",3461,8388,12609,"R",4737,10121,15326,"R",4824,10685,15755
"31027",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",8262,740.189,23.3029,11.162,"R",1190,2912,4174,"R",952,3231,4260,"R",572,3533,4360,"R",725,4174,5015,"R",702,4141,4912
"31029",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",3764,894.425,24.3969,4.20829,"R",341,1477,1844,"R",252,1573,1849,"R",171,1621,1851,"R",226,1740,2000,"R",204,1648,1866
"31031",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",5558,5960.1,25.9269,0.932535,"R",599,2360,3059,"R",436,2557,3052,"R",317,2623,3082,"R",373,2844,3269,"R",349,2687,3069
"31033",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",9602,1196.01,23.8332,8.02837,"R",1173,3572,4839,"R",983,3134,4197,"R",702,3610,4569,"R",855,3813,4776,"R",787,3692,4530
"31035",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",6103,572.289,21.5738,10.6642,"R",780,2177,3033,"R",662,2213,2916,"R",470,2373,2973,"R",632,2848,3570,"R",577,2677,3310
"31037",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",10826,411.46,12.826,26.3112,"R",1125,2018,3203,"R",959,2045,3047,"R",857,2171,3172,"R",1025,2636,3726,"R",845,2636,3516
"31039",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",8952,570.49,23.9549,15.6918,"R",1274,2732,4087,"R",1015,2858,3928,"R",712,3095,3988,"R",870,3507,4459,"R",867,3536,4445
"31041",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",10487,2575.46,25.8034,4.0719,"R",1192,4301,5578,"R",1066,4251,5414,"R",635,4616,5489,"R",786,5090,6010,"R",786,5042,5886
"31043",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",21335,264.276,14.2602,80.73,"R",2994,3292,6396,"R",2831,3048,5977,"R",2904,4028,7259,"R",2744,3926,6817,"R",2109,3934,6120
"31045",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",8003,1396.44,36.0301,5.73101,"R",1285,2376,3775,"R",1102,2435,3634,"R",785,2559,3578,"R",1082,2931,4151,"R",992,2812,3868
"31047",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",24554,1013.79,16.023,24.2201,"R",2399,5460,7986,"R",2157,5370,7680,"R",2116,5935,8486,"R",2497,6524,9191,"R",2101,6312,8491
"31049",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",1892,439.825,20.8011,4.30171,"R",243,732,993,"R",215,763,1012,"R",120,809,977,"R",141,871,1034,"R",151,843,1012
"31051",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",5526,475.621,22.2222,11.6185,"R",946,1785,2794,"R",870,1745,2666,"R",556,2041,2744,"R",651,2335,3094,"R",573,2271,2895
"31053",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",37884,528.844,21.6766,71.6355,"R",6689,8557,15550,"R",5588,8937,14759,"R",4451,9736,14959,"R",5544,10984,16938,"R",5434,10795,16443
"31055",1,0,1,0,TRUE,FALSE,TRUE,FALSE,"whole foods only",601158,326.547,41.2272,1840.95,"D",116810,106291,226701,"R",99261,108319,210501,"D",105207,102151,219531,"D",150350,119159,276540,"D",148733,120919,273403
"31057",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",1581,919.678,26.2821,1.71908,"R",218,783,1019,"R",176,791,981,"R",89,823,949,"R",105,883,1003,"R",96,829,929
"31059",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",5512,575.37,22.8482,9.57992,"R",962,1913,2947,"R",794,1972,2815,"R",610,2100,2879,"R",693,2359,3148,"R",662,2315,3013
"31061",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",2817,575.816,19.197,4.89219,"R",442,1079,1552,"R",381,1110,1527,"R",250,1345,1656,"R",276,1437,1728,"R",236,1351,1600
"31063",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",2536,974.655,23.4043,2.60195,"R",349,1034,1404,"R",381,1005,1422,"R",161,1106,1310,"R",189,1229,1446,"R",185,1213,1410
"31065",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",4468,719.204,21.4003,6.21242,"R",556,1725,2328,"R",422,1767,2215,"R",304,1915,2315,"R",399,2163,2602,"R",358,2043,2413
"31067",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",21687,851.468,20.004,25.4701,"R",4473,5435,10160,"R",3870,5470,9552,"R",2930,6333,9854,"R",3385,7445,11119,"R",3242,7523,10916
"31069",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",1804,1704.83,23.0532,1.05817,"R",283,844,1138,"R",242,829,1088,"R",153,869,1063,"R",161,1016,1200,"R",162,949,1117
"31071",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",1707,569.356,31.8722,2.99812,"R",212,800,1030,"R",147,762,928,"R",121,819,968,"R",133,933,1076,"R",116,893,1015
"31073",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",1808,458.199,28.0969,3.94588,"R",260,776,1048,"R",230,732,975,"R",165,792,1000,"R",215,893,1121,"R",203,907,1118
"31075",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",573,776.696,26.9663,0.73774,"R",41,318,367,"R",30,322,363,"R",20,367,394,"R",20,375,402,"R",15,351,366
"31077",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",2197,569.826,17.1336,3.85556,"R",458,715,1199,"R",340,820,1181,"R",210,911,1165,"R",229,1016,1259,"R",192,1030,1235
"31079",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",62869,546.529,21.2882,115.033,"R",7855,12977,21271,"R",6971,12412,19721,"R",6142,14139,21331,"R",7681,16189,24450,"R",6956,15566,22804
"31081",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",9564,542.03,24.9493,17.6448,"R",1332,3389,4799,"R",1136,3582,4824,"R",873,3763,4902,"R",1118,4309,5566,"R",1067,4416,5547
"31083",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",3018,553.466,24.5283,5.45291,"R",402,1329,1766,"R",311,1248,1584,"R",219,1302,1582,"R",282,1615,1934,"R",280,1506,1802
"31085",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",846,713.065,18.0617,1.18643,"R",85,461,553,"R",50,473,535,"R",30,471,510,"R",34,494,536,"R",19,472,494
"31087",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",2460,709.951,18.8312,3.46503,"R",346,1001,1379,"R",310,1386,1739,"R",158,1216,1440,"R",175,1264,1470,"R",152,1269,1433
"31089",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",10120,2411.85,27.4851,4.19595,"R",1089,3746,4974,"R",862,3789,4749,"R",522,4275,4979,"R",686,4769,5550,"R",681,4708,5442
"31091",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",698,720.966,27.1429,0.968146,"R",75,355,438,"R",59,330,394,"R",40,355,414,"R",59,376,442,"R",55,369,427
"31093",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",6572,569.27,22.3038,11.5446,"R",1083,1847,2996,"R",914,1890,2856,"R",544,2284,2958,"R",648,2786,3511,"R",642,2868,3550
"31095",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",7136,570.182,19.2687,12.5153,"R",1520,2103,3697,"R",1185,2156,3416,"R",831,2387,3430,"R",1016,2616,3730,"R",968,2614,3631
"31097",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",5219,376.086,19.0128,13.8771,"R",914,1142,2110,"R",790,1223,2057,"R",560,1348,2051,"R",647,1518,2233,"R",625,1496,2152
"31099",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",6749,516.193,30.8797,13.0746,"R",876,2224,3150,"R",761,2341,3156,"R",550,2519,3242,"R",701,2822,3617,"R",736,2828,3604
"31101",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",8148,1062.06,19.9021,7.67186,"R",974,2942,3968,"R",920,3036,4026,"R",560,3203,3945,"R",763,3544,4369,"R",731,3416,4199
"31103",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",819,772.876,28.752,1.05968,"R",115,409,533,"R",80,392,481,"R",39,458,514,"R",49,476,530,"R",44,500,544
"31105",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",3305,951.942,11.5323,3.47185,"R",439,1346,1811,"R",391,1222,1665,"R",227,1317,1636,"R",268,1563,1877,"R",272,1424,1720
"31107",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",8306,1108.23,18.9166,7.4948,"R",1255,2728,4084,"R",1055,2878,4015,"R",715,3181,4061,"R",905,3721,4708,"R",786,3593,4436
"31109",1,1,1,1,TRUE,TRUE,TRUE,TRUE,"both",332857,837.56,40.8542,397.413,"D",65734,59398,127490,"R",59970,61177,123206,"D",60533,60456,129803,"D",82293,70092,157215,"D",81012,74215,157633
"31111",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",33319,2564.16,20.1993,12.9941,"R",5046,10817,16277,"R",4350,10545,15266,"R",2878,11992,15674,"R",3692,13071,17163,"R",3586,12674,16464
"31113",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",694,570.698,25.2688,1.21605,"R",81,327,416,"R",68,356,431,"R",32,400,451,"R",38,407,450,"R",25,409,440
"31115",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",582,563.341,19.5228,1.03312,"R",86,302,393,"R",62,290,356,"R",48,323,382,"R",75,370,454,"R",73,354,428
"31117",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",376,859.259,17.4041,0.437586,"R",45,240,293,"R",41,237,290,"R",14,257,286,"R",17,275,302,"R",12,267,283
"31119",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",35579,572.612,24.4572,62.1346,"R",4142,9655,14045,"R",3368,9874,13512,"R",2663,10518,13956,"R",3478,11940,15819,"R",3360,12145,15690
"31121",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",7837,487.794,17.4177,16.0662,"R",986,2375,3431,"R",921,2477,3457,"R",601,2914,3707,"R",743,3419,4282,"R",730,3551,4342
"31123",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",4485,1423.71,19.4498,3.15023,"R",557,1725,2351,"R",450,1658,2152,"R",282,1788,2166,"R",386,2113,2558,"R",366,2026,2426
"31125",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",3262,441.595,18.9873,7.38686,"R",549,1116,1707,"R",477,1098,1604,"R",280,1257,1599,"R",359,1437,1832,"R",352,1462,1837
"31127",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",7046,407.301,30.4754,17.2992,"R",1240,2134,3474,"R",1089,1979,3126,"R",765,2068,3035,"R",921,2428,3432,"R",915,2443,3418
"31129",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",4094,575.155,26.8212,7.11808,"R",657,1498,2221,"R",567,1563,2170,"R",348,1709,2153,"R",409,1857,2305,"R",399,1836,2258
"31131",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",16591,615.616,25.6471,26.9502,"R",2915,4033,7092,"R",2542,4226,6905,"R",2017,4833,7279,"R",2490,5649,8355,"R",2463,5651,8198
"31133",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",2521,431.075,20.4013,5.84817,"R",483,859,1384,"R",396,897,1330,"R",279,970,1314,"R",322,1071,1429,"R",284,1085,1379
"31135",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",2779,883.313,25.8524,3.14611,"R",310,1092,1420,"R",237,1133,1391,"R",160,1202,1418,"R",199,1321,1545,"R",187,1224,1426
"31137",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",9042,539.765,26.6907,16.7517,"R",1050,3360,4473,"R",875,3372,4336,"R",571,3832,4609,"R",752,4157,5021,"R",758,4158,4965
"31139",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",7334,573.249,22.0648,12.7937,"R",783,2385,3226,"R",637,2707,3414,"R",382,3052,3580,"R",480,3462,4012,"R",446,3420,3897
"31141",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",35499,675.118,24.5771,52.5819,"R",3796,9373,13420,"R",3095,9963,13249,"R",2612,10864,14047,"R",3260,12186,15721,"R",3191,12326,15658
"31143",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",5269,438.832,18.5659,12.0069,"R",668,1822,2543,"R",527,1886,2446,"R",411,2019,2538,"R",530,2291,2887,"R",501,2296,2819
"31145",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",10409,717.17,24.3902,14.514,"R",1216,3735,5044,"R",940,3855,4868,"R",638,4212,5061,"R",811,4525,5470,"R",815,4457,5323
"31147",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",7666,551.841,20.3984,13.8917,"R",1513,2342,3968,"R",1180,2407,3680,"R",798,2684,3666,"R",996,3073,4134,"R",934,2962,3942
"31149",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",1241,1008.29,28.6486,1.2308,"R",139,640,801,"R",103,669,784,"R",70,687,793,"R",84,744,842,"R",85,745,834
"31151",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",14740,574.07,21.9313,25.6763,"D",2674,2434,5251,"R",2232,2518,4832,"R",1630,2849,4795,"R",1986,3631,5780,"R",1855,3734,5655
"31153",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",204828,237.996,41.1588,860.636,"R",28010,38816,68022,"R",24709,40318,66166,"R",27704,44649,77781,"R",41206,51979,96193,"R",43825,55567,100735
"31155",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",23406,748.703,29.0884,31.2621,"R",3767,6188,10212,"R",3279,6725,10203,"R",2509,7486,10598,"R",3331,9108,12786,"R",3558,9854,13565
"31157",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",35734,739.621,25.189,48.3139,"R",4745,9708,14730,"R",4193,9427,13867,"R",3151,9952,13895,"R",4196,10952,15524,"R",3856,11033,15040
"31159",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",17769,571.43,30.9577,31.0957,"R",2703,4647,7529,"R",2362,4947,7445,"R",1881,5451,7754,"R",2438,6490,9199,"R",2388,6667,9184
"31161",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",4927,2440.17,21.6968,2.01912,"R",454,1941,2462,"R",389,2010,2450,"R",286,2192,2565,"R",340,2292,2684,"R",362,2102,2484
"31163",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",2949,565.877,18.8601,5.21138,"R",585,950,1572,"R",549,919,1508,"R",338,1143,1553,"R",343,1322,1700,"R",328,1344,1687
"31165",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",1099,2066.72,24.9042,0.53176,"R",117,603,732,"R",101,623,735,"R",77,602,709,"R",72,642,731,"R",77,597,678
"31167",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",5756,427.633,20.1005,13.4601,"R",664,1781,2495,"R",607,1945,2623,"R",417,2173,2748,"R",532,2561,3165,"R",492,2536,3064
"31169",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",4870,573.789,22.51,8.48744,"R",860,1749,2659,"R",724,1853,2627,"R",490,1993,2613,"R",624,2308,2989,"R",544,2278,2852
"31171",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",634,712.554,24.5968,0.889757,"R",51,331,390,"R",42,360,408,"R",30,344,387,"R",45,377,427,"R",44,348,393
"31173",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",6637,393.592,19.8087,16.8626,"D",1120,972,2126,"D",1153,823,1993,"R",911,1013,2029,"R",1122,1180,2379,"R",978,1125,2123
"31175",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",4032,568.09,26.9526,7.09747,"R",706,1657,2423,"R",494,1643,2168,"R",337,1770,2172,"R",412,1901,2344,"R",403,1872,2299
"31177",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",21254,389.93,34.3031,54.5072,"R",3711,6425,10320,"R",3103,6857,10121,"R",2606,7374,10584,"R",3554,8583,12467,"R",3538,8855,12545
"31179",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",9870,442.916,32.6519,22.2841,"R",1249,2503,3808,"R",1074,2493,3659,"R",828,2675,3740,"R",1022,3055,4218,"R",1006,3011,4073
"31181",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",3326,574.913,21.491,5.78522,"R",552,1233,1817,"R",440,1255,1730,"R",306,1320,1687,"R",335,1511,1876,"R",296,1449,1763
"31183",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",808,575.183,24.7136,1.40477,"R",96,334,440,"R",93,345,446,"R",62,377,459,"R",59,438,503,"R",57,424,486
"31185",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",14375,572.516,25.2695,25.1085,"R",1607,4848,6568,"R",1352,4814,6246,"R",1181,4686,6256,"R",1630,5337,7161,"R",1648,5234,6984
"32001",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",26033,4950.16,17.641,5.25903,"R",3494,6832,10494,"R",2961,7061,10265,"R",2210,7828,10936,"R",3051,9372,12890,"R",3179,9962,13503
"32003",4,1,4,1,TRUE,TRUE,TRUE,TRUE,"both",2398871,7891.66,26.3949,303.975,"D",380765,257078,647490,"D",387978,288223,688339,"D",401068,319571,765421,"D",521852,430930,972510,"D",520187,493052,1031223
"32005",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",49564,710.537,31.3313,69.7557,"R",10672,14648,25727,"R",9288,16264,26054,"R",8453,17406,27871,"R",11571,21630,34125,"R",11553,23237,35556
"32007",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",54363,17173.3,17.0079,3.16555,"R",4541,10969,15887,"R",3510,12013,15984,"R",3400,13542,18545,"R",4557,16741,21967,"R",4632,17352,22465
"32009",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",720,3581.89,24.2841,0.201011,"R",104,303,427,"R",92,317,435,"R",65,329,423,"R",74,400,487,"R",73,376,461
