url	first_seen	last_seen	bytes	sha256	rows
https://www2.census.gov/geo/docs/reference/cenpop2020/blkgrp/CenPop2020_Mean_BG48.txt	2026-08-18	2026-08-18	815278	sha256:f4b0c7e64580af850d09806582e4f5bb865af04c5af19a1aae36c47e8b6252ef	18639
