script	stamped_on	stamp_source	file	bytes	sha256	rows	file_mtime
build-data.R	2026-08-29	build	derived/checks.csv	518	sha256:4508fbadb93e2d022406cfda5e15ec90af4f52103bfc4f4683e4a11ef604a34f	8	2026-08-29
build-data.R	2026-08-29	build	derived/claimed_downloads.csv	304	sha256:85822368849dd5e3605635e454c9e9c3f58024fd26cf949d6a1d88054c4694f2	3	2026-08-29
build-data.R	2026-08-29	build	derived/facts.csv	1695	sha256:43c95d28f682e793152772606f7a42ac16795f7320b434c7ce0e00cf5cc2e76a	28	2026-08-29
build-data.R	2026-08-29	build	derived/funnel.csv	160	sha256:96538b57efaec5c61332e9bbad855edef1ba44b01218c45fa8837a118dcf8b17	4	2026-08-29
build-data.R	2026-08-29	build	derived/link_rot.csv	217	sha256:7d89835f8a1f4c7c9156ffa03542276e757c4cadb49d88945cf144c8f51b62e4	8	2026-08-29
build-data.R	2026-08-29	build	derived/page_shape.csv	183	sha256:a2465d7cd51ac8d7f878f105b96dfcd46babdfc5eb71b5e48d93d019df765e97	4	2026-08-29
build-data.R	2026-08-29	build	derived/price.csv	3778	sha256:c28611668d4e2d66c63cde5e1289dfde7a281ed50367b9679922b31fd623be2d	51	2026-08-29
build-data.R	2026-08-29	build	derived/scan.csv	2418	sha256:bd5e468a7a61fb39d7fcaf183456c6b0725b6ace56b733c8bec31cf3c6978f1f	51	2026-08-29
build-data.R	2026-08-29	disk	raw/ballotpedia-price-table.html	238931	sha256:57db450b1d319a0930ae590ece6ecd1863c8f692c348ae0a1e37208c23654495		2026-08-29
build-data.R	2026-08-29	disk	raw/eac-price-table.pdf	286329	sha256:a7b8853fc5e9d28ff7e26cf94e1d88546399158f778fb39079665403344d555b		2026-08-29
build-data.R	2026-08-17	disk	raw/ncsl-access-table.html	121639	sha256:0371c447fb9fba4de5d86d19139099b0649c19c563c9a72660529e0214f004d3		2026-08-13
build-data.R	2026-08-17	disk	raw/probe-2026-08-13.psv	6118	sha256:652da116c734a91561eb523466cb52479ab128b4ecc45c58d2b3ba3621f33996		2026-08-13
build-data.R	2026-08-17	disk	raw/probe-signals-2026-08-13.csv	2094	sha256:ebdd6c975e8f8faec3c0570647c7157baefa292b950650a9d1bd99bcc74e247f	51	2026-08-13
